cell_id,Jacana jacana,Jacana jacana hypomelaena,Jacana jacana [jacana Group]
848134dffffffff,3.0,0.0,0.0
8481363ffffffff,23.0,0.0,0.0
8481401ffffffff,3.0,0.0,0.0
8481403ffffffff,4.0,0.0,0.0
8481415ffffffff,4.0,0.0,0.0
8481423ffffffff,2.0,0.0,0.0
8481431ffffffff,4.0,0.0,0.0
8481433ffffffff,6.0,0.0,0.0
8481439ffffffff,6.0,0.0,0.0
8481445ffffffff,3.0,0.0,0.0
8481459ffffffff,3.0,0.0,0.0
848145dffffffff,51.0,0.0,0.0
848146bffffffff,14.0,0.0,0.0
84814a1ffffffff,6.0,0.0,0.0
84814a9ffffffff,14.0,0.0,0.0
84814adffffffff,27.0,0.0,0.0
84814c7ffffffff,3.0,0.0,0.0
84814d1ffffffff,3.0,0.0,0.0
84814d5ffffffff,106.0,0.0,0.0
84814d9ffffffff,8.0,0.0,0.0
84814e1ffffffff,7.0,0.0,0.0
84814e3ffffffff,5.0,0.0,0.0
84814e5ffffffff,26.0,0.0,0.0
84814e7ffffffff,24.0,0.0,0.0
84814ebffffffff,1.0,0.0,0.0
8481513ffffffff,3.0,0.0,0.0
848151bffffffff,3.0,0.0,0.0
8481581ffffffff,2.0,0.0,0.0
848159dffffffff,4.0,0.0,0.0
84815abffffffff,2.0,0.0,1.0
84815c3ffffffff,2.0,0.0,0.0
84815d1ffffffff,2.0,0.0,0.0
84815d3ffffffff,2.0,0.0,0.0
84815d7ffffffff,2.0,0.0,0.0
84815d9ffffffff,93.0,0.0,0.0
84815dbffffffff,12.0,0.0,0.0
848162bffffffff,79.0,0.0,2.0
8481635ffffffff,26.0,0.0,0.0
8481637ffffffff,15.0,0.0,0.0
848163dffffffff,2.0,0.0,0.0
8481645ffffffff,2.0,0.0,0.0
848166dffffffff,2.0,0.0,0.0
8481711ffffffff,141.0,0.0,0.0
8481713ffffffff,11.0,0.0,0.0
8481719ffffffff,1.0,0.0,0.0
848171dffffffff,2.0,0.0,0.0
848172bffffffff,2.0,0.0,0.0
8481749ffffffff,2.0,0.0,0.0
848175dffffffff,4.0,0.0,0.0
8481801ffffffff,7.0,0.0,0.0
8481803ffffffff,14.0,0.0,0.0
848180bffffffff,27.0,0.0,1.0
8481811ffffffff,3.0,0.0,1.0
8481819ffffffff,22.0,0.0,4.0
848181dffffffff,13.0,0.0,0.0
8481831ffffffff,2.0,0.0,0.0
8481833ffffffff,8.0,0.0,0.0
8481837ffffffff,5.0,0.0,0.0
8481839ffffffff,50.0,0.0,0.0
848183bffffffff,2.0,0.0,0.0
8481851ffffffff,64.0,0.0,17.0
8481853ffffffff,2.0,0.0,0.0
8481855ffffffff,12.0,0.0,2.0
8481857ffffffff,24.0,0.0,4.0
848185bffffffff,9.0,0.0,0.0
848185dffffffff,38.0,0.0,2.0
8481881ffffffff,7.0,0.0,0.0
8481883ffffffff,2.0,0.0,2.0
8481885ffffffff,9.0,0.0,0.0
8481889ffffffff,2.0,0.0,0.0
848188dffffffff,2.0,0.0,0.0
84818a7ffffffff,5.0,0.0,0.0
84818b1ffffffff,3.0,0.0,0.0
84818b3ffffffff,4.0,0.0,0.0
84818bbffffffff,2.0,0.0,0.0
84818c3ffffffff,2.0,0.0,0.0
84818d9ffffffff,2.0,0.0,0.0
84818e1ffffffff,19.0,0.0,0.0
84818e3ffffffff,2.0,0.0,0.0
848199bffffffff,7.0,0.0,0.0
84819d1ffffffff,4.0,0.0,0.0
84819d3ffffffff,5.0,0.0,0.0
84819d9ffffffff,1.0,0.0,0.0
8481a17ffffffff,2.0,0.0,2.0
8481a1bffffffff,3.0,0.0,0.0
8481a33ffffffff,6.0,0.0,4.0
8481a8bffffffff,4.0,0.0,0.0
8481a91ffffffff,1.0,0.0,0.0
8481a93ffffffff,5.0,0.0,5.0
8481a99ffffffff,3.0,0.0,1.0
8481a9bffffffff,18.0,0.0,0.0
8481ac3ffffffff,6.0,0.0,0.0
8481acbffffffff,2.0,0.0,0.0
8481acdffffffff,1.0,0.0,0.0
8481ad1ffffffff,17.0,0.0,2.0
8481ad5ffffffff,1.0,0.0,1.0
8481ae3ffffffff,2.0,0.0,0.0
8481aedffffffff,4.0,0.0,4.0
848a003ffffffff,25.0,0.0,5.0
848a01dffffffff,2.0,0.0,0.0
848a04bffffffff,3.0,0.0,0.0
848a059ffffffff,3.0,0.0,0.0
848a05bffffffff,3.0,0.0,0.0
848a05dffffffff,4.0,0.0,0.0
848a069ffffffff,3.0,0.0,2.0
848a195ffffffff,1.0,0.0,1.0
848a1abffffffff,1.0,0.0,0.0
848a1b1ffffffff,4.0,0.0,2.0
848a213ffffffff,5.0,0.0,0.0
848a223ffffffff,2.0,0.0,0.0
848a227ffffffff,2.0,0.0,0.0
848a235ffffffff,2.0,0.0,0.0
848a237ffffffff,2.0,0.0,0.0
848a23bffffffff,5.0,0.0,0.0
848a249ffffffff,1.0,0.0,0.0
848a25bffffffff,2.0,0.0,0.0
848a2cdffffffff,3.0,0.0,0.0
848a2edffffffff,14.0,0.0,1.0
848a313ffffffff,5.0,0.0,0.0
848a35dffffffff,2.0,0.0,0.0
848a41dffffffff,2.0,0.0,0.0
848a451ffffffff,176.0,0.0,0.0
848a459ffffffff,114.0,0.0,3.0
848a45bffffffff,105.0,0.0,0.0
848a45dffffffff,474.0,0.0,0.0
848a525ffffffff,2.0,0.0,0.0
848a52dffffffff,1.0,0.0,0.0
848a637ffffffff,4.0,0.0,0.0
848a68bffffffff,29.0,0.0,0.0
848a699ffffffff,195.0,0.0,0.0
848a69bffffffff,1.0,0.0,0.0
848a69dffffffff,2.0,0.0,0.0
848a6d1ffffffff,13.0,0.0,0.0
848a6d3ffffffff,646.0,0.0,0.0
848a6d7ffffffff,248.0,0.0,0.0
848a6d9ffffffff,247.0,0.0,0.0
848a6dbffffffff,52.0,0.0,0.0
848a6e5ffffffff,1.0,0.0,0.0
848a703ffffffff,5.0,0.0,0.0
848a707ffffffff,14.0,0.0,0.0
848a70bffffffff,6.0,0.0,0.0
848a73dffffffff,2.0,0.0,0.0
848a809ffffffff,5.0,0.0,0.0
848a81bffffffff,1.0,0.0,0.0
848a827ffffffff,7.0,0.0,0.0
848a857ffffffff,2.0,0.0,0.0
848a8c1ffffffff,9.0,0.0,1.0
848a8c7ffffffff,1.0,0.0,0.0
848a8c9ffffffff,4.0,0.0,3.0
848a8cbffffffff,10.0,0.0,4.0
848a8cdffffffff,34.0,0.0,0.0
848a8e1ffffffff,4.0,0.0,0.0
848a8e5ffffffff,2.0,0.0,0.0
848a8e9ffffffff,1.0,0.0,0.0
848a8ebffffffff,2.0,0.0,0.0
848a8edffffffff,2.0,0.0,0.0
848a925ffffffff,1.0,0.0,0.0
848a927ffffffff,9.0,0.0,0.0
848a953ffffffff,2.0,0.0,0.0
848a9c1ffffffff,16.0,0.0,0.0
848a9c5ffffffff,3.0,0.0,0.0
848a9d1ffffffff,2.0,0.0,0.0
848a9d7ffffffff,5.0,0.0,0.0
848a9d9ffffffff,16.0,0.0,0.0
848a9e5ffffffff,2.0,0.0,0.0
848aa93ffffffff,16.0,0.0,0.0
848aa97ffffffff,11.0,0.0,0.0
848aa9dffffffff,14.0,0.0,0.0
848aaa3ffffffff,8.0,0.0,0.0
848aab1ffffffff,25.0,0.0,13.0
848aab3ffffffff,12.0,0.0,2.0
848aab5ffffffff,16.0,0.0,4.0
848aab9ffffffff,18.0,0.0,0.0
848aabdffffffff,5.0,0.0,0.0
848aadbffffffff,2.0,0.0,0.0
848ab65ffffffff,3.0,0.0,0.0
848ad13ffffffff,57.0,0.0,0.0
848ad15ffffffff,2.0,0.0,0.0
848ad85ffffffff,2.0,0.0,0.0
848ad8dffffffff,2.0,0.0,0.0
848ada3ffffffff,12.0,0.0,0.0
848ada5ffffffff,2.0,0.0,0.0
848ada9ffffffff,44.0,0.0,0.0
848adabffffffff,2.0,0.0,0.0
848adb1ffffffff,22.0,0.0,0.0
848adb5ffffffff,8.0,0.0,0.0
848adb7ffffffff,4.0,0.0,0.0
848adb9ffffffff,8.0,0.0,0.0
848adbdffffffff,20.0,0.0,0.0
848adc5ffffffff,22.0,0.0,0.0
848ade3ffffffff,8.0,0.0,0.0
848adebffffffff,9.0,0.0,0.0
848ae53ffffffff,4.0,0.0,0.0
848ae59ffffffff,1.0,0.0,0.0
848ae5bffffffff,66.0,0.0,0.0
848af09ffffffff,8.0,0.0,2.0
848af0bffffffff,2.0,0.0,2.0
848af11ffffffff,4.0,0.0,4.0
848af13ffffffff,2.0,0.0,0.0
848af1dffffffff,1.0,0.0,0.0
848af29ffffffff,7.0,0.0,0.0
848af2bffffffff,3.0,0.0,0.0
848af2dffffffff,5.0,0.0,0.0
848af41ffffffff,16.0,0.0,6.0
848af45ffffffff,148.0,0.0,9.0
848af47ffffffff,14.0,0.0,0.0
848af49ffffffff,13.0,0.0,5.0
848af4bffffffff,6.0,0.0,1.0
848af4dffffffff,2.0,0.0,0.0
848af61ffffffff,12.0,0.0,0.0
848af63ffffffff,2.0,0.0,0.0
848af67ffffffff,1.0,0.0,0.0
848af69ffffffff,337.0,0.0,39.0
848af6bffffffff,4.0,0.0,0.0
848af6dffffffff,18.0,0.0,6.0
848b009ffffffff,7.0,0.0,0.0
848b00bffffffff,4.0,0.0,0.0
848b00dffffffff,2.0,0.0,0.0
848b01bffffffff,6.0,0.0,0.0
848b043ffffffff,1.0,0.0,0.0
848b045ffffffff,8.0,0.0,0.0
848b047ffffffff,1.0,0.0,0.0
848b05dffffffff,11.0,0.0,0.0
848b06dffffffff,5.0,0.0,0.0
848b085ffffffff,7.0,0.0,0.0
848b08bffffffff,5.0,0.0,0.0
848b08dffffffff,8.0,0.0,0.0
848b093ffffffff,2.0,0.0,0.0
848b0a9ffffffff,2.0,0.0,0.0
848b0b5ffffffff,7.0,0.0,0.0
848b0bdffffffff,6.0,0.0,0.0
848b0c1ffffffff,30.0,0.0,0.0
848b0c3ffffffff,18.0,0.0,0.0
848b0c5ffffffff,1.0,0.0,0.0
848b0c7ffffffff,18.0,0.0,0.0
848b0c9ffffffff,82.0,0.0,0.0
848b0cbffffffff,3.0,0.0,0.0
848b0cdffffffff,49.0,0.0,0.0
848b0d1ffffffff,229.0,0.0,0.0
848b0d3ffffffff,8.0,0.0,0.0
848b0d5ffffffff,22.0,0.0,0.0
848b0d9ffffffff,3.0,0.0,0.0
848b0dbffffffff,11.0,0.0,0.0
848b0ddffffffff,7.0,0.0,0.0
848b0e1ffffffff,2.0,0.0,0.0
848b0e5ffffffff,5.0,0.0,0.0
848b0e7ffffffff,5.0,0.0,0.0
848b105ffffffff,11.0,0.0,1.0
848b10dffffffff,11.0,0.0,0.0
848b11dffffffff,2.0,0.0,0.0
848b129ffffffff,4.0,0.0,0.0
848b131ffffffff,2.0,0.0,0.0
848b1c5ffffffff,6.0,0.0,0.0
848b1e1ffffffff,12.0,0.0,0.0
848b1edffffffff,10.0,0.0,0.0
848b201ffffffff,32.0,0.0,0.0
848b203ffffffff,2.0,0.0,0.0
848b205ffffffff,26.0,0.0,0.0
848b20bffffffff,16.0,0.0,0.0
848b20dffffffff,6.0,0.0,0.0
848b221ffffffff,130.0,0.0,0.0
848b223ffffffff,118.0,0.0,0.0
848b225ffffffff,19.0,0.0,0.0
848b227ffffffff,12.0,0.0,0.0
848b229ffffffff,8.0,0.0,0.0
848b22bffffffff,4.0,0.0,0.0
848b22dffffffff,313.0,0.0,0.0
848b235ffffffff,9.0,0.0,0.0
848b23bffffffff,6.0,0.0,0.0
848b23dffffffff,55.0,0.0,0.0
848b247ffffffff,2.0,0.0,0.0
848b261ffffffff,4.0,0.0,0.0
848b267ffffffff,5.0,0.0,0.0
848b269ffffffff,13.0,0.0,0.0
848b26bffffffff,1.0,0.0,0.0
848b297ffffffff,2.0,0.0,0.0
848b29bffffffff,2.0,0.0,0.0
848b2a3ffffffff,2.0,0.0,0.0
848b2a5ffffffff,87.0,0.0,0.0
848b2a7ffffffff,191.0,0.0,0.0
848b2b3ffffffff,3.0,0.0,0.0
848b2b5ffffffff,6.0,0.0,0.0
848b2bdffffffff,2.0,0.0,0.0
848b2c9ffffffff,117.0,0.0,0.0
848b2ebffffffff,3.0,0.0,0.0
848b2edffffffff,3.0,0.0,0.0
848b313ffffffff,3.0,0.0,0.0
848b315ffffffff,68.0,0.0,0.0
848b319ffffffff,3.0,0.0,0.0
848b31bffffffff,20.0,0.0,0.0
848b321ffffffff,2.0,0.0,0.0
848b323ffffffff,2.0,0.0,0.0
848b335ffffffff,2.0,0.0,0.0
848b363ffffffff,19.0,0.0,0.0
848b401ffffffff,16.0,0.0,0.0
848b405ffffffff,2.0,0.0,0.0
848b40dffffffff,15.0,0.0,0.0
848b429ffffffff,17.0,0.0,0.0
848b445ffffffff,20.0,0.0,0.0
848b447ffffffff,5.0,0.0,0.0
848b449ffffffff,13.0,0.0,0.0
848b44bffffffff,23.0,0.0,10.0
848b44dffffffff,107.0,0.0,4.0
848b459ffffffff,15.0,0.0,0.0
848b461ffffffff,10.0,0.0,0.0
848b469ffffffff,18.0,0.0,4.0
848b481ffffffff,1.0,0.0,1.0
848b485ffffffff,1.0,0.0,1.0
848b4abffffffff,1.0,0.0,1.0
848b4e5ffffffff,7.0,0.0,0.0
848b4e9ffffffff,2.0,0.0,0.0
848b505ffffffff,1.0,0.0,0.0
848b511ffffffff,3.0,0.0,0.0
848b513ffffffff,52.0,0.0,4.0
848b51dffffffff,2.0,0.0,0.0
848b529ffffffff,10.0,0.0,0.0
848b52bffffffff,1.0,0.0,0.0
848b52dffffffff,6.0,0.0,0.0
848b563ffffffff,15.0,0.0,0.0
848b567ffffffff,15.0,0.0,0.0
848b56bffffffff,2.0,0.0,0.0
848b5cdffffffff,38.0,0.0,14.0
848b5d1ffffffff,5.0,0.0,5.0
848b627ffffffff,1.0,0.0,0.0
848b633ffffffff,2.0,0.0,0.0
848b635ffffffff,22.0,0.0,0.0
848b637ffffffff,309.0,0.0,47.0
848b63bffffffff,10.0,0.0,0.0
848b691ffffffff,5.0,0.0,0.0
848b693ffffffff,14.0,0.0,0.0
848b6e1ffffffff,2.0,0.0,0.0
848b6e5ffffffff,66.0,0.0,8.0
848b6e7ffffffff,115.0,0.0,6.0
848b6edffffffff,1.0,0.0,0.0
848b709ffffffff,2.0,0.0,0.0
848b713ffffffff,284.0,0.0,9.0
848b717ffffffff,3.0,0.0,0.0
848b71bffffffff,15.0,0.0,0.0
848b727ffffffff,1.0,0.0,0.0
848b729ffffffff,3.0,0.0,0.0
848b72dffffffff,6.0,0.0,0.0
848b743ffffffff,4.0,0.0,0.0
848b745ffffffff,14.0,0.0,0.0
848b747ffffffff,15.0,0.0,0.0
848b75dffffffff,1.0,0.0,0.0
848b761ffffffff,28.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0
848b765ffffffff,4.0,0.0,0.0
848b767ffffffff,5.0,0.0,0.0
848b76bffffffff,60.0,0.0,0.0
848b76dffffffff,2.0,0.0,0.0
848b829ffffffff,2.0,0.0,0.0
848b849ffffffff,28.0,0.0,5.0
848b881ffffffff,14.0,0.0,0.0
848b885ffffffff,4.0,0.0,0.0
848b8dbffffffff,2.0,0.0,2.0
848b909ffffffff,1.0,0.0,0.0
848b98dffffffff,1.0,0.0,0.0
848b999ffffffff,37.0,0.0,0.0
848b99dffffffff,9.0,0.0,0.0
848b9d1ffffffff,67.0,0.0,6.0
848b9d3ffffffff,2.0,0.0,0.0
848b9d5ffffffff,182.0,0.0,16.0
848b9d7ffffffff,6.0,0.0,0.0
848ba0dffffffff,4.0,0.0,0.0
848ba45ffffffff,2.0,0.0,0.0
848ba47ffffffff,3.0,0.0,3.0
848ba4bffffffff,2.0,0.0,0.0
848ba55ffffffff,9.0,0.0,0.0
848ba5dffffffff,3.0,0.0,0.0
848ba61ffffffff,4.0,0.0,4.0
848ba63ffffffff,53.0,0.0,19.0
848ba65ffffffff,8.0,0.0,0.0
848ba6dffffffff,78.0,0.0,6.0
848bb19ffffffff,1.0,0.0,0.0
848bb4bffffffff,1.0,0.0,0.0
848bb53ffffffff,20.0,0.0,0.0
848bb59ffffffff,9.0,0.0,0.0
848e64bffffffff,103.0,0.0,0.0
848e65bffffffff,1.0,0.0,0.0
848f095ffffffff,24.0,0.0,0.0
848f0d1ffffffff,8.0,0.0,0.0
848f0d5ffffffff,7.0,0.0,1.0
848f0d7ffffffff,3.0,0.0,0.0
848f0d9ffffffff,141.0,0.0,15.0
848f0ddffffffff,32.0,0.0,0.0
848f21bffffffff,4.0,0.0,0.0
848f281ffffffff,7.0,0.0,0.0
848f283ffffffff,19.0,0.0,0.0
848f285ffffffff,3.0,0.0,0.0
848f287ffffffff,58.0,0.0,7.0
848f28bffffffff,1.0,0.0,0.0
848f28dffffffff,27.0,0.0,0.0
848f2a1ffffffff,1.0,0.0,0.0
848f2a3ffffffff,2.0,0.0,0.0
848f2a9ffffffff,36.0,0.0,0.0
848f2abffffffff,9.0,0.0,0.0
848f2b3ffffffff,3.0,0.0,0.0
848f2b5ffffffff,33.0,0.0,3.0
848f2b9ffffffff,297.0,0.0,33.0
848f2bbffffffff,350.0,0.0,44.0
848f2bdffffffff,111.0,0.0,8.0
848f2c3ffffffff,5.0,0.0,1.0
848f2c7ffffffff,5.0,0.0,0.0
848f2c9ffffffff,34.0,0.0,6.0
848f2cbffffffff,3.0,0.0,0.0
848f2cdffffffff,5.0,0.0,0.0
848f2e3ffffffff,32.0,0.0,0.0
848f2e9ffffffff,4.0,0.0,0.0
848f2ebffffffff,255.0,0.0,11.0
848f401ffffffff,279.0,0.0,7.0
848f405ffffffff,1.0,0.0,0.0
848f407ffffffff,43.0,0.0,1.0
848f409ffffffff,9.0,0.0,0.0
848f41bffffffff,1.0,0.0,0.0
848f437ffffffff,4.0,0.0,0.0
848f439ffffffff,3.0,0.0,0.0
848f443ffffffff,3.0,0.0,0.0
848f44bffffffff,13.0,0.0,0.0
848f44dffffffff,2.0,0.0,0.0
848f455ffffffff,10.0,0.0,0.0
848f461ffffffff,244.0,0.0,27.0
848f463ffffffff,15.0,0.0,0.0
848f465ffffffff,4.0,0.0,0.0
848f467ffffffff,2.0,0.0,0.0
848f481ffffffff,2.0,0.0,0.0
848f489ffffffff,44.0,0.0,0.0
848f48dffffffff,27.0,0.0,0.0
848f495ffffffff,2.0,0.0,0.0
848f4a1ffffffff,2.0,0.0,0.0
848f4adffffffff,2.0,0.0,0.0
848f4b5ffffffff,2.0,0.0,0.0
848f4c1ffffffff,3.0,0.0,0.0
848f4c7ffffffff,107.0,0.0,0.0
848f4e7ffffffff,1.0,0.0,0.0
848f5d3ffffffff,1.0,0.0,0.0
848f5d9ffffffff,2.0,0.0,0.0
848f611ffffffff,18.0,0.0,0.0
848f613ffffffff,83.0,0.0,0.0
848f617ffffffff,4.0,0.0,0.0
848f61bffffffff,234.0,0.0,0.0
848f631ffffffff,2.0,0.0,0.0
848f633ffffffff,3.0,0.0,0.0
848f6c9ffffffff,5.0,0.0,0.0
848f6cdffffffff,13.0,0.0,0.0
848f6e1ffffffff,6.0,0.0,0.0
848f6e9ffffffff,97.0,0.0,0.0
848f6edffffffff,25.0,0.0,0.0
848f719ffffffff,10.0,0.0,0.0
848f71bffffffff,5.0,0.0,0.0
848f74bffffffff,2.0,0.0,0.0
848f765ffffffff,6.0,0.0,0.0
84a5961ffffffff,39.0,0.0,4.0
84a5969ffffffff,7.0,0.0,2.0
84a8001ffffffff,10.0,0.0,0.0
84a800dffffffff,1.0,0.0,0.0
84a8013ffffffff,13.0,0.0,0.0
84a8019ffffffff,11.0,0.0,0.0
84a801bffffffff,12.0,0.0,0.0
84a8021ffffffff,1.0,0.0,0.0
84a8025ffffffff,4.0,0.0,0.0
84a802dffffffff,12.0,0.0,4.0
84a8031ffffffff,1.0,0.0,0.0
84a8033ffffffff,4.0,0.0,0.0
84a8035ffffffff,1.0,0.0,0.0
84a8043ffffffff,5.0,0.0,0.0
84a8049ffffffff,21.0,0.0,11.0
84a804bffffffff,6.0,0.0,0.0
84a804dffffffff,76.0,0.0,11.0
84a8055ffffffff,2.0,0.0,0.0
84a805dffffffff,14.0,0.0,0.0
84a8061ffffffff,7.0,0.0,5.0
84a8063ffffffff,2.0,0.0,0.0
84a8065ffffffff,9.0,0.0,5.0
84a8067ffffffff,84.0,0.0,12.0
84a8069ffffffff,2.0,0.0,0.0
84a806dffffffff,3.0,0.0,0.0
84a808dffffffff,21.0,0.0,2.0
84a8095ffffffff,1.0,0.0,0.0
84a809dffffffff,1.0,0.0,0.0
84a80a1ffffffff,4.0,0.0,2.0
84a80a5ffffffff,4.0,0.0,0.0
84a80a7ffffffff,2.0,0.0,0.0
84a80b1ffffffff,10.0,0.0,0.0
84a80b5ffffffff,5.0,0.0,0.0
84a80c3ffffffff,17.0,0.0,0.0
84a80cdffffffff,8.0,0.0,0.0
84a80d9ffffffff,6.0,0.0,0.0
84a80ddffffffff,2.0,0.0,2.0
84a80e1ffffffff,4.0,0.0,0.0
84a80e3ffffffff,11.0,0.0,0.0
84a8101ffffffff,877.0,0.0,22.0
84a8103ffffffff,66.0,0.0,2.0
84a8105ffffffff,321.0,0.0,4.0
84a8107ffffffff,204.0,0.0,3.0
84a8109ffffffff,95.0,0.0,4.0
84a810bffffffff,22.0,0.0,4.0
84a810dffffffff,118.0,0.0,4.0
84a8111ffffffff,2.0,0.0,0.0
84a8113ffffffff,133.0,0.0,4.0
84a8115ffffffff,122.0,0.0,19.0
84a8117ffffffff,54.0,0.0,5.0
84a8119ffffffff,25.0,0.0,9.0
84a811bffffffff,14.0,0.0,0.0
84a811dffffffff,18.0,0.0,0.0
84a8121ffffffff,6.0,0.0,0.0
84a8123ffffffff,10.0,0.0,0.0
84a8125ffffffff,4.0,0.0,0.0
84a8127ffffffff,288.0,0.0,40.0
84a8129ffffffff,126.0,0.0,14.0
84a812bffffffff,88.0,0.0,2.0
84a812dffffffff,9.0,0.0,0.0
84a8131ffffffff,57.0,0.0,6.0
84a8133ffffffff,5.0,0.0,0.0
84a8135ffffffff,2.0,0.0,0.0
84a8137ffffffff,6.0,0.0,0.0
84a8139ffffffff,208.0,0.0,147.0
84a813bffffffff,73.0,0.0,8.0
84a813dffffffff,15.0,0.0,0.0
84a8143ffffffff,63.0,0.0,2.0
84a8151ffffffff,2.0,0.0,0.0
84a8153ffffffff,31.0,0.0,0.0
84a8155ffffffff,12.0,0.0,0.0
84a8157ffffffff,25.0,0.0,0.0
84a815bffffffff,147.0,0.0,26.0
84a815dffffffff,5.0,0.0,0.0
84a8163ffffffff,1.0,0.0,0.0
84a8167ffffffff,2.0,0.0,0.0
84a8181ffffffff,1.0,0.0,0.0
84a8183ffffffff,1.0,0.0,0.0
84a8185ffffffff,53.0,0.0,0.0
84a8187ffffffff,40.0,0.0,0.0
84a8189ffffffff,3.0,0.0,0.0
84a818bffffffff,9.0,0.0,0.0
84a818dffffffff,50.0,0.0,0.0
84a8191ffffffff,4.0,0.0,0.0
84a8193ffffffff,2.0,0.0,0.0
84a8195ffffffff,56.0,0.0,3.0
84a8199ffffffff,3.0,0.0,0.0
84a819dffffffff,4.0,0.0,0.0
84a81a1ffffffff,10.0,0.0,0.0
84a81a5ffffffff,5.0,0.0,0.0
84a81a9ffffffff,5.0,0.0,0.0
84a81abffffffff,40.0,0.0,0.0
84a81b1ffffffff,6.0,0.0,0.0
84a81b3ffffffff,1.0,0.0,0.0
84a81b9ffffffff,4.0,0.0,2.0
84a81bbffffffff,37.0,0.0,2.0
84a81bdffffffff,7.0,0.0,0.0
84a81c3ffffffff,5.0,0.0,0.0
84a81c5ffffffff,5.0,0.0,2.0
84a81c7ffffffff,17.0,0.0,0.0
84a81cbffffffff,4.0,0.0,0.0
84a81cdffffffff,157.0,0.0,0.0
84a81d1ffffffff,4.0,0.0,0.0
84a81d5ffffffff,2.0,0.0,0.0
84a81d7ffffffff,2.0,0.0,2.0
84a81d9ffffffff,6.0,0.0,0.0
84a81e1ffffffff,290.0,0.0,0.0
84a81e3ffffffff,55.0,0.0,0.0
84a81e5ffffffff,2.0,0.0,0.0
84a81e9ffffffff,195.0,0.0,0.0
84a81ebffffffff,18.0,0.0,2.0
84a81edffffffff,1140.0,0.0,10.0
84a8203ffffffff,2.0,0.0,0.0
84a8211ffffffff,3.0,0.0,0.0
84a8215ffffffff,4.0,0.0,0.0
84a8225ffffffff,4.0,0.0,1.0
84a8227ffffffff,1.0,0.0,0.0
84a8231ffffffff,2.0,0.0,0.0
84a8235ffffffff,3.0,0.0,0.0
84a8237ffffffff,6.0,0.0,0.0
84a8241ffffffff,9.0,0.0,0.0
84a8245ffffffff,25.0,0.0,0.0
84a8247ffffffff,1.0,0.0,0.0
84a8251ffffffff,2.0,0.0,2.0
84a8257ffffffff,22.0,0.0,1.0
84a8261ffffffff,10.0,0.0,0.0
84a8267ffffffff,6.0,0.0,0.0
84a8291ffffffff,2.0,0.0,0.0
84a829bffffffff,2.0,0.0,0.0
84a82a7ffffffff,1.0,0.0,0.0
84a82abffffffff,2.0,0.0,0.0
84a82b9ffffffff,6.0,0.0,0.0
84a82bdffffffff,24.0,0.0,0.0
84a82c5ffffffff,2.0,0.0,0.0
84a82c9ffffffff,5.0,0.0,0.0
84a82d3ffffffff,25.0,0.0,0.0
84a82dbffffffff,6.0,0.0,0.0
84a82edffffffff,3.0,0.0,0.0
84a8311ffffffff,47.0,0.0,0.0
84a8313ffffffff,30.0,0.0,5.0
84a8315ffffffff,11.0,0.0,1.0
84a8317ffffffff,24.0,0.0,0.0
84a8319ffffffff,3.0,0.0,0.0
84a831bffffffff,130.0,0.0,9.0
84a831dffffffff,2.0,0.0,1.0
84a8333ffffffff,5.0,0.0,0.0
84a8337ffffffff,28.0,0.0,5.0
84a8351ffffffff,9.0,0.0,0.0
84a8353ffffffff,83.0,0.0,0.0
84a8357ffffffff,59.0,0.0,1.0
84a8359ffffffff,8.0,0.0,3.0
84a835bffffffff,11.0,0.0,0.0
84a835dffffffff,8.0,0.0,1.0
84a8401ffffffff,2.0,0.0,0.0
84a8403ffffffff,122.0,0.0,3.0
84a8405ffffffff,26.0,0.0,0.0
84a840bffffffff,1.0,0.0,0.0
84a840dffffffff,532.0,0.0,1.0
84a8411ffffffff,46.0,0.0,0.0
84a8413ffffffff,2.0,0.0,0.0
84a8415ffffffff,1.0,0.0,0.0
84a8417ffffffff,4.0,0.0,0.0
84a8421ffffffff,28.0,0.0,0.0
84a8425ffffffff,1.0,0.0,0.0
84a8429ffffffff,3.0,0.0,0.0
84a842bffffffff,17.0,0.0,0.0
84a8439ffffffff,14.0,0.0,0.0
84a8441ffffffff,14.0,0.0,0.0
84a8447ffffffff,7.0,0.0,0.0
84a844dffffffff,47.0,0.0,0.0
84a845bffffffff,44.0,0.0,0.0
84a8461ffffffff,49.0,0.0,7.0
84a8463ffffffff,285.0,0.0,30.0
84a8465ffffffff,6.0,0.0,0.0
84a8469ffffffff,2.0,0.0,0.0
84a846bffffffff,7.0,0.0,0.0
84a8495ffffffff,2.0,0.0,0.0
84a84a3ffffffff,6.0,0.0,0.0
84a84a5ffffffff,11.0,0.0,5.0
84a84b5ffffffff,2.0,0.0,0.0
84a84e1ffffffff,2.0,0.0,0.0
84a84e7ffffffff,9.0,0.0,0.0
84a84edffffffff,4.0,0.0,0.0
84a8519ffffffff,2.0,0.0,0.0
84a8527ffffffff,3.0,0.0,0.0
84a852bffffffff,2.0,0.0,0.0
84a8551ffffffff,1.0,0.0,0.0
84a8559ffffffff,12.0,0.0,0.0
84a8591ffffffff,2571.0,0.0,425.0
84a8593ffffffff,15.0,0.0,5.0
84a8597ffffffff,59.0,0.0,12.0
84a8599ffffffff,941.0,0.0,132.0
