cell_id,Geokichla citrina,Geokichla citrina [citrina Group],Geokichla citrina cyanota,Geokichla citrina albogularis/andamanensis,Geokichla citrina [aurimacula Group]
83424dfffffffff,2.0,0.0,0.0,0.0,0.0
8342c2fffffffff,4.0,0.0,0.0,0.0,0.0
8342c3fffffffff,15.0,0.0,7.0,0.0,0.0
8342cafffffffff,12.0,0.0,0.0,0.0,0.0
8342cdfffffffff,6.0,0.0,0.0,0.0,0.0
8342d9fffffffff,7.0,0.0,0.0,0.0,0.0
8342dbfffffffff,2.0,0.0,0.0,0.0,0.0
8342dcfffffffff,3.0,0.0,0.0,0.0,0.0
834ba0fffffffff,15.0,0.0,0.0,0.0,0.0
834ba5fffffffff,1.0,0.0,0.0,0.0,0.0
834bb1fffffffff,25.0,0.0,0.0,0.0,0.0
836002fffffffff,10.0,0.0,0.0,0.0,0.0
836006fffffffff,125.0,0.0,2.0,0.0,0.0
836011fffffffff,5.0,1.0,4.0,0.0,0.0
836014fffffffff,14.0,1.0,11.0,0.0,0.0
836015fffffffff,169.0,2.0,21.0,0.0,0.0
836016fffffffff,60.0,13.0,45.0,0.0,0.0
83601efffffffff,32.0,3.0,23.0,0.0,0.0
836022fffffffff,29.0,0.0,6.0,0.0,0.0
836031fffffffff,103.0,0.0,32.0,0.0,0.0
836032fffffffff,16.0,0.0,12.0,0.0,0.0
836033fffffffff,231.0,4.0,14.0,0.0,0.0
836035fffffffff,11.0,0.0,3.0,0.0,0.0
836089fffffffff,2.0,0.0,2.0,0.0,0.0
83608afffffffff,6.0,0.0,0.0,0.0,0.0
83608bfffffffff,4.0,0.0,0.0,0.0,0.0
83608dfffffffff,5.0,0.0,5.0,0.0,0.0
836093fffffffff,2.0,0.0,2.0,0.0,0.0
83609bfffffffff,3.0,0.0,0.0,0.0,0.0
8360a1fffffffff,8.0,0.0,0.0,0.0,0.0
8360a2fffffffff,2.0,0.0,2.0,0.0,0.0
8360a9fffffffff,47.0,0.0,15.0,0.0,0.0
8360abfffffffff,4.0,0.0,4.0,0.0,0.0
8360adfffffffff,19.0,0.0,14.0,0.0,0.0
8360aefffffffff,4.0,0.0,0.0,0.0,0.0
8360b1fffffffff,23.0,0.0,0.0,0.0,0.0
8360f6fffffffff,1.0,0.0,1.0,0.0,0.0
836188fffffffff,13.0,7.0,6.0,0.0,0.0
836189fffffffff,1.0,1.0,0.0,0.0,0.0
83618afffffffff,3.0,0.0,0.0,0.0,0.0
83618bfffffffff,5.0,0.0,3.0,0.0,0.0
83618cfffffffff,8.0,0.0,0.0,0.0,0.0
83619afffffffff,19.0,19.0,0.0,0.0,0.0
8361abfffffffff,4.0,0.0,0.0,0.0,0.0
836416fffffffff,23.0,0.0,0.0,0.0,0.0
836482fffffffff,1.0,1.0,0.0,0.0,0.0
836484fffffffff,2.0,0.0,0.0,0.0,0.0
83648cfffffffff,1.0,0.0,0.0,0.0,0.0
8364a4fffffffff,13.0,1.0,0.0,0.0,0.0
8364b1fffffffff,2.0,0.0,0.0,0.0,0.0
8364b4fffffffff,1.0,0.0,0.0,0.0,0.0
8364b5fffffffff,2.0,0.0,0.0,0.0,0.0
836500fffffffff,3.0,0.0,0.0,0.0,0.0
836503fffffffff,25.0,0.0,0.0,0.0,0.0
836505fffffffff,11.0,0.0,0.0,0.0,0.0
836518fffffffff,1.0,0.0,0.0,0.0,0.0
83651bfffffffff,3.0,0.0,0.0,0.0,0.0
83651dfffffffff,3.0,0.0,0.0,0.0,0.0
836520fffffffff,22.0,0.0,0.0,0.0,0.0
836526fffffffff,16.0,1.0,0.0,0.0,0.0
83658efffffffff,1.0,0.0,0.0,0.0,0.0
836591fffffffff,5.0,2.0,0.0,0.0,0.0
836599fffffffff,6.0,0.0,0.0,0.0,0.0
836811fffffffff,6.0,1.0,0.0,0.0,0.0
