cell_id,Centropus sinensis,Centropus sinensis [sinensis Group],Centropus sinensis parroti
83648cfffffffff,1.0,0.0,0.0
8364a4fffffffff,1.0,0.0,0.0
836500fffffffff,94.0,0.0,0.0
836501fffffffff,12.0,0.0,0.0
836502fffffffff,37.0,0.0,0.0
836503fffffffff,49.0,0.0,0.0
836505fffffffff,7.0,0.0,0.0
836518fffffffff,89.0,0.0,0.0
836519fffffffff,16.0,0.0,0.0
83651cfffffffff,14.0,0.0,0.0
83651dfffffffff,192.0,0.0,0.0
836520fffffffff,1.0,0.0,0.0
836523fffffffff,3.0,0.0,0.0
836526fffffffff,16.0,0.0,0.0
836588fffffffff,4.0,4.0,0.0
83658bfffffffff,1.0,1.0,0.0
836599fffffffff,1.0,1.0,0.0
838db0fffffffff,1.0,0.0,0.0
