cell_id,Eupsittula pertinax,Eupsittula pertinax ocularis,Eupsittula pertinax [pertinax Group]
8466203ffffffff,50.0,0.0,4.0
8466205ffffffff,214.0,0.0,18.0
8466207ffffffff,5.0,0.0,2.0
846620bffffffff,1911.0,0.0,191.0
8466211ffffffff,20.0,0.0,0.0
8466213ffffffff,12.0,0.0,0.0
8466215ffffffff,1.0,0.0,0.0
8466217ffffffff,52.0,0.0,0.0
8466219ffffffff,103.0,0.0,11.0
846621bffffffff,12.0,0.0,0.0
846621dffffffff,7.0,0.0,0.0
8466221ffffffff,1352.0,0.0,157.0
8466223ffffffff,19.0,0.0,2.0
8466225ffffffff,602.0,0.0,43.0
8466227ffffffff,174.0,0.0,2.0
846622bffffffff,188.0,0.0,11.0
8466231ffffffff,2.0,0.0,0.0
8466233ffffffff,4.0,0.0,0.0
8466235ffffffff,1.0,0.0,0.0
8466237ffffffff,4.0,0.0,0.0
846623bffffffff,153.0,0.0,19.0
846623dffffffff,2.0,0.0,2.0
8466251ffffffff,4.0,0.0,1.0
8466257ffffffff,242.0,0.0,0.0
846625bffffffff,4.0,0.0,2.0
8466285ffffffff,44.0,0.0,0.0
8466289ffffffff,4.0,0.0,0.0
846628bffffffff,10.0,0.0,0.0
8466291ffffffff,3.0,0.0,0.0
8466293ffffffff,36.0,0.0,0.0
8466295ffffffff,4.0,0.0,0.0
8466297ffffffff,3.0,0.0,0.0
846629bffffffff,36.0,0.0,0.0
846629dffffffff,10.0,0.0,0.0
84662b1ffffffff,1.0,0.0,0.0
84662b5ffffffff,112.0,0.0,0.0
84662b7ffffffff,33.0,0.0,0.0
84662bdffffffff,3.0,0.0,0.0
84662c1ffffffff,7.0,0.0,0.0
84662c5ffffffff,2.0,0.0,0.0
84662c9ffffffff,247.0,0.0,0.0
84662cdffffffff,41.0,0.0,0.0
84662d7ffffffff,2.0,0.0,0.0
84662e1ffffffff,12.0,0.0,0.0
84662e5ffffffff,15.0,0.0,2.0
84662e9ffffffff,26.0,0.0,0.0
84662ebffffffff,3.0,0.0,0.0
84662edffffffff,1.0,0.0,0.0
8466311ffffffff,161.0,0.0,1.0
8466313ffffffff,978.0,0.0,38.0
8466317ffffffff,52.0,0.0,2.0
846631bffffffff,195.0,0.0,0.0
846640dffffffff,3.0,0.0,0.0
8466411ffffffff,160.0,0.0,0.0
8466415ffffffff,200.0,0.0,0.0
8466417ffffffff,43.0,0.0,0.0
8466419ffffffff,4.0,0.0,0.0
846641dffffffff,174.0,0.0,0.0
846642dffffffff,1.0,0.0,0.0
8466441ffffffff,22.0,0.0,0.0
846644bffffffff,1.0,0.0,0.0
846645dffffffff,3.0,0.0,0.0
84664c5ffffffff,2.0,0.0,0.0
84664e1ffffffff,6.0,0.0,0.0
84664e9ffffffff,3.0,0.0,0.0
8466501ffffffff,2.0,0.0,0.0
8466505ffffffff,25.0,0.0,0.0
8466507ffffffff,2.0,0.0,0.0
8466509ffffffff,20.0,0.0,0.0
846650dffffffff,4.0,0.0,0.0
8466521ffffffff,1.0,0.0,0.0
8466525ffffffff,5.0,0.0,0.0
8466527ffffffff,7.0,0.0,0.0
8466529ffffffff,685.0,0.0,0.0
846652bffffffff,9.0,0.0,0.0
846652dffffffff,526.0,0.0,0.0
8466537ffffffff,7.0,0.0,0.0
8466545ffffffff,218.0,0.0,0.0
8466547ffffffff,19.0,0.0,0.0
8466549ffffffff,52.0,0.0,0.0
846654bffffffff,111.0,0.0,0.0
846654dffffffff,13.0,0.0,0.0
8466555ffffffff,1.0,0.0,0.0
8466559ffffffff,1.0,0.0,0.0
8466561ffffffff,47.0,0.0,0.0
8466563ffffffff,9.0,0.0,0.0
8466565ffffffff,145.0,0.0,0.0
8466567ffffffff,23.0,0.0,0.0
8466569ffffffff,80.0,0.0,0.0
846656bffffffff,10.0,0.0,0.0
846656dffffffff,217.0,0.0,0.0
84665abffffffff,9.0,0.0,0.0
84665e9ffffffff,36.0,0.0,0.0
8466601ffffffff,4.0,0.0,0.0
8466603ffffffff,5.0,0.0,0.0
846660bffffffff,2.0,0.0,0.0
846660dffffffff,5.0,0.0,0.0
846661dffffffff,3.0,0.0,0.0
8466623ffffffff,10.0,0.0,0.0
8466627ffffffff,2.0,0.0,0.0
8466629ffffffff,1.0,0.0,0.0
8466631ffffffff,12.0,0.0,0.0
8466635ffffffff,2.0,0.0,0.0
8466637ffffffff,46.0,0.0,0.0
8466639ffffffff,66.0,0.0,0.0
846663dffffffff,29.0,0.0,0.0
8466641ffffffff,5.0,0.0,0.0
8466645ffffffff,10.0,0.0,0.0
8466647ffffffff,26.0,0.0,0.0
846664dffffffff,22.0,0.0,0.0
846666bffffffff,3.0,0.0,0.0
846666dffffffff,1.0,0.0,0.0
84666c5ffffffff,4.0,0.0,0.0
84666e3ffffffff,2.0,0.0,0.0
84666ebffffffff,5.0,0.0,0.0
8466701ffffffff,2.0,0.0,0.0
8466705ffffffff,17.0,0.0,0.0
8466709ffffffff,1.0,0.0,0.0
846670dffffffff,29.0,0.0,0.0
8466715ffffffff,4.0,0.0,0.0
846671bffffffff,6.0,0.0,0.0
8466721ffffffff,1.0,0.0,0.0
8466723ffffffff,17.0,0.0,0.0
8466725ffffffff,47.0,0.0,0.0
8466727ffffffff,411.0,0.0,0.0
8466729ffffffff,11.0,0.0,0.0
846672dffffffff,2.0,0.0,0.0
8466733ffffffff,8.0,0.0,0.0
8466735ffffffff,31.0,0.0,0.0
8466737ffffffff,30.0,0.0,0.0
8466749ffffffff,3.0,0.0,0.0
846674bffffffff,2.0,0.0,0.0
8466759ffffffff,2.0,0.0,0.0
846675dffffffff,102.0,0.0,0.0
8466761ffffffff,2.0,0.0,0.0
8466763ffffffff,15.0,0.0,0.0
8466765ffffffff,3.0,0.0,0.0
8466767ffffffff,1.0,0.0,0.0
8466769ffffffff,7.0,0.0,0.0
846676dffffffff,11.0,0.0,0.0
8466a01ffffffff,3.0,0.0,0.0
8466a03ffffffff,144.0,28.0,0.0
8466a05ffffffff,38.0,5.0,0.0
8466a07ffffffff,6.0,2.0,0.0
8466a0bffffffff,108.0,11.0,0.0
8466a15ffffffff,209.0,13.0,0.0
8466a17ffffffff,25.0,0.0,0.0
8466a1dffffffff,570.0,42.0,0.0
8466a21ffffffff,76.0,8.0,0.0
8466a23ffffffff,6.0,2.0,0.0
8466a25ffffffff,46.0,7.0,0.0
8466a2bffffffff,8.0,1.0,0.0
8466a31ffffffff,44.0,2.0,0.0
8466a33ffffffff,82.0,11.0,0.0
8466a35ffffffff,5.0,0.0,0.0
8466a37ffffffff,6.0,0.0,0.0
8466a39ffffffff,124.0,8.0,0.0
8466a3bffffffff,40.0,0.0,0.0
8466a3dffffffff,36.0,3.0,0.0
8466a51ffffffff,112.0,3.0,0.0
8466a53ffffffff,2.0,0.0,0.0
8466a57ffffffff,96.0,24.0,0.0
8466a5bffffffff,35.0,0.0,0.0
8466aedffffffff,17.0,3.0,0.0
8466b01ffffffff,2.0,0.0,0.0
8466b09ffffffff,6.0,0.0,0.0
8466b0bffffffff,29.0,0.0,0.0
8466b19ffffffff,226.0,2.0,0.0
8466b1dffffffff,28.0,5.0,0.0
8466b45ffffffff,6.0,0.0,0.0
8466b51ffffffff,61.0,2.0,0.0
8466b53ffffffff,697.0,73.0,0.0
8466b55ffffffff,159.0,0.0,0.0
8466b57ffffffff,885.0,9.0,0.0
8466b5bffffffff,30.0,0.0,0.0
8466c21ffffffff,10.0,0.0,0.0
8466c23ffffffff,3.0,0.0,0.0
8466c41ffffffff,2.0,0.0,0.0
8466c49ffffffff,89.0,0.0,0.0
8466c53ffffffff,20.0,0.0,0.0
8466c57ffffffff,27.0,0.0,0.0
8466c59ffffffff,5.0,0.0,0.0
8466c5bffffffff,21.0,0.0,0.0
8466c5dffffffff,8.0,0.0,0.0
8466e01ffffffff,3.0,0.0,0.0
8466e03ffffffff,18.0,0.0,0.0
8466e05ffffffff,14.0,0.0,0.0
8466e09ffffffff,4.0,0.0,0.0
8466e0bffffffff,259.0,0.0,0.0
8466e0dffffffff,19.0,0.0,2.0
8466e11ffffffff,224.0,0.0,0.0
8466e13ffffffff,7.0,0.0,0.0
8466e15ffffffff,272.0,0.0,0.0
8466e17ffffffff,63.0,0.0,0.0
8466e19ffffffff,51.0,0.0,0.0
8466e1dffffffff,532.0,0.0,0.0
8466e23ffffffff,4.0,0.0,0.0
8466e29ffffffff,3.0,0.0,0.0
8466e39ffffffff,11.0,0.0,0.0
8466e3bffffffff,33.0,0.0,0.0
8466e43ffffffff,14.0,0.0,0.0
8466e45ffffffff,48.0,0.0,0.0
8466e47ffffffff,34.0,0.0,0.0
8466e49ffffffff,2.0,0.0,0.0
8466e4dffffffff,20.0,0.0,0.0
8466e51ffffffff,35.0,0.0,0.0
8466e53ffffffff,579.0,0.0,0.0
8466e57ffffffff,1985.0,0.0,0.0
8466e59ffffffff,74.0,0.0,0.0
8466e5bffffffff,83.0,0.0,0.0
8466e63ffffffff,175.0,0.0,0.0
8466e65ffffffff,3.0,0.0,0.0
8466e67ffffffff,4.0,0.0,0.0
8466e69ffffffff,1.0,0.0,0.0
8466e6bffffffff,3.0,0.0,0.0
8466e6dffffffff,469.0,0.0,2.0
8466e8dffffffff,7.0,0.0,0.0
8466eadffffffff,8.0,0.0,0.0
8466ec1ffffffff,17.0,0.0,0.0
8466ec3ffffffff,6.0,0.0,0.0
8466ec5ffffffff,22.0,0.0,0.0
8466ec7ffffffff,184.0,0.0,0.0
8466ec9ffffffff,67.0,0.0,0.0
8466ecbffffffff,462.0,0.0,0.0
8466ecdffffffff,2.0,0.0,0.0
8466ee1ffffffff,4.0,0.0,0.0
8466ee5ffffffff,650.0,0.0,0.0
8466ee7ffffffff,16.0,0.0,0.0
8466eebffffffff,4.0,0.0,0.0
8466eedffffffff,11.0,0.0,0.0
8466f01ffffffff,1.0,0.0,0.0
8466f03ffffffff,4.0,0.0,0.0
8466f11ffffffff,3.0,0.0,0.0
8466f1dffffffff,15.0,0.0,0.0
8466f57ffffffff,4.0,0.0,0.0
8466f5bffffffff,3.0,0.0,0.0
8467413ffffffff,3034.0,0.0,44.0
8467417ffffffff,51.0,0.0,0.0
8467421ffffffff,8.0,0.0,0.0
8467425ffffffff,215.0,0.0,1.0
8467427ffffffff,15.0,0.0,0.0
8467429ffffffff,6.0,0.0,0.0
846742bffffffff,5.0,0.0,0.0
846742dffffffff,52.0,0.0,0.0
8467431ffffffff,23.0,0.0,0.0
8467433ffffffff,211.0,0.0,0.0
8467435ffffffff,9.0,0.0,0.0
8467437ffffffff,142.0,0.0,2.0
846743bffffffff,197.0,0.0,0.0
846743dffffffff,221.0,0.0,9.0
8467445ffffffff,3.0,0.0,0.0
8467447ffffffff,539.0,0.0,0.0
8467461ffffffff,2778.0,0.0,0.0
846746bffffffff,321.0,0.0,0.0
846746dffffffff,295.0,0.0,0.0
8467481ffffffff,1.0,0.0,0.0
846748dffffffff,5.0,0.0,0.0
84674a1ffffffff,38.0,0.0,0.0
84674a5ffffffff,24.0,0.0,0.0
84674a7ffffffff,127.0,0.0,16.0
84674b1ffffffff,2.0,0.0,0.0
84674c1ffffffff,16.0,0.0,0.0
84674c5ffffffff,1257.0,0.0,28.0
84674c7ffffffff,13.0,0.0,0.0
84674c9ffffffff,22.0,0.0,0.0
84674cbffffffff,11.0,0.0,0.0
84674cdffffffff,415.0,0.0,0.0
84674d9ffffffff,14.0,0.0,0.0
84674e1ffffffff,102.0,0.0,0.0
84674e3ffffffff,5.0,0.0,0.0
84674e5ffffffff,10.0,0.0,0.0
84674e7ffffffff,5.0,0.0,0.0
84674e9ffffffff,184.0,0.0,3.0
84674ebffffffff,25.0,0.0,0.0
84674edffffffff,272.0,0.0,3.0
8467503ffffffff,17.0,0.0,0.0
8467513ffffffff,7.0,0.0,0.0
8467519ffffffff,75.0,0.0,0.0
846751bffffffff,1.0,0.0,0.0
846751dffffffff,25.0,0.0,0.0
8467521ffffffff,94.0,0.0,0.0
8467523ffffffff,613.0,0.0,0.0
8467525ffffffff,9.0,0.0,0.0
8467527ffffffff,15.0,0.0,0.0
846752dffffffff,15.0,0.0,0.0
8467531ffffffff,24.0,0.0,0.0
8467535ffffffff,243.0,0.0,0.0
8467537ffffffff,76.0,0.0,0.0
8467539ffffffff,68.0,0.0,0.0
846753dffffffff,28.0,0.0,0.0
8467551ffffffff,34.0,0.0,0.0
8467553ffffffff,3446.0,0.0,7.0
8467555ffffffff,15.0,0.0,0.0
8467557ffffffff,8.0,0.0,0.0
846755dffffffff,12.0,0.0,0.0
8467561ffffffff,4.0,0.0,0.0
8467563ffffffff,2.0,0.0,0.0
8467565ffffffff,23.0,0.0,0.0
8467567ffffffff,6.0,0.0,0.0
8467569ffffffff,1.0,0.0,0.0
846756bffffffff,58.0,0.0,0.0
8467581ffffffff,2.0,0.0,0.0
8467583ffffffff,2.0,0.0,0.0
8467585ffffffff,16.0,0.0,0.0
8467589ffffffff,3.0,0.0,0.0
846758dffffffff,13.0,0.0,1.0
8467599ffffffff,71.0,0.0,4.0
846759bffffffff,5.0,0.0,0.0
84675a1ffffffff,4.0,0.0,0.0
84675a3ffffffff,5.0,0.0,0.0
84675a5ffffffff,54.0,0.0,2.0
84675a7ffffffff,8.0,0.0,0.0
84675a9ffffffff,58.0,0.0,0.0
84675abffffffff,163.0,0.0,0.0
84675adffffffff,2.0,0.0,0.0
84675b1ffffffff,1.0,0.0,0.0
84675b3ffffffff,13.0,0.0,0.0
84675b7ffffffff,2.0,0.0,0.0
84675c1ffffffff,37.0,0.0,0.0
84675c3ffffffff,4.0,0.0,0.0
84675c5ffffffff,86.0,0.0,0.0
84675c7ffffffff,126.0,0.0,0.0
84675c9ffffffff,6.0,0.0,0.0
84675cbffffffff,217.0,0.0,0.0
84675cdffffffff,6.0,0.0,0.0
84675d3ffffffff,13.0,0.0,0.0
84675d5ffffffff,17.0,0.0,0.0
84675d9ffffffff,22.0,0.0,2.0
84675ddffffffff,25.0,0.0,0.0
84675e1ffffffff,18.0,0.0,0.0
84675e3ffffffff,30.0,0.0,0.0
84675e7ffffffff,13.0,0.0,0.0
84675e9ffffffff,8.0,0.0,0.0
84675ebffffffff,30.0,0.0,0.0
8467693ffffffff,81.0,0.0,0.0
846769bffffffff,30.0,0.0,0.0
84676b9ffffffff,2.0,0.0,0.0
8467737ffffffff,624.0,0.0,0.0
8467823ffffffff,2.0,0.0,0.0
8467835ffffffff,364.0,0.0,3.0
846783dffffffff,132.0,0.0,2.0
848a003ffffffff,2.0,0.0,0.0
848a151ffffffff,1.0,0.0,0.0
848a185ffffffff,2.0,0.0,0.0
848a1abffffffff,6.0,0.0,0.0
848aab9ffffffff,1.0,0.0,0.0
848aaddffffffff,1.0,0.0,0.0
848ad13ffffffff,42.0,0.0,0.0
848ad15ffffffff,1.0,0.0,0.0
848ad85ffffffff,2.0,0.0,0.0
848ad89ffffffff,2.0,0.0,2.0
848ad8dffffffff,2.0,0.0,0.0
848ada1ffffffff,1.0,0.0,0.0
848ada3ffffffff,15.0,0.0,1.0
848ada5ffffffff,2.0,0.0,0.0
848ada9ffffffff,111.0,0.0,15.0
848adabffffffff,2.0,0.0,0.0
848adb1ffffffff,13.0,0.0,6.0
848adb5ffffffff,2.0,0.0,0.0
848adb7ffffffff,3.0,0.0,0.0
848adbbffffffff,47.0,0.0,7.0
848adc5ffffffff,52.0,0.0,3.0
848adcdffffffff,6.0,0.0,0.0
848ade3ffffffff,13.0,0.0,2.0
848ade7ffffffff,2.0,0.0,0.0
848adebffffffff,1.0,0.0,0.0
848ae85ffffffff,2.0,0.0,0.0
848af15ffffffff,2.0,0.0,0.0
848af19ffffffff,4.0,0.0,0.0
848af1dffffffff,10.0,0.0,0.0
