cell_id,Lanius isabellinus,Lanius isabellinus isabellinus,Lanius isabellinus arenarius/tsaidamensis
833ca4fffffffff,1.0,0.0,0.0
833cb5fffffffff,5.0,0.0,0.0
833cb6fffffffff,1.0,0.0,0.0
833d10fffffffff,3.0,0.0,0.0
833d14fffffffff,2.0,0.0,0.0
833d16fffffffff,1.0,0.0,0.0
833d32fffffffff,20.0,0.0,0.0
833d61fffffffff,4.0,0.0,0.0
833d6cfffffffff,2.0,0.0,0.0
833d80fffffffff,3.0,0.0,0.0
833d81fffffffff,4.0,0.0,0.0
833d83fffffffff,2.0,0.0,0.0
833d84fffffffff,18.0,0.0,0.0
833d85fffffffff,38.0,0.0,0.0
833d86fffffffff,4.0,0.0,0.0
833d91fffffffff,10.0,0.0,0.0
833d92fffffffff,10.0,0.0,0.0
833d94fffffffff,4.0,0.0,0.0
833d96fffffffff,22.0,0.0,0.0
833d98fffffffff,34.0,0.0,0.0
833d99fffffffff,9.0,0.0,0.0
833d9bfffffffff,23.0,0.0,0.0
833d9efffffffff,12.0,0.0,0.0
833da0fffffffff,10.0,0.0,0.0
833da1fffffffff,835.0,0.0,0.0
833da3fffffffff,145.0,0.0,0.0
833da4fffffffff,2.0,0.0,0.0
833da5fffffffff,47.0,0.0,0.0
833da6fffffffff,160.0,0.0,0.0
833daafffffffff,11.0,0.0,0.0
833daefffffffff,4.0,0.0,0.0
833db0fffffffff,3.0,0.0,0.0
833db1fffffffff,14.0,0.0,0.0
833db2fffffffff,65.0,0.0,0.0
833db3fffffffff,15.0,0.0,0.0
833db4fffffffff,6.0,0.0,0.0
833db5fffffffff,11.0,0.0,0.0
833db6fffffffff,11.0,0.0,0.0
833e58fffffffff,2.0,0.0,0.0
833e5bfffffffff,1.0,0.0,0.0
833e68fffffffff,25.0,17.0,0.0
833e6cfffffffff,5.0,0.0,0.0
834206fffffffff,3.0,0.0,0.0
83420afffffffff,1.0,0.0,0.0
834222fffffffff,6.0,0.0,0.0
834225fffffffff,9.0,0.0,0.0
834230fffffffff,2.0,0.0,0.0
834231fffffffff,4.0,4.0,0.0
834235fffffffff,7.0,0.0,0.0
834248fffffffff,6.0,0.0,0.0
834249fffffffff,27.0,0.0,0.0
83424afffffffff,4.0,0.0,0.0
83424dfffffffff,1.0,0.0,0.0
834251fffffffff,29.0,0.0,0.0
834253fffffffff,238.0,0.0,0.0
834254fffffffff,9.0,0.0,0.0
834256fffffffff,3.0,0.0,0.0
834258fffffffff,3.0,0.0,0.0
834259fffffffff,38.0,0.0,0.0
83425afffffffff,20.0,0.0,0.0
83425dfffffffff,8.0,0.0,0.0
83425efffffffff,3.0,0.0,0.0
834269fffffffff,8.0,0.0,0.0
8342c0fffffffff,242.0,0.0,0.0
8342c1fffffffff,643.0,0.0,0.0
8342c2fffffffff,114.0,0.0,0.0
8342c3fffffffff,25.0,0.0,0.0
8342c4fffffffff,695.0,0.0,0.0
8342c5fffffffff,435.0,0.0,0.0
8342c6fffffffff,110.0,0.0,0.0
8342c9fffffffff,9.0,0.0,0.0
8342cafffffffff,37.0,0.0,0.0
8342cbfffffffff,6.0,0.0,0.0
8342ccfffffffff,79.0,0.0,0.0
8342cdfffffffff,16.0,0.0,0.0
8342cefffffffff,796.0,0.0,0.0
8342d1fffffffff,20.0,0.0,0.0
8342d9fffffffff,30.0,0.0,0.0
8342dbfffffffff,75.0,0.0,0.0
8342dcfffffffff,63.0,0.0,0.0
8342ddfffffffff,389.0,0.0,0.0
8342e0fffffffff,16.0,0.0,0.0
8342e2fffffffff,47.0,0.0,0.0
8342e3fffffffff,58.0,0.0,0.0
8342e4fffffffff,26.0,0.0,0.0
8342e8fffffffff,2.0,0.0,0.0
8342e9fffffffff,16.0,0.0,0.0
8342eafffffffff,37.0,0.0,0.0
8342ebfffffffff,6.0,0.0,0.0
8342eefffffffff,3.0,0.0,0.0
834302fffffffff,2.0,0.0,0.0
83430afffffffff,3.0,0.0,0.0
834310fffffffff,6.0,0.0,0.0
834313fffffffff,14.0,5.0,0.0
834315fffffffff,4.0,0.0,0.0
834316fffffffff,12.0,0.0,0.0
83431efffffffff,74.0,10.0,0.0
834322fffffffff,2.0,0.0,0.0
834324fffffffff,1.0,0.0,0.0
834326fffffffff,5.0,0.0,0.0
834331fffffffff,12.0,1.0,0.0
834332fffffffff,4.0,0.0,0.0
834334fffffffff,9.0,0.0,0.0
834335fffffffff,4.0,2.0,0.0
834336fffffffff,1.0,0.0,0.0
834350fffffffff,2.0,0.0,0.0
834360fffffffff,130.0,2.0,0.0
834361fffffffff,13.0,0.0,0.0
834363fffffffff,4.0,0.0,0.0
834364fffffffff,7.0,0.0,0.0
834365fffffffff,10.0,0.0,0.0
834366fffffffff,2.0,0.0,0.0
834370fffffffff,1.0,0.0,0.0
834373fffffffff,3.0,0.0,0.0
834376fffffffff,2.0,0.0,0.0
834381fffffffff,9.0,0.0,0.0
834388fffffffff,11.0,1.0,0.0
83438cfffffffff,90.0,46.0,0.0
834392fffffffff,4.0,0.0,0.0
834396fffffffff,31.0,20.0,0.0
834398fffffffff,35.0,21.0,0.0
83439efffffffff,5.0,0.0,0.0
8343a0fffffffff,190.0,128.0,0.0
8343a1fffffffff,364.0,217.0,0.0
8343a2fffffffff,5.0,4.0,0.0
8343a3fffffffff,76.0,50.0,0.0
8343a4fffffffff,3.0,3.0,0.0
8343a6fffffffff,31.0,30.0,0.0
8343a8fffffffff,99.0,37.0,0.0
8343a9fffffffff,2.0,0.0,0.0
8343aafffffffff,12.0,6.0,0.0
8343acfffffffff,686.0,394.0,0.0
8343adfffffffff,7.0,2.0,0.0
8343aefffffffff,498.0,142.0,0.0
835202fffffffff,1.0,1.0,0.0
835206fffffffff,3.0,0.0,0.0
835211fffffffff,14.0,3.0,0.0
835215fffffffff,8.0,1.0,0.0
83521cfffffffff,22.0,5.0,0.0
83521efffffffff,4.0,2.0,0.0
83522bfffffffff,1.0,0.0,0.0
835232fffffffff,2.0,0.0,0.0
835234fffffffff,2.0,0.0,0.0
835248fffffffff,1.0,1.0,0.0
83524cfffffffff,1.0,0.0,0.0
83524dfffffffff,65.0,39.0,0.0
835269fffffffff,27.0,17.0,0.0
83526bfffffffff,14.0,7.0,0.0
835280fffffffff,2.0,0.0,0.0
835281fffffffff,2.0,0.0,0.0
835284fffffffff,2.0,0.0,0.0
835289fffffffff,2.0,0.0,0.0
83528afffffffff,1.0,0.0,0.0
835291fffffffff,2.0,0.0,0.0
835298fffffffff,9.0,0.0,0.0
835299fffffffff,4.0,0.0,0.0
83529bfffffffff,1.0,0.0,0.0
8352aafffffffff,1.0,0.0,0.0
8352d4fffffffff,10.0,0.0,0.0
8352dcfffffffff,2.0,0.0,0.0
83530dfffffffff,2.0,0.0,0.0
835312fffffffff,1.0,1.0,0.0
835343fffffffff,2.0,0.0,0.0
835345fffffffff,51.0,48.0,0.0
83534cfffffffff,8.0,8.0,0.0
83534dfffffffff,144.0,104.0,0.0
835355fffffffff,9.0,5.0,0.0
835362fffffffff,2.0,0.0,0.0
835363fffffffff,55.0,21.0,0.0
835364fffffffff,140.0,50.0,0.0
835368fffffffff,26.0,9.0,0.0
83536afffffffff,141.0,61.0,0.0
83536bfffffffff,42.0,0.0,0.0
83536efffffffff,59.0,10.0,0.0
835372fffffffff,3.0,3.0,0.0
835373fffffffff,4.0,0.0,0.0
835376fffffffff,2.0,0.0,0.0
8353a4fffffffff,3.0,0.0,0.0
8353a9fffffffff,2.0,2.0,0.0
8353adfffffffff,5.0,1.0,0.0
836080fffffffff,4.0,0.0,0.0
836084fffffffff,8.0,0.0,0.0
836085fffffffff,3.0,0.0,0.0
836088fffffffff,3.0,0.0,0.0
83608afffffffff,1.0,0.0,0.0
83608bfffffffff,236.0,0.0,0.0
83608dfffffffff,1.0,0.0,0.0
83608efffffffff,12.0,0.0,0.0
836090fffffffff,40.0,0.0,0.0
836091fffffffff,4.0,0.0,0.0
836092fffffffff,10.0,0.0,0.0
836093fffffffff,2.0,0.0,0.0
836096fffffffff,7.0,0.0,0.0
836098fffffffff,8.0,0.0,0.0
836099fffffffff,11.0,0.0,0.0
83609efffffffff,29.0,0.0,0.0
836324fffffffff,2.0,0.0,0.0
836326fffffffff,9.0,2.0,0.0
836330fffffffff,19.0,9.0,0.0
836332fffffffff,203.0,80.0,0.0
836336fffffffff,6.0,1.0,0.0
836a45fffffffff,2.0,0.0,0.0
836a49fffffffff,2.0,0.0,0.0
836a5afffffffff,5.0,0.0,0.0
836a69fffffffff,4.0,3.0,0.0
836ac0fffffffff,2.0,0.0,0.0
836ac3fffffffff,4.0,0.0,0.0
836ac8fffffffff,5.0,0.0,0.0
836ac9fffffffff,2.0,0.0,0.0
836accfffffffff,2.0,0.0,0.0
836acefffffffff,6.0,0.0,0.0
836adefffffffff,2.0,0.0,0.0
836ae0fffffffff,3.0,3.0,0.0
836ae8fffffffff,22.0,0.0,0.0
836aeefffffffff,40.0,0.0,0.0
837a40fffffffff,96.0,0.0,0.0
837a41fffffffff,49.0,0.0,0.0
837a45fffffffff,19.0,0.0,0.0
837a46fffffffff,3.0,0.0,0.0
837a49fffffffff,2.0,0.0,0.0
837a4cfffffffff,4.0,0.0,0.0
837a4dfffffffff,1.0,0.0,0.0
837a5afffffffff,4.0,0.0,0.0
837a60fffffffff,86.0,0.0,0.0
837a61fffffffff,68.0,0.0,0.0
837a63fffffffff,7.0,0.0,0.0
837a64fffffffff,62.0,0.0,0.0
837a65fffffffff,24.0,0.0,0.0
837a66fffffffff,4.0,0.0,0.0
837a68fffffffff,2.0,0.0,0.0
837a69fffffffff,4.0,0.0,0.0
837a6afffffffff,37.0,0.0,0.0
837a6bfffffffff,7.0,0.0,0.0
837a6cfffffffff,4.0,0.0,0.0
837a6dfffffffff,42.0,0.0,0.0
837a6efffffffff,71.0,0.0,0.0
837ac8fffffffff,20.0,2.0,0.0
837acafffffffff,16.0,3.0,0.0
837accfffffffff,10.0,0.0,0.0
837acdfffffffff,3.0,0.0,0.0
837ad9fffffffff,137.0,5.0,0.0
837adbfffffffff,4.0,0.0,0.0
837ae8fffffffff,23.0,5.0,0.0
837ae9fffffffff,1.0,1.0,0.0
837aeafffffffff,5.0,0.0,0.0
837aedfffffffff,2.0,0.0,0.0
837aeefffffffff,2.0,0.0,0.0
837b48fffffffff,3.0,0.0,0.0
837b4bfffffffff,11.0,0.0,0.0
837b4dfffffffff,2.0,0.0,0.0
837b59fffffffff,9.0,0.0,0.0
839690fffffffff,36.0,0.0,0.0
839692fffffffff,48.0,0.0,0.0
839693fffffffff,46.0,0.0,0.0
83969afffffffff,5.0,0.0,0.0
83969efffffffff,2.0,0.0,0.0
8396a0fffffffff,2.0,0.0,0.0
8396b6fffffffff,1.0,0.0,0.0
