cell_id,Pyrocephalus rubinus,Pyrocephalus rubinus [mexicanus Group],Pyrocephalus rubinus saturatus,Pyrocephalus rubinus [obscurus Group],Pyrocephalus rubinus rubinus
826657fffffffff,308.0,0.0,0.0,0.0,0.0
82665ffffffffff,1.0,0.0,0.0,0.0,0.0
826667fffffffff,124.0,0.0,0.0,0.0,0.0
826677fffffffff,205.0,0.0,0.0,0.0,0.0
8266c7fffffffff,1525.0,0.0,0.0,8.0,0.0
8266d7fffffffff,4217.0,0.0,0.0,228.0,0.0
8266dffffffffff,211.0,0.0,0.0,15.0,0.0
8266e7fffffffff,8168.0,0.0,4.0,94.0,0.0
8266effffffffff,108.0,0.0,0.0,0.0,2.0
8266f7fffffffff,6100.0,0.0,0.0,29.0,0.0
826747fffffffff,299.0,0.0,14.0,0.0,0.0
82674ffffffffff,137.0,0.0,11.0,0.0,0.0
826757fffffffff,1878.0,0.0,12.0,0.0,0.0
82675ffffffffff,447.0,0.0,3.0,0.0,0.0
826797fffffffff,99.0,0.0,0.0,0.0,0.0
8267b7fffffffff,28.0,0.0,0.0,0.0,0.0
826d07fffffffff,66.0,16.0,0.0,0.0,0.0
826d17fffffffff,279.0,16.0,0.0,0.0,0.0
826d27fffffffff,1221.0,131.0,0.0,0.0,0.0
826d2ffffffffff,411.0,86.0,0.0,0.0,0.0
826d37fffffffff,7985.0,532.0,0.0,0.0,0.0
828107fffffffff,3.0,0.0,0.0,0.0,2.0
82811ffffffffff,2.0,0.0,0.0,0.0,0.0
828127fffffffff,4.0,0.0,0.0,0.0,0.0
82812ffffffffff,4.0,0.0,0.0,0.0,0.0
828137fffffffff,6.0,0.0,0.0,0.0,0.0
828167fffffffff,11.0,0.0,0.0,0.0,3.0
828177fffffffff,17.0,0.0,0.0,0.0,0.0
828a07fffffffff,14.0,0.0,0.0,0.0,0.0
828a17fffffffff,3.0,0.0,0.0,0.0,0.0
828a27fffffffff,1.0,0.0,0.0,0.0,0.0
828a47fffffffff,122.0,0.0,0.0,0.0,12.0
828a6ffffffffff,118.0,0.0,0.0,0.0,15.0
828a77fffffffff,4.0,0.0,0.0,0.0,0.0
828adffffffffff,68.0,0.0,13.0,0.0,0.0
828af7fffffffff,4.0,0.0,0.0,0.0,0.0
828b07fffffffff,19.0,0.0,0.0,0.0,0.0
828b0ffffffffff,320.0,0.0,0.0,0.0,10.0
828b17fffffffff,23.0,0.0,0.0,0.0,0.0
828b1ffffffffff,11.0,0.0,0.0,0.0,0.0
828b27fffffffff,575.0,0.0,0.0,0.0,16.0
828b2ffffffffff,225.0,0.0,0.0,0.0,21.0
828b37fffffffff,49.0,0.0,0.0,0.0,3.0
828b47fffffffff,901.0,0.0,0.0,0.0,17.0
828b4ffffffffff,16.0,0.0,0.0,0.0,1.0
828b57fffffffff,55.0,0.0,0.0,0.0,3.0
828b5ffffffffff,10.0,0.0,0.0,0.0,0.0
828b67fffffffff,685.0,0.0,0.0,0.0,22.0
828b6ffffffffff,110.0,0.0,0.0,0.0,2.0
828b77fffffffff,175.0,0.0,0.0,0.0,0.0
828b87fffffffff,17.0,0.0,0.0,0.0,2.0
828b8ffffffffff,11.0,0.0,0.0,0.0,0.0
828b9ffffffffff,18.0,0.0,0.0,0.0,0.0
828ba7fffffffff,33.0,0.0,0.0,0.0,0.0
828baffffffffff,1.0,0.0,0.0,0.0,0.0
828bb7fffffffff,33.0,0.0,0.0,0.0,2.0
828e27fffffffff,1.0,0.0,0.0,0.0,0.0
828e47fffffffff,200.0,0.0,0.0,9.0,0.0
828e67fffffffff,7000.0,0.0,0.0,1183.0,0.0
828e6ffffffffff,122.0,0.0,0.0,0.0,0.0
828e77fffffffff,171.0,0.0,0.0,2.0,0.0
828f0ffffffffff,937.0,0.0,0.0,22.0,0.0
828f27fffffffff,19.0,0.0,0.0,0.0,0.0
828f2ffffffffff,1501.0,0.0,0.0,50.0,0.0
828f47fffffffff,26.0,0.0,0.0,0.0,0.0
828f4ffffffffff,61.0,0.0,0.0,0.0,0.0
828f57fffffffff,3461.0,0.0,0.0,4.0,0.0
828f5ffffffffff,284.0,0.0,0.0,16.0,0.0
828f67fffffffff,9.0,0.0,0.0,0.0,4.0
828f6ffffffffff,5.0,0.0,0.0,0.0,0.0
828f77fffffffff,161.0,0.0,0.0,7.0,0.0
82a807fffffffff,77.0,0.0,0.0,0.0,0.0
82a80ffffffffff,30.0,0.0,0.0,0.0,0.0
82a817fffffffff,613.0,0.0,0.0,0.0,8.0
82a81ffffffffff,221.0,0.0,0.0,0.0,2.0
82a827fffffffff,5.0,0.0,0.0,0.0,0.0
82a82ffffffffff,39.0,0.0,0.0,0.0,0.0
82a837fffffffff,89.0,0.0,0.0,0.0,9.0
82a847fffffffff,511.0,0.0,0.0,0.0,27.0
82a84ffffffffff,9.0,0.0,0.0,0.0,0.0
82a857fffffffff,60.0,0.0,0.0,0.0,12.0
82a85ffffffffff,2642.0,0.0,0.0,0.0,162.0
82a867fffffffff,80.0,0.0,0.0,0.0,0.0
82a86ffffffffff,25.0,0.0,0.0,0.0,0.0
82a877fffffffff,65.0,0.0,0.0,0.0,0.0
82a88ffffffffff,41.0,0.0,0.0,0.0,1.0
82a8a7fffffffff,134.0,0.0,0.0,0.0,5.0
82a8affffffffff,20.0,0.0,0.0,0.0,0.0
82a8c7fffffffff,29.0,0.0,0.0,0.0,1.0
82a8cffffffffff,2.0,0.0,0.0,0.0,0.0
82a8d7fffffffff,52.0,0.0,0.0,0.0,4.0
82a8dffffffffff,6.0,0.0,0.0,0.0,0.0
82a8e7fffffffff,8.0,0.0,0.0,0.0,0.0
82a8effffffffff,28.0,0.0,0.0,0.0,0.0
82a8f7fffffffff,23.0,0.0,0.0,0.0,1.0
82a907fffffffff,25.0,0.0,0.0,0.0,0.0
82a90ffffffffff,6.0,0.0,0.0,0.0,0.0
82a917fffffffff,2.0,0.0,0.0,0.0,0.0
82a91ffffffffff,17.0,0.0,0.0,0.0,0.0
82a927fffffffff,13.0,0.0,0.0,0.0,0.0
82a92ffffffffff,674.0,0.0,0.0,0.0,2.0
82a947fffffffff,835.0,0.0,0.0,0.0,0.0
82a94ffffffffff,982.0,0.0,0.0,0.0,0.0
82a957fffffffff,178.0,0.0,0.0,0.0,0.0
82a95ffffffffff,111.0,0.0,0.0,0.0,0.0
82a967fffffffff,758.0,0.0,0.0,0.0,0.0
82a96ffffffffff,505.0,0.0,0.0,0.0,0.0
82a977fffffffff,75.0,0.0,0.0,0.0,0.0
82b20ffffffffff,7.0,0.0,0.0,0.0,0.0
82b247fffffffff,368.0,0.0,0.0,0.0,0.0
82b24ffffffffff,371.0,0.0,0.0,0.0,0.0
82b257fffffffff,9.0,0.0,0.0,0.0,0.0
82b25ffffffffff,580.0,0.0,0.0,0.0,0.0
82b267fffffffff,121.0,0.0,0.0,0.0,0.0
82b26ffffffffff,152.0,0.0,0.0,0.0,0.0
82b277fffffffff,33.0,0.0,0.0,0.0,0.0
82b2cffffffffff,2.0,0.0,0.0,0.0,0.0
82b2e7fffffffff,6.0,0.0,0.0,0.0,0.0
82b2effffffffff,119.0,0.0,0.0,0.0,0.0
82b307fffffffff,1997.0,0.0,0.0,0.0,0.0
82b30ffffffffff,51.0,0.0,0.0,0.0,0.0
82b327fffffffff,5.0,0.0,0.0,0.0,0.0
82b337fffffffff,172.0,0.0,0.0,2.0,0.0
82b347fffffffff,211.0,0.0,0.0,0.0,0.0
82b34ffffffffff,178.0,0.0,0.0,0.0,0.0
82b357fffffffff,66.0,0.0,0.0,0.0,0.0
82b35ffffffffff,195.0,0.0,0.0,0.0,0.0
82b367fffffffff,142.0,0.0,0.0,0.0,1.0
82b36ffffffffff,225.0,0.0,0.0,0.0,0.0
82c207fffffffff,57.0,0.0,0.0,0.0,4.0
82c21ffffffffff,641.0,0.0,0.0,0.0,4.0
82c227fffffffff,20.0,0.0,0.0,0.0,0.0
82c22ffffffffff,223.0,0.0,0.0,0.0,0.0
82c2c7fffffffff,1784.0,0.0,0.0,0.0,5.0
82c2cffffffffff,337.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,1154.0,0.0,0.0,0.0,20.0
82c2dffffffffff,215.0,0.0,0.0,0.0,2.0
82c2e7fffffffff,1416.0,0.0,0.0,0.0,5.0
82c2effffffffff,268.0,0.0,0.0,0.0,0.0
82c2f7fffffffff,1227.0,0.0,0.0,0.0,27.0
82c30ffffffffff,39.0,0.0,0.0,0.0,0.0
82c327fffffffff,2.0,0.0,0.0,0.0,0.0
82c32ffffffffff,131.0,0.0,0.0,0.0,4.0
82c347fffffffff,411.0,0.0,0.0,0.0,0.0
82c34ffffffffff,86.0,0.0,0.0,0.0,0.0
82c357fffffffff,497.0,0.0,0.0,0.0,7.0
82c35ffffffffff,5.0,0.0,0.0,0.0,0.0
82c367fffffffff,92.0,0.0,0.0,0.0,0.0
82c36ffffffffff,37.0,0.0,0.0,0.0,0.0
82c377fffffffff,175.0,0.0,0.0,0.0,3.0
82ce97fffffffff,330.0,0.0,0.0,0.0,0.0
82ce9ffffffffff,55.0,0.0,0.0,0.0,0.0
