cell_id,Contopus pertinax,Contopus pertinax pertinax,Contopus pertinax minor
8448325ffffffff,25.0,0.0,0.0
8448331ffffffff,29.0,0.0,0.0
8448333ffffffff,4.0,1.0,0.0
8448337ffffffff,1021.0,20.0,0.0
844833bffffffff,4.0,0.0,0.0
8448361ffffffff,1271.0,84.0,0.0
8448363ffffffff,31.0,0.0,0.0
8448365ffffffff,134.0,2.0,0.0
8448367ffffffff,117.0,3.0,0.0
8448369ffffffff,71.0,10.0,0.0
844836dffffffff,406.0,44.0,0.0
8448565ffffffff,2.0,0.0,0.0
844884bffffffff,5.0,0.0,0.0
8448a07ffffffff,1.0,0.0,0.0
8448a21ffffffff,199.0,0.0,0.0
8448a27ffffffff,1.0,0.0,0.0
8448a29ffffffff,151.0,0.0,0.0
8448a2bffffffff,26.0,0.0,0.0
8448a2dffffffff,19.0,0.0,0.0
8448a65ffffffff,3.0,0.0,0.0
8448a67ffffffff,11.0,0.0,0.0
8448a6dffffffff,2.0,0.0,0.0
8448b5bffffffff,3.0,0.0,0.0
8448c01ffffffff,3.0,0.0,0.0
8448c03ffffffff,22.0,0.0,0.0
8448c07ffffffff,2.0,0.0,0.0
8448c0bffffffff,5.0,0.0,0.0
8448c13ffffffff,9.0,0.0,0.0
8448c19ffffffff,2.0,0.0,0.0
8448c1bffffffff,2.0,0.0,0.0
8448c1dffffffff,8.0,0.0,0.0
8448c59ffffffff,2002.0,0.0,0.0
8448c5bffffffff,400.0,0.0,0.0
8448ccdffffffff,2.0,0.0,0.0
8448cd1ffffffff,2.0,0.0,0.0
8448cd3ffffffff,15.0,0.0,0.0
8448cd9ffffffff,1.0,0.0,0.0
8448cdbffffffff,10.0,0.0,0.0
8448cddffffffff,12.0,0.0,0.0
8448e01ffffffff,16.0,0.0,0.0
8448e07ffffffff,12.0,0.0,0.0
8448e0dffffffff,2.0,0.0,0.0
8448e11ffffffff,2.0,0.0,0.0
8448e13ffffffff,2.0,0.0,0.0
8448e15ffffffff,2.0,0.0,0.0
8448e29ffffffff,2.0,0.0,0.0
8448e2bffffffff,3.0,0.0,0.0
8448e37ffffffff,33.0,0.0,0.0
8448e3dffffffff,4.0,0.0,0.0
8448e43ffffffff,2.0,0.0,0.0
8448e45ffffffff,2.0,0.0,0.0
8448e49ffffffff,13.0,0.0,0.0
8448e4dffffffff,142.0,0.0,0.0
8448e61ffffffff,21.0,1.0,0.0
8448e63ffffffff,64.0,3.0,0.0
8448e69ffffffff,3.0,0.0,0.0
8448e6bffffffff,2.0,0.0,0.0
8448e85ffffffff,2008.0,0.0,0.0
8448e8dffffffff,791.0,0.0,0.0
8448ea1ffffffff,21.0,0.0,0.0
8448ea9ffffffff,7.0,0.0,0.0
8448eadffffffff,62.0,0.0,0.0
8448eb5ffffffff,124.0,0.0,0.0
8448eb7ffffffff,10.0,0.0,0.0
8448ecdffffffff,3.0,0.0,0.0
8448ee1ffffffff,44.0,0.0,0.0
8448ee3ffffffff,11.0,0.0,0.0
8448ee5ffffffff,2.0,0.0,0.0
8448ee9ffffffff,2873.0,0.0,0.0
8448eebffffffff,196.0,0.0,0.0
8449801ffffffff,345.0,147.0,0.0
8449803ffffffff,2.0,0.0,0.0
8449805ffffffff,3.0,0.0,0.0
8449807ffffffff,5.0,0.0,0.0
8449809ffffffff,98.0,25.0,0.0
844980bffffffff,349.0,8.0,0.0
844980dffffffff,36.0,1.0,0.0
8449821ffffffff,2.0,0.0,0.0
8449823ffffffff,10.0,0.0,0.0
8449827ffffffff,4.0,0.0,0.0
8449829ffffffff,31.0,0.0,0.0
844982bffffffff,64.0,1.0,0.0
844982dffffffff,90.0,15.0,0.0
8449831ffffffff,4.0,0.0,0.0
8449833ffffffff,12.0,0.0,0.0
8449835ffffffff,3.0,0.0,0.0
8449839ffffffff,5.0,0.0,0.0
844983bffffffff,23.0,0.0,0.0
844983dffffffff,31.0,2.0,0.0
8449843ffffffff,4.0,0.0,0.0
8449851ffffffff,4.0,2.0,0.0
8449853ffffffff,2.0,2.0,0.0
8449855ffffffff,32.0,4.0,0.0
8449857ffffffff,15.0,0.0,0.0
8449861ffffffff,326.0,39.0,0.0
8449863ffffffff,130.0,4.0,0.0
8449865ffffffff,282.0,29.0,0.0
8449867ffffffff,32.0,8.0,0.0
8449869ffffffff,17.0,12.0,0.0
844986bffffffff,2.0,1.0,0.0
844986dffffffff,52.0,10.0,0.0
8449881ffffffff,15.0,0.0,0.0
8449889ffffffff,2.0,0.0,0.0
844988dffffffff,39.0,0.0,0.0
8449893ffffffff,20.0,0.0,0.0
84498adffffffff,1.0,0.0,0.0
84498c1ffffffff,2.0,0.0,0.0
84498c5ffffffff,2.0,0.0,0.0
84498c7ffffffff,6.0,0.0,0.0
84498c9ffffffff,120.0,2.0,0.0
84498d3ffffffff,1.0,0.0,0.0
84498d9ffffffff,3.0,0.0,0.0
84498dbffffffff,19.0,2.0,0.0
84498edffffffff,1.0,0.0,0.0
8449901ffffffff,2.0,0.0,0.0
8449903ffffffff,6.0,0.0,0.0
8449905ffffffff,1.0,0.0,0.0
8449909ffffffff,2.0,0.0,0.0
844990bffffffff,26.0,0.0,0.0
844990dffffffff,20.0,2.0,0.0
8449911ffffffff,4.0,0.0,0.0
8449913ffffffff,16.0,5.0,0.0
8449917ffffffff,6.0,0.0,0.0
8449919ffffffff,17.0,1.0,0.0
844991bffffffff,2.0,0.0,0.0
844991dffffffff,53.0,18.0,0.0
844993bffffffff,1.0,1.0,0.0
8449941ffffffff,30.0,0.0,0.0
8449943ffffffff,20.0,0.0,0.0
8449945ffffffff,3.0,0.0,0.0
8449947ffffffff,4.0,0.0,0.0
8449949ffffffff,2.0,0.0,0.0
844994bffffffff,132.0,0.0,0.0
8449951ffffffff,74.0,17.0,0.0
8449953ffffffff,44.0,0.0,0.0
8449955ffffffff,2.0,0.0,0.0
8449957ffffffff,17.0,0.0,0.0
8449959ffffffff,4415.0,531.0,0.0
844995bffffffff,1273.0,162.0,0.0
844995dffffffff,139.0,21.0,0.0
8449961ffffffff,50.0,0.0,0.0
8449963ffffffff,784.0,126.0,0.0
8449969ffffffff,115.0,0.0,0.0
844996bffffffff,113.0,23.0,0.0
8449981ffffffff,62.0,8.0,0.0
8449983ffffffff,2.0,0.0,0.0
8449985ffffffff,2.0,0.0,0.0
8449987ffffffff,369.0,4.0,0.0
84499b1ffffffff,16.0,1.0,0.0
84499b7ffffffff,2.0,0.0,0.0
84499bbffffffff,2.0,0.0,0.0
84499bdffffffff,1.0,0.0,0.0
84499c1ffffffff,23.0,0.0,0.0
84499c5ffffffff,40.0,1.0,0.0
84499c7ffffffff,2.0,0.0,0.0
84499c9ffffffff,13.0,7.0,0.0
84499cbffffffff,4.0,0.0,0.0
84499cdffffffff,62.0,19.0,0.0
84499d1ffffffff,13.0,2.0,0.0
84499d5ffffffff,8.0,0.0,0.0
84499d9ffffffff,2.0,0.0,0.0
84499dbffffffff,10.0,0.0,0.0
84499ddffffffff,8.0,0.0,0.0
84499e3ffffffff,10.0,0.0,0.0
84499ebffffffff,1.0,0.0,0.0
8449a23ffffffff,3.0,0.0,0.0
8449a27ffffffff,6.0,0.0,0.0
8449a81ffffffff,115.0,1.0,0.0
8449a83ffffffff,62.0,4.0,0.0
8449a85ffffffff,594.0,23.0,0.0
8449a87ffffffff,11.0,0.0,0.0
8449a89ffffffff,7.0,0.0,0.0
8449a8bffffffff,33.0,0.0,0.0
8449a8dffffffff,83.0,2.0,0.0
8449a91ffffffff,597.0,53.0,0.0
8449a93ffffffff,337.0,35.0,0.0
8449a95ffffffff,12.0,0.0,0.0
8449a97ffffffff,70.0,1.0,0.0
8449a9bffffffff,12.0,6.0,0.0
8449aa1ffffffff,60.0,8.0,0.0
8449aa3ffffffff,269.0,37.0,0.0
8449aa5ffffffff,4.0,3.0,0.0
8449aa7ffffffff,15.0,1.0,0.0
8449aa9ffffffff,38.0,8.0,0.0
8449aabffffffff,27.0,0.0,0.0
8449ab1ffffffff,168.0,6.0,0.0
8449ab3ffffffff,18.0,0.0,0.0
8449ab5ffffffff,276.0,8.0,0.0
8449ab7ffffffff,4.0,0.0,0.0
8449ab9ffffffff,10.0,0.0,0.0
8449abbffffffff,20.0,0.0,0.0
8449abdffffffff,14.0,0.0,0.0
8449ae1ffffffff,1.0,0.0,0.0
8449ae3ffffffff,38.0,0.0,0.0
8449aedffffffff,1.0,0.0,0.0
8449b03ffffffff,2.0,0.0,0.0
8449b05ffffffff,2.0,0.0,0.0
8449b0bffffffff,4.0,0.0,0.0
8449b19ffffffff,41.0,0.0,0.0
8449b1dffffffff,45.0,0.0,0.0
8449b21ffffffff,2.0,0.0,0.0
8449b25ffffffff,3.0,0.0,0.0
8449b27ffffffff,4.0,0.0,0.0
8449b29ffffffff,2.0,1.0,0.0
8449b2dffffffff,130.0,6.0,0.0
8449b31ffffffff,4.0,0.0,0.0
8449b33ffffffff,487.0,4.0,0.0
8449b35ffffffff,4.0,0.0,0.0
8449b37ffffffff,129.0,28.0,0.0
8449b53ffffffff,7.0,0.0,0.0
8449b57ffffffff,27.0,0.0,0.0
8449b63ffffffff,1.0,0.0,0.0
8449b65ffffffff,7.0,0.0,0.0
8449b67ffffffff,15.0,0.0,0.0
846d049ffffffff,21.0,0.0,0.0
846d04bffffffff,8.0,0.0,0.0
846d059ffffffff,42.0,0.0,0.0
846d05bffffffff,23.0,0.0,0.0
846d141ffffffff,1.0,0.0,0.0
846d149ffffffff,1.0,0.0,0.0
846d207ffffffff,84.0,0.0,0.0
846d211ffffffff,5.0,0.0,0.0
846d215ffffffff,3.0,0.0,0.0
846d217ffffffff,14.0,0.0,0.0
846d21bffffffff,4.0,0.0,0.0
846d231ffffffff,2.0,0.0,0.0
846d235ffffffff,5.0,0.0,0.0
846d237ffffffff,9.0,0.0,0.0
846d239ffffffff,18.0,0.0,0.0
846d23bffffffff,950.0,0.0,0.0
846d281ffffffff,71.0,0.0,0.0
846d283ffffffff,1741.0,0.0,0.0
846d285ffffffff,33.0,0.0,0.0
846d287ffffffff,199.0,0.0,0.0
846d289ffffffff,27.0,0.0,0.0
846d28bffffffff,15.0,0.0,0.0
846d28dffffffff,34.0,0.0,0.0
846d291ffffffff,777.0,0.0,0.0
846d293ffffffff,11.0,0.0,0.0
846d295ffffffff,468.0,0.0,0.0
846d297ffffffff,7.0,0.0,0.0
846d299ffffffff,228.0,0.0,0.0
846d29bffffffff,60.0,0.0,0.0
846d29dffffffff,4.0,0.0,0.0
846d2a9ffffffff,220.0,0.0,0.0
846d2abffffffff,51.0,0.0,0.0
846d2b9ffffffff,1292.0,0.0,0.0
846d2bdffffffff,2.0,0.0,0.0
846d2c7ffffffff,14.0,0.0,0.0
846d2d1ffffffff,270.0,0.0,0.0
846d2d3ffffffff,340.0,0.0,0.0
846d2d7ffffffff,2256.0,0.0,0.0
846d2dbffffffff,8.0,0.0,0.0
846d2ddffffffff,2.0,0.0,0.0
846d2e3ffffffff,68.0,0.0,0.0
846d2e5ffffffff,91.0,0.0,0.0
846d2e7ffffffff,3.0,0.0,0.0
846d2e9ffffffff,58.0,0.0,0.0
846d2ebffffffff,34.0,0.0,0.0
846d303ffffffff,8.0,0.0,0.0
846d305ffffffff,196.0,30.0,0.0
846d307ffffffff,37.0,0.0,0.0
846d30dffffffff,8.0,4.0,0.0
846d321ffffffff,6.0,0.0,0.0
846d323ffffffff,8.0,0.0,0.0
846d325ffffffff,18.0,15.0,0.0
846d329ffffffff,7.0,0.0,0.0
846d32bffffffff,1519.0,193.0,0.0
846d32dffffffff,1.0,0.0,0.0
846d335ffffffff,43.0,4.0,0.0
846d337ffffffff,465.0,64.0,0.0
846d339ffffffff,2.0,0.0,0.0
846d33dffffffff,38.0,5.0,0.0
846d361ffffffff,2.0,0.0,0.0
846d36dffffffff,58.0,0.0,0.0
846d609ffffffff,187.0,0.0,1.0
846d641ffffffff,47.0,0.0,0.0
846d643ffffffff,30.0,0.0,0.0
846d645ffffffff,1124.0,0.0,22.0
846d647ffffffff,4.0,0.0,0.0
846d649ffffffff,2.0,0.0,0.0
846d64bffffffff,11.0,0.0,0.0
846d64dffffffff,17.0,0.0,0.0
846d651ffffffff,186.0,0.0,0.0
846d653ffffffff,20.0,0.0,0.0
846d655ffffffff,67.0,0.0,0.0
846d657ffffffff,61.0,0.0,0.0
846d65dffffffff,57.0,0.0,0.0
846d669ffffffff,6.0,0.0,0.0
846d66dffffffff,188.0,0.0,0.0
846d741ffffffff,19.0,0.0,0.0
846d749ffffffff,35.0,0.0,0.0
846d75dffffffff,4.0,0.0,0.0
846d76dffffffff,8.0,0.0,0.0
