cell_id,Pheucticus aureoventris,Pheucticus aureoventris meridensis,Pheucticus aureoventris crissalis,Pheucticus aureoventris uropygialis/terminalis,Pheucticus aureoventris aureoventris
84a86d1ffffffff,1.0,0.0,0.0,0.0,0.0
84a86d7ffffffff,2.0,0.0,0.0,0.0,0.0
84a95c9ffffffff,1.0,0.0,0.0,0.0,0.0
84a95dbffffffff,2.0,0.0,0.0,0.0,0.0
84b2425ffffffff,1.0,0.0,0.0,0.0,0.0
84b2435ffffffff,14.0,0.0,0.0,0.0,0.0
84b2563ffffffff,2.0,0.0,0.0,0.0,0.0
84b2589ffffffff,22.0,0.0,0.0,0.0,0.0
84b25a1ffffffff,2.0,0.0,0.0,0.0,0.0
84b25c1ffffffff,15.0,0.0,0.0,0.0,0.0
84b25c3ffffffff,7.0,0.0,0.0,0.0,0.0
84b25c7ffffffff,3.0,0.0,0.0,0.0,0.0
84b25cbffffffff,16.0,0.0,0.0,0.0,0.0
84b25cdffffffff,5.0,0.0,0.0,0.0,0.0
84b25ddffffffff,3.0,0.0,0.0,0.0,0.0
84b25e1ffffffff,1.0,0.0,0.0,0.0,0.0
84b25e3ffffffff,78.0,0.0,0.0,0.0,0.0
84b25ebffffffff,2.0,0.0,0.0,0.0,0.0
84b2701ffffffff,3.0,0.0,0.0,0.0,0.0
84b2705ffffffff,1.0,0.0,0.0,0.0,0.0
84b2707ffffffff,2.0,0.0,0.0,0.0,0.0
84b2709ffffffff,4.0,0.0,0.0,0.0,0.0
84b270bffffffff,16.0,0.0,0.0,0.0,0.0
84b270dffffffff,10.0,0.0,0.0,0.0,0.0
84b2723ffffffff,7.0,0.0,0.0,0.0,0.0
84b2739ffffffff,2.0,0.0,0.0,0.0,0.0
84b2741ffffffff,15.0,0.0,0.0,0.0,0.0
84b2745ffffffff,3.0,0.0,0.0,0.0,0.0
84b2749ffffffff,179.0,0.0,0.0,0.0,0.0
84b2757ffffffff,1.0,0.0,0.0,0.0,0.0
84b3241ffffffff,7.0,0.0,0.0,0.0,0.0
84b3243ffffffff,27.0,0.0,0.0,0.0,0.0
84b3253ffffffff,73.0,0.0,0.0,0.0,0.0
84b32c9ffffffff,2.0,0.0,0.0,0.0,0.0
84b32dbffffffff,7.0,0.0,0.0,0.0,0.0
84b3407ffffffff,1.0,0.0,0.0,0.0,0.0
84b340dffffffff,30.0,0.0,0.0,0.0,0.0
84b3421ffffffff,2.0,0.0,0.0,0.0,0.0
84b3423ffffffff,22.0,0.0,0.0,0.0,0.0
84b3425ffffffff,373.0,0.0,0.0,0.0,0.0
84b3427ffffffff,3.0,0.0,0.0,0.0,0.0
84b3429ffffffff,6.0,0.0,0.0,0.0,0.0
84b342bffffffff,6.0,0.0,0.0,0.0,0.0
84b342dffffffff,29.0,0.0,0.0,0.0,0.0
84b3435ffffffff,7.0,0.0,0.0,0.0,0.0
84b3437ffffffff,2.0,0.0,0.0,0.0,0.0
84b3439ffffffff,7.0,0.0,0.0,0.0,0.0
84b343dffffffff,12.0,0.0,0.0,0.0,0.0
84b3441ffffffff,11.0,0.0,0.0,0.0,0.0
84b3445ffffffff,15.0,0.0,0.0,0.0,0.0
84b3447ffffffff,20.0,0.0,0.0,0.0,0.0
84b3449ffffffff,3.0,0.0,0.0,0.0,0.0
84b346dffffffff,16.0,0.0,0.0,0.0,0.0
84b34b1ffffffff,5.0,0.0,0.0,0.0,0.0
84b34b9ffffffff,2.0,0.0,0.0,0.0,0.0
84b34bdffffffff,2.0,0.0,0.0,0.0,0.0
84b3511ffffffff,198.0,0.0,0.0,0.0,0.0
84b3513ffffffff,272.0,0.0,0.0,0.0,0.0
84b3517ffffffff,4.0,0.0,0.0,0.0,0.0
84b3519ffffffff,9.0,0.0,0.0,0.0,0.0
84b351bffffffff,57.0,0.0,0.0,0.0,0.0
84b3583ffffffff,5.0,0.0,0.0,0.0,0.0
84b3585ffffffff,6.0,0.0,0.0,0.0,0.0
84b3589ffffffff,21.0,0.0,0.0,0.0,0.0
84b358dffffffff,2.0,0.0,0.0,0.0,0.0
84b35a1ffffffff,10.0,0.0,0.0,0.0,0.0
84b35a7ffffffff,1.0,0.0,0.0,0.0,0.0
84b35a9ffffffff,6.0,0.0,0.0,0.0,0.0
84b35abffffffff,3.0,0.0,0.0,0.0,0.0
84b35b5ffffffff,15.0,0.0,0.0,0.0,0.0
84b35bdffffffff,26.0,0.0,0.0,0.0,0.0
84b35c1ffffffff,5.0,0.0,0.0,0.0,0.0
84b35c5ffffffff,94.0,0.0,0.0,0.0,0.0
84b35c7ffffffff,25.0,0.0,0.0,0.0,0.0
84b35c9ffffffff,167.0,0.0,0.0,0.0,0.0
84b35cdffffffff,35.0,0.0,0.0,0.0,0.0
84b35d5ffffffff,3.0,0.0,0.0,0.0,0.0
84b35d9ffffffff,2.0,0.0,0.0,0.0,0.0
84b35ddffffffff,1.0,0.0,0.0,0.0,0.0
84b35e1ffffffff,136.0,0.0,0.0,0.0,0.0
84b35e3ffffffff,22.0,0.0,0.0,0.0,0.0
84b35e7ffffffff,2.0,0.0,0.0,0.0,0.0
84b35e9ffffffff,258.0,0.0,0.0,0.0,0.0
84b35ebffffffff,12.0,0.0,0.0,0.0,0.0
84b35edffffffff,24.0,0.0,0.0,0.0,0.0
84b3603ffffffff,2.0,0.0,0.0,0.0,0.0
84b3605ffffffff,3.0,0.0,0.0,0.0,0.0
84b360bffffffff,2.0,0.0,0.0,0.0,0.0
84b3611ffffffff,9.0,0.0,0.0,0.0,0.0
84b3617ffffffff,9.0,0.0,0.0,0.0,0.0
84b361dffffffff,1.0,0.0,0.0,0.0,0.0
84b3623ffffffff,1.0,0.0,0.0,0.0,0.0
84b3627ffffffff,2.0,0.0,0.0,0.0,0.0
84b3629ffffffff,34.0,0.0,0.0,0.0,0.0
84b3633ffffffff,2.0,0.0,0.0,0.0,0.0
84b365dffffffff,2.0,0.0,0.0,0.0,0.0
84b3661ffffffff,5.0,0.0,0.0,0.0,0.0
84b3665ffffffff,6.0,0.0,0.0,0.0,0.0
84b3667ffffffff,1.0,0.0,0.0,0.0,0.0
84b366dffffffff,32.0,0.0,0.0,0.0,0.0
84b3683ffffffff,6.0,0.0,0.0,0.0,0.0
84b3689ffffffff,1.0,0.0,0.0,0.0,0.0
84b3699ffffffff,2.0,0.0,0.0,0.0,0.0
