cell_id,Eurystomus glaucurus,Eurystomus glaucurus [afer Group],Eurystomus glaucurus glaucurus
8459933ffffffff,2.0,0.0,0.0
8459985ffffffff,2.0,2.0,0.0
84599b1ffffffff,1.0,0.0,0.0
84599e5ffffffff,3.0,0.0,0.0
846a49dffffffff,1.0,0.0,0.0
846a5a9ffffffff,46.0,0.0,0.0
846a653ffffffff,4.0,0.0,0.0
846a9e5ffffffff,2.0,0.0,0.0
846a9edffffffff,2.0,0.0,0.0
846ac03ffffffff,9.0,0.0,0.0
846ac0bffffffff,11.0,0.0,0.0
846ac11ffffffff,3.0,0.0,0.0
846ac15ffffffff,26.0,1.0,0.0
846ac19ffffffff,2.0,2.0,0.0
846ac1dffffffff,9.0,4.0,0.0
846ac31ffffffff,6.0,2.0,0.0
846ac33ffffffff,14.0,0.0,0.0
846ac35ffffffff,20.0,0.0,0.0
846ac3bffffffff,2.0,0.0,0.0
846ac3dffffffff,58.0,8.0,0.0
846ac89ffffffff,821.0,116.0,0.0
846ac8dffffffff,4.0,1.0,0.0
846ac93ffffffff,6.0,0.0,0.0
846ac9bffffffff,27.0,0.0,0.0
846aca5ffffffff,2.0,0.0,0.0
846acc3ffffffff,16.0,0.0,0.0
846acc5ffffffff,2.0,0.0,0.0
846acc7ffffffff,15.0,1.0,0.0
846accbffffffff,22.0,0.0,0.0
846acd1ffffffff,9.0,2.0,0.0
846acd3ffffffff,2.0,0.0,0.0
846acd5ffffffff,43.0,2.0,0.0
846acddffffffff,2.0,0.0,0.0
846ace1ffffffff,4.0,0.0,0.0
846ace3ffffffff,18.0,4.0,0.0
846ace5ffffffff,609.0,67.0,0.0
846acebffffffff,5.0,0.0,0.0
846ad81ffffffff,7.0,0.0,0.0
846ad8bffffffff,8.0,0.0,0.0
846adc1ffffffff,7.0,3.0,0.0
846adc9ffffffff,91.0,4.0,0.0
846add3ffffffff,2.0,0.0,0.0
846add7ffffffff,1.0,0.0,0.0
846add9ffffffff,1.0,0.0,0.0
846ade7ffffffff,1.0,0.0,0.0
846ae85ffffffff,118.0,24.0,0.0
846aea1ffffffff,139.0,16.0,0.0
846aea3ffffffff,90.0,13.0,0.0
846aea5ffffffff,12.0,0.0,0.0
846aea9ffffffff,45.0,10.0,0.0
846aeabffffffff,19.0,5.0,0.0
846aeb5ffffffff,19.0,0.0,0.0
846aeb7ffffffff,2.0,2.0,0.0
846aee3ffffffff,55.0,6.0,0.0
846bb61ffffffff,2.0,0.0,0.0
8475083ffffffff,3.0,0.0,0.0
8475085ffffffff,7.0,0.0,0.0
8475087ffffffff,3.0,0.0,0.0
84750a1ffffffff,1.0,0.0,0.0
84750d1ffffffff,25.0,0.0,0.0
84750d3ffffffff,2.0,0.0,0.0
84750d5ffffffff,2.0,0.0,0.0
84750d9ffffffff,2.0,0.0,0.0
84750dbffffffff,2.0,0.0,0.0
8475185ffffffff,1.0,0.0,0.0
847518dffffffff,9.0,0.0,0.0
8475195ffffffff,2.0,0.0,0.0
84751d7ffffffff,1.0,0.0,0.0
8475201ffffffff,87.0,5.0,0.0
8475203ffffffff,2.0,2.0,0.0
8475205ffffffff,2.0,0.0,0.0
8475207ffffffff,102.0,7.0,0.0
847520bffffffff,2.0,0.0,0.0
8475293ffffffff,19.0,2.0,0.0
8475295ffffffff,26.0,2.0,0.0
8475299ffffffff,10.0,0.0,0.0
847529bffffffff,5.0,0.0,0.0
84752a1ffffffff,2.0,0.0,0.0
84752abffffffff,8.0,2.0,0.0
84752adffffffff,16.0,2.0,0.0
84752b5ffffffff,8.0,1.0,0.0
84752d3ffffffff,3.0,3.0,0.0
84752dbffffffff,7.0,0.0,0.0
84752e5ffffffff,2.0,0.0,0.0
84752e9ffffffff,2.0,0.0,0.0
8475361ffffffff,13.0,0.0,0.0
8475761ffffffff,9.0,0.0,0.0
8475769ffffffff,43.0,1.0,0.0
8475865ffffffff,2.0,0.0,0.0
8475a07ffffffff,2.0,0.0,0.0
8475a83ffffffff,1.0,0.0,0.0
8475b01ffffffff,1.0,0.0,0.0
8475b07ffffffff,3.0,0.0,0.0
8475b0dffffffff,3.0,0.0,0.0
847a40dffffffff,7.0,0.0,0.0
847a413ffffffff,3.0,0.0,0.0
847a455ffffffff,3.0,0.0,0.0
847a457ffffffff,4.0,0.0,0.0
847a45dffffffff,2.0,0.0,0.0
847a481ffffffff,1.0,0.0,0.0
847a489ffffffff,5.0,0.0,0.0
847a48dffffffff,2.0,0.0,0.0
847a491ffffffff,1.0,1.0,0.0
847a4cbffffffff,4.0,0.0,0.0
847a4d1ffffffff,8.0,0.0,0.0
847a4d3ffffffff,2.0,0.0,0.0
847a4dbffffffff,5.0,0.0,0.0
847a4ddffffffff,4.0,0.0,0.0
847a4e3ffffffff,14.0,0.0,0.0
847a603ffffffff,2.0,0.0,0.0
847a609ffffffff,6.0,0.0,0.0
847a60bffffffff,2.0,0.0,0.0
847a655ffffffff,1.0,0.0,0.0
847a659ffffffff,5.0,0.0,0.0
847a683ffffffff,5.0,0.0,0.0
847a689ffffffff,1.0,0.0,0.0
847a6a1ffffffff,39.0,0.0,0.0
847a6a5ffffffff,4.0,0.0,0.0
847a6b5ffffffff,4.0,0.0,0.0
847a6b7ffffffff,63.0,0.0,0.0
847a6d1ffffffff,15.0,0.0,0.0
847a6d9ffffffff,4.0,0.0,0.0
847a6dbffffffff,2.0,0.0,0.0
847a6e5ffffffff,1.0,0.0,0.0
847a751ffffffff,1.0,0.0,0.0
847a759ffffffff,1.0,0.0,0.0
847ac81ffffffff,28.0,4.0,0.0
847acc5ffffffff,1.0,0.0,0.0
847acd5ffffffff,4.0,0.0,0.0
847ad9dffffffff,2.0,0.0,0.0
847ae81ffffffff,1.0,0.0,0.0
847ae85ffffffff,2.0,0.0,0.0
847ae97ffffffff,5.0,2.0,0.0
847b487ffffffff,1.0,0.0,0.0
847b489ffffffff,13.0,0.0,0.0
847b4a1ffffffff,10.0,0.0,0.0
847b4a5ffffffff,4.0,0.0,0.0
847b4a7ffffffff,4.0,0.0,0.0
847b4b3ffffffff,1.0,0.0,0.0
847b4c7ffffffff,2.0,1.0,0.0
847b4cbffffffff,2.0,0.0,0.0
847b4dbffffffff,4.0,0.0,0.0
847b4e7ffffffff,1.0,0.0,0.0
847b591ffffffff,2.0,0.0,0.0
847b595ffffffff,5.0,0.0,0.0
847b597ffffffff,21.0,0.0,0.0
847b5b1ffffffff,2.0,0.0,0.0
847b687ffffffff,2.0,0.0,0.0
847b6a9ffffffff,6.0,0.0,0.0
847b6b9ffffffff,3.0,0.0,0.0
847b6bbffffffff,37.0,0.0,0.0
8482125ffffffff,2.0,0.0,0.0
8482187ffffffff,1.0,0.0,0.0
84821b1ffffffff,1.0,0.0,0.0
84821bdffffffff,2.0,0.0,0.0
84828d1ffffffff,5.0,0.0,0.0
8482a83ffffffff,3.0,0.0,0.0
8482f09ffffffff,5.0,0.0,0.0
8482f41ffffffff,2.0,0.0,0.0
8482f43ffffffff,2.0,0.0,0.0
8483113ffffffff,2.0,0.0,0.0
8483117ffffffff,1.0,0.0,0.0
8483125ffffffff,2.0,0.0,0.0
848313dffffffff,2.0,0.0,0.0
8483151ffffffff,4.0,0.0,0.0
84838a5ffffffff,1.0,0.0,0.0
8483981ffffffff,2.0,0.0,0.0
8483a89ffffffff,2.0,0.0,0.0
8496009ffffffff,5.0,0.0,0.0
849600bffffffff,4.0,1.0,0.0
8496015ffffffff,15.0,2.0,0.0
849602dffffffff,5.0,1.0,0.0
849603bffffffff,5.0,0.0,0.0
8496047ffffffff,2.0,0.0,0.0
8496051ffffffff,2.0,0.0,0.0
8496089ffffffff,5.0,2.0,0.0
849608dffffffff,2.0,0.0,0.0
8496095ffffffff,2.0,0.0,0.0
8496097ffffffff,8.0,2.0,0.0
8496099ffffffff,1.0,0.0,0.0
849609dffffffff,4.0,0.0,0.0
84960b1ffffffff,6.0,0.0,0.0
84960b5ffffffff,18.0,2.0,0.0
84960bbffffffff,7.0,1.0,0.0
84960c1ffffffff,1.0,0.0,0.0
84960e9ffffffff,3.0,0.0,0.0
849615bffffffff,2.0,0.0,0.0
8496201ffffffff,14.0,0.0,0.0
8496203ffffffff,6.0,0.0,0.0
8496207ffffffff,25.0,0.0,0.0
849620bffffffff,1.0,0.0,0.0
8496215ffffffff,11.0,3.0,0.0
8496217ffffffff,14.0,2.0,0.0
849622bffffffff,2.0,0.0,0.0
8496233ffffffff,17.0,5.0,0.0
8496239ffffffff,1.0,0.0,0.0
849623bffffffff,16.0,0.0,0.0
8496263ffffffff,21.0,0.0,0.0
8496267ffffffff,2.0,0.0,0.0
8496283ffffffff,14.0,0.0,0.0
8496287ffffffff,4.0,0.0,0.0
849629dffffffff,6.0,0.0,0.0
84962b5ffffffff,2.0,2.0,0.0
84962b9ffffffff,5.0,0.0,0.0
84962bdffffffff,2.0,0.0,0.0
84962c5ffffffff,2.0,0.0,0.0
84962c9ffffffff,90.0,44.0,0.0
84962d1ffffffff,3.0,0.0,0.0
84962d5ffffffff,1.0,0.0,0.0
84962d7ffffffff,11.0,2.0,0.0
84962e5ffffffff,22.0,5.0,0.0
84962edffffffff,3.0,2.0,0.0
8496311ffffffff,2.0,0.0,0.0
8496335ffffffff,16.0,6.0,0.0
8496365ffffffff,1.0,0.0,0.0
8496703ffffffff,5.0,0.0,0.0
84968c7ffffffff,2.0,0.0,0.0
84968c9ffffffff,2.0,0.0,0.0
84968d3ffffffff,2.0,0.0,0.0
8496907ffffffff,1.0,0.0,0.0
8496921ffffffff,37.0,0.0,0.0
8496925ffffffff,17.0,0.0,0.0
8496935ffffffff,26.0,0.0,0.0
8496937ffffffff,1.0,0.0,0.0
849693dffffffff,29.0,0.0,0.0
84969a1ffffffff,1.0,0.0,0.0
8496a15ffffffff,3.0,0.0,0.0
8496a27ffffffff,2.0,0.0,0.0
8496a59ffffffff,10.0,0.0,0.0
8496a8bffffffff,1.0,0.0,0.0
8496aa9ffffffff,2.0,0.0,0.0
8496b01ffffffff,2.0,0.0,0.0
8496b13ffffffff,15.0,0.0,0.0
8496b1bffffffff,20.0,0.0,0.0
8496b47ffffffff,2.0,0.0,0.0
8496b57ffffffff,2.0,0.0,0.0
8496b61ffffffff,1.0,0.0,0.0
8496b63ffffffff,23.0,0.0,0.0
8496b6dffffffff,22.0,0.0,0.0
8496e49ffffffff,2.0,0.0,0.0
8496eadffffffff,1.0,0.0,0.0
8497007ffffffff,6.0,0.0,0.0
8497015ffffffff,5.0,0.0,0.0
8497023ffffffff,2.0,0.0,0.0
849702bffffffff,19.0,0.0,0.0
8497035ffffffff,7.0,0.0,0.0
849703dffffffff,13.0,0.0,0.0
8497051ffffffff,3.0,0.0,0.0
8497069ffffffff,2.0,0.0,0.0
84970a7ffffffff,1.0,0.0,0.0
84970c5ffffffff,2.0,0.0,0.0
8497101ffffffff,2.0,0.0,0.0
8497103ffffffff,27.0,0.0,0.0
8497107ffffffff,27.0,0.0,0.0
8497111ffffffff,4.0,0.0,0.0
8497119ffffffff,126.0,0.0,0.0
849711dffffffff,2.0,0.0,0.0
8497139ffffffff,9.0,0.0,0.0
8497151ffffffff,7.0,0.0,0.0
8497153ffffffff,2.0,0.0,0.0
8497157ffffffff,5.0,0.0,0.0
8497195ffffffff,2.0,0.0,0.0
8497199ffffffff,1.0,0.0,0.0
849719bffffffff,3.0,0.0,0.0
84971b9ffffffff,3.0,0.0,0.0
84971c1ffffffff,6.0,0.0,0.0
8497245ffffffff,6.0,0.0,0.0
849728dffffffff,63.0,14.0,0.0
8497291ffffffff,25.0,12.0,0.0
8497295ffffffff,3.0,0.0,0.0
84972a5ffffffff,2.0,0.0,0.0
84972c5ffffffff,24.0,7.0,0.0
84972c7ffffffff,3.0,0.0,0.0
84972d9ffffffff,13.0,0.0,0.0
84972dbffffffff,1.0,0.0,0.0
84972e3ffffffff,157.0,57.0,0.0
84972ebffffffff,18.0,4.0,0.0
8497317ffffffff,2.0,0.0,0.0
8497359ffffffff,1.0,0.0,0.0
8497403ffffffff,2.0,0.0,0.0
8497415ffffffff,23.0,0.0,0.0
8497417ffffffff,14.0,0.0,0.0
849741dffffffff,7.0,0.0,0.0
8497431ffffffff,22.0,0.0,0.0
8497435ffffffff,12.0,0.0,0.0
8497437ffffffff,52.0,2.0,0.0
8497439ffffffff,7.0,0.0,0.0
849743bffffffff,28.0,7.0,0.0
8497447ffffffff,1.0,0.0,0.0
84974a9ffffffff,111.0,25.0,0.0
84974abffffffff,47.0,11.0,0.0
84974bdffffffff,4.0,0.0,0.0
84974cdffffffff,2.0,0.0,0.0
84974e5ffffffff,19.0,0.0,0.0
84974e9ffffffff,48.0,21.0,0.0
84974edffffffff,28.0,20.0,0.0
8497509ffffffff,60.0,16.0,0.0
849750bffffffff,3.0,1.0,0.0
8497511ffffffff,4.0,0.0,0.0
8497513ffffffff,103.0,6.0,0.0
8497515ffffffff,75.0,11.0,0.0
8497517ffffffff,84.0,3.0,0.0
8497531ffffffff,4.0,0.0,0.0
8497535ffffffff,9.0,7.0,0.0
849753bffffffff,1.0,0.0,0.0
8497543ffffffff,11.0,3.0,0.0
8497555ffffffff,1.0,0.0,0.0
8497557ffffffff,2.0,0.0,0.0
84975c1ffffffff,1.0,0.0,0.0
84975c5ffffffff,14.0,1.0,0.0
84975c7ffffffff,53.0,6.0,0.0
84975c9ffffffff,2.0,0.0,0.0
84975cbffffffff,5.0,0.0,0.0
84975d1ffffffff,21.0,14.0,0.0
84975d5ffffffff,17.0,7.0,0.0
84975d9ffffffff,8.0,0.0,0.0
84975ddffffffff,11.0,5.0,0.0
84975e1ffffffff,8.0,4.0,0.0
84975ebffffffff,7.0,0.0,0.0
8497717ffffffff,1.0,0.0,0.0
8497725ffffffff,2.0,0.0,0.0
8497885ffffffff,4.0,0.0,0.0
84978d9ffffffff,3.0,0.0,0.0
8497913ffffffff,2.0,0.0,0.0
84979d3ffffffff,6.0,0.0,0.0
8497a85ffffffff,4.0,0.0,0.0
8497a89ffffffff,2.0,0.0,0.0
8497a8bffffffff,9.0,0.0,0.0
8497aabffffffff,19.0,0.0,0.0
8497ad5ffffffff,1.0,0.0,0.0
84a2049ffffffff,2.0,0.0,0.0
84a210dffffffff,1.0,0.0,0.0
84a2129ffffffff,5.0,0.0,5.0
84a2143ffffffff,39.0,0.0,21.0
84a2147ffffffff,2.0,0.0,0.0
84a214bffffffff,1.0,0.0,1.0
84a215dffffffff,5.0,0.0,3.0
84a2163ffffffff,1.0,0.0,1.0
84a2227ffffffff,176.0,0.0,69.0
84a231bffffffff,241.0,0.0,122.0
84a2353ffffffff,9.0,0.0,3.0
84a2357ffffffff,5.0,0.0,2.0
84a2a3bffffffff,2.0,0.0,2.0
84a2a49ffffffff,57.0,0.0,26.0
84a2ae9ffffffff,11.0,0.0,5.0
84a2aedffffffff,133.0,0.0,65.0
84a3083ffffffff,1.0,0.0,1.0
84a3087ffffffff,4.0,0.0,0.0
84a308bffffffff,8.0,0.0,0.0
84a30d5ffffffff,2.0,0.0,2.0
84a30e7ffffffff,1.0,0.0,0.0
84a3189ffffffff,2.0,0.0,1.0
84a318bffffffff,2.0,0.0,0.0
84a318dffffffff,2.0,0.0,0.0
84a3191ffffffff,9.0,0.0,9.0
84a3199ffffffff,4.0,0.0,0.0
84a319dffffffff,325.0,0.0,173.0
84a31c3ffffffff,1.0,0.0,0.0
84a31c5ffffffff,1.0,0.0,0.0
84a31d5ffffffff,16.0,0.0,1.0
84a3563ffffffff,1.0,0.0,0.0
84a3567ffffffff,50.0,0.0,18.0
84a356dffffffff,2.0,0.0,0.0
84a3761ffffffff,8.0,0.0,3.0
84a3765ffffffff,11.0,0.0,0.0
84a38b3ffffffff,30.0,0.0,12.0
84a38b7ffffffff,81.0,0.0,41.0
84a3993ffffffff,1.0,0.0,0.0
84a399bffffffff,14.0,0.0,13.0
84a3a95ffffffff,3.0,0.0,1.0
84a3ab1ffffffff,3.0,0.0,3.0
84a3ab7ffffffff,7.0,0.0,1.0
84a3abbffffffff,9.0,0.0,9.0
84a3ad7ffffffff,6.0,0.0,0.0
84a3addffffffff,2.0,0.0,0.0
84bc891ffffffff,6.0,0.0,0.0
84bc899ffffffff,2.0,0.0,0.0
84bc89bffffffff,16.0,3.0,0.0
84bc8b7ffffffff,2.0,0.0,0.0
84bc8d3ffffffff,3.0,0.0,0.0
84bc991ffffffff,4.0,0.0,0.0
84bcd01ffffffff,1.0,0.0,0.0
84bcd05ffffffff,6.0,2.0,0.0
84bcd0dffffffff,2.0,0.0,0.0
84bcd21ffffffff,1.0,1.0,0.0
84bcd23ffffffff,4.0,0.0,0.0
84bcd27ffffffff,9.0,2.0,0.0
84bcd29ffffffff,49.0,7.0,0.0
84bcd2dffffffff,2.0,0.0,0.0
84bcd35ffffffff,1.0,0.0,0.0
84bcd37ffffffff,9.0,0.0,0.0
84bcd3dffffffff,6.0,2.0,0.0
84bcd61ffffffff,2.0,0.0,0.0
84bcd63ffffffff,8.0,4.0,0.0
84bcd67ffffffff,2.0,0.0,0.0
84bcd6bffffffff,2.0,2.0,0.0
84bcf05ffffffff,2.0,0.0,0.0
84bcf0dffffffff,1.0,0.0,0.0
84bcf21ffffffff,2.0,0.0,0.0
84bcf23ffffffff,1.0,0.0,0.0
84bcf25ffffffff,5.0,0.0,0.0
84bcf29ffffffff,174.0,43.0,0.0
84bcf2dffffffff,19.0,7.0,0.0
84bcf47ffffffff,3.0,0.0,0.0
84bcf61ffffffff,14.0,4.0,0.0
84bcf63ffffffff,38.0,9.0,0.0
84bcf67ffffffff,17.0,7.0,0.0
84bcf6bffffffff,2.0,0.0,0.0
