cell_id,Eurystomus glaucurus,Eurystomus glaucurus [afer Group],Eurystomus glaucurus glaucurus
8382a8fffffffff,3.0,0.0,0.0
8382f0fffffffff,5.0,0.0,0.0
8382f4fffffffff,4.0,0.0,0.0
838311fffffffff,3.0,0.0,0.0
838312fffffffff,2.0,0.0,0.0
838313fffffffff,2.0,0.0,0.0
838315fffffffff,4.0,0.0,0.0
83838afffffffff,1.0,0.0,0.0
838398fffffffff,2.0,0.0,0.0
8383a8fffffffff,2.0,0.0,0.0
839600fffffffff,9.0,1.0,0.0
839601fffffffff,20.0,2.0,0.0
839602fffffffff,5.0,1.0,0.0
839604fffffffff,2.0,0.0,0.0
839605fffffffff,2.0,0.0,0.0
839608fffffffff,7.0,2.0,0.0
839609fffffffff,15.0,2.0,0.0
83960afffffffff,2.0,0.0,0.0
83960bfffffffff,31.0,3.0,0.0
83960cfffffffff,1.0,0.0,0.0
83960efffffffff,3.0,0.0,0.0
839615fffffffff,2.0,0.0,0.0
839620fffffffff,37.0,0.0,0.0
839621fffffffff,23.0,3.0,0.0
839622fffffffff,2.0,0.0,0.0
839623fffffffff,41.0,7.0,0.0
839626fffffffff,23.0,0.0,0.0
839628fffffffff,19.0,0.0,0.0
839629fffffffff,6.0,0.0,0.0
83962bfffffffff,8.0,2.0,0.0
83962cfffffffff,94.0,46.0,0.0
83962dfffffffff,15.0,2.0,0.0
83962efffffffff,29.0,7.0,0.0
839631fffffffff,2.0,0.0,0.0
839633fffffffff,16.0,6.0,0.0
839636fffffffff,1.0,0.0,0.0
839670fffffffff,5.0,0.0,0.0
83968cfffffffff,2.0,0.0,0.0
83968dfffffffff,2.0,0.0,0.0
839690fffffffff,1.0,0.0,0.0
839692fffffffff,54.0,0.0,0.0
839693fffffffff,60.0,0.0,0.0
83969afffffffff,1.0,0.0,0.0
8396a2fffffffff,2.0,0.0,0.0
8396a3fffffffff,3.0,0.0,0.0
8396a5fffffffff,2.0,0.0,0.0
8396aafffffffff,4.0,0.0,0.0
8396adfffffffff,1.0,0.0,0.0
8396b0fffffffff,16.0,0.0,0.0
8396b1fffffffff,37.0,0.0,0.0
8396b4fffffffff,2.0,0.0,0.0
8396b6fffffffff,22.0,0.0,0.0
8396eafffffffff,1.0,0.0,0.0
839700fffffffff,6.0,0.0,0.0
839701fffffffff,5.0,0.0,0.0
839702fffffffff,30.0,0.0,0.0
839703fffffffff,11.0,0.0,0.0
839705fffffffff,3.0,0.0,0.0
839706fffffffff,2.0,0.0,0.0
83970afffffffff,1.0,0.0,0.0
83970cfffffffff,2.0,0.0,0.0
839710fffffffff,58.0,0.0,0.0
839711fffffffff,132.0,0.0,0.0
839713fffffffff,7.0,0.0,0.0
839715fffffffff,14.0,0.0,0.0
839719fffffffff,4.0,0.0,0.0
83971bfffffffff,5.0,0.0,0.0
83971cfffffffff,6.0,0.0,0.0
839724fffffffff,6.0,0.0,0.0
839728fffffffff,62.0,14.0,0.0
839729fffffffff,28.0,12.0,0.0
83972afffffffff,2.0,0.0,0.0
83972cfffffffff,24.0,7.0,0.0
83972dfffffffff,14.0,0.0,0.0
83972efffffffff,179.0,61.0,0.0
839731fffffffff,2.0,0.0,0.0
839735fffffffff,1.0,0.0,0.0
839741fffffffff,45.0,0.0,0.0
839743fffffffff,122.0,9.0,0.0
839744fffffffff,1.0,0.0,0.0
83974afffffffff,158.0,36.0,0.0
83974bfffffffff,4.0,0.0,0.0
83974efffffffff,95.0,41.0,0.0
839750fffffffff,61.0,17.0,0.0
839751fffffffff,266.0,20.0,0.0
839753fffffffff,12.0,5.0,0.0
839754fffffffff,11.0,3.0,0.0
839755fffffffff,5.0,0.0,0.0
83975cfffffffff,75.0,7.0,0.0
83975dfffffffff,59.0,26.0,0.0
83975efffffffff,15.0,4.0,0.0
839771fffffffff,1.0,0.0,0.0
839772fffffffff,2.0,0.0,0.0
839788fffffffff,4.0,0.0,0.0
83978bfffffffff,8.0,0.0,0.0
83978dfffffffff,3.0,0.0,0.0
839791fffffffff,2.0,0.0,0.0
83979dfffffffff,6.0,0.0,0.0
8397a8fffffffff,15.0,0.0,0.0
8397aafffffffff,19.0,0.0,0.0
8397adfffffffff,1.0,0.0,0.0
83a204fffffffff,2.0,0.0,0.0
83a210fffffffff,1.0,0.0,0.0
83a214fffffffff,41.0,0.0,21.0
83a215fffffffff,5.0,0.0,3.0
83a216fffffffff,6.0,0.0,6.0
83a222fffffffff,212.0,0.0,76.0
83a231fffffffff,214.0,0.0,118.0
83a233fffffffff,1.0,0.0,1.0
83a235fffffffff,5.0,0.0,2.0
83a2a3fffffffff,124.0,0.0,58.0
83a2a4fffffffff,57.0,0.0,26.0
83a2aefffffffff,22.0,0.0,14.0
83a308fffffffff,13.0,0.0,1.0
83a30dfffffffff,2.0,0.0,2.0
83a30efffffffff,1.0,0.0,0.0
83a318fffffffff,7.0,0.0,0.0
83a319fffffffff,338.0,0.0,182.0
83a31cfffffffff,2.0,0.0,1.0
83a31dfffffffff,14.0,0.0,1.0
83a31efffffffff,1.0,0.0,0.0
83a356fffffffff,53.0,0.0,18.0
83a376fffffffff,19.0,0.0,3.0
83a38bfffffffff,111.0,0.0,53.0
83a38dfffffffff,5.0,0.0,1.0
83a399fffffffff,15.0,0.0,13.0
83a3a9fffffffff,3.0,0.0,1.0
83a3abfffffffff,14.0,0.0,12.0
83a3adfffffffff,8.0,0.0,0.0
83bc89fffffffff,10.0,0.0,0.0
83bc8bfffffffff,2.0,0.0,0.0
83bc99fffffffff,4.0,0.0,0.0
83bcd0fffffffff,9.0,2.0,0.0
83bcd2fffffffff,61.0,10.0,0.0
83bcd3fffffffff,14.0,2.0,0.0
83bcd6fffffffff,20.0,6.0,0.0
83bcf0fffffffff,5.0,0.0,0.0
83bcf2fffffffff,210.0,49.0,0.0
83bcf4fffffffff,3.0,0.0,0.0
83bcf6fffffffff,77.0,24.0,0.0
