cell_id,Sitta europaea,Sitta europaea [europaea Group],Sitta europaea [asiatica Group],Sitta europaea [roseilia Group],Sitta europaea sinensis/formosana
83392cfffffffff,13.0,2.0,0.0,0.0,0.0
83392dfffffffff,1.0,1.0,0.0,0.0,0.0
833931fffffffff,4.0,0.0,0.0,0.0,0.0
833933fffffffff,12.0,4.0,0.0,0.0,0.0
833944fffffffff,2.0,2.0,0.0,0.0,0.0
833962fffffffff,3.0,3.0,0.0,0.0,0.0
833963fffffffff,2.0,2.0,0.0,0.0,0.0
833968fffffffff,15.0,0.0,0.0,0.0,0.0
833972fffffffff,26.0,3.0,0.0,0.0,0.0
833973fffffffff,2.0,0.0,0.0,0.0,0.0
8340d1fffffffff,2.0,0.0,0.0,0.0,2.0
8340e1fffffffff,2.0,0.0,0.0,0.0,2.0
834ba0fffffffff,11.0,0.0,0.0,0.0,2.0
834ba2fffffffff,20.0,0.0,0.0,0.0,0.0
834ba3fffffffff,2.0,0.0,0.0,0.0,0.0
