cell_id,Todiramphus sanctus,Todiramphus sanctus sanctus,Todiramphus sanctus canacorum,Todiramphus sanctus macmillani,Todiramphus sanctus vagans
83c996fffffffff,2.0,0.0,0.0,0.0,0.0
83c99cfffffffff,10.0,2.0,0.0,0.0,0.0
83c99efffffffff,12.0,2.0,0.0,0.0,0.0
83c9b0fffffffff,13.0,1.0,0.0,0.0,0.0
83c9b1fffffffff,2.0,0.0,0.0,0.0,0.0
83c9b3fffffffff,115.0,63.0,0.0,0.0,0.0
83c9b6fffffffff,7.0,0.0,0.0,0.0,0.0
83da80fffffffff,36.0,0.0,0.0,0.0,0.0
83da81fffffffff,34.0,0.0,0.0,0.0,0.0
83da82fffffffff,25.0,0.0,0.0,0.0,0.0
83da83fffffffff,31.0,0.0,0.0,0.0,0.0
83da84fffffffff,330.0,0.0,0.0,0.0,0.0
83da85fffffffff,103.0,0.0,0.0,0.0,0.0
83da86fffffffff,128.0,0.0,0.0,0.0,0.0
83da8cfffffffff,17.0,0.0,0.0,0.0,0.0
83da8efffffffff,60.0,0.0,0.0,0.0,1.0
83da90fffffffff,38.0,0.0,0.0,0.0,0.0
83da91fffffffff,43.0,0.0,0.0,0.0,0.0
83da92fffffffff,19.0,0.0,0.0,0.0,0.0
83da94fffffffff,577.0,0.0,0.0,0.0,0.0
83da95fffffffff,93.0,0.0,0.0,0.0,0.0
83da96fffffffff,158.0,0.0,0.0,0.0,2.0
83da9cfffffffff,1.0,0.0,0.0,0.0,0.0
83daa8fffffffff,4.0,0.0,0.0,0.0,2.0
83daaafffffffff,174.0,0.0,0.0,0.0,20.0
83dab3fffffffff,395.0,0.0,0.0,0.0,0.0
