cell_id,Melanerpes aurifrons,Melanerpes aurifrons aurifrons,Melanerpes aurifrons [santacruzi Group],Melanerpes aurifrons polygrammus
8426db3ffffffff,56.0,10.0,0.0,0.0
8426db5ffffffff,6.0,0.0,0.0,0.0
8426db7ffffffff,55.0,0.0,0.0,0.0
8426db9ffffffff,72.0,4.0,0.0,0.0
8426dbbffffffff,29.0,5.0,0.0,0.0
8426dbdffffffff,205.0,2.0,0.0,0.0
8426dc1ffffffff,52.0,4.0,0.0,0.0
8426dc3ffffffff,64.0,11.0,0.0,0.0
8426dc5ffffffff,36.0,0.0,0.0,0.0
8426dc7ffffffff,63.0,10.0,0.0,0.0
8426dc9ffffffff,16.0,0.0,0.0,0.0
8426dcbffffffff,91.0,2.0,0.0,0.0
8426dcdffffffff,21.0,8.0,0.0,0.0
8426dd1ffffffff,24.0,2.0,0.0,0.0
8426dd3ffffffff,2.0,0.0,0.0,0.0
8426dd5ffffffff,42.0,0.0,0.0,0.0
8426dd7ffffffff,92.0,2.0,0.0,0.0
8426dd9ffffffff,42.0,0.0,0.0,0.0
8426ddbffffffff,37.0,2.0,0.0,0.0
8426dddffffffff,12.0,2.0,0.0,0.0
8426de1ffffffff,18.0,0.0,0.0,0.0
8426de3ffffffff,146.0,14.0,0.0,0.0
8426de7ffffffff,318.0,21.0,0.0,0.0
8426de9ffffffff,94.0,11.0,0.0,0.0
8426debffffffff,69.0,4.0,0.0,0.0
8444249ffffffff,334.0,0.0,3.0,0.0
844424dffffffff,17.0,0.0,3.0,0.0
8445011ffffffff,78.0,0.0,0.0,0.0
8445013ffffffff,21.0,0.0,0.0,0.0
8445017ffffffff,2.0,0.0,0.0,0.0
8445019ffffffff,415.0,0.0,53.0,0.0
844501bffffffff,421.0,0.0,31.0,0.0
8445043ffffffff,2.0,0.0,0.0,0.0
8445051ffffffff,12.0,0.0,0.0,0.0
8445053ffffffff,765.0,0.0,93.0,0.0
8445057ffffffff,183.0,0.0,11.0,0.0
8445059ffffffff,157.0,0.0,4.0,0.0
844505bffffffff,1117.0,0.0,136.0,0.0
844505dffffffff,55.0,0.0,0.0,0.0
8445081ffffffff,31.0,0.0,2.0,0.0
8445083ffffffff,582.0,0.0,238.0,0.0
8445085ffffffff,381.0,0.0,117.0,0.0
8445087ffffffff,1000.0,0.0,211.0,0.0
8445089ffffffff,26.0,0.0,0.0,0.0
844508bffffffff,14.0,0.0,2.0,0.0
844508dffffffff,249.0,0.0,11.0,0.0
8445091ffffffff,160.0,0.0,45.0,0.0
8445093ffffffff,88.0,0.0,39.0,0.0
8445095ffffffff,20.0,0.0,11.0,0.0
8445097ffffffff,35.0,0.0,18.0,0.0
8445099ffffffff,480.0,0.0,11.0,0.0
844509bffffffff,3837.0,0.0,1204.0,0.0
844509dffffffff,159.0,0.0,3.0,0.0
84450a1ffffffff,915.0,0.0,194.0,0.0
84450a3ffffffff,291.0,0.0,43.0,0.0
84450a5ffffffff,485.0,0.0,67.0,0.0
84450a7ffffffff,464.0,0.0,44.0,0.0
84450a9ffffffff,516.0,0.0,84.0,0.0
84450abffffffff,144.0,0.0,12.0,0.0
84450adffffffff,377.0,0.0,46.0,0.0
84450b1ffffffff,759.0,0.0,120.0,0.0
84450b5ffffffff,629.0,0.0,71.0,0.0
84450b9ffffffff,178.0,0.0,14.0,0.0
84450bbffffffff,5.0,0.0,0.0,0.0
84450bdffffffff,297.0,0.0,70.0,0.0
84450c1ffffffff,60.0,0.0,6.0,0.0
84450c3ffffffff,15.0,0.0,0.0,0.0
84450c5ffffffff,165.0,0.0,40.0,0.0
84450c7ffffffff,29.0,0.0,0.0,0.0
84450c9ffffffff,12.0,0.0,0.0,0.0
84450cbffffffff,2.0,0.0,0.0,0.0
84450cdffffffff,165.0,0.0,16.0,0.0
84450d1ffffffff,48.0,0.0,21.0,0.0
84450d3ffffffff,578.0,0.0,220.0,0.0
84450d5ffffffff,242.0,0.0,114.0,0.0
84450d7ffffffff,101.0,0.0,2.0,0.0
84450d9ffffffff,11.0,0.0,0.0,0.0
84450dbffffffff,15.0,0.0,9.0,0.0
84450ddffffffff,22.0,0.0,0.0,0.0
84450e1ffffffff,271.0,0.0,2.0,0.0
84450e3ffffffff,992.0,0.0,63.0,0.0
84450e7ffffffff,77.0,0.0,16.0,0.0
84450ebffffffff,520.0,0.0,77.0,0.0
844519bffffffff,252.0,0.0,52.0,0.0
8445201ffffffff,18.0,0.0,0.0,0.0
8445203ffffffff,282.0,0.0,55.0,0.0
8445205ffffffff,985.0,0.0,0.0,0.0
8445207ffffffff,1092.0,0.0,6.0,0.0
8445209ffffffff,234.0,0.0,0.0,0.0
844520bffffffff,63.0,0.0,3.0,0.0
844520dffffffff,1150.0,0.0,0.0,0.0
8445211ffffffff,60.0,0.0,0.0,0.0
8445213ffffffff,539.0,0.0,11.0,0.0
8445215ffffffff,3510.0,0.0,60.0,0.0
8445217ffffffff,727.0,0.0,4.0,0.0
8445219ffffffff,33.0,0.0,3.0,0.0
844521bffffffff,56.0,0.0,0.0,0.0
844521dffffffff,266.0,0.0,27.0,0.0
8445221ffffffff,690.0,0.0,0.0,0.0
8445223ffffffff,2.0,0.0,0.0,0.0
8445225ffffffff,2922.0,0.0,0.0,0.0
8445227ffffffff,4.0,0.0,0.0,0.0
8445229ffffffff,11.0,0.0,0.0,0.0
844522bffffffff,549.0,0.0,0.0,0.0
844522dffffffff,24.0,0.0,0.0,0.0
8445231ffffffff,102.0,0.0,17.0,0.0
8445233ffffffff,1588.0,0.0,77.0,0.0
8445237ffffffff,3.0,0.0,3.0,0.0
844523bffffffff,348.0,0.0,0.0,0.0
8445241ffffffff,82.0,0.0,0.0,0.0
8445243ffffffff,868.0,0.0,0.0,0.0
8445245ffffffff,85.0,0.0,0.0,0.0
8445247ffffffff,1226.0,0.0,0.0,0.0
8445249ffffffff,527.0,0.0,0.0,0.0
844524bffffffff,345.0,0.0,0.0,0.0
844524dffffffff,35.0,0.0,0.0,0.0
8445251ffffffff,216.0,0.0,74.0,0.0
8445253ffffffff,70.0,0.0,50.0,0.0
8445255ffffffff,564.0,0.0,2.0,0.0
8445257ffffffff,202.0,0.0,13.0,0.0
8445259ffffffff,2.0,0.0,0.0,0.0
844525bffffffff,622.0,0.0,259.0,0.0
844525dffffffff,68.0,21.0,0.0,0.0
8445261ffffffff,132.0,0.0,0.0,0.0
8445263ffffffff,1871.0,0.0,0.0,0.0
8445265ffffffff,10.0,0.0,0.0,0.0
8445267ffffffff,22.0,0.0,0.0,0.0
8445269ffffffff,193.0,0.0,0.0,0.0
844526bffffffff,1324.0,0.0,0.0,0.0
844526dffffffff,85.0,0.0,2.0,0.0
8445281ffffffff,27.0,0.0,2.0,0.0
8445283ffffffff,37.0,0.0,8.0,0.0
8445285ffffffff,49.0,0.0,5.0,0.0
8445287ffffffff,291.0,0.0,87.0,0.0
8445289ffffffff,832.0,0.0,0.0,0.0
844528bffffffff,2.0,0.0,0.0,0.0
844528dffffffff,198.0,0.0,28.0,0.0
8445291ffffffff,7.0,0.0,3.0,0.0
8445293ffffffff,7.0,0.0,0.0,0.0
8445295ffffffff,19.0,0.0,0.0,0.0
8445297ffffffff,112.0,0.0,0.0,0.0
8445299ffffffff,2.0,0.0,0.0,0.0
844529bffffffff,45.0,0.0,10.0,0.0
84452a1ffffffff,151.0,0.0,25.0,0.0
84452a3ffffffff,91.0,0.0,21.0,0.0
84452a5ffffffff,992.0,0.0,51.0,0.0
84452a7ffffffff,138.0,0.0,18.0,0.0
84452a9ffffffff,99.0,0.0,6.0,0.0
84452abffffffff,64.0,0.0,5.0,0.0
84452adffffffff,3312.0,0.0,460.0,0.0
84452b1ffffffff,1.0,0.0,0.0,0.0
84452b3ffffffff,17.0,0.0,0.0,0.0
84452b5ffffffff,36.0,0.0,0.0,0.0
84452b7ffffffff,1.0,0.0,0.0,0.0
84452b9ffffffff,181.0,0.0,44.0,0.0
84452bdffffffff,364.0,0.0,99.0,0.0
84452c1ffffffff,196.0,0.0,13.0,0.0
84452c3ffffffff,657.0,0.0,100.0,0.0
84452c5ffffffff,585.0,0.0,79.0,0.0
84452c7ffffffff,1838.0,0.0,211.0,0.0
84452c9ffffffff,176.0,0.0,63.0,0.0
84452cbffffffff,96.0,0.0,17.0,0.0
84452cdffffffff,20.0,0.0,0.0,0.0
84452d5ffffffff,23.0,0.0,0.0,0.0
84452d7ffffffff,8.0,0.0,0.0,0.0
84452d9ffffffff,78.0,0.0,11.0,0.0
84452dbffffffff,94.0,0.0,1.0,0.0
84452ddffffffff,27.0,0.0,0.0,0.0
84452e1ffffffff,8631.0,0.0,405.0,0.0
84452e3ffffffff,495.0,0.0,10.0,0.0
84452e5ffffffff,3488.0,0.0,214.0,0.0
84452e7ffffffff,354.0,0.0,6.0,0.0
84452e9ffffffff,227.0,0.0,15.0,0.0
84452ebffffffff,1945.0,0.0,255.0,0.0
84452edffffffff,65.0,0.0,0.0,0.0
8445303ffffffff,75.0,0.0,0.0,0.0
8445305ffffffff,4.0,0.0,0.0,0.0
8445307ffffffff,9.0,0.0,0.0,0.0
8445309ffffffff,26.0,0.0,0.0,0.0
844530dffffffff,15.0,0.0,0.0,0.0
8445313ffffffff,728.0,0.0,345.0,0.0
8445315ffffffff,7.0,0.0,0.0,0.0
8445317ffffffff,247.0,0.0,115.0,0.0
8445319ffffffff,275.0,0.0,1.0,0.0
844531bffffffff,247.0,0.0,82.0,0.0
844531dffffffff,9.0,0.0,0.0,0.0
8445321ffffffff,46.0,0.0,0.0,0.0
8445329ffffffff,2.0,0.0,0.0,0.0
844532bffffffff,136.0,0.0,0.0,0.0
8445341ffffffff,10.0,0.0,0.0,0.0
8445343ffffffff,203.0,0.0,0.0,0.0
8445347ffffffff,12.0,0.0,0.0,0.0
8445349ffffffff,11.0,0.0,0.0,0.0
844534bffffffff,1.0,0.0,0.0,0.0
844534dffffffff,12.0,0.0,0.0,0.0
8445351ffffffff,163.0,0.0,0.0,0.0
8445353ffffffff,363.0,0.0,0.0,0.0
8445355ffffffff,35.0,0.0,0.0,0.0
8445357ffffffff,47.0,0.0,0.0,0.0
8445359ffffffff,10.0,0.0,0.0,0.0
844535bffffffff,4.0,0.0,0.0,0.0
844535dffffffff,7.0,0.0,0.0,0.0
8445365ffffffff,2.0,0.0,0.0,0.0
8445649ffffffff,88.0,0.0,4.0,0.0
84456d9ffffffff,3.0,0.0,0.0,0.0
84456dbffffffff,57.0,2.0,0.0,0.0
8445721ffffffff,427.0,0.0,112.0,0.0
8445723ffffffff,21.0,0.0,10.0,0.0
8445725ffffffff,735.0,0.0,13.0,0.0
8445727ffffffff,190.0,0.0,82.0,0.0
8445729ffffffff,8.0,0.0,2.0,0.0
844572dffffffff,21.0,0.0,3.0,0.0
8445745ffffffff,2.0,0.0,0.0,0.0
8445749ffffffff,580.0,0.0,2.0,0.0
844574dffffffff,48.0,0.0,0.0,0.0
8445761ffffffff,123.0,0.0,4.0,0.0
8445765ffffffff,42.0,0.0,9.0,0.0
8445767ffffffff,121.0,0.0,3.0,0.0
8445769ffffffff,12.0,0.0,0.0,0.0
8448101ffffffff,46.0,0.0,0.0,0.0
8448107ffffffff,15.0,0.0,0.0,0.0
844810dffffffff,8.0,0.0,0.0,0.0
8448121ffffffff,38.0,0.0,0.0,0.0
8448127ffffffff,24.0,0.0,0.0,0.0
8448145ffffffff,25.0,0.0,0.0,0.0
8448147ffffffff,668.0,0.0,0.0,0.0
844814dffffffff,32.0,0.0,0.0,0.0
844815dffffffff,2.0,0.0,0.0,0.0
8448165ffffffff,17.0,0.0,0.0,0.0
8448169ffffffff,2.0,0.0,0.0,0.0
844816bffffffff,46.0,0.0,0.0,0.0
844816dffffffff,3.0,0.0,0.0,0.0
84481a1ffffffff,2.0,0.0,0.0,0.0
84481a7ffffffff,82.0,0.0,0.0,0.0
84481a9ffffffff,2.0,0.0,0.0,0.0
84481b5ffffffff,30.0,0.0,0.0,0.0
84481bdffffffff,5.0,0.0,0.0,0.0
84481edffffffff,1.0,0.0,0.0,0.0
8448801ffffffff,4.0,0.0,0.0,0.0
8448803ffffffff,119.0,2.0,0.0,0.0
8448805ffffffff,103.0,2.0,0.0,0.0
8448807ffffffff,41.0,0.0,0.0,0.0
844880dffffffff,2632.0,38.0,0.0,0.0
8448815ffffffff,129.0,2.0,0.0,0.0
8448817ffffffff,78.0,2.0,0.0,0.0
8448821ffffffff,63.0,0.0,0.0,0.0
8448823ffffffff,74.0,5.0,0.0,0.0
8448825ffffffff,1824.0,51.0,0.0,0.0
8448827ffffffff,237.0,5.0,0.0,0.0
8448829ffffffff,43.0,0.0,0.0,0.0
844882bffffffff,213.0,5.0,0.0,0.0
844882dffffffff,428.0,6.0,0.0,0.0
8448831ffffffff,536.0,13.0,0.0,0.0
8448833ffffffff,476.0,7.0,0.0,0.0
8448835ffffffff,166.0,0.0,0.0,0.0
8448837ffffffff,859.0,23.0,0.0,0.0
8448839ffffffff,164.0,6.0,0.0,0.0
844883bffffffff,81.0,3.0,0.0,0.0
844883dffffffff,49.0,4.0,0.0,0.0
8448841ffffffff,7.0,0.0,0.0,0.0
8448843ffffffff,4.0,0.0,0.0,0.0
8448845ffffffff,51.0,0.0,0.0,0.0
8448847ffffffff,2.0,0.0,0.0,0.0
8448849ffffffff,31.0,0.0,0.0,0.0
844884bffffffff,58.0,0.0,0.0,0.0
844884dffffffff,59.0,0.0,0.0,0.0
8448851ffffffff,2.0,0.0,0.0,0.0
8448853ffffffff,8.0,0.0,0.0,0.0
8448855ffffffff,27.0,0.0,0.0,0.0
8448859ffffffff,5.0,0.0,0.0,0.0
8448861ffffffff,266.0,8.0,0.0,0.0
8448863ffffffff,136.0,15.0,0.0,0.0
8448865ffffffff,216.0,3.0,0.0,0.0
8448867ffffffff,197.0,6.0,0.0,0.0
8448869ffffffff,458.0,34.0,0.0,0.0
844886bffffffff,777.0,29.0,0.0,0.0
844886dffffffff,158.0,0.0,0.0,0.0
8448881ffffffff,272.0,0.0,0.0,0.0
8448883ffffffff,2.0,0.0,0.0,0.0
8448885ffffffff,60.0,1.0,0.0,0.0
8448887ffffffff,33.0,4.0,0.0,0.0
8448889ffffffff,4.0,0.0,0.0,0.0
844888bffffffff,4.0,0.0,0.0,0.0
844888dffffffff,4.0,0.0,0.0,0.0
844889dffffffff,8.0,0.0,0.0,0.0
84488a1ffffffff,119.0,0.0,0.0,0.0
84488a3ffffffff,223.0,2.0,0.0,0.0
84488a5ffffffff,52.0,0.0,0.0,0.0
84488a7ffffffff,520.0,3.0,0.0,0.0
84488a9ffffffff,145.0,10.0,0.0,0.0
84488abffffffff,44.0,4.0,0.0,0.0
84488adffffffff,67.0,2.0,0.0,0.0
84488b1ffffffff,19.0,0.0,0.0,0.0
84488b3ffffffff,57.0,0.0,0.0,0.0
84488b5ffffffff,9.0,0.0,0.0,0.0
84488b7ffffffff,56.0,9.0,0.0,0.0
84488b9ffffffff,4.0,0.0,0.0,0.0
84488bbffffffff,7.0,0.0,0.0,0.0
84488bdffffffff,42.0,12.0,0.0,0.0
84488c7ffffffff,4.0,0.0,0.0,0.0
84488d1ffffffff,859.0,38.0,0.0,0.0
84488d3ffffffff,12.0,0.0,0.0,0.0
84488d5ffffffff,79.0,0.0,0.0,0.0
84488d7ffffffff,3.0,0.0,0.0,0.0
84488d9ffffffff,21.0,0.0,0.0,0.0
84488dbffffffff,31.0,1.0,0.0,0.0
84488e1ffffffff,191.0,0.0,0.0,0.0
84488e3ffffffff,48.0,0.0,0.0,0.0
84488e5ffffffff,61.0,4.0,0.0,0.0
84488e7ffffffff,6.0,0.0,0.0,0.0
84488e9ffffffff,825.0,20.0,0.0,0.0
84488ebffffffff,268.0,2.0,0.0,0.0
84488edffffffff,1044.0,25.0,0.0,0.0
8448903ffffffff,66.0,2.0,0.0,0.0
844890bffffffff,336.0,10.0,0.0,0.0
8448911ffffffff,212.0,1.0,0.0,0.0
8448913ffffffff,110.0,0.0,0.0,0.0
8448915ffffffff,29.0,1.0,0.0,0.0
8448917ffffffff,10.0,0.0,0.0,0.0
8448919ffffffff,306.0,6.0,0.0,0.0
844891bffffffff,437.0,7.0,0.0,0.0
844891dffffffff,535.0,0.0,0.0,0.0
8448951ffffffff,2162.0,70.0,0.0,0.0
8448953ffffffff,632.0,15.0,0.0,0.0
8448955ffffffff,2091.0,37.0,0.0,0.0
8448957ffffffff,359.0,7.0,0.0,0.0
8448959ffffffff,2449.0,43.0,0.0,0.0
844895bffffffff,401.0,10.0,0.0,0.0
844895dffffffff,2.0,0.0,0.0,0.0
8448981ffffffff,1325.0,27.0,0.0,0.0
8448983ffffffff,68.0,1.0,0.0,0.0
8448985ffffffff,64.0,2.0,0.0,0.0
8448987ffffffff,16.0,0.0,0.0,0.0
8448989ffffffff,221.0,0.0,0.0,0.0
844898bffffffff,135.0,0.0,0.0,0.0
844898dffffffff,2346.0,26.0,0.0,0.0
8448991ffffffff,16.0,0.0,0.0,0.0
8448993ffffffff,49.0,2.0,0.0,0.0
8448995ffffffff,20.0,0.0,0.0,0.0
8448997ffffffff,53.0,0.0,0.0,0.0
8448999ffffffff,186.0,6.0,0.0,0.0
844899bffffffff,89.0,2.0,0.0,0.0
844899dffffffff,98.0,2.0,0.0,0.0
84489b1ffffffff,6.0,0.0,0.0,0.0
84489b3ffffffff,1.0,0.0,0.0,0.0
84489b5ffffffff,3.0,0.0,0.0,0.0
84489b7ffffffff,4.0,0.0,0.0,0.0
84489b9ffffffff,22.0,0.0,0.0,0.0
84489bbffffffff,2.0,0.0,0.0,0.0
84489c1ffffffff,5650.0,138.0,0.0,0.0
84489c3ffffffff,2756.0,31.0,0.0,0.0
84489c5ffffffff,2234.0,3.0,0.0,0.0
84489c7ffffffff,1156.0,3.0,0.0,0.0
84489c9ffffffff,959.0,26.0,0.0,0.0
84489cbffffffff,223.0,1.0,0.0,0.0
84489cdffffffff,402.0,18.0,0.0,0.0
84489d1ffffffff,382.0,10.0,0.0,0.0
84489d3ffffffff,1403.0,70.0,0.0,0.0
84489d5ffffffff,186.0,0.0,0.0,0.0
84489d7ffffffff,93.0,2.0,0.0,0.0
84489d9ffffffff,342.0,8.0,0.0,0.0
84489dbffffffff,16.0,2.0,0.0,0.0
84489ddffffffff,603.0,5.0,0.0,0.0
84489e3ffffffff,534.0,0.0,0.0,0.0
84489e9ffffffff,18.0,0.0,0.0,0.0
84489ebffffffff,1108.0,21.0,0.0,0.0
84489edffffffff,4.0,0.0,0.0,0.0
8448a01ffffffff,15.0,0.0,0.0,0.0
8448a03ffffffff,4.0,0.0,0.0,0.0
8448a05ffffffff,296.0,0.0,0.0,0.0
8448a07ffffffff,482.0,0.0,0.0,0.0
8448a09ffffffff,4.0,0.0,0.0,0.0
8448a0dffffffff,2.0,0.0,0.0,0.0
8448a11ffffffff,1.0,0.0,0.0,0.0
8448a1dffffffff,5.0,0.0,0.0,0.0
8448a21ffffffff,2547.0,0.0,0.0,0.0
8448a23ffffffff,56.0,0.0,0.0,0.0
8448a25ffffffff,12.0,0.0,0.0,0.0
8448a27ffffffff,800.0,0.0,0.0,0.0
8448a29ffffffff,77.0,0.0,0.0,0.0
8448a2bffffffff,64.0,0.0,0.0,0.0
8448a2dffffffff,92.0,0.0,0.0,0.0
8448a35ffffffff,14.0,0.0,0.0,0.0
8448a39ffffffff,4.0,0.0,0.0,0.0
8448a3dffffffff,3.0,0.0,0.0,0.0
8448a61ffffffff,2.0,0.0,0.0,0.0
8448a63ffffffff,116.0,0.0,0.0,0.0
8448a67ffffffff,14.0,0.0,0.0,0.0
8448a69ffffffff,2.0,0.0,0.0,0.0
8448a6bffffffff,21.0,0.0,0.0,0.0
8448a6dffffffff,2.0,0.0,0.0,0.0
8448ab1ffffffff,2.0,0.0,0.0,0.0
8448ab3ffffffff,848.0,26.0,0.0,0.0
8448ab7ffffffff,2060.0,78.0,0.0,0.0
8448ae5ffffffff,4.0,0.0,0.0,0.0
8448ae9ffffffff,2.0,0.0,0.0,0.0
8448b01ffffffff,2.0,0.0,0.0,0.0
8448b03ffffffff,2.0,0.0,0.0,0.0
8448b0bffffffff,1.0,0.0,0.0,0.0
8448b13ffffffff,6829.0,377.0,0.0,0.0
8448b15ffffffff,12780.0,663.0,0.0,0.0
8448b17ffffffff,567.0,49.0,0.0,0.0
8448b19ffffffff,47.0,0.0,0.0,0.0
8448b1bffffffff,55.0,0.0,0.0,0.0
8448b1dffffffff,132.0,0.0,0.0,0.0
8448b23ffffffff,2881.0,273.0,0.0,0.0
8448b2bffffffff,4498.0,252.0,0.0,0.0
8448b31ffffffff,1600.0,44.0,0.0,0.0
8448b33ffffffff,522.0,18.0,0.0,0.0
8448b35ffffffff,308.0,14.0,0.0,0.0
8448b37ffffffff,1469.0,70.0,0.0,0.0
8448b39ffffffff,28726.0,1318.0,0.0,0.0
8448b3bffffffff,453.0,31.0,0.0,0.0
8448b3dffffffff,11245.0,573.0,0.0,0.0
8448b47ffffffff,3.0,0.0,0.0,0.0
8448b49ffffffff,1.0,0.0,0.0,0.0
8448b4dffffffff,19.0,0.0,0.0,0.0
8448b51ffffffff,35.0,0.0,0.0,0.0
8448b53ffffffff,5.0,0.0,0.0,0.0
8448b57ffffffff,3.0,0.0,0.0,0.0
8448b59ffffffff,10.0,0.0,0.0,0.0
8448b5bffffffff,223.0,0.0,0.0,0.0
8448d65ffffffff,3.0,0.0,0.0,0.0
8448f2bffffffff,1.0,0.0,0.0,0.0
8448f49ffffffff,14.0,0.0,0.0,0.0
8448f61ffffffff,166.0,67.0,0.0,0.0
8448f63ffffffff,3.0,2.0,0.0,0.0
8448f65ffffffff,21.0,10.0,0.0,0.0
8448f67ffffffff,236.0,19.0,0.0,0.0
8448f6bffffffff,1.0,0.0,0.0,0.0
8448f6dffffffff,8.0,0.0,0.0,0.0
8449801ffffffff,279.0,0.0,0.0,0.0
8449803ffffffff,45.0,0.0,0.0,0.0
8449807ffffffff,53.0,0.0,0.0,0.0
8449809ffffffff,18.0,0.0,0.0,0.0
844980bffffffff,942.0,0.0,0.0,0.0
844980dffffffff,6.0,0.0,0.0,0.0
8449811ffffffff,3.0,0.0,0.0,0.0
8449813ffffffff,3.0,0.0,0.0,0.0
8449815ffffffff,128.0,0.0,0.0,0.0
8449817ffffffff,1.0,0.0,0.0,0.0
8449819ffffffff,9.0,0.0,0.0,0.0
844981bffffffff,4.0,0.0,0.0,0.0
8449821ffffffff,52.0,3.0,0.0,0.0
8449823ffffffff,156.0,21.0,0.0,0.0
8449825ffffffff,24.0,0.0,0.0,0.0
8449827ffffffff,68.0,2.0,0.0,0.0
844982bffffffff,56.0,7.0,0.0,0.0
844982dffffffff,126.0,0.0,0.0,0.0
8449831ffffffff,232.0,4.0,0.0,0.0
8449833ffffffff,19.0,0.0,0.0,0.0
8449835ffffffff,6.0,0.0,0.0,0.0
8449837ffffffff,5.0,0.0,0.0,0.0
8449839ffffffff,20.0,0.0,0.0,0.0
844983bffffffff,56.0,0.0,0.0,0.0
844983dffffffff,360.0,27.0,0.0,0.0
8449851ffffffff,2.0,0.0,0.0,0.0
8449855ffffffff,32.0,0.0,0.0,0.0
8449857ffffffff,5.0,0.0,0.0,0.0
8449865ffffffff,6.0,2.0,0.0,0.0
844986dffffffff,1.0,0.0,0.0,0.0
8449881ffffffff,3.0,0.0,0.0,0.0
8449885ffffffff,66.0,0.0,0.0,0.0
8449887ffffffff,16.0,0.0,0.0,0.0
8449889ffffffff,8.0,0.0,0.0,0.0
844988bffffffff,2.0,0.0,0.0,0.0
844988dffffffff,159.0,0.0,0.0,0.0
84498a5ffffffff,2.0,0.0,0.0,0.0
84498b9ffffffff,2.0,0.0,0.0,0.0
84498bdffffffff,11.0,0.0,0.0,0.0
84498c1ffffffff,4.0,0.0,0.0,0.0
84498c5ffffffff,1.0,0.0,0.0,0.0
84498c7ffffffff,2.0,0.0,0.0,0.0
84498c9ffffffff,48.0,0.0,0.0,0.0
84498cdffffffff,4.0,0.0,0.0,0.0
84498e1ffffffff,19.0,0.0,0.0,0.0
84498e3ffffffff,198.0,3.0,0.0,0.0
84498e7ffffffff,2.0,0.0,0.0,0.0
84498e9ffffffff,9.0,0.0,0.0,0.0
84498ebffffffff,192.0,2.0,0.0,0.0
84498edffffffff,72.0,0.0,0.0,0.0
8449901ffffffff,47.0,0.0,0.0,0.0
8449903ffffffff,32.0,0.0,1.0,0.0
8449905ffffffff,24.0,0.0,5.0,0.0
8449907ffffffff,33.0,0.0,0.0,0.0
844990bffffffff,4.0,0.0,0.0,0.0
8449911ffffffff,23.0,0.0,2.0,0.0
8449913ffffffff,30.0,9.0,0.0,0.0
8449919ffffffff,19.0,3.0,0.0,0.0
844991bffffffff,6.0,0.0,0.0,0.0
844991dffffffff,19.0,0.0,8.0,0.0
8449929ffffffff,68.0,0.0,0.0,0.0
844992bffffffff,82.0,0.0,6.0,0.0
8449931ffffffff,14.0,0.0,0.0,0.0
8449933ffffffff,2.0,0.0,0.0,0.0
8449937ffffffff,6.0,0.0,0.0,0.0
8449939ffffffff,3.0,0.0,0.0,0.0
844993bffffffff,6.0,0.0,1.0,0.0
844993dffffffff,67.0,0.0,0.0,0.0
8449941ffffffff,3.0,0.0,0.0,0.0
8449945ffffffff,2.0,0.0,0.0,0.0
844994bffffffff,6.0,0.0,0.0,0.0
844994dffffffff,1.0,0.0,0.0,0.0
8449951ffffffff,63.0,8.0,0.0,0.0
8449953ffffffff,180.0,0.0,0.0,0.0
8449957ffffffff,41.0,3.0,0.0,0.0
