cell_id,Fulica americana,Fulica americana (Red-shielded),Fulica americana (White-shielded)
8412555ffffffff,2.0,0.0,0.0
8412565ffffffff,2.0,2.0,0.0
8412581ffffffff,14.0,1.0,0.0
8412583ffffffff,25.0,8.0,0.0
8412585ffffffff,1.0,0.0,0.0
841258bffffffff,8.0,0.0,0.0
841258dffffffff,7.0,0.0,0.0
8412591ffffffff,288.0,28.0,0.0
8412593ffffffff,83.0,4.0,0.0
8412595ffffffff,17.0,2.0,0.0
8412597ffffffff,322.0,29.0,0.0
8412599ffffffff,18.0,2.0,0.0
841259bffffffff,23.0,4.0,0.0
841259dffffffff,12.0,4.0,0.0
84125a3ffffffff,2.0,0.0,0.0
84125a5ffffffff,21.0,2.0,0.0
84125a9ffffffff,6.0,0.0,0.0
84125abffffffff,2.0,0.0,0.0
84125adffffffff,21.0,0.0,0.0
84125b3ffffffff,2.0,0.0,0.0
84125b7ffffffff,4.0,0.0,0.0
84125b9ffffffff,18.0,1.0,0.0
84125bbffffffff,41.0,2.0,0.0
84125c5ffffffff,2.0,0.0,0.0
84125c7ffffffff,5.0,2.0,0.0
84125cdffffffff,4.0,0.0,0.0
84125d1ffffffff,7.0,3.0,0.0
84125d3ffffffff,22.0,0.0,0.0
84125d5ffffffff,11.0,0.0,0.0
84125d7ffffffff,65.0,0.0,0.0
84125d9ffffffff,6.0,0.0,0.0
84125dbffffffff,37.0,2.0,0.0
84125ddffffffff,2.0,0.0,0.0
84125e1ffffffff,8.0,1.0,0.0
84125e3ffffffff,5.0,0.0,0.0
84125e5ffffffff,18.0,2.0,0.0
84125e7ffffffff,11.0,0.0,0.0
84125edffffffff,9.0,2.0,0.0
84126b1ffffffff,4.0,2.0,0.0
8412721ffffffff,8.0,4.0,0.0
8412723ffffffff,262.0,125.0,0.0
8412727ffffffff,2.0,0.0,0.0
8412805ffffffff,4.0,0.0,0.0
8412847ffffffff,8.0,4.0,0.0
8412851ffffffff,14.0,3.0,0.0
8412857ffffffff,11.0,0.0,0.0
841285dffffffff,2.0,2.0,0.0
8412885ffffffff,2.0,0.0,0.0
8412887ffffffff,18.0,0.0,0.0
8412891ffffffff,102.0,5.0,0.0
8412893ffffffff,58.0,0.0,0.0
8412895ffffffff,3.0,0.0,0.0
8412897ffffffff,21.0,0.0,0.0
8412899ffffffff,17.0,0.0,0.0
841289bffffffff,179.0,0.0,0.0
84128abffffffff,2.0,0.0,0.0
84128b1ffffffff,2.0,0.0,0.0
84128b9ffffffff,1.0,0.0,0.0
84128bdffffffff,2.0,0.0,0.0
84128d1ffffffff,3.0,0.0,0.0
84128d3ffffffff,30.0,0.0,0.0
84128d9ffffffff,2.0,0.0,0.0
84128dbffffffff,6.0,0.0,0.0
84128ddffffffff,1.0,0.0,0.0
84128e3ffffffff,2.0,0.0,0.0
8412a25ffffffff,1.0,0.0,0.0
8412a37ffffffff,4.0,0.0,0.0
8412a97ffffffff,2.0,0.0,0.0
8412a9dffffffff,4.0,0.0,0.0
8412aa3ffffffff,38.0,0.0,0.0
8412ab5ffffffff,74.0,9.0,0.0
8412ab7ffffffff,2.0,0.0,0.0
8412ad3ffffffff,2.0,0.0,0.0
8412ad7ffffffff,41.0,5.0,0.0
8412b01ffffffff,2.0,0.0,0.0
8412b03ffffffff,10.0,1.0,0.0
8412b49ffffffff,2.0,0.0,0.0
8412c01ffffffff,27.0,4.0,0.0
8412c03ffffffff,4.0,0.0,0.0
8412c05ffffffff,18.0,8.0,0.0
8412c07ffffffff,231.0,68.0,0.0
8412c09ffffffff,4.0,2.0,0.0
8412c0bffffffff,6.0,0.0,0.0
8412c11ffffffff,181.0,22.0,0.0
8412c13ffffffff,4.0,0.0,0.0
8412c17ffffffff,33.0,4.0,0.0
8412c1bffffffff,639.0,71.0,0.0
8412c1dffffffff,277.0,44.0,0.0
8412c21ffffffff,61.0,9.0,0.0
8412c23ffffffff,10.0,0.0,0.0
8412c33ffffffff,127.0,0.0,0.0
8412c35ffffffff,12.0,4.0,0.0
8412c37ffffffff,11.0,9.0,0.0
8412c39ffffffff,99.0,12.0,0.0
8412c3bffffffff,225.0,0.0,0.0
8412c47ffffffff,4.0,0.0,0.0
8412c53ffffffff,3.0,1.0,0.0
8412c59ffffffff,2.0,0.0,0.0
8412c5bffffffff,4.0,0.0,0.0
8412c81ffffffff,22.0,2.0,0.0
8412c83ffffffff,16.0,6.0,0.0
8412c85ffffffff,112.0,27.0,0.0
8412c87ffffffff,208.0,39.0,0.0
8412c89ffffffff,97.0,23.0,0.0
8412c8bffffffff,232.0,25.0,0.0
8412c8dffffffff,18.0,15.0,0.0
8412c91ffffffff,20.0,5.0,0.0
8412c93ffffffff,13.0,3.0,0.0
8412c95ffffffff,36.0,17.0,0.0
8412c97ffffffff,107.0,66.0,0.0
8412c99ffffffff,12.0,8.0,0.0
8412c9bffffffff,21.0,2.0,0.0
8412c9dffffffff,298.0,89.0,0.0
8412ca5ffffffff,21.0,1.0,0.0
8412ca7ffffffff,9.0,7.0,0.0
8412cabffffffff,35.0,12.0,0.0
8412cadffffffff,182.0,0.0,0.0
8412cb1ffffffff,125.0,37.0,0.0
8412cb3ffffffff,2.0,0.0,0.0
8412cb5ffffffff,27.0,4.0,0.0
8412cb9ffffffff,46.0,8.0,0.0
8412cbbffffffff,81.0,15.0,0.0
8412cbdffffffff,8.0,2.0,0.0
8412cc1ffffffff,2473.0,475.0,0.0
8412cc3ffffffff,25.0,4.0,0.0
8412cc5ffffffff,56.0,8.0,0.0
8412cc7ffffffff,170.0,42.0,0.0
8412cc9ffffffff,2559.0,620.0,0.0
8412ccbffffffff,17.0,4.0,0.0
8412ccdffffffff,4804.0,564.0,0.0
8412cd1ffffffff,4.0,0.0,0.0
8412cd3ffffffff,36.0,6.0,0.0
8412cd5ffffffff,102.0,3.0,0.0
8412cd7ffffffff,86.0,22.0,0.0
8412cd9ffffffff,469.0,115.0,0.0
8412cdbffffffff,111.0,14.0,0.0
8412cddffffffff,42.0,15.0,0.0
8412ce3ffffffff,61.0,33.0,0.0
8412ce5ffffffff,136.0,0.0,0.0
8412ce7ffffffff,40.0,0.0,0.0
8412cebffffffff,35.0,0.0,0.0
8412d01ffffffff,97.0,19.0,0.0
8412d03ffffffff,300.0,28.0,0.0
8412d05ffffffff,28.0,3.0,0.0
8412d07ffffffff,20.0,4.0,0.0
8412d0bffffffff,107.0,11.0,0.0
8412d0dffffffff,2.0,0.0,0.0
8412d11ffffffff,390.0,65.0,0.0
8412d15ffffffff,22.0,2.0,0.0
8412d17ffffffff,2340.0,271.0,0.0
8412d19ffffffff,480.0,150.0,0.0
8412d1dffffffff,22.0,3.0,0.0
8412d29ffffffff,33.0,21.0,0.0
8412d31ffffffff,5.0,5.0,0.0
8412d33ffffffff,201.0,20.0,0.0
8412d35ffffffff,6.0,0.0,0.0
8412d37ffffffff,271.0,55.0,0.0
8412d39ffffffff,267.0,95.0,0.0
8412d3bffffffff,182.0,16.0,0.0
8412d3dffffffff,91.0,19.0,0.0
8412d41ffffffff,128.0,0.0,0.0
8412d47ffffffff,26.0,3.0,0.0
8412d4dffffffff,10.0,0.0,0.0
8412d55ffffffff,4.0,4.0,0.0
8412d57ffffffff,23.0,6.0,0.0
8412d5dffffffff,8.0,8.0,0.0
8412d63ffffffff,77.0,30.0,0.0
8412d65ffffffff,8.0,5.0,0.0
8412d67ffffffff,7.0,0.0,0.0
8412d69ffffffff,15.0,1.0,0.0
8412d6bffffffff,51.0,2.0,0.0
8412d81ffffffff,11.0,5.0,0.0
8412d85ffffffff,46.0,22.0,0.0
8412d87ffffffff,174.0,67.0,0.0
8412d89ffffffff,46.0,5.0,0.0
8412d8dffffffff,54.0,9.0,0.0
8412d91ffffffff,4.0,0.0,0.0
8412d93ffffffff,12.0,3.0,0.0
8412d95ffffffff,215.0,124.0,0.0
8412d97ffffffff,61.0,19.0,0.0
8412d99ffffffff,2.0,0.0,0.0
8412d9bffffffff,7.0,0.0,0.0
8412d9dffffffff,270.0,86.0,0.0
8412da1ffffffff,9.0,7.0,0.0
8412da3ffffffff,4.0,0.0,0.0
8412da5ffffffff,186.0,74.0,0.0
8412da7ffffffff,112.0,34.0,0.0
8412da9ffffffff,55.0,26.0,0.0
8412dabffffffff,8.0,2.0,0.0
8412dadffffffff,33.0,20.0,0.0
8412db1ffffffff,238.0,40.0,0.0
8412db3ffffffff,328.0,20.0,0.0
8412db5ffffffff,225.0,85.0,0.0
8412db7ffffffff,940.0,159.0,0.0
8412db9ffffffff,201.0,39.0,0.0
8412dbbffffffff,16.0,8.0,0.0
8412dbdffffffff,87.0,27.0,0.0
8412dc1ffffffff,22.0,0.0,0.0
8412dc3ffffffff,489.0,60.0,0.0
8412dc5ffffffff,8.0,2.0,0.0
8412dc7ffffffff,121.0,25.0,0.0
8412dc9ffffffff,260.0,3.0,0.0
8412dcbffffffff,9.0,0.0,0.0
8412dd3ffffffff,71.0,0.0,0.0
8412dd5ffffffff,309.0,34.0,0.0
8412dd7ffffffff,269.0,53.0,0.0
8412dd9ffffffff,4.0,0.0,0.0
8412ddbffffffff,1614.0,0.0,0.0
8412dddffffffff,6.0,3.0,0.0
8412de3ffffffff,46.0,16.0,0.0
8412de5ffffffff,1685.0,262.0,0.0
8412de7ffffffff,304.0,121.0,0.0
8412dedffffffff,394.0,79.0,0.0
8412e07ffffffff,4.0,0.0,0.0
8412e11ffffffff,70.0,23.0,0.0
8412e13ffffffff,936.0,133.0,0.0
8412e15ffffffff,41.0,6.0,0.0
8412e17ffffffff,374.0,48.0,0.0
8412e19ffffffff,4.0,0.0,0.0
8412e1bffffffff,84.0,10.0,0.0
8412e21ffffffff,2.0,2.0,0.0
8412e23ffffffff,2.0,0.0,0.0
8412e25ffffffff,4.0,4.0,0.0
8412e27ffffffff,2.0,2.0,0.0
8412e2bffffffff,2.0,0.0,0.0
8412e31ffffffff,2.0,0.0,0.0
8412e33ffffffff,1.0,0.0,0.0
8412e39ffffffff,9.0,0.0,0.0
8412e3dffffffff,4.0,1.0,0.0
8412e4bffffffff,1.0,0.0,0.0
8412e4dffffffff,17.0,6.0,0.0
8412e53ffffffff,8.0,0.0,0.0
8412e59ffffffff,6.0,1.0,0.0
8412e5bffffffff,2.0,0.0,0.0
8412e69ffffffff,1.0,0.0,0.0
8412e81ffffffff,23.0,3.0,0.0
8412e83ffffffff,8.0,2.0,0.0
8412e85ffffffff,18.0,3.0,0.0
8412e87ffffffff,39.0,11.0,0.0
8412e89ffffffff,23.0,4.0,0.0
8412e8bffffffff,60.0,11.0,0.0
8412e8dffffffff,153.0,23.0,0.0
8412e93ffffffff,4.0,2.0,0.0
8412e95ffffffff,22.0,8.0,0.0
8412e97ffffffff,1.0,0.0,0.0
8412e99ffffffff,4.0,1.0,0.0
8412e9dffffffff,7.0,6.0,0.0
8412ea1ffffffff,123.0,41.0,0.0
8412ea3ffffffff,339.0,94.0,0.0
8412ea5ffffffff,101.0,24.0,0.0
8412ea7ffffffff,346.0,62.0,0.0
8412ea9ffffffff,112.0,22.0,0.0
8412eabffffffff,22.0,9.0,0.0
8412eadffffffff,19.0,6.0,0.0
8412eb1ffffffff,23.0,5.0,0.0
8412eb3ffffffff,17.0,2.0,0.0
8412eb5ffffffff,37.0,11.0,0.0
8412eb7ffffffff,27.0,6.0,0.0
8412eb9ffffffff,72.0,29.0,0.0
8412ebbffffffff,33.0,15.0,0.0
8412ebdffffffff,11.0,2.0,0.0
8412ec1ffffffff,1502.0,341.0,0.0
8412ec3ffffffff,60.0,16.0,0.0
8412ec5ffffffff,352.0,52.0,0.0
8412ec7ffffffff,314.0,42.0,0.0
8412ec9ffffffff,783.0,216.0,0.0
8412ecbffffffff,132.0,24.0,0.0
8412ecdffffffff,858.0,49.0,0.0
8412ed1ffffffff,6.0,4.0,0.0
8412ed3ffffffff,24.0,0.0,0.0
8412ed9ffffffff,41.0,12.0,0.0
8412edbffffffff,14.0,2.0,0.0
8412eddffffffff,7.0,7.0,0.0
8412ee1ffffffff,6.0,0.0,0.0
8412ee3ffffffff,111.0,13.0,0.0
8412ee7ffffffff,7.0,2.0,0.0
8412ee9ffffffff,33.0,0.0,0.0
8412eebffffffff,4.0,2.0,0.0
8412eedffffffff,20.0,2.0,0.0
8412f01ffffffff,16.0,0.0,0.0
8412f11ffffffff,5.0,1.0,0.0
8412f13ffffffff,38.0,2.0,0.0
8412f15ffffffff,67.0,19.0,0.0
8412f1bffffffff,9.0,0.0,0.0
8412f25ffffffff,4.0,0.0,0.0
8412f65ffffffff,13.0,0.0,0.0
8412f69ffffffff,3.0,0.0,0.0
8412f6dffffffff,470.0,82.0,0.0
8413529ffffffff,8.0,0.0,0.0
8413807ffffffff,2.0,0.0,0.0
8413829ffffffff,3.0,0.0,0.0
841382dffffffff,2.0,0.0,0.0
841385dffffffff,2.0,0.0,0.0
8413861ffffffff,63.0,0.0,0.0
84138c7ffffffff,11.0,0.0,0.0
84139c9ffffffff,2.0,0.0,0.0
84139e1ffffffff,2.0,0.0,0.0
84139edffffffff,1.0,0.0,0.0
8413a35ffffffff,10.0,0.0,0.0
8413b11ffffffff,5.0,0.0,0.0
8413b23ffffffff,2.0,0.0,0.0
8413b53ffffffff,2.0,0.0,0.0
841d243ffffffff,12.0,0.0,0.0
8426001ffffffff,10.0,8.0,0.0
8426003ffffffff,11.0,7.0,0.0
8426005ffffffff,17.0,2.0,0.0
8426007ffffffff,5.0,0.0,0.0
8426009ffffffff,106.0,25.0,0.0
842600bffffffff,230.0,81.0,0.0
842600dffffffff,40.0,2.0,0.0
8426013ffffffff,28.0,0.0,0.0
8426015ffffffff,49.0,17.0,0.0
8426017ffffffff,172.0,6.0,0.0
842601dffffffff,8.0,7.0,0.0
8426021ffffffff,4.0,0.0,0.0
8426025ffffffff,14.0,4.0,0.0
8426027ffffffff,7.0,0.0,0.0
8426029ffffffff,25.0,6.0,0.0
842602bffffffff,40.0,20.0,0.0
842602dffffffff,2.0,0.0,0.0
8426031ffffffff,35.0,0.0,0.0
8426033ffffffff,39.0,0.0,0.0
8426035ffffffff,12.0,0.0,0.0
8426039ffffffff,292.0,37.0,0.0
842603bffffffff,16.0,0.0,0.0
842603dffffffff,40.0,5.0,0.0
8426041ffffffff,67.0,24.0,0.0
8426043ffffffff,78.0,6.0,0.0
8426045ffffffff,4.0,0.0,0.0
8426047ffffffff,31.0,12.0,0.0
8426049ffffffff,13.0,0.0,0.0
842604bffffffff,50.0,11.0,0.0
842604dffffffff,22.0,0.0,0.0
8426051ffffffff,55.0,5.0,0.0
8426053ffffffff,19.0,0.0,0.0
8426055ffffffff,16.0,1.0,0.0
8426057ffffffff,28.0,3.0,0.0
8426059ffffffff,59.0,7.0,0.0
842605bffffffff,76.0,4.0,0.0
842605dffffffff,74.0,1.0,0.0
8426061ffffffff,21.0,18.0,0.0
8426063ffffffff,24.0,6.0,0.0
8426065ffffffff,4.0,0.0,0.0
8426067ffffffff,66.0,39.0,0.0
8426069ffffffff,33.0,0.0,0.0
842606bffffffff,8.0,0.0,0.0
842606dffffffff,19.0,6.0,0.0
8426085ffffffff,53.0,7.0,0.0
8426087ffffffff,13.0,5.0,0.0
842608bffffffff,6.0,0.0,0.0
842608dffffffff,77.0,15.0,0.0
8426091ffffffff,3.0,3.0,0.0
8426093ffffffff,14.0,14.0,0.0
8426095ffffffff,41.0,32.0,0.0
8426097ffffffff,6.0,6.0,0.0
8426099ffffffff,3.0,0.0,0.0
842609bffffffff,5.0,5.0,0.0
842609dffffffff,3.0,0.0,0.0
84260a1ffffffff,438.0,0.0,0.0
84260a3ffffffff,15.0,0.0,0.0
84260a5ffffffff,43.0,4.0,0.0
84260a7ffffffff,2.0,1.0,0.0
84260a9ffffffff,77.0,5.0,0.0
84260abffffffff,4.0,0.0,0.0
84260adffffffff,295.0,3.0,0.0
84260b1ffffffff,47.0,13.0,0.0
84260b3ffffffff,154.0,86.0,0.0
84260b5ffffffff,18.0,6.0,0.0
84260b7ffffffff,56.0,25.0,0.0
84260b9ffffffff,1029.0,357.0,0.0
84260bbffffffff,113.0,76.0,0.0
84260bdffffffff,8.0,0.0,0.0
84260c1ffffffff,28.0,2.0,0.0
84260c9ffffffff,14.0,0.0,0.0
84260cbffffffff,99.0,2.0,0.0
84260d1ffffffff,26.0,0.0,0.0
84260d3ffffffff,3.0,0.0,0.0
84260d5ffffffff,2.0,0.0,0.0
84260d7ffffffff,5.0,1.0,0.0
84260d9ffffffff,218.0,11.0,0.0
84260dbffffffff,7.0,0.0,0.0
84260ddffffffff,29.0,2.0,0.0
84260e1ffffffff,22.0,2.0,0.0
84260e3ffffffff,254.0,1.0,0.0
84260e5ffffffff,10.0,0.0,0.0
84260e7ffffffff,60.0,0.0,0.0
84260e9ffffffff,14.0,0.0,0.0
84260ebffffffff,38.0,5.0,0.0
84260edffffffff,19.0,2.0,0.0
8426107ffffffff,25.0,13.0,0.0
8426109ffffffff,2.0,0.0,0.0
842610dffffffff,7.0,3.0,0.0
8426111ffffffff,4.0,0.0,0.0
8426113ffffffff,14.0,0.0,0.0
8426115ffffffff,28.0,2.0,0.0
8426117ffffffff,26.0,7.0,0.0
8426119ffffffff,4.0,0.0,0.0
842611bffffffff,12.0,0.0,0.0
842611dffffffff,8.0,2.0,0.0
8426123ffffffff,31.0,2.0,0.0
8426125ffffffff,21.0,10.0,0.0
8426127ffffffff,11.0,0.0,0.0
842612bffffffff,13.0,0.0,0.0
842612dffffffff,7.0,0.0,0.0
8426131ffffffff,2.0,0.0,0.0
8426133ffffffff,9.0,0.0,0.0
8426135ffffffff,18.0,2.0,0.0
8426137ffffffff,35.0,0.0,0.0
8426139ffffffff,1.0,0.0,0.0
842613bffffffff,5.0,0.0,0.0
8426141ffffffff,11.0,0.0,0.0
8426143ffffffff,5.0,0.0,0.0
8426145ffffffff,4.0,0.0,0.0
8426147ffffffff,15.0,2.0,0.0
8426149ffffffff,1.0,0.0,0.0
842614bffffffff,26.0,2.0,0.0
8426151ffffffff,2.0,0.0,0.0
8426153ffffffff,2.0,2.0,0.0
8426155ffffffff,1.0,0.0,0.0
8426157ffffffff,4.0,0.0,0.0
8426159ffffffff,19.0,2.0,0.0
842615bffffffff,29.0,7.0,0.0
842615dffffffff,25.0,5.0,0.0
8426161ffffffff,6.0,2.0,0.0
8426163ffffffff,59.0,6.0,0.0
8426165ffffffff,72.0,22.0,0.0
8426167ffffffff,4.0,0.0,0.0
842616bffffffff,37.0,14.0,0.0
842616dffffffff,28.0,2.0,0.0
8426181ffffffff,7.0,0.0,0.0
8426183ffffffff,43.0,9.0,0.0
8426185ffffffff,7.0,2.0,0.0
8426187ffffffff,41.0,0.0,0.0
8426189ffffffff,5.0,0.0,0.0
842618bffffffff,7.0,0.0,0.0
842618dffffffff,4.0,2.0,0.0
8426191ffffffff,33.0,0.0,0.0
8426193ffffffff,3.0,0.0,0.0
8426197ffffffff,35.0,0.0,0.0
8426199ffffffff,42.0,0.0,0.0
842619bffffffff,2.0,0.0,0.0
842619dffffffff,72.0,0.0,0.0
84261a3ffffffff,3.0,2.0,0.0
84261a5ffffffff,4.0,0.0,0.0
84261a7ffffffff,19.0,2.0,0.0
84261a9ffffffff,6.0,0.0,0.0
84261abffffffff,2.0,0.0,0.0
84261adffffffff,34.0,10.0,0.0
84261b1ffffffff,47.0,0.0,0.0
84261b3ffffffff,56.0,17.0,0.0
84261b5ffffffff,27.0,19.0,0.0
84261b7ffffffff,59.0,21.0,0.0
84261b9ffffffff,19.0,0.0,0.0
84261bbffffffff,2.0,0.0,0.0
84261bdffffffff,1.0,0.0,0.0
84261c5ffffffff,15.0,7.0,0.0
84261c7ffffffff,11.0,9.0,0.0
84261cbffffffff,2.0,0.0,0.0
84261cdffffffff,15.0,0.0,0.0
84261d1ffffffff,6.0,0.0,0.0
84261d3ffffffff,77.0,0.0,0.0
84261d7ffffffff,13.0,0.0,0.0
84261d9ffffffff,6.0,0.0,0.0
84261dbffffffff,66.0,0.0,0.0
84261e1ffffffff,1.0,0.0,0.0
84261e5ffffffff,5.0,0.0,0.0
84261e7ffffffff,35.0,0.0,0.0
84261e9ffffffff,5.0,2.0,0.0
84261edffffffff,6.0,2.0,0.0
8426201ffffffff,32.0,2.0,0.0
8426203ffffffff,26.0,0.0,0.0
8426205ffffffff,343.0,26.0,0.0
8426207ffffffff,64.0,6.0,0.0
842620bffffffff,140.0,2.0,0.0
842620dffffffff,78.0,12.0,0.0
8426211ffffffff,33.0,3.0,0.0
8426213ffffffff,210.0,25.0,0.0
8426215ffffffff,60.0,2.0,0.0
8426217ffffffff,8.0,0.0,0.0
8426219ffffffff,230.0,45.0,0.0
842621bffffffff,195.0,21.0,0.0
842621dffffffff,103.0,6.0,0.0
8426221ffffffff,48.0,5.0,0.0
8426223ffffffff,95.0,12.0,0.0
8426225ffffffff,27.0,2.0,0.0
8426227ffffffff,44.0,3.0,0.0
8426229ffffffff,33.0,2.0,0.0
842622bffffffff,143.0,26.0,0.0
842622dffffffff,65.0,6.0,0.0
8426231ffffffff,143.0,30.0,0.0
8426233ffffffff,117.0,13.0,0.0
8426235ffffffff,226.0,54.0,0.0
8426237ffffffff,193.0,2.0,0.0
8426239ffffffff,15.0,2.0,0.0
842623bffffffff,26.0,7.0,0.0
842623dffffffff,164.0,23.0,0.0
8426241ffffffff,15.0,0.0,0.0
8426243ffffffff,4.0,0.0,0.0
8426245ffffffff,168.0,40.0,0.0
8426247ffffffff,5.0,0.0,0.0
8426249ffffffff,70.0,1.0,0.0
842624bffffffff,6.0,0.0,0.0
842624dffffffff,15.0,2.0,0.0
8426251ffffffff,12.0,4.0,0.0
8426253ffffffff,6.0,1.0,0.0
8426257ffffffff,62.0,37.0,0.0
8426259ffffffff,5.0,0.0,0.0
842625bffffffff,21.0,4.0,0.0
842625dffffffff,7.0,0.0,0.0
8426261ffffffff,30.0,0.0,0.0
8426263ffffffff,24.0,2.0,0.0
8426265ffffffff,55.0,6.0,0.0
8426267ffffffff,18.0,2.0,0.0
8426269ffffffff,73.0,11.0,0.0
842626bffffffff,18.0,1.0,0.0
842626dffffffff,270.0,67.0,0.0
8426281ffffffff,108.0,19.0,0.0
8426283ffffffff,29.0,0.0,0.0
8426285ffffffff,31.0,10.0,0.0
8426287ffffffff,9.0,0.0,0.0
8426289ffffffff,165.0,12.0,0.0
842628dffffffff,72.0,1.0,0.0
8426291ffffffff,132.0,60.0,0.0
8426293ffffffff,26.0,6.0,0.0
8426295ffffffff,24.0,4.0,0.0
8426297ffffffff,2.0,1.0,0.0
8426299ffffffff,53.0,21.0,0.0
842629bffffffff,3.0,3.0,0.0
84262a1ffffffff,32.0,0.0,0.0
84262a7ffffffff,8.0,1.0,0.0
84262a9ffffffff,10.0,0.0,0.0
84262abffffffff,1.0,1.0,0.0
84262adffffffff,33.0,4.0,0.0
84262b1ffffffff,43.0,13.0,0.0
84262b3ffffffff,264.0,8.0,0.0
84262b7ffffffff,24.0,6.0,0.0
84262b9ffffffff,12.0,2.0,0.0
84262bbffffffff,17.0,8.0,0.0
84262c1ffffffff,602.0,126.0,0.0
84262c3ffffffff,302.0,24.0,0.0
84262c5ffffffff,67.0,21.0,0.0
84262c7ffffffff,182.0,14.0,0.0
84262c9ffffffff,1075.0,267.0,0.0
84262cbffffffff,48.0,18.0,0.0
84262cdffffffff,3087.0,531.0,0.0
84262d1ffffffff,2.0,0.0,0.0
84262d5ffffffff,16.0,2.0,0.0
84262d7ffffffff,2.0,0.0,0.0
84262d9ffffffff,174.0,72.0,0.0
84262dbffffffff,205.0,70.0,0.0
84262ddffffffff,181.0,10.0,0.0
84262e1ffffffff,160.0,7.0,0.0
84262e3ffffffff,46.0,6.0,0.0
84262e5ffffffff,31.0,5.0,0.0
84262e7ffffffff,76.0,20.0,0.0
84262e9ffffffff,69.0,18.0,0.0
84262ebffffffff,34.0,12.0,0.0
84262edffffffff,34.0,3.0,0.0
8426301ffffffff,31.0,1.0,0.0
8426303ffffffff,18.0,2.0,0.0
8426305ffffffff,10.0,2.0,0.0
8426307ffffffff,37.0,24.0,0.0
8426309ffffffff,59.0,17.0,0.0
842630bffffffff,47.0,22.0,0.0
842630dffffffff,56.0,0.0,0.0
8426311ffffffff,13.0,4.0,0.0
8426313ffffffff,3.0,1.0,0.0
8426315ffffffff,22.0,3.0,0.0
8426317ffffffff,7.0,4.0,0.0
8426319ffffffff,37.0,1.0,0.0
842631dffffffff,13.0,0.0,0.0
842632bffffffff,10.0,4.0,0.0
842632dffffffff,1.0,0.0,0.0
8426331ffffffff,47.0,4.0,0.0
8426333ffffffff,13.0,0.0,0.0
8426335ffffffff,12.0,0.0,0.0
8426337ffffffff,108.0,16.0,0.0
8426339ffffffff,10.0,1.0,0.0
842633bffffffff,20.0,5.0,0.0
842633dffffffff,14.0,7.0,0.0
8426341ffffffff,626.0,236.0,0.0
