cell_id,Dicrurus adsimilis,Dicrurus adsimilis apivorus,Dicrurus adsimilis [adsimilis Group],Dicrurus adsimilis divaricatus/lugubris
837a73fffffffff,4.0,0.0,0.0,0.0
837a74fffffffff,2.0,0.0,0.0,0.0
837a75fffffffff,1.0,0.0,0.0,0.0
837ac1fffffffff,3.0,0.0,0.0,0.0
837ac8fffffffff,97.0,0.0,1.0,0.0
837ac9fffffffff,2.0,0.0,0.0,2.0
837accfffffffff,5.0,0.0,0.0,0.0
837acdfffffffff,28.0,0.0,0.0,0.0
837ad9fffffffff,158.0,0.0,1.0,4.0
837ae8fffffffff,44.0,0.0,0.0,0.0
837ae9fffffffff,84.0,0.0,0.0,0.0
837aeafffffffff,20.0,0.0,0.0,0.0
837aedfffffffff,22.0,0.0,0.0,0.0
837b48fffffffff,133.0,0.0,4.0,0.0
837b49fffffffff,4.0,0.0,0.0,0.0
837b4afffffffff,111.0,0.0,0.0,0.0
837b4bfffffffff,142.0,0.0,16.0,0.0
837b4cfffffffff,32.0,0.0,0.0,0.0
837b4dfffffffff,5.0,0.0,0.0,0.0
837b59fffffffff,569.0,0.0,0.0,0.0
837b5bfffffffff,26.0,0.0,0.0,0.0
837b68fffffffff,4.0,0.0,0.0,0.0
837b6bfffffffff,41.0,0.0,0.0,0.0
838304fffffffff,8.0,0.0,0.0,0.0
838310fffffffff,1.0,0.0,0.0,0.0
838311fffffffff,10.0,2.0,0.0,0.0
838312fffffffff,10.0,0.0,0.0,0.0
838315fffffffff,4.0,0.0,0.0,0.0
83831efffffffff,11.0,1.0,0.0,0.0
838320fffffffff,9.0,0.0,0.0,0.0
838326fffffffff,4.0,0.0,0.0,0.0
838330fffffffff,1.0,0.0,0.0,0.0
838332fffffffff,3.0,0.0,0.0,0.0
838333fffffffff,20.0,5.0,0.0,0.0
838336fffffffff,1.0,0.0,0.0,0.0
838386fffffffff,1.0,0.0,0.0,0.0
8383a5fffffffff,1.0,0.0,0.0,0.0
8383acfffffffff,6.0,1.0,0.0,0.0
8383adfffffffff,6.0,0.0,0.0,0.0
8383b2fffffffff,1.0,0.0,0.0,0.0
839600fffffffff,31.0,0.0,0.0,0.0
839601fffffffff,10.0,0.0,0.0,0.0
839602fffffffff,31.0,0.0,0.0,0.0
839603fffffffff,1.0,0.0,0.0,0.0
839604fffffffff,11.0,0.0,0.0,0.0
839605fffffffff,4.0,0.0,0.0,0.0
839608fffffffff,10.0,0.0,0.0,0.0
839609fffffffff,16.0,0.0,0.0,0.0
83960afffffffff,2.0,0.0,0.0,0.0
83960bfffffffff,42.0,0.0,0.0,0.0
83960cfffffffff,2.0,0.0,0.0,0.0
83960efffffffff,12.0,0.0,0.0,0.0
839614fffffffff,52.0,0.0,0.0,0.0
839615fffffffff,26.0,0.0,0.0,0.0
839616fffffffff,1.0,0.0,0.0,0.0
839620fffffffff,109.0,0.0,0.0,0.0
839621fffffffff,46.0,0.0,2.0,0.0
839622fffffffff,19.0,0.0,0.0,0.0
839623fffffffff,214.0,0.0,0.0,0.0
839624fffffffff,3.0,0.0,0.0,0.0
839625fffffffff,4.0,0.0,0.0,0.0
839626fffffffff,37.0,0.0,0.0,0.0
839628fffffffff,71.0,0.0,0.0,0.0
839629fffffffff,7.0,0.0,0.0,0.0
83962bfffffffff,30.0,0.0,0.0,0.0
83962cfffffffff,134.0,0.0,22.0,0.0
83962dfffffffff,21.0,0.0,1.0,0.0
83962efffffffff,45.0,0.0,0.0,0.0
839631fffffffff,4.0,0.0,0.0,0.0
839632fffffffff,2.0,0.0,0.0,0.0
839633fffffffff,147.0,0.0,0.0,0.0
839635fffffffff,2.0,0.0,0.0,0.0
839636fffffffff,50.0,0.0,0.0,0.0
839640fffffffff,1.0,0.0,0.0,0.0
839644fffffffff,1.0,0.0,0.0,0.0
839646fffffffff,3.0,0.0,0.0,0.0
83964cfffffffff,3.0,0.0,0.0,0.0
83964dfffffffff,1.0,0.0,0.0,0.0
839656fffffffff,4.0,0.0,0.0,0.0
839662fffffffff,2.0,0.0,0.0,0.0
839666fffffffff,6.0,0.0,0.0,0.0
839670fffffffff,10.0,0.0,0.0,0.0
839672fffffffff,2.0,0.0,0.0,0.0
839675fffffffff,10.0,0.0,0.0,0.0
839680fffffffff,2.0,0.0,0.0,0.0
839681fffffffff,4.0,0.0,0.0,0.0
839683fffffffff,4.0,0.0,0.0,0.0
839686fffffffff,6.0,0.0,0.0,0.0
839688fffffffff,2.0,0.0,0.0,0.0
83968cfffffffff,4.0,0.0,0.0,0.0
83968dfffffffff,2.0,0.0,0.0,0.0
839690fffffffff,464.0,0.0,4.0,0.0
839692fffffffff,672.0,0.0,2.0,0.0
839693fffffffff,493.0,0.0,0.0,0.0
83969afffffffff,77.0,0.0,0.0,0.0
83969efffffffff,6.0,0.0,0.0,0.0
8396a2fffffffff,39.0,0.0,0.0,0.0
8396a3fffffffff,15.0,0.0,0.0,0.0
8396a5fffffffff,19.0,0.0,0.0,0.0
8396a8fffffffff,5.0,0.0,0.0,0.0
8396a9fffffffff,1.0,0.0,0.0,0.0
8396aafffffffff,6.0,0.0,0.0,0.0
8396abfffffffff,3.0,0.0,0.0,0.0
8396acfffffffff,2.0,0.0,0.0,0.0
8396b0fffffffff,72.0,0.0,0.0,0.0
8396b1fffffffff,234.0,0.0,0.0,0.0
8396b2fffffffff,4.0,0.0,0.0,0.0
8396b4fffffffff,26.0,0.0,0.0,0.0
8396b5fffffffff,3.0,0.0,0.0,0.0
8396b6fffffffff,73.0,0.0,0.0,0.0
8396e4fffffffff,2.0,0.0,0.0,0.0
839701fffffffff,30.0,0.0,13.0,0.0
839702fffffffff,37.0,0.0,0.0,0.0
839703fffffffff,42.0,0.0,0.0,0.0
839705fffffffff,32.0,0.0,0.0,0.0
839706fffffffff,8.0,0.0,0.0,0.0
839708fffffffff,7.0,0.0,0.0,0.0
83970afffffffff,12.0,0.0,0.0,0.0
83970cfffffffff,11.0,0.0,0.0,0.0
83970dfffffffff,14.0,0.0,0.0,0.0
83970efffffffff,2.0,0.0,0.0,0.0
839710fffffffff,49.0,0.0,0.0,0.0
839711fffffffff,402.0,0.0,0.0,0.0
839713fffffffff,7.0,0.0,0.0,0.0
839715fffffffff,21.0,0.0,0.0,0.0
839719fffffffff,120.0,0.0,23.0,0.0
83971bfffffffff,3.0,0.0,0.0,0.0
83971cfffffffff,18.0,0.0,0.0,0.0
83971dfffffffff,15.0,0.0,0.0,0.0
839721fffffffff,2.0,0.0,0.0,0.0
839724fffffffff,10.0,0.0,0.0,0.0
839725fffffffff,20.0,0.0,0.0,0.0
839728fffffffff,237.0,0.0,0.0,0.0
839729fffffffff,78.0,0.0,0.0,0.0
83972afffffffff,4.0,0.0,0.0,0.0
83972cfffffffff,545.0,0.0,0.0,0.0
83972dfffffffff,48.0,0.0,0.0,0.0
83972efffffffff,454.0,0.0,0.0,0.0
839731fffffffff,17.0,0.0,0.0,0.0
839735fffffffff,11.0,0.0,0.0,0.0
839740fffffffff,94.0,0.0,0.0,0.0
839741fffffffff,315.0,0.0,0.0,0.0
839742fffffffff,1.0,0.0,0.0,0.0
839743fffffffff,545.0,0.0,0.0,0.0
839744fffffffff,11.0,0.0,0.0,0.0
839745fffffffff,85.0,0.0,0.0,0.0
839746fffffffff,8.0,0.0,0.0,0.0
839748fffffffff,14.0,0.0,0.0,0.0
83974afffffffff,709.0,27.0,0.0,0.0
83974bfffffffff,202.0,10.0,0.0,0.0
83974efffffffff,221.0,0.0,0.0,0.0
839750fffffffff,157.0,0.0,0.0,0.0
839751fffffffff,1002.0,0.0,0.0,0.0
839752fffffffff,1.0,0.0,0.0,0.0
839753fffffffff,17.0,0.0,3.0,0.0
839754fffffffff,53.0,0.0,0.0,0.0
839755fffffffff,22.0,0.0,0.0,0.0
839758fffffffff,26.0,0.0,0.0,0.0
83975cfffffffff,469.0,5.0,0.0,0.0
83975dfffffffff,125.0,5.0,0.0,0.0
83975efffffffff,117.0,0.0,0.0,0.0
839763fffffffff,5.0,0.0,0.0,0.0
839768fffffffff,19.0,0.0,0.0,0.0
83976afffffffff,3.0,0.0,0.0,0.0
839770fffffffff,16.0,0.0,0.0,0.0
839771fffffffff,2.0,0.0,0.0,0.0
839772fffffffff,54.0,0.0,0.0,0.0
839773fffffffff,8.0,0.0,0.0,0.0
839774fffffffff,4.0,0.0,0.0,0.0
839775fffffffff,22.0,0.0,0.0,0.0
839776fffffffff,2.0,0.0,0.0,0.0
839782fffffffff,10.0,0.0,0.0,0.0
839789fffffffff,1.0,0.0,0.0,0.0
83978bfffffffff,19.0,0.0,0.0,0.0
83978dfffffffff,35.0,0.0,0.0,0.0
83978efffffffff,6.0,0.0,0.0,0.0
839791fffffffff,3.0,0.0,0.0,0.0
839793fffffffff,2.0,0.0,0.0,0.0
839799fffffffff,11.0,0.0,0.0,0.0
83979dfffffffff,3.0,0.0,0.0,0.0
83979efffffffff,3.0,0.0,0.0,0.0
8397a8fffffffff,47.0,0.0,0.0,0.0
8397aafffffffff,55.0,0.0,0.0,0.0
8397abfffffffff,3.0,0.0,0.0,0.0
83ac12fffffffff,7.0,0.0,0.0,0.0
83ac80fffffffff,660.0,52.0,0.0,0.0
83ac81fffffffff,141.0,42.0,0.0,0.0
83ac82fffffffff,63.0,15.0,0.0,0.0
83ac84fffffffff,31.0,0.0,0.0,0.0
83ac85fffffffff,74.0,9.0,0.0,0.0
83ac86fffffffff,859.0,71.0,0.0,0.0
83ac8afffffffff,102.0,4.0,0.0,0.0
83ac8cfffffffff,4.0,0.0,0.0,0.0
83ac8efffffffff,38.0,0.0,0.0,0.0
83ac90fffffffff,5.0,0.0,0.0,0.0
83ac93fffffffff,2.0,0.0,0.0,0.0
83ac94fffffffff,27.0,0.0,0.0,0.0
83ac95fffffffff,19.0,0.0,0.0,0.0
83ac96fffffffff,190.0,10.0,0.0,0.0
83ac99fffffffff,20.0,0.0,0.0,0.0
83ac9dfffffffff,14.0,0.0,0.0,0.0
83aca0fffffffff,42.0,1.0,0.0,0.0
83aca1fffffffff,25.0,0.0,0.0,0.0
83aca2fffffffff,113.0,19.0,0.0,0.0
83aca3fffffffff,253.0,15.0,0.0,0.0
83aca4fffffffff,66.0,13.0,0.0,0.0
83aca5fffffffff,3.0,0.0,0.0,0.0
83aca6fffffffff,357.0,18.0,0.0,0.0
83acaafffffffff,13.0,1.0,0.0,0.0
83acaefffffffff,70.0,0.0,0.0,0.0
83acb1fffffffff,87.0,8.0,0.0,0.0
83acb3fffffffff,72.0,4.0,0.0,0.0
83ad32fffffffff,10.0,0.0,7.0,0.0
83ad36fffffffff,337.0,0.0,14.0,0.0
83ad82fffffffff,82.0,1.0,0.0,0.0
83ad86fffffffff,107.0,15.0,0.0,0.0
83ad88fffffffff,3.0,0.0,0.0,0.0
83ad8bfffffffff,22.0,6.0,0.0,0.0
83ad90fffffffff,1.0,0.0,0.0,0.0
83ad91fffffffff,4.0,0.0,0.0,0.0
83ad92fffffffff,11.0,0.0,0.0,0.0
83ad94fffffffff,1.0,0.0,0.0,0.0
83ad95fffffffff,4.0,1.0,0.0,0.0
83ad99fffffffff,7.0,0.0,0.0,0.0
83ad9afffffffff,1.0,0.0,0.0,0.0
83ad9bfffffffff,12.0,0.0,0.0,0.0
83ad9dfffffffff,7.0,0.0,0.0,0.0
83ada0fffffffff,2.0,0.0,0.0,0.0
83ada2fffffffff,4.0,0.0,0.0,0.0
83ada6fffffffff,2.0,0.0,0.0,0.0
83adaafffffffff,3.0,0.0,0.0,0.0
83adb0fffffffff,8.0,0.0,0.0,0.0
83adb1fffffffff,1.0,0.0,0.0,0.0
83adb2fffffffff,21.0,0.0,0.0,0.0
83adb3fffffffff,10.0,8.0,0.0,0.0
83adb4fffffffff,6.0,0.0,0.0,0.0
83adb5fffffffff,3.0,0.0,0.0,0.0
83adb6fffffffff,5.0,0.0,0.0,0.0
83bc09fffffffff,40.0,0.0,0.0,0.0
83bc0afffffffff,1.0,0.0,0.0,0.0
83bc0bfffffffff,45.0,0.0,0.0,0.0
83bc19fffffffff,52.0,0.0,7.0,0.0
83bc1bfffffffff,82.0,0.0,2.0,0.0
83bc40fffffffff,28.0,0.0,0.0,0.0
83bc41fffffffff,11.0,0.0,0.0,0.0
83bc43fffffffff,6.0,0.0,0.0,0.0
83bc44fffffffff,85.0,0.0,0.0,0.0
83bc45fffffffff,327.0,0.0,18.0,0.0
83bc46fffffffff,18.0,0.0,0.0,0.0
83bc4cfffffffff,4.0,0.0,0.0,0.0
83bc4dfffffffff,2.0,0.0,0.0,0.0
83bc50fffffffff,1.0,0.0,0.0,0.0
83bc51fffffffff,8.0,0.0,0.0,0.0
83bc54fffffffff,14.0,0.0,2.0,0.0
83bc55fffffffff,23.0,0.0,0.0,0.0
83bc56fffffffff,3.0,0.0,0.0,0.0
83bc5cfffffffff,5.0,0.0,0.0,0.0
83bc5efffffffff,2.0,0.0,0.0,0.0
83bc68fffffffff,176.0,0.0,4.0,0.0
83bc69fffffffff,177.0,0.0,4.0,0.0
83bc6afffffffff,194.0,0.0,4.0,0.0
83bc6bfffffffff,67.0,0.0,3.0,0.0
83bc71fffffffff,43.0,0.0,0.0,0.0
83bc72fffffffff,10.0,0.0,0.0,0.0
83bc73fffffffff,192.0,0.0,2.0,0.0
83bc89fffffffff,143.0,0.0,17.0,0.0
83bc8bfffffffff,6.0,0.0,0.0,0.0
83bc99fffffffff,20.0,0.0,0.0,0.0
83bc9bfffffffff,3.0,0.0,0.0,0.0
83bcc1fffffffff,2.0,0.0,0.0,0.0
83bcc2fffffffff,15.0,0.0,0.0,0.0
83bcc3fffffffff,47.0,0.0,0.0,0.0
83bcc4fffffffff,50.0,0.0,0.0,0.0
83bcc6fffffffff,26.0,0.0,0.0,0.0
83bcc8fffffffff,1.0,1.0,0.0,0.0
83bccafffffffff,65.0,0.0,0.0,0.0
83bccbfffffffff,2.0,0.0,0.0,0.0
83bcccfffffffff,6.0,0.0,0.0,0.0
83bccdfffffffff,6.0,0.0,0.0,0.0
83bcd0fffffffff,677.0,2.0,18.0,0.0
83bcd1fffffffff,106.0,1.0,2.0,0.0
83bcd2fffffffff,2604.0,0.0,49.0,0.0
83bcd3fffffffff,152.0,0.0,0.0,0.0
83bcd4fffffffff,105.0,0.0,0.0,0.0
83bcd5fffffffff,14.0,0.0,0.0,0.0
83bcd6fffffffff,739.0,4.0,45.0,0.0
83bcd8fffffffff,82.0,2.0,0.0,0.0
83bcd9fffffffff,87.0,36.0,0.0,0.0
83bcdafffffffff,8.0,0.0,0.0,0.0
83bcdbfffffffff,2.0,0.0,0.0,0.0
83bcdcfffffffff,661.0,6.0,3.0,0.0
83bcddfffffffff,200.0,14.0,0.0,0.0
83bcdefffffffff,242.0,4.0,2.0,0.0
83bce0fffffffff,8.0,0.0,3.0,0.0
83bce2fffffffff,394.0,0.0,11.0,0.0
83bce3fffffffff,8.0,0.0,0.0,0.0
83bce5fffffffff,12.0,0.0,0.0,0.0
83bce6fffffffff,246.0,0.0,21.0,0.0
83bce8fffffffff,6.0,0.0,0.0,0.0
83bce9fffffffff,134.0,6.0,0.0,0.0
83bceafffffffff,4.0,0.0,0.0,0.0
83bcf0fffffffff,144.0,0.0,3.0,0.0
83bcf1fffffffff,59.0,0.0,0.0,0.0
83bcf2fffffffff,1371.0,0.0,40.0,0.0
83bcf3fffffffff,70.0,0.0,22.0,0.0
83bcf4fffffffff,68.0,0.0,1.0,0.0
83bcf5fffffffff,1375.0,0.0,57.0,0.0
83bcf6fffffffff,441.0,0.0,19.0,0.0
