cell_id,Leptocoma aspasia,Leptocoma aspasia talautensis/sangirensis,Leptocoma aspasia grayi,Leptocoma aspasia porphyrolaema,Leptocoma aspasia [aspasioides Group],Leptocoma aspasia chlorolaema,Leptocoma aspasia [aspasia Group],Leptocoma aspasia [corinna Group],Leptocoma aspasia [undescribed form]
847390dffffffff,85.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473925ffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473927ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473951ffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473955ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473959ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847395bffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473985ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473987ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84739a1ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84739a3ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84739a7ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84739abffffffff,145.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84739b1ffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84739b3ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84739b5ffffffff,113.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84739bbffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473b09ffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473b55ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473b61ffffffff,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8473b6dffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8477981ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
847799dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84779a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84779bdffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8495009ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849500bffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8495055ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8495217ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84952d5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84952d9ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8495419ffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8495441ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8495449ffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849544bffffffff,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849545bffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849545dffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8495605ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8495613ffffffff,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8495617ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8495661ffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8495665ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84956a3ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84956a5ffffffff,61.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84956abffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84956adffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84956bdffffffff,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84956c5ffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84956d3ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849576dffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c83bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c851ffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c85bffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c8edffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c901ffffffff,184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c905ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c907ffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c961ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c969ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c993ffffffff,179.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c997ffffffff,67.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c99bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c9d1ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849c9d9ffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849ca27ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849ca65ffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849ca6bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849ca6dffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849caa1ffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849caa5ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849caadffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849cae7ffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849cb01ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849cb0bffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849cb51ffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849cb59ffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849cc29ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849cd31ffffffff,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849cd33ffffffff,105.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849cd37ffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
849d9b3ffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
