cell_id,Horornis diphone,Horornis diphone [cantans Group],Horornis diphone diphone
842e75dffffffff,26.0,0.0,0.0
842e763ffffffff,3.0,0.0,0.0
842e767ffffffff,1.0,0.0,0.0
842e881ffffffff,9.0,0.0,0.0
842e88bffffffff,3.0,0.0,0.0
842e89dffffffff,3.0,0.0,0.0
842ea19ffffffff,3.0,0.0,0.0
842ea3dffffffff,3.0,0.0,0.0
842ea8bffffffff,5.0,0.0,0.0
842ea9dffffffff,2.0,0.0,0.0
842eac1ffffffff,1.0,0.0,0.0
842eac7ffffffff,18.0,0.0,0.0
842eac9ffffffff,35.0,0.0,0.0
842eacbffffffff,6.0,0.0,0.0
842eacdffffffff,3.0,0.0,0.0
842ead1ffffffff,4.0,0.0,0.0
842ead3ffffffff,1.0,0.0,0.0
842ead5ffffffff,14.0,0.0,0.0
842ead9ffffffff,12.0,0.0,0.0
842eaddffffffff,10.0,0.0,0.0
842ef29ffffffff,2.0,0.0,0.0
842ef47ffffffff,9.0,0.0,0.0
842ef4dffffffff,1.0,0.0,0.0
842ef59ffffffff,10.0,0.0,0.0
842ef61ffffffff,30.0,0.0,0.0
842ef63ffffffff,2.0,0.0,0.0
842ef67ffffffff,8.0,0.0,0.0
842f433ffffffff,31.0,0.0,0.0
842f585ffffffff,2.0,0.0,0.0
842f587ffffffff,35.0,0.0,0.0
842f595ffffffff,1.0,0.0,0.0
842f5a1ffffffff,51.0,0.0,0.0
842f5a3ffffffff,148.0,0.0,0.0
842f5a5ffffffff,22.0,0.0,0.0
842f5a7ffffffff,2.0,0.0,0.0
842f5a9ffffffff,3.0,0.0,0.0
842f5abffffffff,164.0,0.0,0.0
842f5adffffffff,47.0,0.0,0.0
842f5b1ffffffff,19.0,0.0,0.0
842f5b3ffffffff,4.0,0.0,0.0
842f5b5ffffffff,18.0,0.0,0.0
842f5b9ffffffff,54.0,0.0,0.0
842f5bbffffffff,33.0,0.0,0.0
842f5bdffffffff,217.0,0.0,0.0
842f5d7ffffffff,93.0,1.0,0.0
84302b7ffffffff,2.0,0.0,0.0
8430c01ffffffff,1.0,0.0,0.0
8430c05ffffffff,2.0,0.0,0.0
8430c0dffffffff,2.0,0.0,0.0
8430c13ffffffff,4.0,0.0,0.0
8430c15ffffffff,1.0,0.0,0.0
8430c17ffffffff,3.0,0.0,0.0
8430c29ffffffff,11.0,0.0,0.0
8430c2bffffffff,1.0,0.0,0.0
8430c2dffffffff,1.0,0.0,0.0
8430c31ffffffff,2.0,0.0,0.0
8430c3bffffffff,2.0,0.0,0.0
8430c4dffffffff,4.0,0.0,0.0
8430c61ffffffff,3.0,0.0,0.0
8430c63ffffffff,18.0,0.0,0.0
8430c65ffffffff,8.0,0.0,0.0
8430c67ffffffff,46.0,0.0,0.0
8430c6bffffffff,4.0,0.0,0.0
8430c6dffffffff,2.0,0.0,0.0
8430cadffffffff,1.0,0.0,0.0
8430cb3ffffffff,5.0,0.0,0.0
8430ce5ffffffff,1.0,0.0,0.0
8430cedffffffff,2.0,0.0,0.0
8430d03ffffffff,37.0,0.0,0.0
8430d11ffffffff,43.0,0.0,0.0
8430d15ffffffff,39.0,0.0,0.0
8430d1dffffffff,21.0,0.0,0.0
8430d39ffffffff,1.0,0.0,0.0
8430d57ffffffff,1.0,0.0,0.0
8430d5bffffffff,2.0,0.0,0.0
8430d81ffffffff,8.0,0.0,0.0
8430d83ffffffff,3.0,0.0,0.0
8430d87ffffffff,9.0,0.0,0.0
8430d93ffffffff,1.0,0.0,0.0
8430d95ffffffff,2.0,0.0,0.0
8430d97ffffffff,2.0,0.0,0.0
8430d9bffffffff,6.0,0.0,0.0
8430dabffffffff,9.0,0.0,0.0
8430db1ffffffff,1.0,0.0,0.0
8430dbbffffffff,2.0,0.0,0.0
8430dd1ffffffff,4.0,0.0,0.0
8430ddbffffffff,1.0,0.0,0.0
8430e09ffffffff,12.0,0.0,0.0
8430e0bffffffff,8.0,0.0,0.0
8430e25ffffffff,56.0,0.0,0.0
8430e29ffffffff,12.0,0.0,0.0
8430e2bffffffff,5.0,0.0,0.0
8430e31ffffffff,2.0,0.0,0.0
8430e41ffffffff,7.0,0.0,0.0
8430e55ffffffff,6.0,0.0,0.0
8430f31ffffffff,16.0,0.0,0.0
8441b43ffffffff,16.0,0.0,0.0
8441b55ffffffff,4.0,0.0,0.0
8446483ffffffff,142.0,0.0,0.0
8446487ffffffff,9.0,0.0,0.0
8446493ffffffff,2.0,0.0,0.0
8446495ffffffff,57.0,0.0,0.0
8446497ffffffff,2.0,0.0,0.0
84464b9ffffffff,10.0,0.0,0.0
84464e1ffffffff,1323.0,0.0,0.0
84464e3ffffffff,37.0,0.0,0.0
84464e5ffffffff,279.0,0.0,0.0
84464e7ffffffff,28.0,0.0,0.0
844a247ffffffff,30.0,0.0,0.0
844a261ffffffff,83.0,0.0,0.0
844a265ffffffff,13.0,0.0,0.0
844a269ffffffff,7.0,0.0,0.0
844a26bffffffff,222.0,0.0,0.0
844a26dffffffff,3.0,0.0,0.0
844a697ffffffff,11.0,0.0,1.0
844b0b3ffffffff,4.0,0.0,0.0
844b197ffffffff,6.0,0.0,0.0
844b1b9ffffffff,7.0,0.0,0.0
844b1bbffffffff,1.0,0.0,0.0
844b561ffffffff,6.0,1.0,0.0
844b56dffffffff,34.0,0.0,0.0
844b60bffffffff,7.0,0.0,0.0
844b60dffffffff,4.0,0.0,0.0
844b61dffffffff,3.0,0.0,0.0
844b621ffffffff,35.0,0.0,0.0
844b625ffffffff,4.0,0.0,0.0
844b62bffffffff,15.0,0.0,0.0
844b62dffffffff,2.0,0.0,0.0
844b643ffffffff,4.0,0.0,0.0
844b647ffffffff,27.0,0.0,0.0
844b649ffffffff,5.0,0.0,0.0
844b64bffffffff,1.0,0.0,0.0
844b653ffffffff,7.0,0.0,0.0
844b657ffffffff,21.0,0.0,0.0
844b659ffffffff,11.0,0.0,0.0
844b65bffffffff,2.0,0.0,0.0
844b661ffffffff,6.0,0.0,0.0
844b663ffffffff,1.0,0.0,0.0
844b665ffffffff,14.0,0.0,0.0
844b669ffffffff,1.0,0.0,0.0
844b66bffffffff,14.0,0.0,0.0
844b66dffffffff,3.0,0.0,0.0
844b6d1ffffffff,1.0,0.0,0.0
844b6d3ffffffff,7.0,0.0,0.0
844b6d9ffffffff,4.0,0.0,0.0
844b6dbffffffff,2.0,0.0,0.0
844b71dffffffff,1.0,0.0,0.0
844b73dffffffff,2.0,0.0,0.0
844b751ffffffff,50.0,0.0,0.0
844b753ffffffff,54.0,1.0,0.0
844b757ffffffff,1.0,0.0,0.0
844b759ffffffff,103.0,0.0,0.0
844b75bffffffff,4.0,0.0,0.0
844b849ffffffff,4.0,0.0,0.0
844ba03ffffffff,3.0,0.0,0.0
844ba09ffffffff,8.0,0.0,0.0
844ba0bffffffff,32.0,0.0,0.0
844ba11ffffffff,2.0,0.0,0.0
844ba15ffffffff,31.0,0.0,0.0
844ba1dffffffff,43.0,0.0,0.0
844ba21ffffffff,3.0,0.0,0.0
844ba29ffffffff,2.0,0.0,0.0
844ba2bffffffff,2.0,0.0,0.0
844ba35ffffffff,2.0,0.0,0.0
844ba3dffffffff,9.0,0.0,0.0
844ba57ffffffff,139.0,0.0,0.0
844ba63ffffffff,6.0,0.0,0.0
844ba81ffffffff,2.0,0.0,0.0
844bb11ffffffff,6.0,0.0,0.0
844bb13ffffffff,2.0,0.0,0.0
844bb17ffffffff,2.0,0.0,0.0
844bb19ffffffff,4.0,0.0,0.0
844bb1bffffffff,1.0,0.0,0.0
844bb51ffffffff,1.0,0.0,0.0
844ec93ffffffff,3.0,0.0,1.0
844ec9bffffffff,8.0,0.0,2.0
845d101ffffffff,50.0,0.0,0.0
845d103ffffffff,1331.0,0.0,0.0
845d107ffffffff,190.0,0.0,0.0
845d115ffffffff,13.0,0.0,0.0
845d11dffffffff,2.0,0.0,0.0
845d139ffffffff,364.0,0.0,0.0
845d13dffffffff,7.0,0.0,0.0
845d145ffffffff,33.0,0.0,0.0
845d147ffffffff,181.0,0.0,0.0
845d169ffffffff,4.0,0.0,0.0
845d16bffffffff,26.0,0.0,0.0
