cell_id,Parabuteo unicinctus,Parabuteo unicinctus harrisi,Parabuteo unicinctus unicinctus
84ce80bffffffff,18.0,0.0,0.0
84ce813ffffffff,2.0,0.0,0.0
84ce815ffffffff,1.0,0.0,0.0
84ce819ffffffff,2.0,0.0,0.0
84ce831ffffffff,9.0,0.0,0.0
84ce835ffffffff,10.0,0.0,0.0
84ce837ffffffff,6.0,0.0,0.0
84ce839ffffffff,46.0,0.0,0.0
84ce83dffffffff,7.0,0.0,0.0
84ce853ffffffff,2.0,0.0,0.0
84ce855ffffffff,5.0,0.0,0.0
84ce85bffffffff,4.0,0.0,0.0
84ce881ffffffff,77.0,0.0,0.0
84ce885ffffffff,5.0,0.0,0.0
84ce887ffffffff,10.0,0.0,0.0
84ce88dffffffff,10.0,0.0,0.0
84ce8a1ffffffff,5.0,0.0,0.0
84ce8a3ffffffff,9.0,0.0,0.0
84ce8a7ffffffff,2.0,0.0,0.0
84ce8a9ffffffff,28.0,0.0,0.0
84ce8abffffffff,3.0,0.0,0.0
84ce8adffffffff,2.0,0.0,0.0
84ce8b5ffffffff,3.0,0.0,0.0
84ce8b7ffffffff,1.0,0.0,0.0
84ce8c1ffffffff,42.0,0.0,0.0
84ce8c7ffffffff,25.0,0.0,0.0
84ce8c9ffffffff,67.0,0.0,0.0
84ce8cdffffffff,9.0,0.0,0.0
84ce8e1ffffffff,52.0,0.0,0.0
84ce8e3ffffffff,24.0,0.0,0.0
84ce8e5ffffffff,18.0,0.0,0.0
84ce8e7ffffffff,4.0,0.0,0.0
84ce8e9ffffffff,3.0,0.0,0.0
84ce8ebffffffff,9.0,0.0,0.0
84ce917ffffffff,2.0,0.0,0.0
84ce923ffffffff,24.0,0.0,0.0
84ce927ffffffff,3.0,0.0,0.0
84ce931ffffffff,302.0,0.0,0.0
84ce933ffffffff,31.0,0.0,0.0
84ce935ffffffff,260.0,0.0,0.0
84ce937ffffffff,136.0,0.0,0.0
84ce93bffffffff,11.0,0.0,0.0
84ce969ffffffff,12.0,0.0,0.0
84ce981ffffffff,7.0,0.0,0.0
84ce983ffffffff,28.0,0.0,0.0
84ce989ffffffff,90.0,0.0,0.0
84ce98dffffffff,28.0,0.0,0.0
84ce993ffffffff,2.0,0.0,0.0
84ce995ffffffff,2.0,0.0,0.0
84ce997ffffffff,1.0,0.0,0.0
84ce99bffffffff,8.0,0.0,0.0
84ce9a9ffffffff,2.0,0.0,0.0
84ce9b1ffffffff,5.0,0.0,0.0
84ce9b3ffffffff,4.0,0.0,0.0
84ce9b5ffffffff,12.0,0.0,0.0
84ce9b7ffffffff,4.0,0.0,0.0
84ce9bdffffffff,5.0,0.0,0.0
84ce9c1ffffffff,3.0,0.0,0.0
84ce9c3ffffffff,6.0,0.0,0.0
84ce9c7ffffffff,44.0,0.0,0.0
84ce9cdffffffff,2.0,0.0,0.0
84ce9d1ffffffff,4.0,0.0,0.0
84ce9d3ffffffff,4.0,0.0,0.0
84ce9d5ffffffff,5.0,0.0,0.0
84ce9d7ffffffff,17.0,0.0,0.0
84ce9dbffffffff,10.0,0.0,0.0
84ce9ddffffffff,9.0,0.0,0.0
84ce9e3ffffffff,2.0,0.0,0.0
84ce9e5ffffffff,4.0,0.0,0.0
84ce9e9ffffffff,3.0,0.0,0.0
84cea03ffffffff,2.0,0.0,0.0
84cea07ffffffff,18.0,0.0,0.0
84cea25ffffffff,5.0,0.0,0.0
84cea27ffffffff,3.0,0.0,0.0
84cea37ffffffff,2.0,0.0,0.0
84cea3dffffffff,2.0,0.0,0.0
84cea85ffffffff,1.0,0.0,0.0
84cea89ffffffff,7.0,0.0,0.0
84ceaa1ffffffff,1.0,0.0,0.0
84ceaa5ffffffff,2.0,0.0,0.0
84ceaa7ffffffff,81.0,0.0,0.0
84ceaa9ffffffff,14.0,0.0,0.0
84ceaabffffffff,1.0,0.0,0.0
84ceaadffffffff,1.0,0.0,0.0
84ceab5ffffffff,3.0,0.0,0.0
84ceabdffffffff,2.0,0.0,0.0
84ceac1ffffffff,3.0,0.0,0.0
84ceae3ffffffff,1.0,0.0,0.0
84ceae5ffffffff,2.0,0.0,0.0
84ceae7ffffffff,7.0,0.0,0.0
84cf853ffffffff,5.0,0.0,0.0
84cf88dffffffff,6.0,0.0,0.0
84cf8c1ffffffff,2.0,0.0,0.0
84cf8e9ffffffff,5.0,0.0,0.0
84cf9e1ffffffff,19.0,0.0,0.0
84cf9e9ffffffff,1.0,0.0,0.0
84cf9ebffffffff,30.0,0.0,0.0
84cfa13ffffffff,3.0,0.0,0.0
84cfa35ffffffff,6.0,0.0,0.0
84cfae1ffffffff,2.0,0.0,0.0
