cell_id,Parabuteo unicinctus,Parabuteo unicinctus harrisi,Parabuteo unicinctus unicinctus
84482b9ffffffff,33.0,0.0,0.0
84482bdffffffff,1.0,0.0,0.0
84482e3ffffffff,14.0,0.0,0.0
84482e5ffffffff,24.0,0.0,0.0
84482e7ffffffff,8.0,0.0,0.0
84482edffffffff,3.0,0.0,0.0
8448305ffffffff,15.0,0.0,0.0
8448329ffffffff,15.0,0.0,0.0
844832bffffffff,73.0,0.0,0.0
8448331ffffffff,25.0,0.0,0.0
8448333ffffffff,6.0,0.0,0.0
8448337ffffffff,5.0,0.0,0.0
844833bffffffff,6.0,0.0,0.0
844833dffffffff,19.0,0.0,0.0
8448361ffffffff,216.0,0.0,0.0
8448363ffffffff,122.0,0.0,0.0
8448365ffffffff,2.0,0.0,0.0
8448367ffffffff,8.0,0.0,0.0
8448369ffffffff,99.0,0.0,0.0
8448423ffffffff,1.0,0.0,0.0
8448425ffffffff,3.0,0.0,0.0
8448427ffffffff,39.0,0.0,0.0
8448435ffffffff,26.0,0.0,0.0
8448437ffffffff,4.0,0.0,0.0
844850dffffffff,7.0,0.0,0.0
8448525ffffffff,11.0,0.0,0.0
8448527ffffffff,4.0,0.0,0.0
844852dffffffff,17.0,0.0,0.0
8448535ffffffff,2.0,0.0,0.0
844854bffffffff,2.0,0.0,0.0
8448551ffffffff,6.0,0.0,0.0
8448553ffffffff,23.0,0.0,0.0
8448557ffffffff,2.0,0.0,0.0
8448559ffffffff,51.0,0.0,0.0
844855bffffffff,4.0,0.0,0.0
8448565ffffffff,5.0,0.0,0.0
8448567ffffffff,85.0,0.0,0.0
844856dffffffff,7.0,0.0,0.0
84485a5ffffffff,7.0,0.0,0.0
84485adffffffff,1.0,0.0,0.0
84485c9ffffffff,36.0,0.0,0.0
84485d1ffffffff,1.0,0.0,0.0
84485e3ffffffff,2.0,0.0,0.0
84485e7ffffffff,2.0,0.0,0.0
8448715ffffffff,3.0,0.0,0.0
8448721ffffffff,3.0,0.0,0.0
8448723ffffffff,30.0,0.0,0.0
8448725ffffffff,5.0,0.0,0.0
844872bffffffff,2.0,0.0,0.0
8448731ffffffff,48.0,0.0,0.0
8448733ffffffff,4.0,0.0,0.0
8448735ffffffff,11.0,0.0,0.0
8448737ffffffff,2.0,0.0,0.0
8448739ffffffff,1.0,0.0,0.0
844873bffffffff,13.0,0.0,0.0
844873dffffffff,6.0,0.0,0.0
8448765ffffffff,2.0,0.0,0.0
8448803ffffffff,117.0,0.0,0.0
8448805ffffffff,154.0,0.0,0.0
8448807ffffffff,110.0,0.0,0.0
844880dffffffff,325.0,0.0,0.0
8448815ffffffff,90.0,0.0,0.0
8448817ffffffff,36.0,0.0,0.0
8448821ffffffff,86.0,0.0,0.0
8448823ffffffff,45.0,0.0,0.0
8448825ffffffff,856.0,0.0,0.0
8448827ffffffff,228.0,0.0,0.0
8448829ffffffff,56.0,0.0,0.0
844882bffffffff,141.0,0.0,0.0
844882dffffffff,261.0,0.0,0.0
8448831ffffffff,188.0,0.0,0.0
8448833ffffffff,158.0,0.0,0.0
8448835ffffffff,75.0,0.0,0.0
8448837ffffffff,190.0,0.0,0.0
8448839ffffffff,148.0,0.0,0.0
844883bffffffff,96.0,0.0,0.0
844883dffffffff,48.0,0.0,0.0
8448841ffffffff,15.0,0.0,0.0
8448843ffffffff,10.0,0.0,0.0
8448845ffffffff,10.0,0.0,0.0
8448847ffffffff,3.0,0.0,0.0
8448849ffffffff,7.0,0.0,0.0
844884bffffffff,9.0,0.0,0.0
844884dffffffff,27.0,0.0,0.0
8448853ffffffff,1.0,0.0,0.0
8448855ffffffff,11.0,0.0,0.0
8448859ffffffff,1.0,0.0,0.0
8448861ffffffff,176.0,0.0,0.0
8448863ffffffff,172.0,0.0,0.0
8448865ffffffff,117.0,0.0,0.0
8448867ffffffff,258.0,0.0,0.0
8448869ffffffff,473.0,0.0,0.0
844886bffffffff,596.0,0.0,0.0
844886dffffffff,26.0,0.0,0.0
8448889ffffffff,2.0,0.0,0.0
8448893ffffffff,9.0,0.0,0.0
8448897ffffffff,4.0,0.0,0.0
844889bffffffff,6.0,0.0,0.0
84488a7ffffffff,1.0,0.0,0.0
84488a9ffffffff,1.0,0.0,0.0
84488adffffffff,2.0,0.0,0.0
84488b1ffffffff,32.0,0.0,0.0
84488b3ffffffff,51.0,0.0,0.0
84488b5ffffffff,1.0,0.0,0.0
84488b7ffffffff,3.0,0.0,0.0
84488c7ffffffff,2.0,0.0,0.0
84488d5ffffffff,2.0,0.0,0.0
84488e1ffffffff,7.0,0.0,0.0
84488e3ffffffff,2.0,0.0,0.0
84488e5ffffffff,2.0,0.0,0.0
84488e9ffffffff,34.0,0.0,0.0
84488ebffffffff,2.0,0.0,0.0
84488edffffffff,228.0,0.0,0.0
8448903ffffffff,28.0,0.0,0.0
8448907ffffffff,2.0,0.0,0.0
844890bffffffff,46.0,0.0,0.0
8448913ffffffff,3.0,0.0,0.0
8448915ffffffff,2.0,0.0,0.0
8448919ffffffff,7.0,0.0,0.0
844891bffffffff,100.0,0.0,0.0
844891dffffffff,24.0,0.0,0.0
8448951ffffffff,431.0,0.0,0.0
8448953ffffffff,134.0,0.0,0.0
8448955ffffffff,127.0,0.0,0.0
8448957ffffffff,77.0,0.0,0.0
8448959ffffffff,1565.0,17.0,0.0
844895bffffffff,234.0,0.0,0.0
844895dffffffff,7.0,0.0,0.0
84489c1ffffffff,153.0,0.0,0.0
84489c9ffffffff,102.0,0.0,0.0
84489cbffffffff,15.0,0.0,0.0
84489cdffffffff,16.0,0.0,0.0
84489d9ffffffff,4.0,0.0,0.0
8448a01ffffffff,4.0,0.0,0.0
8448a05ffffffff,15.0,0.0,0.0
8448a07ffffffff,4.0,0.0,0.0
8448a21ffffffff,88.0,0.0,0.0
8448a23ffffffff,14.0,0.0,0.0
8448a25ffffffff,17.0,0.0,0.0
8448a27ffffffff,189.0,0.0,0.0
8448a29ffffffff,41.0,0.0,0.0
8448a2bffffffff,1.0,0.0,0.0
8448a31ffffffff,4.0,0.0,0.0
8448a35ffffffff,3.0,0.0,0.0
8448a3dffffffff,4.0,0.0,0.0
8448a61ffffffff,2.0,0.0,0.0
8448a63ffffffff,11.0,0.0,0.0
8448a6dffffffff,4.0,0.0,0.0
8448abbffffffff,3.0,0.0,0.0
8448acbffffffff,1.0,0.0,0.0
8448adbffffffff,6.0,0.0,0.0
8448addffffffff,2.0,0.0,0.0
8448b01ffffffff,2.0,0.0,0.0
8448b03ffffffff,2.0,0.0,0.0
8448b09ffffffff,3.0,0.0,0.0
8448b0bffffffff,1.0,0.0,0.0
8448b13ffffffff,1821.0,1.0,0.0
8448b15ffffffff,4023.0,0.0,0.0
8448b17ffffffff,297.0,0.0,0.0
8448b19ffffffff,29.0,0.0,0.0
8448b1bffffffff,18.0,0.0,0.0
8448b1dffffffff,27.0,0.0,0.0
8448b23ffffffff,2056.0,0.0,0.0
8448b2bffffffff,1767.0,0.0,0.0
8448b31ffffffff,1456.0,0.0,0.0
8448b33ffffffff,127.0,0.0,0.0
8448b35ffffffff,287.0,0.0,0.0
8448b37ffffffff,1403.0,0.0,0.0
8448b39ffffffff,10488.0,0.0,0.0
8448b3bffffffff,350.0,0.0,0.0
8448b3dffffffff,7613.0,0.0,0.0
8448b41ffffffff,2.0,0.0,0.0
8448b47ffffffff,2.0,0.0,0.0
8448b49ffffffff,6.0,0.0,0.0
8448b4bffffffff,2.0,0.0,0.0
8448b4dffffffff,4.0,0.0,0.0
8448b51ffffffff,6.0,0.0,0.0
8448b53ffffffff,5.0,0.0,0.0
8448b57ffffffff,2.0,0.0,0.0
8448b59ffffffff,2.0,0.0,0.0
8448b5bffffffff,42.0,0.0,0.0
8448c05ffffffff,2.0,0.0,0.0
8448c09ffffffff,44.0,0.0,0.0
8448c0dffffffff,4.0,0.0,0.0
8448c25ffffffff,24.0,0.0,0.0
8448c2dffffffff,75.0,0.0,0.0
8448c47ffffffff,3.0,0.0,0.0
8448c49ffffffff,1.0,0.0,0.0
8448c51ffffffff,8.0,0.0,0.0
8448c55ffffffff,2.0,0.0,0.0
8448c59ffffffff,21.0,0.0,0.0
8448c5bffffffff,106.0,0.0,0.0
8448c5dffffffff,2.0,0.0,0.0
8448c61ffffffff,13.0,0.0,0.0
8448c63ffffffff,38.0,0.0,0.0
8448c65ffffffff,2.0,0.0,0.0
8448c69ffffffff,6.0,0.0,0.0
8448c6dffffffff,248.0,0.0,0.0
8448d09ffffffff,38.0,0.0,0.0
8448d0dffffffff,8.0,0.0,0.0
8448d41ffffffff,6.0,0.0,0.0
8448d43ffffffff,16.0,0.0,0.0
8448d45ffffffff,2.0,0.0,0.0
8448d47ffffffff,83.0,0.0,0.0
8448d4dffffffff,4.0,0.0,0.0
8448d61ffffffff,4.0,0.0,0.0
8448d63ffffffff,3.0,0.0,0.0
8448d67ffffffff,6.0,0.0,0.0
8448d69ffffffff,10.0,0.0,0.0
8448d6bffffffff,22.0,0.0,0.0
8448d6dffffffff,1.0,0.0,0.0
8448e21ffffffff,5.0,0.0,0.0
8448e23ffffffff,12.0,0.0,0.0
8448e33ffffffff,5.0,0.0,0.0
8448e35ffffffff,6.0,0.0,0.0
8448e37ffffffff,1.0,0.0,0.0
8448e3dffffffff,1.0,0.0,0.0
8448e49ffffffff,4.0,0.0,0.0
8448e59ffffffff,5.0,0.0,0.0
8448e5bffffffff,16.0,0.0,0.0
8448e5dffffffff,2.0,0.0,0.0
8448e67ffffffff,3.0,0.0,0.0
8448e81ffffffff,510.0,0.0,0.0
8448e83ffffffff,269.0,0.0,0.0
8448e85ffffffff,3445.0,0.0,0.0
8448e87ffffffff,159.0,0.0,0.0
8448e89ffffffff,99.0,0.0,0.0
8448e8bffffffff,60.0,0.0,0.0
8448e8dffffffff,37.0,0.0,0.0
8448e91ffffffff,8.0,0.0,0.0
8448e93ffffffff,18.0,0.0,0.0
8448e95ffffffff,29.0,0.0,0.0
8448e97ffffffff,151.0,0.0,0.0
8448e99ffffffff,76.0,0.0,0.0
8448e9bffffffff,5.0,0.0,0.0
8448ea9ffffffff,5.0,0.0,0.0
8448eabffffffff,365.0,0.0,0.0
8448eadffffffff,326.0,0.0,0.0
8448eb1ffffffff,369.0,0.0,0.0
8448eb3ffffffff,827.0,0.0,0.0
8448eb7ffffffff,1.0,0.0,0.0
8448eb9ffffffff,40.0,0.0,0.0
8448ebbffffffff,751.0,0.0,0.0
8448ebdffffffff,39.0,0.0,0.0
8448ecdffffffff,4.0,0.0,0.0
8448ed1ffffffff,2.0,0.0,0.0
8448ed3ffffffff,149.0,0.0,0.0
8448ed5ffffffff,15.0,0.0,0.0
8448ed7ffffffff,4.0,0.0,0.0
8448ee1ffffffff,349.0,0.0,0.0
8448ee3ffffffff,14.0,0.0,0.0
8448ee5ffffffff,26.0,0.0,0.0
8448ee7ffffffff,118.0,0.0,0.0
8448ee9ffffffff,2.0,0.0,0.0
8448eedffffffff,5.0,0.0,0.0
8448f25ffffffff,8.0,0.0,0.0
8448f39ffffffff,2.0,0.0,0.0
8448f3bffffffff,41.0,0.0,0.0
8448f3dffffffff,1.0,0.0,0.0
8448f49ffffffff,4.0,0.0,0.0
8448f51ffffffff,4.0,0.0,0.0
8448f5dffffffff,3.0,0.0,0.0
8448f6dffffffff,3.0,0.0,0.0
8449809ffffffff,3.0,0.0,0.0
8449819ffffffff,1.0,0.0,0.0
8449853ffffffff,2.0,0.0,0.0
8449865ffffffff,8.0,0.0,0.0
8449867ffffffff,7.0,0.0,0.0
8449885ffffffff,3.0,0.0,0.0
844988dffffffff,14.0,0.0,0.0
84498abffffffff,9.0,5.0,0.0
84498b3ffffffff,2.0,0.0,0.0
84498b9ffffffff,3.0,0.0,0.0
84498c9ffffffff,2.0,0.0,0.0
84498e1ffffffff,2.0,0.0,0.0
84498e3ffffffff,9.0,0.0,0.0
84498e9ffffffff,6.0,0.0,0.0
84498ebffffffff,15.0,0.0,0.0
84498edffffffff,2.0,0.0,0.0
844992bffffffff,3.0,0.0,0.0
844994dffffffff,6.0,0.0,0.0
8449951ffffffff,72.0,0.0,0.0
8449953ffffffff,20.0,0.0,0.0
8449959ffffffff,500.0,1.0,0.0
844995bffffffff,500.0,0.0,0.0
8449965ffffffff,52.0,0.0,0.0
8449967ffffffff,12.0,0.0,0.0
8449981ffffffff,2.0,0.0,0.0
8449983ffffffff,1.0,0.0,0.0
8449987ffffffff,8.0,0.0,0.0
8449993ffffffff,3.0,0.0,0.0
844999dffffffff,2.0,0.0,0.0
84499a3ffffffff,9.0,0.0,0.0
84499abffffffff,5.0,0.0,0.0
84499b1ffffffff,2.0,0.0,0.0
84499b5ffffffff,4.0,0.0,0.0
84499bdffffffff,2.0,0.0,0.0
84499d1ffffffff,6.0,0.0,0.0
84499d5ffffffff,2.0,0.0,0.0
84499d9ffffffff,29.0,0.0,0.0
84499dbffffffff,5.0,0.0,0.0
84499e7ffffffff,2.0,0.0,0.0
8449a85ffffffff,3.0,0.0,0.0
8449a8bffffffff,10.0,0.0,0.0
8449a8dffffffff,3.0,0.0,0.0
8449a91ffffffff,2.0,0.0,0.0
8449a93ffffffff,2.0,0.0,0.0
8449a97ffffffff,2.0,0.0,0.0
8449aa3ffffffff,2.0,0.0,0.0
8449ab1ffffffff,13.0,0.0,0.0
8449ab5ffffffff,18.0,0.0,0.0
8449ab9ffffffff,2.0,0.0,0.0
8449abdffffffff,6.0,0.0,0.0
8449ae3ffffffff,8.0,0.0,0.0
8449b23ffffffff,2.0,0.0,0.0
8449b31ffffffff,2.0,0.0,0.0
8449b33ffffffff,15.0,0.0,0.0
8449b35ffffffff,6.0,0.0,0.0
8449b37ffffffff,6.0,0.0,0.0
8449b53ffffffff,6.0,0.0,0.0
845f481ffffffff,1.0,0.0,0.0
845f491ffffffff,3.0,0.0,0.0
845f49bffffffff,4.0,0.0,0.0
845f4b3ffffffff,76.0,0.0,4.0
845f4bbffffffff,1.0,0.0,0.0
845f75dffffffff,2.0,0.0,0.0
8466021ffffffff,1.0,0.0,0.0
8466029ffffffff,6.0,0.0,0.0
8466059ffffffff,5.0,0.0,0.0
8466067ffffffff,10.0,0.0,0.0
846615bffffffff,1.0,0.0,0.0
846618bffffffff,1.0,0.0,0.0
846619bffffffff,1.0,0.0,0.0
846619dffffffff,2.0,0.0,0.0
84661d1ffffffff,4.0,0.0,0.0
8466201ffffffff,2.0,0.0,0.0
8466205ffffffff,12.0,0.0,0.0
846620bffffffff,337.0,0.0,0.0
8466211ffffffff,2.0,0.0,0.0
8466219ffffffff,8.0,0.0,0.0
846621bffffffff,1.0,0.0,0.0
8466221ffffffff,18.0,0.0,0.0
846622bffffffff,8.0,0.0,0.0
846623bffffffff,1.0,0.0,0.0
8466251ffffffff,1.0,0.0,0.0
8466253ffffffff,2.0,0.0,0.0
8466257ffffffff,12.0,0.0,0.0
846625bffffffff,2.0,0.0,0.0
84662c1ffffffff,1.0,0.0,0.0
84662c9ffffffff,59.0,0.0,0.0
84662cdffffffff,15.0,0.0,0.0
8466311ffffffff,1.0,0.0,0.0
8466313ffffffff,2.0,0.0,0.0
8466647ffffffff,11.0,0.0,0.0
846664dffffffff,19.0,0.0,0.0
846665bffffffff,1.0,0.0,0.0
846675dffffffff,54.0,0.0,0.0
8466b45ffffffff,2.0,0.0,0.0
8466b69ffffffff,49.0,0.0,0.0
8466d03ffffffff,4.0,0.0,0.0
8466d05ffffffff,29.0,2.0,0.0
8466d11ffffffff,8.0,0.0,0.0
8466d15ffffffff,54.0,7.0,0.0
8466d31ffffffff,63.0,0.0,0.0
8466d33ffffffff,786.0,0.0,0.0
8466d3bffffffff,121.0,1.0,0.0
8466e67ffffffff,1.0,0.0,0.0
8466f15ffffffff,1.0,0.0,0.0
8466f1dffffffff,4.0,0.0,0.0
8467413ffffffff,19.0,0.0,0.0
8467421ffffffff,6.0,0.0,0.0
8467425ffffffff,2.0,0.0,0.0
8467429ffffffff,1.0,0.0,0.0
846742bffffffff,2.0,0.0,0.0
846742dffffffff,8.0,0.0,2.0
8467431ffffffff,4.0,0.0,0.0
846743dffffffff,6.0,0.0,0.0
8467481ffffffff,1.0,0.0,0.0
84674a1ffffffff,8.0,0.0,0.0
84674a5ffffffff,5.0,0.0,0.0
84674a7ffffffff,21.0,0.0,7.0
84674a9ffffffff,3.0,0.0,0.0
84674cdffffffff,2.0,0.0,0.0
84674d9ffffffff,8.0,0.0,0.0
84674edffffffff,5.0,0.0,0.0
8467503ffffffff,4.0,0.0,0.0
8467507ffffffff,5.0,0.0,0.0
8467513ffffffff,2.0,0.0,0.0
8467519ffffffff,25.0,0.0,0.0
846751dffffffff,14.0,0.0,0.0
8467521ffffffff,10.0,0.0,0.0
8467523ffffffff,83.0,0.0,0.0
8467527ffffffff,5.0,0.0,0.0
846752dffffffff,8.0,0.0,0.0
8467531ffffffff,2.0,0.0,0.0
8467535ffffffff,32.0,0.0,0.0
8467539ffffffff,12.0,0.0,0.0
846753dffffffff,4.0,0.0,0.0
8467551ffffffff,28.0,0.0,0.0
8467553ffffffff,838.0,0.0,2.0
8467555ffffffff,11.0,0.0,0.0
8467557ffffffff,6.0,0.0,0.0
8467559ffffffff,4.0,0.0,0.0
846755dffffffff,2.0,0.0,0.0
8467561ffffffff,1.0,0.0,0.0
8467565ffffffff,16.0,0.0,0.0
8467567ffffffff,1.0,0.0,0.0
8467569ffffffff,4.0,0.0,0.0
846756bffffffff,48.0,0.0,0.0
846756dffffffff,2.0,0.0,0.0
8467587ffffffff,1.0,0.0,0.0
8467599ffffffff,9.0,0.0,0.0
84675abffffffff,2.0,0.0,0.0
84675b3ffffffff,13.0,0.0,0.0
84675b7ffffffff,1.0,0.0,0.0
84675c5ffffffff,13.0,0.0,0.0
84675cbffffffff,3.0,0.0,0.0
84675d3ffffffff,6.0,0.0,0.0
84675e1ffffffff,3.0,0.0,0.0
84675e9ffffffff,2.0,0.0,0.0
8467693ffffffff,8.0,0.0,0.0
846769bffffffff,18.0,0.0,0.0
84679a5ffffffff,10.0,0.0,0.0
846d043ffffffff,2.0,0.0,0.0
846d04bffffffff,6.0,0.0,0.0
846d053ffffffff,4.0,0.0,0.0
846d05dffffffff,4.0,2.0,0.0
846d2b1ffffffff,3.0,0.0,0.0
846d2b3ffffffff,2.0,0.0,0.0
846d32bffffffff,15.0,4.0,0.0
846d339ffffffff,2.0,0.0,0.0
846d34bffffffff,2.0,0.0,0.0
846d34dffffffff,3.0,0.0,0.0
846d361ffffffff,2.0,0.0,0.0
846d365ffffffff,27.0,0.0,0.0
846d367ffffffff,11.0,0.0,0.0
846d601ffffffff,103.0,0.0,0.0
846d603ffffffff,3.0,0.0,0.0
846d605ffffffff,12.0,0.0,0.0
846d607ffffffff,6.0,0.0,0.0
846d60dffffffff,356.0,2.0,0.0
846d613ffffffff,52.0,0.0,0.0
846d615ffffffff,2.0,0.0,0.0
846d617ffffffff,2.0,0.0,0.0
846d61dffffffff,4.0,0.0,0.0
846d661ffffffff,2.0,0.0,0.0
846d663ffffffff,47.0,0.0,0.0
846d667ffffffff,53.0,0.0,0.0
846d66bffffffff,1.0,0.0,0.0
846d681ffffffff,68.0,0.0,0.0
846d683ffffffff,246.0,0.0,0.0
846d685ffffffff,11.0,0.0,0.0
846d687ffffffff,318.0,0.0,0.0
846d689ffffffff,4.0,0.0,0.0
846d68bffffffff,116.0,0.0,0.0
846d68dffffffff,2.0,0.0,0.0
846d691ffffffff,1.0,0.0,0.0
846d695ffffffff,63.0,0.0,0.0
846d697ffffffff,525.0,0.0,0.0
846d699ffffffff,177.0,0.0,0.0
846d69bffffffff,1.0,0.0,0.0
846d69dffffffff,189.0,0.0,0.0
846d6abffffffff,2.0,0.0,0.0
846d6b9ffffffff,11.0,0.0,0.0
846d6bbffffffff,7.0,0.0,0.0
846d6d5ffffffff,284.0,0.0,0.0
846d6d7ffffffff,7.0,0.0,0.0
846d6e9ffffffff,2.0,0.0,0.0
846d6ebffffffff,4.0,0.0,0.0
846d743ffffffff,2.0,0.0,0.0
846d745ffffffff,1.0,0.0,0.0
846d749ffffffff,4.0,0.0,0.0
846d74bffffffff,3.0,0.0,0.0
846d751ffffffff,87.0,0.0,0.0
846d759ffffffff,6.0,0.0,0.0
846d75bffffffff,72.0,0.0,0.0
846d75dffffffff,16.0,0.0,0.0
846d769ffffffff,17.0,0.0,0.0
8480101ffffffff,2.0,0.0,0.0
8480141ffffffff,17.0,0.0,0.0
8480149ffffffff,2.0,0.0,0.0
848016dffffffff,2.0,0.0,2.0
8480301ffffffff,14.0,0.0,0.0
8480305ffffffff,2.0,0.0,0.0
8480309ffffffff,5.0,0.0,0.0
8480347ffffffff,5.0,0.0,0.0
8480363ffffffff,2.0,0.0,0.0
8481061ffffffff,2.0,0.0,0.0
8481101ffffffff,3.0,0.0,0.0
8481153ffffffff,1.0,0.0,0.0
84811c5ffffffff,2.0,0.0,0.0
848123bffffffff,3.0,0.0,0.0
848126dffffffff,2.0,0.0,0.0
84812d7ffffffff,2.0,0.0,0.0
8481331ffffffff,3.0,0.0,0.0
8481339ffffffff,2.0,0.0,1.0
8481819ffffffff,2.0,0.0,0.0
8481839ffffffff,2.0,0.0,0.0
8481885ffffffff,2.0,0.0,0.0
84818abffffffff,2.0,0.0,0.0
84818b1ffffffff,4.0,0.0,0.0
84818e3ffffffff,2.0,0.0,0.0
84819d3ffffffff,3.0,0.0,0.0
8481a93ffffffff,4.0,0.0,0.0
8481ad1ffffffff,6.0,0.0,0.0
848b05dffffffff,1.0,0.0,0.0
848b201ffffffff,7.0,0.0,0.0
848b203ffffffff,7.0,0.0,0.0
848b20bffffffff,11.0,0.0,3.0
848b219ffffffff,2.0,0.0,0.0
848b221ffffffff,5.0,0.0,0.0
848b229ffffffff,3.0,0.0,0.0
848b22dffffffff,9.0,0.0,0.0
848b2a5ffffffff,4.0,0.0,0.0
848b2a7ffffffff,1.0,0.0,0.0
848b2c9ffffffff,24.0,0.0,0.0
848b31bffffffff,3.0,0.0,0.0
848b561ffffffff,2.0,0.0,0.0
848e259ffffffff,2.0,0.0,0.0
848e459ffffffff,9.0,0.0,0.0
848e45bffffffff,10.0,0.0,0.0
848e45dffffffff,36.0,0.0,0.0
848e621ffffffff,235.0,6.0,0.0
848e623ffffffff,31.0,0.0,0.0
848e629ffffffff,192.0,0.0,0.0
848e62dffffffff,3069.0,85.0,0.0
848e631ffffffff,2.0,0.0,0.0
848e635ffffffff,8.0,0.0,0.0
848e637ffffffff,3.0,0.0,0.0
848e665ffffffff,29.0,2.0,0.0
848e6a1ffffffff,16.0,0.0,0.0
848e6a9ffffffff,2.0,0.0,0.0
848e6b5ffffffff,9.0,0.0,0.0
848e759ffffffff,15.0,0.0,0.0
848e75bffffffff,51.0,0.0,0.0
848f081ffffffff,7.0,0.0,0.0
848f083ffffffff,4.0,0.0,0.0
848f087ffffffff,6.0,0.0,0.0
848f089ffffffff,10.0,2.0,0.0
848f08bffffffff,15.0,0.0,0.0
848f093ffffffff,19.0,0.0,0.0
848f095ffffffff,111.0,0.0,0.0
848f097ffffffff,3.0,0.0,0.0
848f099ffffffff,67.0,0.0,0.0
848f09bffffffff,2.0,0.0,0.0
848f09dffffffff,13.0,0.0,0.0
848f0b3ffffffff,5.0,0.0,0.0
848f0b9ffffffff,7.0,0.0,0.0
848f0bbffffffff,38.0,0.0,0.0
848f0c3ffffffff,2.0,0.0,0.0
848f0d1ffffffff,21.0,5.0,0.0
848f0d3ffffffff,194.0,31.0,0.0
848f0d5ffffffff,30.0,2.0,0.0
848f0d7ffffffff,22.0,3.0,0.0
848f0d9ffffffff,7.0,1.0,0.0
848f0dbffffffff,31.0,4.0,0.0
848f0ddffffffff,15.0,0.0,0.0
848f213ffffffff,1.0,0.0,0.0
848f283ffffffff,5.0,0.0,0.0
848f287ffffffff,25.0,0.0,0.0
848f291ffffffff,6.0,0.0,0.0
848f295ffffffff,13.0,0.0,0.0
848f2a1ffffffff,19.0,0.0,0.0
848f2a3ffffffff,84.0,4.0,0.0
848f2a7ffffffff,24.0,2.0,0.0
848f2a9ffffffff,78.0,0.0,0.0
848f2abffffffff,24.0,2.0,0.0
848f2b5ffffffff,15.0,2.0,0.0
848f2b9ffffffff,133.0,19.0,0.0
848f2bbffffffff,209.0,30.0,0.0
848f2bdffffffff,131.0,8.0,0.0
848f2c3ffffffff,2.0,2.0,0.0
848f2c5ffffffff,2.0,0.0,0.0
848f2cdffffffff,2.0,0.0,0.0
848f2d1ffffffff,6.0,0.0,0.0
848f2d9ffffffff,3.0,0.0,0.0
848f2e1ffffffff,8.0,5.0,0.0
