cell_id,Xiphocolaptes promeropirhynchus,Xiphocolaptes promeropirhynchus [emigrans Group],Xiphocolaptes promeropirhynchus [promeropirhynchus Group],Xiphocolaptes promeropirhynchus [orenocensis Group],Xiphocolaptes promeropirhynchus carajaensis
836d23fffffffff,130.0,23.0,0.0,0.0,0.0
836d2dfffffffff,143.0,12.0,0.0,0.0,0.0
836d2efffffffff,56.0,8.0,0.0,0.0,0.0
836d30fffffffff,28.0,0.0,0.0,0.0,0.0
836d32fffffffff,213.0,10.0,0.0,0.0,0.0
836d64fffffffff,211.0,0.0,0.0,0.0,0.0
836d65fffffffff,697.0,0.0,0.0,0.0,0.0
836d66fffffffff,39.0,0.0,0.0,0.0,0.0
836d69fffffffff,1.0,0.0,0.0,0.0,0.0
83814afffffffff,23.0,0.0,0.0,0.0,23.0
83814dfffffffff,5.0,0.0,0.0,0.0,0.0
83814efffffffff,11.0,0.0,0.0,0.0,11.0
838a01fffffffff,3.0,0.0,0.0,0.0,0.0
838a03fffffffff,1.0,0.0,0.0,0.0,0.0
838a05fffffffff,1.0,0.0,0.0,0.0,0.0
838a10fffffffff,4.0,0.0,0.0,0.0,0.0
838a1afffffffff,2.0,0.0,0.0,2.0,0.0
838a23fffffffff,2.0,0.0,0.0,0.0,0.0
838a24fffffffff,2.0,0.0,0.0,0.0,0.0
838a31fffffffff,6.0,0.0,0.0,2.0,0.0
838a45fffffffff,15.0,0.0,0.0,2.0,0.0
838a63fffffffff,18.0,0.0,0.0,1.0,0.0
838a68fffffffff,2.0,0.0,0.0,0.0,0.0
838a69fffffffff,42.0,0.0,0.0,0.0,0.0
838a6dfffffffff,41.0,0.0,0.0,1.0,0.0
838a80fffffffff,18.0,0.0,0.0,0.0,0.0
838a81fffffffff,5.0,0.0,0.0,0.0,0.0
838a82fffffffff,8.0,0.0,0.0,0.0,0.0
838a9cfffffffff,31.0,0.0,0.0,0.0,0.0
838aaafffffffff,1.0,0.0,0.0,0.0,0.0
838aacfffffffff,3.0,0.0,0.0,0.0,0.0
838ae5fffffffff,3.0,0.0,0.0,0.0,0.0
838af0fffffffff,1.0,0.0,0.0,1.0,0.0
838af1fffffffff,5.0,0.0,0.0,2.0,0.0
838af4fffffffff,1.0,0.0,0.0,0.0,0.0
838af6fffffffff,3.0,0.0,0.0,0.0,0.0
838b00fffffffff,1.0,0.0,0.0,0.0,0.0
838b20fffffffff,18.0,0.0,0.0,0.0,0.0
838b21fffffffff,24.0,0.0,0.0,0.0,0.0
838b22fffffffff,7.0,0.0,0.0,0.0,0.0
838b23fffffffff,2.0,0.0,0.0,0.0,0.0
838b2cfffffffff,25.0,0.0,0.0,0.0,0.0
838b40fffffffff,12.0,0.0,0.0,0.0,0.0
838b42fffffffff,2.0,0.0,0.0,0.0,0.0
838b44fffffffff,37.0,0.0,0.0,0.0,0.0
838b45fffffffff,4.0,0.0,0.0,0.0,0.0
838b46fffffffff,13.0,0.0,0.0,0.0,0.0
838b56fffffffff,4.0,0.0,0.0,0.0,0.0
838b5cfffffffff,4.0,0.0,0.0,0.0,0.0
838b61fffffffff,132.0,0.0,5.0,0.0,0.0
838b62fffffffff,3.0,0.0,0.0,0.0,0.0
838b63fffffffff,62.0,0.0,0.0,0.0,0.0
838b6cfffffffff,31.0,0.0,1.0,0.0,0.0
838b6dfffffffff,2.0,0.0,0.0,0.0,0.0
838b6efffffffff,33.0,0.0,0.0,0.0,0.0
838b71fffffffff,27.0,0.0,0.0,0.0,0.0
838b74fffffffff,31.0,0.0,0.0,0.0,0.0
838b75fffffffff,15.0,0.0,0.0,0.0,0.0
838b84fffffffff,11.0,0.0,0.0,0.0,0.0
838b88fffffffff,5.0,0.0,0.0,0.0,0.0
838b99fffffffff,15.0,0.0,0.0,0.0,0.0
838b9dfffffffff,160.0,0.0,0.0,0.0,0.0
838e64fffffffff,43.0,0.0,0.0,0.0,0.0
838e65fffffffff,4.0,0.0,0.0,0.0,0.0
838f0dfffffffff,67.0,0.0,5.0,0.0,0.0
838f29fffffffff,16.0,0.0,0.0,0.0,0.0
838f2bfffffffff,2.0,0.0,0.0,0.0,0.0
838f2dfffffffff,4.0,0.0,0.0,0.0,0.0
838f40fffffffff,6.0,0.0,0.0,0.0,0.0
838f42fffffffff,23.0,0.0,0.0,0.0,0.0
838f43fffffffff,30.0,0.0,6.0,0.0,0.0
838f46fffffffff,36.0,0.0,2.0,0.0,0.0
838f48fffffffff,5.0,0.0,0.0,0.0,0.0
838f4afffffffff,5.0,0.0,0.0,0.0,0.0
838f4bfffffffff,6.0,0.0,0.0,0.0,0.0
838f54fffffffff,7.0,0.0,0.0,0.0,0.0
838f55fffffffff,64.0,0.0,14.0,0.0,0.0
838f59fffffffff,1.0,0.0,0.0,0.0,0.0
838f5dfffffffff,2.0,0.0,0.0,0.0,0.0
838f61fffffffff,42.0,0.0,0.0,0.0,0.0
838f65fffffffff,3.0,0.0,0.0,0.0,0.0
838f6bfffffffff,7.0,0.0,0.0,0.0,0.0
838f6efffffffff,17.0,0.0,0.0,0.0,0.0
838f72fffffffff,76.0,0.0,13.0,0.0,0.0
838f73fffffffff,91.0,0.0,15.0,0.0,0.0
838f74fffffffff,7.0,0.0,0.0,0.0,0.0
838f76fffffffff,9.0,0.0,0.0,0.0,0.0
83a859fffffffff,9.0,0.0,0.0,0.0,0.0
83a8c9fffffffff,2.0,0.0,0.0,0.0,0.0
83b325fffffffff,14.0,0.0,0.0,0.0,0.0
