cell_id,Embernagra platensis,Embernagra platensis olivascens,Embernagra platensis platensis
83c2c3fffffffff,17.0,0.0,0.0
83c2c4fffffffff,64.0,0.0,0.0
83c2c5fffffffff,1163.0,0.0,0.0
83c2c6fffffffff,186.0,0.0,0.0
83c2c8fffffffff,37.0,0.0,0.0
83c2c9fffffffff,159.0,0.0,0.0
83c2cafffffffff,230.0,0.0,2.0
83c2cbfffffffff,147.0,0.0,0.0
83c2ccfffffffff,53.0,0.0,0.0
83c2cdfffffffff,137.0,0.0,0.0
83c2cefffffffff,261.0,0.0,0.0
83c2d0fffffffff,206.0,0.0,0.0
83c2d1fffffffff,23.0,0.0,0.0
83c2d2fffffffff,28.0,0.0,0.0
83c2d3fffffffff,136.0,0.0,0.0
83c2d4fffffffff,416.0,0.0,8.0
83c2d5fffffffff,63.0,0.0,0.0
83c2d6fffffffff,241.0,0.0,0.0
83c2d8fffffffff,39.0,0.0,0.0
83c2d9fffffffff,107.0,0.0,6.0
83c2dafffffffff,6.0,0.0,0.0
83c2dbfffffffff,29.0,0.0,0.0
83c2ddfffffffff,20.0,0.0,0.0
83c2defffffffff,12.0,0.0,2.0
83c2e0fffffffff,298.0,0.0,0.0
83c2e1fffffffff,103.0,0.0,0.0
83c2e2fffffffff,363.0,0.0,0.0
83c2e3fffffffff,401.0,0.0,1.0
83c2e4fffffffff,49.0,0.0,0.0
83c2e5fffffffff,35.0,0.0,0.0
83c2e6fffffffff,85.0,0.0,0.0
83c2e8fffffffff,23.0,0.0,0.0
83c2e9fffffffff,132.0,0.0,0.0
83c2eafffffffff,75.0,0.0,0.0
83c2ebfffffffff,17.0,0.0,0.0
83c2ecfffffffff,65.0,0.0,0.0
83c2edfffffffff,2.0,0.0,0.0
83c2eefffffffff,431.0,0.0,0.0
83c2f1fffffffff,894.0,0.0,2.0
83c2f2fffffffff,1189.0,0.0,3.0
83c2f3fffffffff,978.0,0.0,0.0
83c308fffffffff,3.0,0.0,0.0
83c309fffffffff,12.0,0.0,0.0
83c30dfffffffff,6.0,0.0,0.0
83c340fffffffff,178.0,0.0,0.0
83c341fffffffff,7.0,0.0,0.0
83c342fffffffff,13.0,0.0,0.0
83c343fffffffff,15.0,0.0,0.0
83c344fffffffff,5.0,0.0,0.0
83c345fffffffff,14.0,0.0,0.0
83c346fffffffff,13.0,0.0,0.0
83c348fffffffff,9.0,0.0,0.0
83c349fffffffff,96.0,0.0,3.0
83c34afffffffff,2.0,0.0,0.0
83c34bfffffffff,95.0,0.0,2.0
83c34cfffffffff,25.0,0.0,0.0
83c34dfffffffff,10.0,0.0,0.0
83c34efffffffff,77.0,0.0,1.0
83c350fffffffff,157.0,0.0,1.0
83c351fffffffff,31.0,0.0,0.0
83c352fffffffff,11.0,0.0,0.0
83c353fffffffff,63.0,0.0,4.0
83c354fffffffff,27.0,0.0,3.0
83c355fffffffff,14.0,0.0,0.0
83c356fffffffff,80.0,0.0,0.0
83c358fffffffff,7.0,0.0,0.0
83c359fffffffff,13.0,0.0,0.0
83c35afffffffff,17.0,0.0,0.0
83c35bfffffffff,11.0,0.0,0.0
83c35cfffffffff,5.0,0.0,0.0
83c35dfffffffff,30.0,0.0,1.0
83c35efffffffff,4.0,0.0,0.0
83c360fffffffff,94.0,0.0,0.0
83c363fffffffff,3.0,0.0,0.0
83c364fffffffff,10.0,0.0,0.0
83c365fffffffff,4.0,0.0,0.0
83c366fffffffff,11.0,0.0,0.0
83c368fffffffff,5.0,0.0,0.0
83c36afffffffff,13.0,0.0,0.0
83c36bfffffffff,6.0,0.0,0.0
83c36cfffffffff,1.0,0.0,0.0
83c36dfffffffff,14.0,0.0,0.0
83c36efffffffff,2.0,0.0,0.0
83c370fffffffff,19.0,0.0,0.0
83c371fffffffff,114.0,0.0,0.0
83c373fffffffff,18.0,0.0,0.0
83c374fffffffff,2.0,0.0,0.0
83c375fffffffff,18.0,0.0,0.0
83c376fffffffff,7.0,0.0,0.0
83ce82fffffffff,1.0,0.0,0.0
83ce83fffffffff,8.0,0.0,0.0
83ce91fffffffff,13.0,0.0,0.0
83ce92fffffffff,17.0,0.0,0.0
83ce93fffffffff,333.0,0.0,0.0
83ce98fffffffff,102.0,0.0,0.0
83ce9cfffffffff,3.0,0.0,0.0
