cell_id,Euplectes capensis,Euplectes capensis phoenicomerus,Euplectes capensis xanthomelas,Euplectes capensis [capensis Group]
847a455ffffffff,2.0,0.0,0.0,0.0
847a457ffffffff,57.0,0.0,0.0,0.0
847a459ffffffff,49.0,0.0,0.0,0.0
847a45bffffffff,3.0,0.0,0.0,0.0
847a45dffffffff,2.0,0.0,0.0,0.0
847a481ffffffff,2.0,0.0,0.0,0.0
847a489ffffffff,32.0,0.0,0.0,0.0
847a48bffffffff,2.0,0.0,0.0,0.0
847a48dffffffff,3.0,0.0,0.0,0.0
847a4c1ffffffff,2.0,0.0,0.0,0.0
847a4c3ffffffff,2.0,0.0,0.0,0.0
847a4c7ffffffff,10.0,0.0,0.0,0.0
847a4c9ffffffff,2.0,0.0,0.0,0.0
847a4cbffffffff,4.0,0.0,0.0,0.0
847a4d5ffffffff,2.0,0.0,0.0,0.0
847a4ddffffffff,3.0,0.0,0.0,0.0
847a60bffffffff,2.0,0.0,0.0,0.0
847a619ffffffff,20.0,0.0,0.0,0.0
847a61dffffffff,8.0,0.0,0.0,0.0
847a643ffffffff,6.0,0.0,0.0,0.0
847a653ffffffff,21.0,0.0,0.0,0.0
847a657ffffffff,171.0,0.0,0.0,0.0
847a659ffffffff,2.0,0.0,0.0,0.0
847a681ffffffff,83.0,0.0,0.0,0.0
847a683ffffffff,244.0,0.0,0.0,0.0
847a685ffffffff,5.0,0.0,0.0,0.0
847a687ffffffff,6.0,0.0,0.0,0.0
847a689ffffffff,2.0,0.0,0.0,0.0
847a68bffffffff,33.0,0.0,0.0,0.0
847a697ffffffff,1.0,0.0,0.0,0.0
847a6a1ffffffff,102.0,0.0,0.0,0.0
847a6a3ffffffff,1.0,0.0,0.0,0.0
847a6a5ffffffff,1.0,0.0,0.0,0.0
847a6a7ffffffff,2.0,0.0,0.0,0.0
847a6a9ffffffff,5.0,0.0,0.0,0.0
847a6adffffffff,85.0,0.0,0.0,0.0
847a6b9ffffffff,1.0,0.0,0.0,0.0
847a6c7ffffffff,1.0,0.0,0.0,0.0
847a6d1ffffffff,3.0,0.0,0.0,0.0
847a6d9ffffffff,2.0,0.0,0.0,0.0
847a6dbffffffff,2.0,0.0,0.0,0.0
847a6e1ffffffff,12.0,0.0,0.0,0.0
847a6e5ffffffff,102.0,0.0,0.0,0.0
847a6e7ffffffff,18.0,0.0,0.0,0.0
847a6edffffffff,1.0,0.0,0.0,0.0
847ac15ffffffff,2.0,0.0,0.0,0.0
847ac81ffffffff,1.0,0.0,0.0,0.0
847ac87ffffffff,2.0,0.0,0.0,0.0
847aca3ffffffff,2.0,0.0,0.0,0.0
847acb5ffffffff,1.0,0.0,0.0,0.0
847acc3ffffffff,2.0,0.0,0.0,0.0
847acc5ffffffff,77.0,0.0,22.0,0.0
847acc7ffffffff,1.0,0.0,1.0,0.0
847acd5ffffffff,15.0,0.0,13.0,0.0
847ace9ffffffff,3.0,0.0,0.0,0.0
847acedffffffff,2.0,0.0,2.0,0.0
847ad91ffffffff,2.0,0.0,0.0,0.0
847ad93ffffffff,11.0,0.0,0.0,0.0
847b483ffffffff,3.0,0.0,0.0,0.0
847b491ffffffff,2.0,0.0,0.0,0.0
847b4b1ffffffff,2.0,0.0,0.0,0.0
847b4b3ffffffff,6.0,0.0,0.0,0.0
847b4b7ffffffff,3.0,0.0,0.0,0.0
847b4c1ffffffff,6.0,0.0,0.0,0.0
847b4cbffffffff,4.0,0.0,0.0,0.0
847b4dbffffffff,17.0,0.0,0.0,3.0
847b689ffffffff,2.0,0.0,0.0,0.0
847b6bdffffffff,3.0,0.0,0.0,0.0
8482d03ffffffff,7.0,6.0,0.0,0.0
8482d07ffffffff,2.0,0.0,0.0,0.0
8482d1dffffffff,9.0,3.0,0.0,0.0
8482d3dffffffff,25.0,7.0,0.0,0.0
8483125ffffffff,2.0,0.0,0.0,0.0
848312bffffffff,1.0,0.0,0.0,1.0
848314bffffffff,1.0,0.0,0.0,0.0
8483305ffffffff,4.0,0.0,0.0,0.0
8483309ffffffff,2.0,0.0,0.0,0.0
848330dffffffff,6.0,0.0,0.0,6.0
848332bffffffff,5.0,0.0,0.0,2.0
8483335ffffffff,3.0,0.0,0.0,0.0
848333dffffffff,18.0,0.0,0.0,5.0
8483361ffffffff,1.0,0.0,0.0,0.0
8496009ffffffff,15.0,0.0,0.0,3.0
849600bffffffff,2.0,0.0,0.0,0.0
8496039ffffffff,3.0,0.0,0.0,1.0
8496047ffffffff,4.0,0.0,0.0,0.0
8496089ffffffff,3.0,0.0,0.0,1.0
8496097ffffffff,9.0,0.0,0.0,0.0
849609dffffffff,2.0,0.0,0.0,0.0
84960b1ffffffff,14.0,0.0,0.0,0.0
84960b5ffffffff,30.0,0.0,0.0,0.0
84960b7ffffffff,2.0,0.0,0.0,0.0
84960bbffffffff,1.0,0.0,0.0,0.0
8496149ffffffff,1.0,0.0,0.0,0.0
8496217ffffffff,6.0,0.0,0.0,0.0
849621dffffffff,1.0,0.0,0.0,0.0
8496233ffffffff,20.0,0.0,0.0,4.0
8496239ffffffff,2.0,0.0,0.0,0.0
849623bffffffff,37.0,0.0,0.0,4.0
8496241ffffffff,1.0,0.0,0.0,0.0
8496269ffffffff,2.0,0.0,0.0,0.0
8496283ffffffff,5.0,0.0,0.0,0.0
84962b1ffffffff,1.0,0.0,0.0,0.0
84962c9ffffffff,20.0,0.0,0.0,3.0
84962cdffffffff,1.0,0.0,0.0,0.0
84962e5ffffffff,14.0,0.0,0.0,1.0
84962e9ffffffff,1.0,0.0,0.0,0.0
84962edffffffff,14.0,0.0,0.0,3.0
8496329ffffffff,1.0,0.0,0.0,0.0
8496335ffffffff,2.0,0.0,0.0,0.0
8496365ffffffff,1.0,0.0,0.0,0.0
8496903ffffffff,4.0,0.0,0.0,0.0
8496905ffffffff,2.0,0.0,0.0,0.0
8496907ffffffff,6.0,0.0,0.0,0.0
8496915ffffffff,2.0,0.0,0.0,0.0
849691dffffffff,1.0,0.0,0.0,0.0
8496921ffffffff,50.0,0.0,0.0,0.0
8496923ffffffff,2.0,0.0,0.0,0.0
8496925ffffffff,208.0,0.0,0.0,17.0
849692bffffffff,6.0,0.0,0.0,0.0
849692dffffffff,29.0,0.0,0.0,0.0
8496933ffffffff,2.0,0.0,0.0,0.0
8496935ffffffff,175.0,0.0,0.0,7.0
8496937ffffffff,11.0,0.0,0.0,0.0
849693dffffffff,30.0,0.0,0.0,0.0
84969a1ffffffff,4.0,0.0,0.0,0.0
8496a15ffffffff,3.0,0.0,0.0,0.0
8496a2dffffffff,2.0,0.0,0.0,0.0
8496a59ffffffff,6.0,0.0,0.0,0.0
8496a5dffffffff,2.0,0.0,0.0,0.0
8496a89ffffffff,2.0,0.0,0.0,0.0
8496ac3ffffffff,2.0,0.0,0.0,2.0
8496ac7ffffffff,2.0,0.0,0.0,2.0
8496b09ffffffff,4.0,0.0,0.0,0.0
8496b0bffffffff,1.0,0.0,0.0,0.0
8496b0dffffffff,3.0,0.0,0.0,2.0
8496b19ffffffff,6.0,0.0,0.0,0.0
8496b1bffffffff,5.0,0.0,0.0,0.0
8496b2bffffffff,4.0,0.0,0.0,0.0
8496b47ffffffff,34.0,0.0,0.0,9.0
8496b53ffffffff,2.0,0.0,0.0,0.0
8496b63ffffffff,21.0,0.0,0.0,2.0
8496b6dffffffff,2.0,0.0,0.0,0.0
8497007ffffffff,5.0,0.0,0.0,0.0
8497023ffffffff,4.0,0.0,0.0,0.0
8497027ffffffff,16.0,0.0,0.0,0.0
849702bffffffff,6.0,0.0,0.0,0.0
8497035ffffffff,20.0,0.0,0.0,0.0
849703dffffffff,14.0,0.0,0.0,0.0
8497069ffffffff,6.0,0.0,0.0,0.0
8497081ffffffff,2.0,0.0,0.0,0.0
84970a7ffffffff,6.0,0.0,0.0,0.0
84970c5ffffffff,3.0,0.0,0.0,0.0
84970d3ffffffff,9.0,0.0,0.0,0.0
84970d7ffffffff,3.0,0.0,0.0,0.0
8497103ffffffff,11.0,0.0,0.0,0.0
8497107ffffffff,9.0,0.0,0.0,0.0
8497113ffffffff,8.0,0.0,0.0,0.0
8497119ffffffff,41.0,0.0,0.0,0.0
849711bffffffff,2.0,0.0,0.0,0.0
849711dffffffff,13.0,0.0,0.0,0.0
8497135ffffffff,2.0,0.0,0.0,0.0
8497139ffffffff,4.0,0.0,0.0,0.0
8497151ffffffff,7.0,0.0,0.0,0.0
8497199ffffffff,31.0,0.0,0.0,0.0
849719bffffffff,16.0,0.0,0.0,0.0
84971c1ffffffff,56.0,0.0,0.0,6.0
84971c3ffffffff,5.0,0.0,0.0,0.0
84971c9ffffffff,4.0,0.0,0.0,0.0
84971cbffffffff,19.0,0.0,0.0,5.0
84971d7ffffffff,5.0,0.0,0.0,0.0
84972d5ffffffff,10.0,0.0,0.0,2.0
84972d9ffffffff,105.0,0.0,0.0,9.0
84972ddffffffff,1.0,0.0,0.0,0.0
8497311ffffffff,2.0,0.0,0.0,0.0
8497317ffffffff,1.0,0.0,0.0,0.0
8497357ffffffff,2.0,0.0,0.0,0.0
8497513ffffffff,2.0,0.0,0.0,0.0
8497515ffffffff,6.0,0.0,0.0,0.0
8497535ffffffff,12.0,0.0,0.0,2.0
8497725ffffffff,8.0,0.0,0.0,0.0
849772dffffffff,3.0,0.0,0.0,0.0
8497827ffffffff,2.0,0.0,0.0,0.0
8497885ffffffff,2.0,0.0,0.0,0.0
849788dffffffff,4.0,0.0,0.0,0.0
8497895ffffffff,6.0,0.0,0.0,1.0
84978c9ffffffff,2.0,0.0,0.0,0.0
84978d9ffffffff,2.0,0.0,0.0,0.0
84978ebffffffff,4.0,0.0,0.0,0.0
8497913ffffffff,3.0,0.0,0.0,0.0
8497997ffffffff,1.0,0.0,0.0,0.0
849799bffffffff,5.0,0.0,0.0,0.0
84979e9ffffffff,3.0,0.0,0.0,0.0
8497a81ffffffff,2.0,0.0,0.0,0.0
8497a85ffffffff,9.0,0.0,0.0,3.0
8497a89ffffffff,4.0,0.0,0.0,0.0
8497aabffffffff,2.0,0.0,0.0,2.0
8497ab1ffffffff,3.0,0.0,0.0,0.0
8497ac3ffffffff,1.0,0.0,0.0,0.0
8497ac7ffffffff,3.0,0.0,0.0,3.0
84ad321ffffffff,19.0,0.0,0.0,5.0
84ad325ffffffff,3.0,0.0,0.0,1.0
84ad329ffffffff,408.0,0.0,0.0,132.0
84ad32dffffffff,4.0,0.0,0.0,0.0
84ad361ffffffff,30.0,0.0,0.0,6.0
84ad365ffffffff,73.0,0.0,0.0,23.0
84ad367ffffffff,172.0,0.0,0.0,47.0
84ad369ffffffff,349.0,0.0,0.0,87.0
84ad36bffffffff,1.0,0.0,0.0,0.0
84ad36dffffffff,118.0,0.0,0.0,28.0
84bc091ffffffff,4.0,0.0,0.0,0.0
84bc19bffffffff,2.0,0.0,0.0,0.0
84bc1b3ffffffff,3.0,0.0,0.0,0.0
84bc403ffffffff,2.0,0.0,0.0,0.0
84bc409ffffffff,16.0,0.0,0.0,4.0
84bc40bffffffff,1.0,0.0,0.0,0.0
84bc40dffffffff,84.0,0.0,0.0,0.0
84bc411ffffffff,11.0,0.0,0.0,0.0
84bc41dffffffff,6.0,0.0,0.0,0.0
84bc431ffffffff,4.0,0.0,0.0,0.0
84bc443ffffffff,8.0,0.0,0.0,0.0
84bc447ffffffff,2.0,0.0,0.0,0.0
84bc453ffffffff,11.0,0.0,0.0,0.0
84bc455ffffffff,69.0,0.0,0.0,3.0
84bc457ffffffff,12.0,0.0,0.0,0.0
84bc45bffffffff,2.0,0.0,0.0,0.0
84bc469ffffffff,2.0,0.0,0.0,0.0
84bc491ffffffff,59.0,0.0,0.0,21.0
84bc499ffffffff,1.0,0.0,0.0,0.0
84bc49bffffffff,3.0,0.0,0.0,0.0
84bc49dffffffff,8.0,0.0,0.0,0.0
84bc4cbffffffff,2.0,0.0,0.0,0.0
84bc4d1ffffffff,1.0,0.0,0.0,0.0
84bc4d5ffffffff,25.0,0.0,0.0,0.0
84bc4d7ffffffff,4.0,0.0,0.0,1.0
84bc4d9ffffffff,28.0,0.0,0.0,0.0
84bc4dbffffffff,3.0,0.0,0.0,1.0
84bc4ddffffffff,8.0,0.0,0.0,0.0
84bc50bffffffff,4.0,0.0,0.0,0.0
84bc683ffffffff,28.0,0.0,0.0,3.0
84bc687ffffffff,111.0,0.0,0.0,26.0
84bc695ffffffff,39.0,0.0,0.0,3.0
84bc697ffffffff,489.0,0.0,0.0,123.0
84bc6a1ffffffff,3.0,0.0,0.0,0.0
84bc6a3ffffffff,115.0,0.0,0.0,16.0
84bc6a5ffffffff,3.0,0.0,0.0,0.0
84bc6abffffffff,101.0,0.0,0.0,17.0
84bc6adffffffff,6.0,0.0,0.0,2.0
84bc6b1ffffffff,15.0,0.0,0.0,0.0
84bc6b3ffffffff,17.0,0.0,0.0,0.0
84bc6b5ffffffff,8.0,0.0,0.0,0.0
84bc6b9ffffffff,4.0,0.0,0.0,1.0
84bc6bbffffffff,16.0,0.0,0.0,8.0
84bc6bdffffffff,42.0,0.0,0.0,6.0
84bc713ffffffff,3.0,0.0,0.0,0.0
84bc717ffffffff,23.0,0.0,0.0,0.0
84bc735ffffffff,2.0,0.0,0.0,0.0
84bc73bffffffff,3.0,0.0,0.0,0.0
84bc89bffffffff,1.0,0.0,0.0,0.0
84bcc05ffffffff,2.0,0.0,0.0,0.0
84bcc49ffffffff,16.0,0.0,0.0,2.0
84bcc4bffffffff,16.0,0.0,0.0,2.0
84bcc4dffffffff,3.0,0.0,0.0,2.0
84bcc65ffffffff,2.0,0.0,0.0,2.0
84bcc6dffffffff,9.0,0.0,0.0,2.0
84bcd01ffffffff,27.0,0.0,0.0,6.0
84bcd03ffffffff,5.0,0.0,0.0,0.0
84bcd05ffffffff,2.0,0.0,0.0,0.0
84bcd07ffffffff,32.0,0.0,0.0,4.0
84bcd09ffffffff,2.0,0.0,0.0,2.0
84bcd0bffffffff,4.0,0.0,0.0,4.0
84bcd15ffffffff,55.0,0.0,0.0,18.0
84bcd19ffffffff,2.0,0.0,0.0,0.0
84bcd1bffffffff,1.0,0.0,0.0,0.0
84bcd1dffffffff,28.0,0.0,0.0,12.0
84bcd21ffffffff,9.0,0.0,0.0,0.0
84bcd27ffffffff,2.0,0.0,0.0,0.0
84bcd37ffffffff,49.0,0.0,0.0,11.0
84bcd43ffffffff,25.0,0.0,0.0,5.0
84bcd4bffffffff,2.0,0.0,0.0,0.0
84bcd53ffffffff,1.0,0.0,0.0,0.0
84bcdc1ffffffff,5.0,0.0,0.0,3.0
84bcdebffffffff,1.0,0.0,0.0,0.0
84bce05ffffffff,6.0,0.0,0.0,4.0
84bce15ffffffff,1.0,0.0,0.0,0.0
84bce21ffffffff,30.0,0.0,0.0,4.0
84bce27ffffffff,3.0,0.0,0.0,0.0
84bce29ffffffff,184.0,0.0,0.0,36.0
84bce2bffffffff,2.0,0.0,0.0,0.0
84bce2dffffffff,9.0,0.0,0.0,4.0
84bce61ffffffff,5.0,0.0,0.0,0.0
84bce63ffffffff,25.0,0.0,0.0,7.0
84bce65ffffffff,11.0,0.0,0.0,0.0
84bce67ffffffff,30.0,0.0,0.0,7.0
84bce6bffffffff,2.0,0.0,0.0,0.0
84bcea1ffffffff,3.0,0.0,0.0,0.0
84bcf09ffffffff,1.0,0.0,0.0,0.0
84bcf17ffffffff,2.0,0.0,0.0,0.0
84bcf33ffffffff,25.0,0.0,0.0,9.0
84bcf3bffffffff,6.0,0.0,0.0,0.0
84bcf3dffffffff,1.0,0.0,0.0,0.0
84bcf53ffffffff,15.0,0.0,0.0,5.0
84bcf5bffffffff,21.0,0.0,0.0,8.0
84bcf63ffffffff,2.0,0.0,0.0,0.0
