cell_id,Muscisaxicola maclovianus,Muscisaxicola maclovianus mentalis,Muscisaxicola maclovianus maclovianus
83c320fffffffff,15.0,0.0,0.0
83c321fffffffff,8.0,0.0,0.0
83c323fffffffff,2.0,0.0,0.0
83c324fffffffff,15.0,0.0,0.0
83c329fffffffff,66.0,0.0,0.0
83c32afffffffff,7.0,0.0,0.0
83c32bfffffffff,12.0,0.0,0.0
83c32dfffffffff,6.0,0.0,0.0
83c32efffffffff,20.0,0.0,0.0
83c340fffffffff,2.0,0.0,0.0
83c342fffffffff,2.0,0.0,0.0
83c350fffffffff,1.0,0.0,0.0
83c351fffffffff,1.0,0.0,0.0
83c353fffffffff,5.0,0.0,0.0
83c354fffffffff,2.0,0.0,0.0
83c355fffffffff,1.0,0.0,0.0
83c364fffffffff,2.0,0.0,0.0
83c366fffffffff,2.0,0.0,0.0
83c371fffffffff,2.0,0.0,0.0
83c375fffffffff,2.0,0.0,0.0
83c376fffffffff,16.0,0.0,0.0
83ce80fffffffff,184.0,1.0,0.0
83ce81fffffffff,103.0,0.0,0.0
83ce83fffffffff,89.0,0.0,0.0
83ce84fffffffff,3.0,0.0,0.0
83ce85fffffffff,100.0,6.0,0.0
83ce86fffffffff,1.0,0.0,0.0
83ce88fffffffff,73.0,0.0,0.0
83ce8afffffffff,4.0,0.0,0.0
83ce8bfffffffff,2.0,0.0,0.0
83ce8cfffffffff,93.0,0.0,0.0
83ce8efffffffff,43.0,0.0,0.0
83ce93fffffffff,63.0,0.0,0.0
83ce98fffffffff,55.0,0.0,0.0
83ce99fffffffff,30.0,0.0,0.0
83ce9bfffffffff,6.0,0.0,0.0
83ce9cfffffffff,24.0,0.0,0.0
83ce9dfffffffff,112.0,0.0,0.0
83ce9efffffffff,2.0,0.0,0.0
83cea0fffffffff,16.0,0.0,0.0
83cea1fffffffff,165.0,0.0,0.0
83cea2fffffffff,3.0,0.0,0.0
83cea3fffffffff,22.0,0.0,0.0
83cea4fffffffff,1.0,0.0,0.0
83cea5fffffffff,1.0,0.0,0.0
83cea8fffffffff,84.0,0.0,0.0
83ceaafffffffff,144.0,0.0,0.0
83ceabfffffffff,7.0,0.0,0.0
83ceacfffffffff,26.0,0.0,0.0
83ceaefffffffff,125.0,0.0,0.0
83cf10fffffffff,8.0,0.0,0.0
83cf12fffffffff,189.0,0.0,0.0
83cf13fffffffff,46.0,0.0,0.0
83cf16fffffffff,8.0,0.0,0.0
83cf32fffffffff,5.0,0.0,0.0
83cf83fffffffff,2.0,0.0,0.0
83cf85fffffffff,2.0,0.0,0.0
83cf88fffffffff,24.0,0.0,0.0
83cf89fffffffff,4.0,0.0,0.0
83cf8afffffffff,5.0,0.0,0.0
83cf8bfffffffff,11.0,0.0,0.0
83cf8cfffffffff,44.0,0.0,0.0
83cf8dfffffffff,9.0,0.0,0.0
83cf8efffffffff,13.0,0.0,0.0
83cf90fffffffff,8.0,0.0,0.0
83cf91fffffffff,17.0,0.0,0.0
83cf94fffffffff,68.0,0.0,0.0
83cf9efffffffff,17.0,0.0,0.0
83cfa0fffffffff,10.0,0.0,0.0
83cfa1fffffffff,2.0,0.0,0.0
83cfa2fffffffff,39.0,0.0,0.0
83cfa4fffffffff,341.0,0.0,0.0
83cfa5fffffffff,2.0,0.0,0.0
83cfa8fffffffff,86.0,0.0,0.0
83cfaafffffffff,16.0,0.0,0.0
83cfabfffffffff,2.0,0.0,0.0
83cfacfffffffff,62.0,4.0,0.0
83cfaefffffffff,9.0,0.0,0.0
83cfb1fffffffff,19.0,0.0,0.0
83de62fffffffff,272.0,0.0,45.0
83de66fffffffff,63.0,0.0,0.0
83de70fffffffff,257.0,0.0,20.0
83de71fffffffff,32.0,0.0,3.0
83de74fffffffff,53.0,0.0,0.0
83de75fffffffff,36.0,0.0,3.0
83df40fffffffff,8.0,3.0,0.0
83df41fffffffff,46.0,2.0,0.0
83df42fffffffff,13.0,0.0,0.0
83df44fffffffff,7.0,0.0,0.0
83df45fffffffff,539.0,25.0,0.0
83df4dfffffffff,7.0,0.0,0.0
83df5bfffffffff,7.0,0.0,0.0
83df68fffffffff,61.0,0.0,0.0
83df69fffffffff,30.0,0.0,0.0
83df6afffffffff,44.0,0.0,0.0
83df6bfffffffff,21.0,6.0,0.0
83df6dfffffffff,13.0,0.0,0.0
83df6efffffffff,33.0,0.0,0.0
