cell_id,Microcerculus marginatus,Microcerculus marginatus luscinia,Microcerculus marginatus taeniatus/occidentalis,Microcerculus marginatus [marginatus Group]
8366c0fffffffff,146.0,0.0,0.0,0.0
8366c2fffffffff,283.0,0.0,0.0,0.0
8366c5fffffffff,24.0,0.0,0.0,0.0
8366c6fffffffff,1.0,0.0,0.0,1.0
8366c9fffffffff,2.0,0.0,0.0,0.0
8366cdfffffffff,8.0,0.0,0.0,0.0
8366cefffffffff,4.0,0.0,0.0,0.0
8366d0fffffffff,1168.0,0.0,22.0,0.0
8366d1fffffffff,359.0,0.0,0.0,0.0
8366d2fffffffff,184.0,0.0,25.0,0.0
8366d3fffffffff,2737.0,0.0,233.0,121.0
8366d5fffffffff,30.0,0.0,0.0,0.0
8366d8fffffffff,23.0,0.0,0.0,5.0
8366dafffffffff,17.0,0.0,0.0,5.0
8366dbfffffffff,17.0,0.0,0.0,3.0
8366dcfffffffff,290.0,0.0,0.0,42.0
8366ddfffffffff,33.0,0.0,0.0,9.0
8366defffffffff,287.0,0.0,0.0,101.0
8366e0fffffffff,145.0,0.0,0.0,2.0
8366e1fffffffff,23.0,0.0,0.0,0.0
8366e3fffffffff,149.0,0.0,0.0,6.0
8366e4fffffffff,258.0,0.0,0.0,3.0
8366e5fffffffff,1150.0,0.0,0.0,15.0
8366e6fffffffff,2407.0,0.0,0.0,0.0
8366eafffffffff,6.0,0.0,0.0,0.0
8366ecfffffffff,16.0,0.0,0.0,0.0
8366eefffffffff,7.0,0.0,0.0,0.0
8366f0fffffffff,1340.0,0.0,22.0,0.0
8366f1fffffffff,50.0,0.0,0.0,0.0
8366f3fffffffff,49.0,0.0,0.0,0.0
8366f5fffffffff,653.0,0.0,0.0,0.0
836741fffffffff,15.0,0.0,0.0,0.0
836742fffffffff,34.0,0.0,0.0,0.0
836743fffffffff,385.0,0.0,0.0,13.0
83674cfffffffff,36.0,0.0,0.0,0.0
83674efffffffff,48.0,0.0,0.0,1.0
836751fffffffff,29.0,0.0,0.0,0.0
836753fffffffff,9.0,0.0,0.0,0.0
836755fffffffff,4.0,0.0,0.0,0.0
836758fffffffff,2.0,0.0,0.0,0.0
83675afffffffff,18.0,0.0,0.0,0.0
83675cfffffffff,87.0,0.0,0.0,0.0
83675dfffffffff,4.0,0.0,0.0,0.0
83675efffffffff,27.0,0.0,0.0,0.0
83679afffffffff,35.0,0.0,0.0,0.0
83679bfffffffff,57.0,0.0,0.0,0.0
836d69fffffffff,1041.0,0.0,0.0,0.0
838046fffffffff,3.0,0.0,0.0,0.0
838061fffffffff,2.0,0.0,0.0,0.0
838065fffffffff,50.0,0.0,0.0,0.0
838066fffffffff,2.0,0.0,0.0,0.0
838071fffffffff,2.0,0.0,0.0,0.0
838074fffffffff,4.0,0.0,0.0,0.0
838075fffffffff,3.0,0.0,0.0,0.0
83814afffffffff,111.0,0.0,0.0,2.0
83814dfffffffff,51.0,0.0,0.0,0.0
83814efffffffff,67.0,0.0,0.0,0.0
83815afffffffff,1.0,0.0,0.0,0.0
83815dfffffffff,4.0,0.0,0.0,0.0
838a00fffffffff,2.0,0.0,0.0,0.0
838a05fffffffff,4.0,0.0,0.0,0.0
838a10fffffffff,6.0,0.0,0.0,2.0
838a15fffffffff,2.0,0.0,0.0,0.0
838a1afffffffff,11.0,0.0,0.0,0.0
838a20fffffffff,2.0,0.0,0.0,2.0
838a21fffffffff,8.0,0.0,0.0,0.0
838a23fffffffff,6.0,0.0,0.0,0.0
838a2cfffffffff,2.0,0.0,0.0,0.0
838a31fffffffff,8.0,0.0,0.0,0.0
838a33fffffffff,3.0,0.0,0.0,0.0
838a45fffffffff,82.0,0.0,0.0,0.0
838a4efffffffff,2.0,0.0,0.0,0.0
838a63fffffffff,32.0,0.0,0.0,1.0
838a68fffffffff,4.0,0.0,0.0,0.0
838a69fffffffff,145.0,0.0,0.0,1.0
838a6dfffffffff,188.0,0.0,0.0,20.0
838a73fffffffff,6.0,0.0,0.0,0.0
838a75fffffffff,9.0,0.0,0.0,0.0
838a82fffffffff,2.0,0.0,0.0,0.0
838a90fffffffff,1.0,0.0,0.0,0.0
838a92fffffffff,3.0,0.0,0.0,0.0
838a9cfffffffff,17.0,0.0,0.0,0.0
838aaafffffffff,6.0,0.0,0.0,2.0
838aadfffffffff,4.0,0.0,0.0,0.0
838ab2fffffffff,1.0,0.0,0.0,0.0
838ae5fffffffff,1.0,0.0,0.0,0.0
838af4fffffffff,2.0,0.0,0.0,0.0
838b21fffffffff,21.0,0.0,0.0,0.0
838b22fffffffff,29.0,0.0,0.0,0.0
838b23fffffffff,12.0,0.0,0.0,0.0
838b2cfffffffff,40.0,0.0,0.0,0.0
838b2efffffffff,21.0,0.0,0.0,0.0
838b40fffffffff,60.0,0.0,0.0,0.0
838b42fffffffff,4.0,0.0,0.0,0.0
838b44fffffffff,307.0,0.0,0.0,0.0
838b45fffffffff,2.0,0.0,0.0,0.0
838b46fffffffff,43.0,0.0,0.0,0.0
838b4efffffffff,21.0,0.0,0.0,0.0
838b51fffffffff,8.0,0.0,0.0,0.0
838b53fffffffff,3.0,0.0,0.0,0.0
838b5cfffffffff,17.0,0.0,0.0,4.0
838b5dfffffffff,4.0,0.0,0.0,0.0
838b61fffffffff,470.0,0.0,0.0,6.0
838b62fffffffff,27.0,0.0,0.0,0.0
838b63fffffffff,292.0,0.0,0.0,5.0
838b68fffffffff,17.0,0.0,0.0,0.0
838b69fffffffff,74.0,0.0,0.0,0.0
838b6cfffffffff,29.0,0.0,0.0,0.0
838b6efffffffff,137.0,0.0,0.0,0.0
838b70fffffffff,1.0,0.0,0.0,0.0
838b71fffffffff,275.0,0.0,0.0,1.0
838b74fffffffff,108.0,0.0,0.0,0.0
838b75fffffffff,24.0,0.0,0.0,0.0
838b82fffffffff,1.0,0.0,0.0,0.0
838b83fffffffff,2.0,0.0,0.0,0.0
838b88fffffffff,3.0,0.0,0.0,0.0
838b9dfffffffff,19.0,0.0,0.0,3.0
838e64fffffffff,79.0,0.0,0.0,0.0
838e65fffffffff,22.0,0.0,0.0,0.0
838f28fffffffff,9.0,0.0,4.0,0.0
838f29fffffffff,81.0,0.0,5.0,0.0
838f2afffffffff,98.0,0.0,6.0,0.0
838f2bfffffffff,16.0,0.0,2.0,0.0
838f2cfffffffff,207.0,0.0,10.0,0.0
838f2dfffffffff,1.0,0.0,0.0,0.0
838f2efffffffff,2.0,0.0,0.0,0.0
838f40fffffffff,358.0,0.0,0.0,57.0
838f41fffffffff,2.0,0.0,0.0,0.0
838f42fffffffff,4.0,0.0,0.0,0.0
838f43fffffffff,47.0,0.0,0.0,0.0
838f46fffffffff,413.0,0.0,0.0,43.0
838f48fffffffff,38.0,0.0,0.0,0.0
838f4afffffffff,68.0,0.0,0.0,0.0
838f4bfffffffff,21.0,0.0,0.0,0.0
838f4efffffffff,2.0,0.0,0.0,0.0
838f55fffffffff,9.0,0.0,0.0,0.0
838f5cfffffffff,1.0,0.0,0.0,0.0
838f5dfffffffff,45.0,0.0,0.0,0.0
838f61fffffffff,31.0,0.0,0.0,0.0
838f65fffffffff,67.0,0.0,0.0,0.0
838f6bfffffffff,25.0,0.0,0.0,7.0
838f6efffffffff,3.0,0.0,0.0,0.0
838f70fffffffff,35.0,0.0,0.0,2.0
838f71fffffffff,17.0,0.0,0.0,0.0
838f72fffffffff,241.0,0.0,0.0,46.0
838f73fffffffff,7.0,0.0,0.0,0.0
838f74fffffffff,13.0,0.0,0.0,2.0
838f76fffffffff,43.0,0.0,0.0,0.0
83b325fffffffff,2.0,0.0,0.0,0.0
