cell_id,Geranoaetus polyosoma,Geranoaetus polyosoma polyosoma,Geranoaetus polyosoma exsul,Geranoaetus polyosoma (Puna),Geranoaetus polyosoma (Red-backed)
84b2c45ffffffff,67.0,0.0,0.0,0.0,0.0
84b2c47ffffffff,336.0,23.0,0.0,0.0,25.0
84b2c49ffffffff,113.0,0.0,0.0,0.0,0.0
84b2c4bffffffff,250.0,14.0,0.0,0.0,25.0
84b2c4dffffffff,242.0,2.0,0.0,0.0,3.0
84b2c51ffffffff,2122.0,40.0,0.0,0.0,226.0
84b2c53ffffffff,433.0,0.0,0.0,0.0,53.0
84b2c55ffffffff,379.0,23.0,0.0,0.0,27.0
84b2c57ffffffff,43.0,0.0,0.0,0.0,2.0
84b2c59ffffffff,46.0,4.0,0.0,0.0,0.0
84b2c5dffffffff,91.0,2.0,0.0,0.0,2.0
84b2c81ffffffff,16.0,0.0,0.0,0.0,0.0
84b2c83ffffffff,6.0,0.0,0.0,0.0,0.0
84b2c85ffffffff,4.0,0.0,0.0,0.0,0.0
84b2c89ffffffff,3.0,0.0,0.0,0.0,0.0
84b2c8bffffffff,9.0,0.0,0.0,0.0,0.0
84b2c8dffffffff,22.0,0.0,0.0,0.0,0.0
84b2ca3ffffffff,9.0,0.0,0.0,0.0,0.0
84b2ca7ffffffff,26.0,0.0,0.0,0.0,0.0
84b2ca9ffffffff,123.0,0.0,0.0,0.0,6.0
84b2cadffffffff,2.0,0.0,0.0,0.0,0.0
84b2cb5ffffffff,9.0,0.0,0.0,0.0,0.0
84b2cb7ffffffff,2.0,0.0,0.0,0.0,0.0
84b2cc5ffffffff,2.0,0.0,0.0,0.0,0.0
84b2cc7ffffffff,5.0,0.0,0.0,0.0,1.0
84b2cddffffffff,22.0,0.0,0.0,0.0,0.0
84b2ce1ffffffff,7.0,0.0,0.0,0.0,0.0
84b2ce3ffffffff,3.0,0.0,0.0,0.0,0.0
84b2ce5ffffffff,194.0,0.0,0.0,0.0,49.0
84b2ce7ffffffff,6.0,0.0,0.0,0.0,0.0
84b2ce9ffffffff,5.0,0.0,0.0,0.0,0.0
84b2cebffffffff,14.0,0.0,0.0,0.0,0.0
84b2cedffffffff,6.0,0.0,0.0,0.0,0.0
84b2d81ffffffff,16.0,0.0,0.0,0.0,0.0
84b2d83ffffffff,3.0,0.0,0.0,0.0,0.0
84b2d87ffffffff,145.0,0.0,0.0,0.0,10.0
84b2d89ffffffff,15.0,0.0,0.0,0.0,0.0
84b2d91ffffffff,11.0,0.0,0.0,0.0,0.0
84b2d93ffffffff,63.0,0.0,0.0,0.0,3.0
84b2d97ffffffff,13.0,0.0,0.0,0.0,0.0
84b2d9bffffffff,3.0,0.0,0.0,0.0,0.0
84b2d9dffffffff,14.0,0.0,0.0,0.0,0.0
84b2da3ffffffff,59.0,0.0,0.0,0.0,0.0
84b2dabffffffff,115.0,0.0,0.0,0.0,4.0
84b2db1ffffffff,4.0,0.0,0.0,0.0,0.0
84b2db3ffffffff,15.0,0.0,0.0,0.0,0.0
84b2db7ffffffff,6.0,0.0,0.0,0.0,0.0
84b2db9ffffffff,10.0,0.0,0.0,0.0,0.0
84b2dbbffffffff,12.0,0.0,0.0,0.0,0.0
84b2dbdffffffff,21.0,0.0,0.0,0.0,0.0
84b2dc1ffffffff,3.0,0.0,0.0,0.0,0.0
84b2dc3ffffffff,27.0,0.0,0.0,0.0,0.0
84b2dcbffffffff,122.0,0.0,0.0,0.0,0.0
84b2dd1ffffffff,6.0,0.0,0.0,0.0,0.0
84b2dd3ffffffff,8.0,0.0,0.0,0.0,0.0
84b2dd5ffffffff,12.0,0.0,0.0,0.0,1.0
84b2dd7ffffffff,2.0,0.0,0.0,0.0,0.0
84b2dd9ffffffff,34.0,0.0,0.0,0.0,0.0
84b2ddbffffffff,118.0,0.0,0.0,0.0,52.0
84b2dddffffffff,2.0,0.0,0.0,0.0,0.0
84b2e07ffffffff,1.0,0.0,0.0,0.0,0.0
84b2e0dffffffff,5.0,0.0,0.0,0.0,0.0
84b2e11ffffffff,7.0,0.0,0.0,0.0,0.0
84b2e13ffffffff,3.0,0.0,0.0,0.0,0.0
84b2e15ffffffff,2.0,0.0,0.0,0.0,0.0
84b2e1bffffffff,3.0,0.0,0.0,0.0,0.0
84b2e1dffffffff,5.0,0.0,0.0,0.0,0.0
84b2e21ffffffff,87.0,22.0,0.0,0.0,0.0
84b2e23ffffffff,14.0,4.0,0.0,0.0,0.0
84b2e27ffffffff,228.0,11.0,0.0,0.0,12.0
84b2e29ffffffff,27.0,6.0,0.0,0.0,0.0
84b2e2bffffffff,4.0,0.0,0.0,0.0,0.0
84b2e2dffffffff,169.0,34.0,0.0,0.0,5.0
84b2e33ffffffff,52.0,0.0,0.0,1.0,3.0
84b2e35ffffffff,35.0,0.0,0.0,0.0,3.0
84b2e37ffffffff,6.0,2.0,0.0,0.0,0.0
84b2e3dffffffff,12.0,3.0,0.0,0.0,0.0
84b2e41ffffffff,4.0,0.0,0.0,0.0,0.0
84b2e45ffffffff,6.0,1.0,0.0,0.0,0.0
84b2e47ffffffff,4.0,0.0,0.0,0.0,0.0
84b2e49ffffffff,26.0,3.0,0.0,0.0,0.0
84b2e4dffffffff,8.0,2.0,0.0,0.0,0.0
84b2e53ffffffff,2.0,0.0,0.0,0.0,0.0
84b2e5bffffffff,3.0,0.0,0.0,0.0,0.0
84b2e61ffffffff,1.0,1.0,0.0,0.0,0.0
84b2e65ffffffff,92.0,39.0,0.0,0.0,3.0
84b2e67ffffffff,54.0,18.0,0.0,0.0,8.0
84b2e69ffffffff,10.0,6.0,0.0,0.0,0.0
84b2e6bffffffff,4.0,0.0,0.0,0.0,0.0
84b2e6dffffffff,164.0,9.0,0.0,0.0,3.0
84b2e83ffffffff,6.0,0.0,0.0,0.0,0.0
84b2e85ffffffff,20.0,0.0,0.0,0.0,0.0
84b2e91ffffffff,9.0,0.0,0.0,0.0,0.0
84b2e95ffffffff,2.0,0.0,0.0,0.0,0.0
84b2e99ffffffff,26.0,0.0,0.0,0.0,0.0
84b2e9bffffffff,1.0,0.0,0.0,0.0,0.0
84b2ea3ffffffff,3.0,0.0,0.0,0.0,0.0
84b2ea5ffffffff,6.0,0.0,0.0,0.0,0.0
84b2ea7ffffffff,4.0,0.0,0.0,0.0,0.0
84b2ea9ffffffff,3.0,0.0,0.0,0.0,0.0
84b2eabffffffff,1.0,0.0,0.0,0.0,0.0
84b2eb3ffffffff,4.0,0.0,0.0,0.0,0.0
84b2eb7ffffffff,1.0,0.0,0.0,0.0,0.0
84b2eb9ffffffff,12.0,0.0,0.0,0.0,0.0
84b2ebbffffffff,23.0,0.0,0.0,0.0,0.0
84b2ec1ffffffff,14.0,0.0,0.0,0.0,0.0
84b2ec5ffffffff,8.0,0.0,0.0,0.0,0.0
84b2ec7ffffffff,6.0,0.0,0.0,0.0,0.0
84b2ecbffffffff,3.0,0.0,0.0,0.0,0.0
84b2ecdffffffff,5.0,0.0,0.0,0.0,0.0
84b2ed7ffffffff,1.0,0.0,0.0,0.0,0.0
84b2ed9ffffffff,19.0,0.0,0.0,0.0,0.0
84b2ee1ffffffff,82.0,0.0,0.0,4.0,36.0
84b2ee3ffffffff,7.0,0.0,0.0,0.0,3.0
84b2ee7ffffffff,12.0,0.0,0.0,0.0,0.0
84b2ee9ffffffff,73.0,0.0,0.0,1.0,13.0
84b2eebffffffff,25.0,0.0,0.0,0.0,0.0
84b2eedffffffff,2.0,0.0,0.0,0.0,0.0
84b3001ffffffff,129.0,4.0,0.0,0.0,7.0
84b3003ffffffff,12.0,0.0,0.0,0.0,0.0
84b3009ffffffff,20.0,2.0,0.0,0.0,0.0
84b300bffffffff,26.0,0.0,0.0,0.0,0.0
84b300dffffffff,3.0,0.0,0.0,0.0,0.0
84b3011ffffffff,29.0,0.0,0.0,0.0,0.0
84b3013ffffffff,2.0,0.0,0.0,0.0,0.0
84b3015ffffffff,3.0,0.0,0.0,0.0,0.0
84b3017ffffffff,7.0,2.0,0.0,0.0,0.0
84b3019ffffffff,4.0,0.0,0.0,2.0,0.0
84b301bffffffff,8.0,0.0,0.0,0.0,0.0
84b301dffffffff,4.0,0.0,0.0,0.0,0.0
84b3033ffffffff,2.0,0.0,0.0,0.0,0.0
84b303bffffffff,3.0,0.0,0.0,0.0,0.0
84b3041ffffffff,4.0,0.0,0.0,0.0,0.0
84b3043ffffffff,223.0,0.0,0.0,2.0,14.0
84b3047ffffffff,69.0,0.0,0.0,0.0,5.0
84b304bffffffff,7.0,0.0,0.0,6.0,0.0
84b3051ffffffff,43.0,0.0,0.0,18.0,0.0
84b3053ffffffff,2.0,0.0,0.0,0.0,0.0
84b3055ffffffff,30.0,0.0,0.0,6.0,0.0
84b3059ffffffff,47.0,2.0,0.0,11.0,0.0
84b305dffffffff,643.0,14.0,0.0,131.0,10.0
84b3087ffffffff,4.0,0.0,0.0,0.0,0.0
84b3089ffffffff,2.0,0.0,0.0,0.0,0.0
84b308bffffffff,1.0,0.0,0.0,0.0,0.0
84b308dffffffff,4.0,0.0,0.0,2.0,0.0
84b3091ffffffff,1.0,0.0,0.0,0.0,0.0
84b309dffffffff,1.0,0.0,0.0,0.0,0.0
84b30a7ffffffff,13.0,0.0,0.0,0.0,0.0
84b30adffffffff,5.0,0.0,0.0,0.0,0.0
84b30b1ffffffff,2.0,0.0,0.0,0.0,0.0
84b30b3ffffffff,45.0,0.0,0.0,0.0,2.0
84b30b5ffffffff,27.0,0.0,0.0,0.0,8.0
84b30b9ffffffff,33.0,0.0,0.0,0.0,0.0
84b30bbffffffff,23.0,0.0,0.0,0.0,0.0
84b30bdffffffff,25.0,0.0,0.0,0.0,0.0
84b30c5ffffffff,6.0,0.0,0.0,2.0,0.0
84b30e5ffffffff,4.0,0.0,0.0,0.0,0.0
84b30e9ffffffff,31.0,0.0,0.0,0.0,0.0
84b30ebffffffff,2.0,0.0,0.0,0.0,0.0
84b30edffffffff,5.0,0.0,0.0,0.0,0.0
84b3193ffffffff,4.0,0.0,0.0,0.0,0.0
84b31d9ffffffff,2.0,0.0,0.0,0.0,0.0
84b31dbffffffff,3.0,0.0,0.0,0.0,0.0
84b3201ffffffff,5.0,0.0,0.0,0.0,0.0
84b3203ffffffff,6.0,0.0,0.0,0.0,0.0
84b3205ffffffff,2.0,0.0,0.0,2.0,0.0
84b3209ffffffff,25.0,0.0,0.0,0.0,0.0
84b320bffffffff,28.0,0.0,0.0,0.0,0.0
84b320dffffffff,23.0,0.0,0.0,0.0,0.0
84b3213ffffffff,5.0,0.0,0.0,0.0,0.0
84b3215ffffffff,3.0,0.0,0.0,0.0,0.0
84b3217ffffffff,3.0,0.0,0.0,0.0,0.0
84b3219ffffffff,65.0,0.0,0.0,0.0,0.0
84b321dffffffff,15.0,0.0,0.0,0.0,0.0
84b3221ffffffff,13.0,0.0,0.0,2.0,0.0
84b3225ffffffff,4.0,0.0,0.0,0.0,0.0
84b3227ffffffff,6.0,0.0,0.0,0.0,0.0
84b322dffffffff,9.0,0.0,0.0,2.0,0.0
84b3235ffffffff,32.0,0.0,0.0,19.0,0.0
84b3237ffffffff,77.0,3.0,0.0,18.0,0.0
84b3241ffffffff,8.0,0.0,0.0,0.0,0.0
84b3243ffffffff,17.0,0.0,0.0,0.0,0.0
84b3247ffffffff,3.0,0.0,0.0,0.0,0.0
84b3253ffffffff,40.0,0.0,0.0,0.0,0.0
84b3257ffffffff,57.0,0.0,0.0,0.0,0.0
84b3261ffffffff,43.0,0.0,0.0,5.0,1.0
84b3263ffffffff,4.0,0.0,0.0,0.0,0.0
84b3265ffffffff,4.0,0.0,0.0,0.0,0.0
84b3267ffffffff,3.0,0.0,0.0,0.0,0.0
84b3269ffffffff,6.0,0.0,0.0,2.0,0.0
84b326bffffffff,5.0,0.0,0.0,0.0,0.0
84b326dffffffff,14.0,0.0,0.0,8.0,0.0
84b3289ffffffff,13.0,0.0,0.0,0.0,0.0
84b32a5ffffffff,42.0,0.0,0.0,5.0,0.0
84b32c1ffffffff,6.0,0.0,0.0,0.0,0.0
84b32c5ffffffff,5.0,0.0,0.0,0.0,0.0
84b32c7ffffffff,4.0,0.0,0.0,0.0,0.0
84b32c9ffffffff,4.0,0.0,0.0,0.0,0.0
84b32cdffffffff,2.0,0.0,0.0,0.0,0.0
84b32dbffffffff,7.0,0.0,0.0,0.0,0.0
84b32ddffffffff,21.0,0.0,0.0,0.0,0.0
84b3301ffffffff,1.0,0.0,0.0,0.0,0.0
84b3303ffffffff,16.0,0.0,0.0,0.0,2.0
84b3307ffffffff,1.0,0.0,0.0,0.0,1.0
84b3309ffffffff,5.0,0.0,0.0,0.0,0.0
84b330bffffffff,2.0,0.0,0.0,0.0,0.0
84b3313ffffffff,15.0,0.0,0.0,0.0,1.0
84b3315ffffffff,2.0,0.0,0.0,0.0,0.0
84b3317ffffffff,4.0,0.0,0.0,0.0,0.0
84b3319ffffffff,7.0,0.0,0.0,0.0,0.0
84b331dffffffff,2.0,0.0,0.0,0.0,0.0
84b3341ffffffff,35.0,0.0,0.0,1.0,2.0
84b3343ffffffff,4.0,0.0,0.0,2.0,1.0
84b3349ffffffff,2.0,0.0,0.0,0.0,0.0
84b334bffffffff,43.0,0.0,0.0,4.0,2.0
84b334dffffffff,5.0,0.0,0.0,0.0,0.0
84b3351ffffffff,25.0,0.0,0.0,1.0,1.0
84b3355ffffffff,190.0,0.0,0.0,4.0,6.0
84b3357ffffffff,4.0,0.0,0.0,0.0,0.0
84b3359ffffffff,21.0,0.0,0.0,4.0,0.0
84b335dffffffff,43.0,0.0,0.0,0.0,3.0
84b3363ffffffff,5.0,0.0,0.0,0.0,0.0
84b3369ffffffff,4.0,0.0,0.0,0.0,0.0
84b340dffffffff,13.0,0.0,0.0,0.0,0.0
84b3421ffffffff,6.0,0.0,0.0,0.0,0.0
84b3423ffffffff,5.0,0.0,0.0,0.0,0.0
84b3425ffffffff,32.0,0.0,0.0,0.0,0.0
84b3427ffffffff,5.0,0.0,0.0,0.0,0.0
84b3429ffffffff,2.0,0.0,0.0,0.0,2.0
84b342bffffffff,9.0,0.0,0.0,0.0,0.0
84b342dffffffff,23.0,0.0,0.0,0.0,0.0
84b3439ffffffff,2.0,0.0,0.0,0.0,0.0
84b343dffffffff,2.0,0.0,0.0,0.0,0.0
84b3441ffffffff,3.0,0.0,0.0,0.0,0.0
84b3463ffffffff,2.0,0.0,0.0,0.0,0.0
84b3465ffffffff,1.0,0.0,0.0,0.0,0.0
84b346dffffffff,24.0,0.0,0.0,3.0,0.0
84b350bffffffff,12.0,0.0,0.0,5.0,0.0
84b3511ffffffff,64.0,0.0,0.0,3.0,0.0
84b3513ffffffff,46.0,0.0,0.0,0.0,0.0
84b3515ffffffff,64.0,0.0,0.0,7.0,0.0
84b3517ffffffff,48.0,0.0,0.0,3.0,3.0
84b3519ffffffff,56.0,0.0,0.0,7.0,0.0
84b351bffffffff,1.0,0.0,0.0,0.0,0.0
84b351dffffffff,14.0,0.0,0.0,4.0,0.0
84b352bffffffff,4.0,0.0,0.0,1.0,0.0
84b352dffffffff,9.0,2.0,0.0,0.0,0.0
84b3537ffffffff,9.0,0.0,0.0,7.0,0.0
84b3539ffffffff,17.0,0.0,0.0,6.0,0.0
84b353bffffffff,4.0,0.0,0.0,4.0,0.0
84b3541ffffffff,9.0,0.0,0.0,7.0,0.0
84b3543ffffffff,9.0,0.0,0.0,5.0,0.0
84b3545ffffffff,17.0,0.0,0.0,13.0,0.0
84b3547ffffffff,1.0,0.0,0.0,1.0,0.0
84b354bffffffff,154.0,0.0,0.0,68.0,3.0
84b3551ffffffff,57.0,0.0,0.0,9.0,0.0
84b3553ffffffff,41.0,0.0,0.0,5.0,2.0
84b3555ffffffff,12.0,0.0,0.0,5.0,0.0
84b3557ffffffff,2.0,0.0,0.0,0.0,0.0
84b355bffffffff,27.0,0.0,0.0,0.0,1.0
84b355dffffffff,219.0,0.0,0.0,29.0,4.0
84b3561ffffffff,5.0,0.0,0.0,0.0,0.0
84b3565ffffffff,33.0,0.0,0.0,0.0,0.0
84b356dffffffff,6.0,0.0,0.0,0.0,0.0
84b3585ffffffff,22.0,0.0,0.0,0.0,0.0
84b3587ffffffff,4.0,0.0,0.0,0.0,0.0
84b3589ffffffff,19.0,0.0,0.0,0.0,2.0
84b358dffffffff,11.0,0.0,0.0,0.0,0.0
84b35a1ffffffff,20.0,0.0,0.0,0.0,0.0
84b35a3ffffffff,5.0,0.0,0.0,0.0,0.0
84b35a5ffffffff,26.0,0.0,0.0,0.0,3.0
84b35a7ffffffff,243.0,0.0,0.0,15.0,29.0
84b35a9ffffffff,7.0,0.0,0.0,0.0,0.0
84b35abffffffff,16.0,0.0,0.0,0.0,0.0
84b35adffffffff,25.0,0.0,0.0,0.0,2.0
84b35b3ffffffff,2.0,0.0,0.0,0.0,0.0
84b35b5ffffffff,10.0,0.0,0.0,0.0,0.0
84b35bdffffffff,6.0,0.0,0.0,0.0,0.0
84b35c3ffffffff,4.0,0.0,0.0,0.0,0.0
84b35c5ffffffff,91.0,0.0,0.0,0.0,0.0
84b35c7ffffffff,6.0,0.0,0.0,0.0,1.0
84b35c9ffffffff,35.0,0.0,0.0,1.0,0.0
84b35cbffffffff,3.0,0.0,0.0,0.0,0.0
84b35cdffffffff,18.0,0.0,0.0,0.0,0.0
84b35d5ffffffff,4.0,0.0,0.0,0.0,0.0
84b35e1ffffffff,243.0,0.0,0.0,18.0,17.0
84b35e5ffffffff,81.0,0.0,0.0,3.0,3.0
84b35e7ffffffff,4.0,0.0,0.0,0.0,0.0
84b35e9ffffffff,157.0,0.0,0.0,0.0,7.0
84b35ebffffffff,10.0,0.0,0.0,0.0,0.0
84b35edffffffff,10.0,0.0,0.0,0.0,0.0
84b3665ffffffff,5.0,0.0,0.0,0.0,0.0
84b366dffffffff,2.0,0.0,0.0,0.0,0.0
84b370dffffffff,1.0,0.0,0.0,0.0,0.0
84b3723ffffffff,22.0,0.0,0.0,0.0,0.0
84b3731ffffffff,162.0,0.0,0.0,12.0,0.0
84b3733ffffffff,98.0,0.0,0.0,18.0,5.0
84b3735ffffffff,43.0,0.0,0.0,19.0,0.0
84b3737ffffffff,8.0,0.0,0.0,2.0,0.0
84b3739ffffffff,1.0,0.0,0.0,0.0,0.0
84b373bffffffff,1.0,0.0,0.0,0.0,0.0
84b3749ffffffff,2.0,0.0,0.0,0.0,0.0
84b3769ffffffff,2.0,0.0,0.0,0.0,0.0
84c2053ffffffff,1.0,0.0,0.0,0.0,0.0
84c205bffffffff,4.0,0.0,0.0,0.0,0.0
84c21bbffffffff,2.0,0.0,0.0,0.0,0.0
84c2213ffffffff,1.0,0.0,0.0,0.0,0.0
84c2299ffffffff,7.0,0.0,0.0,0.0,0.0
84c22e1ffffffff,7.0,0.0,0.0,0.0,0.0
84c22e7ffffffff,4.0,0.0,0.0,0.0,0.0
84c3053ffffffff,34.0,0.0,0.0,0.0,0.0
84c3083ffffffff,2.0,0.0,0.0,0.0,0.0
84c3089ffffffff,4.0,0.0,0.0,0.0,0.0
84c308bffffffff,2.0,0.0,0.0,0.0,0.0
84c3093ffffffff,2.0,0.0,0.0,0.0,0.0
84c30c3ffffffff,13.0,0.0,0.0,0.0,0.0
84c30d1ffffffff,2.0,0.0,0.0,0.0,0.0
84c30d9ffffffff,3.0,0.0,0.0,0.0,0.0
84c30dbffffffff,6.0,0.0,0.0,0.0,0.0
84c3201ffffffff,20.0,0.0,0.0,0.0,0.0
84c3203ffffffff,17.0,0.0,0.0,0.0,0.0
84c3207ffffffff,6.0,0.0,0.0,0.0,0.0
84c3209ffffffff,6.0,0.0,0.0,0.0,0.0
84c320dffffffff,36.0,0.0,0.0,0.0,0.0
84c3211ffffffff,6.0,0.0,0.0,0.0,0.0
84c3215ffffffff,32.0,0.0,0.0,0.0,0.0
84c3217ffffffff,23.0,0.0,0.0,0.0,0.0
84c3219ffffffff,2.0,0.0,0.0,0.0,0.0
84c321dffffffff,2.0,0.0,0.0,0.0,0.0
84c3239ffffffff,4.0,0.0,0.0,0.0,0.0
84c3241ffffffff,31.0,0.0,0.0,0.0,0.0
84c3243ffffffff,65.0,0.0,0.0,0.0,0.0
84c3247ffffffff,15.0,0.0,0.0,0.0,0.0
84c324bffffffff,7.0,0.0,0.0,0.0,0.0
84c3253ffffffff,4.0,0.0,0.0,0.0,0.0
84c3255ffffffff,56.0,0.0,0.0,0.0,0.0
84c3281ffffffff,3.0,0.0,0.0,0.0,0.0
84c3283ffffffff,17.0,0.0,0.0,0.0,0.0
84c3287ffffffff,2.0,0.0,0.0,0.0,0.0
84c3291ffffffff,4.0,0.0,0.0,0.0,0.0
84c3295ffffffff,2.0,0.0,0.0,0.0,0.0
84c3297ffffffff,124.0,1.0,0.0,0.0,2.0
84c3299ffffffff,6.0,0.0,0.0,0.0,3.0
84c329bffffffff,5.0,0.0,0.0,0.0,0.0
84c329dffffffff,1.0,0.0,0.0,0.0,0.0
84c32a5ffffffff,21.0,0.0,0.0,0.0,0.0
84c32a7ffffffff,16.0,0.0,0.0,0.0,0.0
84c32a9ffffffff,47.0,0.0,0.0,0.0,0.0
84c32adffffffff,97.0,0.0,0.0,0.0,0.0
84c32b3ffffffff,5.0,0.0,0.0,0.0,0.0
84c32b7ffffffff,4.0,0.0,0.0,0.0,0.0
84c32bbffffffff,26.0,0.0,0.0,0.0,0.0
84c32c5ffffffff,3.0,0.0,0.0,0.0,0.0
84c32dbffffffff,7.0,0.0,0.0,0.0,0.0
84c32e1ffffffff,109.0,0.0,0.0,0.0,0.0
84c32e3ffffffff,32.0,0.0,0.0,0.0,0.0
84c32e7ffffffff,18.0,0.0,0.0,0.0,0.0
84c32edffffffff,12.0,0.0,0.0,0.0,0.0
84c3401ffffffff,5.0,0.0,0.0,0.0,0.0
84c3405ffffffff,2.0,0.0,0.0,0.0,0.0
84c3407ffffffff,3.0,0.0,0.0,0.0,0.0
84c340dffffffff,12.0,0.0,0.0,0.0,0.0
84c3415ffffffff,3.0,0.0,0.0,0.0,0.0
84c3419ffffffff,3.0,0.0,0.0,0.0,0.0
84c3421ffffffff,2.0,0.0,0.0,0.0,0.0
84c3427ffffffff,2.0,0.0,0.0,0.0,0.0
84c342dffffffff,2.0,0.0,0.0,0.0,0.0
84c3441ffffffff,1.0,0.0,0.0,0.0,0.0
84c3445ffffffff,6.0,0.0,0.0,0.0,0.0
84c3447ffffffff,1.0,0.0,0.0,0.0,0.0
84c3449ffffffff,5.0,0.0,0.0,0.0,0.0
84c344bffffffff,5.0,0.0,0.0,0.0,0.0
84c3451ffffffff,3.0,0.0,0.0,0.0,0.0
84c345dffffffff,9.0,0.0,0.0,0.0,0.0
84c3463ffffffff,2.0,0.0,0.0,0.0,0.0
84c3465ffffffff,6.0,0.0,0.0,0.0,0.0
84c3469ffffffff,4.0,0.0,0.0,0.0,0.0
84c346bffffffff,6.0,0.0,0.0,0.0,0.0
84c3493ffffffff,1.0,0.0,0.0,0.0,0.0
84c34d1ffffffff,6.0,0.0,0.0,0.0,0.0
84c34dbffffffff,5.0,0.0,0.0,0.0,0.0
84c34ddffffffff,3.0,0.0,0.0,0.0,0.0
84c3501ffffffff,22.0,0.0,0.0,0.0,0.0
84c3505ffffffff,13.0,0.0,0.0,0.0,0.0
84c3509ffffffff,9.0,0.0,0.0,0.0,0.0
84c350bffffffff,2.0,0.0,0.0,0.0,0.0
84c350dffffffff,6.0,0.0,0.0,0.0,0.0
84c351dffffffff,2.0,0.0,0.0,0.0,0.0
84c3529ffffffff,1.0,0.0,0.0,0.0,0.0
84c3533ffffffff,4.0,0.0,0.0,0.0,0.0
84c3539ffffffff,4.0,0.0,0.0,0.0,0.0
84c353dffffffff,2.0,0.0,0.0,0.0,0.0
84c3543ffffffff,4.0,0.0,0.0,0.0,0.0
84c3545ffffffff,2.0,0.0,0.0,0.0,0.0
84c3547ffffffff,3.0,0.0,0.0,0.0,0.0
84c3559ffffffff,5.0,0.0,0.0,0.0,0.0
84c355bffffffff,1.0,0.0,0.0,0.0,0.0
84c3563ffffffff,3.0,0.0,0.0,0.0,0.0
84c3569ffffffff,2.0,0.0,0.0,0.0,0.0
84c356bffffffff,11.0,0.0,0.0,0.0,0.0
84c35cbffffffff,1.0,0.0,0.0,0.0,0.0
84c35d1ffffffff,2.0,0.0,0.0,0.0,0.0
84c3601ffffffff,6.0,0.0,0.0,0.0,0.0
84c3603ffffffff,18.0,0.0,0.0,0.0,0.0
84c3605ffffffff,2.0,0.0,0.0,0.0,0.0
84c3607ffffffff,12.0,0.0,0.0,0.0,0.0
84c3609ffffffff,8.0,0.0,0.0,0.0,0.0
84c360dffffffff,14.0,0.0,0.0,0.0,0.0
84c3611ffffffff,2.0,0.0,0.0,0.0,0.0
84c3615ffffffff,1.0,0.0,0.0,0.0,0.0
84c3625ffffffff,1.0,0.0,0.0,0.0,0.0
84c3629ffffffff,3.0,0.0,0.0,0.0,0.0
84c362bffffffff,4.0,0.0,0.0,0.0,0.0
84c362dffffffff,2.0,0.0,0.0,0.0,0.0
84c3633ffffffff,4.0,0.0,0.0,0.0,0.0
84c363dffffffff,1.0,0.0,0.0,0.0,0.0
84c3645ffffffff,2.0,0.0,0.0,0.0,0.0
84c3647ffffffff,5.0,0.0,0.0,0.0,0.0
84c3649ffffffff,3.0,0.0,0.0,0.0,0.0
84c364bffffffff,6.0,0.0,0.0,0.0,0.0
84c364dffffffff,2.0,0.0,0.0,0.0,0.0
84c3659ffffffff,13.0,0.0,0.0,0.0,0.0
84c365dffffffff,2.0,0.0,0.0,0.0,0.0
84c3661ffffffff,1.0,0.0,0.0,0.0,0.0
84c3663ffffffff,25.0,0.0,0.0,0.0,0.0
84c3667ffffffff,5.0,0.0,0.0,0.0,0.0
84c3669ffffffff,2.0,0.0,0.0,0.0,0.0
84c366bffffffff,1.0,0.0,0.0,0.0,0.0
84c3681ffffffff,2.0,0.0,0.0,0.0,0.0
84c36a3ffffffff,3.0,0.0,0.0,0.0,0.0
84c36bdffffffff,1.0,0.0,0.0,0.0,0.0
84c36c1ffffffff,2.0,0.0,0.0,0.0,0.0
84c36c7ffffffff,2.0,0.0,0.0,0.0,0.0
84c36d7ffffffff,1.0,0.0,0.0,0.0,0.0
84c36dbffffffff,6.0,0.0,0.0,0.0,0.0
84c36edffffffff,3.0,0.0,0.0,0.0,0.0
84c3703ffffffff,5.0,0.0,0.0,0.0,0.0
84c3709ffffffff,15.0,0.0,0.0,0.0,0.0
84c3711ffffffff,3.0,0.0,0.0,0.0,0.0
84c3713ffffffff,2.0,0.0,0.0,0.0,0.0
84c3719ffffffff,2.0,0.0,0.0,0.0,0.0
84c371bffffffff,84.0,0.0,0.0,0.0,0.0
84c3729ffffffff,2.0,0.0,0.0,0.0,0.0
84c372bffffffff,2.0,0.0,0.0,0.0,0.0
84c3733ffffffff,3.0,0.0,0.0,0.0,0.0
84c3737ffffffff,2.0,0.0,0.0,0.0,0.0
84c3739ffffffff,3.0,0.0,0.0,0.0,0.0
84c373bffffffff,2.0,0.0,0.0,0.0,0.0
84c3747ffffffff,4.0,0.0,0.0,0.0,0.0
84c3755ffffffff,2.0,0.0,0.0,0.0,0.0
84c3759ffffffff,14.0,0.0,0.0,0.0,0.0
84c375dffffffff,8.0,0.0,0.0,0.0,0.0
84c3767ffffffff,8.0,0.0,0.0,0.0,0.0
84c376dffffffff,33.0,0.0,0.0,0.0,0.0
84ce123ffffffff,1.0,0.0,0.0,0.0,0.0
84ce801ffffffff,28.0,0.0,0.0,0.0,0.0
84ce803ffffffff,20.0,0.0,0.0,0.0,0.0
84ce805ffffffff,7.0,0.0,0.0,0.0,0.0
84ce807ffffffff,26.0,0.0,0.0,0.0,0.0
