cell_id,Eurypyga helias,Eurypyga helias major/meridionalis,Eurypyga helias helias
838055fffffffff,4.0,0.0,0.0
838065fffffffff,3.0,0.0,0.0
838068fffffffff,2.0,0.0,0.0
838074fffffffff,2.0,0.0,0.0
838145fffffffff,16.0,0.0,0.0
83814afffffffff,2.0,0.0,0.0
83814dfffffffff,31.0,0.0,0.0
83814efffffffff,7.0,0.0,0.0
838159fffffffff,2.0,0.0,0.0
83815dfffffffff,35.0,0.0,0.0
838162fffffffff,30.0,0.0,0.0
838163fffffffff,46.0,0.0,0.0
838164fffffffff,2.0,0.0,0.0
838171fffffffff,7.0,0.0,0.0
838175fffffffff,2.0,0.0,0.0
838a00fffffffff,4.0,0.0,0.0
838a05fffffffff,3.0,0.0,0.0
838a10fffffffff,14.0,0.0,0.0
838a12fffffffff,3.0,0.0,0.0
838a15fffffffff,3.0,0.0,0.0
838a1afffffffff,2.0,0.0,0.0
838a31fffffffff,11.0,0.0,0.0
838a33fffffffff,17.0,0.0,0.0
838a45fffffffff,44.0,0.0,0.0
838a4bfffffffff,2.0,0.0,0.0
838a63fffffffff,6.0,0.0,0.0
838a68fffffffff,15.0,0.0,0.0
838a69fffffffff,131.0,0.0,0.0
838a6dfffffffff,48.0,0.0,0.0
838a6efffffffff,1.0,0.0,0.0
838a80fffffffff,2.0,0.0,0.0
838a8cfffffffff,7.0,0.0,0.0
838a92fffffffff,1.0,0.0,0.0
838a9dfffffffff,1.0,0.0,0.0
838a9efffffffff,2.0,0.0,0.0
838aa5fffffffff,3.0,0.0,0.0
838aaafffffffff,8.0,0.0,0.0
838aabfffffffff,4.0,0.0,0.0
838aacfffffffff,6.0,0.0,0.0
838aadfffffffff,2.0,0.0,0.0
838ab6fffffffff,2.0,0.0,0.0
838ac2fffffffff,1.0,0.0,0.0
838ad1fffffffff,6.0,0.0,0.0
838ad8fffffffff,6.0,0.0,0.0
838adafffffffff,2.0,0.0,0.0
838adbfffffffff,14.0,0.0,0.0
838adcfffffffff,8.0,0.0,0.0
838ae5fffffffff,3.0,0.0,0.0
838af0fffffffff,9.0,0.0,0.0
838af1fffffffff,3.0,0.0,0.0
838af4fffffffff,27.0,0.0,0.0
838af6fffffffff,23.0,0.0,0.0
838b05fffffffff,10.0,0.0,0.0
838b09fffffffff,4.0,0.0,0.0
838b0afffffffff,2.0,0.0,0.0
838b0bfffffffff,2.0,0.0,0.0
838b0cfffffffff,49.0,0.0,0.0
838b0dfffffffff,35.0,0.0,0.0
838b0efffffffff,3.0,0.0,0.0
838b10fffffffff,1.0,0.0,0.0
838b11fffffffff,6.0,0.0,0.0
838b1efffffffff,4.0,0.0,0.0
838b20fffffffff,2.0,0.0,0.0
838b21fffffffff,7.0,0.0,0.0
838b22fffffffff,38.0,0.0,0.0
838b23fffffffff,1.0,0.0,0.0
838b28fffffffff,2.0,0.0,0.0
838b29fffffffff,1.0,0.0,0.0
838b2afffffffff,20.0,0.0,0.0
838b2bfffffffff,8.0,0.0,0.0
838b2cfffffffff,4.0,0.0,0.0
838b2efffffffff,2.0,0.0,0.0
838b31fffffffff,24.0,0.0,0.0
838b40fffffffff,6.0,0.0,0.0
838b42fffffffff,3.0,0.0,0.0
838b44fffffffff,131.0,0.0,0.0
838b45fffffffff,27.0,0.0,0.0
838b46fffffffff,7.0,0.0,0.0
838b4efffffffff,5.0,0.0,0.0
838b51fffffffff,2.0,0.0,0.0
838b52fffffffff,2.0,0.0,0.0
838b56fffffffff,3.0,0.0,0.0
838b61fffffffff,209.0,0.0,0.0
838b62fffffffff,48.0,0.0,0.0
838b63fffffffff,209.0,0.0,3.0
838b69fffffffff,8.0,0.0,0.0
838b6cfffffffff,10.0,0.0,0.0
838b6efffffffff,106.0,0.0,0.0
838b71fffffffff,216.0,0.0,4.0
838b72fffffffff,3.0,0.0,0.0
838b74fffffffff,7.0,0.0,0.0
838b75fffffffff,8.0,0.0,0.0
838b76fffffffff,18.0,0.0,0.0
838b88fffffffff,15.0,0.0,0.0
838b96fffffffff,1.0,0.0,0.0
838b98fffffffff,3.0,0.0,0.0
838b99fffffffff,43.0,0.0,0.0
838b9dfffffffff,599.0,0.0,0.0
838ba6fffffffff,5.0,0.0,0.0
838bb5fffffffff,2.0,0.0,0.0
838e64fffffffff,34.0,0.0,0.0
838e65fffffffff,9.0,0.0,0.0
838f2cfffffffff,2.0,0.0,0.0
838f40fffffffff,9.0,0.0,0.0
838f42fffffffff,3.0,0.0,0.0
838f43fffffffff,1.0,0.0,0.0
838f44fffffffff,2.0,0.0,0.0
838f46fffffffff,6.0,0.0,0.0
838f48fffffffff,6.0,0.0,0.0
838f4afffffffff,42.0,0.0,0.0
838f4bfffffffff,1.0,0.0,0.0
838f4cfffffffff,11.0,0.0,0.0
838f4efffffffff,1.0,0.0,0.0
838f5dfffffffff,7.0,0.0,0.0
838f61fffffffff,39.0,0.0,0.0
838f63fffffffff,2.0,0.0,0.0
838f6bfffffffff,16.0,0.0,0.0
838f6cfffffffff,1.0,0.0,0.0
838f6efffffffff,7.0,0.0,0.0
838f70fffffffff,2.0,0.0,0.0
838f72fffffffff,2.0,0.0,0.0
838f74fffffffff,1.0,0.0,0.0
83a842fffffffff,11.0,0.0,0.0
83a846fffffffff,1.0,0.0,0.0
83a84afffffffff,6.0,0.0,0.0
83a859fffffffff,1690.0,0.0,0.0
83a85bfffffffff,13.0,0.0,0.0
83a85cfffffffff,2.0,0.0,0.0
83a85dfffffffff,330.0,0.0,0.0
83a8cafffffffff,1.0,0.0,0.0
83a8ccfffffffff,2.0,0.0,0.0
83a8d1fffffffff,3.0,0.0,0.0
83a8d9fffffffff,2.0,0.0,0.0
83a8ddfffffffff,1.0,0.0,0.0
83a8defffffffff,8.0,0.0,0.0
83a8e6fffffffff,5.0,0.0,0.0
83b325fffffffff,3.0,0.0,0.0
