cell_id,Chrysococcyx cupreus,Chrysococcyx cupreus cupreus,Chrysococcyx cupreus intermedius,Chrysococcyx cupreus insularum
84750c5ffffffff,2.0,0.0,0.0,0.0
84750d1ffffffff,342.0,42.0,0.0,0.0
84750d7ffffffff,2.0,0.0,0.0,0.0
84750d9ffffffff,14.0,0.0,0.0,0.0
84750ddffffffff,9.0,0.0,0.0,0.0
8475191ffffffff,2.0,0.0,0.0,0.0
8475195ffffffff,1.0,0.0,0.0,0.0
84751d7ffffffff,4.0,0.0,0.0,0.0
8475201ffffffff,2.0,0.0,0.0,0.0
847520bffffffff,1.0,0.0,0.0,0.0
8475293ffffffff,2.0,0.0,0.0,0.0
8475295ffffffff,183.0,22.0,0.0,0.0
84752abffffffff,57.0,5.0,0.0,0.0
84752adffffffff,6.0,0.0,0.0,0.0
84752b5ffffffff,65.0,9.0,0.0,0.0
84752d3ffffffff,2.0,0.0,0.0,0.0
84752dbffffffff,5.0,0.0,0.0,0.0
84752e9ffffffff,2.0,0.0,0.0,0.0
8475a07ffffffff,5.0,0.0,0.0,0.0
8475a57ffffffff,2.0,0.0,0.0,0.0
8475a83ffffffff,2.0,0.0,0.0,0.0
8475b01ffffffff,1.0,0.0,0.0,0.0
8475b07ffffffff,1.0,0.0,0.0,0.0
847a401ffffffff,2.0,0.0,0.0,0.0
847a409ffffffff,5.0,0.0,0.0,0.0
847a40dffffffff,2.0,0.0,0.0,0.0
847a419ffffffff,2.0,0.0,0.0,0.0
847a451ffffffff,1.0,0.0,0.0,0.0
847a453ffffffff,34.0,0.0,0.0,0.0
847a455ffffffff,86.0,0.0,0.0,0.0
847a457ffffffff,36.0,0.0,0.0,0.0
847a459ffffffff,2.0,0.0,0.0,0.0
847a45bffffffff,16.0,0.0,0.0,0.0
847a489ffffffff,7.0,0.0,0.0,0.0
847a48bffffffff,6.0,1.0,0.0,0.0
847a48dffffffff,3.0,0.0,0.0,0.0
847a491ffffffff,1.0,0.0,0.0,0.0
847a4c3ffffffff,2.0,0.0,0.0,0.0
847a4c5ffffffff,9.0,0.0,0.0,0.0
847a4c7ffffffff,2.0,0.0,0.0,0.0
847a4cbffffffff,121.0,0.0,0.0,0.0
847a4d3ffffffff,2.0,0.0,0.0,0.0
847a4ddffffffff,70.0,0.0,0.0,0.0
847a609ffffffff,5.0,0.0,0.0,0.0
847a613ffffffff,1.0,0.0,0.0,0.0
847a619ffffffff,6.0,0.0,0.0,0.0
847a643ffffffff,17.0,0.0,0.0,0.0
847a653ffffffff,7.0,0.0,0.0,0.0
847a683ffffffff,18.0,0.0,0.0,0.0
847a689ffffffff,2.0,2.0,0.0,0.0
847a695ffffffff,1.0,0.0,0.0,0.0
847a6a1ffffffff,6.0,0.0,0.0,0.0
847a6a3ffffffff,2.0,0.0,0.0,0.0
847a6a5ffffffff,1.0,0.0,0.0,0.0
847a6adffffffff,1.0,0.0,0.0,0.0
847a6e5ffffffff,47.0,0.0,0.0,0.0
847a6e7ffffffff,2.0,0.0,0.0,0.0
847acc5ffffffff,1.0,0.0,0.0,0.0
847accbffffffff,2.0,0.0,0.0,0.0
847accdffffffff,58.0,0.0,0.0,0.0
847acd5ffffffff,18.0,0.0,0.0,0.0
847acd7ffffffff,1.0,0.0,0.0,0.0
847ae87ffffffff,1.0,0.0,0.0,0.0
847b487ffffffff,4.0,0.0,0.0,0.0
847b4b9ffffffff,5.0,0.0,0.0,0.0
847b4bdffffffff,1.0,0.0,0.0,0.0
8482181ffffffff,2.0,0.0,0.0,0.0
8482187ffffffff,7.0,0.0,0.0,0.0
84821b3ffffffff,4.0,0.0,0.0,0.0
8482833ffffffff,1.0,0.0,0.0,0.0
8482853ffffffff,3.0,0.0,0.0,0.0
84828a3ffffffff,2.0,0.0,0.0,0.0
84828b5ffffffff,26.0,0.0,0.0,0.0
84828bdffffffff,9.0,0.0,0.0,0.0
84828d1ffffffff,219.0,30.0,0.0,0.0
8482a09ffffffff,9.0,0.0,0.0,0.0
8482a0bffffffff,3.0,0.0,0.0,0.0
8482a1dffffffff,3.0,0.0,0.0,0.0
8482a31ffffffff,3.0,0.0,0.0,0.0
8482a37ffffffff,7.0,0.0,0.0,0.0
8482a81ffffffff,7.0,0.0,0.0,0.0
8482aadffffffff,6.0,0.0,0.0,0.0
8482ab3ffffffff,7.0,0.0,0.0,0.0
8482ab7ffffffff,5.0,0.0,0.0,0.0
8482c0dffffffff,20.0,0.0,0.0,0.0
8482d03ffffffff,10.0,0.0,0.0,0.0
8482d07ffffffff,5.0,0.0,0.0,0.0
8482d1dffffffff,44.0,0.0,39.0,0.0
8482d23ffffffff,4.0,0.0,0.0,0.0
8482d27ffffffff,22.0,1.0,0.0,0.0
8482d29ffffffff,2.0,0.0,0.0,0.0
8482d37ffffffff,5.0,1.0,0.0,0.0
8482d3dffffffff,7.0,5.0,0.0,0.0
8482d57ffffffff,2.0,0.0,2.0,0.0
8482d61ffffffff,1.0,1.0,0.0,0.0
8482d67ffffffff,4.0,0.0,0.0,0.0
8482e31ffffffff,11.0,0.0,0.0,0.0
8482e33ffffffff,11.0,0.0,0.0,0.0
8482e37ffffffff,12.0,0.0,0.0,0.0
8482f07ffffffff,2.0,0.0,0.0,0.0
8482f09ffffffff,4.0,0.0,0.0,0.0
848313dffffffff,1.0,0.0,0.0,0.0
84831edffffffff,2.0,0.0,0.0,0.0
84838adffffffff,3.0,0.0,0.0,0.0
84838edffffffff,1.0,0.0,0.0,0.0
8483913ffffffff,2.0,0.0,0.0,0.0
8483921ffffffff,1.0,0.0,0.0,0.0
8483981ffffffff,13.0,0.0,0.0,0.0
8483983ffffffff,12.0,0.0,0.0,0.0
848398bffffffff,16.0,0.0,0.0,0.0
8483ac3ffffffff,6.0,0.0,0.0,0.0
8496009ffffffff,5.0,3.0,0.0,0.0
8496015ffffffff,1.0,0.0,0.0,0.0
849602dffffffff,11.0,4.0,0.0,0.0
849608bffffffff,1.0,1.0,0.0,0.0
8496093ffffffff,2.0,2.0,0.0,0.0
8496097ffffffff,2.0,0.0,0.0,0.0
84960bbffffffff,9.0,0.0,0.0,0.0
8496141ffffffff,3.0,1.0,0.0,0.0
849615dffffffff,2.0,2.0,0.0,0.0
8496201ffffffff,10.0,0.0,0.0,0.0
8496203ffffffff,5.0,0.0,0.0,0.0
8496207ffffffff,12.0,0.0,0.0,0.0
8496215ffffffff,8.0,0.0,0.0,0.0
849621dffffffff,3.0,3.0,0.0,0.0
8496223ffffffff,1.0,0.0,0.0,0.0
8496233ffffffff,2.0,0.0,0.0,0.0
8496239ffffffff,4.0,3.0,0.0,0.0
849623bffffffff,5.0,0.0,0.0,0.0
8496263ffffffff,20.0,0.0,0.0,0.0
8496287ffffffff,2.0,0.0,0.0,0.0
84962c5ffffffff,1.0,0.0,0.0,0.0
84962c9ffffffff,40.0,14.0,0.0,0.0
84962e5ffffffff,7.0,0.0,0.0,0.0
8496335ffffffff,3.0,3.0,0.0,0.0
8496365ffffffff,4.0,0.0,0.0,0.0
8496569ffffffff,3.0,3.0,0.0,0.0
8496605ffffffff,1.0,0.0,0.0,0.0
8496703ffffffff,2.0,0.0,0.0,0.0
8496707ffffffff,1.0,0.0,0.0,0.0
84968c7ffffffff,2.0,0.0,0.0,0.0
84968c9ffffffff,2.0,0.0,0.0,0.0
8496901ffffffff,6.0,0.0,0.0,0.0
8496903ffffffff,3.0,0.0,0.0,0.0
8496907ffffffff,4.0,0.0,0.0,0.0
8496921ffffffff,26.0,0.0,0.0,0.0
8496925ffffffff,109.0,13.0,0.0,0.0
849692dffffffff,1.0,0.0,0.0,0.0
8496935ffffffff,62.0,11.0,0.0,0.0
849693dffffffff,8.0,0.0,0.0,0.0
8496a57ffffffff,1.0,0.0,0.0,0.0
8496b01ffffffff,2.0,0.0,0.0,0.0
8496b13ffffffff,1.0,0.0,0.0,0.0
8496b19ffffffff,6.0,0.0,0.0,0.0
8496b1bffffffff,2.0,0.0,0.0,0.0
8496b63ffffffff,3.0,0.0,0.0,0.0
8496b67ffffffff,2.0,0.0,0.0,0.0
8496d21ffffffff,3.0,0.0,0.0,0.0
8496d67ffffffff,1.0,0.0,0.0,0.0
849702bffffffff,3.0,0.0,0.0,0.0
8497035ffffffff,26.0,0.0,0.0,0.0
849703dffffffff,3.0,0.0,0.0,0.0
8497101ffffffff,2.0,0.0,0.0,0.0
8497103ffffffff,20.0,0.0,0.0,0.0
8497107ffffffff,26.0,0.0,0.0,0.0
8497119ffffffff,15.0,0.0,0.0,0.0
849711dffffffff,2.0,0.0,0.0,0.0
8497139ffffffff,3.0,0.0,0.0,0.0
8497157ffffffff,3.0,0.0,0.0,0.0
849719bffffffff,1.0,0.0,0.0,0.0
84971c1ffffffff,5.0,0.0,0.0,0.0
84972d9ffffffff,92.0,30.0,0.0,0.0
8497503ffffffff,2.0,0.0,0.0,0.0
8497513ffffffff,2.0,0.0,0.0,0.0
8497515ffffffff,38.0,2.0,0.0,0.0
8497517ffffffff,9.0,1.0,0.0,0.0
84975c7ffffffff,4.0,0.0,0.0,0.0
84975e1ffffffff,2.0,0.0,0.0,0.0
84978d9ffffffff,1.0,0.0,0.0,0.0
84978e3ffffffff,7.0,0.0,0.0,0.0
84978ebffffffff,3.0,0.0,0.0,0.0
8497a89ffffffff,11.0,0.0,0.0,0.0
8497a8bffffffff,4.0,0.0,0.0,0.0
8497aabffffffff,4.0,0.0,0.0,0.0
8497ac3ffffffff,1.0,0.0,0.0,0.0
8497ac7ffffffff,1.0,0.0,0.0,0.0
84bc19bffffffff,1.0,0.0,0.0,0.0
84bc443ffffffff,1.0,0.0,0.0,0.0
84bc447ffffffff,3.0,0.0,0.0,0.0
84bc455ffffffff,39.0,8.0,0.0,0.0
84bc545ffffffff,5.0,0.0,0.0,0.0
84bc6a3ffffffff,1.0,0.0,0.0,0.0
84bcd01ffffffff,5.0,0.0,0.0,0.0
84bcd07ffffffff,33.0,14.0,0.0,0.0
84bcd09ffffffff,6.0,2.0,0.0,0.0
84bcd0dffffffff,1.0,0.0,0.0,0.0
84bcd27ffffffff,2.0,2.0,0.0,0.0
84bcd29ffffffff,3.0,0.0,0.0,0.0
84bcd37ffffffff,2.0,0.0,0.0,0.0
84bcd3dffffffff,6.0,0.0,0.0,0.0
84bcd43ffffffff,1.0,0.0,0.0,0.0
84bcd47ffffffff,3.0,0.0,0.0,0.0
84bcd63ffffffff,5.0,0.0,0.0,0.0
84bce27ffffffff,2.0,0.0,0.0,0.0
84bce2dffffffff,3.0,3.0,0.0,0.0
84bce63ffffffff,3.0,0.0,0.0,0.0
84bce65ffffffff,3.0,0.0,0.0,0.0
84bce67ffffffff,50.0,8.0,0.0,0.0
84bcf05ffffffff,2.0,0.0,0.0,0.0
84bcf09ffffffff,149.0,38.0,0.0,0.0
84bcf21ffffffff,16.0,12.0,0.0,0.0
84bcf25ffffffff,17.0,12.0,0.0,0.0
84bcf29ffffffff,54.0,7.0,0.0,0.0
84bcf2dffffffff,5.0,0.0,0.0,0.0
84bcf3dffffffff,10.0,10.0,0.0,0.0
84bcf47ffffffff,23.0,6.0,0.0,0.0
84bcf53ffffffff,13.0,1.0,0.0,0.0
84bcf59ffffffff,4.0,2.0,0.0,0.0
84bcf5bffffffff,39.0,24.0,0.0,0.0
84bcf61ffffffff,69.0,11.0,0.0,0.0
84bcf63ffffffff,22.0,6.0,0.0,0.0
84bcf67ffffffff,8.0,1.0,0.0,0.0
