cell_id,Myiarchus tuberculifer,Myiarchus tuberculifer olivascens,Myiarchus tuberculifer [lawrenceii Group],Myiarchus tuberculifer tuberculifer/pallidus,Myiarchus tuberculifer nigriceps/atriceps
84450b5ffffffff,157.0,0.0,10.0,0.0,0.0
84450b9ffffffff,37.0,0.0,9.0,0.0,0.0
84450bbffffffff,3.0,0.0,0.0,0.0,0.0
84450bdffffffff,66.0,0.0,16.0,0.0,0.0
84450c1ffffffff,54.0,0.0,8.0,0.0,0.0
84450c3ffffffff,2.0,0.0,0.0,0.0,0.0
84450c5ffffffff,87.0,0.0,18.0,0.0,0.0
84450c7ffffffff,26.0,0.0,0.0,0.0,0.0
84450c9ffffffff,2.0,0.0,0.0,0.0,0.0
84450cdffffffff,37.0,0.0,10.0,0.0,0.0
84450d1ffffffff,29.0,0.0,10.0,0.0,0.0
84450d3ffffffff,339.0,0.0,169.0,0.0,0.0
84450d5ffffffff,114.0,0.0,70.0,0.0,0.0
84450d7ffffffff,47.0,0.0,1.0,0.0,0.0
84450d9ffffffff,3.0,0.0,0.0,0.0,0.0
84450ddffffffff,30.0,0.0,11.0,0.0,0.0
84450e1ffffffff,39.0,0.0,0.0,0.0,0.0
84450e3ffffffff,523.0,0.0,37.0,0.0,0.0
84450e7ffffffff,3.0,0.0,2.0,0.0,0.0
84450ebffffffff,242.0,0.0,30.0,0.0,0.0
844519bffffffff,60.0,0.0,17.0,0.0,0.0
8445201ffffffff,14.0,0.0,0.0,0.0,0.0
8445203ffffffff,81.0,0.0,6.0,0.0,0.0
8445205ffffffff,146.0,0.0,0.0,0.0,0.0
8445207ffffffff,160.0,0.0,0.0,0.0,0.0
8445209ffffffff,105.0,0.0,0.0,0.0,0.0
844520bffffffff,61.0,0.0,3.0,0.0,0.0
844520dffffffff,504.0,0.0,0.0,0.0,0.0
8445211ffffffff,11.0,0.0,0.0,0.0,0.0
8445213ffffffff,38.0,0.0,0.0,0.0,0.0
8445215ffffffff,648.0,0.0,0.0,0.0,0.0
8445217ffffffff,343.0,0.0,0.0,0.0,0.0
8445219ffffffff,5.0,0.0,0.0,0.0,0.0
844521bffffffff,8.0,0.0,0.0,0.0,0.0
844521dffffffff,135.0,0.0,22.0,0.0,0.0
8445221ffffffff,254.0,0.0,0.0,0.0,0.0
8445223ffffffff,9.0,0.0,0.0,0.0,0.0
8445225ffffffff,581.0,0.0,0.0,0.0,0.0
8445229ffffffff,9.0,0.0,0.0,0.0,0.0
844522bffffffff,106.0,0.0,0.0,0.0,0.0
844522dffffffff,13.0,0.0,0.0,0.0,0.0
8445231ffffffff,5.0,0.0,0.0,0.0,0.0
8445233ffffffff,1378.0,0.0,1.0,0.0,0.0
844523bffffffff,273.0,0.0,0.0,0.0,0.0
8445241ffffffff,52.0,0.0,0.0,0.0,0.0
8445243ffffffff,303.0,0.0,0.0,0.0,0.0
8445245ffffffff,104.0,0.0,0.0,0.0,0.0
8445247ffffffff,437.0,0.0,0.0,0.0,0.0
8445249ffffffff,152.0,0.0,0.0,0.0,0.0
844524bffffffff,150.0,0.0,0.0,0.0,0.0
8445251ffffffff,19.0,0.0,2.0,0.0,0.0
8445253ffffffff,10.0,0.0,8.0,0.0,0.0
8445255ffffffff,222.0,0.0,0.0,0.0,0.0
8445257ffffffff,68.0,0.0,11.0,0.0,0.0
8445259ffffffff,1.0,0.0,0.0,0.0,0.0
844525bffffffff,121.0,0.0,15.0,0.0,0.0
844525dffffffff,34.0,0.0,5.0,0.0,0.0
8445261ffffffff,55.0,0.0,0.0,0.0,0.0
8445263ffffffff,1035.0,0.0,0.0,0.0,0.0
8445267ffffffff,31.0,0.0,0.0,0.0,0.0
8445269ffffffff,65.0,0.0,0.0,0.0,0.0
844526bffffffff,592.0,0.0,0.0,0.0,0.0
844526dffffffff,85.0,0.0,0.0,0.0,0.0
8445281ffffffff,20.0,0.0,0.0,0.0,0.0
8445283ffffffff,20.0,0.0,6.0,0.0,0.0
8445285ffffffff,44.0,0.0,7.0,0.0,0.0
8445287ffffffff,111.0,0.0,18.0,0.0,0.0
8445289ffffffff,671.0,0.0,6.0,0.0,0.0
844528dffffffff,169.0,0.0,5.0,0.0,0.0
8445291ffffffff,2.0,0.0,1.0,0.0,0.0
8445295ffffffff,8.0,0.0,0.0,0.0,0.0
8445297ffffffff,26.0,0.0,0.0,0.0,0.0
84452a1ffffffff,122.0,0.0,29.0,0.0,0.0
84452a3ffffffff,26.0,0.0,5.0,0.0,0.0
84452a5ffffffff,619.0,0.0,0.0,0.0,0.0
84452a7ffffffff,44.0,0.0,0.0,0.0,0.0
84452a9ffffffff,580.0,0.0,3.0,0.0,0.0
84452abffffffff,41.0,0.0,2.0,0.0,0.0
84452adffffffff,2659.0,0.0,25.0,0.0,0.0
84452b3ffffffff,4.0,0.0,0.0,0.0,0.0
84452b5ffffffff,32.0,0.0,2.0,0.0,0.0
84452b9ffffffff,106.0,0.0,21.0,0.0,0.0
84452bdffffffff,138.0,0.0,27.0,0.0,0.0
84452c1ffffffff,77.0,0.0,4.0,0.0,0.0
84452c3ffffffff,539.0,0.0,70.0,0.0,0.0
84452c5ffffffff,177.0,0.0,22.0,0.0,0.0
84452c7ffffffff,486.0,0.0,22.0,0.0,0.0
84452c9ffffffff,55.0,0.0,20.0,0.0,0.0
84452cbffffffff,13.0,0.0,3.0,0.0,0.0
84452cdffffffff,7.0,0.0,0.0,0.0,0.0
84452d3ffffffff,2.0,0.0,0.0,0.0,0.0
84452d5ffffffff,8.0,0.0,0.0,0.0,0.0
84452d7ffffffff,4.0,0.0,0.0,0.0,0.0
84452d9ffffffff,102.0,0.0,17.0,0.0,0.0
84452dbffffffff,38.0,0.0,0.0,0.0,0.0
84452ddffffffff,2.0,0.0,0.0,0.0,0.0
84452e1ffffffff,6266.0,0.0,1.0,0.0,0.0
84452e3ffffffff,546.0,0.0,2.0,0.0,0.0
84452e5ffffffff,2318.0,0.0,11.0,0.0,0.0
84452e7ffffffff,326.0,0.0,3.0,0.0,0.0
84452e9ffffffff,119.0,0.0,0.0,0.0,0.0
84452ebffffffff,1270.0,0.0,148.0,0.0,0.0
84452edffffffff,247.0,0.0,0.0,0.0,0.0
8445303ffffffff,9.0,0.0,0.0,0.0,0.0
8445305ffffffff,11.0,0.0,0.0,0.0,0.0
8445307ffffffff,3.0,0.0,0.0,0.0,0.0
8445309ffffffff,25.0,0.0,0.0,0.0,0.0
844530dffffffff,12.0,0.0,0.0,0.0,0.0
8445319ffffffff,31.0,0.0,0.0,0.0,0.0
844531dffffffff,2.0,0.0,0.0,0.0,0.0
8445321ffffffff,28.0,0.0,0.0,0.0,0.0
8445329ffffffff,2.0,0.0,0.0,0.0,0.0
844532bffffffff,64.0,0.0,0.0,0.0,0.0
844532dffffffff,3.0,0.0,0.0,0.0,0.0
8445343ffffffff,218.0,0.0,0.0,0.0,0.0
8445345ffffffff,6.0,0.0,0.0,0.0,0.0
8445349ffffffff,4.0,0.0,0.0,0.0,0.0
844534dffffffff,9.0,0.0,0.0,0.0,0.0
8445351ffffffff,195.0,0.0,0.0,0.0,0.0
8445353ffffffff,59.0,0.0,0.0,0.0,0.0
8445355ffffffff,58.0,0.0,0.0,0.0,0.0
8445357ffffffff,9.0,0.0,0.0,0.0,0.0
8445359ffffffff,6.0,0.0,0.0,0.0,0.0
844535bffffffff,2.0,0.0,0.0,0.0,0.0
844535dffffffff,6.0,0.0,0.0,0.0,0.0
8445365ffffffff,159.0,0.0,0.0,0.0,0.0
8445367ffffffff,25.0,0.0,0.0,0.0,0.0
8445649ffffffff,43.0,0.0,8.0,0.0,0.0
8445721ffffffff,331.0,0.0,81.0,0.0,0.0
8445723ffffffff,20.0,0.0,6.0,0.0,0.0
8445725ffffffff,263.0,0.0,4.0,0.0,0.0
8445727ffffffff,157.0,0.0,106.0,0.0,0.0
8445729ffffffff,16.0,0.0,0.0,0.0,0.0
844572dffffffff,6.0,0.0,0.0,0.0,0.0
8445745ffffffff,3.0,0.0,0.0,0.0,0.0
8445749ffffffff,46.0,0.0,0.0,0.0,0.0
844574dffffffff,18.0,0.0,0.0,0.0,0.0
8445761ffffffff,5.0,0.0,0.0,0.0,0.0
8445765ffffffff,18.0,0.0,0.0,0.0,0.0
8445767ffffffff,4.0,0.0,0.0,0.0,0.0
8448017ffffffff,1.0,0.0,0.0,0.0,0.0
8448021ffffffff,9.0,0.0,0.0,0.0,0.0
8448029ffffffff,9.0,0.0,0.0,0.0,0.0
844802bffffffff,49.0,0.0,0.0,0.0,0.0
8448065ffffffff,52.0,0.0,0.0,0.0,0.0
8448067ffffffff,4.0,0.0,0.0,0.0,0.0
844806dffffffff,5.0,0.0,0.0,0.0,0.0
8448097ffffffff,25.0,0.0,0.0,0.0,0.0
84480a1ffffffff,5.0,0.0,0.0,0.0,0.0
84480a3ffffffff,1.0,0.0,0.0,0.0,0.0
84480a5ffffffff,18.0,0.0,0.0,0.0,0.0
84480a9ffffffff,6.0,0.0,0.0,0.0,0.0
84480adffffffff,1274.0,0.0,0.0,0.0,0.0
84480bbffffffff,2.0,0.0,0.0,0.0,0.0
84480bdffffffff,12.0,0.0,0.0,0.0,0.0
84480e1ffffffff,10.0,0.0,0.0,0.0,0.0
84480e5ffffffff,19.0,0.0,0.0,0.0,0.0
84480edffffffff,4.0,0.0,0.0,0.0,0.0
8448101ffffffff,2.0,0.0,0.0,0.0,0.0
844811bffffffff,1.0,0.0,0.0,0.0,0.0
8448125ffffffff,2.0,0.0,0.0,0.0,0.0
8448141ffffffff,6.0,0.0,0.0,0.0,0.0
8448143ffffffff,4.0,0.0,0.0,0.0,0.0
8448147ffffffff,18.0,0.0,0.0,0.0,0.0
844814bffffffff,15.0,0.0,0.0,0.0,0.0
844814dffffffff,4.0,0.0,0.0,0.0,0.0
844815bffffffff,54.0,0.0,0.0,0.0,0.0
844816bffffffff,2.0,0.0,0.0,0.0,0.0
844818bffffffff,4.0,0.0,0.0,0.0,0.0
8448193ffffffff,6.0,0.0,0.0,0.0,0.0
8448199ffffffff,7.0,0.0,0.0,0.0,0.0
844819bffffffff,1.0,0.0,0.0,0.0,0.0
844819dffffffff,9.0,0.0,0.0,0.0,0.0
84481b7ffffffff,2.0,0.0,0.0,0.0,0.0
84481d1ffffffff,2.0,0.0,0.0,0.0,0.0
84481d5ffffffff,2.0,0.0,0.0,0.0,0.0
84481d7ffffffff,19.0,0.0,0.0,0.0,0.0
84481dbffffffff,25.0,0.0,0.0,0.0,0.0
8448305ffffffff,16.0,0.0,0.0,0.0,0.0
8448309ffffffff,25.0,0.0,0.0,0.0,0.0
8448321ffffffff,4.0,0.0,0.0,0.0,0.0
8448325ffffffff,8.0,0.0,0.0,0.0,0.0
8448329ffffffff,13.0,0.0,0.0,0.0,0.0
844832bffffffff,14.0,0.0,0.0,0.0,0.0
8448331ffffffff,37.0,0.0,0.0,0.0,0.0
8448333ffffffff,47.0,0.0,0.0,0.0,0.0
8448337ffffffff,373.0,0.0,0.0,0.0,0.0
844833bffffffff,31.0,0.0,0.0,0.0,0.0
844833dffffffff,5.0,0.0,0.0,0.0,0.0
8448347ffffffff,1.0,0.0,0.0,0.0,0.0
8448361ffffffff,1643.0,0.0,0.0,0.0,0.0
8448363ffffffff,904.0,0.0,0.0,0.0,0.0
8448365ffffffff,125.0,0.0,0.0,0.0,0.0
8448367ffffffff,139.0,0.0,0.0,0.0,0.0
8448369ffffffff,630.0,0.0,0.0,0.0,0.0
844836dffffffff,244.0,0.0,0.0,0.0,0.0
8448585ffffffff,1.0,0.0,0.0,0.0,0.0
8448849ffffffff,5.0,0.0,0.0,0.0,0.0
844884bffffffff,6.0,0.0,0.0,0.0,0.0
844884dffffffff,3.0,0.0,0.0,0.0,0.0
8448a21ffffffff,816.0,0.0,62.0,0.0,0.0
8448a27ffffffff,10.0,0.0,0.0,0.0,0.0
8448a29ffffffff,28.0,0.0,3.0,0.0,0.0
8448a2bffffffff,7.0,0.0,0.0,0.0,0.0
8448a2dffffffff,62.0,0.0,3.0,0.0,0.0
8448a35ffffffff,2.0,0.0,0.0,0.0,0.0
8448a65ffffffff,1.0,0.0,0.0,0.0,0.0
8448a67ffffffff,6.0,0.0,0.0,0.0,0.0
8448b13ffffffff,1.0,0.0,1.0,0.0,0.0
8448b1dffffffff,2.0,0.0,0.0,0.0,0.0
8448b51ffffffff,2.0,0.0,0.0,0.0,0.0
8448b5bffffffff,66.0,0.0,7.0,0.0,0.0
8448c01ffffffff,1.0,0.0,0.0,0.0,0.0
8448c03ffffffff,11.0,0.0,0.0,0.0,0.0
8448c0bffffffff,16.0,0.0,0.0,0.0,0.0
8448c1dffffffff,17.0,0.0,0.0,0.0,0.0
8448c51ffffffff,1.0,0.0,0.0,0.0,0.0
8448c57ffffffff,1.0,0.0,0.0,0.0,0.0
8448c59ffffffff,5942.0,1073.0,0.0,0.0,0.0
8448c5bffffffff,836.0,176.0,0.0,0.0,0.0
8448e01ffffffff,13.0,0.0,0.0,0.0,0.0
8448e07ffffffff,27.0,0.0,0.0,0.0,0.0
8448e09ffffffff,3.0,0.0,0.0,0.0,0.0
8448e0dffffffff,2.0,0.0,0.0,0.0,0.0
8448e11ffffffff,6.0,0.0,0.0,0.0,0.0
8448e13ffffffff,89.0,0.0,0.0,0.0,0.0
8448e15ffffffff,2.0,0.0,0.0,0.0,0.0
8448e19ffffffff,6.0,0.0,0.0,0.0,0.0
8448e1bffffffff,4.0,0.0,0.0,0.0,0.0
8448e29ffffffff,2.0,0.0,0.0,0.0,0.0
8448e31ffffffff,2.0,0.0,0.0,0.0,0.0
8448e33ffffffff,124.0,11.0,0.0,0.0,0.0
8448e37ffffffff,303.0,0.0,0.0,0.0,0.0
8448e3dffffffff,2.0,0.0,0.0,0.0,0.0
8448e41ffffffff,2.0,0.0,0.0,0.0,0.0
8448e43ffffffff,8.0,0.0,0.0,0.0,0.0
8448e45ffffffff,2.0,0.0,0.0,0.0,0.0
8448e49ffffffff,61.0,0.0,0.0,0.0,0.0
8448e4bffffffff,19.0,0.0,0.0,0.0,0.0
8448e4dffffffff,78.0,0.0,0.0,0.0,0.0
8448e53ffffffff,13.0,0.0,0.0,0.0,0.0
8448e55ffffffff,22.0,0.0,0.0,0.0,0.0
8448e57ffffffff,2.0,0.0,0.0,0.0,0.0
8448e59ffffffff,1.0,0.0,0.0,0.0,0.0
8448e5dffffffff,19.0,0.0,0.0,0.0,0.0
8448e61ffffffff,5.0,0.0,0.0,0.0,0.0
8448e63ffffffff,11.0,0.0,0.0,0.0,0.0
8448e6bffffffff,3.0,0.0,0.0,0.0,0.0
8448e85ffffffff,1100.0,114.0,0.0,0.0,0.0
8448e89ffffffff,27.0,0.0,0.0,0.0,0.0
8448e8dffffffff,7664.0,891.0,0.0,0.0,0.0
8448ea1ffffffff,10.0,0.0,0.0,0.0,0.0
8448ea9ffffffff,31.0,0.0,0.0,0.0,0.0
8448eabffffffff,9.0,0.0,0.0,0.0,0.0
8448eadffffffff,36.0,0.0,0.0,0.0,0.0
8448ec1ffffffff,5.0,0.0,0.0,0.0,0.0
8448ec3ffffffff,4.0,0.0,0.0,0.0,0.0
8448ec5ffffffff,45.0,4.0,0.0,0.0,0.0
8448ec7ffffffff,5068.0,869.0,0.0,0.0,0.0
8448ecdffffffff,1.0,0.0,0.0,0.0,0.0
8448ed3ffffffff,11.0,0.0,0.0,0.0,0.0
8448ee1ffffffff,875.0,138.0,0.0,0.0,0.0
8448ee3ffffffff,121.0,16.0,0.0,0.0,0.0
8448ee5ffffffff,8.0,5.0,0.0,0.0,0.0
8448ee7ffffffff,10.0,0.0,0.0,0.0,0.0
8448ee9ffffffff,6043.0,1019.0,0.0,0.0,0.0
8448eebffffffff,5759.0,816.0,0.0,0.0,0.0
8448f55ffffffff,2.0,0.0,0.0,0.0,0.0
8449801ffffffff,156.0,0.0,11.0,0.0,0.0
8449803ffffffff,3.0,0.0,0.0,0.0,0.0
8449807ffffffff,7.0,0.0,0.0,0.0,0.0
8449809ffffffff,79.0,0.0,2.0,0.0,0.0
844980bffffffff,67.0,0.0,0.0,0.0,0.0
844980dffffffff,5.0,0.0,0.0,0.0,0.0
8449815ffffffff,7.0,0.0,0.0,0.0,0.0
8449829ffffffff,13.0,0.0,0.0,0.0,0.0
844982bffffffff,7.0,0.0,0.0,0.0,0.0
844982dffffffff,8.0,0.0,0.0,0.0,0.0
8449831ffffffff,2.0,0.0,0.0,0.0,0.0
8449833ffffffff,2.0,0.0,0.0,0.0,0.0
8449839ffffffff,12.0,0.0,0.0,0.0,0.0
844983bffffffff,5.0,0.0,0.0,0.0,0.0
844983dffffffff,6.0,0.0,0.0,0.0,0.0
8449853ffffffff,2.0,0.0,0.0,0.0,0.0
8449855ffffffff,7.0,0.0,0.0,0.0,0.0
8449857ffffffff,4.0,0.0,0.0,0.0,0.0
8449861ffffffff,67.0,0.0,0.0,0.0,0.0
8449863ffffffff,14.0,0.0,0.0,0.0,0.0
8449865ffffffff,48.0,0.0,0.0,0.0,0.0
8449869ffffffff,19.0,0.0,0.0,0.0,0.0
844986dffffffff,47.0,0.0,0.0,0.0,0.0
8449885ffffffff,2.0,0.0,0.0,0.0,0.0
8449889ffffffff,6.0,0.0,0.0,0.0,0.0
844988dffffffff,5.0,0.0,0.0,0.0,0.0
8449893ffffffff,10.0,0.0,0.0,0.0,0.0
84498c7ffffffff,2.0,0.0,0.0,0.0,0.0
84498c9ffffffff,57.0,0.0,0.0,0.0,0.0
84498d3ffffffff,1.0,0.0,0.0,0.0,0.0
84498d9ffffffff,3.0,0.0,0.0,0.0,0.0
84498dbffffffff,5.0,0.0,0.0,0.0,0.0
84498ebffffffff,5.0,0.0,0.0,0.0,0.0
8449901ffffffff,20.0,0.0,2.0,0.0,0.0
8449903ffffffff,30.0,0.0,1.0,0.0,0.0
8449905ffffffff,11.0,0.0,4.0,0.0,0.0
8449907ffffffff,12.0,0.0,1.0,0.0,0.0
844990bffffffff,8.0,0.0,0.0,0.0,0.0
8449913ffffffff,12.0,0.0,0.0,0.0,0.0
8449917ffffffff,17.0,0.0,2.0,0.0,0.0
844991bffffffff,1.0,0.0,1.0,0.0,0.0
844991dffffffff,20.0,0.0,6.0,0.0,0.0
8449929ffffffff,1.0,0.0,0.0,0.0,0.0
844992bffffffff,20.0,0.0,18.0,0.0,0.0
8449931ffffffff,1.0,0.0,0.0,0.0,0.0
8449937ffffffff,3.0,0.0,3.0,0.0,0.0
844993bffffffff,8.0,0.0,6.0,0.0,0.0
844993dffffffff,9.0,0.0,0.0,0.0,0.0
8449941ffffffff,22.0,0.0,0.0,0.0,0.0
8449943ffffffff,2.0,0.0,0.0,0.0,0.0
8449945ffffffff,4.0,0.0,0.0,0.0,0.0
8449949ffffffff,6.0,0.0,0.0,0.0,0.0
844994bffffffff,10.0,0.0,0.0,0.0,0.0
844994dffffffff,2.0,0.0,0.0,0.0,0.0
8449951ffffffff,7.0,0.0,0.0,0.0,0.0
8449953ffffffff,8.0,0.0,0.0,0.0,0.0
8449959ffffffff,427.0,0.0,0.0,0.0,0.0
844995bffffffff,57.0,0.0,0.0,0.0,0.0
844995dffffffff,1.0,0.0,0.0,0.0,0.0
8449961ffffffff,490.0,0.0,126.0,0.0,0.0
8449963ffffffff,1093.0,0.0,357.0,0.0,0.0
8449965ffffffff,84.0,0.0,2.0,0.0,0.0
8449967ffffffff,57.0,0.0,7.0,0.0,0.0
8449969ffffffff,701.0,0.0,38.0,0.0,0.0
844996bffffffff,113.0,0.0,9.0,0.0,0.0
844996dffffffff,103.0,0.0,0.0,0.0,0.0
8449981ffffffff,57.0,0.0,0.0,0.0,0.0
8449983ffffffff,2.0,0.0,0.0,0.0,0.0
8449985ffffffff,1.0,0.0,0.0,0.0,0.0
8449987ffffffff,321.0,0.0,32.0,0.0,0.0
844998dffffffff,5.0,0.0,0.0,0.0,0.0
84499a3ffffffff,4.0,0.0,2.0,0.0,0.0
84499b1ffffffff,41.0,0.0,2.0,0.0,0.0
84499b3ffffffff,2.0,0.0,0.0,0.0,0.0
84499b5ffffffff,5.0,0.0,0.0,0.0,0.0
84499b7ffffffff,5.0,0.0,1.0,0.0,0.0
84499bbffffffff,1.0,0.0,0.0,0.0,0.0
84499c1ffffffff,30.0,0.0,0.0,0.0,0.0
84499c5ffffffff,42.0,0.0,0.0,0.0,0.0
84499c7ffffffff,7.0,0.0,0.0,0.0,0.0
84499c9ffffffff,5.0,0.0,0.0,0.0,0.0
84499cdffffffff,38.0,0.0,0.0,0.0,0.0
84499d1ffffffff,2.0,0.0,0.0,0.0,0.0
84499d5ffffffff,4.0,0.0,0.0,0.0,0.0
84499dbffffffff,3.0,0.0,0.0,0.0,0.0
84499ddffffffff,4.0,0.0,0.0,0.0,0.0
84499e3ffffffff,33.0,0.0,0.0,0.0,0.0
84499e9ffffffff,1.0,0.0,0.0,0.0,0.0
84499ebffffffff,5.0,0.0,0.0,0.0,0.0
8449a17ffffffff,1.0,0.0,0.0,0.0,0.0
8449a21ffffffff,9.0,0.0,0.0,0.0,0.0
8449a23ffffffff,14.0,0.0,0.0,0.0,0.0
8449a27ffffffff,5.0,0.0,0.0,0.0,0.0
8449a2bffffffff,30.0,0.0,0.0,0.0,0.0
8449a3dffffffff,11.0,0.0,0.0,0.0,0.0
8449a81ffffffff,66.0,2.0,0.0,0.0,0.0
8449a83ffffffff,53.0,2.0,0.0,0.0,0.0
8449a85ffffffff,373.0,8.0,0.0,0.0,0.0
8449a89ffffffff,74.0,0.0,0.0,0.0,0.0
8449a8bffffffff,72.0,0.0,0.0,0.0,0.0
8449a8dffffffff,49.0,0.0,0.0,0.0,0.0
8449a91ffffffff,469.0,19.0,0.0,0.0,0.0
8449a93ffffffff,262.0,4.0,0.0,0.0,0.0
8449a95ffffffff,4.0,0.0,0.0,0.0,0.0
8449a97ffffffff,102.0,0.0,0.0,0.0,0.0
8449a99ffffffff,3.0,0.0,0.0,0.0,0.0
8449a9bffffffff,45.0,4.0,0.0,0.0,0.0
8449a9dffffffff,1.0,0.0,0.0,0.0,0.0
8449aa1ffffffff,41.0,0.0,0.0,0.0,0.0
8449aa3ffffffff,220.0,4.0,0.0,0.0,0.0
8449aa7ffffffff,24.0,0.0,0.0,0.0,0.0
8449aa9ffffffff,21.0,0.0,0.0,0.0,0.0
8449aabffffffff,8.0,0.0,0.0,0.0,0.0
8449aadffffffff,1.0,0.0,0.0,0.0,0.0
8449ab1ffffffff,151.0,0.0,0.0,0.0,0.0
8449ab3ffffffff,10.0,0.0,0.0,0.0,0.0
8449ab5ffffffff,83.0,0.0,0.0,0.0,0.0
8449ab9ffffffff,4.0,0.0,0.0,0.0,0.0
8449abbffffffff,6.0,0.0,0.0,0.0,0.0
8449abdffffffff,14.0,0.0,0.0,0.0,0.0
8449ac7ffffffff,8.0,0.0,0.0,0.0,0.0
8449ad5ffffffff,16.0,0.0,0.0,0.0,0.0
8449ad7ffffffff,26.0,0.0,0.0,0.0,0.0
8449ae1ffffffff,1.0,0.0,0.0,0.0,0.0
8449ae3ffffffff,38.0,2.0,0.0,0.0,0.0
8449b03ffffffff,3.0,0.0,0.0,0.0,0.0
8449b0dffffffff,2.0,0.0,0.0,0.0,0.0
8449b15ffffffff,1.0,0.0,0.0,0.0,0.0
8449b17ffffffff,1.0,0.0,0.0,0.0,0.0
8449b19ffffffff,76.0,0.0,0.0,0.0,0.0
8449b1dffffffff,18.0,0.0,0.0,0.0,0.0
8449b21ffffffff,9.0,0.0,0.0,0.0,0.0
8449b23ffffffff,4.0,0.0,0.0,0.0,0.0
8449b2bffffffff,2.0,0.0,0.0,0.0,0.0
8449b2dffffffff,22.0,0.0,0.0,0.0,0.0
8449b31ffffffff,56.0,0.0,0.0,0.0,0.0
8449b33ffffffff,463.0,0.0,0.0,0.0,0.0
8449b35ffffffff,17.0,0.0,0.0,0.0,0.0
8449b37ffffffff,32.0,0.0,0.0,0.0,0.0
8449b3bffffffff,33.0,0.0,0.0,0.0,0.0
8449b3dffffffff,4.0,0.0,0.0,0.0,0.0
8449b53ffffffff,40.0,0.0,0.0,0.0,0.0
8449b55ffffffff,23.0,0.0,0.0,0.0,0.0
8449b57ffffffff,97.0,0.0,0.0,0.0,0.0
8449b65ffffffff,1.0,0.0,0.0,0.0,0.0
8449b67ffffffff,18.0,0.0,0.0,0.0,0.0
8449b6bffffffff,2.0,0.0,0.0,0.0,0.0
8449b6dffffffff,2.0,0.0,0.0,0.0,0.0
845f00dffffffff,2.0,0.0,0.0,0.0,0.0
845f035ffffffff,13.0,0.0,0.0,0.0,0.0
845f03dffffffff,10.0,0.0,0.0,0.0,0.0
845f083ffffffff,1.0,0.0,0.0,0.0,0.0
845f087ffffffff,3.0,0.0,0.0,0.0,0.0
845f08bffffffff,2.0,0.0,0.0,0.0,0.0
845f095ffffffff,7.0,0.0,0.0,0.0,0.0
845f105ffffffff,8.0,0.0,0.0,0.0,0.0
845f107ffffffff,1.0,0.0,0.0,0.0,0.0
845f129ffffffff,5.0,0.0,0.0,0.0,0.0
845f139ffffffff,2.0,0.0,0.0,0.0,0.0
845f13dffffffff,1.0,0.0,0.0,0.0,0.0
845f143ffffffff,8.0,0.0,0.0,0.0,0.0
845f161ffffffff,2.0,0.0,0.0,0.0,0.0
845f163ffffffff,5.0,0.0,0.0,0.0,0.0
845f1c3ffffffff,11.0,0.0,0.0,0.0,0.0
845f1cbffffffff,5.0,0.0,0.0,0.0,0.0
845f295ffffffff,5.0,0.0,0.0,0.0,0.0
845f299ffffffff,4.0,0.0,0.0,0.0,0.0
845f2b1ffffffff,2.0,0.0,0.0,0.0,0.0
845f2b3ffffffff,3.0,0.0,0.0,0.0,0.0
