cell_id,Vanellus chilensis,Vanellus chilensis cayennensis,Vanellus chilensis lampronotus,Vanellus chilensis chilensis/fretensis
82b2e7fffffffff,20.0,0.0,0.0,20.0
82b2effffffffff,9.0,0.0,0.0,8.0
82b30ffffffffff,3.0,0.0,0.0,0.0
82b357fffffffff,2.0,0.0,2.0,0.0
82b35ffffffffff,7.0,0.0,7.0,0.0
82c207fffffffff,2.0,0.0,2.0,0.0
82c21ffffffffff,33.0,0.0,33.0,0.0
82c22ffffffffff,30.0,0.0,30.0,0.0
82c2c7fffffffff,50.0,0.0,42.0,0.0
82c2cffffffffff,849.0,0.0,9.0,0.0
82c2d7fffffffff,1.0,0.0,0.0,0.0
82c2dffffffffff,2.0,0.0,0.0,0.0
82c2e7fffffffff,42.0,0.0,36.0,1.0
82c2effffffffff,200.0,0.0,15.0,0.0
82c2f7fffffffff,45.0,0.0,27.0,0.0
82c327fffffffff,2.0,0.0,0.0,2.0
82c34ffffffffff,52.0,0.0,0.0,0.0
82ce87fffffffff,5.0,0.0,0.0,3.0
82ce8ffffffffff,24.0,0.0,0.0,2.0
82ce97fffffffff,2.0,0.0,0.0,2.0
82ce9ffffffffff,2.0,0.0,2.0,0.0
82cea7fffffffff,4.0,0.0,0.0,2.0
82ceaffffffffff,28.0,0.0,0.0,28.0
82ceb7fffffffff,4.0,0.0,0.0,4.0
82cf17fffffffff,8.0,0.0,0.0,0.0
82cf8ffffffffff,2.0,0.0,0.0,0.0
82cf9ffffffffff,3.0,0.0,0.0,0.0
82cfa7fffffffff,40.0,0.0,0.0,2.0
82cfaffffffffff,4.0,0.0,0.0,0.0
82df47fffffffff,20.0,0.0,0.0,11.0
82df6ffffffffff,37.0,0.0,0.0,23.0
