cell_id,Fulica americana,Fulica americana (Red-shielded),Fulica americana (White-shielded)
82441ffffffffff,50.0,32.0,0.0
824437fffffffff,18.0,14.0,0.0
824447fffffffff,3269.0,3163.0,0.0
82444ffffffffff,387.0,347.0,0.0
824457fffffffff,696.0,696.0,0.0
82445ffffffffff,16.0,14.0,0.0
824467fffffffff,388.0,388.0,0.0
82446ffffffffff,425.0,367.0,1.0
824477fffffffff,582.0,579.0,0.0
824487fffffffff,77.0,71.0,1.0
8244a7fffffffff,4.0,2.0,0.0
8244affffffffff,124.0,42.0,0.0
8244b7fffffffff,8.0,2.0,2.0
8244c7fffffffff,148.0,98.0,0.0
8244cffffffffff,1548.0,1331.0,0.0
8244d7fffffffff,527.0,320.0,0.0
8244dffffffffff,162.0,90.0,0.0
8244e7fffffffff,135.0,115.0,0.0
8244effffffffff,10.0,5.0,0.0
8244f7fffffffff,1156.0,1101.0,0.0
824507fffffffff,3.0,1.0,0.0
82450ffffffffff,11.0,8.0,0.0
824527fffffffff,39.0,26.0,0.0
82452ffffffffff,45.0,41.0,0.0
824537fffffffff,3.0,0.0,0.0
82456ffffffffff,1.0,1.0,0.0
824587fffffffff,1.0,0.0,1.0
82458ffffffffff,27.0,15.0,0.0
82459ffffffffff,14.0,9.0,3.0
8245a7fffffffff,2.0,0.0,2.0
8245b7fffffffff,47.0,27.0,15.0
82480ffffffffff,2.0,2.0,0.0
824817fffffffff,18.0,14.0,0.0
82481ffffffffff,2.0,2.0,0.0
824827fffffffff,26.0,22.0,0.0
82482ffffffffff,30.0,30.0,0.0
824837fffffffff,7.0,7.0,0.0
824847fffffffff,9.0,5.0,0.0
82484ffffffffff,11.0,3.0,0.0
82485ffffffffff,203.0,174.0,0.0
824887fffffffff,25.0,10.0,0.0
82488ffffffffff,24.0,7.0,0.0
824897fffffffff,220.0,70.0,0.0
82489ffffffffff,38.0,19.0,0.0
8248a7fffffffff,1.0,1.0,0.0
8248affffffffff,6.0,0.0,0.0
8248b7fffffffff,157.0,55.0,0.0
8248c7fffffffff,22.0,18.0,0.0
8248cffffffffff,77.0,40.0,2.0
8248d7fffffffff,16.0,7.0,0.0
8248dffffffffff,63.0,5.0,0.0
8248effffffffff,1300.0,1033.0,4.0
8248f7fffffffff,22.0,4.0,0.0
824987fffffffff,9.0,4.0,0.0
82498ffffffffff,9.0,2.0,0.0
824997fffffffff,307.0,212.0,0.0
82499ffffffffff,5.0,3.0,0.0
8249b7fffffffff,8.0,6.0,0.0
824c87fffffffff,16.0,15.0,0.0
824c8ffffffffff,14.0,1.0,0.0
824c97fffffffff,2.0,0.0,0.0
824caffffffffff,19.0,18.0,0.0
824cb7fffffffff,4.0,2.0,2.0
824cc7fffffffff,208.0,14.0,178.0
824ceffffffffff,68.0,1.0,43.0
824cf7fffffffff,6.0,4.0,2.0
824d4ffffffffff,8.0,0.0,3.0
825d17fffffffff,2.0,0.0,0.0
825e5ffffffffff,8.0,0.0,0.0
825e67fffffffff,18.0,0.0,11.0
825e77fffffffff,107.0,14.0,65.0
825f4ffffffffff,4.0,0.0,4.0
825f5ffffffffff,13.0,12.0,0.0
82660ffffffffff,13.0,0.0,0.0
826627fffffffff,1.0,0.0,1.0
826637fffffffff,2.0,0.0,2.0
826677fffffffff,2.0,0.0,2.0
8266a7fffffffff,23.0,23.0,0.0
8266b7fffffffff,106.0,65.0,0.0
8266d7fffffffff,6.0,2.0,0.0
8266e7fffffffff,10.0,2.0,0.0
8266f7fffffffff,45.0,10.0,0.0
826727fffffffff,15.0,6.0,7.0
826737fffffffff,24.0,5.0,19.0
826747fffffffff,35.0,2.0,15.0
826757fffffffff,10.0,0.0,0.0
82675ffffffffff,8.0,0.0,0.0
82676ffffffffff,2.0,0.0,2.0
826777fffffffff,2.0,2.0,0.0
826787fffffffff,1.0,0.0,1.0
82679ffffffffff,17.0,12.0,0.0
826c5ffffffffff,22.0,12.0,0.0
826c67fffffffff,16.0,0.0,0.0
826d07fffffffff,143.0,129.0,0.0
826d17fffffffff,71.0,71.0,0.0
826d27fffffffff,66.0,61.0,0.0
826d2ffffffffff,115.0,98.0,10.0
826d37fffffffff,1726.0,1705.0,0.0
826d67fffffffff,6.0,6.0,0.0
826d6ffffffffff,51.0,51.0,0.0
826d77fffffffff,9.0,4.0,0.0
828f2ffffffffff,2.0,2.0,0.0
828fa7fffffffff,3.0,2.0,0.0
