cell_id,Rallus elegans,Rallus elegans elegans,Rallus elegans ramsdeni
842aa93ffffffff,4.0,0.0,0.0
842aa9bffffffff,156.0,0.0,0.0
842aa9dffffffff,14.0,1.0,0.0
842aaa3ffffffff,6.0,0.0,0.0
842aaa9ffffffff,3.0,0.0,0.0
842aaabffffffff,69.0,0.0,0.0
842aaadffffffff,1.0,0.0,0.0
842aab1ffffffff,1.0,0.0,0.0
842aab3ffffffff,1.0,0.0,0.0
842aab9ffffffff,1.0,0.0,0.0
842aabbffffffff,2.0,0.0,0.0
842aabdffffffff,38.0,0.0,0.0
842aac3ffffffff,64.0,0.0,0.0
842aac7ffffffff,25.0,0.0,0.0
842aacbffffffff,7.0,0.0,0.0
842aad1ffffffff,84.0,0.0,0.0
842aad3ffffffff,7.0,0.0,0.0
842aad5ffffffff,12.0,0.0,0.0
842aad9ffffffff,14.0,0.0,0.0
842aadbffffffff,1.0,0.0,0.0
842aaddffffffff,3.0,0.0,0.0
842ab17ffffffff,6.0,0.0,0.0
842ab19ffffffff,1.0,0.0,0.0
842ab21ffffffff,95.0,0.0,0.0
842ab27ffffffff,296.0,0.0,0.0
842ab2bffffffff,2.0,2.0,0.0
842ab31ffffffff,9.0,0.0,0.0
842ab35ffffffff,2.0,0.0,0.0
842ab67ffffffff,25.0,0.0,0.0
842ac6dffffffff,17.0,0.0,0.0
842ad15ffffffff,1.0,0.0,0.0
842ad31ffffffff,2.0,0.0,0.0
842ad35ffffffff,15.0,0.0,0.0
842ad37ffffffff,80.0,0.0,0.0
842ad59ffffffff,26.0,0.0,0.0
842ad67ffffffff,15.0,0.0,0.0
842ad6dffffffff,15.0,0.0,0.0
842af01ffffffff,1.0,0.0,0.0
842af05ffffffff,88.0,0.0,0.0
842af0dffffffff,2.0,0.0,0.0
842af15ffffffff,3.0,0.0,0.0
842af17ffffffff,33.0,0.0,0.0
842af31ffffffff,4.0,0.0,0.0
842af35ffffffff,3.0,0.0,0.0
842af39ffffffff,2.0,0.0,0.0
842af61ffffffff,2.0,0.0,0.0
842af63ffffffff,2.0,0.0,0.0
842af65ffffffff,12.0,0.0,0.0
842af6bffffffff,1.0,0.0,0.0
842b031ffffffff,10.0,0.0,0.0
842b89bffffffff,1.0,0.0,0.0
842bab3ffffffff,17.0,0.0,0.0
8444123ffffffff,11.0,0.0,0.0
8444125ffffffff,2.0,0.0,0.0
8444127ffffffff,3.0,0.0,0.0
844412dffffffff,2.0,0.0,0.0
8444131ffffffff,4.0,0.0,0.0
8444133ffffffff,17.0,0.0,0.0
8444137ffffffff,10.0,0.0,0.0
84441a1ffffffff,2.0,0.0,0.0
84441a5ffffffff,4.0,3.0,0.0
84441a9ffffffff,9.0,0.0,0.0
84441adffffffff,11.0,0.0,0.0
84441b5ffffffff,4.0,0.0,0.0
84441b7ffffffff,2.0,0.0,0.0
84441e5ffffffff,34.0,0.0,0.0
84441e7ffffffff,263.0,0.0,0.0
844430dffffffff,3.0,0.0,3.0
8444363ffffffff,36.0,0.0,8.0
8444409ffffffff,10.0,0.0,0.0
844440dffffffff,20.0,0.0,0.0
844444bffffffff,1.0,0.0,0.0
8444459ffffffff,1.0,0.0,0.0
844445bffffffff,1.0,0.0,0.0
8444461ffffffff,6.0,0.0,0.0
8444465ffffffff,2.0,0.0,0.0
8444467ffffffff,2.0,0.0,0.0
844446dffffffff,34.0,0.0,0.0
8444499ffffffff,1.0,0.0,0.0
84444a5ffffffff,2.0,0.0,0.0
84444d5ffffffff,13.0,0.0,0.0
84444dbffffffff,1.0,0.0,0.0
84444edffffffff,1.0,0.0,0.0
8444501ffffffff,34.0,0.0,0.0
8444509ffffffff,5.0,0.0,0.0
844450dffffffff,2.0,0.0,0.0
8444529ffffffff,16.0,0.0,0.0
844455bffffffff,4.0,0.0,0.0
8444563ffffffff,383.0,0.0,0.0
8444567ffffffff,2.0,0.0,0.0
844459bffffffff,8.0,0.0,0.0
8444633ffffffff,11.0,0.0,0.0
84446c1ffffffff,7.0,0.0,0.0
84446c5ffffffff,9.0,2.0,0.0
84446d3ffffffff,7.0,0.0,0.0
84446ddffffffff,5.0,0.0,0.0
84446e5ffffffff,6.0,0.0,0.0
8444735ffffffff,2.0,0.0,0.0
844473bffffffff,1.0,0.0,0.0
8444a13ffffffff,5.0,0.0,0.0
8444a53ffffffff,4.0,0.0,0.0
8444a81ffffffff,4.0,0.0,0.0
8444a83ffffffff,28.0,0.0,0.0
8444a8bffffffff,22.0,0.0,0.0
8444a93ffffffff,5.0,0.0,0.0
8444a95ffffffff,128.0,0.0,0.0
8444a97ffffffff,9.0,0.0,0.0
8444ac7ffffffff,9.0,0.0,0.0
8444ac9ffffffff,3.0,0.0,0.0
8444acdffffffff,2.0,0.0,0.0
8444ad5ffffffff,2.0,0.0,0.0
8444ad7ffffffff,3.0,0.0,0.0
8444adbffffffff,2.0,0.0,0.0
8444addffffffff,6.0,0.0,0.0
8444c0bffffffff,17.0,0.0,0.0
8444c13ffffffff,8.0,0.0,0.0
8444c19ffffffff,6.0,0.0,0.0
8444c25ffffffff,9.0,0.0,0.0
8444c27ffffffff,138.0,0.0,0.0
8444c29ffffffff,12.0,2.0,0.0
8444c39ffffffff,31.0,0.0,0.0
8444c5dffffffff,2.0,0.0,0.0
8444c65ffffffff,9.0,3.0,0.0
8444c85ffffffff,6.0,0.0,0.0
8444ccdffffffff,5.0,0.0,0.0
8444cd5ffffffff,2.0,0.0,0.0
8444cedffffffff,1.0,0.0,0.0
8444d01ffffffff,7.0,0.0,0.0
8444d03ffffffff,247.0,0.0,0.0
8444d07ffffffff,1.0,0.0,0.0
8444d0bffffffff,226.0,0.0,0.0
8444d15ffffffff,2.0,0.0,0.0
8444d23ffffffff,73.0,0.0,0.0
8444d2bffffffff,4.0,0.0,0.0
8444d33ffffffff,2.0,0.0,0.0
8444d35ffffffff,28.0,0.0,0.0
8444d39ffffffff,17.0,0.0,0.0
8444d3bffffffff,10.0,0.0,0.0
8444d3dffffffff,4.0,0.0,0.0
8444d51ffffffff,105.0,0.0,0.0
8444d55ffffffff,5.0,0.0,0.0
8444d5dffffffff,117.0,0.0,0.0
8444da1ffffffff,3.0,0.0,0.0
8444e05ffffffff,9.0,0.0,0.0
8444e07ffffffff,6.0,0.0,0.0
8444e29ffffffff,2.0,0.0,0.0
8444e33ffffffff,74.0,0.0,0.0
8444e43ffffffff,1.0,0.0,0.0
8444e47ffffffff,3.0,0.0,0.0
8444e51ffffffff,1.0,0.0,0.0
8444e55ffffffff,2.0,0.0,0.0
8444e5bffffffff,7.0,0.0,0.0
8444e63ffffffff,60.0,0.0,0.0
8444ed3ffffffff,5.0,0.0,0.0
8444ee5ffffffff,15.0,0.0,0.0
8444eedffffffff,3.0,0.0,0.0
8444f01ffffffff,8.0,0.0,0.0
8444f03ffffffff,4.0,0.0,0.0
8444f05ffffffff,3.0,0.0,0.0
8444f07ffffffff,11.0,0.0,0.0
8444f1bffffffff,2.0,0.0,0.0
8444f1dffffffff,6.0,0.0,0.0
8444f43ffffffff,9.0,5.0,0.0
8445889ffffffff,2.0,0.0,0.0
84458c7ffffffff,3.0,0.0,0.0
84458d5ffffffff,3.0,0.0,0.0
84458ebffffffff,17.0,0.0,6.0
8448903ffffffff,25.0,0.0,0.0
8448907ffffffff,141.0,0.0,0.0
844890bffffffff,11.0,0.0,0.0
844892bffffffff,4.0,0.0,0.0
8448935ffffffff,4.0,0.0,0.0
844893dffffffff,34.0,0.0,0.0
8448951ffffffff,9.0,0.0,0.0
8448953ffffffff,2.0,0.0,0.0
8448955ffffffff,30.0,0.0,0.0
8448957ffffffff,6.0,0.0,0.0
84489abffffffff,2.0,0.0,0.0
8448b15ffffffff,2.0,0.0,0.0
8448b23ffffffff,8.0,0.0,0.0
8448b2bffffffff,2.0,0.0,0.0
8448b31ffffffff,3.0,0.0,0.0
8448b39ffffffff,19.0,0.0,0.0
8448b3dffffffff,193.0,1.0,0.0
8448d47ffffffff,4.0,0.0,0.0
844992bffffffff,3.0,1.0,0.0
846d341ffffffff,7.0,0.0,0.0
