cell_id,Toxostoma curvirostre,Toxostoma curvirostre [curvirostre Group],Toxostoma curvirostre [palmeri Group]
844803bffffffff,13.0,0.0,0.0
8448061ffffffff,1.0,0.0,0.0
8448065ffffffff,74.0,0.0,0.0
8448067ffffffff,6.0,0.0,0.0
844806dffffffff,11.0,0.0,0.0
8448083ffffffff,5.0,0.0,0.0
8448085ffffffff,15.0,0.0,0.0
8448087ffffffff,9.0,0.0,0.0
8448097ffffffff,340.0,0.0,0.0
84480a1ffffffff,6.0,0.0,0.0
84480a3ffffffff,1.0,0.0,0.0
84480a5ffffffff,24.0,0.0,0.0
84480a9ffffffff,56.0,0.0,0.0
84480adffffffff,809.0,0.0,0.0
84480b7ffffffff,2.0,0.0,0.0
84480b9ffffffff,6.0,0.0,0.0
84480bbffffffff,250.0,0.0,0.0
84480bdffffffff,20.0,0.0,0.0
84480e1ffffffff,61.0,0.0,0.0
84480e3ffffffff,3.0,0.0,0.0
84480e5ffffffff,109.0,0.0,0.0
84480e7ffffffff,11.0,0.0,0.0
84480edffffffff,65.0,0.0,0.0
8448101ffffffff,100.0,0.0,0.0
8448105ffffffff,2.0,0.0,0.0
8448107ffffffff,3.0,0.0,0.0
8448109ffffffff,5.0,0.0,0.0
844810dffffffff,48.0,0.0,0.0
844811bffffffff,1.0,0.0,0.0
8448121ffffffff,2.0,0.0,0.0
8448123ffffffff,3.0,0.0,0.0
8448127ffffffff,3.0,0.0,0.0
8448129ffffffff,1.0,0.0,0.0
8448131ffffffff,3.0,0.0,0.0
8448133ffffffff,4.0,0.0,0.0
8448141ffffffff,5.0,0.0,0.0
8448143ffffffff,41.0,0.0,0.0
8448145ffffffff,21.0,0.0,0.0
8448147ffffffff,619.0,0.0,0.0
844814bffffffff,10.0,0.0,0.0
844814dffffffff,21.0,0.0,0.0
8448165ffffffff,20.0,0.0,0.0
8448169ffffffff,7.0,0.0,0.0
844816bffffffff,59.0,0.0,0.0
844816dffffffff,3.0,0.0,0.0
8448189ffffffff,2.0,0.0,0.0
844818dffffffff,1.0,0.0,0.0
8448191ffffffff,2.0,0.0,0.0
8448193ffffffff,3.0,0.0,0.0
8448195ffffffff,6.0,0.0,0.0
8448197ffffffff,7.0,0.0,0.0
844819dffffffff,12.0,0.0,0.0
84481a7ffffffff,20.0,0.0,0.0
84481a9ffffffff,4.0,0.0,0.0
84481b3ffffffff,2.0,0.0,0.0
84481b5ffffffff,45.0,0.0,0.0
84481b7ffffffff,4.0,0.0,0.0
84481b9ffffffff,1.0,0.0,0.0
84481c1ffffffff,4.0,0.0,0.0
84481d5ffffffff,5.0,0.0,0.0
84481d7ffffffff,22.0,0.0,0.0
84481dbffffffff,26.0,0.0,0.0
84481e1ffffffff,1.0,0.0,0.0
84481ebffffffff,2.0,0.0,0.0
84481edffffffff,9.0,0.0,0.0
8448305ffffffff,2.0,0.0,0.0
844832bffffffff,11.0,0.0,0.0
8448331ffffffff,22.0,0.0,0.0
8448333ffffffff,56.0,0.0,0.0
844833bffffffff,28.0,0.0,0.0
844833dffffffff,14.0,0.0,0.0
8448363ffffffff,1.0,0.0,0.0
8448365ffffffff,72.0,0.0,0.0
8448505ffffffff,3.0,0.0,0.0
844850dffffffff,1.0,0.0,0.0
8448527ffffffff,17.0,0.0,0.0
844852dffffffff,17.0,0.0,0.0
8448547ffffffff,2.0,0.0,0.0
8448563ffffffff,4.0,0.0,0.0
8448565ffffffff,77.0,0.0,0.0
8448567ffffffff,79.0,0.0,0.0
8448569ffffffff,4.0,0.0,0.0
844856bffffffff,42.0,0.0,0.0
844856dffffffff,8.0,0.0,0.0
84485a5ffffffff,49.0,0.0,0.0
84485abffffffff,1.0,0.0,0.0
84485adffffffff,4.0,0.0,0.0
84485e1ffffffff,2.0,0.0,0.0
84485e7ffffffff,17.0,0.0,0.0
8448803ffffffff,115.0,0.0,0.0
8448805ffffffff,52.0,0.0,0.0
8448807ffffffff,9.0,0.0,0.0
844880dffffffff,267.0,0.0,0.0
8448815ffffffff,21.0,0.0,0.0
8448817ffffffff,4.0,0.0,0.0
8448821ffffffff,9.0,0.0,0.0
8448823ffffffff,14.0,0.0,0.0
8448825ffffffff,260.0,0.0,0.0
8448827ffffffff,35.0,0.0,0.0
8448829ffffffff,17.0,0.0,0.0
844882bffffffff,76.0,2.0,0.0
844882dffffffff,299.0,0.0,0.0
8448831ffffffff,202.0,3.0,0.0
8448833ffffffff,112.0,0.0,0.0
8448835ffffffff,14.0,0.0,0.0
8448837ffffffff,47.0,0.0,0.0
8448839ffffffff,15.0,0.0,0.0
844883bffffffff,5.0,0.0,0.0
844883dffffffff,15.0,0.0,0.0
8448841ffffffff,7.0,0.0,0.0
8448843ffffffff,7.0,0.0,0.0
8448845ffffffff,24.0,0.0,0.0
8448847ffffffff,2.0,0.0,0.0
8448849ffffffff,2.0,0.0,0.0
844884bffffffff,31.0,0.0,0.0
844884dffffffff,18.0,0.0,0.0
8448855ffffffff,9.0,0.0,0.0
8448861ffffffff,123.0,0.0,0.0
8448863ffffffff,73.0,0.0,0.0
8448865ffffffff,31.0,0.0,0.0
8448867ffffffff,134.0,4.0,0.0
8448869ffffffff,152.0,0.0,0.0
844886bffffffff,166.0,0.0,0.0
844886dffffffff,62.0,0.0,0.0
8448881ffffffff,27.0,0.0,0.0
8448883ffffffff,56.0,0.0,0.0
8448887ffffffff,17.0,0.0,0.0
8448889ffffffff,34.0,0.0,0.0
844888bffffffff,3.0,0.0,0.0
844888dffffffff,8.0,0.0,0.0
8448891ffffffff,24.0,0.0,0.0
8448893ffffffff,4.0,0.0,0.0
8448895ffffffff,23.0,0.0,0.0
8448897ffffffff,42.0,0.0,0.0
8448899ffffffff,35.0,2.0,0.0
844889bffffffff,34.0,0.0,0.0
844889dffffffff,50.0,0.0,0.0
84488a1ffffffff,6.0,0.0,0.0
84488a3ffffffff,33.0,0.0,0.0
84488a7ffffffff,235.0,0.0,0.0
84488a9ffffffff,5.0,0.0,0.0
84488abffffffff,4.0,0.0,0.0
84488b1ffffffff,178.0,0.0,0.0
84488b3ffffffff,1467.0,2.0,0.0
84488b5ffffffff,12.0,0.0,0.0
84488b7ffffffff,141.0,0.0,0.0
84488b9ffffffff,33.0,0.0,0.0
84488bbffffffff,24.0,0.0,0.0
84488bdffffffff,18.0,0.0,0.0
84488c7ffffffff,13.0,0.0,0.0
84488d1ffffffff,424.0,4.0,0.0
84488d3ffffffff,426.0,13.0,0.0
84488d5ffffffff,88.0,0.0,0.0
84488d7ffffffff,34.0,4.0,0.0
84488d9ffffffff,578.0,23.0,0.0
84488dbffffffff,19.0,2.0,0.0
84488ddffffffff,25.0,4.0,0.0
84488e1ffffffff,10.0,0.0,0.0
84488e3ffffffff,3.0,0.0,0.0
84488e7ffffffff,2.0,0.0,0.0
84488e9ffffffff,101.0,0.0,0.0
84488ebffffffff,89.0,0.0,0.0
84488edffffffff,121.0,6.0,0.0
8448903ffffffff,39.0,0.0,0.0
8448907ffffffff,1.0,0.0,0.0
8448913ffffffff,2.0,0.0,0.0
8448919ffffffff,2.0,0.0,0.0
844891bffffffff,63.0,2.0,0.0
8448951ffffffff,6.0,0.0,0.0
8448953ffffffff,54.0,0.0,0.0
8448957ffffffff,9.0,0.0,0.0
8448959ffffffff,584.0,5.0,0.0
844895bffffffff,25.0,0.0,0.0
844895dffffffff,2.0,0.0,0.0
8448981ffffffff,8.0,0.0,0.0
844898bffffffff,6.0,0.0,0.0
844898dffffffff,3.0,0.0,0.0
8448991ffffffff,28.0,0.0,0.0
8448993ffffffff,17.0,2.0,0.0
8448997ffffffff,4.0,0.0,0.0
8448999ffffffff,2.0,0.0,0.0
844899bffffffff,7.0,0.0,0.0
844899dffffffff,3.0,0.0,0.0
84489c1ffffffff,788.0,14.0,0.0
84489c3ffffffff,18.0,0.0,0.0
84489c7ffffffff,18.0,0.0,0.0
84489c9ffffffff,33.0,0.0,0.0
84489cbffffffff,2.0,0.0,0.0
84489cdffffffff,19.0,0.0,0.0
84489d1ffffffff,7.0,0.0,0.0
84489d3ffffffff,31.0,0.0,0.0
84489d9ffffffff,4.0,0.0,0.0
84489ddffffffff,3.0,0.0,0.0
8448a01ffffffff,22.0,0.0,0.0
8448a03ffffffff,2.0,0.0,0.0
8448a05ffffffff,342.0,2.0,0.0
8448a07ffffffff,61.0,0.0,0.0
8448a09ffffffff,2.0,0.0,0.0
8448a0dffffffff,6.0,0.0,0.0
8448a1dffffffff,2.0,0.0,0.0
8448a21ffffffff,79.0,0.0,0.0
8448a23ffffffff,31.0,0.0,0.0
8448a25ffffffff,7.0,0.0,0.0
8448a27ffffffff,117.0,0.0,0.0
8448a29ffffffff,264.0,0.0,0.0
8448a2bffffffff,170.0,0.0,0.0
8448a2dffffffff,1.0,0.0,0.0
8448a35ffffffff,10.0,0.0,0.0
8448a39ffffffff,4.0,0.0,0.0
8448a3bffffffff,1.0,0.0,0.0
8448a3dffffffff,4.0,0.0,0.0
8448a63ffffffff,376.0,0.0,0.0
8448a65ffffffff,6.0,0.0,0.0
8448a67ffffffff,69.0,0.0,0.0
8448a69ffffffff,2.0,0.0,0.0
8448a6bffffffff,18.0,0.0,0.0
8448a6dffffffff,8.0,0.0,0.0
8448aa1ffffffff,4.0,0.0,0.0
8448ab1ffffffff,1.0,0.0,0.0
8448ab3ffffffff,384.0,14.0,0.0
8448ab7ffffffff,1006.0,45.0,0.0
8448abbffffffff,6.0,0.0,0.0
8448acbffffffff,1.0,0.0,0.0
8448ae1ffffffff,1.0,0.0,0.0
8448ae5ffffffff,2.0,0.0,0.0
8448ae9ffffffff,2.0,0.0,0.0
8448b0bffffffff,1.0,0.0,0.0
8448b13ffffffff,2112.0,103.0,0.0
8448b15ffffffff,2892.0,129.0,0.0
8448b17ffffffff,362.0,33.0,0.0
8448b19ffffffff,15.0,0.0,0.0
8448b1bffffffff,37.0,0.0,0.0
8448b1dffffffff,123.0,0.0,0.0
8448b23ffffffff,591.0,31.0,0.0
8448b2bffffffff,440.0,7.0,0.0
8448b31ffffffff,527.0,8.0,0.0
8448b33ffffffff,28.0,0.0,0.0
8448b35ffffffff,107.0,4.0,0.0
8448b37ffffffff,433.0,9.0,0.0
8448b39ffffffff,12253.0,622.0,0.0
8448b3bffffffff,330.0,9.0,0.0
8448b3dffffffff,3827.0,102.0,0.0
8448b47ffffffff,1.0,0.0,0.0
8448b49ffffffff,2.0,0.0,0.0
8448b59ffffffff,7.0,0.0,0.0
8448b5bffffffff,21.0,0.0,0.0
8448c01ffffffff,8.0,0.0,0.0
8448c03ffffffff,1.0,0.0,0.0
8448c05ffffffff,121.0,10.0,0.0
8448c07ffffffff,575.0,27.0,0.0
8448c09ffffffff,228.0,0.0,0.0
8448c0bffffffff,272.0,0.0,0.0
8448c0dffffffff,24.0,5.0,0.0
8448c11ffffffff,128.0,0.0,0.0
8448c19ffffffff,21.0,0.0,0.0
8448c1bffffffff,10.0,0.0,0.0
8448c1dffffffff,106.0,0.0,0.0
8448c25ffffffff,40.0,0.0,0.0
8448c29ffffffff,14.0,0.0,0.0
8448c2bffffffff,263.0,20.0,0.0
8448c2dffffffff,161.0,28.0,0.0
8448c31ffffffff,20.0,0.0,0.0
8448c35ffffffff,848.0,22.0,0.0
8448c37ffffffff,17.0,0.0,0.0
8448c39ffffffff,3.0,0.0,0.0
8448c3bffffffff,1.0,0.0,0.0
8448c3dffffffff,18.0,4.0,0.0
8448c43ffffffff,3.0,0.0,0.0
8448c47ffffffff,56.0,0.0,0.0
8448c4bffffffff,1.0,0.0,0.0
8448c51ffffffff,98.0,3.0,0.0
8448c53ffffffff,31.0,0.0,0.0
8448c55ffffffff,26.0,0.0,0.0
8448c57ffffffff,60.0,8.0,0.0
8448c59ffffffff,12454.0,49.0,0.0
8448c5bffffffff,186.0,0.0,0.0
8448c5dffffffff,129.0,0.0,0.0
8448c61ffffffff,552.0,25.0,0.0
8448c63ffffffff,1563.0,62.0,0.0
8448c65ffffffff,52.0,0.0,0.0
8448c67ffffffff,66.0,0.0,0.0
8448c69ffffffff,167.0,3.0,0.0
8448c6bffffffff,1.0,1.0,0.0
8448c6dffffffff,103.0,0.0,0.0
8448cadffffffff,2.0,0.0,0.0
8448cc9ffffffff,17.0,0.0,0.0
8448cd3ffffffff,12.0,0.0,0.0
8448cd9ffffffff,22.0,0.0,2.0
8448cdbffffffff,6.0,0.0,0.0
8448d01ffffffff,2.0,0.0,0.0
8448d03ffffffff,99.0,4.0,0.0
8448d05ffffffff,10.0,0.0,0.0
8448d07ffffffff,34.0,2.0,0.0
8448d09ffffffff,96.0,2.0,0.0
8448d0bffffffff,2.0,0.0,0.0
8448d0dffffffff,6.0,3.0,0.0
8448d13ffffffff,5.0,0.0,0.0
8448d15ffffffff,30.0,0.0,0.0
8448d17ffffffff,12.0,0.0,0.0
8448d19ffffffff,1.0,0.0,0.0
8448d1bffffffff,36.0,6.0,0.0
8448d21ffffffff,10.0,0.0,0.0
8448d23ffffffff,11.0,0.0,0.0
8448d25ffffffff,5.0,0.0,0.0
8448d27ffffffff,103.0,0.0,0.0
8448d29ffffffff,8.0,0.0,0.0
8448d2bffffffff,69.0,0.0,0.0
8448d2dffffffff,4.0,0.0,0.0
8448d33ffffffff,47.0,3.0,0.0
8448d35ffffffff,117.0,3.0,0.0
8448d37ffffffff,101.0,2.0,0.0
8448d3dffffffff,12.0,0.0,0.0
8448d41ffffffff,4.0,0.0,0.0
8448d43ffffffff,103.0,2.0,0.0
8448d45ffffffff,11.0,0.0,0.0
8448d47ffffffff,1.0,0.0,0.0
8448d4bffffffff,198.0,3.0,0.0
8448d51ffffffff,4.0,0.0,0.0
8448d53ffffffff,5.0,0.0,0.0
8448d55ffffffff,1.0,0.0,0.0
8448d5dffffffff,10.0,0.0,0.0
8448d61ffffffff,8.0,0.0,0.0
8448d63ffffffff,26.0,0.0,0.0
8448d65ffffffff,18.0,0.0,0.0
8448d67ffffffff,10.0,0.0,0.0
8448d69ffffffff,59.0,0.0,0.0
8448d6bffffffff,31.0,0.0,0.0
8448d6dffffffff,36.0,0.0,0.0
8448d81ffffffff,629.0,194.0,0.0
8448d83ffffffff,50.0,2.0,0.0
8448d85ffffffff,151.0,1.0,0.0
8448d87ffffffff,1609.0,21.0,0.0
8448d89ffffffff,5605.0,187.0,0.0
8448d8bffffffff,327.0,15.0,0.0
8448d8dffffffff,45.0,1.0,0.0
8448da1ffffffff,7.0,0.0,0.0
8448da3ffffffff,2.0,0.0,0.0
8448da5ffffffff,16.0,0.0,0.0
8448da7ffffffff,2.0,0.0,0.0
8448da9ffffffff,27.0,0.0,0.0
8448db9ffffffff,2.0,0.0,0.0
8448dbdffffffff,17.0,2.0,0.0
8448dc1ffffffff,22.0,0.0,0.0
8448dc3ffffffff,50.0,2.0,0.0
8448dc5ffffffff,6.0,0.0,0.0
8448dc7ffffffff,88.0,0.0,0.0
8448dc9ffffffff,7.0,0.0,0.0
8448dcbffffffff,140.0,25.0,0.0
8448dcdffffffff,10.0,0.0,0.0
8448dd1ffffffff,17.0,0.0,0.0
8448dd3ffffffff,35.0,6.0,0.0
8448dd5ffffffff,167.0,10.0,0.0
8448dd9ffffffff,3.0,0.0,0.0
8448ddbffffffff,4.0,0.0,0.0
8448dddffffffff,3.0,0.0,0.0
8448de1ffffffff,12.0,0.0,0.0
8448de3ffffffff,7.0,0.0,0.0
8448de5ffffffff,7.0,0.0,0.0
8448de7ffffffff,6.0,0.0,0.0
8448de9ffffffff,1.0,0.0,0.0
8448debffffffff,5.0,0.0,0.0
8448dedffffffff,2.0,0.0,0.0
8448e01ffffffff,2.0,0.0,0.0
8448e07ffffffff,9.0,0.0,0.0
8448e09ffffffff,6.0,0.0,0.0
8448e0bffffffff,1.0,0.0,0.0
8448e0dffffffff,2.0,0.0,0.0
8448e11ffffffff,13.0,0.0,0.0
8448e13ffffffff,3.0,0.0,0.0
8448e15ffffffff,2.0,0.0,0.0
8448e17ffffffff,1.0,0.0,0.0
8448e19ffffffff,22.0,0.0,0.0
8448e1bffffffff,13.0,0.0,0.0
8448e21ffffffff,8.0,0.0,0.0
8448e23ffffffff,1.0,0.0,0.0
8448e2bffffffff,5.0,0.0,0.0
8448e33ffffffff,154.0,0.0,0.0
8448e35ffffffff,18.0,0.0,0.0
8448e37ffffffff,314.0,0.0,0.0
8448e3dffffffff,22.0,0.0,0.0
8448e41ffffffff,2.0,0.0,0.0
8448e43ffffffff,6.0,0.0,0.0
8448e45ffffffff,2.0,0.0,0.0
8448e49ffffffff,16.0,0.0,0.0
8448e4bffffffff,27.0,0.0,0.0
8448e4dffffffff,23.0,0.0,0.0
8448e51ffffffff,11.0,0.0,0.0
8448e53ffffffff,52.0,0.0,0.0
8448e55ffffffff,54.0,0.0,0.0
8448e57ffffffff,13.0,0.0,0.0
8448e59ffffffff,29.0,0.0,0.0
8448e5bffffffff,226.0,0.0,0.0
8448e5dffffffff,12.0,0.0,0.0
8448e61ffffffff,29.0,0.0,0.0
8448e63ffffffff,4.0,0.0,0.0
8448e67ffffffff,5.0,0.0,0.0
8448e6bffffffff,2.0,0.0,0.0
8448e6dffffffff,3.0,0.0,0.0
8448e81ffffffff,6059.0,0.0,711.0
8448e83ffffffff,1080.0,0.0,126.0
8448e85ffffffff,17742.0,0.0,2792.0
8448e87ffffffff,671.0,0.0,58.0
8448e89ffffffff,556.0,0.0,114.0
8448e8bffffffff,11.0,0.0,0.0
8448e8dffffffff,8926.0,0.0,1737.0
8448e91ffffffff,46.0,0.0,5.0
8448e93ffffffff,131.0,0.0,17.0
8448e95ffffffff,203.0,0.0,3.0
8448e97ffffffff,1136.0,0.0,167.0
8448e99ffffffff,299.0,0.0,37.0
8448e9bffffffff,13.0,0.0,2.0
8448e9dffffffff,25.0,0.0,6.0
8448ea1ffffffff,78.0,0.0,0.0
8448ea3ffffffff,146.0,0.0,26.0
8448ea5ffffffff,250.0,0.0,0.0
8448ea7ffffffff,60.0,0.0,0.0
8448ea9ffffffff,38.0,0.0,10.0
8448eabffffffff,584.0,0.0,57.0
8448eadffffffff,225.0,0.0,0.0
8448eb1ffffffff,1125.0,0.0,143.0
8448eb3ffffffff,3199.0,0.0,251.0
8448eb5ffffffff,354.0,0.0,21.0
8448eb7ffffffff,162.0,0.0,34.0
8448eb9ffffffff,219.0,0.0,13.0
8448ebbffffffff,9728.0,0.0,1467.0
8448ebdffffffff,187.0,0.0,22.0
8448ec3ffffffff,24.0,0.0,2.0
8448ec5ffffffff,337.0,0.0,56.0
8448ec7ffffffff,2866.0,0.0,473.0
8448ecdffffffff,24.0,0.0,0.0
8448ed1ffffffff,20.0,0.0,0.0
8448ed3ffffffff,902.0,0.0,78.0
8448ed5ffffffff,8.0,0.0,0.0
8448ed7ffffffff,7.0,0.0,0.0
8448edbffffffff,3.0,0.0,0.0
8448ee1ffffffff,8201.0,0.0,0.0
8448ee3ffffffff,1173.0,0.0,40.0
8448ee5ffffffff,908.0,0.0,0.0
8448ee7ffffffff,1883.0,0.0,0.0
8448ee9ffffffff,5149.0,0.0,0.0
8448eebffffffff,10853.0,0.0,1118.0
8448eedffffffff,186.0,0.0,0.0
8448f0dffffffff,2.0,0.0,0.0
8448f21ffffffff,215.0,3.0,0.0
8448f23ffffffff,42.0,0.0,0.0
8448f25ffffffff,690.0,21.0,0.0
8448f27ffffffff,10.0,0.0,0.0
8448f29ffffffff,47.0,0.0,0.0
8448f2bffffffff,69.0,0.0,0.0
8448f2dffffffff,480.0,10.0,0.0
8448f31ffffffff,22.0,0.0,0.0
8448f33ffffffff,6.0,0.0,0.0
8448f35ffffffff,8.0,0.0,0.0
8448f37ffffffff,33.0,2.0,0.0
8448f39ffffffff,4.0,0.0,0.0
8448f3bffffffff,12.0,0.0,0.0
8448f3dffffffff,110.0,0.0,0.0
8448f49ffffffff,8.0,0.0,0.0
8448f51ffffffff,6.0,0.0,0.0
8448f55ffffffff,9.0,0.0,0.0
8448f57ffffffff,2.0,0.0,0.0
8448f59ffffffff,1.0,0.0,0.0
8448f5bffffffff,2.0,0.0,0.0
8448f5dffffffff,3.0,0.0,0.0
8448f61ffffffff,11.0,0.0,0.0
8448f63ffffffff,42.0,3.0,0.0
8448f65ffffffff,36.0,0.0,0.0
8448f67ffffffff,74.0,23.0,0.0
8448f6bffffffff,1.0,0.0,0.0
8448f6dffffffff,13.0,0.0,0.0
8449801ffffffff,210.0,0.0,0.0
8449803ffffffff,54.0,0.0,0.0
8449807ffffffff,14.0,0.0,0.0
8449809ffffffff,58.0,0.0,0.0
844980bffffffff,198.0,0.0,0.0
844980dffffffff,7.0,0.0,0.0
8449811ffffffff,4.0,0.0,0.0
8449813ffffffff,2.0,0.0,0.0
8449815ffffffff,63.0,0.0,0.0
8449817ffffffff,1.0,0.0,0.0
8449819ffffffff,13.0,0.0,0.0
8449821ffffffff,46.0,10.0,0.0
8449823ffffffff,205.0,28.0,0.0
8449825ffffffff,24.0,0.0,0.0
8449827ffffffff,39.0,0.0,0.0
8449829ffffffff,24.0,0.0,0.0
844982bffffffff,68.0,1.0,0.0
844982dffffffff,98.0,0.0,0.0
8449831ffffffff,238.0,0.0,0.0
8449833ffffffff,40.0,0.0,0.0
8449835ffffffff,34.0,1.0,0.0
8449837ffffffff,17.0,0.0,0.0
8449839ffffffff,9.0,0.0,0.0
844983bffffffff,60.0,0.0,0.0
844983dffffffff,299.0,23.0,0.0
8449851ffffffff,2.0,0.0,0.0
8449855ffffffff,83.0,0.0,0.0
8449857ffffffff,10.0,0.0,0.0
8449861ffffffff,121.0,14.0,0.0
