cell_id,Pyrrhocorax pyrrhocorax,Pyrrhocorax pyrrhocorax [pyrrhocorax Group],Pyrrhocorax pyrrhocorax baileyi
832424fffffffff,28.0,0.0,0.0
832425fffffffff,21.0,0.0,0.0
832426fffffffff,67.0,0.0,0.0
832428fffffffff,20.0,0.0,0.0
832429fffffffff,15.0,0.0,0.0
83242afffffffff,2.0,0.0,0.0
83242bfffffffff,3.0,0.0,0.0
83242cfffffffff,70.0,0.0,0.0
83242dfffffffff,27.0,0.0,0.0
83242efffffffff,25.0,0.0,0.0
832431fffffffff,11.0,0.0,0.0
832435fffffffff,2.0,0.0,0.0
832446fffffffff,14.0,0.0,0.0
83244cfffffffff,12.0,0.0,0.0
832460fffffffff,226.0,0.0,0.0
832462fffffffff,8.0,0.0,0.0
832463fffffffff,15.0,0.0,0.0
832464fffffffff,3.0,0.0,0.0
832466fffffffff,29.0,0.0,0.0
83246afffffffff,7.0,0.0,0.0
83246cfffffffff,5.0,0.0,0.0
83246dfffffffff,2.0,0.0,0.0
832470fffffffff,6.0,0.0,0.0
832473fffffffff,2.0,0.0,0.0
832474fffffffff,6.0,0.0,0.0
832475fffffffff,112.0,0.0,0.0
832476fffffffff,21.0,0.0,0.0
832480fffffffff,7.0,0.0,0.0
832483fffffffff,43.0,3.0,0.0
832485fffffffff,2.0,0.0,0.0
832488fffffffff,20.0,1.0,0.0
832489fffffffff,7.0,4.0,0.0
83248afffffffff,32.0,2.0,0.0
83248bfffffffff,81.0,4.0,0.0
83248cfffffffff,3.0,0.0,0.0
83248efffffffff,48.0,7.0,0.0
832492fffffffff,2.0,0.0,0.0
832494fffffffff,3.0,0.0,0.0
832498fffffffff,6.0,0.0,0.0
832499fffffffff,8.0,1.0,0.0
83249cfffffffff,10.0,0.0,0.0
83249dfffffffff,7.0,1.0,0.0
8324abfffffffff,2.0,0.0,0.0
8324c0fffffffff,13.0,0.0,0.0
8324c6fffffffff,10.0,0.0,0.0
8324d0fffffffff,2.0,0.0,0.0
8324d2fffffffff,15.0,0.0,0.0
8324d5fffffffff,2.0,0.0,0.0
8324d6fffffffff,25.0,4.0,0.0
8324defffffffff,3.0,0.0,0.0
8324e8fffffffff,1.0,0.0,0.0
832509fffffffff,4.0,0.0,0.0
83250bfffffffff,2.0,0.0,0.0
83250dfffffffff,8.0,0.0,0.0
832510fffffffff,6.0,0.0,0.0
832512fffffffff,27.0,0.0,0.0
832513fffffffff,72.0,0.0,0.0
832515fffffffff,4.0,0.0,0.0
832516fffffffff,57.0,0.0,0.0
83251bfffffffff,6.0,0.0,0.0
832543fffffffff,1.0,0.0,0.0
832551fffffffff,3.0,0.0,0.0
832553fffffffff,7.0,0.0,0.0
832559fffffffff,8.0,0.0,0.0
83255afffffffff,383.0,0.0,0.0
83255bfffffffff,59.0,0.0,0.0
8325a8fffffffff,1.0,0.0,0.0
8325acfffffffff,25.0,0.0,0.0
8325b2fffffffff,2.0,0.0,0.0
8325b3fffffffff,1.0,0.0,0.0
8325b6fffffffff,2.0,0.0,0.0
832c00fffffffff,41.0,0.0,0.0
832c01fffffffff,21.0,0.0,0.0
832c02fffffffff,1.0,0.0,0.0
832c03fffffffff,72.0,0.0,0.0
832c04fffffffff,266.0,0.0,0.0
832c05fffffffff,38.0,0.0,0.0
832c06fffffffff,22.0,0.0,0.0
832c09fffffffff,53.0,0.0,0.0
832c0bfffffffff,47.0,0.0,0.0
832c0cfffffffff,2.0,0.0,0.0
832c0dfffffffff,10.0,0.0,0.0
832c0efffffffff,2.0,0.0,0.0
832c10fffffffff,17.0,0.0,0.0
832c11fffffffff,5.0,0.0,0.0
832c12fffffffff,2.0,0.0,0.0
832c13fffffffff,5.0,0.0,0.0
832c14fffffffff,1.0,0.0,0.0
832c15fffffffff,26.0,0.0,0.0
832c18fffffffff,2.0,0.0,0.0
832c19fffffffff,10.0,0.0,0.0
832c1bfffffffff,7.0,0.0,0.0
832c1dfffffffff,10.0,0.0,0.0
832c20fffffffff,5.0,0.0,0.0
832c22fffffffff,13.0,0.0,0.0
832c23fffffffff,9.0,0.0,0.0
832c26fffffffff,47.0,0.0,0.0
832c28fffffffff,356.0,0.0,0.0
832c2bfffffffff,4.0,0.0,0.0
832c2cfffffffff,7.0,0.0,0.0
832c2efffffffff,32.0,0.0,0.0
832c33fffffffff,36.0,0.0,0.0
832c76fffffffff,28.0,0.0,0.0
832c89fffffffff,6.0,0.0,0.0
832c8efffffffff,23.0,0.0,0.0
832c9bfffffffff,2.0,0.0,0.0
832ca8fffffffff,2.0,0.0,0.0
832caafffffffff,2.0,0.0,0.0
832cabfffffffff,4.0,0.0,0.0
832cacfffffffff,37.0,0.0,0.0
832cadfffffffff,3.0,0.0,0.0
832cc0fffffffff,1.0,0.0,0.0
832cc2fffffffff,55.0,0.0,0.0
832cc3fffffffff,67.0,0.0,0.0
832cc6fffffffff,2.0,0.0,0.0
832ccafffffffff,1.0,0.0,0.0
832ccbfffffffff,40.0,0.0,0.0
832ccefffffffff,8.0,0.0,0.0
832cd5fffffffff,112.0,0.0,0.0
832cd6fffffffff,2.0,0.0,0.0
832cd9fffffffff,2.0,0.0,0.0
832cdcfffffffff,3.0,0.0,0.0
832cddfffffffff,52.0,0.0,0.0
832ce5fffffffff,4.0,0.0,0.0
832cf0fffffffff,15.0,0.0,0.0
832cf1fffffffff,2.0,0.0,0.0
832cf2fffffffff,4.0,0.0,0.0
832cf3fffffffff,327.0,0.0,0.0
832cf4fffffffff,2.0,0.0,0.0
832cf5fffffffff,5.0,0.0,0.0
832d02fffffffff,3.0,0.0,0.0
832d06fffffffff,2.0,0.0,0.0
832d10fffffffff,6.0,0.0,0.0
832d12fffffffff,262.0,0.0,0.0
832d13fffffffff,26.0,0.0,0.0
832d14fffffffff,4.0,0.0,0.0
832d16fffffffff,9.0,0.0,0.0
832d18fffffffff,4.0,0.0,0.0
832d1afffffffff,6.0,0.0,0.0
832d1bfffffffff,15.0,0.0,0.0
832d1cfffffffff,2.0,0.0,0.0
832d1dfffffffff,2.0,0.0,0.0
832d1efffffffff,1.0,0.0,0.0
832d30fffffffff,10.0,0.0,0.0
832d31fffffffff,7.0,0.0,0.0
832d32fffffffff,2.0,0.0,0.0
832d33fffffffff,2.0,0.0,0.0
832d36fffffffff,2.0,0.0,0.0
832d81fffffffff,1.0,0.0,0.0
832da8fffffffff,5.0,0.0,0.0
832da9fffffffff,23.0,0.0,0.0
832dadfffffffff,1.0,0.0,0.0
833030fffffffff,2.0,0.0,0.0
833034fffffffff,6.0,0.0,0.0
833118fffffffff,3.0,0.0,0.0
833181fffffffff,5.0,0.0,0.0
833185fffffffff,174.0,0.0,0.0
833192fffffffff,15.0,0.0,0.0
8331aafffffffff,4.0,0.0,0.0
8331aefffffffff,6.0,0.0,0.0
8331b1fffffffff,2.0,0.0,0.0
833440fffffffff,9.0,0.0,0.0
833441fffffffff,23.0,0.0,0.0
833443fffffffff,21.0,0.0,0.0
833820fffffffff,2.0,0.0,0.0
833824fffffffff,155.0,0.0,0.0
833825fffffffff,515.0,0.0,0.0
833832fffffffff,1.0,0.0,0.0
833834fffffffff,9.0,0.0,0.0
833836fffffffff,9.0,2.0,0.0
833871fffffffff,1.0,0.0,0.0
833900fffffffff,30.0,0.0,0.0
833901fffffffff,190.0,0.0,0.0
833903fffffffff,360.0,0.0,0.0
833904fffffffff,24.0,0.0,0.0
833905fffffffff,69.0,0.0,0.0
833906fffffffff,74.0,0.0,0.0
833908fffffffff,12.0,0.0,0.0
833909fffffffff,18.0,0.0,0.0
83390afffffffff,344.0,0.0,0.0
83390bfffffffff,207.0,0.0,0.0
83390cfffffffff,463.0,0.0,0.0
83390dfffffffff,118.0,0.0,0.0
83390efffffffff,223.0,0.0,0.0
833910fffffffff,1725.0,11.0,0.0
833911fffffffff,7.0,0.0,0.0
833918fffffffff,1488.0,0.0,0.0
833919fffffffff,419.0,0.0,0.0
83391afffffffff,25.0,0.0,0.0
83391cfffffffff,20.0,0.0,0.0
83391dfffffffff,25.0,0.0,0.0
83391efffffffff,2.0,0.0,0.0
833920fffffffff,3.0,0.0,0.0
833921fffffffff,87.0,0.0,0.0
833923fffffffff,20.0,0.0,0.0
833924fffffffff,102.0,0.0,0.0
833925fffffffff,90.0,0.0,0.0
833928fffffffff,76.0,0.0,0.0
833929fffffffff,650.0,0.0,0.0
83392afffffffff,233.0,0.0,0.0
83392bfffffffff,625.0,0.0,0.0
83392cfffffffff,881.0,0.0,0.0
83392dfffffffff,1119.0,0.0,0.0
83392efffffffff,117.0,0.0,0.0
833931fffffffff,3.0,0.0,0.0
833944fffffffff,258.0,0.0,0.0
833945fffffffff,1.0,0.0,0.0
833950fffffffff,20.0,0.0,0.0
833954fffffffff,72.0,0.0,0.0
833956fffffffff,326.0,0.0,0.0
833960fffffffff,1.0,0.0,0.0
833961fffffffff,44.0,0.0,0.0
833962fffffffff,419.0,0.0,0.0
833963fffffffff,63.0,0.0,0.0
833966fffffffff,22.0,0.0,0.0
833968fffffffff,6.0,0.0,0.0
833969fffffffff,13.0,0.0,0.0
83396cfffffffff,6.0,0.0,0.0
83396dfffffffff,35.0,0.0,0.0
833970fffffffff,483.0,0.0,0.0
833971fffffffff,673.0,0.0,0.0
833972fffffffff,81.0,0.0,0.0
833973fffffffff,76.0,0.0,0.0
833974fffffffff,1339.0,0.0,0.0
833975fffffffff,2062.0,0.0,0.0
833976fffffffff,371.0,0.0,0.0
833983fffffffff,465.0,50.0,0.0
833988fffffffff,5.0,0.0,0.0
833989fffffffff,8.0,0.0,0.0
83398cfffffffff,3.0,0.0,0.0
83398dfffffffff,35.0,0.0,0.0
83398efffffffff,55.0,4.0,0.0
83399cfffffffff,2.0,2.0,0.0
8339a9fffffffff,2.0,0.0,0.0
833c00fffffffff,38.0,0.0,0.0
833c01fffffffff,6.0,0.0,0.0
833c03fffffffff,46.0,0.0,0.0
833c04fffffffff,5.0,0.0,0.0
833c06fffffffff,12.0,0.0,0.0
833c08fffffffff,9.0,0.0,0.0
833c09fffffffff,24.0,0.0,0.0
833c0afffffffff,409.0,0.0,0.0
833c0bfffffffff,387.0,0.0,0.0
833c0cfffffffff,7.0,0.0,0.0
833c0dfffffffff,4.0,0.0,0.0
833c0efffffffff,320.0,0.0,0.0
833c1dfffffffff,5.0,0.0,0.0
833c31fffffffff,96.0,0.0,0.0
833c35fffffffff,2.0,0.0,0.0
833c41fffffffff,4.0,0.0,0.0
833c42fffffffff,26.0,0.0,0.0
833c43fffffffff,8.0,0.0,0.0
833c44fffffffff,2.0,0.0,0.0
833c45fffffffff,8.0,0.0,0.0
833c4afffffffff,3.0,0.0,0.0
833c51fffffffff,2.0,0.0,0.0
833c52fffffffff,311.0,0.0,0.0
833c54fffffffff,2.0,0.0,0.0
833c55fffffffff,5.0,0.0,0.0
833c56fffffffff,22.0,0.0,0.0
833c5cfffffffff,3.0,0.0,0.0
833c62fffffffff,3.0,0.0,0.0
833c66fffffffff,3.0,0.0,0.0
833c68fffffffff,150.0,4.0,0.0
833c69fffffffff,11.0,2.0,0.0
833c6afffffffff,94.0,4.0,0.0
833c6bfffffffff,7.0,0.0,0.0
833c6cfffffffff,2.0,0.0,0.0
833c6dfffffffff,2.0,0.0,0.0
833c6efffffffff,64.0,0.0,0.0
833c70fffffffff,6.0,0.0,0.0
833c72fffffffff,63.0,0.0,0.0
833c73fffffffff,5.0,0.0,0.0
833ce4fffffffff,2.0,0.0,0.0
833ce5fffffffff,157.0,0.0,0.0
833d00fffffffff,280.0,0.0,0.0
833d02fffffffff,10.0,0.0,0.0
833d04fffffffff,858.0,0.0,0.0
833d06fffffffff,214.0,0.0,0.0
833d11fffffffff,75.0,0.0,0.0
833d15fffffffff,44.0,0.0,0.0
833d1afffffffff,17.0,0.0,0.0
833d1bfffffffff,1.0,0.0,0.0
833d1efffffffff,155.0,0.0,0.0
833d20fffffffff,3.0,0.0,0.0
833d22fffffffff,194.0,0.0,0.0
833d26fffffffff,2.0,0.0,0.0
833d30fffffffff,3.0,0.0,0.0
833d31fffffffff,36.0,0.0,0.0
833d33fffffffff,30.0,0.0,0.0
833d34fffffffff,4.0,0.0,0.0
833d35fffffffff,94.0,0.0,0.0
833d49fffffffff,6.0,4.0,0.0
833d59fffffffff,2.0,0.0,0.0
833dadfffffffff,14.0,0.0,0.0
833f60fffffffff,5.0,0.0,0.0
833f61fffffffff,98.0,0.0,0.0
833f68fffffffff,4.0,0.0,0.0
833f69fffffffff,1.0,0.0,0.0
833f6cfffffffff,7.0,0.0,0.0
833f6dfffffffff,6.0,0.0,0.0
833f6efffffffff,21.0,0.0,0.0
833f72fffffffff,10.0,0.0,0.0
833f73fffffffff,31.0,0.0,0.0
834058fffffffff,58.0,0.0,0.0
83405bfffffffff,11.0,0.0,0.0
83405cfffffffff,11.0,0.0,0.0
834089fffffffff,2.0,0.0,0.0
83408dfffffffff,2.0,0.0,0.0
8340c0fffffffff,12.0,4.0,0.0
8340c1fffffffff,11.0,7.0,0.0
8340c2fffffffff,23.0,10.0,0.0
8340c3fffffffff,2.0,0.0,0.0
8340c4fffffffff,2.0,0.0,0.0
8340c5fffffffff,154.0,43.0,0.0
8340c6fffffffff,30.0,0.0,0.0
8340c9fffffffff,2.0,0.0,0.0
8340cafffffffff,1.0,0.0,0.0
8340cdfffffffff,2.0,0.0,0.0
8340cefffffffff,12.0,0.0,0.0
8340d1fffffffff,1.0,0.0,0.0
8340d3fffffffff,1.0,0.0,0.0
8340dafffffffff,5.0,0.0,0.0
8340dcfffffffff,52.0,7.0,0.0
8340defffffffff,4.0,0.0,0.0
8340e8fffffffff,16.0,4.0,0.0
8340ecfffffffff,9.0,0.0,0.0
8340eefffffffff,3.0,0.0,0.0
83431cfffffffff,2.0,0.0,0.0
83431efffffffff,11.0,0.0,0.0
834325fffffffff,1.0,0.0,0.0
834326fffffffff,14.0,0.0,0.0
834329fffffffff,2.0,0.0,0.0
83432afffffffff,2.0,0.0,0.0
83432cfffffffff,4.0,0.0,0.0
83432efffffffff,2.0,0.0,0.0
834330fffffffff,2.0,0.0,0.0
834331fffffffff,11.0,0.0,0.0
834335fffffffff,7.0,0.0,0.0
834360fffffffff,6.0,0.0,0.0
834361fffffffff,5.0,0.0,0.0
834364fffffffff,9.0,0.0,0.0
834365fffffffff,19.0,0.0,0.0
834370fffffffff,7.0,0.0,0.0
834371fffffffff,2.0,0.0,0.0
835280fffffffff,10.0,0.0,4.0
835286fffffffff,6.0,0.0,0.0
837ac1fffffffff,1.0,0.0,0.0
837ac8fffffffff,1.0,0.0,0.0
837accfffffffff,70.0,0.0,31.0
837acdfffffffff,3.0,0.0,2.0
