cell_id,Colaptes melanochloros,Colaptes melanochloros melanochloros/nattereri,Colaptes melanochloros [melanolaimus Group]
84c2e05ffffffff,3.0,0.0,0.0
84c2e07ffffffff,71.0,0.0,0.0
84c2e09ffffffff,2.0,0.0,0.0
84c2e0bffffffff,79.0,0.0,0.0
84c2e0dffffffff,19.0,0.0,0.0
84c2e11ffffffff,4.0,0.0,0.0
84c2e13ffffffff,4.0,0.0,0.0
84c2e17ffffffff,134.0,0.0,0.0
84c2e19ffffffff,2.0,0.0,0.0
84c2e1bffffffff,30.0,0.0,0.0
84c2e1dffffffff,22.0,0.0,0.0
84c2e21ffffffff,205.0,0.0,0.0
84c2e23ffffffff,820.0,0.0,0.0
84c2e29ffffffff,73.0,0.0,0.0
84c2e2bffffffff,121.0,0.0,0.0
84c2e2dffffffff,166.0,0.0,0.0
84c2e31ffffffff,3496.0,0.0,76.0
84c2e33ffffffff,845.0,0.0,20.0
84c2e35ffffffff,55.0,0.0,1.0
84c2e37ffffffff,33.0,0.0,0.0
84c2e39ffffffff,929.0,0.0,1.0
84c2e3bffffffff,283.0,0.0,0.0
84c2e3dffffffff,395.0,0.0,0.0
84c2e43ffffffff,4.0,0.0,0.0
84c2e47ffffffff,2.0,0.0,0.0
84c2e49ffffffff,4.0,0.0,0.0
84c2e53ffffffff,9.0,0.0,0.0
84c2e55ffffffff,6.0,0.0,0.0
84c2e57ffffffff,5.0,0.0,0.0
84c2e5dffffffff,16.0,0.0,0.0
84c2e61ffffffff,3.0,0.0,0.0
84c2e63ffffffff,24.0,0.0,0.0
84c2e67ffffffff,21.0,0.0,0.0
84c2e69ffffffff,7.0,0.0,0.0
84c2e6bffffffff,1.0,0.0,0.0
84c2e6dffffffff,1.0,0.0,0.0
84c2e85ffffffff,32.0,0.0,0.0
84c2e87ffffffff,42.0,0.0,0.0
84c2e91ffffffff,5.0,0.0,0.0
84c2e97ffffffff,5.0,0.0,0.0
84c2e99ffffffff,31.0,0.0,0.0
84c2e9bffffffff,3.0,0.0,0.0
84c2ea1ffffffff,109.0,0.0,0.0
84c2ea3ffffffff,7.0,0.0,0.0
84c2ea5ffffffff,8.0,0.0,0.0
84c2ea7ffffffff,4.0,0.0,0.0
84c2ea9ffffffff,12.0,0.0,0.0
84c2eadffffffff,36.0,0.0,0.0
84c2eb5ffffffff,9.0,0.0,0.0
84c2eb7ffffffff,5.0,0.0,0.0
84c2eb9ffffffff,3.0,0.0,0.0
84c2ebbffffffff,51.0,0.0,0.0
84c2ec5ffffffff,6.0,0.0,0.0
84c2ec9ffffffff,2.0,0.0,0.0
84c2ecdffffffff,47.0,0.0,0.0
84c2ed7ffffffff,2.0,0.0,0.0
84c2ee1ffffffff,35.0,0.0,0.0
84c2ee3ffffffff,24.0,0.0,0.0
84c2ee5ffffffff,76.0,0.0,2.0
84c2ee7ffffffff,25.0,0.0,0.0
84c2ee9ffffffff,2.0,0.0,0.0
84c2eedffffffff,25.0,0.0,0.0
84c2f07ffffffff,1.0,0.0,0.0
84c2f11ffffffff,456.0,0.0,2.0
84c2f13ffffffff,4.0,0.0,0.0
84c2f15ffffffff,456.0,0.0,0.0
84c2f17ffffffff,59.0,0.0,0.0
84c2f1bffffffff,2.0,0.0,0.0
84c2f1dffffffff,54.0,0.0,0.0
84c2f23ffffffff,91.0,0.0,0.0
84c2f27ffffffff,183.0,0.0,4.0
84c2f2bffffffff,149.0,0.0,0.0
84c2f31ffffffff,90.0,0.0,0.0
84c2f33ffffffff,33.0,0.0,0.0
84c2f35ffffffff,78.0,0.0,0.0
84c2f37ffffffff,178.0,0.0,0.0
84c2f39ffffffff,311.0,0.0,1.0
84c2f3bffffffff,33.0,0.0,0.0
84c2f3dffffffff,436.0,0.0,0.0
84c3089ffffffff,1.0,0.0,0.0
84c308bffffffff,8.0,0.0,0.0
84c3093ffffffff,19.0,0.0,2.0
84c3097ffffffff,3.0,0.0,0.0
84c30d1ffffffff,9.0,0.0,0.0
84c30dbffffffff,4.0,0.0,0.0
84c3297ffffffff,51.0,0.0,4.0
84c329bffffffff,8.0,0.0,0.0
84c32b7ffffffff,3.0,0.0,0.0
84c32bbffffffff,1.0,0.0,0.0
84c32d3ffffffff,2.0,0.0,0.0
84c3401ffffffff,123.0,0.0,0.0
84c3403ffffffff,51.0,0.0,0.0
84c3405ffffffff,3.0,0.0,0.0
84c3409ffffffff,34.0,0.0,0.0
84c340bffffffff,4.0,0.0,0.0
84c340dffffffff,21.0,0.0,0.0
84c3411ffffffff,4.0,0.0,0.0
84c3415ffffffff,3.0,0.0,0.0
84c3417ffffffff,3.0,0.0,0.0
84c3419ffffffff,8.0,0.0,0.0
84c341dffffffff,5.0,0.0,0.0
84c3421ffffffff,1.0,0.0,0.0
84c3427ffffffff,8.0,0.0,0.0
84c342dffffffff,1.0,0.0,0.0
84c3431ffffffff,1.0,0.0,0.0
84c3439ffffffff,15.0,0.0,0.0
84c343bffffffff,7.0,0.0,0.0
84c3441ffffffff,2.0,0.0,0.0
84c3443ffffffff,3.0,0.0,0.0
84c3451ffffffff,3.0,0.0,0.0
84c3453ffffffff,6.0,0.0,0.0
84c3459ffffffff,8.0,0.0,0.0
84c345bffffffff,5.0,0.0,0.0
84c345dffffffff,12.0,0.0,0.0
84c3465ffffffff,4.0,0.0,0.0
84c3467ffffffff,10.0,0.0,0.0
84c346bffffffff,2.0,0.0,0.0
84c3481ffffffff,3.0,0.0,0.0
84c3489ffffffff,5.0,0.0,0.0
84c348bffffffff,7.0,0.0,0.0
84c3491ffffffff,2.0,0.0,0.0
84c3493ffffffff,4.0,0.0,0.0
84c3497ffffffff,3.0,0.0,0.0
84c349bffffffff,30.0,0.0,0.0
84c349dffffffff,6.0,0.0,0.0
84c34a1ffffffff,1.0,0.0,0.0
84c34a7ffffffff,2.0,0.0,0.0
84c34b3ffffffff,1.0,0.0,0.0
84c34b9ffffffff,2.0,0.0,0.0
84c34bbffffffff,61.0,0.0,0.0
84c34c5ffffffff,4.0,0.0,0.0
84c34c9ffffffff,6.0,0.0,0.0
84c34cbffffffff,5.0,0.0,0.0
84c34d1ffffffff,5.0,0.0,0.0
84c34d3ffffffff,3.0,0.0,0.0
84c34e3ffffffff,6.0,0.0,0.0
84c34e7ffffffff,1.0,0.0,0.0
84c34e9ffffffff,17.0,0.0,0.0
84c34ebffffffff,2.0,0.0,0.0
84c34edffffffff,2.0,0.0,0.0
84c3503ffffffff,19.0,0.0,0.0
84c3505ffffffff,30.0,0.0,0.0
84c3507ffffffff,2.0,0.0,0.0
84c3509ffffffff,6.0,0.0,3.0
84c350dffffffff,3.0,0.0,0.0
84c3515ffffffff,2.0,0.0,0.0
84c3519ffffffff,1.0,0.0,0.0
84c351dffffffff,6.0,0.0,0.0
84c352bffffffff,2.0,0.0,0.0
84c352dffffffff,4.0,0.0,0.0
84c3539ffffffff,52.0,0.0,0.0
84c353dffffffff,13.0,0.0,0.0
84c3543ffffffff,13.0,0.0,0.0
84c3545ffffffff,9.0,0.0,0.0
84c3547ffffffff,6.0,0.0,0.0
84c3551ffffffff,2.0,0.0,0.0
84c3553ffffffff,12.0,0.0,0.0
84c3555ffffffff,4.0,0.0,0.0
84c3557ffffffff,1.0,0.0,0.0
84c3563ffffffff,5.0,0.0,0.0
84c3569ffffffff,37.0,0.0,0.0
84c356bffffffff,29.0,0.0,0.0
84c356dffffffff,16.0,0.0,0.0
84c3585ffffffff,2.0,0.0,0.0
84c3595ffffffff,1.0,0.0,0.0
84c35a5ffffffff,3.0,0.0,0.0
84c35adffffffff,8.0,0.0,0.0
84c35b1ffffffff,2.0,0.0,0.0
84c35b7ffffffff,2.0,0.0,0.0
84c35c9ffffffff,2.0,0.0,0.0
84c35cdffffffff,3.0,0.0,0.0
84c35d1ffffffff,2.0,0.0,0.0
84c35d9ffffffff,6.0,0.0,0.0
84c35edffffffff,1.0,0.0,0.0
84c3609ffffffff,23.0,0.0,0.0
84c360dffffffff,105.0,0.0,0.0
84c3617ffffffff,2.0,0.0,0.0
84c3633ffffffff,2.0,0.0,0.0
84c3637ffffffff,3.0,0.0,0.0
84c3647ffffffff,3.0,0.0,0.0
84c3649ffffffff,3.0,0.0,0.0
84c364dffffffff,10.0,0.0,0.0
84c3663ffffffff,13.0,0.0,0.0
84c3667ffffffff,6.0,0.0,0.0
84c366dffffffff,2.0,0.0,0.0
84c36a3ffffffff,2.0,0.0,0.0
84c36a5ffffffff,3.0,0.0,0.0
84c36a7ffffffff,2.0,0.0,0.0
84c36abffffffff,8.0,0.0,0.0
84c36b1ffffffff,2.0,0.0,0.0
84c36b5ffffffff,5.0,0.0,0.0
84c36bdffffffff,1.0,0.0,0.0
84c36c1ffffffff,7.0,0.0,0.0
84c36d9ffffffff,4.0,0.0,0.0
84c36dbffffffff,1.0,0.0,0.0
84c36ddffffffff,11.0,0.0,0.0
84c3709ffffffff,68.0,0.0,0.0
84c3713ffffffff,2.0,0.0,0.0
84c371bffffffff,88.0,0.0,0.0
84c371dffffffff,6.0,0.0,0.0
84c3733ffffffff,13.0,0.0,0.0
84c3735ffffffff,12.0,0.0,0.0
84c3739ffffffff,1.0,0.0,0.0
84c3741ffffffff,1.0,0.0,0.0
84c3743ffffffff,2.0,0.0,0.0
84c3747ffffffff,2.0,0.0,0.0
84c3755ffffffff,15.0,0.0,0.0
84c3759ffffffff,17.0,0.0,0.0
84c375bffffffff,1.0,0.0,0.0
84c375dffffffff,36.0,0.0,0.0
84c3767ffffffff,24.0,0.0,0.0
84c376dffffffff,14.0,0.0,0.0
84ce913ffffffff,6.0,0.0,0.0
84ce917ffffffff,5.0,0.0,0.0
84ce923ffffffff,30.0,0.0,0.0
84ce927ffffffff,23.0,0.0,0.0
84ce931ffffffff,478.0,0.0,0.0
84ce933ffffffff,26.0,0.0,0.0
84ce935ffffffff,488.0,0.0,0.0
84ce937ffffffff,125.0,0.0,0.0
84ce93bffffffff,7.0,0.0,0.0
84ce961ffffffff,6.0,0.0,0.0
84ce969ffffffff,21.0,0.0,0.0
84ce96dffffffff,2.0,0.0,0.0
84ce981ffffffff,4.0,0.0,0.0
84ce989ffffffff,74.0,0.0,0.0
84ce98dffffffff,4.0,0.0,0.0
84ce9a9ffffffff,2.0,0.0,0.0
84ce9abffffffff,1.0,0.0,0.0
84ce9b3ffffffff,2.0,0.0,0.0
84ce9bdffffffff,5.0,0.0,0.0
84ce9c1ffffffff,3.0,0.0,0.0
84ce9c7ffffffff,26.0,0.0,0.0
84ce9edffffffff,7.0,0.0,0.0
