cell_id,Colaptes melanochloros,Colaptes melanochloros melanochloros/nattereri,Colaptes melanochloros [melanolaimus Group]
84a8de1ffffffff,2.0,0.0,0.0
84a8de3ffffffff,4.0,0.0,0.0
84a8de9ffffffff,8.0,0.0,0.0
84a8e19ffffffff,2.0,0.0,0.0
84a8e55ffffffff,2.0,0.0,0.0
84a8e65ffffffff,4.0,1.0,0.0
84a8e6bffffffff,4.0,0.0,0.0
84a8e6dffffffff,10.0,0.0,0.0
84a8eb1ffffffff,2.0,0.0,0.0
84a8ec9ffffffff,13.0,0.0,0.0
84a8f1bffffffff,7.0,0.0,0.0
84a8f41ffffffff,6.0,0.0,0.0
84a8f4bffffffff,1.0,0.0,0.0
84a8f4dffffffff,5.0,0.0,0.0
84a8f57ffffffff,13.0,0.0,0.0
84a8f59ffffffff,1.0,1.0,0.0
84a8f63ffffffff,2.0,0.0,0.0
84a9011ffffffff,9.0,0.0,0.0
84a9013ffffffff,86.0,2.0,0.0
84a9017ffffffff,14.0,0.0,0.0
84a9031ffffffff,1.0,0.0,0.0
84a9033ffffffff,2.0,0.0,0.0
84a903bffffffff,1.0,1.0,0.0
84a9051ffffffff,53.0,2.0,0.0
84a9053ffffffff,2.0,0.0,0.0
84a9057ffffffff,25.0,0.0,0.0
84a908dffffffff,2.0,0.0,0.0
84a9095ffffffff,19.0,0.0,0.0
84a9097ffffffff,2.0,0.0,0.0
84a909dffffffff,22.0,0.0,0.0
84a90a7ffffffff,2.0,0.0,0.0
84a90adffffffff,1.0,1.0,0.0
84a90b3ffffffff,2.0,0.0,0.0
84a90bbffffffff,4.0,0.0,0.0
84a90c3ffffffff,2.0,0.0,0.0
84a90c5ffffffff,8.0,0.0,0.0
84a90c7ffffffff,4.0,0.0,0.0
84a90c9ffffffff,7.0,0.0,0.0
84a90cbffffffff,4.0,0.0,0.0
84a90cdffffffff,18.0,0.0,0.0
84a90d5ffffffff,1.0,0.0,0.0
84a90dbffffffff,5.0,0.0,0.0
84a90e1ffffffff,16.0,1.0,0.0
84a90e5ffffffff,17.0,0.0,0.0
84a90e7ffffffff,4.0,0.0,0.0
84a90e9ffffffff,64.0,0.0,0.0
84a90ebffffffff,2.0,0.0,0.0
84a9181ffffffff,7.0,0.0,0.0
84a918bffffffff,2.0,0.0,0.0
84a9191ffffffff,35.0,0.0,0.0
84a9195ffffffff,2.0,0.0,0.0
84a9197ffffffff,2.0,0.0,0.0
84a9199ffffffff,2.0,0.0,0.0
84a91b1ffffffff,13.0,0.0,0.0
84a91b7ffffffff,2.0,0.0,0.0
84a91bdffffffff,1.0,0.0,0.0
84a91d3ffffffff,2.0,0.0,0.0
84a91d5ffffffff,5.0,3.0,0.0
84a91d9ffffffff,15.0,0.0,0.0
84a91dbffffffff,12.0,0.0,0.0
84a91ddffffffff,1.0,0.0,0.0
84a9213ffffffff,22.0,0.0,0.0
84a9217ffffffff,2.0,0.0,0.0
84a921bffffffff,4.0,0.0,0.0
84a9283ffffffff,2.0,0.0,0.0
84a9289ffffffff,2.0,0.0,0.0
84a928bffffffff,2.0,0.0,0.0
84a9291ffffffff,12.0,0.0,0.0
84a9293ffffffff,17.0,0.0,0.0
84a9295ffffffff,2.0,0.0,0.0
84a92adffffffff,3.0,0.0,0.0
84a92bdffffffff,3.0,0.0,0.0
84a92c3ffffffff,4.0,0.0,0.0
84a92c5ffffffff,6.0,0.0,0.0
84a92cbffffffff,707.0,0.0,0.0
84a92cdffffffff,7.0,0.0,0.0
84a92d1ffffffff,8.0,0.0,0.0
84a92d7ffffffff,3.0,0.0,0.0
84a92d9ffffffff,16.0,3.0,0.0
84a92ddffffffff,16.0,0.0,0.0
84a92e1ffffffff,56.0,0.0,0.0
84a92e3ffffffff,6.0,0.0,0.0
84a92e5ffffffff,1.0,1.0,0.0
84a92e7ffffffff,2.0,0.0,0.0
84a92e9ffffffff,43.0,0.0,0.0
84a92ebffffffff,45.0,0.0,0.0
84a9407ffffffff,4.0,0.0,0.0
84a940dffffffff,17.0,0.0,0.0
84a9411ffffffff,161.0,0.0,0.0
84a9413ffffffff,28.0,0.0,0.0
84a9417ffffffff,16.0,0.0,0.0
84a9419ffffffff,28.0,0.0,0.0
84a941bffffffff,102.0,0.0,0.0
84a9425ffffffff,37.0,0.0,0.0
84a9427ffffffff,1.0,0.0,0.0
84a9429ffffffff,7.0,0.0,0.0
84a942dffffffff,15.0,0.0,0.0
84a9431ffffffff,3.0,0.0,0.0
84a9433ffffffff,18.0,0.0,0.0
84a9435ffffffff,2.0,0.0,0.0
84a9437ffffffff,38.0,0.0,0.0
84a9439ffffffff,6.0,0.0,0.0
84a943dffffffff,148.0,0.0,0.0
84a9441ffffffff,310.0,0.0,0.0
84a9443ffffffff,18.0,0.0,0.0
84a9445ffffffff,83.0,0.0,0.0
84a9447ffffffff,74.0,0.0,0.0
84a9449ffffffff,20.0,0.0,0.0
84a944bffffffff,20.0,0.0,0.0
84a944dffffffff,13.0,0.0,0.0
84a9451ffffffff,9.0,0.0,0.0
84a9453ffffffff,31.0,0.0,0.0
84a9457ffffffff,38.0,0.0,0.0
84a945bffffffff,43.0,0.0,0.0
84a9461ffffffff,98.0,0.0,0.0
84a9463ffffffff,4.0,0.0,0.0
84a9465ffffffff,168.0,0.0,0.0
84a9467ffffffff,21.0,0.0,0.0
84a9469ffffffff,5.0,0.0,0.0
84a946bffffffff,181.0,0.0,1.0
84a946dffffffff,15.0,0.0,0.0
84a9483ffffffff,4.0,0.0,0.0
84a9497ffffffff,1.0,0.0,0.0
84a9499ffffffff,2.0,0.0,0.0
84a949bffffffff,5.0,0.0,0.0
84a94b1ffffffff,1.0,0.0,0.0
84a94b5ffffffff,2.0,0.0,0.0
84a94b7ffffffff,2.0,0.0,0.0
84a94c1ffffffff,6.0,0.0,0.0
84a94c3ffffffff,6.0,0.0,0.0
84a94c5ffffffff,2.0,0.0,0.0
84a94c7ffffffff,23.0,0.0,0.0
84a94c9ffffffff,2.0,0.0,0.0
84a94cbffffffff,2.0,0.0,0.0
84a94cdffffffff,6.0,0.0,0.0
84a94d1ffffffff,5.0,0.0,0.0
84a94d5ffffffff,2.0,0.0,0.0
84a94ddffffffff,13.0,0.0,0.0
84a94e1ffffffff,8.0,0.0,0.0
84a94e3ffffffff,27.0,0.0,0.0
84a94e5ffffffff,434.0,0.0,0.0
84a94e7ffffffff,65.0,0.0,0.0
84a94ebffffffff,2.0,0.0,0.0
84a94edffffffff,7.0,0.0,0.0
84a9501ffffffff,54.0,0.0,0.0
84a9503ffffffff,4.0,0.0,0.0
84a9507ffffffff,49.0,0.0,0.0
84a9509ffffffff,23.0,0.0,0.0
84a950bffffffff,65.0,0.0,0.0
84a950dffffffff,15.0,0.0,0.0
84a9515ffffffff,13.0,0.0,0.0
84a951dffffffff,5.0,0.0,0.0
84a9521ffffffff,5.0,0.0,0.0
84a9525ffffffff,11.0,0.0,0.0
84a9527ffffffff,115.0,0.0,0.0
84a952dffffffff,1.0,0.0,0.0
84a9531ffffffff,36.0,0.0,0.0
84a9533ffffffff,16.0,0.0,0.0
84a9539ffffffff,7.0,0.0,0.0
84a953bffffffff,190.0,0.0,0.0
84a9543ffffffff,2.0,0.0,0.0
84a9547ffffffff,1.0,0.0,0.0
84a9551ffffffff,7.0,0.0,0.0
84a9555ffffffff,10.0,0.0,0.0
84a9557ffffffff,8.0,0.0,0.0
84a9559ffffffff,12.0,0.0,0.0
84a955bffffffff,20.0,0.0,0.0
84a955dffffffff,2.0,0.0,0.0
84a9565ffffffff,5.0,0.0,0.0
