cell_id,Tyto furcata,Tyto furcata [tuidara Group],Tyto furcata furcata,Tyto furcata bargei,Tyto furcata nigrescens/insularis,Tyto furcata punctatissima
82464ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
824847fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82485ffffffffff,6.0,5.0,0.0,0.0,0.0,0.0
824877fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82488ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
824897fffffffff,13.0,0.0,0.0,0.0,0.0,0.0
82489ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0
8248affffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8248b7fffffffff,18.0,0.0,0.0,0.0,0.0,0.0
8248c7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8248cffffffffff,55.0,9.0,0.0,0.0,0.0,0.0
8248d7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8248dffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
8248effffffffff,147.0,27.0,0.0,0.0,0.0,0.0
8248f7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
824987fffffffff,8.0,6.0,0.0,0.0,0.0,0.0
824997fffffffff,5.0,1.0,0.0,0.0,0.0,0.0
824cc7fffffffff,70.0,0.0,0.0,0.0,0.0,0.0
824ceffffffffff,9.0,0.0,0.0,0.0,0.0,0.0
825d17fffffffff,7.0,0.0,0.0,0.0,0.0,0.0
825e47fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
825e77fffffffff,2.0,0.0,0.0,0.0,2.0,0.0
825f47fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
825f5ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
826617fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
82661ffffffffff,10.0,2.0,0.0,0.0,0.0,0.0
826667fffffffff,2.0,0.0,0.0,0.0,0.0,0.0
8266b7fffffffff,2.0,1.0,0.0,0.0,0.0,0.0
8266d7fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
8266dffffffffff,5.0,0.0,0.0,0.0,0.0,0.0
8266e7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
8266effffffffff,8.0,0.0,0.0,0.0,0.0,0.0
826747fffffffff,30.0,0.0,0.0,1.0,0.0,0.0
82674ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
826757fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
82675ffffffffff,3.0,2.0,0.0,0.0,0.0,0.0
826c5ffffffffff,4.0,0.0,0.0,0.0,0.0,2.0
826d27fffffffff,12.0,0.0,0.0,0.0,0.0,0.0
826d2ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0
826d37fffffffff,8.0,0.0,0.0,0.0,0.0,0.0
826d6ffffffffff,10.0,2.0,0.0,0.0,0.0,0.0
828037fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
828137fffffffff,3.0,3.0,0.0,0.0,0.0,0.0
828147fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
82814ffffffffff,1.0,1.0,0.0,0.0,0.0,0.0
828167fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
82818ffffffffff,5.0,5.0,0.0,0.0,0.0,0.0
828b47fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
828b5ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0
828b67fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
828b6ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0
828b87fffffffff,5.0,5.0,0.0,0.0,0.0,0.0
828e67fffffffff,44.0,0.0,0.0,0.0,0.0,0.0
828f0ffffffffff,9.0,0.0,0.0,0.0,0.0,0.0
828f4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
828f77fffffffff,19.0,0.0,0.0,0.0,0.0,0.0
82a597fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
82a887fffffffff,7.0,7.0,0.0,0.0,0.0,0.0
82a91ffffffffff,2.0,2.0,0.0,0.0,0.0,0.0
82a967fffffffff,9.0,0.0,0.0,0.0,0.0,0.0
82b247fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
82b24ffffffffff,48.0,1.0,0.0,0.0,0.0,0.0
82b26ffffffffff,38.0,0.0,0.0,0.0,0.0,0.0
82b277fffffffff,4.0,4.0,0.0,0.0,0.0,0.0
82b2c7fffffffff,18.0,2.0,0.0,0.0,0.0,0.0
82b2cffffffffff,2.0,0.0,0.0,0.0,0.0,0.0
82b347fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
82b357fffffffff,1.0,0.0,0.0,0.0,0.0,0.0
82b377fffffffff,4.0,0.0,0.0,0.0,0.0,0.0
82c2cffffffffff,24.0,0.0,0.0,0.0,0.0,0.0
82c2d7fffffffff,2.0,2.0,0.0,0.0,0.0,0.0
82c2e7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0
82c2effffffffff,7.0,0.0,0.0,0.0,0.0,0.0
82c2f7fffffffff,1.0,1.0,0.0,0.0,0.0,0.0
82ce8ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82cf17fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82df47fffffffff,6.0,0.0,0.0,0.0,0.0,0.0
82df6ffffffffff,1.0,1.0,0.0,0.0,0.0,0.0
