cell_id,Rupornis magnirostris,Rupornis magnirostris gracilis,Rupornis magnirostris [magnirostris Group],Rupornis magnirostris [pucherani Group]
8366b6fffffffff,7.0,0.0,2.0,0.0
8366c2fffffffff,2.0,0.0,0.0,0.0
8366d1fffffffff,2.0,0.0,2.0,0.0
8366d3fffffffff,13.0,0.0,6.0,0.0
8366dbfffffffff,2.0,0.0,0.0,0.0
8366dcfffffffff,4.0,0.0,0.0,0.0
8366ddfffffffff,1.0,0.0,0.0,0.0
8366defffffffff,5.0,0.0,0.0,0.0
8366e4fffffffff,1.0,0.0,1.0,0.0
8366e6fffffffff,5.0,0.0,2.0,0.0
8366f0fffffffff,2.0,0.0,0.0,0.0
8366f5fffffffff,3.0,0.0,3.0,0.0
836741fffffffff,18.0,0.0,0.0,0.0
836743fffffffff,3.0,0.0,3.0,0.0
83674efffffffff,1.0,0.0,0.0,0.0
836753fffffffff,3.0,0.0,3.0,0.0
836759fffffffff,3.0,0.0,3.0,0.0
83679afffffffff,5.0,0.0,1.0,0.0
83679bfffffffff,3.0,0.0,0.0,0.0
836d04fffffffff,1.0,0.0,1.0,0.0
836d05fffffffff,2.0,0.0,1.0,0.0
836d20fffffffff,61.0,0.0,61.0,0.0
836d21fffffffff,5.0,0.0,3.0,0.0
836d22fffffffff,16.0,0.0,16.0,0.0
836d23fffffffff,2.0,0.0,0.0,0.0
836d24fffffffff,23.0,0.0,23.0,0.0
836d25fffffffff,59.0,0.0,59.0,0.0
836d26fffffffff,2.0,0.0,2.0,0.0
836d29fffffffff,7.0,0.0,0.0,0.0
836d2bfffffffff,10.0,0.0,4.0,0.0
836d2dfffffffff,1.0,0.0,0.0,0.0
836d31fffffffff,4.0,0.0,2.0,0.0
836d33fffffffff,2.0,0.0,0.0,0.0
836d68fffffffff,1.0,0.0,0.0,0.0
836d69fffffffff,4.0,0.0,2.0,0.0
836d76fffffffff,4.0,0.0,4.0,0.0
838010fffffffff,2.0,0.0,0.0,2.0
838023fffffffff,2.0,0.0,0.0,0.0
838106fffffffff,2.0,0.0,0.0,2.0
838124fffffffff,2.0,0.0,0.0,2.0
83812dfffffffff,1.0,0.0,0.0,1.0
838133fffffffff,2.0,0.0,0.0,2.0
838a45fffffffff,3.0,0.0,0.0,0.0
838af6fffffffff,6.0,0.0,6.0,0.0
838b0cfffffffff,5.0,0.0,0.0,0.0
838b20fffffffff,4.0,0.0,0.0,4.0
838b21fffffffff,2.0,0.0,0.0,2.0
838b22fffffffff,8.0,0.0,0.0,7.0
838b6cfffffffff,2.0,0.0,2.0,0.0
838b9dfffffffff,3.0,0.0,0.0,3.0
838bb5fffffffff,2.0,0.0,0.0,2.0
838f0dfffffffff,2.0,0.0,0.0,0.0
838f40fffffffff,11.0,0.0,11.0,0.0
838f46fffffffff,10.0,0.0,10.0,0.0
838f73fffffffff,5.0,0.0,5.0,0.0
83a831fffffffff,4.0,0.0,0.0,4.0
83a859fffffffff,10.0,0.0,0.0,10.0
83a85dfffffffff,2.0,0.0,0.0,2.0
83a884fffffffff,1.0,0.0,0.0,1.0
83a888fffffffff,2.0,0.0,0.0,2.0
83a88cfffffffff,1.0,0.0,0.0,1.0
83a88efffffffff,2.0,0.0,0.0,2.0
83a8a1fffffffff,2.0,0.0,0.0,2.0
83a8a2fffffffff,4.0,0.0,0.0,4.0
83a8a9fffffffff,4.0,0.0,0.0,4.0
83a8c2fffffffff,1.0,0.0,0.0,1.0
83a92cfffffffff,1.0,0.0,0.0,0.0
83a944fffffffff,5.0,0.0,0.0,1.0
83a953fffffffff,2.0,0.0,0.0,2.0
83a961fffffffff,99.0,0.0,0.0,0.0
83a962fffffffff,5.0,0.0,0.0,5.0
83a965fffffffff,23.0,0.0,0.0,0.0
83a96cfffffffff,29.0,0.0,0.0,0.0
83a96dfffffffff,2.0,0.0,0.0,0.0
83a96efffffffff,4.0,0.0,0.0,0.0
83b248fffffffff,23.0,0.0,0.0,0.0
83b249fffffffff,106.0,0.0,0.0,0.0
83b24bfffffffff,9.0,0.0,0.0,0.0
83b24cfffffffff,5.0,0.0,0.0,0.0
83b24dfffffffff,938.0,0.0,0.0,0.0
83b261fffffffff,13.0,0.0,0.0,0.0
83b268fffffffff,17.0,0.0,0.0,0.0
83b269fffffffff,83.0,0.0,0.0,0.0
83b26bfffffffff,66.0,0.0,0.0,0.0
83b26cfffffffff,1.0,0.0,0.0,0.0
83b26dfffffffff,111.0,0.0,0.0,0.0
83b2ecfffffffff,6.0,0.0,0.0,0.0
83b2eefffffffff,2.0,0.0,0.0,0.0
83b304fffffffff,2.0,0.0,0.0,0.0
83b342fffffffff,5.0,0.0,0.0,0.0
83b35afffffffff,6.0,0.0,0.0,0.0
83b35efffffffff,3.0,0.0,0.0,3.0
83b366fffffffff,1.0,0.0,0.0,0.0
83b373fffffffff,1.0,0.0,0.0,0.0
83c219fffffffff,2.0,0.0,0.0,2.0
83c2c5fffffffff,5.0,0.0,0.0,3.0
83c2c9fffffffff,115.0,0.0,0.0,0.0
83c2cafffffffff,1.0,0.0,0.0,0.0
83c2cbfffffffff,3.0,0.0,0.0,0.0
83c2cdfffffffff,170.0,0.0,0.0,0.0
83c2d6fffffffff,1.0,0.0,0.0,0.0
83c2e3fffffffff,3.0,0.0,0.0,0.0
83c2e9fffffffff,99.0,0.0,0.0,0.0
83c2ebfffffffff,37.0,0.0,0.0,0.0
83c2f1fffffffff,2.0,0.0,0.0,0.0
83c2f3fffffffff,4.0,0.0,0.0,0.0
83c34bfffffffff,15.0,0.0,0.0,0.0
