cell_id,Mirafra javanica,Mirafra javanica [cantillans Group],Mirafra javanica [javanica Group]
8464b13ffffffff,24.0,0.0,24.0
8464b17ffffffff,1.0,0.0,1.0
8464b1bffffffff,2.0,0.0,2.0
8464b53ffffffff,2.0,0.0,2.0
8465805ffffffff,1.0,0.0,0.0
8465807ffffffff,1.0,0.0,0.0
846580dffffffff,1.0,0.0,1.0
8465821ffffffff,156.0,0.0,138.0
8465829ffffffff,2.0,0.0,2.0
846582bffffffff,2.0,0.0,2.0
846583dffffffff,13.0,0.0,12.0
8465847ffffffff,8.0,0.0,8.0
8465859ffffffff,1.0,0.0,1.0
846585dffffffff,5.0,0.0,4.0
8465861ffffffff,4.0,0.0,4.0
846586bffffffff,17.0,0.0,17.0
8465911ffffffff,4.0,0.0,4.0
846591bffffffff,4.0,0.0,4.0
846591dffffffff,2.0,0.0,2.0
8465981ffffffff,17.0,0.0,17.0
8465991ffffffff,1.0,0.0,1.0
8465997ffffffff,8.0,0.0,7.0
846599bffffffff,31.0,0.0,31.0
84659c3ffffffff,46.0,0.0,46.0
84659cbffffffff,2.0,0.0,2.0
84659d1ffffffff,1.0,0.0,1.0
8465b33ffffffff,6.0,0.0,6.0
84685d7ffffffff,2.0,0.0,2.0
84685e3ffffffff,19.0,0.0,16.0
8469417ffffffff,2.0,0.0,2.0
84694b5ffffffff,2.0,0.0,2.0
84694e5ffffffff,9.0,0.0,9.0
84695d1ffffffff,4.0,0.0,4.0
8469683ffffffff,4.0,0.0,4.0
8469685ffffffff,1.0,0.0,1.0
846968bffffffff,2.0,0.0,0.0
84696c1ffffffff,5.0,0.0,5.0
846a581ffffffff,10.0,10.0,0.0
846aea9ffffffff,2.0,2.0,0.0
846b303ffffffff,2.0,0.0,0.0
8472dcbffffffff,1.0,0.0,0.0
847a401ffffffff,10.0,9.0,0.0
847a403ffffffff,4.0,4.0,0.0
847a405ffffffff,2.0,2.0,0.0
847a407ffffffff,8.0,8.0,0.0
847a41dffffffff,32.0,32.0,0.0
847a4b1ffffffff,3.0,0.0,0.0
847a58dffffffff,5.0,5.0,0.0
847a5c5ffffffff,2.0,0.0,0.0
847a5ebffffffff,2.0,2.0,0.0
847a603ffffffff,2.0,0.0,0.0
847a609ffffffff,3.0,3.0,0.0
847a611ffffffff,1.0,1.0,0.0
847a61dffffffff,22.0,19.0,0.0
847a641ffffffff,15.0,11.0,0.0
847a643ffffffff,2.0,0.0,0.0
847a645ffffffff,3.0,3.0,0.0
847a647ffffffff,3.0,3.0,0.0
847a65dffffffff,5.0,4.0,0.0
847a66bffffffff,4.0,4.0,0.0
847a6c7ffffffff,7.0,0.0,0.0
847a6c9ffffffff,3.0,0.0,0.0
847a6ebffffffff,4.0,2.0,0.0
847ad95ffffffff,18.0,11.0,0.0
847ad99ffffffff,72.0,66.0,0.0
847ad9dffffffff,21.0,21.0,0.0
84941bdffffffff,4.0,0.0,4.0
84942c1ffffffff,10.0,0.0,10.0
84942c3ffffffff,4.0,0.0,4.0
84942cdffffffff,2.0,0.0,2.0
84942d1ffffffff,2.0,0.0,2.0
8494511ffffffff,85.0,0.0,70.0
8494515ffffffff,6.0,0.0,6.0
849451dffffffff,173.0,0.0,147.0
8494537ffffffff,9.0,0.0,9.0
849453bffffffff,1.0,0.0,0.0
8494551ffffffff,2.0,0.0,2.0
84945c5ffffffff,7.0,0.0,4.0
8494803ffffffff,268.0,0.0,248.0
8494807ffffffff,11.0,0.0,11.0
849480bffffffff,24.0,0.0,23.0
8494811ffffffff,76.0,0.0,68.0
8494815ffffffff,2.0,0.0,2.0
849481dffffffff,303.0,0.0,298.0
8494825ffffffff,24.0,0.0,24.0
849482bffffffff,3.0,0.0,3.0
849483bffffffff,2.0,0.0,2.0
8494857ffffffff,2.0,0.0,2.0
849485bffffffff,2.0,0.0,2.0
8494899ffffffff,2.0,0.0,2.0
84948c3ffffffff,1.0,0.0,1.0
84948c7ffffffff,2.0,0.0,2.0
84948cbffffffff,5.0,0.0,5.0
84948cdffffffff,4.0,0.0,4.0
8494901ffffffff,2.0,0.0,2.0
8494903ffffffff,8.0,0.0,7.0
8494911ffffffff,10.0,0.0,10.0
8494917ffffffff,2.0,0.0,2.0
849491bffffffff,18.0,0.0,18.0
849491dffffffff,2.0,0.0,2.0
8494963ffffffff,6.0,0.0,6.0
8494967ffffffff,2.0,0.0,0.0
8494aa7ffffffff,1.0,0.0,0.0
8494c13ffffffff,5.0,0.0,5.0
8494c49ffffffff,22.0,0.0,22.0
8494c91ffffffff,3.0,0.0,3.0
8494d21ffffffff,2.0,0.0,2.0
8494d43ffffffff,1.0,0.0,1.0
8494d53ffffffff,2.0,0.0,2.0
8494d5dffffffff,5.0,0.0,3.0
8494dedffffffff,2.0,0.0,2.0
8494e21ffffffff,14.0,0.0,14.0
8494e29ffffffff,4.0,0.0,4.0
8494e2bffffffff,50.0,0.0,48.0
8494e35ffffffff,2.0,0.0,2.0
8494e3dffffffff,3.0,0.0,2.0
8494e81ffffffff,12.0,0.0,12.0
8494e87ffffffff,2.0,0.0,2.0
8494e93ffffffff,2.0,0.0,2.0
8494ed3ffffffff,62.0,0.0,58.0
8494ed7ffffffff,14.0,0.0,14.0
8494ee1ffffffff,37.0,0.0,32.0
8494ee3ffffffff,7.0,0.0,7.0
8494ee7ffffffff,42.0,0.0,42.0
8494f0dffffffff,2.0,0.0,2.0
8494f21ffffffff,10.0,0.0,10.0
8494f47ffffffff,7.0,0.0,7.0
8494f51ffffffff,4.0,0.0,4.0
8494f5dffffffff,6.0,0.0,6.0
8494f61ffffffff,3.0,0.0,3.0
8494f65ffffffff,5.0,0.0,5.0
8494f69ffffffff,2.0,0.0,0.0
8494f6bffffffff,3.0,0.0,3.0
8494f6dffffffff,3.0,0.0,3.0
8496923ffffffff,1.0,0.0,0.0
8496925ffffffff,1.0,0.0,0.0
8496927ffffffff,1.0,0.0,0.0
849c017ffffffff,3.0,0.0,2.0
849c059ffffffff,11.0,0.0,11.0
849c05dffffffff,4.0,0.0,4.0
849c0edffffffff,17.0,0.0,15.0
849c203ffffffff,5.0,0.0,5.0
849c231ffffffff,47.0,0.0,31.0
849c233ffffffff,3.0,0.0,0.0
849c237ffffffff,25.0,0.0,21.0
849c239ffffffff,27.0,0.0,27.0
849c23bffffffff,22.0,0.0,21.0
849c259ffffffff,1.0,0.0,1.0
849c25dffffffff,22.0,0.0,22.0
849c2ddffffffff,40.0,0.0,38.0
849c417ffffffff,2.0,0.0,2.0
849c43bffffffff,3.0,0.0,3.0
849c599ffffffff,4.0,0.0,4.0
849c605ffffffff,5.0,0.0,5.0
849c62dffffffff,2.0,0.0,2.0
849c651ffffffff,8.0,0.0,2.0
849c653ffffffff,4.0,0.0,4.0
849c65dffffffff,4.0,0.0,4.0
849c685ffffffff,1.0,0.0,1.0
849c687ffffffff,10.0,0.0,10.0
849c68dffffffff,3.0,0.0,3.0
849c6a7ffffffff,2.0,0.0,2.0
849c6a9ffffffff,2.0,0.0,2.0
849c6abffffffff,5.0,0.0,5.0
849c6bbffffffff,3.0,0.0,3.0
849c6c1ffffffff,38.0,0.0,38.0
849c6c5ffffffff,2.0,0.0,2.0
849c6c7ffffffff,15.0,0.0,15.0
849c6cbffffffff,2.0,0.0,2.0
849c6ddffffffff,19.0,0.0,17.0
849c6e9ffffffff,2.0,0.0,2.0
849c6ebffffffff,2.0,0.0,2.0
849c741ffffffff,9.0,0.0,8.0
849c743ffffffff,12.0,0.0,12.0
849c747ffffffff,2.0,0.0,2.0
849c753ffffffff,11.0,0.0,11.0
849c9d3ffffffff,2.0,0.0,2.0
849c9d9ffffffff,2.0,0.0,2.0
849c9dbffffffff,2.0,0.0,2.0
849caadffffffff,7.0,0.0,5.0
849cd2dffffffff,2.0,0.0,2.0
849d097ffffffff,1.0,0.0,1.0
849d0abffffffff,13.0,0.0,11.0
849d0b1ffffffff,12.0,0.0,12.0
849d0b5ffffffff,20.0,0.0,17.0
849d0b9ffffffff,2.0,0.0,2.0
849d0bdffffffff,15.0,0.0,15.0
849d0c1ffffffff,3.0,0.0,3.0
849d0c5ffffffff,2.0,0.0,2.0
849d211ffffffff,34.0,0.0,32.0
849d213ffffffff,2.0,0.0,2.0
849d217ffffffff,10.0,0.0,10.0
849d219ffffffff,3.0,0.0,2.0
849d23bffffffff,2.0,0.0,2.0
849d24bffffffff,28.0,0.0,28.0
849d289ffffffff,12.0,0.0,12.0
849d2bdffffffff,2.0,0.0,2.0
849d2c9ffffffff,3.0,0.0,3.0
849d2d7ffffffff,1.0,0.0,1.0
849d2e7ffffffff,7.0,0.0,7.0
849d401ffffffff,4.0,0.0,4.0
849d403ffffffff,3.0,0.0,3.0
849d405ffffffff,2.0,0.0,2.0
849d407ffffffff,1.0,0.0,1.0
849d40dffffffff,4.0,0.0,2.0
849d41dffffffff,2.0,0.0,2.0
849d425ffffffff,2.0,0.0,2.0
849d427ffffffff,2.0,0.0,0.0
849d431ffffffff,3.0,0.0,2.0
849d433ffffffff,1.0,0.0,1.0
849d435ffffffff,1.0,0.0,1.0
849d43dffffffff,5.0,0.0,4.0
849d443ffffffff,3.0,0.0,3.0
849d447ffffffff,1.0,0.0,1.0
849d44bffffffff,2.0,0.0,2.0
849d45bffffffff,1.0,0.0,1.0
849d463ffffffff,2.0,0.0,0.0
849d46bffffffff,35.0,0.0,28.0
849d4a1ffffffff,9.0,0.0,9.0
849d4abffffffff,3.0,0.0,3.0
849d4c9ffffffff,19.0,0.0,19.0
849d4cbffffffff,2.0,0.0,2.0
849d4e7ffffffff,3.0,0.0,3.0
849d507ffffffff,1.0,0.0,1.0
849d551ffffffff,2.0,0.0,2.0
849d553ffffffff,2.0,0.0,2.0
849d559ffffffff,3.0,0.0,2.0
849d595ffffffff,1.0,0.0,1.0
849d5ddffffffff,2.0,0.0,0.0
849d62bffffffff,2.0,0.0,2.0
849d63dffffffff,1.0,0.0,1.0
849d657ffffffff,3.0,0.0,3.0
849d681ffffffff,1.0,0.0,0.0
849d685ffffffff,3.0,0.0,3.0
849d687ffffffff,4.0,0.0,4.0
849d6a3ffffffff,5.0,0.0,5.0
849d6a7ffffffff,19.0,0.0,19.0
849d6abffffffff,2.0,0.0,2.0
849d6b5ffffffff,4.0,0.0,4.0
849d6bdffffffff,5.0,0.0,5.0
849d6d1ffffffff,1.0,0.0,0.0
849d6d9ffffffff,2.0,0.0,2.0
849d6dbffffffff,8.0,0.0,8.0
849d6e7ffffffff,3.0,0.0,3.0
849d701ffffffff,1.0,0.0,0.0
849d713ffffffff,2.0,0.0,2.0
849d719ffffffff,1.0,0.0,1.0
849d71bffffffff,3.0,0.0,3.0
849d755ffffffff,2.0,0.0,2.0
84a6067ffffffff,2.0,0.0,2.0
84a6129ffffffff,8.0,0.0,8.0
84a612dffffffff,4.0,0.0,4.0
84a6153ffffffff,4.0,0.0,4.0
84a615bffffffff,4.0,0.0,4.0
84a6163ffffffff,3.0,0.0,3.0
84a6167ffffffff,36.0,0.0,36.0
84a6a61ffffffff,34.0,0.0,34.0
84a6a63ffffffff,6.0,0.0,3.0
84a6a69ffffffff,3.0,0.0,3.0
84a6a6bffffffff,2.0,0.0,2.0
84a6a6dffffffff,9.0,0.0,8.0
84a6b49ffffffff,7.0,0.0,5.0
84a7839ffffffff,2.0,0.0,2.0
84a78adffffffff,1.0,0.0,1.0
84a7913ffffffff,4.0,0.0,4.0
84a7993ffffffff,2.0,0.0,2.0
84a79a3ffffffff,16.0,0.0,13.0
84a79a5ffffffff,2.0,0.0,2.0
84a79a7ffffffff,28.0,0.0,26.0
84a79b9ffffffff,2.0,0.0,2.0
84a79bbffffffff,7.0,0.0,7.0
84a79c7ffffffff,3.0,0.0,3.0
84a79d5ffffffff,1.0,0.0,1.0
84a79dbffffffff,5.0,0.0,5.0
84b881bffffffff,2.0,0.0,2.0
84b8855ffffffff,2.0,0.0,2.0
84b8857ffffffff,2.0,0.0,2.0
84b89adffffffff,7.0,0.0,7.0
84b8a2dffffffff,2.0,0.0,2.0
84b8aedffffffff,2.0,0.0,2.0
84b8b6dffffffff,2.0,0.0,0.0
84b910bffffffff,1.0,0.0,0.0
84b9115ffffffff,2.0,0.0,2.0
84b9119ffffffff,2.0,0.0,2.0
84b9127ffffffff,1.0,0.0,1.0
84b9131ffffffff,3.0,0.0,3.0
84b9155ffffffff,2.0,0.0,2.0
84b9161ffffffff,30.0,0.0,30.0
84b9165ffffffff,2.0,0.0,2.0
84b9167ffffffff,14.0,0.0,14.0
84b916dffffffff,5.0,0.0,5.0
84b91abffffffff,1.0,0.0,0.0
84b980dffffffff,1.0,0.0,1.0
84b9861ffffffff,2.0,0.0,2.0
84b98ebffffffff,1.0,0.0,1.0
84b9917ffffffff,2.0,0.0,2.0
84b995bffffffff,1.0,0.0,1.0
84b996bffffffff,4.0,0.0,4.0
84b99c9ffffffff,2.0,0.0,2.0
84b99e5ffffffff,2.0,0.0,2.0
84b9a13ffffffff,1.0,0.0,0.0
84b9a1bffffffff,4.0,0.0,2.0
84b9a51ffffffff,4.0,0.0,4.0
84b9a57ffffffff,1.0,0.0,0.0
84b9a59ffffffff,9.0,0.0,8.0
84b9a5bffffffff,2.0,0.0,2.0
84b9ad1ffffffff,2.0,0.0,2.0
84b9ad5ffffffff,2.0,0.0,2.0
84b9b21ffffffff,2.0,0.0,2.0
84b9b2bffffffff,7.0,0.0,7.0
84b9b3dffffffff,2.0,0.0,2.0
84be085ffffffff,17.0,0.0,17.0
84be09bffffffff,7.0,0.0,6.0
84be0a3ffffffff,23.0,0.0,23.0
84be0a7ffffffff,2.0,0.0,2.0
84be0b9ffffffff,2.0,0.0,2.0
84be0bdffffffff,48.0,0.0,46.0
84be0d1ffffffff,2.0,0.0,2.0
84be0d3ffffffff,41.0,0.0,41.0
84be0d5ffffffff,2.0,0.0,2.0
84be0d7ffffffff,1.0,0.0,0.0
84be193ffffffff,5.0,0.0,3.0
84be19bffffffff,1.0,0.0,1.0
84be1b1ffffffff,2.0,0.0,2.0
84be1d3ffffffff,3.0,0.0,3.0
84be401ffffffff,232.0,0.0,209.0
84be403ffffffff,7.0,0.0,7.0
84be405ffffffff,2.0,0.0,2.0
84be407ffffffff,3.0,0.0,3.0
84be409ffffffff,11.0,0.0,11.0
84be40bffffffff,4.0,0.0,4.0
84be411ffffffff,1.0,0.0,1.0
84be421ffffffff,140.0,0.0,124.0
84be423ffffffff,2.0,0.0,2.0
84be425ffffffff,6.0,0.0,5.0
84be429ffffffff,13.0,0.0,9.0
84be42bffffffff,3.0,0.0,0.0
84be42dffffffff,4.0,0.0,4.0
84be439ffffffff,9.0,0.0,8.0
84be43bffffffff,5.0,0.0,5.0
84be443ffffffff,1.0,0.0,1.0
84be447ffffffff,20.0,0.0,20.0
84be451ffffffff,5.0,0.0,4.0
84be457ffffffff,1.0,0.0,1.0
84be459ffffffff,2.0,0.0,2.0
84be45bffffffff,3.0,0.0,3.0
84be463ffffffff,1.0,0.0,1.0
84be465ffffffff,4.0,0.0,4.0
84be46dffffffff,2.0,0.0,2.0
84be491ffffffff,9.0,0.0,9.0
84be497ffffffff,2.0,0.0,2.0
84be499ffffffff,1.0,0.0,1.0
84be4a1ffffffff,5.0,0.0,5.0
84be4abffffffff,2.0,0.0,2.0
84be4b7ffffffff,5.0,0.0,5.0
84be4bbffffffff,1.0,0.0,1.0
84be4c1ffffffff,1.0,0.0,1.0
84be4c9ffffffff,3.0,0.0,3.0
84be4cbffffffff,2.0,0.0,2.0
84be4cdffffffff,5.0,0.0,5.0
84be4e9ffffffff,2.0,0.0,2.0
84be507ffffffff,43.0,0.0,41.0
84be50dffffffff,5.0,0.0,5.0
84be51bffffffff,2.0,0.0,2.0
84be545ffffffff,4.0,0.0,4.0
84be547ffffffff,12.0,0.0,12.0
84be54bffffffff,2.0,0.0,2.0
84be551ffffffff,6.0,0.0,6.0
84be557ffffffff,1.0,0.0,1.0
84be559ffffffff,6.0,0.0,6.0
84be55bffffffff,3.0,0.0,1.0
84be56bffffffff,2.0,0.0,2.0
84be591ffffffff,1.0,0.0,1.0
84be5b9ffffffff,1.0,0.0,1.0
84be607ffffffff,4.0,0.0,4.0
84be631ffffffff,619.0,0.0,559.0
84be633ffffffff,70.0,0.0,59.0
84be637ffffffff,2.0,0.0,0.0
84be639ffffffff,3.0,0.0,3.0
84be63bffffffff,53.0,0.0,47.0
84be6a5ffffffff,2.0,0.0,2.0
84be6a7ffffffff,9.0,0.0,8.0
84be6b1ffffffff,5.0,0.0,5.0
84be6b7ffffffff,2.0,0.0,2.0
84be6bbffffffff,2.0,0.0,2.0
84be6e1ffffffff,3.0,0.0,1.0
84be6edffffffff,38.0,0.0,35.0
84be713ffffffff,5.0,0.0,5.0
84be725ffffffff,20.0,0.0,18.0
84be72dffffffff,1.0,0.0,1.0
84be737ffffffff,2.0,0.0,2.0
84be759ffffffff,1.0,0.0,0.0
84be8b3ffffffff,2.0,0.0,2.0
84be8b7ffffffff,4.0,0.0,4.0
84be8b9ffffffff,2.0,0.0,2.0
84be8d3ffffffff,19.0,0.0,18.0
84be8dbffffffff,20.0,0.0,20.0
84bec8bffffffff,4.0,0.0,4.0
84bece9ffffffff,4.0,0.0,4.0
84becebffffffff,2.0,0.0,2.0
84bed19ffffffff,2.0,0.0,2.0
84bed25ffffffff,9.0,0.0,9.0
84bed29ffffffff,2.0,0.0,2.0
84bed33ffffffff,4.0,0.0,4.0
84bed45ffffffff,4.0,0.0,4.0
84bed87ffffffff,6.0,0.0,6.0
84bedb1ffffffff,5.0,0.0,5.0
84bededffffffff,1.0,0.0,1.0
84bee07ffffffff,2.0,0.0,2.0
84bee13ffffffff,2.0,0.0,2.0
84bee3bffffffff,2.0,0.0,2.0
84bee41ffffffff,5.0,0.0,5.0
84bee45ffffffff,13.0,0.0,10.0
84bee49ffffffff,4.0,0.0,4.0
84bee4bffffffff,2.0,0.0,2.0
84bee4dffffffff,4.0,0.0,4.0
84bee61ffffffff,7.0,0.0,7.0
84bee65ffffffff,19.0,0.0,19.0
84bee67ffffffff,2.0,0.0,2.0
84bee69ffffffff,2.0,0.0,2.0
84bee6dffffffff,7.0,0.0,3.0
84beea9ffffffff,1.0,0.0,1.0
84beeabffffffff,8.0,0.0,8.0
84beee9ffffffff,2.0,0.0,2.0
84bef03ffffffff,15.0,0.0,15.0
84bef05ffffffff,9.0,0.0,9.0
84bef07ffffffff,38.0,0.0,37.0
84bef09ffffffff,7.0,0.0,7.0
84bef0dffffffff,7.0,0.0,4.0
84bef15ffffffff,4.0,0.0,4.0
84bef1dffffffff,1.0,0.0,1.0
84bef21ffffffff,56.0,0.0,36.0
84bef25ffffffff,2.0,0.0,2.0
84bef27ffffffff,6.0,0.0,5.0
84bef29ffffffff,2.0,0.0,2.0
84bef2bffffffff,1.0,0.0,1.0
84bef2dffffffff,11.0,0.0,11.0
84bef3dffffffff,35.0,0.0,34.0
84bef47ffffffff,2.0,0.0,2.0
84bef51ffffffff,3.0,0.0,3.0
84bef5dffffffff,24.0,0.0,22.0
84bef65ffffffff,2.0,0.0,2.0
84bef67ffffffff,9.0,0.0,8.0
