cell_id,Henicorhina leucophrys,Henicorhina leucophrys [mexicana Group],Henicorhina leucophrys brunneiceps,Henicorhina leucophrys bangsi,Henicorhina leucophrys manastarae,Henicorhina leucophrys meridana,Henicorhina leucophrys venezuelensis,Henicorhina leucophrys hilaris,Henicorhina leucophrys leucophrys/boliviana
83661cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83661dfffffffff,1086.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83661efffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836620fffffffff,3860.0,0.0,0.0,1596.0,0.0,0.0,0.0,0.0,0.0
836621fffffffff,817.0,0.0,0.0,0.0,398.0,0.0,0.0,0.0,0.0
836622fffffffff,88.0,0.0,0.0,43.0,0.0,0.0,0.0,0.0,0.0
836623fffffffff,65.0,0.0,0.0,27.0,0.0,0.0,0.0,0.0,0.0
836629fffffffff,267.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0
83662afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83662bfffffffff,59.0,0.0,0.0,0.0,0.0,26.0,0.0,0.0,0.0
83662dfffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83662efffffffff,25.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
836631fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836656fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366a0fffffffff,289.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366a2fffffffff,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366a5fffffffff,810.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366b4fffffffff,9612.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366b5fffffffff,3227.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c0fffffffff,541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c2fffffffff,614.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c4fffffffff,410.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366c6fffffffff,1604.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366d0fffffffff,1470.0,0.0,263.0,0.0,0.0,0.0,0.0,0.0,6.0
8366d1fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
8366d2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366d3fffffffff,9139.0,0.0,302.0,0.0,0.0,0.0,0.0,11.0,842.0
8366d5fffffffff,76.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366dafffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366defffffffff,3803.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,672.0
8366e0fffffffff,2709.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e2fffffffff,125.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e3fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e4fffffffff,1571.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e5fffffffff,890.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366e6fffffffff,11468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,373.0
8366f0fffffffff,214.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366f1fffffffff,4638.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,165.0
8366f3fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8366f5fffffffff,2036.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,28.0
836741fffffffff,522.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0
836742fffffffff,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836743fffffffff,333.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0
83674cfffffffff,118.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83674efffffffff,561.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0
836751fffffffff,92.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836758fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83675afffffffff,266.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0
83675cfffffffff,131.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83675dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83675efffffffff,136.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
83679afffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d04fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d05fffffffff,974.0,395.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d20fffffffff,108.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d21fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d22fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d23fffffffff,129.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d28fffffffff,646.0,228.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d29fffffffff,1028.0,426.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2afffffffff,341.0,87.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2bfffffffff,1001.0,116.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2cfffffffff,137.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2dfffffffff,2818.0,1203.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d2efffffffff,86.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d30fffffffff,645.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d31fffffffff,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d32fffffffff,663.0,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d33fffffffff,786.0,132.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d36fffffffff,75.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d66fffffffff,213.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d68fffffffff,190.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d69fffffffff,10966.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
836d74fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b20fffffffff,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b21fffffffff,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b22fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b2cfffffffff,146.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b2dfffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b60fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b61fffffffff,1541.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0
838b6cfffffffff,1079.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0
838b6dfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838b75fffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838e61fffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838e64fffffffff,504.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838e65fffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838e6cfffffffff,33.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838e6dfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
838f0dfffffffff,519.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,0.0
838f28fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f29fffffffff,157.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f2afffffffff,65.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f2bfffffffff,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f2cfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f2dfffffffff,44.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f2efffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f40fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f42fffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
838f43fffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
838f46fffffffff,691.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,50.0
838f48fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f4afffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0
838f50fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f54fffffffff,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f55fffffffff,191.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0
838f59fffffffff,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
838f5cfffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f5dfffffffff,73.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f70fffffffff,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f72fffffffff,166.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f73fffffffff,629.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,81.0
838f74fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
838f76fffffffff,122.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b321fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b324fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83b325fffffffff,74.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
