cell_id,Cacomantis flabelliformis,Cacomantis flabelliformis [flabelliformis Group],Cacomantis flabelliformis pyrrophanus,Cacomantis flabelliformis schistaceigularis,Cacomantis flabelliformis simus
83be09fffffffff,19.0,0.0,0.0,0.0,0.0
83be0afffffffff,288.0,0.0,0.0,0.0,0.0
83be0bfffffffff,226.0,0.0,0.0,0.0,0.0
83be0cfffffffff,1047.0,0.0,0.0,0.0,0.0
83be0dfffffffff,555.0,0.0,0.0,0.0,0.0
83be0efffffffff,258.0,0.0,0.0,0.0,0.0
83be18fffffffff,380.0,0.0,0.0,0.0,0.0
83be19fffffffff,158.0,0.0,0.0,0.0,0.0
83be1afffffffff,91.0,0.0,0.0,0.0,0.0
83be1bfffffffff,104.0,0.0,0.0,0.0,0.0
83be1dfffffffff,239.0,0.0,0.0,0.0,0.0
83be29fffffffff,157.0,0.0,0.0,0.0,0.0
83be2bfffffffff,4.0,0.0,0.0,0.0,0.0
83be40fffffffff,197.0,0.0,0.0,0.0,0.0
83be42fffffffff,1.0,0.0,0.0,0.0,0.0
83be43fffffffff,7.0,0.0,0.0,0.0,0.0
83be44fffffffff,231.0,0.0,0.0,0.0,0.0
83be45fffffffff,243.0,0.0,0.0,0.0,0.0
83be46fffffffff,32.0,0.0,0.0,0.0,0.0
83be48fffffffff,2.0,0.0,0.0,0.0,0.0
83be49fffffffff,108.0,0.0,0.0,0.0,0.0
83be4afffffffff,6.0,0.0,0.0,0.0,0.0
83be4cfffffffff,67.0,0.0,0.0,0.0,0.0
83be4dfffffffff,20.0,0.0,0.0,0.0,0.0
83be4efffffffff,60.0,0.0,0.0,0.0,0.0
83be50fffffffff,9.0,0.0,0.0,0.0,0.0
83be53fffffffff,82.0,0.0,0.0,0.0,0.0
83be54fffffffff,11.0,0.0,0.0,0.0,0.0
83be55fffffffff,12.0,0.0,0.0,0.0,0.0
83be56fffffffff,49.0,0.0,0.0,0.0,0.0
83be5afffffffff,2.0,0.0,0.0,0.0,0.0
83be5dfffffffff,4.0,0.0,0.0,0.0,0.0
83be5efffffffff,4.0,0.0,0.0,0.0,0.0
83be60fffffffff,214.0,0.0,0.0,0.0,0.0
83be61fffffffff,157.0,0.0,0.0,0.0,0.0
83be62fffffffff,497.0,0.0,0.0,0.0,0.0
83be63fffffffff,2147.0,0.0,0.0,0.0,0.0
83be66fffffffff,145.0,0.0,0.0,0.0,0.0
83be68fffffffff,75.0,0.0,0.0,0.0,0.0
83be69fffffffff,30.0,0.0,0.0,0.0,0.0
83be6afffffffff,98.0,0.0,0.0,0.0,0.0
83be6bfffffffff,68.0,0.0,0.0,0.0,0.0
83be6cfffffffff,2.0,0.0,0.0,0.0,0.0
83be6efffffffff,165.0,0.0,0.0,0.0,0.0
83be70fffffffff,43.0,0.0,0.0,0.0,0.0
83be71fffffffff,316.0,0.0,0.0,0.0,0.0
83be72fffffffff,1315.0,0.0,0.0,0.0,0.0
83be73fffffffff,26.0,0.0,0.0,0.0,0.0
83be74fffffffff,839.0,0.0,0.0,0.0,0.0
83be75fffffffff,293.0,0.0,0.0,0.0,0.0
83be76fffffffff,145.0,0.0,0.0,0.0,0.0
83be88fffffffff,341.0,0.0,0.0,0.0,0.0
83be89fffffffff,191.0,0.0,0.0,0.0,0.0
83be8afffffffff,2.0,0.0,0.0,0.0,0.0
83be8bfffffffff,94.0,0.0,0.0,0.0,0.0
83be8dfffffffff,4781.0,0.0,0.0,0.0,0.0
83bea9fffffffff,403.0,0.0,0.0,0.0,0.0
83beabfffffffff,615.0,0.0,0.0,0.0,0.0
83bec1fffffffff,2.0,0.0,0.0,0.0,0.0
83bec6fffffffff,2.0,0.0,0.0,0.0,0.0
83becefffffffff,19.0,0.0,0.0,0.0,0.0
83bed0fffffffff,2.0,0.0,0.0,0.0,0.0
83bed2fffffffff,5.0,0.0,0.0,0.0,0.0
83bed3fffffffff,4.0,0.0,0.0,0.0,0.0
83bed4fffffffff,11.0,0.0,0.0,0.0,0.0
83bed6fffffffff,2.0,0.0,0.0,0.0,0.0
83bedefffffffff,70.0,0.0,0.0,0.0,0.0
83bee0fffffffff,50.0,0.0,0.0,0.0,0.0
83bee1fffffffff,6.0,0.0,0.0,0.0,0.0
83bee2fffffffff,26.0,0.0,0.0,0.0,0.0
83bee4fffffffff,26.0,0.0,0.0,0.0,0.0
83bee5fffffffff,21.0,0.0,0.0,0.0,0.0
83bee6fffffffff,50.0,0.0,0.0,0.0,0.0
83beecfffffffff,7.0,0.0,0.0,0.0,0.0
83bef0fffffffff,360.0,0.0,0.0,0.0,0.0
83bef2fffffffff,183.0,0.0,0.0,0.0,0.0
83bef3fffffffff,10.0,0.0,0.0,0.0,0.0
83bef4fffffffff,56.0,0.0,0.0,0.0,0.0
83bef5fffffffff,85.0,0.0,0.0,0.0,0.0
83bef6fffffffff,809.0,0.0,0.0,0.0,0.0
83bf48fffffffff,152.0,0.0,0.0,0.0,0.0
83bf49fffffffff,63.0,0.0,0.0,0.0,0.0
83bf4afffffffff,42.0,0.0,0.0,0.0,0.0
83bf4bfffffffff,380.0,0.0,0.0,0.0,0.0
83bf4cfffffffff,460.0,0.0,0.0,0.0,0.0
83bf4dfffffffff,148.0,0.0,0.0,0.0,0.0
83bf4efffffffff,99.0,0.0,0.0,0.0,0.0
83bf59fffffffff,8.0,0.0,0.0,0.0,0.0
83bf6bfffffffff,544.0,0.0,0.0,0.0,0.0
83c980fffffffff,16.0,0.0,0.0,0.0,0.0
83c982fffffffff,136.0,0.0,0.0,0.0,0.0
83c983fffffffff,11.0,0.0,0.0,0.0,0.0
83c986fffffffff,58.0,0.0,0.0,0.0,0.0
83c990fffffffff,107.0,0.0,0.0,0.0,0.0
83c991fffffffff,26.0,0.0,0.0,0.0,0.0
83c992fffffffff,141.0,0.0,0.0,0.0,0.0
83c993fffffffff,57.0,0.0,0.0,0.0,0.0
83c994fffffffff,2.0,0.0,0.0,0.0,0.0
83c995fffffffff,13.0,0.0,0.0,0.0,0.0
83c996fffffffff,5.0,0.0,0.0,0.0,0.0
83c99cfffffffff,42.0,0.0,0.0,0.0,0.0
83c99efffffffff,11.0,0.0,0.0,0.0,0.0
83c9b0fffffffff,9.0,0.0,0.0,0.0,0.0
83c9b1fffffffff,229.0,0.0,0.0,0.0,0.0
83c9b2fffffffff,1.0,0.0,0.0,0.0,0.0
83c9b3fffffffff,52.0,0.0,0.0,0.0,0.0
83c9b6fffffffff,6.0,0.0,0.0,0.0,0.0
83d892fffffffff,87.0,0.0,0.0,0.0,0.0
83d896fffffffff,20.0,0.0,0.0,0.0,0.0
83d8b6fffffffff,13.0,0.0,0.0,0.0,0.0
