cell_id,Eucometis penicillata,Eucometis penicillata [spodocephalus Group],Eucometis penicillata [penicillata Group]
836d20fffffffff,2.0,0.0,0.0
836d22fffffffff,3.0,0.0,0.0
836d23fffffffff,11.0,2.0,0.0
836d2cfffffffff,168.0,24.0,0.0
836d2dfffffffff,2.0,0.0,0.0
836d31fffffffff,3.0,0.0,0.0
836d35fffffffff,3.0,3.0,0.0
836d61fffffffff,571.0,0.0,0.0
836d65fffffffff,353.0,0.0,0.0
836d68fffffffff,572.0,0.0,0.0
836d69fffffffff,2574.0,0.0,0.0
836d6bfffffffff,339.0,0.0,0.0
836d6cfffffffff,2.0,0.0,0.0
836d6dfffffffff,473.0,0.0,0.0
836d6efffffffff,157.0,0.0,0.0
83800cfffffffff,2.0,0.0,0.0
83802bfffffffff,1.0,0.0,0.0
838040fffffffff,3.0,0.0,0.0
838044fffffffff,4.0,0.0,0.0
838046fffffffff,7.0,0.0,0.0
838065fffffffff,2.0,0.0,0.0
838071fffffffff,7.0,0.0,0.0
838121fffffffff,4.0,0.0,0.0
838124fffffffff,39.0,0.0,4.0
83812dfffffffff,27.0,0.0,1.0
838136fffffffff,1.0,0.0,0.0
838144fffffffff,2.0,0.0,0.0
838145fffffffff,4.0,0.0,0.0
838146fffffffff,2.0,0.0,0.0
838153fffffffff,1.0,0.0,0.0
838163fffffffff,28.0,0.0,0.0
838171fffffffff,89.0,0.0,0.0
838a00fffffffff,8.0,0.0,0.0
838a15fffffffff,1.0,0.0,0.0
838a33fffffffff,2.0,0.0,0.0
838a45fffffffff,81.0,0.0,0.0
838a63fffffffff,26.0,0.0,3.0
838a68fffffffff,12.0,0.0,0.0
838a69fffffffff,13.0,0.0,0.0
838a6dfffffffff,197.0,0.0,0.0
838a6efffffffff,2.0,0.0,0.0
838a70fffffffff,17.0,0.0,0.0
838a8efffffffff,2.0,0.0,0.0
838aabfffffffff,2.0,0.0,0.0
838aadfffffffff,2.0,0.0,0.0
838ad8fffffffff,3.0,0.0,0.0
838adcfffffffff,2.0,0.0,0.0
838af0fffffffff,6.0,0.0,0.0
838af4fffffffff,14.0,0.0,0.0
838af6fffffffff,13.0,0.0,0.0
838b0cfffffffff,19.0,0.0,0.0
838b0dfffffffff,2.0,0.0,0.0
838b10fffffffff,2.0,0.0,0.0
838b11fffffffff,4.0,0.0,0.0
838b22fffffffff,25.0,0.0,0.0
838b2afffffffff,4.0,0.0,0.0
838b31fffffffff,7.0,0.0,0.0
838b36fffffffff,3.0,0.0,0.0
838b52fffffffff,4.0,0.0,0.0
838b56fffffffff,13.0,0.0,0.0
838b5cfffffffff,7.0,0.0,0.0
838b75fffffffff,2.0,0.0,0.0
838b76fffffffff,6.0,0.0,0.0
838ba6fffffffff,33.0,0.0,0.0
838bb4fffffffff,1.0,0.0,0.0
838bb5fffffffff,224.0,0.0,28.0
838f48fffffffff,25.0,0.0,0.0
838f61fffffffff,100.0,0.0,0.0
838f63fffffffff,4.0,0.0,0.0
838f6bfffffffff,7.0,0.0,0.0
838f6efffffffff,2.0,0.0,0.0
838f71fffffffff,1.0,0.0,0.0
83a806fffffffff,2.0,0.0,0.0
83a809fffffffff,2.0,0.0,0.0
83a80bfffffffff,2.0,0.0,0.0
83a811fffffffff,5.0,0.0,0.0
83a812fffffffff,2.0,0.0,0.0
83a818fffffffff,93.0,0.0,0.0
83a819fffffffff,23.0,0.0,0.0
83a81afffffffff,13.0,0.0,0.0
83a81bfffffffff,9.0,0.0,0.0
83a81cfffffffff,19.0,0.0,0.0
83a81dfffffffff,4.0,0.0,0.0
83a81efffffffff,281.0,0.0,0.0
83a829fffffffff,7.0,0.0,0.0
83a82dfffffffff,4.0,0.0,0.0
83a840fffffffff,50.0,0.0,0.0
83a841fffffffff,5.0,0.0,0.0
83a842fffffffff,1.0,0.0,0.0
83a844fffffffff,38.0,0.0,4.0
83a846fffffffff,68.0,0.0,2.0
83a849fffffffff,1.0,0.0,0.0
83a84afffffffff,2.0,0.0,0.0
83a84dfffffffff,3.0,0.0,0.0
83a850fffffffff,3.0,0.0,0.0
83a851fffffffff,4.0,0.0,0.0
83a855fffffffff,36.0,0.0,0.0
83a859fffffffff,526.0,0.0,18.0
83a85bfffffffff,6.0,0.0,0.0
83a85dfffffffff,138.0,0.0,14.0
83a860fffffffff,25.0,0.0,0.0
83a862fffffffff,8.0,0.0,0.0
83a864fffffffff,2.0,0.0,0.0
83a866fffffffff,23.0,0.0,0.0
83a86bfffffffff,3.0,0.0,0.0
83a870fffffffff,5.0,0.0,0.0
83a871fffffffff,2.0,0.0,0.0
83a873fffffffff,2.0,0.0,0.0
83a874fffffffff,2.0,0.0,0.0
83a875fffffffff,14.0,0.0,0.0
83a876fffffffff,7.0,0.0,0.0
83a881fffffffff,6.0,0.0,0.0
83a888fffffffff,2.0,0.0,0.0
83a889fffffffff,10.0,0.0,0.0
83a88bfffffffff,11.0,0.0,0.0
83a88cfffffffff,6.0,0.0,3.0
83a88dfffffffff,10.0,0.0,1.0
83a88efffffffff,37.0,0.0,4.0
83a8a9fffffffff,3.0,0.0,0.0
83a8adfffffffff,5.0,0.0,0.0
83a8c0fffffffff,141.0,0.0,0.0
83a8c1fffffffff,2.0,0.0,0.0
83a8c2fffffffff,56.0,0.0,16.0
83a8c3fffffffff,4.0,0.0,0.0
83a8c4fffffffff,17.0,0.0,0.0
83a8c6fffffffff,10.0,0.0,0.0
83a8ccfffffffff,2.0,0.0,2.0
83a8cdfffffffff,2.0,0.0,0.0
83a8cefffffffff,3.0,0.0,1.0
83a8d0fffffffff,1.0,0.0,0.0
83a8d1fffffffff,76.0,0.0,0.0
83a8d3fffffffff,3.0,0.0,0.0
83a8d4fffffffff,16.0,0.0,0.0
83a8d9fffffffff,2.0,0.0,0.0
83a8dafffffffff,4.0,0.0,0.0
83a8ddfffffffff,2.0,0.0,0.0
83a8defffffffff,74.0,0.0,5.0
83a8e1fffffffff,3.0,0.0,0.0
83a8e6fffffffff,10.0,0.0,1.0
83a8ecfffffffff,15.0,0.0,4.0
83a8eefffffffff,2.0,0.0,0.0
83a8f0fffffffff,1.0,0.0,1.0
83a8f1fffffffff,3.0,0.0,1.0
83a8f4fffffffff,24.0,0.0,2.0
83a8f5fffffffff,4.0,0.0,0.0
83a8f6fffffffff,3.0,0.0,0.0
83a943fffffffff,3.0,0.0,0.0
