cell_id,Campylorhynchus turdinus,Campylorhynchus turdinus turdinus/hypostictus,Campylorhynchus turdinus unicolor
8466eadffffffff,1.0,0.0,0.0
8466ec1ffffffff,19.0,0.0,0.0
8466ec5ffffffff,38.0,0.0,0.0
8466ec7ffffffff,235.0,0.0,0.0
8466ec9ffffffff,2.0,0.0,0.0
8466ecbffffffff,116.0,0.0,0.0
8466ee5ffffffff,63.0,0.0,0.0
8466eebffffffff,4.0,0.0,0.0
8466eedffffffff,7.0,0.0,0.0
8480293ffffffff,3.0,0.0,0.0
8480619ffffffff,14.0,0.0,0.0
848066bffffffff,6.0,0.0,0.0
8480713ffffffff,2.0,0.0,0.0
8480745ffffffff,2.0,0.0,0.0
8481303ffffffff,3.0,0.0,0.0
8481321ffffffff,4.0,0.0,0.0
8481323ffffffff,14.0,0.0,0.0
8481327ffffffff,10.0,0.0,0.0
8481329ffffffff,10.0,0.0,0.0
848132dffffffff,6.0,0.0,0.0
8481331ffffffff,2.0,0.0,0.0
8481335ffffffff,8.0,0.0,0.0
8481339ffffffff,10.0,0.0,0.0
848133dffffffff,7.0,0.0,0.0
8481343ffffffff,2.0,0.0,0.0
8481363ffffffff,159.0,0.0,0.0
8481485ffffffff,1.0,0.0,0.0
84814a1ffffffff,4.0,0.0,0.0
84814a9ffffffff,33.0,0.0,0.0
84814adffffffff,73.0,1.0,0.0
84814d5ffffffff,64.0,0.0,0.0
84814d7ffffffff,1.0,0.0,0.0
84814d9ffffffff,8.0,0.0,0.0
84814dbffffffff,2.0,0.0,0.0
84814e3ffffffff,11.0,0.0,0.0
84814e5ffffffff,17.0,0.0,0.0
84814e7ffffffff,100.0,0.0,0.0
8481583ffffffff,2.0,0.0,0.0
84815a1ffffffff,2.0,0.0,0.0
84815a7ffffffff,2.0,0.0,0.0
84815abffffffff,5.0,0.0,0.0
84815d3ffffffff,4.0,0.0,0.0
84815d7ffffffff,2.0,0.0,0.0
84815d9ffffffff,18.0,0.0,0.0
84815dbffffffff,17.0,0.0,0.0
84815e9ffffffff,2.0,0.0,0.0
848a003ffffffff,25.0,3.0,0.0
848a01dffffffff,5.0,2.0,0.0
848a051ffffffff,2.0,0.0,0.0
848a059ffffffff,4.0,0.0,0.0
848a05bffffffff,2.0,0.0,0.0
848a05dffffffff,14.0,0.0,0.0
848a069ffffffff,2.0,0.0,0.0
848a121ffffffff,2.0,0.0,0.0
848a155ffffffff,2.0,0.0,0.0
848a217ffffffff,1.0,0.0,0.0
848a233ffffffff,7.0,0.0,0.0
848a23bffffffff,4.0,0.0,0.0
848a249ffffffff,4.0,0.0,0.0
848a25bffffffff,6.0,0.0,0.0
848a313ffffffff,3.0,0.0,0.0
848a317ffffffff,3.0,0.0,0.0
848a451ffffffff,76.0,0.0,0.0
848a453ffffffff,1.0,0.0,0.0
848a457ffffffff,3.0,0.0,0.0
848a459ffffffff,58.0,1.0,0.0
848a45bffffffff,95.0,0.0,0.0
848a45dffffffff,168.0,0.0,0.0
848a637ffffffff,2.0,0.0,0.0
848a68bffffffff,22.0,0.0,0.0
848a699ffffffff,133.0,0.0,0.0
848a69dffffffff,5.0,0.0,0.0
848a6d1ffffffff,3.0,0.0,0.0
848a6d3ffffffff,174.0,0.0,0.0
848a6d7ffffffff,258.0,0.0,0.0
848a6d9ffffffff,164.0,0.0,0.0
848a6dbffffffff,118.0,0.0,0.0
848a70bffffffff,4.0,0.0,0.0
848a809ffffffff,14.0,1.0,0.0
848a925ffffffff,10.0,0.0,0.0
848a927ffffffff,3.0,0.0,0.0
848a963ffffffff,4.0,0.0,0.0
848a9cdffffffff,20.0,0.0,0.0
848aadbffffffff,3.0,0.0,0.0
848ab65ffffffff,3.0,0.0,0.0
848ae5bffffffff,5.0,0.0,0.0
848af45ffffffff,25.0,3.0,0.0
848af69ffffffff,38.0,0.0,0.0
848b001ffffffff,1.0,0.0,0.0
848b009ffffffff,3.0,0.0,0.0
848b00bffffffff,3.0,0.0,0.0
848b01bffffffff,1.0,0.0,0.0
848b01dffffffff,1.0,0.0,0.0
848b043ffffffff,1.0,0.0,0.0
848b045ffffffff,13.0,0.0,0.0
848b05dffffffff,11.0,0.0,0.0
848b061ffffffff,2.0,0.0,0.0
848b065ffffffff,1.0,0.0,0.0
848b069ffffffff,2.0,0.0,0.0
848b06dffffffff,5.0,0.0,0.0
848b085ffffffff,4.0,0.0,0.0
848b089ffffffff,1.0,0.0,0.0
848b08bffffffff,8.0,0.0,0.0
848b08dffffffff,2.0,0.0,0.0
848b0b5ffffffff,2.0,0.0,0.0
848b0bdffffffff,1.0,0.0,0.0
848b0c1ffffffff,9.0,0.0,0.0
848b0c3ffffffff,5.0,0.0,0.0
848b0c7ffffffff,3.0,0.0,0.0
848b0c9ffffffff,69.0,0.0,0.0
848b0cbffffffff,3.0,0.0,0.0
848b0cdffffffff,13.0,0.0,0.0
848b0d1ffffffff,2.0,0.0,0.0
848b0d3ffffffff,2.0,0.0,0.0
848b0d5ffffffff,13.0,0.0,0.0
848b0d9ffffffff,6.0,0.0,0.0
848b0dbffffffff,5.0,0.0,0.0
848b0e7ffffffff,1.0,0.0,0.0
848b105ffffffff,6.0,0.0,0.0
848b10dffffffff,8.0,0.0,0.0
848b11dffffffff,2.0,0.0,0.0
848b131ffffffff,2.0,0.0,0.0
848b1cdffffffff,2.0,0.0,0.0
848b1dbffffffff,3.0,0.0,0.0
848b1e1ffffffff,5.0,0.0,0.0
848b205ffffffff,41.0,0.0,0.0
848b213ffffffff,6.0,0.0,0.0
848b221ffffffff,248.0,0.0,0.0
848b223ffffffff,331.0,0.0,0.0
848b225ffffffff,9.0,0.0,0.0
848b227ffffffff,10.0,0.0,0.0
848b229ffffffff,17.0,0.0,0.0
848b22bffffffff,9.0,0.0,0.0
848b22dffffffff,434.0,0.0,0.0
848b235ffffffff,7.0,0.0,0.0
848b23bffffffff,7.0,0.0,0.0
848b23dffffffff,7.0,0.0,0.0
848b261ffffffff,3.0,0.0,0.0
848b267ffffffff,3.0,0.0,0.0
848b269ffffffff,1.0,0.0,0.0
848b2a5ffffffff,51.0,0.0,0.0
848b2a7ffffffff,57.0,0.0,0.0
848b2b1ffffffff,1.0,0.0,0.0
848b2b3ffffffff,1.0,0.0,0.0
848b2c5ffffffff,6.0,0.0,0.0
848b2e9ffffffff,33.0,0.0,0.0
848b2ebffffffff,1.0,0.0,0.0
848b2edffffffff,4.0,0.0,0.0
848b315ffffffff,65.0,0.0,0.0
848b319ffffffff,2.0,0.0,0.0
848b31bffffffff,4.0,0.0,0.0
848b335ffffffff,2.0,0.0,0.0
848b363ffffffff,10.0,0.0,0.0
848b367ffffffff,2.0,0.0,0.0
848b36dffffffff,1.0,0.0,0.0
848b401ffffffff,53.0,0.0,0.0
848b40bffffffff,26.0,0.0,0.0
848b40dffffffff,4.0,0.0,0.0
848b445ffffffff,3.0,0.0,0.0
848b447ffffffff,3.0,0.0,0.0
848b449ffffffff,6.0,0.0,0.0
848b44bffffffff,124.0,0.0,0.0
848b44dffffffff,221.0,3.0,0.0
848b459ffffffff,30.0,0.0,0.0
848b469ffffffff,8.0,0.0,0.0
848b46bffffffff,2.0,0.0,0.0
848b493ffffffff,2.0,0.0,0.0
848b4e5ffffffff,10.0,1.0,0.0
848b4e9ffffffff,4.0,0.0,0.0
848b513ffffffff,3.0,0.0,0.0
848b529ffffffff,7.0,0.0,0.0
848b52dffffffff,1.0,0.0,0.0
848b563ffffffff,15.0,0.0,0.0
848b567ffffffff,4.0,0.0,0.0
848b5c3ffffffff,4.0,0.0,0.0
848b5cdffffffff,50.0,8.0,0.0
848b617ffffffff,80.0,0.0,0.0
848b623ffffffff,5.0,3.0,0.0
848b627ffffffff,72.0,0.0,0.0
848b631ffffffff,5.0,0.0,0.0
848b635ffffffff,16.0,0.0,0.0
848b637ffffffff,296.0,0.0,0.0
848b639ffffffff,2.0,0.0,0.0
848b63bffffffff,101.0,0.0,0.0
848b683ffffffff,6.0,0.0,0.0
848b691ffffffff,8.0,0.0,0.0
848b693ffffffff,11.0,0.0,0.0
848b695ffffffff,7.0,0.0,0.0
848b697ffffffff,4.0,0.0,0.0
848b69bffffffff,2.0,0.0,0.0
848b6bbffffffff,2.0,0.0,0.0
848b6c3ffffffff,1.0,0.0,0.0
848b6e5ffffffff,36.0,0.0,0.0
848b6e7ffffffff,75.0,0.0,0.0
848b6edffffffff,59.0,3.0,0.0
848b709ffffffff,11.0,0.0,0.0
848b713ffffffff,908.0,4.0,0.0
848b717ffffffff,17.0,0.0,0.0
848b71bffffffff,39.0,0.0,0.0
848b729ffffffff,3.0,0.0,0.0
848b745ffffffff,22.0,0.0,0.0
848b747ffffffff,6.0,0.0,0.0
848b757ffffffff,2.0,0.0,0.0
848b761ffffffff,19.0,0.0,0.0
848b763ffffffff,1.0,0.0,0.0
848b765ffffffff,6.0,0.0,0.0
848b767ffffffff,4.0,0.0,0.0
848b76bffffffff,45.0,0.0,0.0
848b821ffffffff,2.0,0.0,0.0
848b829ffffffff,1.0,0.0,0.0
848b839ffffffff,1.0,0.0,0.0
848b849ffffffff,26.0,0.0,0.0
848b867ffffffff,2.0,0.0,0.0
848b881ffffffff,4.0,0.0,0.0
848b885ffffffff,2.0,0.0,0.0
848b889ffffffff,12.0,0.0,0.0
848b8a5ffffffff,4.0,0.0,0.0
848b8dbffffffff,2.0,0.0,0.0
848b999ffffffff,8.0,0.0,0.0
848b99dffffffff,6.0,0.0,0.0
848b9c9ffffffff,1.0,0.0,0.0
848b9d1ffffffff,98.0,0.0,0.0
848b9d5ffffffff,95.0,0.0,0.0
848ba09ffffffff,4.0,0.0,0.0
848ba0dffffffff,3.0,0.0,0.0
848ba25ffffffff,4.0,0.0,0.0
848ba2dffffffff,1.0,0.0,0.0
848ba47ffffffff,8.0,0.0,0.0
848ba55ffffffff,35.0,0.0,0.0
848ba5dffffffff,4.0,0.0,0.0
848ba63ffffffff,57.0,0.0,0.0
848ba65ffffffff,70.0,0.0,0.0
848ba67ffffffff,1.0,0.0,0.0
848ba6dffffffff,41.0,0.0,0.0
848bb53ffffffff,11.0,0.0,0.0
848bb59ffffffff,515.0,0.0,0.0
848e641ffffffff,1.0,0.0,0.0
848e643ffffffff,3.0,0.0,0.0
848e64bffffffff,35.0,0.0,0.0
848e651ffffffff,14.0,0.0,0.0
848e659ffffffff,2.0,0.0,0.0
848e65bffffffff,3.0,0.0,0.0
848e65dffffffff,3.0,0.0,0.0
848e6c9ffffffff,2.0,0.0,0.0
848f29bffffffff,1.0,0.0,0.0
848f401ffffffff,34.0,0.0,0.0
848f405ffffffff,1.0,0.0,0.0
848f407ffffffff,2.0,0.0,0.0
848f40dffffffff,6.0,0.0,0.0
848f435ffffffff,3.0,0.0,0.0
848f437ffffffff,1.0,0.0,0.0
848f439ffffffff,157.0,0.0,0.0
848f44bffffffff,16.0,0.0,0.0
848f455ffffffff,5.0,0.0,0.0
848f461ffffffff,193.0,0.0,0.0
848f463ffffffff,138.0,0.0,0.0
848f465ffffffff,82.0,0.0,0.0
848f467ffffffff,18.0,0.0,0.0
848f46bffffffff,4.0,0.0,0.0
848f46dffffffff,6.0,0.0,0.0
848f489ffffffff,18.0,0.0,0.0
848f48bffffffff,2.0,0.0,0.0
848f48dffffffff,40.0,0.0,0.0
848f4a5ffffffff,2.0,0.0,0.0
848f4adffffffff,5.0,0.0,0.0
848f4b3ffffffff,23.0,0.0,0.0
848f4c7ffffffff,52.0,0.0,0.0
848f4e3ffffffff,1.0,0.0,0.0
848f553ffffffff,2.0,0.0,0.0
848f59bffffffff,2.0,0.0,0.0
848f5d3ffffffff,23.0,0.0,0.0
848f611ffffffff,14.0,0.0,0.0
848f613ffffffff,52.0,0.0,0.0
848f617ffffffff,1.0,0.0,0.0
848f61bffffffff,98.0,0.0,0.0
848f625ffffffff,2.0,0.0,0.0
848f633ffffffff,1.0,0.0,0.0
848f635ffffffff,1.0,0.0,0.0
848f657ffffffff,2.0,0.0,0.0
848f6b5ffffffff,6.0,0.0,0.0
848f6cdffffffff,4.0,0.0,0.0
848f6e1ffffffff,3.0,0.0,0.0
848f6e9ffffffff,61.0,0.0,0.0
848f6ebffffffff,4.0,0.0,0.0
848f6edffffffff,15.0,0.0,0.0
848f705ffffffff,58.0,0.0,0.0
848f70dffffffff,3.0,0.0,0.0
848f719ffffffff,2.0,0.0,0.0
848f71bffffffff,6.0,0.0,0.0
848f729ffffffff,69.0,0.0,0.0
848f72bffffffff,208.0,0.0,0.0
848f733ffffffff,50.0,0.0,0.0
848f737ffffffff,22.0,0.0,0.0
848f73dffffffff,1.0,0.0,0.0
848f741ffffffff,5.0,0.0,0.0
848f745ffffffff,36.0,0.0,0.0
848f74bffffffff,13.0,0.0,0.0
848f74dffffffff,50.0,0.0,0.0
848f763ffffffff,63.0,0.0,0.0
848f76bffffffff,37.0,0.0,0.0
84a5969ffffffff,2.0,0.0,0.0
84a8293ffffffff,2.0,0.0,0.0
84a829bffffffff,2.0,0.0,0.0
84a82d3ffffffff,28.0,0.0,0.0
84a82dbffffffff,8.0,0.0,0.0
84a8403ffffffff,144.0,0.0,0.0
84a8405ffffffff,19.0,0.0,0.0
84a840dffffffff,258.0,0.0,0.0
84a8411ffffffff,32.0,0.0,0.0
84a8413ffffffff,18.0,0.0,0.0
84a8415ffffffff,2.0,0.0,0.0
84a8417ffffffff,2.0,0.0,0.0
84a841dffffffff,2.0,0.0,0.0
84a8421ffffffff,21.0,0.0,0.0
84a842bffffffff,12.0,0.0,0.0
84a8439ffffffff,9.0,0.0,0.0
84a8441ffffffff,10.0,0.0,0.0
84a8447ffffffff,11.0,0.0,0.0
84a844dffffffff,88.0,0.0,0.0
84a845bffffffff,52.0,0.0,0.0
84a8461ffffffff,32.0,0.0,0.0
84a8463ffffffff,296.0,0.0,0.0
84a8465ffffffff,14.0,0.0,0.0
84a8469ffffffff,1.0,0.0,0.0
84a846bffffffff,4.0,0.0,0.0
84a84a3ffffffff,5.0,0.0,0.0
84a84a5ffffffff,11.0,0.0,0.0
84a84b9ffffffff,1.0,0.0,0.0
84a84d9ffffffff,9.0,0.0,0.0
84a84e1ffffffff,6.0,0.0,0.0
84a84e7ffffffff,7.0,0.0,0.0
84a84edffffffff,10.0,0.0,0.0
84a8513ffffffff,1.0,0.0,0.0
84a8519ffffffff,2.0,0.0,0.0
84a851bffffffff,2.0,0.0,0.0
84a8553ffffffff,1.0,0.0,0.0
84a8559ffffffff,6.0,0.0,0.0
84a855dffffffff,40.0,0.0,0.0
84a8591ffffffff,1615.0,0.0,0.0
84a8593ffffffff,14.0,0.0,0.0
84a8597ffffffff,5.0,0.0,0.0
84a8599ffffffff,501.0,0.0,0.0
84a859bffffffff,23.0,0.0,0.0
84a85a1ffffffff,7.0,0.0,0.0
84a85a7ffffffff,6.0,0.0,0.0
84a85b3ffffffff,40.0,0.0,0.0
84a85b7ffffffff,2.0,0.0,0.0
84a85b9ffffffff,21.0,0.0,0.0
84a85c3ffffffff,1.0,0.0,0.0
84a85cbffffffff,1.0,0.0,0.0
84a85d1ffffffff,2.0,0.0,0.0
84a85d3ffffffff,855.0,0.0,0.0
84a85d7ffffffff,97.0,0.0,0.0
84a8601ffffffff,8.0,0.0,0.0
84a8605ffffffff,33.0,0.0,0.0
84a8607ffffffff,2.0,0.0,0.0
84a860dffffffff,5.0,0.0,0.0
84a8621ffffffff,2.0,0.0,0.0
84a8629ffffffff,41.0,0.0,0.0
84a862bffffffff,2.0,0.0,0.0
84a862dffffffff,17.0,0.0,0.0
84a8639ffffffff,9.0,0.0,0.0
84a863dffffffff,2.0,0.0,0.0
84a8645ffffffff,5.0,0.0,0.0
84a8647ffffffff,8.0,0.0,0.0
84a8649ffffffff,1.0,0.0,0.0
84a864bffffffff,1.0,0.0,0.0
84a8663ffffffff,2.0,0.0,0.0
84a866bffffffff,13.0,0.0,0.0
84a86b7ffffffff,2.0,0.0,0.0
84a86e7ffffffff,8.0,0.0,0.0
84a8701ffffffff,29.0,0.0,0.0
84a8705ffffffff,5.0,0.0,0.0
84a8709ffffffff,1.0,0.0,0.0
84a870bffffffff,3.0,0.0,0.0
84a870dffffffff,1.0,0.0,0.0
84a871bffffffff,62.0,0.0,0.0
84a8731ffffffff,2.0,0.0,0.0
84a8737ffffffff,95.0,0.0,0.0
84a8743ffffffff,1.0,0.0,0.0
84a8751ffffffff,4.0,0.0,0.0
84a8753ffffffff,4.0,0.0,0.0
84a8757ffffffff,1.0,0.0,0.0
84a8759ffffffff,25.0,0.0,0.0
84a875bffffffff,18.0,0.0,0.0
84a875dffffffff,3.0,0.0,0.0
84a8763ffffffff,2.0,0.0,0.0
84a8765ffffffff,1.0,0.0,0.0
84a8769ffffffff,9.0,0.0,0.0
84a876bffffffff,2.0,0.0,0.0
84a876dffffffff,1.0,0.0,0.0
84a8917ffffffff,164.0,0.0,0.0
84a8c9bffffffff,3.0,0.0,0.0
84a940dffffffff,3.0,0.0,0.0
84a9411ffffffff,262.0,0.0,0.0
84a9413ffffffff,38.0,0.0,0.0
84a9417ffffffff,33.0,0.0,0.0
84a9419ffffffff,56.0,0.0,0.0
84a941bffffffff,139.0,0.0,0.0
84a9425ffffffff,3.0,0.0,0.0
84a9427ffffffff,1.0,0.0,0.0
84a9429ffffffff,2.0,0.0,0.0
84a9431ffffffff,16.0,0.0,0.0
84a9433ffffffff,25.0,0.0,0.0
84a9435ffffffff,16.0,0.0,0.0
84a9437ffffffff,34.0,0.0,0.0
84a9439ffffffff,7.0,0.0,0.0
84a943dffffffff,74.0,0.0,0.0
84a9447ffffffff,2.0,0.0,0.0
84a9453ffffffff,34.0,0.0,0.0
84a9457ffffffff,15.0,0.0,0.0
84a945bffffffff,25.0,0.0,0.0
84a9465ffffffff,6.0,0.0,0.0
84a9467ffffffff,8.0,0.0,0.0
84a946dffffffff,2.0,0.0,0.0
84a9483ffffffff,2.0,0.0,0.0
84a948bffffffff,1.0,0.0,0.0
84a948dffffffff,2.0,0.0,0.0
84a94a9ffffffff,2.0,0.0,0.0
84a94b5ffffffff,6.0,0.0,0.0
84a94c1ffffffff,5.0,0.0,0.0
84a94c5ffffffff,5.0,0.0,0.0
84a94c7ffffffff,26.0,0.0,0.0
84a94e1ffffffff,7.0,0.0,0.0
84a94e3ffffffff,29.0,0.0,0.0
84a94e5ffffffff,1120.0,0.0,0.0
84a94e7ffffffff,74.0,0.0,0.0
84a94e9ffffffff,1.0,0.0,0.0
84a94edffffffff,40.0,0.0,0.0
84a9501ffffffff,10.0,0.0,0.0
84a9507ffffffff,3.0,0.0,0.0
84a9509ffffffff,1.0,0.0,0.0
84a9511ffffffff,2.0,0.0,0.0
84a9515ffffffff,29.0,0.0,0.0
84a9517ffffffff,2.0,0.0,0.0
84a951bffffffff,3.0,0.0,0.0
84a951dffffffff,46.0,0.0,0.0
84a9531ffffffff,8.0,0.0,0.0
84a9533ffffffff,14.0,0.0,0.0
84a953bffffffff,515.0,0.0,0.0
84a9557ffffffff,5.0,0.0,0.0
84a955bffffffff,19.0,0.0,0.0
84a9581ffffffff,3.0,0.0,0.0
84a9587ffffffff,1.0,0.0,0.0
84a9595ffffffff,32.0,0.0,0.0
84a9599ffffffff,28.0,0.0,0.0
84a959dffffffff,3.0,0.0,0.0
84a95a5ffffffff,83.0,0.0,0.0
84a95abffffffff,118.0,0.0,0.0
84a95adffffffff,2.0,0.0,0.0
84a95b3ffffffff,7.0,0.0,0.0
84a95b9ffffffff,2.0,0.0,0.0
84a95bbffffffff,18.0,0.0,0.0
84a95c3ffffffff,2.0,0.0,0.0
84a95c5ffffffff,33.0,0.0,0.0
84a95c9ffffffff,23.0,0.0,0.0
84a95d1ffffffff,50.0,0.0,0.0
84a95d3ffffffff,8.0,0.0,0.0
84a95d5ffffffff,2.0,0.0,0.0
84a95d7ffffffff,4.0,0.0,0.0
84a95d9ffffffff,125.0,0.0,0.0
84a95dbffffffff,221.0,0.0,0.0
84a95e5ffffffff,17.0,0.0,0.0
84a95e9ffffffff,2.0,0.0,0.0
84a95edffffffff,1001.0,0.0,0.0
84a9611ffffffff,3.0,0.0,0.0
84a9613ffffffff,8.0,0.0,0.0
84a9617ffffffff,10.0,0.0,0.0
84a96a3ffffffff,2.0,0.0,0.0
84a96a5ffffffff,3.0,0.0,0.0
84a96a7ffffffff,51.0,0.0,0.0
84a96a9ffffffff,2.0,0.0,0.0
84a96adffffffff,83.0,0.0,0.0
84a96e1ffffffff,10.0,0.0,0.0
84a96e7ffffffff,36.0,0.0,0.0
84b366dffffffff,3.0,0.0,0.0
