cell_id,Pyriglena maura,Pyriglena maura pacifica,Pyriglena maura castanoptera,Pyriglena maura picea,Pyriglena maura [maura Group]
848f421ffffffff,42.0,0.0,0.0,0.0,0.0
848f425ffffffff,3.0,0.0,0.0,0.0,0.0
848f427ffffffff,2.0,0.0,0.0,0.0,0.0
848f429ffffffff,2.0,0.0,0.0,0.0,0.0
848f42dffffffff,4.0,0.0,0.0,0.0,0.0
848f439ffffffff,1.0,0.0,0.0,0.0,0.0
848f461ffffffff,2.0,0.0,0.0,0.0,0.0
848f463ffffffff,3.0,0.0,0.0,0.0,0.0
848f465ffffffff,2.0,0.0,0.0,0.0,0.0
848f467ffffffff,4.0,0.0,0.0,0.0,0.0
848f4a7ffffffff,4.0,0.0,0.0,0.0,0.0
848f4adffffffff,8.0,0.0,0.0,0.0,0.0
848f4e5ffffffff,6.0,0.0,0.0,0.0,0.0
848f541ffffffff,4.0,0.0,0.0,0.0,0.0
848f549ffffffff,7.0,0.0,0.0,0.0,0.0
848f5cbffffffff,2.0,0.0,0.0,0.0,0.0
848f5d7ffffffff,12.0,0.0,0.0,0.0,0.0
848f5d9ffffffff,3.0,0.0,0.0,0.0,0.0
848f705ffffffff,24.0,0.0,0.0,0.0,0.0
848f721ffffffff,11.0,0.0,1.0,0.0,0.0
848f727ffffffff,3.0,0.0,0.0,0.0,0.0
848f729ffffffff,25.0,0.0,0.0,0.0,0.0
848f72bffffffff,4.0,0.0,0.0,0.0,0.0
848f733ffffffff,153.0,0.0,0.0,0.0,0.0
848f745ffffffff,1.0,0.0,0.0,0.0,0.0
848f763ffffffff,3.0,0.0,0.0,0.0,0.0
848f76bffffffff,25.0,0.0,0.0,0.0,0.0
84a8411ffffffff,10.0,0.0,0.0,0.0,0.0
84a8413ffffffff,4.0,0.0,0.0,0.0,0.0
84a845bffffffff,4.0,0.0,0.0,0.0,0.0
84a8495ffffffff,1.0,0.0,0.0,0.0,0.0
84a84d9ffffffff,3.0,0.0,0.0,0.0,0.0
84a8591ffffffff,3.0,0.0,0.0,0.0,0.0
84b324bffffffff,13.0,0.0,0.0,0.0,0.0
84b3253ffffffff,7.0,0.0,0.0,0.0,0.0
84b325bffffffff,2.0,0.0,0.0,0.0,0.0
84b3665ffffffff,2.0,0.0,0.0,0.0,0.0
84b3667ffffffff,1.0,0.0,0.0,0.0,0.0
84b366dffffffff,9.0,0.0,0.0,0.0,0.0
