cell_id,Petrochelidon fulva,Petrochelidon fulva [fulva Group],Petrochelidon fulva pallida,Petrochelidon fulva citata
844444bffffffff,10.0,0.0,0.0,0.0
8444451ffffffff,2.0,0.0,0.0,0.0
8444453ffffffff,10.0,0.0,0.0,0.0
8444457ffffffff,2.0,0.0,0.0,0.0
8444459ffffffff,252.0,0.0,8.0,0.0
844445bffffffff,7.0,0.0,1.0,0.0
844445dffffffff,35.0,0.0,0.0,0.0
8444461ffffffff,2.0,0.0,0.0,0.0
8444463ffffffff,3.0,0.0,0.0,0.0
8444465ffffffff,12.0,0.0,0.0,0.0
8444467ffffffff,3.0,0.0,0.0,0.0
8444469ffffffff,2.0,0.0,0.0,0.0
844448bffffffff,12.0,0.0,0.0,0.0
8444499ffffffff,4.0,0.0,1.0,0.0
844449dffffffff,5.0,0.0,0.0,0.0
84444a5ffffffff,12.0,0.0,0.0,0.0
84444c1ffffffff,5.0,0.0,0.0,0.0
84444c3ffffffff,3.0,0.0,0.0,0.0
84444c7ffffffff,4.0,0.0,0.0,0.0
84444c9ffffffff,2.0,0.0,0.0,0.0
84444cdffffffff,2.0,0.0,0.0,0.0
84444d3ffffffff,2.0,0.0,0.0,0.0
84444dbffffffff,2.0,0.0,0.0,0.0
8444501ffffffff,4.0,0.0,0.0,0.0
8444509ffffffff,11.0,0.0,0.0,0.0
844450dffffffff,28.0,0.0,2.0,0.0
8444529ffffffff,3.0,0.0,0.0,0.0
844452dffffffff,1.0,0.0,0.0,0.0
8444551ffffffff,21.0,0.0,0.0,0.0
8444555ffffffff,12.0,0.0,0.0,0.0
844455bffffffff,4.0,0.0,0.0,0.0
8444563ffffffff,2.0,0.0,0.0,0.0
8444599ffffffff,1.0,0.0,0.0,0.0
844459bffffffff,2.0,0.0,0.0,0.0
8444633ffffffff,76.0,0.0,0.0,0.0
8444681ffffffff,8.0,0.0,0.0,0.0
8444683ffffffff,2.0,0.0,0.0,0.0
8444687ffffffff,1.0,0.0,0.0,0.0
844468bffffffff,2.0,0.0,0.0,0.0
8444693ffffffff,4.0,0.0,0.0,0.0
8444695ffffffff,5.0,0.0,0.0,0.0
8444697ffffffff,1.0,0.0,0.0,0.0
844469dffffffff,3.0,0.0,0.0,0.0
84446a3ffffffff,2.0,0.0,0.0,0.0
84446a7ffffffff,2.0,0.0,0.0,0.0
84446abffffffff,4.0,0.0,0.0,0.0
84446b7ffffffff,10.0,0.0,2.0,0.0
84446b9ffffffff,23.0,0.0,0.0,0.0
84446bdffffffff,2.0,0.0,0.0,0.0
84446c3ffffffff,2.0,0.0,0.0,0.0
84446c7ffffffff,4.0,0.0,0.0,0.0
84446d1ffffffff,2.0,0.0,0.0,0.0
84446d5ffffffff,6.0,0.0,0.0,0.0
84446d7ffffffff,14.0,0.0,0.0,0.0
84446ddffffffff,4.0,0.0,1.0,0.0
84446e5ffffffff,15.0,0.0,0.0,0.0
84446edffffffff,36.0,0.0,0.0,0.0
8444731ffffffff,2.0,0.0,0.0,0.0
844473bffffffff,31.0,0.0,0.0,0.0
8444a13ffffffff,13.0,0.0,0.0,0.0
8444a19ffffffff,59.0,27.0,0.0,0.0
8444a1bffffffff,2.0,0.0,0.0,0.0
8444a37ffffffff,7.0,0.0,0.0,0.0
8444a53ffffffff,2.0,0.0,2.0,0.0
8444a5bffffffff,2.0,0.0,0.0,0.0
8444a83ffffffff,2.0,0.0,0.0,0.0
8444a8dffffffff,2.0,0.0,0.0,0.0
8444a93ffffffff,45.0,0.0,0.0,0.0
8444a95ffffffff,17.0,0.0,0.0,0.0
8444abbffffffff,1.0,0.0,0.0,0.0
8444ac1ffffffff,12.0,0.0,0.0,0.0
8444ac5ffffffff,149.0,6.0,0.0,0.0
8444ac7ffffffff,108.0,1.0,0.0,0.0
8444ac9ffffffff,30.0,2.0,0.0,0.0
8444acdffffffff,1.0,0.0,0.0,0.0
8444ae9ffffffff,8.0,0.0,0.0,0.0
8444b69ffffffff,8.0,0.0,0.0,0.0
8444d01ffffffff,3.0,0.0,0.0,0.0
8444d07ffffffff,4.0,0.0,0.0,0.0
8444d23ffffffff,24.0,0.0,0.0,0.0
8444d2bffffffff,2.0,0.0,0.0,0.0
8444d3dffffffff,1.0,0.0,0.0,0.0
8444d5dffffffff,3.0,0.0,0.0,0.0
8444dbdffffffff,2.0,0.0,0.0,0.0
8444dd3ffffffff,4.0,0.0,0.0,0.0
8444e47ffffffff,4.0,0.0,0.0,0.0
8444e63ffffffff,11.0,0.0,1.0,0.0
8444e6bffffffff,2.0,0.0,0.0,0.0
8444ee5ffffffff,29.0,0.0,14.0,0.0
8444f05ffffffff,2.0,0.0,0.0,0.0
8444f31ffffffff,2.0,0.0,0.0,0.0
8444f35ffffffff,5.0,0.0,0.0,0.0
8444f3dffffffff,3.0,0.0,0.0,0.0
8444f43ffffffff,9.0,0.0,0.0,0.0
8444f6bffffffff,2.0,0.0,0.0,0.0
8444f6dffffffff,2.0,0.0,0.0,0.0
8445053ffffffff,3.0,0.0,0.0,0.0
844505bffffffff,3.0,0.0,0.0,0.0
84450d3ffffffff,4.0,0.0,0.0,0.0
8445205ffffffff,2.0,0.0,0.0,0.0
8445215ffffffff,44.0,0.0,6.0,0.0
8445233ffffffff,3.0,0.0,0.0,0.0
844523bffffffff,2.0,0.0,0.0,0.0
8445289ffffffff,2.0,0.0,0.0,0.0
84452adffffffff,6.0,0.0,0.0,0.0
84452c1ffffffff,3.0,0.0,0.0,0.0
84452c5ffffffff,1.0,0.0,0.0,0.0
84452c7ffffffff,11.0,0.0,0.0,0.0
84452e1ffffffff,2.0,0.0,0.0,0.0
84452e3ffffffff,8.0,0.0,0.0,0.0
84452edffffffff,4.0,0.0,0.0,0.0
8445889ffffffff,4.0,2.0,0.0,0.0
8445913ffffffff,2.0,2.0,0.0,0.0
8445a33ffffffff,5.0,0.0,0.0,0.0
8445b07ffffffff,2.0,2.0,0.0,0.0
8445b21ffffffff,22.0,21.0,0.0,0.0
8445b23ffffffff,7.0,7.0,0.0,0.0
8445b27ffffffff,14.0,10.0,0.0,0.0
8445b29ffffffff,29.0,24.0,0.0,0.0
8445b2bffffffff,10.0,8.0,0.0,0.0
8445b2dffffffff,42.0,37.0,0.0,0.0
8448059ffffffff,3.0,0.0,0.0,0.0
844880dffffffff,1.0,0.0,0.0,0.0
84488a7ffffffff,5.0,0.0,0.0,0.0
84488b3ffffffff,1.0,0.0,0.0,0.0
84488b7ffffffff,2.0,0.0,0.0,0.0
84488e9ffffffff,2.0,0.0,2.0,0.0
84488edffffffff,2.0,0.0,0.0,0.0
8448903ffffffff,1.0,0.0,0.0,0.0
844890bffffffff,2.0,0.0,0.0,0.0
8448937ffffffff,3.0,0.0,0.0,0.0
844893dffffffff,2.0,0.0,0.0,0.0
8448951ffffffff,40.0,0.0,7.0,0.0
8448953ffffffff,2.0,0.0,0.0,0.0
8448955ffffffff,1.0,0.0,0.0,0.0
8448959ffffffff,1.0,0.0,0.0,0.0
844895bffffffff,2.0,0.0,0.0,0.0
8448991ffffffff,8.0,0.0,0.0,0.0
8448993ffffffff,2.0,0.0,0.0,0.0
8448997ffffffff,11.0,0.0,0.0,0.0
844899bffffffff,2.0,0.0,0.0,0.0
84489a5ffffffff,7.0,0.0,0.0,0.0
84489c1ffffffff,9.0,0.0,0.0,0.0
84489cdffffffff,9.0,0.0,0.0,0.0
84489d3ffffffff,6.0,0.0,0.0,0.0
84489e1ffffffff,2.0,0.0,0.0,0.0
84489e3ffffffff,7.0,0.0,0.0,0.0
84489e9ffffffff,6.0,0.0,6.0,0.0
8448a27ffffffff,2.0,0.0,0.0,0.0
8448ab3ffffffff,5.0,0.0,3.0,0.0
8448ab7ffffffff,2.0,0.0,0.0,0.0
8448b13ffffffff,7.0,0.0,7.0,0.0
8448b23ffffffff,2.0,0.0,0.0,0.0
8448b39ffffffff,4.0,0.0,0.0,0.0
8448b3dffffffff,2.0,0.0,2.0,0.0
8448c05ffffffff,14.0,0.0,0.0,0.0
8448c07ffffffff,6.0,0.0,0.0,0.0
8448c35ffffffff,8.0,0.0,0.0,0.0
8448d03ffffffff,9.0,0.0,3.0,0.0
8448d07ffffffff,2.0,0.0,0.0,0.0
8448d0dffffffff,2.0,0.0,0.0,0.0
8448d2bffffffff,1.0,0.0,0.0,0.0
8448d2dffffffff,2.0,0.0,2.0,0.0
8448d33ffffffff,10.0,0.0,0.0,0.0
8448d35ffffffff,1.0,0.0,0.0,0.0
8448d37ffffffff,32.0,0.0,0.0,0.0
8448d39ffffffff,2.0,0.0,0.0,0.0
8448d3dffffffff,8.0,0.0,0.0,0.0
8448d43ffffffff,17.0,0.0,0.0,0.0
8448d69ffffffff,2.0,0.0,0.0,0.0
8448e85ffffffff,10.0,0.0,0.0,0.0
8448ea3ffffffff,6.0,0.0,0.0,0.0
8448ebbffffffff,4.0,0.0,0.0,0.0
8448f25ffffffff,2.0,0.0,0.0,0.0
8448f27ffffffff,1.0,0.0,0.0,0.0
8448f2bffffffff,1.0,0.0,0.0,0.0
8448f3dffffffff,5.0,0.0,0.0,0.0
8449815ffffffff,4.0,0.0,0.0,0.0
8449831ffffffff,4.0,0.0,0.0,0.0
844983dffffffff,5.0,0.0,1.0,0.0
844992bffffffff,2.0,0.0,0.0,0.0
8449961ffffffff,1.0,0.0,0.0,0.0
8449965ffffffff,78.0,0.0,0.0,0.0
8449967ffffffff,3.0,0.0,0.0,0.0
8449969ffffffff,2.0,0.0,0.0,0.0
8449a21ffffffff,4.0,0.0,0.0,0.0
8449b33ffffffff,1.0,0.0,1.0,0.0
844c883ffffffff,4.0,0.0,0.0,0.0
844c887ffffffff,8.0,0.0,0.0,0.0
844c8b9ffffffff,2.0,0.0,0.0,0.0
844c907ffffffff,1.0,0.0,0.0,0.0
844cc0bffffffff,15.0,2.0,0.0,0.0
844cc51ffffffff,10.0,10.0,0.0,0.0
844cc53ffffffff,4.0,4.0,0.0,0.0
844cc55ffffffff,1.0,1.0,0.0,0.0
844cc57ffffffff,3.0,3.0,0.0,0.0
844cc59ffffffff,17.0,17.0,0.0,0.0
844cc5bffffffff,14.0,14.0,0.0,0.0
844cc5dffffffff,9.0,5.0,0.0,0.0
844cd25ffffffff,4.0,4.0,0.0,0.0
844cd55ffffffff,11.0,11.0,0.0,0.0
844cd59ffffffff,3.0,3.0,0.0,0.0
844ce85ffffffff,5.0,0.0,0.0,0.0
844cea9ffffffff,8.0,5.0,0.0,0.0
844cee3ffffffff,8.0,8.0,0.0,0.0
844cee5ffffffff,2.0,2.0,0.0,0.0
844cee7ffffffff,22.0,22.0,0.0,0.0
845e5ddffffffff,1.0,0.0,0.0,0.0
8466a5bffffffff,3.0,0.0,0.0,0.0
8466b59ffffffff,2.0,0.0,0.0,0.0
8467253ffffffff,4.0,4.0,0.0,0.0
8467305ffffffff,2.0,2.0,0.0,0.0
8467329ffffffff,4.0,4.0,0.0,0.0
846732dffffffff,1.0,1.0,0.0,0.0
8467363ffffffff,8.0,6.0,0.0,0.0
8467367ffffffff,24.0,24.0,0.0,0.0
8467447ffffffff,2.0,2.0,0.0,0.0
8467461ffffffff,2.0,0.0,0.0,0.0
8467523ffffffff,6.0,0.0,0.0,0.0
8467835ffffffff,2.0,0.0,0.0,0.0
846d069ffffffff,8.0,0.0,0.0,0.0
846d231ffffffff,4.0,0.0,0.0,0.0
846d23bffffffff,2.0,0.0,0.0,0.0
846d295ffffffff,2.0,0.0,0.0,0.0
846d297ffffffff,22.0,0.0,0.0,0.0
846d299ffffffff,1.0,0.0,0.0,0.0
846d2a3ffffffff,19.0,0.0,0.0,0.0
846d2b9ffffffff,4.0,0.0,0.0,0.0
846d2d7ffffffff,13.0,0.0,0.0,0.0
846d313ffffffff,5.0,0.0,0.0,0.0
846d601ffffffff,10.0,0.0,2.0,0.0
846d605ffffffff,11.0,0.0,2.0,0.0
846d607ffffffff,5.0,0.0,0.0,0.0
846d609ffffffff,4.0,0.0,0.0,0.0
846d60dffffffff,6.0,0.0,0.0,0.0
846d613ffffffff,5.0,0.0,1.0,0.0
846d615ffffffff,2.0,0.0,0.0,0.0
846d663ffffffff,3.0,0.0,0.0,0.0
846d683ffffffff,2.0,0.0,0.0,0.0
846d68bffffffff,5.0,0.0,0.0,0.0
846d695ffffffff,21.0,0.0,0.0,0.0
846d697ffffffff,9.0,0.0,0.0,0.0
846d6b9ffffffff,13.0,0.0,0.0,0.0
846d6c3ffffffff,7.0,0.0,0.0,0.0
846d747ffffffff,1.0,0.0,0.0,0.0
846d749ffffffff,2.0,0.0,0.0,0.0
846d74bffffffff,5.0,0.0,0.0,0.0
846d75dffffffff,2.0,0.0,0.0,0.0
846d769ffffffff,10.0,0.0,0.0,0.0
846d76dffffffff,8.0,0.0,0.0,0.0
