cell_id,Aegithalos caudatus,Aegithalos caudatus caudatus,Aegithalos caudatus [europaeus Group],Aegithalos caudatus [alpinus Group]
832d33fffffffff,406.0,0.0,0.0,10.0
832d34fffffffff,10.0,0.0,0.0,0.0
832d35fffffffff,55.0,0.0,0.0,0.0
832d36fffffffff,17.0,0.0,0.0,0.0
832d51fffffffff,2.0,0.0,0.0,0.0
832d54fffffffff,4.0,0.0,0.0,0.0
832d56fffffffff,6.0,0.0,0.0,0.0
832d64fffffffff,33.0,0.0,0.0,0.0
832d72fffffffff,7.0,0.0,0.0,0.0
832d73fffffffff,3.0,0.0,0.0,0.0
832da1fffffffff,7.0,0.0,0.0,0.0
832da5fffffffff,21.0,0.0,0.0,2.0
832da8fffffffff,10.0,0.0,0.0,0.0
832da9fffffffff,2.0,0.0,0.0,0.0
832dacfffffffff,37.0,0.0,0.0,7.0
832e08fffffffff,2.0,0.0,0.0,0.0
832e0afffffffff,1.0,0.0,0.0,0.0
832e0cfffffffff,8.0,0.0,0.0,0.0
832e0dfffffffff,5.0,0.0,0.0,0.0
832e0efffffffff,1.0,0.0,1.0,0.0
832e13fffffffff,23.0,12.0,0.0,0.0
832e19fffffffff,1.0,0.0,0.0,0.0
832e1afffffffff,2.0,0.0,0.0,0.0
832e1bfffffffff,36.0,2.0,0.0,0.0
832e1efffffffff,5.0,1.0,0.0,0.0
832e29fffffffff,22.0,0.0,10.0,0.0
832e2bfffffffff,3.0,0.0,0.0,0.0
832e2dfffffffff,3.0,0.0,0.0,0.0
832e44fffffffff,7.0,0.0,0.0,0.0
832e60fffffffff,23.0,0.0,0.0,0.0
832e61fffffffff,253.0,0.0,11.0,0.0
832e62fffffffff,9.0,0.0,0.0,0.0
832e63fffffffff,10.0,0.0,2.0,0.0
832e64fffffffff,5.0,0.0,0.0,0.0
832e65fffffffff,1.0,0.0,0.0,0.0
832e66fffffffff,9.0,0.0,0.0,0.0
832e68fffffffff,381.0,0.0,0.0,0.0
832e69fffffffff,13.0,0.0,0.0,0.0
832e6cfffffffff,21.0,0.0,0.0,0.0
832e6dfffffffff,98.0,0.0,0.0,0.0
832e6efffffffff,3.0,0.0,2.0,0.0
832e70fffffffff,1.0,0.0,0.0,0.0
832e74fffffffff,95.0,0.0,2.0,0.0
832e75fffffffff,372.0,0.0,39.0,0.0
832e88fffffffff,2.0,0.0,0.0,0.0
832ea8fffffffff,1.0,0.0,0.0,0.0
832eacfffffffff,91.0,46.0,0.0,0.0
832eadfffffffff,140.0,52.0,0.0,0.0
832ec2fffffffff,7.0,5.0,0.0,0.0
832ec9fffffffff,6.0,0.0,0.0,0.0
832ecbfffffffff,15.0,0.0,0.0,0.0
832ecdfffffffff,9.0,0.0,0.0,0.0
832ed9fffffffff,2.0,2.0,0.0,0.0
832ef6fffffffff,6.0,0.0,0.0,0.0
832f58fffffffff,6.0,0.0,0.0,0.0
832f59fffffffff,2.0,0.0,0.0,0.0
832f5afffffffff,237.0,0.0,22.0,0.0
832f5bfffffffff,251.0,0.0,81.0,0.0
833006fffffffff,1.0,0.0,0.0,0.0
833019fffffffff,41.0,3.0,1.0,0.0
833021fffffffff,1.0,0.0,0.0,0.0
833025fffffffff,18.0,8.0,0.0,0.0
83302bfffffffff,6.0,2.0,0.0,0.0
83302efffffffff,2.0,0.0,0.0,0.0
8330c0fffffffff,24.0,0.0,2.0,0.0
8330c1fffffffff,64.0,0.0,1.0,0.0
8330c3fffffffff,3.0,0.0,0.0,0.0
8330c4fffffffff,32.0,0.0,1.0,0.0
8330c5fffffffff,6.0,0.0,0.0,0.0
8330c6fffffffff,37.0,0.0,0.0,0.0
8330cefffffffff,5.0,0.0,0.0,0.0
8330d1fffffffff,17.0,0.0,0.0,0.0
8330d5fffffffff,7.0,0.0,0.0,0.0
8330d9fffffffff,6.0,0.0,0.0,0.0
8330e0fffffffff,193.0,6.0,4.0,0.0
8330e1fffffffff,357.0,1.0,12.0,0.0
8330e2fffffffff,30.0,0.0,4.0,0.0
8330e3fffffffff,215.0,0.0,0.0,0.0
8330e5fffffffff,71.0,1.0,6.0,0.0
8330e8fffffffff,9.0,0.0,0.0,0.0
8330eafffffffff,5.0,0.0,0.0,0.0
8330ecfffffffff,15.0,0.0,0.0,0.0
8330eefffffffff,13.0,0.0,0.0,0.0
8330f3fffffffff,2.0,0.0,0.0,0.0
833119fffffffff,2.0,2.0,0.0,0.0
833126fffffffff,16.0,0.0,0.0,0.0
83312efffffffff,2.0,0.0,0.0,0.0
833134fffffffff,1.0,0.0,0.0,0.0
833145fffffffff,4.0,3.0,0.0,0.0
833146fffffffff,3.0,0.0,0.0,0.0
833150fffffffff,1.0,0.0,0.0,0.0
833155fffffffff,2.0,0.0,0.0,0.0
833159fffffffff,6.0,0.0,4.0,0.0
83315bfffffffff,8.0,0.0,0.0,0.0
833163fffffffff,3.0,3.0,0.0,0.0
83316cfffffffff,37.0,20.0,0.0,0.0
83316efffffffff,28.0,5.0,0.0,0.0
833176fffffffff,2.0,0.0,0.0,0.0
83318dfffffffff,1.0,1.0,0.0,0.0
8331aafffffffff,19.0,7.0,0.0,0.0
833824fffffffff,146.0,0.0,4.0,0.0
833825fffffffff,431.0,0.0,0.0,0.0
833900fffffffff,989.0,0.0,6.0,0.0
833901fffffffff,1523.0,0.0,0.0,0.0
833902fffffffff,268.0,0.0,0.0,0.0
833903fffffffff,521.0,0.0,0.0,0.0
833904fffffffff,1548.0,0.0,0.0,0.0
833905fffffffff,1060.0,0.0,0.0,0.0
833906fffffffff,940.0,0.0,2.0,0.0
833908fffffffff,42.0,0.0,0.0,0.0
833909fffffffff,53.0,0.0,0.0,0.0
83390afffffffff,547.0,0.0,17.0,0.0
83390bfffffffff,272.0,0.0,2.0,0.0
83390cfffffffff,3393.0,0.0,44.0,0.0
83390dfffffffff,237.0,0.0,0.0,0.0
83390efffffffff,251.0,0.0,0.0,0.0
833910fffffffff,430.0,0.0,0.0,4.0
833911fffffffff,821.0,0.0,0.0,6.0
833915fffffffff,713.0,0.0,0.0,0.0
833918fffffffff,695.0,0.0,2.0,0.0
833919fffffffff,689.0,0.0,3.0,0.0
83391afffffffff,149.0,0.0,11.0,0.0
83391cfffffffff,259.0,0.0,0.0,0.0
83391dfffffffff,168.0,0.0,0.0,0.0
83391efffffffff,567.0,0.0,2.0,0.0
833920fffffffff,651.0,0.0,2.0,0.0
833921fffffffff,318.0,0.0,2.0,0.0
833922fffffffff,1377.0,0.0,6.0,0.0
833923fffffffff,1195.0,0.0,2.0,0.0
833924fffffffff,58.0,0.0,0.0,0.0
833925fffffffff,785.0,0.0,0.0,0.0
833928fffffffff,236.0,0.0,0.0,0.0
833929fffffffff,2007.0,0.0,0.0,0.0
83392afffffffff,854.0,0.0,0.0,0.0
83392bfffffffff,1735.0,0.0,23.0,0.0
83392cfffffffff,835.0,0.0,0.0,0.0
83392dfffffffff,1200.0,0.0,3.0,0.0
83392efffffffff,636.0,0.0,0.0,0.0
833931fffffffff,607.0,0.0,0.0,0.0
833933fffffffff,975.0,0.0,0.0,0.0
833944fffffffff,2461.0,0.0,18.0,5.0
833945fffffffff,257.0,0.0,3.0,0.0
833946fffffffff,53.0,0.0,0.0,0.0
833950fffffffff,40.0,0.0,0.0,0.0
833954fffffffff,616.0,0.0,0.0,0.0
833956fffffffff,951.0,0.0,0.0,0.0
833960fffffffff,123.0,0.0,3.0,0.0
833961fffffffff,20.0,0.0,0.0,0.0
833962fffffffff,400.0,0.0,6.0,0.0
833963fffffffff,74.0,0.0,2.0,0.0
833964fffffffff,29.0,0.0,1.0,0.0
833965fffffffff,11.0,0.0,1.0,0.0
833966fffffffff,70.0,0.0,5.0,0.0
833968fffffffff,73.0,0.0,7.0,0.0
833969fffffffff,51.0,0.0,2.0,0.0
83396cfffffffff,187.0,0.0,14.0,0.0
83396dfffffffff,118.0,0.0,13.0,0.0
83396efffffffff,27.0,0.0,2.0,0.0
833970fffffffff,294.0,0.0,0.0,0.0
833971fffffffff,409.0,0.0,9.0,1.0
833972fffffffff,92.0,0.0,0.0,0.0
833973fffffffff,103.0,0.0,0.0,0.0
833974fffffffff,573.0,0.0,0.0,0.0
833975fffffffff,885.0,0.0,12.0,0.0
833976fffffffff,587.0,0.0,0.0,0.0
833f24fffffffff,1.0,0.0,0.0,0.0
833f26fffffffff,2.0,0.0,0.0,0.0
833f28fffffffff,7.0,0.0,0.0,0.0
833f29fffffffff,7.0,0.0,0.0,0.0
833f2dfffffffff,47.0,0.0,0.0,0.0
833f35fffffffff,2.0,0.0,0.0,0.0
833f45fffffffff,5.0,0.0,0.0,0.0
833f60fffffffff,62.0,0.0,0.0,0.0
833f61fffffffff,90.0,0.0,0.0,0.0
833f62fffffffff,30.0,0.0,0.0,0.0
833f63fffffffff,39.0,0.0,0.0,0.0
833f64fffffffff,73.0,0.0,0.0,2.0
833f65fffffffff,17.0,0.0,0.0,0.0
833f66fffffffff,13.0,0.0,0.0,0.0
833f68fffffffff,58.0,0.0,0.0,5.0
833f69fffffffff,9.0,0.0,0.0,0.0
833f6cfffffffff,22.0,0.0,0.0,2.0
833f6dfffffffff,14.0,0.0,0.0,3.0
833f6efffffffff,29.0,0.0,0.0,1.0
834326fffffffff,6.0,0.0,0.0,0.0
834335fffffffff,1.0,0.0,0.0,0.0
834b60fffffffff,9.0,0.0,0.0,0.0
834b62fffffffff,7.0,0.0,4.0,0.0
834b64fffffffff,26.0,0.0,0.0,0.0
834b65fffffffff,29.0,0.0,0.0,0.0
834b66fffffffff,9.0,0.0,2.0,0.0
834b6dfffffffff,3.0,0.0,0.0,0.0
834b73fffffffff,2.0,0.0,0.0,0.0
834b75fffffffff,171.0,0.0,17.0,0.0
