cell_id,Megarynchus pitangua,Megarynchus pitangua [mexicanus Group],Megarynchus pitangua pitangua,Megarynchus pitangua chrysogaster
844524bffffffff,180.0,0.0,0.0,0.0
844524dffffffff,26.0,0.0,0.0,0.0
8445251ffffffff,48.0,25.0,0.0,0.0
8445253ffffffff,21.0,11.0,0.0,0.0
8445255ffffffff,306.0,0.0,0.0,0.0
8445257ffffffff,108.0,6.0,0.0,0.0
8445259ffffffff,1.0,0.0,0.0,0.0
844525bffffffff,274.0,83.0,0.0,0.0
844525dffffffff,39.0,6.0,0.0,0.0
8445261ffffffff,77.0,0.0,0.0,0.0
8445263ffffffff,845.0,0.0,0.0,0.0
8445265ffffffff,4.0,0.0,0.0,0.0
8445267ffffffff,18.0,0.0,0.0,0.0
8445269ffffffff,58.0,0.0,0.0,0.0
844526bffffffff,605.0,0.0,0.0,0.0
844526dffffffff,16.0,0.0,0.0,0.0
8445281ffffffff,2.0,0.0,0.0,0.0
8445283ffffffff,30.0,8.0,0.0,0.0
8445285ffffffff,37.0,0.0,0.0,0.0
8445287ffffffff,126.0,22.0,0.0,0.0
8445289ffffffff,314.0,0.0,0.0,0.0
844528dffffffff,64.0,4.0,0.0,0.0
8445291ffffffff,2.0,0.0,0.0,0.0
8445295ffffffff,3.0,0.0,0.0,0.0
8445297ffffffff,31.0,0.0,0.0,0.0
8445299ffffffff,1.0,0.0,0.0,0.0
844529bffffffff,16.0,3.0,0.0,0.0
84452a1ffffffff,55.0,2.0,0.0,0.0
84452a3ffffffff,21.0,2.0,0.0,0.0
84452a5ffffffff,513.0,0.0,0.0,0.0
84452a7ffffffff,77.0,2.0,0.0,0.0
84452a9ffffffff,241.0,2.0,0.0,0.0
84452abffffffff,41.0,3.0,0.0,0.0
84452adffffffff,1031.0,8.0,0.0,0.0
84452b5ffffffff,31.0,0.0,0.0,0.0
84452b9ffffffff,85.0,2.0,0.0,0.0
84452bdffffffff,295.0,23.0,0.0,0.0
84452c1ffffffff,57.0,6.0,0.0,0.0
84452c3ffffffff,397.0,37.0,0.0,0.0
84452c5ffffffff,165.0,20.0,0.0,0.0
84452c7ffffffff,567.0,26.0,0.0,0.0
84452c9ffffffff,42.0,0.0,0.0,0.0
84452cbffffffff,25.0,0.0,0.0,0.0
84452cdffffffff,15.0,0.0,0.0,0.0
84452d5ffffffff,2.0,0.0,0.0,0.0
84452d7ffffffff,2.0,0.0,0.0,0.0
84452d9ffffffff,59.0,17.0,0.0,0.0
84452dbffffffff,30.0,0.0,0.0,0.0
84452ddffffffff,4.0,0.0,0.0,0.0
84452e1ffffffff,4702.0,4.0,0.0,0.0
84452e3ffffffff,275.0,0.0,0.0,0.0
84452e5ffffffff,1116.0,4.0,0.0,0.0
84452e7ffffffff,194.0,0.0,0.0,0.0
84452e9ffffffff,109.0,0.0,0.0,0.0
84452ebffffffff,879.0,69.0,0.0,0.0
84452edffffffff,107.0,0.0,0.0,0.0
8445303ffffffff,11.0,0.0,0.0,0.0
8445305ffffffff,6.0,0.0,0.0,0.0
8445307ffffffff,5.0,0.0,0.0,0.0
8445309ffffffff,27.0,0.0,0.0,0.0
844530bffffffff,2.0,0.0,0.0,0.0
844530dffffffff,12.0,0.0,0.0,0.0
8445319ffffffff,174.0,0.0,0.0,0.0
8445321ffffffff,20.0,0.0,0.0,0.0
8445329ffffffff,2.0,0.0,0.0,0.0
844532bffffffff,122.0,0.0,0.0,0.0
8445343ffffffff,192.0,0.0,0.0,0.0
8445345ffffffff,4.0,0.0,0.0,0.0
8445347ffffffff,9.0,0.0,0.0,0.0
8445349ffffffff,9.0,0.0,0.0,0.0
844534dffffffff,12.0,0.0,0.0,0.0
8445351ffffffff,31.0,0.0,0.0,0.0
8445353ffffffff,76.0,0.0,0.0,0.0
8445355ffffffff,41.0,0.0,0.0,0.0
8445357ffffffff,19.0,0.0,0.0,0.0
8445359ffffffff,12.0,0.0,0.0,0.0
844535bffffffff,2.0,0.0,0.0,0.0
844535dffffffff,8.0,0.0,0.0,0.0
8445363ffffffff,11.0,0.0,0.0,0.0
8445365ffffffff,96.0,0.0,0.0,0.0
8445367ffffffff,19.0,0.0,0.0,0.0
844536bffffffff,7.0,0.0,0.0,0.0
8445649ffffffff,65.0,0.0,0.0,0.0
84456dbffffffff,2.0,0.0,0.0,0.0
8445721ffffffff,69.0,20.0,0.0,0.0
8445723ffffffff,2.0,2.0,0.0,0.0
8445725ffffffff,371.0,17.0,0.0,0.0
8445727ffffffff,7.0,2.0,0.0,0.0
844572dffffffff,3.0,0.0,0.0,0.0
8445745ffffffff,3.0,0.0,0.0,0.0
8445749ffffffff,2.0,0.0,0.0,0.0
844574dffffffff,3.0,0.0,0.0,0.0
8445761ffffffff,18.0,0.0,0.0,0.0
8445765ffffffff,4.0,0.0,0.0,0.0
8445767ffffffff,9.0,1.0,0.0,0.0
8445769ffffffff,1.0,0.0,0.0,0.0
844802bffffffff,11.0,0.0,0.0,0.0
8448065ffffffff,3.0,0.0,0.0,0.0
844806dffffffff,2.0,0.0,0.0,0.0
8448331ffffffff,5.0,0.0,0.0,0.0
8448333ffffffff,2.0,0.0,0.0,0.0
8448337ffffffff,6.0,0.0,0.0,0.0
844833bffffffff,18.0,0.0,0.0,0.0
8448361ffffffff,724.0,0.0,0.0,0.0
8448363ffffffff,35.0,0.0,0.0,0.0
8448365ffffffff,13.0,0.0,0.0,0.0
8448367ffffffff,12.0,0.0,0.0,0.0
8448369ffffffff,362.0,0.0,0.0,0.0
844836dffffffff,38.0,0.0,0.0,0.0
8449809ffffffff,6.0,0.0,0.0,0.0
8449901ffffffff,18.0,0.0,0.0,0.0
8449903ffffffff,13.0,0.0,0.0,0.0
8449905ffffffff,19.0,6.0,0.0,0.0
8449907ffffffff,8.0,1.0,0.0,0.0
8449911ffffffff,8.0,0.0,0.0,0.0
8449913ffffffff,20.0,0.0,0.0,0.0
8449917ffffffff,2.0,0.0,0.0,0.0
844991bffffffff,1.0,0.0,0.0,0.0
844991dffffffff,10.0,0.0,0.0,0.0
8449929ffffffff,7.0,0.0,0.0,0.0
844992bffffffff,31.0,4.0,0.0,0.0
844993bffffffff,6.0,3.0,0.0,0.0
844993dffffffff,8.0,0.0,0.0,0.0
8449945ffffffff,2.0,0.0,0.0,0.0
8449961ffffffff,639.0,102.0,0.0,0.0
8449963ffffffff,2205.0,1057.0,0.0,0.0
8449965ffffffff,2735.0,98.0,0.0,0.0
8449967ffffffff,502.0,33.0,0.0,0.0
8449969ffffffff,953.0,14.0,0.0,0.0
844996bffffffff,146.0,5.0,0.0,0.0
844996dffffffff,98.0,8.0,0.0,0.0
8449981ffffffff,57.0,0.0,0.0,0.0
8449983ffffffff,1.0,0.0,0.0,0.0
8449985ffffffff,3.0,1.0,0.0,0.0
8449987ffffffff,399.0,33.0,0.0,0.0
844998dffffffff,3.0,0.0,0.0,0.0
84499abffffffff,2.0,0.0,0.0,0.0
84499b1ffffffff,10.0,4.0,0.0,0.0
84499b5ffffffff,2.0,0.0,0.0,0.0
84499b7ffffffff,4.0,0.0,0.0,0.0
84499bdffffffff,1.0,0.0,0.0,0.0
84499c1ffffffff,6.0,0.0,0.0,0.0
84499c5ffffffff,45.0,1.0,0.0,0.0
84499c7ffffffff,2.0,0.0,0.0,0.0
84499cdffffffff,26.0,0.0,0.0,0.0
84499e3ffffffff,13.0,0.0,0.0,0.0
84499e5ffffffff,1.0,0.0,0.0,0.0
84499e9ffffffff,4.0,0.0,0.0,0.0
84499ebffffffff,37.0,0.0,0.0,0.0
84499edffffffff,2.0,0.0,0.0,0.0
8449a81ffffffff,39.0,0.0,0.0,0.0
8449a83ffffffff,2.0,0.0,0.0,0.0
8449a85ffffffff,60.0,0.0,0.0,0.0
8449a8bffffffff,3.0,0.0,0.0,0.0
8449a8dffffffff,7.0,0.0,0.0,0.0
8449a91ffffffff,152.0,14.0,0.0,0.0
8449a93ffffffff,309.0,43.0,0.0,0.0
8449a95ffffffff,5.0,0.0,0.0,0.0
8449a97ffffffff,134.0,2.0,0.0,0.0
8449abdffffffff,2.0,0.0,0.0,0.0
8449ad5ffffffff,1.0,0.0,0.0,0.0
8449ae1ffffffff,1.0,0.0,0.0,0.0
8449ae3ffffffff,5.0,0.0,0.0,0.0
8449ae9ffffffff,1.0,0.0,0.0,0.0
8449b17ffffffff,1.0,0.0,0.0,0.0
8449b19ffffffff,26.0,0.0,0.0,0.0
8449b21ffffffff,2.0,0.0,0.0,0.0
8449b53ffffffff,30.0,0.0,0.0,0.0
8449b57ffffffff,24.0,0.0,0.0,0.0
8449b65ffffffff,2.0,0.0,0.0,0.0
8449b67ffffffff,2.0,0.0,0.0,0.0
8449b6dffffffff,3.0,0.0,0.0,0.0
845f03dffffffff,51.0,0.0,0.0,0.0
845f083ffffffff,26.0,0.0,0.0,0.0
845f08bffffffff,14.0,0.0,0.0,0.0
845f095ffffffff,237.0,0.0,0.0,0.0
845f09dffffffff,9.0,0.0,0.0,0.0
845f0d7ffffffff,22.0,0.0,0.0,0.0
845f0e3ffffffff,2.0,0.0,0.0,0.0
845f117ffffffff,2.0,0.0,0.0,0.0
845f129ffffffff,2.0,0.0,0.0,0.0
845f12bffffffff,14.0,0.0,0.0,0.0
845f131ffffffff,4.0,0.0,0.0,0.0
845f13bffffffff,2.0,0.0,0.0,0.0
845f13dffffffff,9.0,0.0,0.0,0.0
845f143ffffffff,6.0,0.0,0.0,0.0
845f161ffffffff,2.0,0.0,0.0,0.0
845f1c3ffffffff,51.0,0.0,0.0,0.0
845f1c9ffffffff,2.0,0.0,0.0,0.0
845f1cbffffffff,56.0,0.0,0.0,0.0
845f1ddffffffff,1.0,0.0,0.0,0.0
845f1e9ffffffff,12.0,0.0,0.0,0.0
845f223ffffffff,6.0,0.0,0.0,0.0
845f227ffffffff,10.0,0.0,0.0,0.0
845f291ffffffff,52.0,0.0,2.0,0.0
845f295ffffffff,46.0,0.0,0.0,0.0
845f297ffffffff,11.0,0.0,0.0,0.0
845f299ffffffff,55.0,0.0,0.0,0.0
845f29dffffffff,76.0,0.0,0.0,0.0
845f2b1ffffffff,4.0,0.0,0.0,0.0
845f2b3ffffffff,3.0,0.0,0.0,0.0
845f2b9ffffffff,4.0,0.0,0.0,0.0
845f2bbffffffff,109.0,0.0,0.0,0.0
845f2d1ffffffff,39.0,0.0,0.0,0.0
845f2d3ffffffff,19.0,0.0,0.0,0.0
845f2d5ffffffff,8.0,0.0,0.0,0.0
845f2d7ffffffff,10.0,0.0,0.0,0.0
845f2dbffffffff,5.0,0.0,0.0,0.0
845f403ffffffff,5.0,0.0,0.0,0.0
845f407ffffffff,26.0,0.0,2.0,0.0
845f40dffffffff,2.0,0.0,0.0,0.0
845f411ffffffff,1.0,0.0,0.0,0.0
845f415ffffffff,11.0,0.0,0.0,0.0
845f417ffffffff,1.0,0.0,0.0,0.0
845f423ffffffff,1.0,0.0,0.0,0.0
845f42bffffffff,39.0,0.0,2.0,0.0
845f435ffffffff,1.0,0.0,0.0,0.0
845f437ffffffff,1.0,0.0,0.0,0.0
845f439ffffffff,2.0,0.0,0.0,0.0
845f445ffffffff,1.0,0.0,0.0,0.0
845f463ffffffff,1.0,0.0,0.0,0.0
845f46bffffffff,1.0,0.0,0.0,0.0
845f483ffffffff,8.0,0.0,0.0,0.0
845f485ffffffff,6.0,0.0,0.0,0.0
845f487ffffffff,48.0,0.0,0.0,0.0
845f491ffffffff,14.0,0.0,0.0,0.0
845f49bffffffff,1.0,0.0,0.0,0.0
845f4a3ffffffff,4.0,0.0,0.0,0.0
845f4a9ffffffff,13.0,0.0,0.0,0.0
845f4abffffffff,14.0,0.0,0.0,0.0
845f4b5ffffffff,1.0,0.0,0.0,0.0
845f4b9ffffffff,10.0,0.0,0.0,0.0
845f4bdffffffff,46.0,0.0,0.0,0.0
845f4e7ffffffff,6.0,0.0,0.0,0.0
845f56bffffffff,3.0,0.0,0.0,0.0
845f581ffffffff,9.0,0.0,0.0,0.0
845f583ffffffff,911.0,0.0,0.0,0.0
845f587ffffffff,1.0,0.0,0.0,0.0
845f58bffffffff,2.0,0.0,0.0,0.0
845f595ffffffff,26.0,0.0,0.0,0.0
845f5b9ffffffff,118.0,0.0,0.0,0.0
845f5d7ffffffff,5.0,0.0,0.0,0.0
845f5dbffffffff,1.0,0.0,0.0,0.0
845f625ffffffff,1.0,0.0,0.0,0.0
845f683ffffffff,8.0,0.0,0.0,0.0
845f689ffffffff,4.0,0.0,0.0,0.0
845f68bffffffff,7.0,0.0,0.0,0.0
845f711ffffffff,2.0,0.0,0.0,0.0
845f713ffffffff,2.0,0.0,0.0,0.0
845f719ffffffff,1.0,0.0,0.0,0.0
845f755ffffffff,4.0,0.0,0.0,0.0
845f759ffffffff,35.0,0.0,0.0,0.0
845f75dffffffff,3.0,0.0,0.0,0.0
8466001ffffffff,1.0,0.0,0.0,0.0
8466005ffffffff,12.0,0.0,0.0,0.0
8466009ffffffff,2.0,0.0,0.0,0.0
846600dffffffff,2.0,0.0,0.0,0.0
8466017ffffffff,3.0,0.0,0.0,0.0
846601bffffffff,15.0,0.0,2.0,0.0
8466021ffffffff,139.0,0.0,0.0,0.0
8466023ffffffff,46.0,0.0,0.0,0.0
8466025ffffffff,59.0,0.0,0.0,0.0
8466027ffffffff,9.0,0.0,0.0,0.0
8466029ffffffff,54.0,0.0,0.0,0.0
846602bffffffff,20.0,0.0,0.0,0.0
8466035ffffffff,10.0,0.0,0.0,0.0
846603dffffffff,6.0,0.0,0.0,0.0
8466043ffffffff,5.0,0.0,0.0,0.0
8466045ffffffff,74.0,0.0,0.0,0.0
8466047ffffffff,17.0,0.0,0.0,0.0
846604dffffffff,1.0,0.0,0.0,0.0
8466053ffffffff,3.0,0.0,0.0,0.0
8466057ffffffff,5.0,0.0,0.0,0.0
8466059ffffffff,3.0,0.0,0.0,0.0
8466061ffffffff,8.0,0.0,0.0,0.0
8466063ffffffff,13.0,0.0,0.0,0.0
8466067ffffffff,70.0,0.0,0.0,0.0
8466069ffffffff,7.0,0.0,0.0,0.0
846606bffffffff,17.0,0.0,0.0,0.0
8466081ffffffff,140.0,0.0,0.0,0.0
8466085ffffffff,2.0,0.0,0.0,0.0
8466087ffffffff,19.0,0.0,0.0,0.0
8466089ffffffff,251.0,0.0,0.0,0.0
846608dffffffff,552.0,0.0,8.0,0.0
8466091ffffffff,6.0,0.0,0.0,0.0
8466093ffffffff,12.0,0.0,0.0,0.0
8466097ffffffff,31.0,0.0,0.0,0.0
8466099ffffffff,10.0,0.0,0.0,0.0
846609bffffffff,2.0,0.0,0.0,0.0
84660a1ffffffff,30.0,0.0,0.0,0.0
84660a3ffffffff,5.0,0.0,0.0,0.0
84660a5ffffffff,75.0,0.0,0.0,0.0
84660a7ffffffff,177.0,0.0,7.0,0.0
84660a9ffffffff,4.0,0.0,0.0,0.0
84660abffffffff,6.0,0.0,0.0,0.0
84660adffffffff,27.0,0.0,0.0,0.0
84660b3ffffffff,11.0,0.0,0.0,0.0
84660b7ffffffff,8.0,0.0,0.0,0.0
84660bbffffffff,2.0,0.0,0.0,0.0
84660bdffffffff,6.0,0.0,0.0,0.0
84660c1ffffffff,18.0,0.0,0.0,0.0
84660c5ffffffff,18.0,0.0,0.0,0.0
84660c7ffffffff,50.0,0.0,3.0,0.0
84660cbffffffff,81.0,0.0,0.0,0.0
84660cdffffffff,3.0,0.0,0.0,0.0
84660d1ffffffff,36.0,0.0,1.0,0.0
84660d3ffffffff,23.0,0.0,0.0,0.0
84660d9ffffffff,16.0,0.0,0.0,0.0
84660dbffffffff,4.0,0.0,0.0,0.0
84660ddffffffff,9.0,0.0,1.0,0.0
84660e1ffffffff,71.0,0.0,0.0,0.0
84660e3ffffffff,26.0,0.0,0.0,0.0
84660e5ffffffff,1.0,0.0,0.0,0.0
84660e7ffffffff,26.0,0.0,0.0,0.0
84660e9ffffffff,13.0,0.0,0.0,0.0
84660ebffffffff,75.0,0.0,0.0,0.0
8466103ffffffff,2.0,0.0,0.0,0.0
8466105ffffffff,28.0,0.0,0.0,0.0
8466107ffffffff,682.0,70.0,0.0,0.0
846610bffffffff,2.0,0.0,0.0,0.0
846610dffffffff,5.0,0.0,0.0,0.0
8466111ffffffff,1.0,0.0,0.0,0.0
8466113ffffffff,12.0,0.0,0.0,0.0
8466117ffffffff,5.0,0.0,0.0,0.0
8466119ffffffff,124.0,0.0,0.0,0.0
846611bffffffff,5.0,0.0,0.0,0.0
8466123ffffffff,2.0,0.0,0.0,0.0
8466129ffffffff,31.0,3.0,0.0,0.0
8466131ffffffff,6.0,0.0,0.0,0.0
8466135ffffffff,6.0,0.0,0.0,0.0
8466139ffffffff,469.0,29.0,0.0,0.0
846613dffffffff,11.0,1.0,0.0,0.0
8466153ffffffff,28.0,0.0,0.0,0.0
846615bffffffff,22.0,0.0,0.0,0.0
8466163ffffffff,627.0,70.0,0.0,0.0
8466165ffffffff,58.0,4.0,0.0,0.0
8466167ffffffff,75.0,16.0,0.0,0.0
8466181ffffffff,2.0,0.0,2.0,0.0
8466183ffffffff,1.0,0.0,0.0,0.0
846618bffffffff,2.0,0.0,0.0,0.0
8466191ffffffff,210.0,0.0,15.0,0.0
8466193ffffffff,596.0,0.0,18.0,0.0
8466197ffffffff,54.0,0.0,0.0,0.0
8466199ffffffff,128.0,0.0,0.0,0.0
846619bffffffff,367.0,0.0,14.0,0.0
846619dffffffff,13.0,0.0,3.0,0.0
84661b9ffffffff,2.0,0.0,2.0,0.0
84661c1ffffffff,2.0,0.0,0.0,0.0
84661c5ffffffff,6.0,0.0,0.0,0.0
84661c9ffffffff,5.0,0.0,0.0,0.0
84661cbffffffff,22.0,0.0,0.0,0.0
84661cdffffffff,6.0,0.0,0.0,0.0
84661d1ffffffff,13.0,0.0,0.0,0.0
84661d3ffffffff,22.0,0.0,0.0,0.0
84661d7ffffffff,68.0,0.0,0.0,0.0
84661d9ffffffff,1.0,0.0,0.0,0.0
84661dbffffffff,5.0,0.0,0.0,0.0
84661ddffffffff,11.0,0.0,0.0,0.0
84661ebffffffff,65.0,0.0,0.0,0.0
8466201ffffffff,45.0,0.0,6.0,0.0
8466203ffffffff,24.0,0.0,0.0,0.0
8466205ffffffff,173.0,0.0,11.0,0.0
8466207ffffffff,6.0,0.0,0.0,0.0
846620bffffffff,105.0,0.0,0.0,0.0
8466211ffffffff,13.0,0.0,0.0,0.0
8466213ffffffff,9.0,0.0,0.0,0.0
8466217ffffffff,105.0,0.0,0.0,0.0
8466219ffffffff,40.0,0.0,0.0,0.0
846621bffffffff,11.0,0.0,0.0,0.0
846621dffffffff,3.0,0.0,0.0,0.0
8466221ffffffff,126.0,0.0,7.0,0.0
8466225ffffffff,100.0,0.0,6.0,0.0
8466227ffffffff,107.0,0.0,0.0,0.0
846622bffffffff,1564.0,0.0,181.0,0.0
8466231ffffffff,4.0,0.0,0.0,0.0
8466239ffffffff,1.0,0.0,0.0,0.0
846623bffffffff,91.0,0.0,0.0,0.0
846623dffffffff,9.0,0.0,6.0,0.0
8466257ffffffff,10.0,0.0,0.0,0.0
8466291ffffffff,36.0,0.0,0.0,0.0
8466293ffffffff,11.0,0.0,0.0,0.0
8466295ffffffff,4.0,0.0,0.0,0.0
8466297ffffffff,2.0,0.0,0.0,0.0
8466299ffffffff,4.0,0.0,0.0,0.0
846629bffffffff,26.0,0.0,0.0,0.0
846629dffffffff,29.0,0.0,0.0,0.0
84662a3ffffffff,1.0,0.0,0.0,0.0
84662a7ffffffff,5.0,0.0,0.0,0.0
84662b5ffffffff,49.0,0.0,0.0,0.0
84662b7ffffffff,49.0,0.0,1.0,0.0
84662b9ffffffff,2.0,0.0,0.0,0.0
84662bbffffffff,2.0,0.0,0.0,0.0
84662c9ffffffff,39.0,0.0,0.0,0.0
84662cdffffffff,3.0,0.0,0.0,0.0
84662d3ffffffff,38.0,0.0,0.0,0.0
84662d7ffffffff,2.0,0.0,0.0,0.0
84662d9ffffffff,1.0,0.0,0.0,0.0
84662e1ffffffff,9.0,0.0,0.0,0.0
84662e5ffffffff,47.0,0.0,2.0,0.0
84662e9ffffffff,21.0,0.0,0.0,0.0
84662edffffffff,4.0,0.0,0.0,0.0
8466311ffffffff,52.0,0.0,2.0,0.0
8466313ffffffff,409.0,0.0,8.0,0.0
8466317ffffffff,13.0,0.0,0.0,0.0
846631bffffffff,119.0,0.0,0.0,0.0
846640dffffffff,1.0,0.0,0.0,0.0
8466415ffffffff,6.0,0.0,0.0,0.0
846641dffffffff,14.0,0.0,0.0,0.0
8466441ffffffff,6.0,0.0,0.0,0.0
8466449ffffffff,3.0,0.0,0.0,0.0
8466455ffffffff,1.0,0.0,0.0,0.0
846645dffffffff,7.0,0.0,0.0,0.0
8466505ffffffff,20.0,0.0,0.0,0.0
8466507ffffffff,1.0,0.0,0.0,0.0
8466509ffffffff,14.0,0.0,0.0,0.0
846650dffffffff,2.0,0.0,0.0,0.0
8466525ffffffff,3.0,0.0,0.0,0.0
8466527ffffffff,3.0,0.0,0.0,0.0
8466529ffffffff,163.0,0.0,0.0,0.0
846652bffffffff,3.0,0.0,0.0,0.0
846652dffffffff,219.0,0.0,0.0,0.0
8466537ffffffff,2.0,0.0,0.0,0.0
8466543ffffffff,4.0,0.0,0.0,0.0
8466545ffffffff,73.0,0.0,0.0,0.0
8466547ffffffff,2.0,0.0,0.0,0.0
8466549ffffffff,17.0,0.0,0.0,0.0
846654bffffffff,38.0,0.0,0.0,0.0
846654dffffffff,2.0,0.0,0.0,0.0
8466559ffffffff,1.0,0.0,0.0,0.0
8466561ffffffff,26.0,0.0,0.0,0.0
8466563ffffffff,5.0,0.0,0.0,0.0
8466565ffffffff,74.0,0.0,0.0,0.0
8466567ffffffff,10.0,0.0,0.0,0.0
8466569ffffffff,36.0,0.0,1.0,0.0
846656bffffffff,3.0,0.0,0.0,0.0
846656dffffffff,200.0,0.0,4.0,0.0
84665abffffffff,3.0,0.0,0.0,0.0
84665bdffffffff,3.0,0.0,0.0,0.0
84665e9ffffffff,96.0,0.0,0.0,0.0
846660bffffffff,2.0,0.0,0.0,0.0
846660dffffffff,2.0,0.0,0.0,0.0
846661dffffffff,3.0,0.0,3.0,0.0
8466631ffffffff,10.0,0.0,0.0,0.0
8466637ffffffff,26.0,0.0,2.0,0.0
8466639ffffffff,12.0,0.0,0.0,0.0
846663dffffffff,19.0,0.0,0.0,0.0
8466645ffffffff,2.0,0.0,0.0,0.0
8466647ffffffff,14.0,0.0,0.0,0.0
846664dffffffff,8.0,0.0,0.0,0.0
84666b9ffffffff,2.0,0.0,2.0,0.0
84666c5ffffffff,2.0,0.0,0.0,0.0
8466701ffffffff,1.0,0.0,0.0,0.0
8466705ffffffff,9.0,0.0,0.0,0.0
846670dffffffff,14.0,0.0,0.0,0.0
8466715ffffffff,12.0,0.0,0.0,0.0
846671bffffffff,3.0,0.0,0.0,0.0
8466723ffffffff,2.0,0.0,0.0,0.0
8466725ffffffff,13.0,0.0,0.0,0.0
8466727ffffffff,219.0,0.0,0.0,0.0
8466729ffffffff,2.0,0.0,0.0,0.0
8466731ffffffff,8.0,0.0,0.0,0.0
8466733ffffffff,5.0,0.0,0.0,0.0
8466735ffffffff,12.0,0.0,0.0,0.0
8466737ffffffff,32.0,0.0,0.0,0.0
8466749ffffffff,2.0,0.0,0.0,0.0
846674bffffffff,2.0,0.0,0.0,0.0
8466759ffffffff,1.0,0.0,0.0,0.0
846675dffffffff,12.0,0.0,0.0,0.0
8466765ffffffff,1.0,0.0,0.0,0.0
8466769ffffffff,3.0,0.0,0.0,0.0
846676dffffffff,6.0,0.0,0.0,0.0
8466849ffffffff,1.0,0.0,0.0,0.0
8466a01ffffffff,131.0,4.0,0.0,0.0
