cell_id,Glaucidium brasilianum,Glaucidium brasilianum [brasilianum Group],Glaucidium brasilianum tucumanum
8445267ffffffff,28.0,0.0,0.0
8445269ffffffff,104.0,0.0,0.0
844526bffffffff,454.0,0.0,0.0
844526dffffffff,19.0,0.0,0.0
8445283ffffffff,15.0,2.0,0.0
8445285ffffffff,15.0,0.0,0.0
8445287ffffffff,95.0,17.0,0.0
8445289ffffffff,2.0,0.0,0.0
844528dffffffff,5.0,0.0,0.0
8445297ffffffff,11.0,2.0,0.0
8445299ffffffff,2.0,0.0,0.0
84452a1ffffffff,22.0,2.0,0.0
84452a3ffffffff,28.0,0.0,0.0
84452a5ffffffff,417.0,0.0,0.0
84452a7ffffffff,38.0,4.0,0.0
84452a9ffffffff,8.0,0.0,0.0
84452abffffffff,19.0,0.0,0.0
84452adffffffff,273.0,0.0,0.0
84452b3ffffffff,17.0,0.0,0.0
84452b5ffffffff,34.0,7.0,0.0
84452b9ffffffff,96.0,15.0,0.0
84452bdffffffff,241.0,12.0,0.0
84452c1ffffffff,2.0,0.0,0.0
84452c3ffffffff,77.0,4.0,0.0
84452c5ffffffff,28.0,0.0,0.0
84452c7ffffffff,220.0,1.0,0.0
84452c9ffffffff,3.0,0.0,0.0
84452d7ffffffff,3.0,0.0,0.0
84452d9ffffffff,13.0,0.0,0.0
84452dbffffffff,4.0,0.0,0.0
84452e1ffffffff,1755.0,0.0,0.0
84452e3ffffffff,10.0,0.0,0.0
84452e5ffffffff,340.0,0.0,0.0
84452e7ffffffff,19.0,0.0,0.0
84452e9ffffffff,18.0,0.0,0.0
84452ebffffffff,31.0,0.0,0.0
84452edffffffff,72.0,0.0,0.0
8445301ffffffff,3.0,0.0,0.0
8445303ffffffff,4.0,0.0,0.0
8445305ffffffff,3.0,0.0,0.0
8445307ffffffff,1.0,0.0,0.0
8445309ffffffff,51.0,0.0,0.0
844530dffffffff,2.0,0.0,0.0
8445319ffffffff,112.0,0.0,0.0
844531dffffffff,2.0,0.0,0.0
8445321ffffffff,8.0,0.0,0.0
844532bffffffff,8.0,0.0,0.0
8445343ffffffff,154.0,0.0,0.0
8445347ffffffff,9.0,0.0,0.0
8445349ffffffff,7.0,0.0,0.0
844534bffffffff,4.0,0.0,0.0
844534dffffffff,6.0,0.0,0.0
8445351ffffffff,111.0,0.0,0.0
8445353ffffffff,228.0,0.0,0.0
8445355ffffffff,48.0,0.0,0.0
8445357ffffffff,11.0,0.0,0.0
8445359ffffffff,9.0,0.0,0.0
844535bffffffff,8.0,0.0,0.0
844535dffffffff,15.0,0.0,0.0
8445365ffffffff,31.0,0.0,0.0
8445649ffffffff,19.0,0.0,0.0
84456dbffffffff,4.0,0.0,0.0
8445721ffffffff,161.0,0.0,0.0
8445723ffffffff,25.0,0.0,0.0
8445725ffffffff,279.0,0.0,0.0
8445727ffffffff,15.0,0.0,0.0
844572dffffffff,3.0,0.0,0.0
8445749ffffffff,3.0,0.0,0.0
844574dffffffff,14.0,0.0,0.0
8445761ffffffff,47.0,2.0,0.0
8445765ffffffff,34.0,0.0,0.0
8445767ffffffff,49.0,10.0,0.0
8445769ffffffff,3.0,0.0,0.0
8448029ffffffff,2.0,0.0,0.0
844802bffffffff,37.0,0.0,0.0
8448065ffffffff,46.0,0.0,0.0
8448067ffffffff,6.0,0.0,0.0
844806dffffffff,31.0,0.0,0.0
8448097ffffffff,1.0,0.0,0.0
84480a5ffffffff,10.0,0.0,0.0
84480a9ffffffff,5.0,0.0,0.0
84480adffffffff,599.0,0.0,0.0
84480bdffffffff,2.0,0.0,0.0
84480e5ffffffff,26.0,0.0,0.0
84480edffffffff,2.0,0.0,0.0
8448159ffffffff,5.0,0.0,0.0
844815bffffffff,14.0,0.0,0.0
84481d1ffffffff,2.0,0.0,0.0
84481dbffffffff,24.0,0.0,0.0
8448329ffffffff,10.0,0.0,0.0
844832bffffffff,11.0,7.0,0.0
8448331ffffffff,54.0,0.0,0.0
8448333ffffffff,121.0,0.0,0.0
8448337ffffffff,69.0,0.0,0.0
844833bffffffff,187.0,0.0,0.0
844833dffffffff,4.0,0.0,0.0
8448361ffffffff,749.0,10.0,0.0
8448363ffffffff,1403.0,33.0,0.0
8448365ffffffff,90.0,4.0,0.0
8448367ffffffff,88.0,2.0,0.0
8448369ffffffff,1047.0,25.0,0.0
844836dffffffff,6.0,0.0,0.0
844856bffffffff,2.0,0.0,0.0
844884dffffffff,11.0,0.0,0.0
8448959ffffffff,1.0,0.0,0.0
8448a21ffffffff,619.0,0.0,0.0
8448a23ffffffff,2.0,0.0,0.0
8448a27ffffffff,64.0,0.0,0.0
8448a2dffffffff,22.0,0.0,0.0
8448a65ffffffff,3.0,0.0,0.0
8448b13ffffffff,2.0,0.0,0.0
8448b31ffffffff,80.0,0.0,0.0
8448b37ffffffff,1236.0,29.0,0.0
8448b4dffffffff,2.0,0.0,0.0
8448b51ffffffff,7.0,0.0,0.0
8448b5bffffffff,73.0,0.0,0.0
8448e19ffffffff,4.0,0.0,0.0
8448e1bffffffff,1.0,0.0,0.0
8448e49ffffffff,1.0,0.0,0.0
8448e57ffffffff,2.0,0.0,0.0
8448ee9ffffffff,1.0,0.0,0.0
8449801ffffffff,18.0,0.0,0.0
8449803ffffffff,4.0,0.0,0.0
8449809ffffffff,61.0,0.0,0.0
844980bffffffff,33.0,0.0,0.0
844980dffffffff,16.0,0.0,0.0
844982dffffffff,2.0,0.0,0.0
8449843ffffffff,5.0,0.0,0.0
8449855ffffffff,4.0,0.0,0.0
8449865ffffffff,6.0,0.0,0.0
8449869ffffffff,48.0,0.0,0.0
844986dffffffff,17.0,0.0,0.0
84498c9ffffffff,4.0,0.0,0.0
8449901ffffffff,6.0,4.0,0.0
8449903ffffffff,1.0,0.0,0.0
8449905ffffffff,6.0,4.0,0.0
8449907ffffffff,3.0,1.0,0.0
8449913ffffffff,13.0,0.0,0.0
8449917ffffffff,4.0,0.0,0.0
844991dffffffff,6.0,0.0,0.0
8449929ffffffff,1.0,0.0,0.0
844992bffffffff,6.0,0.0,0.0
8449937ffffffff,4.0,4.0,0.0
844993bffffffff,4.0,4.0,0.0
844993dffffffff,11.0,0.0,0.0
844994dffffffff,2.0,2.0,0.0
8449959ffffffff,6.0,0.0,0.0
844995bffffffff,2.0,0.0,0.0
8449961ffffffff,397.0,93.0,0.0
8449963ffffffff,525.0,171.0,0.0
8449965ffffffff,969.0,98.0,0.0
8449967ffffffff,370.0,26.0,0.0
8449969ffffffff,194.0,14.0,0.0
844996bffffffff,21.0,0.0,0.0
844996dffffffff,134.0,11.0,0.0
8449981ffffffff,33.0,0.0,0.0
8449983ffffffff,1.0,0.0,0.0
8449985ffffffff,3.0,0.0,0.0
8449987ffffffff,385.0,22.0,0.0
844998dffffffff,4.0,0.0,0.0
84499a3ffffffff,6.0,0.0,0.0
84499b1ffffffff,47.0,4.0,0.0
84499b5ffffffff,5.0,0.0,0.0
84499b7ffffffff,1.0,0.0,0.0
84499bdffffffff,3.0,0.0,0.0
84499c1ffffffff,11.0,0.0,0.0
84499c5ffffffff,25.0,0.0,0.0
84499c7ffffffff,2.0,0.0,0.0
84499cdffffffff,21.0,0.0,0.0
84499e3ffffffff,33.0,0.0,0.0
84499e7ffffffff,4.0,0.0,0.0
84499e9ffffffff,1.0,0.0,0.0
84499ebffffffff,26.0,0.0,0.0
8449a17ffffffff,1.0,0.0,0.0
8449a21ffffffff,12.0,0.0,0.0
8449a23ffffffff,9.0,0.0,0.0
8449a2bffffffff,54.0,0.0,0.0
8449a3dffffffff,38.0,0.0,0.0
8449a81ffffffff,27.0,0.0,0.0
8449a83ffffffff,52.0,1.0,0.0
8449a85ffffffff,90.0,0.0,0.0
8449a87ffffffff,13.0,3.0,0.0
8449a89ffffffff,88.0,0.0,0.0
8449a8bffffffff,25.0,0.0,0.0
8449a8dffffffff,331.0,0.0,0.0
8449a91ffffffff,323.0,25.0,0.0
8449a93ffffffff,209.0,8.0,0.0
8449a97ffffffff,333.0,0.0,0.0
8449a99ffffffff,8.0,0.0,0.0
8449a9bffffffff,40.0,0.0,0.0
8449a9dffffffff,1.0,0.0,0.0
8449aa1ffffffff,4.0,0.0,0.0
8449aa3ffffffff,52.0,0.0,0.0
8449aa7ffffffff,3.0,0.0,0.0
8449aa9ffffffff,3.0,2.0,0.0
8449aabffffffff,3.0,0.0,0.0
8449aadffffffff,1.0,0.0,0.0
8449ab1ffffffff,34.0,1.0,0.0
8449ab3ffffffff,4.0,0.0,0.0
8449ab5ffffffff,36.0,1.0,0.0
8449ab9ffffffff,4.0,0.0,0.0
8449abdffffffff,13.0,0.0,0.0
8449ac7ffffffff,5.0,0.0,0.0
8449ad5ffffffff,12.0,3.0,0.0
8449ad7ffffffff,21.0,0.0,0.0
8449ae3ffffffff,39.0,1.0,0.0
8449aebffffffff,4.0,0.0,0.0
8449b03ffffffff,2.0,0.0,0.0
8449b0bffffffff,7.0,0.0,0.0
8449b0dffffffff,2.0,0.0,0.0
8449b19ffffffff,5.0,0.0,0.0
8449b21ffffffff,20.0,3.0,0.0
8449b23ffffffff,2.0,0.0,0.0
8449b31ffffffff,104.0,0.0,0.0
8449b33ffffffff,441.0,0.0,0.0
8449b35ffffffff,10.0,0.0,0.0
8449b37ffffffff,44.0,0.0,0.0
8449b39ffffffff,4.0,0.0,0.0
8449b3bffffffff,69.0,0.0,0.0
8449b3dffffffff,3.0,0.0,0.0
8449b43ffffffff,2.0,0.0,0.0
8449b47ffffffff,2.0,0.0,0.0
8449b51ffffffff,4.0,0.0,0.0
8449b53ffffffff,61.0,0.0,0.0
8449b55ffffffff,34.0,0.0,0.0
8449b57ffffffff,8.0,0.0,0.0
8449b61ffffffff,2.0,0.0,0.0
8449b65ffffffff,1.0,0.0,0.0
8449b67ffffffff,2.0,0.0,0.0
8449b6dffffffff,6.0,0.0,0.0
845f03dffffffff,3.0,0.0,0.0
845f223ffffffff,3.0,0.0,0.0
845f227ffffffff,10.0,0.0,0.0
845f291ffffffff,62.0,0.0,0.0
845f295ffffffff,44.0,0.0,0.0
845f297ffffffff,11.0,0.0,0.0
845f299ffffffff,112.0,0.0,0.0
845f29bffffffff,2.0,0.0,0.0
845f29dffffffff,36.0,0.0,0.0
845f2b3ffffffff,2.0,0.0,0.0
845f2bbffffffff,20.0,0.0,0.0
845f2d1ffffffff,57.0,0.0,0.0
845f2d3ffffffff,4.0,0.0,0.0
845f2d5ffffffff,5.0,0.0,0.0
845f2d7ffffffff,33.0,0.0,0.0
845f2dbffffffff,4.0,0.0,0.0
845f403ffffffff,1.0,0.0,0.0
845f407ffffffff,7.0,0.0,0.0
845f411ffffffff,2.0,0.0,0.0
845f415ffffffff,7.0,0.0,0.0
845f42bffffffff,37.0,1.0,0.0
845f461ffffffff,1.0,0.0,0.0
845f46bffffffff,1.0,0.0,0.0
845f483ffffffff,1.0,0.0,0.0
845f487ffffffff,14.0,0.0,0.0
845f491ffffffff,21.0,0.0,0.0
845f4a9ffffffff,1.0,0.0,0.0
845f4abffffffff,5.0,0.0,0.0
845f4b3ffffffff,19.0,0.0,0.0
845f4b5ffffffff,1.0,0.0,0.0
845f4b9ffffffff,9.0,1.0,0.0
845f4bdffffffff,48.0,0.0,0.0
845f581ffffffff,3.0,0.0,0.0
845f583ffffffff,957.0,0.0,0.0
845f587ffffffff,4.0,0.0,0.0
845f58bffffffff,16.0,0.0,0.0
845f595ffffffff,18.0,0.0,0.0
845f5b9ffffffff,107.0,0.0,0.0
845f5d7ffffffff,4.0,0.0,0.0
845f681ffffffff,1.0,0.0,0.0
845f689ffffffff,2.0,0.0,0.0
845f68bffffffff,9.0,0.0,0.0
845f711ffffffff,14.0,0.0,0.0
845f713ffffffff,11.0,0.0,0.0
845f759ffffffff,1.0,0.0,0.0
845f75dffffffff,3.0,0.0,0.0
8466005ffffffff,8.0,0.0,0.0
8466021ffffffff,100.0,0.0,0.0
8466023ffffffff,17.0,0.0,0.0
8466025ffffffff,10.0,0.0,0.0
8466027ffffffff,2.0,0.0,0.0
8466029ffffffff,58.0,0.0,0.0
846602bffffffff,6.0,0.0,0.0
846602dffffffff,2.0,0.0,0.0
8466043ffffffff,4.0,0.0,0.0
8466045ffffffff,52.0,0.0,0.0
8466047ffffffff,3.0,0.0,0.0
8466055ffffffff,5.0,0.0,0.0
8466057ffffffff,2.0,0.0,0.0
8466059ffffffff,2.0,0.0,0.0
8466061ffffffff,9.0,0.0,0.0
8466063ffffffff,6.0,0.0,0.0
8466067ffffffff,23.0,0.0,0.0
8466069ffffffff,3.0,0.0,0.0
846606bffffffff,12.0,0.0,0.0
8466091ffffffff,2.0,0.0,0.0
8466093ffffffff,2.0,0.0,0.0
8466097ffffffff,5.0,0.0,0.0
84660b3ffffffff,2.0,0.0,0.0
84660cbffffffff,2.0,0.0,0.0
84660e7ffffffff,3.0,0.0,0.0
8466113ffffffff,3.0,0.0,0.0
8466119ffffffff,5.0,0.0,0.0
8466153ffffffff,5.0,0.0,0.0
8466201ffffffff,11.0,0.0,0.0
8466203ffffffff,12.0,2.0,0.0
8466205ffffffff,82.0,0.0,0.0
8466207ffffffff,3.0,1.0,0.0
846620bffffffff,742.0,69.0,0.0
8466213ffffffff,2.0,0.0,0.0
8466215ffffffff,2.0,0.0,0.0
8466219ffffffff,32.0,14.0,0.0
846621dffffffff,4.0,0.0,0.0
8466221ffffffff,119.0,26.0,0.0
8466225ffffffff,74.0,10.0,0.0
8466227ffffffff,87.0,5.0,0.0
846622bffffffff,444.0,18.0,0.0
8466231ffffffff,2.0,0.0,0.0
8466235ffffffff,2.0,0.0,0.0
846623bffffffff,100.0,13.0,0.0
8466251ffffffff,5.0,0.0,0.0
8466257ffffffff,44.0,0.0,0.0
846625bffffffff,4.0,0.0,0.0
84662c1ffffffff,2.0,0.0,0.0
84662c5ffffffff,2.0,0.0,0.0
84662c9ffffffff,75.0,1.0,0.0
84662cdffffffff,23.0,0.0,0.0
84662d3ffffffff,10.0,0.0,0.0
84662e1ffffffff,7.0,0.0,0.0
84662e5ffffffff,4.0,0.0,0.0
84662e9ffffffff,5.0,0.0,0.0
8466311ffffffff,37.0,0.0,0.0
8466313ffffffff,222.0,0.0,0.0
8466317ffffffff,2.0,0.0,0.0
846631bffffffff,67.0,0.0,0.0
8466411ffffffff,5.0,0.0,0.0
8466415ffffffff,208.0,0.0,0.0
8466417ffffffff,9.0,0.0,0.0
846641dffffffff,20.0,0.0,0.0
8466441ffffffff,10.0,0.0,0.0
846644bffffffff,1.0,0.0,0.0
846645dffffffff,8.0,0.0,0.0
84664e1ffffffff,3.0,0.0,0.0
8466509ffffffff,2.0,0.0,0.0
846650dffffffff,1.0,0.0,0.0
8466529ffffffff,146.0,0.0,0.0
846652dffffffff,17.0,0.0,0.0
8466545ffffffff,2.0,0.0,0.0
8466549ffffffff,2.0,0.0,0.0
846654bffffffff,16.0,0.0,0.0
8466563ffffffff,2.0,0.0,0.0
8466565ffffffff,1.0,0.0,0.0
8466567ffffffff,1.0,0.0,0.0
8466569ffffffff,2.0,0.0,0.0
846656dffffffff,2.0,0.0,0.0
84665bdffffffff,2.0,0.0,0.0
84665e9ffffffff,11.0,0.0,0.0
8466603ffffffff,18.0,0.0,0.0
846661dffffffff,2.0,0.0,0.0
8466623ffffffff,5.0,0.0,0.0
8466631ffffffff,4.0,0.0,0.0
8466633ffffffff,2.0,0.0,0.0
8466637ffffffff,21.0,0.0,0.0
8466639ffffffff,8.0,0.0,0.0
846663dffffffff,11.0,0.0,0.0
8466647ffffffff,4.0,0.0,0.0
846664dffffffff,4.0,0.0,0.0
8466657ffffffff,1.0,0.0,0.0
84666b9ffffffff,2.0,0.0,0.0
8466705ffffffff,6.0,0.0,0.0
8466707ffffffff,2.0,0.0,0.0
8466727ffffffff,1.0,0.0,0.0
8466729ffffffff,1.0,0.0,0.0
8466731ffffffff,6.0,0.0,0.0
8466733ffffffff,4.0,0.0,0.0
8466737ffffffff,30.0,0.0,0.0
8466749ffffffff,1.0,0.0,0.0
846675dffffffff,2.0,0.0,0.0
8466a01ffffffff,39.0,0.0,0.0
8466a03ffffffff,8.0,1.0,0.0
8466a05ffffffff,31.0,2.0,0.0
8466a07ffffffff,2.0,0.0,0.0
8466a0bffffffff,40.0,3.0,0.0
8466a15ffffffff,133.0,46.0,0.0
8466a17ffffffff,8.0,3.0,0.0
8466a1dffffffff,338.0,10.0,0.0
8466a31ffffffff,20.0,0.0,0.0
8466a33ffffffff,50.0,0.0,0.0
8466a35ffffffff,1.0,0.0,0.0
8466a39ffffffff,115.0,14.0,0.0
8466a3bffffffff,32.0,10.0,0.0
8466a3dffffffff,6.0,0.0,0.0
8466a57ffffffff,5.0,5.0,0.0
8466aedffffffff,2.0,0.0,0.0
8466b09ffffffff,4.0,0.0,0.0
8466b45ffffffff,303.0,0.0,0.0
8466b47ffffffff,29.0,0.0,0.0
8466b49ffffffff,6.0,0.0,0.0
8466b4dffffffff,82.0,0.0,0.0
8466b57ffffffff,2.0,0.0,0.0
8466b69ffffffff,110.0,0.0,0.0
8466c01ffffffff,32.0,0.0,0.0
8466c03ffffffff,3.0,0.0,0.0
8466c05ffffffff,5.0,0.0,0.0
8466c09ffffffff,16.0,0.0,0.0
8466c0dffffffff,20.0,0.0,0.0
8466c17ffffffff,2.0,0.0,0.0
8466c1dffffffff,3.0,0.0,0.0
8466c21ffffffff,255.0,0.0,0.0
8466c23ffffffff,187.0,0.0,0.0
8466c27ffffffff,40.0,0.0,0.0
8466c29ffffffff,57.0,0.0,0.0
8466c2bffffffff,26.0,0.0,0.0
8466c2dffffffff,34.0,0.0,0.0
8466c35ffffffff,6.0,0.0,0.0
8466c37ffffffff,4.0,0.0,0.0
8466c4bffffffff,9.0,0.0,0.0
8466c57ffffffff,26.0,0.0,0.0
8466c5bffffffff,1.0,0.0,0.0
8466c5dffffffff,72.0,0.0,0.0
8466c67ffffffff,2.0,0.0,0.0
8466cb3ffffffff,3.0,0.0,0.0
8466cdbffffffff,2.0,0.0,0.0
8466ce1ffffffff,16.0,0.0,0.0
8466ce9ffffffff,42.0,0.0,0.0
8466cedffffffff,10.0,0.0,0.0
8466d13ffffffff,5.0,0.0,0.0
8466d1bffffffff,28.0,0.0,0.0
8466d81ffffffff,76.0,1.0,0.0
8466d89ffffffff,8.0,0.0,0.0
8466d8bffffffff,1.0,1.0,0.0
8466d8dffffffff,22.0,0.0,0.0
8466da1ffffffff,1.0,0.0,0.0
8466da9ffffffff,13.0,0.0,0.0
8466dabffffffff,2.0,0.0,0.0
8466dadffffffff,5.0,0.0,0.0
8466db1ffffffff,17.0,3.0,0.0
8466db5ffffffff,16.0,0.0,0.0
8466dc1ffffffff,7.0,0.0,0.0
8466dc3ffffffff,923.0,131.0,0.0
8466dc7ffffffff,123.0,4.0,0.0
8466dc9ffffffff,137.0,0.0,0.0
8466dcbffffffff,38.0,2.0,0.0
8466dcdffffffff,6.0,0.0,0.0
8466dd1ffffffff,6.0,0.0,0.0
8466dd3ffffffff,9.0,2.0,0.0
8466dd5ffffffff,6.0,0.0,0.0
8466dd7ffffffff,4.0,0.0,0.0
8466dd9ffffffff,2.0,0.0,0.0
8466ddbffffffff,9.0,0.0,0.0
8466dddffffffff,31.0,11.0,0.0
8466de1ffffffff,45.0,0.0,0.0
8466de3ffffffff,226.0,21.0,0.0
8466de7ffffffff,6.0,0.0,0.0
8466debffffffff,51.0,7.0,0.0
8466dedffffffff,1.0,0.0,0.0
8466e03ffffffff,10.0,0.0,0.0
8466e09ffffffff,2.0,0.0,0.0
8466e0bffffffff,2.0,0.0,0.0
8466e11ffffffff,10.0,0.0,0.0
8466e15ffffffff,62.0,0.0,0.0
8466e17ffffffff,5.0,0.0,0.0
8466e19ffffffff,2.0,0.0,0.0
8466e1dffffffff,2.0,0.0,0.0
8466e31ffffffff,3.0,0.0,0.0
8466e39ffffffff,15.0,0.0,0.0
8466e3bffffffff,99.0,0.0,0.0
8466e47ffffffff,1.0,0.0,0.0
8466e51ffffffff,7.0,0.0,0.0
8466e53ffffffff,5.0,0.0,0.0
8466e57ffffffff,49.0,0.0,0.0
8466e59ffffffff,45.0,0.0,0.0
8466e5bffffffff,3.0,0.0,0.0
8466e81ffffffff,2.0,0.0,0.0
8466e8dffffffff,7.0,0.0,0.0
8466e9dffffffff,3.0,0.0,0.0
8466eadffffffff,2.0,0.0,0.0
8466ec1ffffffff,22.0,0.0,0.0
8466ec3ffffffff,3.0,0.0,0.0
8466ec5ffffffff,35.0,0.0,0.0
8466ec7ffffffff,164.0,0.0,0.0
8466ec9ffffffff,4.0,0.0,0.0
8466ecbffffffff,164.0,0.0,0.0
8466ee5ffffffff,34.0,0.0,0.0
8466ee7ffffffff,1.0,0.0,0.0
8466eedffffffff,12.0,0.0,0.0
8467413ffffffff,216.0,7.0,0.0
8467417ffffffff,25.0,0.0,0.0
8467421ffffffff,2.0,0.0,0.0
8467425ffffffff,27.0,0.0,0.0
8467427ffffffff,4.0,0.0,0.0
8467429ffffffff,3.0,0.0,0.0
846742dffffffff,12.0,0.0,0.0
8467431ffffffff,2.0,0.0,0.0
8467433ffffffff,22.0,0.0,0.0
8467437ffffffff,86.0,0.0,0.0
846743bffffffff,90.0,0.0,0.0
846743dffffffff,7.0,1.0,0.0
84674a1ffffffff,14.0,0.0,0.0
84674a5ffffffff,2.0,0.0,0.0
84674a7ffffffff,80.0,16.0,0.0
84674adffffffff,2.0,0.0,0.0
84674c1ffffffff,3.0,0.0,0.0
84674c5ffffffff,87.0,4.0,0.0
84674c7ffffffff,4.0,0.0,0.0
84674cbffffffff,8.0,0.0,0.0
84674cdffffffff,68.0,0.0,0.0
84674d9ffffffff,9.0,0.0,0.0
84674e1ffffffff,14.0,0.0,0.0
84674e9ffffffff,26.0,0.0,0.0
84674ebffffffff,6.0,0.0,0.0
84674edffffffff,32.0,5.0,0.0
8467507ffffffff,3.0,0.0,0.0
8467513ffffffff,1.0,0.0,0.0
8467519ffffffff,5.0,0.0,0.0
846751bffffffff,1.0,0.0,0.0
8467523ffffffff,254.0,0.0,0.0
8467527ffffffff,4.0,0.0,0.0
8467531ffffffff,7.0,0.0,0.0
8467535ffffffff,102.0,0.0,0.0
8467537ffffffff,75.0,0.0,0.0
8467539ffffffff,64.0,0.0,0.0
8467551ffffffff,72.0,0.0,0.0
8467553ffffffff,578.0,1.0,0.0
8467555ffffffff,2.0,0.0,0.0
846756bffffffff,12.0,0.0,0.0
8467599ffffffff,38.0,6.0,0.0
84675a9ffffffff,2.0,0.0,0.0
84675adffffffff,4.0,0.0,0.0
84675c5ffffffff,40.0,0.0,0.0
84675c7ffffffff,28.0,0.0,0.0
84675cbffffffff,10.0,0.0,0.0
84675d3ffffffff,6.0,0.0,0.0
84675d5ffffffff,2.0,0.0,0.0
84675d9ffffffff,4.0,0.0,0.0
84675ddffffffff,1.0,0.0,0.0
84675e1ffffffff,1.0,0.0,0.0
84675e9ffffffff,6.0,0.0,0.0
84675ebffffffff,3.0,0.0,0.0
8467693ffffffff,1.0,0.0,0.0
846790dffffffff,3.0,0.0,0.0
8467945ffffffff,1.0,0.0,0.0
8467949ffffffff,1.0,0.0,0.0
846794bffffffff,6.0,0.0,0.0
8467963ffffffff,2.0,0.0,0.0
846796bffffffff,5.0,0.0,0.0
8467b27ffffffff,8.0,0.0,0.0
846d041ffffffff,27.0,17.0,0.0
846d043ffffffff,106.0,10.0,0.0
846d045ffffffff,2.0,0.0,0.0
846d049ffffffff,51.0,19.0,0.0
846d04bffffffff,175.0,33.0,0.0
846d04dffffffff,33.0,0.0,0.0
846d051ffffffff,14.0,3.0,0.0
846d053ffffffff,192.0,39.0,0.0
846d059ffffffff,35.0,0.0,0.0
846d05bffffffff,131.0,23.0,0.0
846d05dffffffff,38.0,1.0,0.0
846d069ffffffff,7.0,1.0,0.0
846d06dffffffff,21.0,0.0,0.0
846d141ffffffff,33.0,4.0,0.0
846d143ffffffff,22.0,11.0,0.0
846d159ffffffff,521.0,75.0,0.0
846d15dffffffff,78.0,3.0,0.0
846d201ffffffff,10.0,0.0,0.0
846d203ffffffff,18.0,0.0,0.0
846d207ffffffff,6.0,0.0,0.0
