cell_id,Glaucidium brasilianum,Glaucidium brasilianum [brasilianum Group],Glaucidium brasilianum tucumanum
84a86e7ffffffff,8.0,0.0,0.0
84a8701ffffffff,4.0,0.0,0.0
84a871bffffffff,39.0,0.0,0.0
84a8731ffffffff,4.0,0.0,0.0
84a8737ffffffff,15.0,0.0,0.0
84a8753ffffffff,3.0,0.0,0.0
84a8759ffffffff,21.0,0.0,0.0
84a875bffffffff,2.0,0.0,0.0
84a8765ffffffff,1.0,0.0,0.0
84a8767ffffffff,2.0,0.0,0.0
84a8769ffffffff,6.0,0.0,0.0
84a876dffffffff,11.0,0.0,0.0
84a8811ffffffff,69.0,5.0,0.0
84a8813ffffffff,2.0,0.0,0.0
84a881bffffffff,3.0,0.0,0.0
84a8821ffffffff,7.0,0.0,0.0
84a8825ffffffff,4.0,0.0,0.0
84a8829ffffffff,1.0,0.0,0.0
84a882dffffffff,22.0,4.0,0.0
84a8831ffffffff,5.0,0.0,0.0
84a8839ffffffff,9.0,0.0,0.0
84a883bffffffff,13.0,2.0,0.0
84a883dffffffff,1.0,0.0,0.0
84a8845ffffffff,1.0,0.0,0.0
84a8849ffffffff,47.0,0.0,0.0
84a884bffffffff,4.0,0.0,0.0
84a884dffffffff,11.0,0.0,0.0
84a8857ffffffff,4.0,0.0,0.0
84a885bffffffff,2.0,0.0,0.0
84a8863ffffffff,4.0,0.0,0.0
84a8867ffffffff,14.0,0.0,0.0
84a886bffffffff,2.0,0.0,0.0
84a8889ffffffff,1.0,0.0,0.0
84a8895ffffffff,6.0,0.0,0.0
84a88a9ffffffff,4.0,0.0,0.0
84a88b1ffffffff,3.0,0.0,0.0
84a88b5ffffffff,3.0,0.0,0.0
84a88bbffffffff,15.0,0.0,0.0
84a88c3ffffffff,1.0,0.0,0.0
84a88ddffffffff,13.0,2.0,0.0
84a88e9ffffffff,47.0,0.0,0.0
84a88ebffffffff,2.0,0.0,0.0
84a8911ffffffff,9.0,0.0,0.0
84a8917ffffffff,43.0,5.0,0.0
84a8919ffffffff,17.0,0.0,0.0
84a891bffffffff,6.0,0.0,0.0
84a891dffffffff,14.0,0.0,0.0
84a8953ffffffff,11.0,0.0,0.0
84a89b3ffffffff,5.0,0.0,0.0
84a89e3ffffffff,2.0,0.0,0.0
84a8a07ffffffff,6.0,0.0,0.0
84a8a11ffffffff,6.0,0.0,0.0
84a8a13ffffffff,62.0,1.0,0.0
84a8a17ffffffff,5.0,0.0,0.0
84a8a19ffffffff,4.0,2.0,0.0
84a8a1bffffffff,11.0,0.0,0.0
84a8a21ffffffff,20.0,0.0,0.0
84a8a23ffffffff,225.0,10.0,0.0
84a8a27ffffffff,35.0,0.0,0.0
84a8a2bffffffff,61.0,0.0,0.0
84a8a33ffffffff,4.0,0.0,0.0
84a8a35ffffffff,15.0,0.0,0.0
84a8a3bffffffff,2.0,0.0,0.0
84a8a3dffffffff,32.0,2.0,0.0
84a8a53ffffffff,4.0,0.0,0.0
84a8a85ffffffff,3.0,0.0,0.0
84a8a91ffffffff,35.0,8.0,0.0
84a8a93ffffffff,1.0,0.0,0.0
84a8a95ffffffff,9.0,0.0,0.0
84a8a97ffffffff,37.0,2.0,0.0
84a8ab1ffffffff,2.0,0.0,0.0
84a8ab9ffffffff,7.0,0.0,0.0
84a8ac9ffffffff,3.0,0.0,0.0
84a8acdffffffff,8.0,0.0,0.0
84a8ad3ffffffff,2.0,0.0,0.0
84a8b11ffffffff,2.0,0.0,0.0
84a8b13ffffffff,9.0,0.0,0.0
84a8b1bffffffff,8.0,0.0,0.0
84a8c01ffffffff,15.0,0.0,0.0
84a8c03ffffffff,44.0,0.0,0.0
84a8c05ffffffff,39.0,2.0,0.0
84a8c07ffffffff,2.0,0.0,0.0
84a8c09ffffffff,6.0,0.0,0.0
84a8c0dffffffff,10.0,2.0,0.0
84a8c15ffffffff,3.0,0.0,0.0
84a8c23ffffffff,11.0,0.0,0.0
84a8c25ffffffff,16.0,10.0,0.0
84a8c2bffffffff,2.0,0.0,0.0
84a8c3dffffffff,2.0,0.0,0.0
84a8c43ffffffff,4.0,0.0,0.0
84a8c47ffffffff,12.0,0.0,0.0
84a8c63ffffffff,2.0,0.0,0.0
84a8c91ffffffff,1.0,1.0,0.0
84a8c9bffffffff,3.0,3.0,0.0
84a8ca3ffffffff,4.0,0.0,0.0
84a8cadffffffff,1.0,0.0,0.0
84a8ce3ffffffff,1.0,0.0,0.0
84a8cebffffffff,1.0,1.0,0.0
84a8d01ffffffff,1.0,0.0,0.0
84a8d05ffffffff,2.0,0.0,0.0
84a8d07ffffffff,1.0,0.0,0.0
84a8d19ffffffff,11.0,0.0,0.0
84a8d1bffffffff,69.0,1.0,0.0
84a8d29ffffffff,1.0,0.0,0.0
84a8d35ffffffff,80.0,0.0,0.0
84a8d41ffffffff,3.0,0.0,0.0
84a8d43ffffffff,36.0,0.0,0.0
84a8d45ffffffff,4.0,0.0,0.0
84a8d53ffffffff,11.0,0.0,0.0
84a8d69ffffffff,4.0,0.0,0.0
84a8d9dffffffff,10.0,0.0,0.0
84a8da1ffffffff,3.0,2.0,0.0
84a8da5ffffffff,6.0,0.0,0.0
84a8da9ffffffff,2.0,0.0,0.0
84a8dd7ffffffff,3.0,0.0,0.0
84a8de3ffffffff,3.0,0.0,0.0
84a8de7ffffffff,2.0,0.0,0.0
84a8de9ffffffff,2.0,0.0,0.0
84a8debffffffff,8.0,0.0,0.0
84a8e09ffffffff,2.0,0.0,0.0
84a8e19ffffffff,1.0,0.0,0.0
84a8e61ffffffff,4.0,0.0,0.0
84a8e69ffffffff,2.0,0.0,0.0
84a8e6bffffffff,6.0,0.0,0.0
84a8ec9ffffffff,43.0,18.0,0.0
84a8f1bffffffff,8.0,1.0,0.0
84a8f41ffffffff,14.0,0.0,0.0
84a8f43ffffffff,1.0,0.0,0.0
84a8f47ffffffff,2.0,0.0,0.0
84a8f57ffffffff,5.0,0.0,0.0
84a8f63ffffffff,2.0,0.0,0.0
84a9017ffffffff,3.0,0.0,0.0
84a9033ffffffff,2.0,0.0,0.0
84a9053ffffffff,1.0,0.0,0.0
84a90a7ffffffff,4.0,0.0,0.0
84a90adffffffff,2.0,0.0,0.0
84a90e1ffffffff,2.0,0.0,0.0
84a90e5ffffffff,1.0,0.0,0.0
84a919dffffffff,2.0,0.0,0.0
84a91b1ffffffff,2.0,0.0,0.0
84a92cbffffffff,247.0,2.0,0.0
84a92ddffffffff,3.0,0.0,0.0
84a92ebffffffff,3.0,0.0,0.0
84a940dffffffff,1.0,0.0,0.0
84a9411ffffffff,38.0,0.0,0.0
84a9413ffffffff,8.0,0.0,0.0
84a9417ffffffff,5.0,0.0,0.0
84a9419ffffffff,23.0,0.0,0.0
84a941bffffffff,5.0,0.0,0.0
84a9425ffffffff,82.0,0.0,0.0
84a9427ffffffff,9.0,0.0,0.0
84a9429ffffffff,7.0,0.0,0.0
84a942dffffffff,10.0,0.0,0.0
84a9435ffffffff,10.0,0.0,0.0
84a9437ffffffff,2.0,0.0,0.0
84a943dffffffff,85.0,0.0,0.0
84a9441ffffffff,2.0,0.0,0.0
84a9447ffffffff,8.0,0.0,0.0
84a9453ffffffff,4.0,0.0,0.0
84a9457ffffffff,2.0,0.0,0.0
84a945bffffffff,4.0,0.0,0.0
84a9463ffffffff,8.0,0.0,0.0
84a9465ffffffff,11.0,0.0,0.0
84a946bffffffff,21.0,0.0,0.0
84a9483ffffffff,1.0,0.0,0.0
84a9499ffffffff,2.0,0.0,0.0
84a949bffffffff,2.0,0.0,0.0
84a94b1ffffffff,2.0,0.0,0.0
84a94c1ffffffff,5.0,0.0,0.0
84a94c5ffffffff,6.0,0.0,0.0
84a94c7ffffffff,36.0,0.0,0.0
84a94cdffffffff,1.0,0.0,0.0
84a94d1ffffffff,4.0,0.0,0.0
84a94ddffffffff,7.0,0.0,0.0
84a94e1ffffffff,1.0,0.0,0.0
84a94e3ffffffff,4.0,0.0,0.0
84a94e5ffffffff,33.0,0.0,0.0
84a94e7ffffffff,7.0,0.0,0.0
84a94e9ffffffff,6.0,0.0,0.0
84a9501ffffffff,15.0,0.0,0.0
84a9503ffffffff,12.0,0.0,0.0
84a9507ffffffff,61.0,0.0,0.0
84a9509ffffffff,34.0,0.0,0.0
84a950bffffffff,99.0,0.0,0.0
84a950dffffffff,21.0,0.0,0.0
84a9511ffffffff,2.0,0.0,0.0
84a9515ffffffff,4.0,0.0,0.0
84a951bffffffff,2.0,0.0,0.0
84a951dffffffff,5.0,0.0,0.0
84a9525ffffffff,4.0,0.0,0.0
84a9527ffffffff,2.0,0.0,0.0
84a9531ffffffff,67.0,0.0,0.0
84a9533ffffffff,57.0,0.0,0.0
84a9539ffffffff,10.0,0.0,0.0
84a953bffffffff,460.0,0.0,0.0
84a9547ffffffff,2.0,0.0,0.0
84a9549ffffffff,2.0,0.0,0.0
84a954bffffffff,1.0,0.0,0.0
84a9551ffffffff,16.0,0.0,0.0
84a9555ffffffff,6.0,0.0,0.0
84a9557ffffffff,11.0,0.0,0.0
84a9559ffffffff,3.0,0.0,0.0
84a955bffffffff,34.0,0.0,0.0
84a955dffffffff,5.0,0.0,0.0
84a9595ffffffff,10.0,0.0,0.0
84a9599ffffffff,11.0,0.0,0.0
84a959bffffffff,1.0,0.0,0.0
84a95a5ffffffff,6.0,0.0,0.0
84a95abffffffff,142.0,0.0,0.0
84a95adffffffff,6.0,0.0,0.0
84a95b3ffffffff,5.0,0.0,0.0
84a95bbffffffff,13.0,0.0,0.0
84a95c5ffffffff,51.0,0.0,0.0
84a95c9ffffffff,73.0,0.0,0.0
84a95cbffffffff,2.0,0.0,0.0
84a95d9ffffffff,6.0,0.0,0.0
84a95dbffffffff,13.0,0.0,0.0
84a95e5ffffffff,7.0,0.0,0.0
84a95edffffffff,35.0,0.0,0.0
84a9611ffffffff,15.0,0.0,0.0
84a9617ffffffff,10.0,0.0,0.0
84a9627ffffffff,2.0,0.0,0.0
84a9637ffffffff,2.0,0.0,0.0
84a9645ffffffff,3.0,0.0,0.0
84a9685ffffffff,71.0,0.0,0.0
84a96a5ffffffff,8.0,0.0,0.0
84a96a7ffffffff,18.0,0.0,0.0
84a96a9ffffffff,4.0,0.0,0.0
84a96abffffffff,6.0,0.0,0.0
84a96adffffffff,31.0,0.0,0.0
84a96b3ffffffff,2.0,0.0,0.0
84a96b5ffffffff,2.0,0.0,0.0
84a96b9ffffffff,20.0,0.0,0.0
84a96c5ffffffff,11.0,0.0,0.0
84a96e1ffffffff,8.0,0.0,0.0
84a96e7ffffffff,14.0,0.0,0.0
84a96e9ffffffff,3.0,0.0,0.0
84a9711ffffffff,3.0,0.0,0.0
84a973bffffffff,3.0,0.0,0.0
84a9765ffffffff,2.0,0.0,0.0
84b2401ffffffff,7.0,0.0,0.0
84b2405ffffffff,1.0,0.0,0.0
84b2413ffffffff,86.0,0.0,0.0
84b2417ffffffff,2.0,0.0,0.0
84b2421ffffffff,2.0,0.0,0.0
84b2425ffffffff,2.0,0.0,0.0
84b242bffffffff,16.0,0.0,0.0
84b2435ffffffff,40.0,0.0,0.0
84b2437ffffffff,6.0,0.0,0.0
84b243dffffffff,22.0,0.0,0.0
84b2443ffffffff,2.0,0.0,0.0
84b2447ffffffff,1.0,0.0,0.0
84b246bffffffff,2.0,0.0,0.0
84b249dffffffff,1.0,0.0,0.0
84b24a9ffffffff,11.0,0.0,0.0
84b24abffffffff,5.0,0.0,0.0
84b24adffffffff,5.0,0.0,0.0
84b24c1ffffffff,5.0,0.0,0.0
84b24c5ffffffff,7.0,0.0,0.0
84b24cdffffffff,11.0,0.0,0.0
84b24d1ffffffff,7.0,0.0,0.0
84b24d9ffffffff,1.0,0.0,0.0
84b24dbffffffff,22.0,0.0,0.0
84b24e3ffffffff,15.0,0.0,0.0
84b24e5ffffffff,2.0,0.0,0.0
84b24ebffffffff,6.0,0.0,0.0
84b24edffffffff,4.0,0.0,0.0
84b251bffffffff,14.0,0.0,0.0
84b2557ffffffff,2.0,0.0,0.0
84b2563ffffffff,3.0,0.0,0.0
84b2581ffffffff,2.0,0.0,0.0
84b2583ffffffff,14.0,0.0,0.0
84b2589ffffffff,32.0,0.0,0.0
84b258bffffffff,3.0,0.0,0.0
84b258dffffffff,13.0,0.0,0.0
84b2591ffffffff,19.0,0.0,0.0
84b2595ffffffff,2.0,0.0,0.0
84b25adffffffff,2.0,0.0,0.0
84b25b9ffffffff,5.0,0.0,0.0
84b25bbffffffff,5.0,0.0,0.0
84b25bdffffffff,3.0,0.0,0.0
84b25c1ffffffff,22.0,0.0,0.0
84b25c3ffffffff,3.0,0.0,0.0
84b25c7ffffffff,57.0,0.0,0.0
84b25cbffffffff,9.0,0.0,0.0
84b25cdffffffff,114.0,0.0,0.0
84b25d1ffffffff,9.0,0.0,0.0
84b25d3ffffffff,11.0,0.0,0.0
84b25d5ffffffff,25.0,0.0,0.0
84b25d7ffffffff,29.0,0.0,0.0
84b25d9ffffffff,7.0,0.0,0.0
84b25ddffffffff,13.0,0.0,0.0
84b25e1ffffffff,30.0,0.0,0.0
84b25e3ffffffff,53.0,0.0,0.0
84b25e5ffffffff,2.0,0.0,0.0
84b25ebffffffff,10.0,0.0,0.0
84b25edffffffff,1.0,0.0,0.0
84b2613ffffffff,8.0,0.0,0.0
84b2619ffffffff,1.0,0.0,0.0
84b262dffffffff,31.0,0.0,0.0
84b263dffffffff,2.0,0.0,0.0
84b2665ffffffff,3.0,0.0,0.0
84b2683ffffffff,6.0,0.0,0.0
84b268bffffffff,10.0,0.0,0.0
84b268dffffffff,18.0,0.0,0.0
84b2691ffffffff,15.0,0.0,0.0
84b2693ffffffff,3.0,0.0,0.0
84b2695ffffffff,15.0,0.0,0.0
84b269dffffffff,7.0,0.0,0.0
84b26adffffffff,2.0,0.0,0.0
84b26d7ffffffff,8.0,0.0,0.0
84b26d9ffffffff,2.0,0.0,0.0
84b2703ffffffff,2.0,0.0,0.0
84b2707ffffffff,2.0,0.0,0.0
84b270dffffffff,3.0,0.0,0.0
84b2715ffffffff,7.0,0.0,0.0
84b2719ffffffff,1.0,0.0,0.0
84b271dffffffff,2.0,0.0,0.0
84b272bffffffff,1.0,0.0,0.0
84b2749ffffffff,3.0,0.0,0.0
84b2757ffffffff,14.0,0.0,0.0
84b275bffffffff,2.0,0.0,0.0
84b275dffffffff,11.0,0.0,0.0
84b2ce3ffffffff,7.0,0.0,0.0
84b2e91ffffffff,21.0,0.0,0.0
84b2e99ffffffff,9.0,0.0,0.0
84b2e9bffffffff,1.0,0.0,0.0
84b2ea9ffffffff,1.0,0.0,0.0
84b2ebbffffffff,13.0,0.0,0.0
84b2ec1ffffffff,4.0,0.0,0.0
84b2ed9ffffffff,4.0,0.0,0.0
84b2eebffffffff,3.0,0.0,0.0
84b321dffffffff,2.0,0.0,0.0
84b3405ffffffff,2.0,0.0,0.0
84b340dffffffff,12.0,0.0,0.0
84b3421ffffffff,8.0,0.0,0.0
84b3423ffffffff,20.0,0.0,0.0
84b3425ffffffff,20.0,0.0,0.0
84b3427ffffffff,2.0,0.0,0.0
84b3429ffffffff,23.0,0.0,0.0
84b342bffffffff,2.0,0.0,0.0
84b3439ffffffff,1.0,0.0,0.0
84b343bffffffff,3.0,0.0,0.0
84b3441ffffffff,2.0,0.0,0.0
84b3445ffffffff,6.0,0.0,0.0
84b3447ffffffff,7.0,0.0,0.0
84b3461ffffffff,3.0,0.0,0.0
84b3463ffffffff,2.0,0.0,0.0
84b3467ffffffff,2.0,0.0,0.0
84b346bffffffff,4.0,0.0,0.0
84b3487ffffffff,8.0,0.0,0.0
84b348bffffffff,2.0,0.0,0.0
84b3491ffffffff,5.0,0.0,0.0
84b3493ffffffff,1.0,0.0,0.0
84b3499ffffffff,1.0,0.0,0.0
84b349dffffffff,8.0,0.0,0.0
84b34a5ffffffff,10.0,0.0,0.0
84b34b1ffffffff,8.0,0.0,0.0
84b34b3ffffffff,1.0,0.0,0.0
84b34b9ffffffff,33.0,0.0,0.0
84b34bdffffffff,12.0,0.0,0.0
84b34c1ffffffff,1.0,0.0,0.0
84b34c5ffffffff,2.0,0.0,0.0
84b34cdffffffff,1.0,0.0,0.0
84b34d1ffffffff,6.0,0.0,0.0
84b34d7ffffffff,9.0,0.0,0.0
84b34d9ffffffff,5.0,0.0,0.0
84b34dbffffffff,18.0,0.0,0.0
84b3513ffffffff,5.0,0.0,0.0
84b3583ffffffff,1.0,0.0,0.0
84b3585ffffffff,2.0,0.0,0.0
84b3589ffffffff,11.0,0.0,0.0
84b358dffffffff,1.0,0.0,0.0
84b35a3ffffffff,2.0,0.0,0.0
84b35b5ffffffff,5.0,0.0,0.0
84b35c1ffffffff,2.0,0.0,0.0
84b35c5ffffffff,21.0,0.0,0.0
84b35c7ffffffff,20.0,0.0,0.0
84b35c9ffffffff,20.0,0.0,0.0
84b35d3ffffffff,4.0,0.0,0.0
84b35d5ffffffff,5.0,0.0,0.0
84b35d9ffffffff,3.0,0.0,0.0
84b35ddffffffff,15.0,0.0,0.0
84b35e3ffffffff,2.0,0.0,0.0
84b35e9ffffffff,2.0,0.0,0.0
84b35ebffffffff,2.0,0.0,0.0
84b3605ffffffff,3.0,0.0,0.0
84b360bffffffff,2.0,0.0,0.0
84b3611ffffffff,6.0,0.0,0.0
84b3615ffffffff,12.0,0.0,0.0
84b3617ffffffff,24.0,0.0,0.0
84b361dffffffff,2.0,0.0,0.0
84b3627ffffffff,2.0,0.0,0.0
84b3629ffffffff,6.0,0.0,0.0
84b3653ffffffff,2.0,0.0,0.0
84b3657ffffffff,4.0,0.0,0.0
84b3663ffffffff,2.0,0.0,0.0
84b3665ffffffff,7.0,0.0,0.0
84b366dffffffff,26.0,0.0,0.0
84b3683ffffffff,3.0,0.0,0.0
84b3689ffffffff,2.0,0.0,0.0
84b368bffffffff,7.0,0.0,0.0
84b3699ffffffff,130.0,0.0,0.0
84b369bffffffff,6.0,0.0,0.0
84b369dffffffff,12.0,0.0,0.0
84b36a9ffffffff,2.0,0.0,0.0
84b36b3ffffffff,6.0,0.0,0.0
84b36b5ffffffff,2.0,0.0,0.0
84b36c3ffffffff,3.0,0.0,0.0
84b36d1ffffffff,2.0,0.0,0.0
84b36d5ffffffff,11.0,0.0,0.0
84b36d7ffffffff,14.0,0.0,0.0
84c2c19ffffffff,12.0,0.0,0.0
84c2c53ffffffff,67.0,0.0,0.0
84c2c5bffffffff,38.0,0.0,0.0
84c2c83ffffffff,2.0,0.0,0.0
84c2c87ffffffff,12.0,0.0,0.0
84c2c89ffffffff,4.0,0.0,0.0
84c2c8dffffffff,6.0,0.0,0.0
84c2c91ffffffff,2.0,0.0,0.0
84c2c97ffffffff,20.0,0.0,0.0
84c2c99ffffffff,3.0,0.0,0.0
84c2ca1ffffffff,1.0,0.0,0.0
84c2ca3ffffffff,2.0,0.0,0.0
84c2ca7ffffffff,2.0,0.0,0.0
84c2ca9ffffffff,3.0,0.0,0.0
84c2cabffffffff,2.0,0.0,0.0
84c2cadffffffff,2.0,0.0,0.0
84c2cb1ffffffff,1.0,0.0,0.0
84c2cb5ffffffff,10.0,0.0,0.0
84c2cb9ffffffff,4.0,0.0,0.0
84c2cbdffffffff,14.0,0.0,0.0
84c2cc3ffffffff,7.0,0.0,0.0
84c2cc7ffffffff,3.0,0.0,0.0
84c2ccbffffffff,2.0,0.0,0.0
84c2cd3ffffffff,11.0,0.0,0.0
84c2cdbffffffff,8.0,0.0,0.0
84c2ce1ffffffff,2.0,0.0,0.0
84c2ce7ffffffff,2.0,0.0,0.0
84c2d03ffffffff,4.0,0.0,0.0
84c2d05ffffffff,5.0,0.0,0.0
84c2d35ffffffff,1.0,0.0,0.0
84c2d3dffffffff,2.0,0.0,0.0
84c2d43ffffffff,2.0,0.0,0.0
84c2db1ffffffff,3.0,0.0,0.0
84c2e03ffffffff,6.0,0.0,0.0
84c2e23ffffffff,8.0,0.0,0.0
84c2e2bffffffff,11.0,0.0,0.0
84c2e31ffffffff,271.0,0.0,0.0
84c2e33ffffffff,28.0,0.0,0.0
84c2e37ffffffff,1.0,0.0,0.0
84c2e39ffffffff,114.0,0.0,0.0
84c2e3bffffffff,7.0,0.0,0.0
84c2e3dffffffff,10.0,0.0,0.0
84c2ea1ffffffff,30.0,0.0,0.0
84c2eadffffffff,2.0,0.0,0.0
84c2eb7ffffffff,2.0,0.0,0.0
84c2eedffffffff,4.0,0.0,0.0
84c2f23ffffffff,5.0,0.0,0.0
84c2f31ffffffff,2.0,0.0,0.0
84c3401ffffffff,31.0,0.0,0.0
84c3403ffffffff,5.0,0.0,0.0
84c3409ffffffff,16.0,0.0,0.0
84c340bffffffff,2.0,0.0,0.0
84c340dffffffff,4.0,0.0,0.0
84c3419ffffffff,9.0,0.0,0.0
84c341dffffffff,4.0,0.0,0.0
84c3443ffffffff,2.0,0.0,0.0
84c3451ffffffff,3.0,0.0,0.0
84c345dffffffff,6.0,0.0,0.0
84c34c9ffffffff,2.0,0.0,0.0
84c3509ffffffff,1.0,0.0,0.0
84c3555ffffffff,2.0,0.0,0.0
84c36a5ffffffff,9.0,0.0,0.0
84c36b1ffffffff,1.0,0.0,0.0
84c36b5ffffffff,4.0,0.0,0.0
84c36c1ffffffff,2.0,0.0,0.0
84c371bffffffff,53.0,0.0,0.0
84c3733ffffffff,2.0,0.0,0.0
84c3735ffffffff,5.0,0.0,0.0
