cell_id,Megaceryle torquata,Megaceryle torquata torquata/stictipennis,Megaceryle torquata stellata
8445321ffffffff,62.0,0.0,0.0
8445329ffffffff,2.0,0.0,0.0
844532bffffffff,91.0,0.0,0.0
8445343ffffffff,25.0,0.0,0.0
8445353ffffffff,18.0,0.0,0.0
8445357ffffffff,4.0,0.0,0.0
8445363ffffffff,8.0,0.0,0.0
8445365ffffffff,23.0,0.0,0.0
8445367ffffffff,20.0,0.0,0.0
8445649ffffffff,14.0,0.0,0.0
84456dbffffffff,12.0,0.0,0.0
8445721ffffffff,39.0,0.0,0.0
8445723ffffffff,2.0,0.0,0.0
8445727ffffffff,20.0,0.0,0.0
8445729ffffffff,2.0,0.0,0.0
8445745ffffffff,2.0,0.0,0.0
8445749ffffffff,30.0,0.0,0.0
844574dffffffff,16.0,0.0,0.0
8445761ffffffff,2.0,0.0,0.0
8445767ffffffff,65.0,8.0,0.0
8445769ffffffff,2.0,0.0,0.0
8448005ffffffff,2.0,0.0,0.0
844806dffffffff,5.0,0.0,0.0
8448329ffffffff,4.0,0.0,0.0
844832bffffffff,2.0,0.0,0.0
8448331ffffffff,2.0,0.0,0.0
844833bffffffff,13.0,0.0,0.0
8448361ffffffff,27.0,0.0,0.0
8448363ffffffff,426.0,21.0,0.0
8448367ffffffff,9.0,0.0,0.0
8448369ffffffff,139.0,2.0,0.0
8448801ffffffff,2.0,0.0,0.0
8448805ffffffff,5.0,0.0,0.0
844880dffffffff,1154.0,0.0,0.0
8448815ffffffff,32.0,0.0,0.0
8448817ffffffff,1.0,0.0,0.0
844882bffffffff,2.0,0.0,0.0
8448831ffffffff,87.0,0.0,0.0
8448833ffffffff,211.0,0.0,0.0
8448837ffffffff,82.0,0.0,0.0
8448839ffffffff,4.0,0.0,0.0
8448849ffffffff,9.0,0.0,0.0
844884bffffffff,2.0,0.0,0.0
844884dffffffff,28.0,0.0,0.0
8448853ffffffff,2.0,0.0,0.0
8448855ffffffff,5.0,0.0,0.0
8448859ffffffff,2.0,0.0,0.0
8448863ffffffff,5.0,0.0,0.0
8448869ffffffff,65.0,0.0,0.0
844886bffffffff,252.0,0.0,0.0
84488e1ffffffff,34.0,0.0,0.0
84488e3ffffffff,2.0,0.0,0.0
84488e5ffffffff,13.0,0.0,0.0
84488e9ffffffff,274.0,0.0,0.0
84488ebffffffff,2.0,0.0,0.0
84488edffffffff,59.0,0.0,0.0
8448981ffffffff,128.0,0.0,0.0
8448985ffffffff,2.0,0.0,0.0
8448989ffffffff,2.0,0.0,0.0
844898dffffffff,93.0,0.0,0.0
84489c3ffffffff,30.0,0.0,0.0
84489c5ffffffff,6.0,0.0,0.0
84489c7ffffffff,8.0,0.0,0.0
84489c9ffffffff,9.0,0.0,0.0
84489cbffffffff,5.0,0.0,0.0
84489d1ffffffff,24.0,0.0,0.0
84489d3ffffffff,84.0,0.0,0.0
84489d5ffffffff,1.0,0.0,0.0
84489d9ffffffff,23.0,0.0,0.0
84489ddffffffff,65.0,0.0,0.0
84489e3ffffffff,276.0,0.0,0.0
84489ebffffffff,17.0,0.0,0.0
8448a21ffffffff,820.0,0.0,0.0
8448a23ffffffff,2.0,0.0,0.0
8448a25ffffffff,4.0,0.0,0.0
8448a27ffffffff,262.0,0.0,0.0
8448a2dffffffff,30.0,0.0,0.0
8448a3dffffffff,2.0,0.0,0.0
8448b13ffffffff,3439.0,0.0,0.0
8448b15ffffffff,3233.0,0.0,0.0
8448b17ffffffff,196.0,0.0,0.0
8448b19ffffffff,5.0,0.0,0.0
8448b1bffffffff,61.0,0.0,0.0
8448b23ffffffff,107.0,0.0,0.0
8448b2bffffffff,762.0,0.0,0.0
8448b31ffffffff,38.0,0.0,0.0
8448b35ffffffff,15.0,0.0,0.0
8448b37ffffffff,2.0,0.0,0.0
8448b39ffffffff,3894.0,0.0,0.0
8448b3bffffffff,15.0,0.0,0.0
8448b3dffffffff,692.0,0.0,0.0
8448b4dffffffff,3.0,0.0,0.0
8448b51ffffffff,30.0,0.0,0.0
8448b57ffffffff,1.0,0.0,0.0
8448b5bffffffff,40.0,0.0,0.0
8449901ffffffff,6.0,0.0,0.0
8449903ffffffff,12.0,0.0,0.0
8449905ffffffff,7.0,0.0,0.0
8449907ffffffff,1.0,0.0,0.0
8449911ffffffff,7.0,0.0,0.0
844991dffffffff,4.0,0.0,0.0
8449929ffffffff,29.0,0.0,0.0
844992bffffffff,56.0,15.0,0.0
8449931ffffffff,6.0,1.0,0.0
8449933ffffffff,2.0,0.0,0.0
8449937ffffffff,1.0,0.0,0.0
844993bffffffff,2.0,2.0,0.0
844993dffffffff,15.0,0.0,0.0
8449961ffffffff,60.0,3.0,0.0
8449963ffffffff,98.0,10.0,0.0
8449965ffffffff,560.0,44.0,0.0
8449967ffffffff,172.0,5.0,0.0
8449969ffffffff,64.0,0.0,0.0
844996dffffffff,13.0,0.0,0.0
8449981ffffffff,13.0,0.0,0.0
8449983ffffffff,2.0,0.0,0.0
8449987ffffffff,111.0,0.0,0.0
844998dffffffff,4.0,0.0,0.0
84499abffffffff,4.0,0.0,0.0
84499adffffffff,2.0,0.0,0.0
84499b1ffffffff,12.0,0.0,0.0
84499b5ffffffff,16.0,0.0,0.0
84499b7ffffffff,2.0,0.0,0.0
84499bdffffffff,3.0,0.0,0.0
84499c1ffffffff,3.0,0.0,0.0
84499c5ffffffff,7.0,0.0,0.0
84499cdffffffff,40.0,0.0,0.0
84499e1ffffffff,1.0,0.0,0.0
84499e3ffffffff,2.0,0.0,0.0
84499e7ffffffff,2.0,0.0,0.0
84499e9ffffffff,2.0,0.0,0.0
84499ebffffffff,22.0,0.0,0.0
8449a21ffffffff,13.0,0.0,0.0
8449a23ffffffff,11.0,0.0,0.0
8449a2bffffffff,39.0,0.0,0.0
8449a31ffffffff,2.0,0.0,0.0
8449a39ffffffff,4.0,0.0,0.0
8449a81ffffffff,11.0,0.0,0.0
8449a83ffffffff,1.0,0.0,0.0
8449a85ffffffff,7.0,0.0,0.0
8449a89ffffffff,35.0,2.0,0.0
8449a8bffffffff,10.0,0.0,0.0
8449a8dffffffff,21.0,0.0,0.0
8449a91ffffffff,381.0,32.0,0.0
8449a93ffffffff,6.0,0.0,0.0
8449a97ffffffff,53.0,0.0,0.0
8449a9bffffffff,14.0,0.0,0.0
8449aa3ffffffff,2.0,0.0,0.0
8449abdffffffff,2.0,0.0,0.0
8449ac7ffffffff,58.0,0.0,0.0
8449ad5ffffffff,11.0,2.0,0.0
8449ad7ffffffff,3.0,0.0,0.0
8449ae3ffffffff,1.0,0.0,0.0
8449aebffffffff,4.0,0.0,0.0
8449b0bffffffff,5.0,0.0,0.0
8449b33ffffffff,1.0,0.0,0.0
8449b39ffffffff,2.0,0.0,0.0
8449b3bffffffff,6.0,0.0,0.0
8449b43ffffffff,3.0,0.0,0.0
8449b47ffffffff,5.0,0.0,0.0
8449b51ffffffff,16.0,0.0,0.0
8449b53ffffffff,1.0,0.0,0.0
8449b55ffffffff,42.0,0.0,0.0
8449b6bffffffff,4.0,0.0,0.0
8449b6dffffffff,1.0,0.0,0.0
845e42bffffffff,10.0,0.0,0.0
845e43dffffffff,80.0,0.0,0.0
845f00dffffffff,4.0,0.0,0.0
845f025ffffffff,1.0,0.0,0.0
845f02bffffffff,5.0,0.0,0.0
845f033ffffffff,1.0,0.0,0.0
845f03bffffffff,2.0,0.0,0.0
845f03dffffffff,24.0,3.0,0.0
845f083ffffffff,146.0,0.0,0.0
845f087ffffffff,9.0,0.0,0.0
845f089ffffffff,2.0,0.0,0.0
845f095ffffffff,190.0,0.0,0.0
845f09dffffffff,2.0,0.0,0.0
845f0b9ffffffff,10.0,0.0,0.0
845f0d7ffffffff,15.0,0.0,0.0
845f0e1ffffffff,1.0,0.0,0.0
845f0e3ffffffff,13.0,0.0,0.0
845f105ffffffff,3.0,0.0,0.0
845f107ffffffff,3.0,0.0,0.0
845f117ffffffff,3.0,0.0,0.0
845f129ffffffff,25.0,0.0,0.0
845f12bffffffff,29.0,0.0,0.0
845f139ffffffff,6.0,0.0,0.0
845f13bffffffff,9.0,0.0,0.0
845f13dffffffff,9.0,0.0,0.0
845f155ffffffff,1.0,0.0,0.0
845f161ffffffff,10.0,0.0,0.0
845f163ffffffff,1.0,0.0,0.0
845f1c3ffffffff,60.0,0.0,0.0
845f1cbffffffff,17.0,0.0,0.0
845f1e9ffffffff,3.0,0.0,0.0
845f1edffffffff,10.0,0.0,0.0
845f223ffffffff,1.0,0.0,0.0
845f227ffffffff,1.0,0.0,0.0
845f237ffffffff,1.0,0.0,0.0
845f291ffffffff,25.0,0.0,0.0
845f295ffffffff,84.0,0.0,0.0
845f299ffffffff,67.0,0.0,0.0
845f29dffffffff,191.0,0.0,0.0
845f2b1ffffffff,31.0,0.0,0.0
845f2b3ffffffff,224.0,0.0,0.0
845f2b9ffffffff,14.0,0.0,0.0
845f2bbffffffff,188.0,0.0,0.0
845f2d1ffffffff,19.0,0.0,0.0
845f2d3ffffffff,20.0,0.0,0.0
845f2d7ffffffff,23.0,0.0,0.0
845f2dbffffffff,6.0,0.0,0.0
845f403ffffffff,8.0,0.0,0.0
845f407ffffffff,8.0,0.0,0.0
845f40dffffffff,1.0,0.0,0.0
845f415ffffffff,20.0,0.0,0.0
845f417ffffffff,3.0,0.0,0.0
845f423ffffffff,1.0,0.0,0.0
845f42bffffffff,15.0,0.0,0.0
845f433ffffffff,5.0,0.0,0.0
845f435ffffffff,1.0,0.0,0.0
845f437ffffffff,5.0,0.0,0.0
845f43bffffffff,1.0,0.0,0.0
845f445ffffffff,4.0,0.0,0.0
845f463ffffffff,1.0,0.0,0.0
845f46bffffffff,3.0,0.0,0.0
845f485ffffffff,2.0,0.0,0.0
845f487ffffffff,11.0,0.0,0.0
845f491ffffffff,3.0,0.0,0.0
845f4a3ffffffff,7.0,0.0,0.0
845f4a9ffffffff,19.0,0.0,0.0
845f4b3ffffffff,2.0,0.0,0.0
845f4b5ffffffff,1.0,0.0,0.0
845f4b9ffffffff,7.0,0.0,0.0
845f4e1ffffffff,2.0,0.0,0.0
845f4e5ffffffff,18.0,0.0,0.0
845f4e7ffffffff,9.0,0.0,0.0
845f501ffffffff,2.0,0.0,0.0
845f50bffffffff,5.0,0.0,0.0
845f549ffffffff,8.0,0.0,0.0
845f56bffffffff,3.0,0.0,0.0
845f581ffffffff,86.0,0.0,0.0
845f583ffffffff,391.0,0.0,0.0
845f587ffffffff,28.0,0.0,0.0
845f58bffffffff,32.0,0.0,0.0
845f591ffffffff,3.0,0.0,0.0
845f595ffffffff,5.0,0.0,0.0
845f5b9ffffffff,17.0,0.0,0.0
845f5dbffffffff,2.0,0.0,0.0
845f683ffffffff,6.0,0.0,0.0
845f689ffffffff,5.0,0.0,0.0
845f68bffffffff,35.0,0.0,0.0
845f711ffffffff,10.0,0.0,0.0
845f713ffffffff,4.0,0.0,0.0
845f75dffffffff,2.0,0.0,0.0
8466005ffffffff,6.0,0.0,0.0
8466007ffffffff,7.0,0.0,0.0
8466009ffffffff,4.0,0.0,0.0
8466017ffffffff,1.0,0.0,0.0
846601bffffffff,3.0,0.0,0.0
8466021ffffffff,66.0,0.0,0.0
8466023ffffffff,17.0,0.0,0.0
8466025ffffffff,2.0,0.0,0.0
8466027ffffffff,13.0,0.0,0.0
8466029ffffffff,26.0,0.0,0.0
846602bffffffff,14.0,0.0,0.0
846602dffffffff,4.0,0.0,0.0
8466035ffffffff,12.0,0.0,0.0
846603dffffffff,14.0,0.0,0.0
8466041ffffffff,2.0,0.0,0.0
8466043ffffffff,10.0,0.0,0.0
8466045ffffffff,53.0,0.0,0.0
8466047ffffffff,32.0,0.0,0.0
8466049ffffffff,2.0,0.0,0.0
846604dffffffff,10.0,0.0,0.0
8466051ffffffff,2.0,0.0,0.0
8466053ffffffff,2.0,0.0,0.0
8466055ffffffff,30.0,0.0,0.0
8466057ffffffff,8.0,0.0,0.0
8466059ffffffff,4.0,2.0,0.0
8466061ffffffff,30.0,0.0,0.0
8466063ffffffff,18.0,0.0,0.0
8466067ffffffff,416.0,10.0,0.0
8466069ffffffff,15.0,0.0,0.0
846606bffffffff,4.0,0.0,0.0
8466081ffffffff,41.0,0.0,0.0
8466087ffffffff,28.0,0.0,0.0
8466089ffffffff,37.0,0.0,0.0
846608dffffffff,45.0,0.0,0.0
8466091ffffffff,2.0,0.0,0.0
8466093ffffffff,6.0,0.0,0.0
8466097ffffffff,2.0,0.0,0.0
84660a1ffffffff,7.0,0.0,0.0
84660a5ffffffff,60.0,0.0,0.0
84660a7ffffffff,103.0,4.0,0.0
84660a9ffffffff,5.0,0.0,0.0
84660adffffffff,33.0,0.0,0.0
84660b5ffffffff,8.0,0.0,0.0
84660b9ffffffff,3.0,0.0,0.0
84660bdffffffff,21.0,0.0,0.0
84660c3ffffffff,6.0,0.0,0.0
84660c5ffffffff,7.0,0.0,0.0
84660c7ffffffff,7.0,0.0,0.0
84660cbffffffff,8.0,0.0,0.0
84660cdffffffff,8.0,0.0,0.0
84660d3ffffffff,8.0,0.0,0.0
84660dbffffffff,5.0,0.0,0.0
84660e1ffffffff,119.0,1.0,0.0
84660e3ffffffff,79.0,0.0,0.0
84660e7ffffffff,27.0,0.0,0.0
84660e9ffffffff,43.0,0.0,0.0
84660ebffffffff,127.0,0.0,0.0
8466101ffffffff,3.0,0.0,0.0
8466103ffffffff,13.0,0.0,0.0
8466105ffffffff,29.0,0.0,0.0
8466107ffffffff,958.0,0.0,0.0
846610bffffffff,16.0,0.0,0.0
8466111ffffffff,2.0,0.0,0.0
8466113ffffffff,34.0,0.0,0.0
8466117ffffffff,30.0,0.0,0.0
8466119ffffffff,158.0,0.0,0.0
846611dffffffff,8.0,0.0,0.0
8466121ffffffff,2.0,0.0,0.0
8466125ffffffff,4.0,0.0,0.0
8466129ffffffff,32.0,0.0,0.0
846612bffffffff,1.0,0.0,0.0
8466131ffffffff,2.0,0.0,0.0
8466135ffffffff,10.0,0.0,0.0
8466139ffffffff,518.0,0.0,0.0
846613bffffffff,11.0,0.0,0.0
846613dffffffff,51.0,0.0,0.0
8466153ffffffff,13.0,0.0,0.0
846615bffffffff,17.0,0.0,0.0
8466161ffffffff,4.0,0.0,0.0
8466163ffffffff,316.0,0.0,0.0
8466165ffffffff,36.0,0.0,0.0
8466167ffffffff,324.0,0.0,0.0
8466181ffffffff,4.0,0.0,0.0
8466183ffffffff,97.0,0.0,0.0
8466185ffffffff,2.0,0.0,0.0
8466189ffffffff,2.0,0.0,0.0
846618bffffffff,101.0,0.0,0.0
8466191ffffffff,24.0,0.0,0.0
8466193ffffffff,456.0,3.0,0.0
8466195ffffffff,33.0,0.0,0.0
8466197ffffffff,12.0,0.0,0.0
8466199ffffffff,45.0,2.0,0.0
846619bffffffff,194.0,7.0,0.0
846619dffffffff,288.0,1.0,0.0
84661a1ffffffff,2.0,0.0,0.0
84661a3ffffffff,5.0,0.0,0.0
84661a5ffffffff,178.0,3.0,0.0
84661a7ffffffff,46.0,0.0,0.0
84661adffffffff,84.0,7.0,0.0
84661b1ffffffff,96.0,0.0,0.0
84661b3ffffffff,195.0,2.0,0.0
84661b5ffffffff,2.0,0.0,0.0
84661b9ffffffff,43.0,0.0,0.0
84661bbffffffff,129.0,0.0,0.0
84661bdffffffff,7.0,0.0,0.0
84661c1ffffffff,4.0,0.0,0.0
84661c3ffffffff,7.0,0.0,0.0
84661c5ffffffff,2.0,0.0,0.0
84661c9ffffffff,8.0,0.0,0.0
84661cbffffffff,17.0,0.0,0.0
84661cdffffffff,37.0,0.0,0.0
84661d1ffffffff,42.0,0.0,0.0
84661d3ffffffff,7.0,0.0,0.0
84661d5ffffffff,8.0,0.0,0.0
84661d7ffffffff,83.0,0.0,0.0
84661d9ffffffff,1.0,0.0,0.0
84661e1ffffffff,1.0,0.0,0.0
84661e9ffffffff,6.0,0.0,0.0
84661ebffffffff,224.0,0.0,0.0
8466201ffffffff,88.0,8.0,0.0
8466203ffffffff,18.0,0.0,0.0
8466205ffffffff,120.0,14.0,0.0
8466207ffffffff,15.0,0.0,0.0
846620bffffffff,239.0,26.0,0.0
8466213ffffffff,7.0,0.0,0.0
8466219ffffffff,24.0,3.0,0.0
846621bffffffff,6.0,0.0,0.0
846621dffffffff,3.0,0.0,0.0
8466221ffffffff,998.0,81.0,0.0
8466223ffffffff,20.0,3.0,0.0
8466225ffffffff,268.0,0.0,0.0
8466227ffffffff,39.0,0.0,0.0
846622bffffffff,52.0,4.0,0.0
8466235ffffffff,3.0,0.0,0.0
846623bffffffff,16.0,0.0,0.0
8466251ffffffff,4.0,0.0,0.0
8466257ffffffff,13.0,0.0,0.0
8466281ffffffff,2.0,0.0,0.0
8466285ffffffff,4.0,0.0,0.0
8466289ffffffff,2.0,0.0,0.0
846628bffffffff,10.0,0.0,0.0
8466291ffffffff,43.0,0.0,0.0
8466293ffffffff,3.0,0.0,0.0
8466299ffffffff,57.0,8.0,0.0
846629dffffffff,8.0,0.0,0.0
84662a7ffffffff,2.0,0.0,0.0
84662b1ffffffff,2.0,0.0,0.0
84662b5ffffffff,12.0,0.0,0.0
84662b7ffffffff,3.0,0.0,0.0
84662c1ffffffff,17.0,0.0,0.0
84662c9ffffffff,8.0,0.0,0.0
84662cdffffffff,10.0,0.0,0.0
84662e1ffffffff,8.0,0.0,0.0
84662e3ffffffff,2.0,0.0,0.0
84662e5ffffffff,3.0,1.0,0.0
84662e9ffffffff,15.0,0.0,0.0
8466311ffffffff,133.0,0.0,0.0
8466313ffffffff,236.0,3.0,0.0
8466317ffffffff,12.0,0.0,0.0
846631bffffffff,128.0,0.0,0.0
846640dffffffff,1.0,0.0,0.0
8466411ffffffff,80.0,0.0,0.0
8466415ffffffff,528.0,18.0,0.0
8466417ffffffff,54.0,2.0,0.0
8466419ffffffff,2.0,0.0,0.0
846641dffffffff,327.0,17.0,0.0
8466437ffffffff,2.0,0.0,0.0
8466439ffffffff,1.0,0.0,0.0
846643bffffffff,1.0,0.0,0.0
8466441ffffffff,11.0,0.0,0.0
846644bffffffff,1.0,0.0,0.0
8466451ffffffff,1.0,0.0,0.0
8466455ffffffff,1.0,0.0,0.0
8466457ffffffff,10.0,0.0,0.0
846645dffffffff,6.0,0.0,0.0
8466461ffffffff,1.0,0.0,0.0
84664d5ffffffff,3.0,0.0,0.0
84664e9ffffffff,2.0,0.0,0.0
8466505ffffffff,4.0,0.0,0.0
8466507ffffffff,2.0,0.0,0.0
8466509ffffffff,5.0,0.0,0.0
8466529ffffffff,196.0,0.0,0.0
846652dffffffff,140.0,0.0,0.0
8466533ffffffff,1.0,0.0,0.0
8466537ffffffff,4.0,0.0,0.0
8466543ffffffff,5.0,0.0,0.0
8466545ffffffff,24.0,0.0,0.0
8466547ffffffff,10.0,0.0,0.0
8466549ffffffff,8.0,0.0,0.0
846654bffffffff,57.0,0.0,0.0
8466561ffffffff,21.0,0.0,0.0
8466563ffffffff,9.0,0.0,0.0
8466565ffffffff,41.0,0.0,0.0
8466567ffffffff,7.0,0.0,0.0
8466569ffffffff,9.0,0.0,0.0
846656bffffffff,7.0,0.0,0.0
846656dffffffff,8.0,0.0,0.0
84665abffffffff,180.0,0.0,0.0
84665bdffffffff,42.0,0.0,0.0
84665e9ffffffff,88.0,0.0,0.0
84665edffffffff,2.0,0.0,0.0
8466601ffffffff,3.0,0.0,0.0
8466603ffffffff,9.0,0.0,0.0
846660bffffffff,4.0,0.0,0.0
846660dffffffff,5.0,0.0,0.0
8466623ffffffff,2.0,0.0,0.0
8466627ffffffff,3.0,0.0,0.0
8466631ffffffff,9.0,0.0,0.0
8466633ffffffff,1.0,0.0,0.0
8466637ffffffff,17.0,0.0,0.0
8466639ffffffff,51.0,0.0,0.0
846663dffffffff,19.0,0.0,0.0
8466641ffffffff,13.0,3.0,0.0
8466643ffffffff,2.0,0.0,0.0
8466645ffffffff,6.0,0.0,0.0
8466647ffffffff,23.0,0.0,0.0
846664dffffffff,13.0,0.0,0.0
846666bffffffff,2.0,0.0,0.0
84666a1ffffffff,5.0,0.0,0.0
84666a5ffffffff,1.0,0.0,0.0
84666a7ffffffff,1.0,0.0,0.0
84666b9ffffffff,2.0,0.0,0.0
84666c5ffffffff,9.0,0.0,0.0
84666e3ffffffff,11.0,0.0,0.0
84666ebffffffff,10.0,0.0,0.0
8466705ffffffff,4.0,0.0,0.0
8466709ffffffff,1.0,0.0,0.0
846670dffffffff,20.0,0.0,0.0
8466715ffffffff,11.0,0.0,0.0
846671bffffffff,10.0,0.0,0.0
8466725ffffffff,6.0,0.0,0.0
8466727ffffffff,162.0,0.0,0.0
8466729ffffffff,4.0,0.0,0.0
8466731ffffffff,3.0,0.0,0.0
8466735ffffffff,32.0,0.0,0.0
8466737ffffffff,7.0,0.0,0.0
8466749ffffffff,2.0,0.0,0.0
846674bffffffff,6.0,0.0,0.0
8466759ffffffff,4.0,0.0,0.0
846675dffffffff,188.0,0.0,0.0
8466761ffffffff,2.0,0.0,0.0
8466763ffffffff,22.0,0.0,0.0
8466765ffffffff,1.0,0.0,0.0
8466769ffffffff,2.0,0.0,0.0
846676dffffffff,4.0,0.0,0.0
8466849ffffffff,34.0,0.0,0.0
84668e7ffffffff,1.0,0.0,0.0
8466a01ffffffff,26.0,0.0,0.0
8466a03ffffffff,8.0,0.0,0.0
8466a05ffffffff,12.0,0.0,0.0
8466a09ffffffff,2.0,0.0,0.0
8466a0bffffffff,197.0,0.0,0.0
8466a15ffffffff,28.0,0.0,0.0
8466a17ffffffff,15.0,0.0,0.0
8466a1dffffffff,133.0,0.0,0.0
8466a21ffffffff,23.0,0.0,0.0
8466a23ffffffff,1.0,0.0,0.0
8466a25ffffffff,25.0,0.0,0.0
8466a27ffffffff,10.0,0.0,0.0
8466a2bffffffff,2.0,0.0,0.0
8466a2dffffffff,3.0,0.0,0.0
8466a31ffffffff,14.0,0.0,0.0
8466a33ffffffff,36.0,0.0,0.0
8466a35ffffffff,1.0,0.0,0.0
8466a37ffffffff,3.0,0.0,0.0
8466a39ffffffff,36.0,0.0,0.0
8466a3bffffffff,8.0,0.0,0.0
8466a3dffffffff,11.0,0.0,0.0
8466a51ffffffff,2818.0,0.0,0.0
8466a53ffffffff,24.0,0.0,0.0
8466a55ffffffff,40.0,0.0,0.0
8466a57ffffffff,122.0,0.0,0.0
8466a59ffffffff,117.0,0.0,0.0
8466a5bffffffff,371.0,0.0,0.0
8466a5dffffffff,228.0,0.0,0.0
8466a63ffffffff,6.0,0.0,0.0
8466a65ffffffff,383.0,0.0,0.0
8466a67ffffffff,6.0,0.0,0.0
8466a9bffffffff,3.0,0.0,0.0
8466aedffffffff,11.0,0.0,0.0
8466b01ffffffff,160.0,0.0,0.0
8466b09ffffffff,591.0,0.0,0.0
8466b0bffffffff,683.0,0.0,0.0
8466b0dffffffff,1.0,0.0,0.0
8466b19ffffffff,202.0,0.0,0.0
8466b1dffffffff,35.0,0.0,0.0
8466b41ffffffff,202.0,0.0,0.0
8466b43ffffffff,41.0,0.0,0.0
8466b45ffffffff,340.0,0.0,0.0
8466b47ffffffff,246.0,0.0,0.0
8466b49ffffffff,146.0,0.0,0.0
8466b4bffffffff,12.0,0.0,0.0
8466b4dffffffff,977.0,0.0,0.0
8466b51ffffffff,53.0,0.0,0.0
8466b53ffffffff,167.0,0.0,0.0
8466b55ffffffff,228.0,0.0,0.0
8466b57ffffffff,596.0,0.0,0.0
8466b59ffffffff,171.0,0.0,0.0
8466b5bffffffff,170.0,0.0,0.0
8466b69ffffffff,150.0,0.0,0.0
