cell_id,Geranospiza caerulescens,Geranospiza caerulescens [nigra Group],Geranospiza caerulescens caerulescens,Geranospiza caerulescens gracilis/flexipes
84452a5ffffffff,10.0,0.0,0.0,0.0
84452a7ffffffff,3.0,0.0,0.0,0.0
84452a9ffffffff,20.0,0.0,0.0,0.0
84452abffffffff,12.0,2.0,0.0,0.0
84452adffffffff,256.0,0.0,0.0,0.0
84452b5ffffffff,7.0,0.0,0.0,0.0
84452b9ffffffff,6.0,0.0,0.0,0.0
84452bdffffffff,28.0,0.0,0.0,0.0
84452c1ffffffff,6.0,0.0,0.0,0.0
84452c3ffffffff,45.0,0.0,0.0,0.0
84452c5ffffffff,4.0,0.0,0.0,0.0
84452c7ffffffff,3.0,0.0,0.0,0.0
84452c9ffffffff,7.0,0.0,0.0,0.0
84452cbffffffff,2.0,0.0,0.0,0.0
84452d9ffffffff,9.0,0.0,0.0,0.0
84452dbffffffff,4.0,0.0,0.0,0.0
84452e1ffffffff,122.0,0.0,0.0,0.0
84452e3ffffffff,15.0,0.0,0.0,0.0
84452e5ffffffff,90.0,0.0,0.0,0.0
84452e7ffffffff,24.0,0.0,0.0,0.0
84452e9ffffffff,7.0,0.0,0.0,0.0
84452ebffffffff,47.0,0.0,0.0,0.0
84452edffffffff,7.0,0.0,0.0,0.0
8445319ffffffff,1.0,0.0,0.0,0.0
844532bffffffff,1.0,0.0,0.0,0.0
844532dffffffff,3.0,0.0,0.0,0.0
8445343ffffffff,5.0,0.0,0.0,0.0
8445351ffffffff,3.0,0.0,0.0,0.0
8445353ffffffff,14.0,0.0,0.0,0.0
8445365ffffffff,13.0,0.0,0.0,0.0
8445367ffffffff,4.0,0.0,0.0,0.0
8445721ffffffff,74.0,13.0,0.0,0.0
8445725ffffffff,7.0,0.0,0.0,0.0
8445727ffffffff,8.0,3.0,0.0,0.0
844574dffffffff,5.0,0.0,0.0,0.0
8445761ffffffff,1.0,0.0,0.0,0.0
8445765ffffffff,12.0,0.0,0.0,0.0
8445767ffffffff,6.0,0.0,0.0,0.0
8445769ffffffff,2.0,0.0,0.0,0.0
844802bffffffff,2.0,0.0,0.0,0.0
8448065ffffffff,2.0,0.0,0.0,0.0
8448067ffffffff,1.0,0.0,0.0,0.0
844806dffffffff,18.0,0.0,0.0,0.0
8448085ffffffff,1.0,0.0,0.0,0.0
8448097ffffffff,1.0,0.0,0.0,0.0
84480a3ffffffff,4.0,0.0,0.0,0.0
84480adffffffff,104.0,0.0,0.0,0.0
84480bbffffffff,1.0,0.0,0.0,0.0
84480bdffffffff,1.0,0.0,0.0,0.0
84480e5ffffffff,14.0,0.0,0.0,0.0
8448159ffffffff,2.0,0.0,0.0,0.0
844815bffffffff,6.0,0.0,0.0,0.0
8448305ffffffff,3.0,0.0,0.0,0.0
8448329ffffffff,6.0,2.0,0.0,0.0
844832bffffffff,14.0,3.0,0.0,0.0
8448331ffffffff,4.0,0.0,0.0,0.0
8448333ffffffff,5.0,0.0,0.0,0.0
844833bffffffff,10.0,0.0,0.0,0.0
8448361ffffffff,99.0,5.0,0.0,0.0
8448363ffffffff,289.0,6.0,0.0,0.0
8448367ffffffff,4.0,0.0,0.0,0.0
8448369ffffffff,112.0,0.0,0.0,0.0
8449929ffffffff,2.0,0.0,0.0,0.0
844992bffffffff,3.0,0.0,0.0,0.0
8449961ffffffff,3.0,0.0,0.0,0.0
8449965ffffffff,38.0,2.0,0.0,0.0
8449967ffffffff,7.0,0.0,0.0,0.0
844996dffffffff,13.0,1.0,0.0,0.0
8449981ffffffff,3.0,0.0,0.0,0.0
8449987ffffffff,29.0,0.0,0.0,0.0
84499b5ffffffff,3.0,0.0,0.0,0.0
84499c5ffffffff,2.0,0.0,0.0,0.0
8449a21ffffffff,2.0,0.0,0.0,0.0
8449a2bffffffff,5.0,0.0,0.0,0.0
8449a31ffffffff,2.0,0.0,0.0,0.0
8449a3dffffffff,2.0,0.0,0.0,0.0
8449a85ffffffff,6.0,0.0,0.0,0.0
8449a89ffffffff,18.0,0.0,0.0,0.0
8449a8bffffffff,4.0,0.0,0.0,0.0
8449a91ffffffff,16.0,0.0,0.0,0.0
8449a93ffffffff,23.0,0.0,0.0,0.0
8449a95ffffffff,2.0,0.0,0.0,0.0
8449a97ffffffff,14.0,0.0,0.0,0.0
8449a9bffffffff,4.0,0.0,0.0,0.0
8449aa9ffffffff,1.0,0.0,0.0,0.0
8449ac7ffffffff,4.0,0.0,0.0,0.0
8449ad5ffffffff,5.0,0.0,0.0,0.0
8449ad7ffffffff,6.0,0.0,0.0,0.0
8449b55ffffffff,2.0,0.0,0.0,0.0
8449b6dffffffff,1.0,0.0,0.0,0.0
845f083ffffffff,14.0,0.0,0.0,0.0
845f089ffffffff,3.0,0.0,0.0,0.0
845f08dffffffff,3.0,0.0,0.0,0.0
845f095ffffffff,17.0,0.0,0.0,0.0
845f09dffffffff,1.0,0.0,0.0,0.0
845f12bffffffff,3.0,0.0,0.0,0.0
845f13dffffffff,4.0,0.0,0.0,0.0
845f1c3ffffffff,3.0,0.0,0.0,0.0
845f1cbffffffff,3.0,0.0,0.0,0.0
845f1e9ffffffff,5.0,0.0,0.0,0.0
845f291ffffffff,6.0,0.0,0.0,0.0
845f295ffffffff,8.0,0.0,0.0,0.0
845f299ffffffff,15.0,0.0,0.0,0.0
845f29dffffffff,14.0,0.0,0.0,0.0
845f2b1ffffffff,16.0,0.0,0.0,0.0
845f2b3ffffffff,22.0,0.0,0.0,0.0
845f2b9ffffffff,2.0,0.0,0.0,0.0
845f2bbffffffff,39.0,0.0,0.0,0.0
845f2d1ffffffff,6.0,0.0,0.0,0.0
845f2d3ffffffff,5.0,0.0,0.0,0.0
845f2d7ffffffff,4.0,0.0,0.0,0.0
845f2dbffffffff,4.0,0.0,0.0,0.0
845f407ffffffff,1.0,0.0,0.0,0.0
845f42bffffffff,17.0,0.0,1.0,0.0
845f445ffffffff,1.0,0.0,0.0,0.0
845f463ffffffff,2.0,0.0,0.0,0.0
845f487ffffffff,3.0,0.0,0.0,0.0
845f4a3ffffffff,1.0,0.0,0.0,0.0
845f4a9ffffffff,5.0,0.0,0.0,0.0
845f4b5ffffffff,1.0,0.0,0.0,0.0
845f4e7ffffffff,2.0,0.0,0.0,0.0
845f50bffffffff,7.0,0.0,0.0,0.0
845f683ffffffff,9.0,0.0,0.0,0.0
845f68bffffffff,4.0,0.0,0.0,0.0
845f711ffffffff,2.0,0.0,0.0,0.0
845f713ffffffff,6.0,0.0,0.0,0.0
8466005ffffffff,2.0,0.0,0.0,0.0
8466009ffffffff,2.0,0.0,0.0,0.0
846601bffffffff,4.0,0.0,0.0,0.0
8466021ffffffff,40.0,0.0,0.0,0.0
8466023ffffffff,9.0,0.0,0.0,0.0
8466025ffffffff,19.0,0.0,0.0,0.0
8466027ffffffff,12.0,0.0,0.0,0.0
8466029ffffffff,27.0,0.0,0.0,0.0
846602bffffffff,8.0,0.0,0.0,0.0
846602dffffffff,2.0,0.0,0.0,0.0
8466031ffffffff,2.0,0.0,0.0,0.0
8466035ffffffff,2.0,0.0,0.0,0.0
8466043ffffffff,2.0,0.0,0.0,0.0
8466045ffffffff,24.0,0.0,0.0,0.0
8466047ffffffff,6.0,0.0,0.0,0.0
8466057ffffffff,2.0,0.0,0.0,0.0
8466059ffffffff,2.0,0.0,0.0,0.0
8466061ffffffff,2.0,0.0,0.0,0.0
8466063ffffffff,5.0,0.0,0.0,0.0
8466067ffffffff,27.0,0.0,0.0,0.0
8466069ffffffff,6.0,0.0,0.0,0.0
846606bffffffff,2.0,0.0,0.0,0.0
846609bffffffff,1.0,0.0,0.0,0.0
84660a1ffffffff,4.0,0.0,0.0,0.0
84660a5ffffffff,7.0,0.0,0.0,0.0
84660a7ffffffff,3.0,0.0,0.0,0.0
84660adffffffff,6.0,0.0,0.0,0.0
84660b3ffffffff,4.0,0.0,0.0,0.0
84660cbffffffff,6.0,0.0,0.0,0.0
84660cdffffffff,5.0,0.0,0.0,0.0
84660e1ffffffff,25.0,0.0,0.0,0.0
84660e3ffffffff,6.0,0.0,0.0,0.0
84660e7ffffffff,10.0,0.0,0.0,0.0
8466103ffffffff,6.0,0.0,0.0,0.0
8466105ffffffff,2.0,0.0,0.0,0.0
8466107ffffffff,612.0,68.0,0.0,0.0
8466113ffffffff,8.0,0.0,0.0,0.0
8466117ffffffff,10.0,0.0,0.0,0.0
8466119ffffffff,14.0,0.0,0.0,0.0
846611bffffffff,2.0,0.0,0.0,0.0
846611dffffffff,1.0,0.0,0.0,0.0
8466123ffffffff,2.0,0.0,0.0,0.0
8466129ffffffff,3.0,0.0,0.0,0.0
846612dffffffff,2.0,0.0,0.0,0.0
8466131ffffffff,11.0,4.0,0.0,0.0
8466139ffffffff,490.0,33.0,0.0,0.0
846613bffffffff,2.0,0.0,0.0,0.0
846613dffffffff,6.0,0.0,0.0,0.0
8466153ffffffff,21.0,0.0,0.0,0.0
846615bffffffff,8.0,0.0,0.0,0.0
8466163ffffffff,54.0,13.0,0.0,0.0
8466165ffffffff,3.0,0.0,0.0,0.0
8466167ffffffff,31.0,0.0,0.0,0.0
8466193ffffffff,48.0,0.0,0.0,0.0
8466199ffffffff,1.0,0.0,0.0,0.0
846619bffffffff,35.0,0.0,0.0,0.0
846619dffffffff,2.0,0.0,0.0,0.0
84661c9ffffffff,3.0,0.0,0.0,0.0
84661d3ffffffff,3.0,0.0,0.0,0.0
84661e9ffffffff,2.0,0.0,0.0,0.0
84661ebffffffff,2.0,0.0,0.0,0.0
8466201ffffffff,27.0,0.0,0.0,0.0
8466203ffffffff,23.0,0.0,0.0,0.0
8466205ffffffff,72.0,0.0,0.0,0.0
846620bffffffff,224.0,0.0,0.0,0.0
8466213ffffffff,4.0,0.0,0.0,0.0
8466217ffffffff,2.0,0.0,0.0,0.0
8466219ffffffff,18.0,0.0,0.0,0.0
846621bffffffff,6.0,0.0,0.0,0.0
8466221ffffffff,32.0,0.0,0.0,0.0
8466225ffffffff,29.0,0.0,0.0,0.0
8466227ffffffff,18.0,0.0,0.0,0.0
846622bffffffff,29.0,0.0,0.0,0.0
8466233ffffffff,3.0,0.0,0.0,0.0
846623bffffffff,11.0,0.0,0.0,0.0
8466257ffffffff,9.0,0.0,0.0,0.0
846625bffffffff,2.0,0.0,0.0,0.0
8466285ffffffff,7.0,0.0,0.0,0.0
846628bffffffff,3.0,0.0,0.0,0.0
846629bffffffff,7.0,0.0,0.0,0.0
84662cdffffffff,23.0,0.0,4.0,0.0
84662e1ffffffff,7.0,0.0,0.0,0.0
84662ebffffffff,3.0,0.0,0.0,0.0
8466311ffffffff,9.0,0.0,0.0,0.0
8466313ffffffff,79.0,0.0,0.0,0.0
846631bffffffff,34.0,0.0,0.0,0.0
8466415ffffffff,75.0,0.0,0.0,0.0
8466417ffffffff,5.0,0.0,0.0,0.0
846641dffffffff,62.0,0.0,0.0,0.0
8466437ffffffff,1.0,0.0,0.0,0.0
8466441ffffffff,2.0,0.0,0.0,0.0
846644bffffffff,2.0,0.0,0.0,0.0
8466455ffffffff,2.0,0.0,0.0,0.0
846645dffffffff,1.0,0.0,0.0,0.0
8466529ffffffff,26.0,0.0,0.0,0.0
846652dffffffff,25.0,0.0,0.0,0.0
8466543ffffffff,2.0,0.0,0.0,0.0
8466545ffffffff,36.0,0.0,0.0,0.0
8466549ffffffff,7.0,0.0,0.0,0.0
846654bffffffff,33.0,0.0,0.0,0.0
8466561ffffffff,10.0,0.0,0.0,0.0
8466563ffffffff,2.0,0.0,0.0,0.0
8466565ffffffff,16.0,0.0,0.0,0.0
8466569ffffffff,2.0,0.0,0.0,0.0
846656dffffffff,5.0,0.0,0.0,0.0
84665abffffffff,13.0,0.0,0.0,0.0
84665e9ffffffff,2.0,0.0,0.0,0.0
8466603ffffffff,3.0,0.0,0.0,0.0
846660dffffffff,2.0,0.0,0.0,0.0
8466637ffffffff,11.0,0.0,2.0,0.0
8466639ffffffff,1.0,0.0,0.0,0.0
846663dffffffff,1.0,0.0,0.0,0.0
8466641ffffffff,2.0,0.0,0.0,0.0
8466647ffffffff,7.0,0.0,0.0,0.0
846664dffffffff,23.0,0.0,0.0,0.0
846666bffffffff,2.0,0.0,0.0,0.0
84666a1ffffffff,3.0,0.0,3.0,0.0
8466705ffffffff,2.0,0.0,0.0,0.0
8466707ffffffff,1.0,0.0,0.0,0.0
846670dffffffff,4.0,0.0,0.0,0.0
846671bffffffff,7.0,0.0,0.0,0.0
8466725ffffffff,2.0,0.0,0.0,0.0
8466727ffffffff,77.0,0.0,0.0,0.0
8466735ffffffff,3.0,0.0,0.0,0.0
8466737ffffffff,9.0,0.0,0.0,0.0
846674bffffffff,2.0,0.0,0.0,0.0
846675dffffffff,29.0,0.0,1.0,0.0
8466761ffffffff,2.0,0.0,0.0,0.0
8466763ffffffff,2.0,0.0,0.0,0.0
8466a1dffffffff,14.0,0.0,0.0,0.0
8466a51ffffffff,929.0,40.0,0.0,0.0
8466a53ffffffff,2.0,0.0,0.0,0.0
8466a55ffffffff,21.0,0.0,0.0,0.0
8466a59ffffffff,1.0,0.0,0.0,0.0
8466a5bffffffff,17.0,3.0,0.0,0.0
8466a5dffffffff,14.0,2.0,0.0,0.0
8466b01ffffffff,46.0,0.0,0.0,0.0
8466b09ffffffff,69.0,0.0,0.0,0.0
8466b0bffffffff,56.0,0.0,0.0,0.0
8466b19ffffffff,1.0,0.0,0.0,0.0
8466b45ffffffff,24.0,0.0,0.0,0.0
8466b47ffffffff,30.0,0.0,0.0,0.0
8466b53ffffffff,2.0,0.0,0.0,0.0
8466b55ffffffff,2.0,0.0,0.0,0.0
8466b57ffffffff,37.0,0.0,0.0,0.0
8466b69ffffffff,38.0,0.0,0.0,0.0
8466c01ffffffff,5.0,0.0,0.0,0.0
8466c03ffffffff,2.0,0.0,0.0,0.0
8466c21ffffffff,21.0,0.0,0.0,0.0
8466c23ffffffff,24.0,0.0,0.0,0.0
8466c27ffffffff,1.0,0.0,0.0,0.0
8466c2bffffffff,2.0,0.0,0.0,0.0
8466c37ffffffff,4.0,0.0,0.0,0.0
8466c53ffffffff,3.0,0.0,0.0,0.0
8466c57ffffffff,8.0,0.0,0.0,0.0
8466c5bffffffff,6.0,0.0,0.0,0.0
8466c5dffffffff,15.0,0.0,0.0,0.0
8466ce1ffffffff,2.0,0.0,0.0,0.0
8466ce9ffffffff,4.0,0.0,0.0,0.0
8466cedffffffff,3.0,0.0,0.0,0.0
8466d05ffffffff,12.0,3.0,0.0,0.0
8466d07ffffffff,3.0,0.0,0.0,0.0
8466d0dffffffff,26.0,0.0,0.0,0.0
8466d23ffffffff,1.0,0.0,0.0,0.0
8466d35ffffffff,47.0,0.0,0.0,0.0
8466d47ffffffff,2.0,0.0,0.0,0.0
8466d4bffffffff,3.0,0.0,0.0,0.0
8466d81ffffffff,16.0,0.0,0.0,0.0
8466d8dffffffff,7.0,0.0,0.0,0.0
8466dc3ffffffff,396.0,0.0,80.0,0.0
8466dc7ffffffff,35.0,0.0,2.0,0.0
8466dc9ffffffff,16.0,0.0,0.0,0.0
8466dcbffffffff,11.0,0.0,0.0,0.0
8466dcdffffffff,2.0,0.0,0.0,0.0
8466dd3ffffffff,3.0,0.0,0.0,0.0
8466dd5ffffffff,24.0,0.0,0.0,0.0
8466dd7ffffffff,2.0,0.0,0.0,0.0
8466ddbffffffff,2.0,0.0,0.0,0.0
8466dddffffffff,9.0,0.0,1.0,0.0
8466de3ffffffff,11.0,0.0,5.0,0.0
8466debffffffff,18.0,0.0,4.0,0.0
8466e03ffffffff,4.0,0.0,0.0,0.0
8466e0bffffffff,8.0,0.0,0.0,0.0
8466e0dffffffff,2.0,0.0,0.0,0.0
8466e11ffffffff,20.0,0.0,0.0,0.0
8466e15ffffffff,63.0,0.0,0.0,0.0
8466e17ffffffff,6.0,0.0,0.0,0.0
8466e19ffffffff,6.0,0.0,0.0,0.0
8466e1dffffffff,3.0,0.0,0.0,0.0
8466e39ffffffff,12.0,0.0,0.0,0.0
8466e3bffffffff,14.0,0.0,0.0,0.0
8466e45ffffffff,39.0,0.0,0.0,0.0
8466e53ffffffff,33.0,0.0,0.0,0.0
8466e57ffffffff,54.0,0.0,0.0,0.0
8466e5bffffffff,8.0,0.0,0.0,0.0
8466e63ffffffff,5.0,0.0,0.0,0.0
8466e69ffffffff,19.0,0.0,0.0,0.0
8466e6bffffffff,66.0,0.0,0.0,0.0
8466e81ffffffff,2.0,0.0,0.0,0.0
8466e8dffffffff,7.0,0.0,0.0,0.0
8466eadffffffff,3.0,0.0,0.0,0.0
8466ec1ffffffff,5.0,0.0,0.0,0.0
8466ec3ffffffff,4.0,0.0,0.0,0.0
8466ec5ffffffff,12.0,0.0,0.0,0.0
8466ec7ffffffff,30.0,0.0,0.0,0.0
8466ecbffffffff,38.0,0.0,0.0,0.0
8466ee5ffffffff,33.0,0.0,0.0,0.0
8466ee7ffffffff,2.0,0.0,0.0,0.0
8466eedffffffff,14.0,0.0,0.0,0.0
8467413ffffffff,4.0,0.0,0.0,0.0
8467423ffffffff,2.0,0.0,0.0,0.0
8467425ffffffff,15.0,0.0,0.0,0.0
846742dffffffff,17.0,0.0,0.0,0.0
8467431ffffffff,1.0,0.0,0.0,0.0
8467433ffffffff,4.0,0.0,0.0,0.0
8467435ffffffff,5.0,0.0,0.0,0.0
846743bffffffff,7.0,0.0,0.0,0.0
846743dffffffff,24.0,0.0,0.0,0.0
8467481ffffffff,1.0,0.0,0.0,0.0
84674a1ffffffff,21.0,0.0,0.0,0.0
84674a5ffffffff,4.0,0.0,0.0,0.0
84674a7ffffffff,42.0,0.0,4.0,0.0
84674adffffffff,3.0,0.0,0.0,0.0
84674c1ffffffff,2.0,0.0,0.0,0.0
84674c5ffffffff,14.0,0.0,0.0,0.0
84674c9ffffffff,2.0,0.0,0.0,0.0
84674e1ffffffff,8.0,0.0,0.0,0.0
84674e9ffffffff,1.0,0.0,0.0,0.0
84674edffffffff,8.0,0.0,0.0,0.0
8467503ffffffff,3.0,0.0,0.0,0.0
8467519ffffffff,6.0,0.0,0.0,0.0
8467521ffffffff,2.0,0.0,0.0,0.0
8467523ffffffff,39.0,0.0,0.0,0.0
8467531ffffffff,6.0,0.0,0.0,0.0
8467535ffffffff,40.0,0.0,0.0,0.0
8467537ffffffff,25.0,0.0,0.0,0.0
8467539ffffffff,16.0,0.0,0.0,0.0
846753dffffffff,2.0,0.0,0.0,0.0
8467553ffffffff,52.0,0.0,0.0,0.0
846756bffffffff,1.0,0.0,0.0,0.0
8467585ffffffff,2.0,0.0,0.0,0.0
8467595ffffffff,2.0,0.0,0.0,0.0
8467599ffffffff,56.0,0.0,2.0,0.0
846759bffffffff,5.0,0.0,0.0,0.0
84675a5ffffffff,2.0,0.0,0.0,0.0
84675abffffffff,4.0,0.0,0.0,0.0
84675b1ffffffff,1.0,0.0,0.0,0.0
84675b3ffffffff,3.0,0.0,0.0,0.0
84675c1ffffffff,3.0,0.0,0.0,0.0
84675c5ffffffff,5.0,0.0,0.0,0.0
84675c7ffffffff,6.0,0.0,0.0,0.0
84675cbffffffff,17.0,0.0,0.0,0.0
84675d3ffffffff,4.0,0.0,0.0,0.0
84675ddffffffff,3.0,0.0,0.0,0.0
8467961ffffffff,3.0,0.0,0.0,0.0
84679a1ffffffff,30.0,0.0,0.0,0.0
84679a3ffffffff,3.0,0.0,0.0,0.0
84679a5ffffffff,39.0,0.0,0.0,0.0
84679a7ffffffff,8.0,0.0,0.0,0.0
84679adffffffff,8.0,0.0,0.0,0.0
846d041ffffffff,2.0,0.0,0.0,0.0
846d043ffffffff,6.0,0.0,0.0,0.0
846d04bffffffff,6.0,0.0,0.0,0.0
846d051ffffffff,2.0,0.0,0.0,0.0
846d053ffffffff,35.0,8.0,0.0,0.0
846d05bffffffff,1.0,0.0,0.0,0.0
846d05dffffffff,11.0,0.0,0.0,0.0
846d069ffffffff,2.0,0.0,0.0,0.0
846d06dffffffff,4.0,0.0,0.0,0.0
846d141ffffffff,14.0,0.0,0.0,0.0
846d143ffffffff,1.0,0.0,0.0,0.0
846d159ffffffff,56.0,5.0,0.0,0.0
846d15dffffffff,4.0,1.0,0.0,0.0
846d201ffffffff,2.0,0.0,0.0,0.0
846d209ffffffff,4.0,0.0,0.0,0.0
846d20bffffffff,1.0,0.0,0.0,0.0
846d21dffffffff,3.0,0.0,0.0,0.0
846d247ffffffff,2.0,0.0,0.0,0.0
846d24bffffffff,2.0,0.0,0.0,0.0
846d251ffffffff,10.0,4.0,0.0,0.0
846d253ffffffff,6.0,0.0,0.0,0.0
846d255ffffffff,2.0,0.0,0.0,0.0
846d257ffffffff,6.0,0.0,0.0,0.0
846d25dffffffff,12.0,0.0,0.0,0.0
846d267ffffffff,2.0,0.0,0.0,0.0
846d2adffffffff,5.0,0.0,0.0,0.0
846d2c1ffffffff,15.0,4.0,0.0,0.0
846d2c3ffffffff,10.0,0.0,0.0,0.0
846d2c9ffffffff,42.0,0.0,0.0,0.0
846d2cbffffffff,30.0,16.0,0.0,0.0
846d2ddffffffff,11.0,0.0,0.0,0.0
846d30dffffffff,11.0,0.0,0.0,0.0
846d313ffffffff,15.0,0.0,0.0,0.0
846d319ffffffff,4.0,2.0,0.0,0.0
846d333ffffffff,1.0,0.0,0.0,0.0
846d337ffffffff,41.0,2.0,0.0,0.0
846d341ffffffff,36.0,0.0,0.0,0.0
846d343ffffffff,1.0,0.0,0.0,0.0
846d347ffffffff,3.0,2.0,0.0,0.0
846d34dffffffff,33.0,0.0,0.0,0.0
846d35bffffffff,2.0,0.0,0.0,0.0
846d35dffffffff,1.0,0.0,0.0,0.0
846d605ffffffff,15.0,0.0,0.0,0.0
846d607ffffffff,6.0,0.0,0.0,0.0
846d60dffffffff,14.0,1.0,0.0,0.0
846d617ffffffff,2.0,0.0,0.0,0.0
846d639ffffffff,2.0,0.0,0.0,0.0
846d651ffffffff,2.0,0.0,0.0,0.0
846d661ffffffff,2.0,0.0,0.0,0.0
846d663ffffffff,4.0,0.0,0.0,0.0
846d667ffffffff,3.0,0.0,0.0,0.0
846d66bffffffff,3.0,0.0,0.0,0.0
846d681ffffffff,19.0,0.0,0.0,0.0
846d683ffffffff,71.0,0.0,0.0,0.0
846d685ffffffff,17.0,0.0,0.0,0.0
846d687ffffffff,47.0,0.0,0.0,0.0
846d689ffffffff,7.0,0.0,0.0,0.0
846d68bffffffff,83.0,0.0,0.0,0.0
846d68dffffffff,13.0,0.0,0.0,0.0
846d691ffffffff,4.0,0.0,0.0,0.0
846d693ffffffff,5.0,0.0,0.0,0.0
846d695ffffffff,149.0,0.0,0.0,0.0
846d697ffffffff,811.0,0.0,0.0,0.0
846d699ffffffff,3.0,0.0,0.0,0.0
846d6abffffffff,3.0,0.0,0.0,0.0
846d6b1ffffffff,7.0,0.0,0.0,0.0
846d6b9ffffffff,15.0,0.0,0.0,0.0
846d6bbffffffff,86.0,0.0,0.0,0.0
846d6bdffffffff,4.0,0.0,0.0,0.0
846d6c3ffffffff,4.0,0.0,0.0,0.0
846d6d3ffffffff,3.0,0.0,0.0,0.0
846d6d5ffffffff,12.0,0.0,0.0,0.0
846d6d7ffffffff,3.0,0.0,0.0,0.0
846d6dbffffffff,4.0,0.0,0.0,0.0
846d6e9ffffffff,2.0,0.0,0.0,0.0
846d6ebffffffff,3.0,0.0,0.0,0.0
846d741ffffffff,3.0,0.0,0.0,0.0
846d743ffffffff,5.0,0.0,0.0,0.0
846d745ffffffff,16.0,0.0,0.0,0.0
846d747ffffffff,6.0,0.0,0.0,0.0
846d74bffffffff,15.0,0.0,0.0,0.0
846d751ffffffff,10.0,0.0,0.0,0.0
846d759ffffffff,4.0,0.0,0.0,0.0
846d75bffffffff,16.0,0.0,0.0,0.0
846d75dffffffff,24.0,0.0,0.0,0.0
8480025ffffffff,4.0,0.0,0.0,0.0
8480053ffffffff,1.0,0.0,0.0,1.0
8480055ffffffff,4.0,0.0,0.0,0.0
8480061ffffffff,2.0,0.0,0.0,0.0
8480101ffffffff,13.0,0.0,0.0,0.0
8480105ffffffff,16.0,0.0,0.0,0.0
8480107ffffffff,1.0,0.0,0.0,0.0
8480109ffffffff,48.0,0.0,0.0,0.0
848010dffffffff,4.0,0.0,0.0,0.0
848011bffffffff,4.0,0.0,0.0,0.0
8480141ffffffff,20.0,0.0,0.0,2.0
8480147ffffffff,3.0,0.0,0.0,0.0
8480153ffffffff,3.0,0.0,0.0,0.0
8480155ffffffff,2.0,0.0,0.0,0.0
848016bffffffff,5.0,0.0,0.0,0.0
84801c9ffffffff,3.0,0.0,0.0,0.0
8480301ffffffff,7.0,0.0,0.0,1.0
8480305ffffffff,1.0,0.0,0.0,0.0
