cell_id,Turdus torquatus,Turdus torquatus torquatus,Turdus torquatus alpestris,Turdus torquatus amicorum
843950dffffffff,5.0,0.0,0.0,0.0
8439541ffffffff,1.0,0.0,0.0,0.0
8439547ffffffff,4.0,0.0,0.0,0.0
8439549ffffffff,7.0,0.0,0.0,0.0
8439561ffffffff,8.0,0.0,0.0,0.0
8439563ffffffff,46.0,0.0,0.0,0.0
8439567ffffffff,6.0,1.0,0.0,0.0
843956bffffffff,47.0,0.0,2.0,0.0
8439621ffffffff,68.0,0.0,4.0,0.0
8439623ffffffff,33.0,0.0,3.0,0.0
8439625ffffffff,4.0,0.0,0.0,0.0
8439627ffffffff,8.0,0.0,0.0,0.0
8439629ffffffff,3.0,0.0,0.0,0.0
843962dffffffff,136.0,0.0,8.0,0.0
8439635ffffffff,32.0,3.0,0.0,0.0
8439637ffffffff,2.0,0.0,0.0,0.0
843963dffffffff,2.0,0.0,1.0,0.0
8439653ffffffff,1.0,0.0,0.0,0.0
843968dffffffff,2.0,0.0,0.0,0.0
84396d3ffffffff,4.0,0.0,0.0,0.0
84396d9ffffffff,3.0,0.0,0.0,0.0
84396ddffffffff,8.0,0.0,1.0,0.0
8439705ffffffff,4.0,0.0,0.0,0.0
8439707ffffffff,2.0,0.0,0.0,0.0
8439717ffffffff,4.0,0.0,0.0,0.0
8439721ffffffff,1.0,0.0,0.0,0.0
8439723ffffffff,1.0,0.0,0.0,0.0
8439727ffffffff,36.0,1.0,3.0,0.0
8439731ffffffff,4.0,0.0,2.0,0.0
843973dffffffff,2.0,0.0,0.0,0.0
8439743ffffffff,2.0,0.0,0.0,0.0
8439745ffffffff,6.0,0.0,0.0,0.0
8439749ffffffff,1.0,0.0,0.0,0.0
843974bffffffff,10.0,0.0,0.0,0.0
8439751ffffffff,7.0,0.0,0.0,0.0
8439753ffffffff,18.0,0.0,0.0,0.0
8439755ffffffff,1.0,0.0,0.0,0.0
8439757ffffffff,2.0,0.0,0.0,0.0
8439759ffffffff,72.0,0.0,2.0,0.0
843975bffffffff,53.0,0.0,3.0,0.0
843975dffffffff,5.0,2.0,0.0,0.0
8439763ffffffff,2.0,0.0,0.0,0.0
8439769ffffffff,3.0,0.0,0.0,0.0
843976bffffffff,4.0,0.0,0.0,0.0
8439831ffffffff,6.0,0.0,0.0,0.0
8439833ffffffff,22.0,0.0,0.0,0.0
8439883ffffffff,3.0,0.0,0.0,0.0
8439885ffffffff,7.0,0.0,0.0,0.0
843988bffffffff,2.0,0.0,0.0,0.0
84398d3ffffffff,3.0,0.0,0.0,0.0
84398d5ffffffff,2.0,0.0,0.0,0.0
84398dbffffffff,1.0,0.0,0.0,0.0
84398e5ffffffff,1.0,0.0,0.0,0.0
843f2dbffffffff,6.0,0.0,0.0,0.0
843f631ffffffff,1.0,0.0,0.0,0.0
843f68bffffffff,2.0,0.0,0.0,0.0
843f6e3ffffffff,4.0,0.0,0.0,0.0
