cell_id,Podiceps occipitalis,Podiceps occipitalis juninensis,Podiceps occipitalis occipitalis
848e6c3ffffffff,3.0,0.0,0.0
848e6c5ffffffff,2.0,0.0,0.0
848e6c7ffffffff,1.0,0.0,0.0
848e6cdffffffff,7.0,0.0,0.0
848e6d1ffffffff,3.0,0.0,0.0
848e6d7ffffffff,3.0,0.0,0.0
848e6edffffffff,3.0,0.0,0.0
848e759ffffffff,2.0,0.0,0.0
848f297ffffffff,2.0,0.0,0.0
848f299ffffffff,89.0,37.0,0.0
848f2dbffffffff,6.0,0.0,0.0
848f425ffffffff,2.0,0.0,0.0
848f519ffffffff,24.0,0.0,0.0
848f557ffffffff,4.0,0.0,0.0
848f581ffffffff,1.0,0.0,0.0
848f583ffffffff,19.0,0.0,0.0
848f589ffffffff,17.0,0.0,0.0
848f58dffffffff,16.0,0.0,0.0
848f597ffffffff,4.0,0.0,0.0
848f59dffffffff,3.0,0.0,0.0
848f5b9ffffffff,51.0,0.0,0.0
848f5bbffffffff,2.0,0.0,0.0
848f5c9ffffffff,2.0,0.0,0.0
848f76dffffffff,8.0,0.0,0.0
84a865bffffffff,2.0,0.0,0.0
84a9497ffffffff,1.0,0.0,0.0
84b2007ffffffff,37.0,0.0,0.0
84b2015ffffffff,3.0,0.0,0.0
84b2031ffffffff,13.0,0.0,0.0
84b2037ffffffff,3.0,0.0,0.0
84b2043ffffffff,2.0,0.0,0.0
84b2055ffffffff,4.0,0.0,0.0
84b20abffffffff,8.0,0.0,0.0
84b20cdffffffff,4.0,0.0,0.0
84b20edffffffff,1.0,0.0,0.0
84b218bffffffff,2.0,0.0,0.0
84b2191ffffffff,307.0,0.0,11.0
84b2195ffffffff,29.0,0.0,2.0
84b2197ffffffff,184.0,0.0,11.0
84b219dffffffff,2.0,0.0,0.0
84b21bbffffffff,212.0,0.0,28.0
84b21d7ffffffff,14.0,0.0,0.0
84b21ddffffffff,4.0,0.0,0.0
84b2261ffffffff,5.0,3.0,0.0
84b2269ffffffff,55.0,2.0,0.0
84b2289ffffffff,2.0,0.0,0.0
84b228bffffffff,10.0,4.0,0.0
84b22a5ffffffff,7.0,2.0,0.0
84b22b5ffffffff,16.0,0.0,0.0
84b22b9ffffffff,1.0,0.0,0.0
84b22d9ffffffff,6.0,3.0,0.0
84b2413ffffffff,92.0,0.0,0.0
84b241bffffffff,2.0,0.0,0.0
84b241dffffffff,4.0,0.0,0.0
84b2421ffffffff,3.0,0.0,0.0
84b242bffffffff,3.0,0.0,0.0
84b24a3ffffffff,14.0,0.0,0.0
84b24a7ffffffff,8.0,0.0,0.0
84b24a9ffffffff,2.0,0.0,0.0
84b24adffffffff,8.0,0.0,0.0
84b24b5ffffffff,4.0,0.0,0.0
84b24b7ffffffff,4.0,0.0,0.0
84b24c1ffffffff,2.0,0.0,0.0
84b24cdffffffff,1.0,0.0,0.0
84b24e3ffffffff,6.0,0.0,0.0
84b24e5ffffffff,11.0,0.0,0.0
84b250bffffffff,2.0,0.0,0.0
84b2527ffffffff,2.0,0.0,0.0
84b2583ffffffff,16.0,0.0,0.0
84b2591ffffffff,1.0,0.0,0.0
84b2593ffffffff,7.0,0.0,0.0
84b2599ffffffff,5.0,0.0,0.0
84b259bffffffff,20.0,0.0,0.0
84b259dffffffff,20.0,0.0,0.0
84b25abffffffff,3.0,0.0,0.0
84b25b3ffffffff,2.0,0.0,0.0
84b25b9ffffffff,4.0,0.0,0.0
84b25c1ffffffff,2.0,0.0,0.0
84b25d1ffffffff,2.0,0.0,0.0
84b25d5ffffffff,10.0,0.0,0.0
84b25ddffffffff,1.0,0.0,0.0
84b25e7ffffffff,2.0,0.0,0.0
84b2665ffffffff,1.0,0.0,0.0
84b2667ffffffff,3.0,0.0,0.0
84b26e7ffffffff,2.0,0.0,0.0
84b275bffffffff,5.0,0.0,0.0
84b2c09ffffffff,1.0,0.0,0.0
84b2c0bffffffff,2.0,0.0,0.0
84b2c0dffffffff,1257.0,0.0,147.0
84b2c11ffffffff,14.0,0.0,0.0
84b2c19ffffffff,6.0,0.0,0.0
84b2c1bffffffff,9.0,0.0,0.0
84b2c2bffffffff,116.0,0.0,11.0
84b2c33ffffffff,4.0,0.0,0.0
84b2c35ffffffff,96.0,0.0,4.0
84b2c39ffffffff,16.0,0.0,0.0
84b2c3dffffffff,58.0,0.0,0.0
84b2c41ffffffff,192.0,0.0,5.0
84b2c45ffffffff,40.0,0.0,8.0
84b2c47ffffffff,35.0,0.0,4.0
84b2c49ffffffff,35.0,0.0,9.0
84b2c4dffffffff,14.0,0.0,2.0
84b2c51ffffffff,14.0,0.0,0.0
84b2c53ffffffff,8.0,0.0,0.0
84b2c55ffffffff,35.0,0.0,0.0
84b2c5dffffffff,667.0,0.0,80.0
84b2c8bffffffff,2.0,0.0,0.0
84b2c8dffffffff,1.0,0.0,0.0
84b2ca7ffffffff,5.0,0.0,0.0
84b2ca9ffffffff,21.0,0.0,2.0
84b2cadffffffff,2.0,0.0,0.0
84b2cb5ffffffff,3.0,0.0,0.0
84b2cbdffffffff,4.0,0.0,0.0
84b2cc5ffffffff,2.0,0.0,0.0
84b2cc7ffffffff,4.0,0.0,0.0
84b2cddffffffff,13.0,0.0,0.0
84b2ce5ffffffff,4.0,0.0,2.0
84b2cedffffffff,6.0,0.0,0.0
84b2d81ffffffff,38.0,0.0,9.0
84b2d87ffffffff,170.0,0.0,8.0
84b2d89ffffffff,11.0,0.0,0.0
84b2d97ffffffff,12.0,0.0,0.0
84b2da3ffffffff,39.0,0.0,10.0
84b2dabffffffff,120.0,0.0,2.0
84b2dbdffffffff,5.0,0.0,0.0
84b2dc3ffffffff,13.0,0.0,5.0
84b2dcbffffffff,15.0,0.0,2.0
84b2dd5ffffffff,5.0,0.0,0.0
84b2ddbffffffff,8.0,0.0,0.0
84b2e1bffffffff,2.0,0.0,0.0
84b2e21ffffffff,50.0,0.0,2.0
84b2e27ffffffff,61.0,0.0,3.0
84b2e2dffffffff,32.0,0.0,2.0
84b2e33ffffffff,2.0,0.0,0.0
84b2e35ffffffff,22.0,0.0,0.0
84b2e3dffffffff,12.0,0.0,5.0
84b2e49ffffffff,53.0,0.0,0.0
84b2e65ffffffff,4.0,0.0,0.0
84b2e6dffffffff,19.0,0.0,2.0
84b2e85ffffffff,16.0,0.0,0.0
84b2e99ffffffff,17.0,0.0,0.0
84b2ec1ffffffff,2.0,0.0,0.0
84b2ec5ffffffff,22.0,0.0,0.0
84b2ec7ffffffff,173.0,0.0,0.0
84b2ecdffffffff,1.0,0.0,0.0
84b2ed7ffffffff,38.0,0.0,0.0
84b2ee1ffffffff,27.0,0.0,0.0
84b2eebffffffff,24.0,0.0,0.0
84b3009ffffffff,2.0,0.0,0.0
84b3047ffffffff,37.0,26.0,0.0
84b3051ffffffff,12.0,1.0,0.0
84b3059ffffffff,429.0,203.0,0.0
84b305dffffffff,173.0,103.0,0.0
84b3087ffffffff,10.0,10.0,0.0
84b308bffffffff,3.0,0.0,0.0
84b309dffffffff,2.0,0.0,0.0
84b30b3ffffffff,2.0,0.0,0.0
84b30bbffffffff,63.0,24.0,0.0
84b30c5ffffffff,1.0,0.0,0.0
84b31dbffffffff,3.0,3.0,0.0
84b3203ffffffff,20.0,2.0,0.0
84b3209ffffffff,7.0,0.0,0.0
84b320bffffffff,3.0,0.0,0.0
84b320dffffffff,2.0,0.0,0.0
84b3219ffffffff,6.0,6.0,0.0
84b3221ffffffff,6.0,0.0,0.0
84b3225ffffffff,3.0,0.0,0.0
84b322dffffffff,3.0,0.0,0.0
84b3237ffffffff,5.0,3.0,0.0
84b3241ffffffff,11.0,2.0,0.0
84b324dffffffff,1.0,0.0,0.0
84b3257ffffffff,13.0,7.0,0.0
84b3261ffffffff,20.0,0.0,0.0
84b3265ffffffff,2.0,0.0,0.0
84b326bffffffff,5.0,0.0,0.0
84b326dffffffff,6.0,0.0,0.0
84b32c5ffffffff,1.0,0.0,0.0
84b32cdffffffff,3.0,2.0,0.0
84b3303ffffffff,1.0,0.0,0.0
84b3313ffffffff,5.0,0.0,0.0
84b3341ffffffff,10.0,0.0,0.0
84b334bffffffff,19.0,0.0,0.0
84b3351ffffffff,19.0,0.0,0.0
84b3357ffffffff,3.0,0.0,0.0
84b3359ffffffff,11.0,0.0,0.0
84b335dffffffff,11.0,0.0,0.0
84b3513ffffffff,6.0,0.0,0.0
84b3515ffffffff,57.0,17.0,0.0
84b352dffffffff,67.0,38.0,0.0
84b3561ffffffff,18.0,4.0,0.0
84b3563ffffffff,4.0,4.0,0.0
84b35adffffffff,2.0,0.0,0.0
84b35cdffffffff,4.0,0.0,0.0
84b35e9ffffffff,3.0,0.0,0.0
84b366dffffffff,10.0,0.0,0.0
84b3731ffffffff,2.0,1.0,0.0
84c2037ffffffff,9.0,0.0,0.0
84c2053ffffffff,6.0,0.0,0.0
84c205bffffffff,31.0,0.0,0.0
84c2183ffffffff,3.0,0.0,0.0
84c2199ffffffff,1.0,0.0,0.0
84c21b3ffffffff,3.0,0.0,0.0
84c21bbffffffff,4.0,0.0,0.0
84c21cbffffffff,1.0,0.0,0.0
84c21d1ffffffff,3.0,0.0,0.0
84c21d5ffffffff,2.0,0.0,0.0
84c21d9ffffffff,2.0,0.0,0.0
84c21ddffffffff,17.0,0.0,0.0
84c2213ffffffff,5.0,0.0,0.0
84c2217ffffffff,2.0,0.0,0.0
84c228bffffffff,4.0,0.0,0.0
84c22adffffffff,11.0,0.0,0.0
84c22bdffffffff,2.0,0.0,0.0
84c22c5ffffffff,5.0,0.0,0.0
84c22e5ffffffff,7.0,0.0,0.0
84c22e7ffffffff,2.0,0.0,0.0
84c22ebffffffff,1.0,0.0,0.0
84c22edffffffff,4.0,0.0,0.0
84c2e0bffffffff,1.0,0.0,0.0
84c2e0dffffffff,2.0,0.0,0.0
84c2e63ffffffff,2.0,0.0,0.0
84c2e69ffffffff,1.0,0.0,0.0
84c3097ffffffff,8.0,0.0,0.0
84c30b9ffffffff,4.0,0.0,0.0
84c30d1ffffffff,2.0,0.0,0.0
84c3207ffffffff,8.0,0.0,0.0
84c3209ffffffff,3.0,0.0,0.0
84c320dffffffff,29.0,0.0,0.0
84c3215ffffffff,5.0,0.0,0.0
84c3217ffffffff,134.0,0.0,0.0
84c3239ffffffff,3.0,0.0,0.0
84c3247ffffffff,10.0,0.0,0.0
84c3287ffffffff,1.0,0.0,0.0
84c3297ffffffff,17.0,0.0,0.0
84c329bffffffff,12.0,0.0,0.0
84c32a9ffffffff,2.0,0.0,0.0
84c32adffffffff,17.0,0.0,0.0
84c32bbffffffff,10.0,0.0,0.0
84c32dbffffffff,13.0,0.0,0.0
84c32e1ffffffff,47.0,0.0,0.0
84c32e3ffffffff,3.0,0.0,0.0
84c32edffffffff,46.0,0.0,0.0
84c3401ffffffff,37.0,0.0,0.0
84c3403ffffffff,40.0,0.0,0.0
84c3405ffffffff,21.0,0.0,0.0
84c340dffffffff,41.0,0.0,0.0
84c3411ffffffff,12.0,0.0,0.0
84c3415ffffffff,4.0,0.0,0.0
84c3417ffffffff,7.0,0.0,0.0
84c3427ffffffff,2.0,0.0,0.0
84c3437ffffffff,2.0,0.0,0.0
84c3439ffffffff,11.0,0.0,0.0
84c343bffffffff,14.0,0.0,0.0
84c343dffffffff,3.0,0.0,0.0
84c3447ffffffff,6.0,0.0,0.0
84c345dffffffff,5.0,0.0,0.0
84c346bffffffff,2.0,0.0,0.0
84c3481ffffffff,1.0,0.0,0.0
84c3483ffffffff,5.0,0.0,0.0
84c348bffffffff,2.0,0.0,0.0
84c3495ffffffff,2.0,0.0,0.0
84c3497ffffffff,12.0,0.0,0.0
84c349bffffffff,7.0,0.0,0.0
84c349dffffffff,1.0,0.0,0.0
84c34b1ffffffff,4.0,0.0,0.0
84c34bbffffffff,40.0,0.0,0.0
84c34c5ffffffff,1.0,0.0,0.0
84c34c7ffffffff,2.0,0.0,0.0
84c34cbffffffff,5.0,0.0,0.0
84c34cdffffffff,2.0,0.0,0.0
84c34e3ffffffff,7.0,0.0,0.0
84c34e5ffffffff,3.0,0.0,0.0
84c34e7ffffffff,5.0,0.0,0.0
84c34e9ffffffff,23.0,0.0,0.0
84c34edffffffff,1.0,0.0,0.0
84c3503ffffffff,1.0,0.0,0.0
84c3505ffffffff,4.0,0.0,0.0
84c3517ffffffff,1.0,0.0,0.0
84c3519ffffffff,2.0,0.0,0.0
84c351bffffffff,2.0,0.0,0.0
84c351dffffffff,3.0,0.0,0.0
84c3521ffffffff,4.0,0.0,0.0
84c3527ffffffff,8.0,0.0,0.0
84c3529ffffffff,1.0,0.0,0.0
84c3543ffffffff,1.0,0.0,0.0
84c3553ffffffff,3.0,0.0,0.0
84c3557ffffffff,2.0,0.0,0.0
84c3569ffffffff,3.0,0.0,0.0
84c3581ffffffff,2.0,0.0,0.0
84c358bffffffff,4.0,0.0,0.0
84c359dffffffff,1.0,0.0,0.0
84c35cdffffffff,3.0,0.0,0.0
84c35d1ffffffff,2.0,0.0,0.0
84c35d7ffffffff,2.0,0.0,0.0
84c3687ffffffff,2.0,0.0,0.0
84c36a3ffffffff,2.0,0.0,0.0
84c36b1ffffffff,1.0,0.0,0.0
84c36b5ffffffff,8.0,0.0,0.0
84c36ddffffffff,2.0,0.0,0.0
84c3729ffffffff,1.0,0.0,0.0
84c376dffffffff,5.0,0.0,0.0
84ce127ffffffff,12.0,0.0,0.0
84ce169ffffffff,2.0,0.0,0.0
84ce803ffffffff,8.0,0.0,0.0
84ce807ffffffff,6.0,0.0,0.0
84ce809ffffffff,33.0,0.0,0.0
84ce80bffffffff,82.0,0.0,0.0
84ce80dffffffff,8.0,0.0,0.0
84ce815ffffffff,1.0,0.0,0.0
84ce817ffffffff,2.0,0.0,0.0
84ce819ffffffff,3.0,0.0,0.0
84ce81bffffffff,14.0,0.0,0.0
84ce81dffffffff,14.0,0.0,0.0
84ce823ffffffff,4.0,0.0,0.0
84ce831ffffffff,9.0,0.0,0.0
84ce833ffffffff,17.0,0.0,0.0
84ce839ffffffff,29.0,0.0,0.0
84ce83bffffffff,1.0,0.0,0.0
84ce843ffffffff,4.0,0.0,0.0
84ce847ffffffff,5.0,0.0,0.0
84ce853ffffffff,3.0,0.0,0.0
84ce855ffffffff,10.0,0.0,0.0
84ce857ffffffff,2.0,0.0,0.0
84ce85bffffffff,1.0,0.0,0.0
84ce865ffffffff,1.0,0.0,0.0
84ce881ffffffff,21.0,0.0,4.0
84ce895ffffffff,3.0,0.0,0.0
84ce8b7ffffffff,2.0,0.0,0.0
84ce8b9ffffffff,1.0,0.0,1.0
84ce8c1ffffffff,8.0,0.0,2.0
84ce8c7ffffffff,12.0,0.0,0.0
84ce8c9ffffffff,26.0,0.0,0.0
84ce8cbffffffff,4.0,0.0,2.0
84ce8e1ffffffff,63.0,0.0,3.0
84ce8e5ffffffff,3.0,0.0,1.0
84ce8e9ffffffff,15.0,0.0,0.0
84ce8edffffffff,1.0,0.0,0.0
84ce909ffffffff,6.0,0.0,0.0
84ce913ffffffff,22.0,0.0,0.0
84ce923ffffffff,8.0,0.0,0.0
84ce931ffffffff,7.0,0.0,0.0
84ce933ffffffff,2.0,0.0,0.0
84ce935ffffffff,1.0,0.0,0.0
84ce937ffffffff,7.0,0.0,0.0
84ce955ffffffff,5.0,0.0,0.0
84ce96dffffffff,7.0,0.0,0.0
84ce981ffffffff,2.0,0.0,0.0
84ce983ffffffff,49.0,0.0,0.0
84ce989ffffffff,39.0,0.0,0.0
84ce98dffffffff,21.0,0.0,0.0
84ce991ffffffff,1.0,0.0,0.0
84ce995ffffffff,5.0,0.0,0.0
84ce997ffffffff,4.0,0.0,0.0
84ce999ffffffff,1.0,0.0,0.0
84ce99bffffffff,4.0,0.0,1.0
84ce9b3ffffffff,20.0,0.0,0.0
84ce9b5ffffffff,7.0,0.0,0.0
84ce9b7ffffffff,4.0,0.0,0.0
84ce9c1ffffffff,2.0,0.0,0.0
84ce9c3ffffffff,28.0,0.0,0.0
84ce9c7ffffffff,115.0,0.0,0.0
84ce9c9ffffffff,3.0,0.0,0.0
84ce9cdffffffff,2.0,0.0,0.0
84ce9d1ffffffff,34.0,0.0,0.0
84ce9d3ffffffff,21.0,0.0,3.0
84ce9d7ffffffff,30.0,0.0,2.0
84ce9d9ffffffff,2.0,0.0,0.0
84ce9ddffffffff,23.0,0.0,0.0
84ce9e3ffffffff,5.0,0.0,0.0
84cea05ffffffff,1.0,0.0,0.0
84cea07ffffffff,34.0,0.0,0.0
84cea17ffffffff,2.0,0.0,0.0
84cea29ffffffff,2.0,0.0,0.0
84cea2bffffffff,6.0,0.0,0.0
84cea31ffffffff,3.0,0.0,0.0
84cea35ffffffff,9.0,0.0,0.0
84cea37ffffffff,5.0,0.0,0.0
84cea3dffffffff,33.0,0.0,0.0
84cea85ffffffff,110.0,0.0,0.0
84cea89ffffffff,13.0,0.0,9.0
84cea8dffffffff,322.0,0.0,38.0
84ceaa1ffffffff,24.0,0.0,1.0
84ceaa5ffffffff,4.0,0.0,2.0
84ceaa7ffffffff,5.0,0.0,0.0
84ceaa9ffffffff,316.0,0.0,9.0
84ceaadffffffff,6.0,0.0,0.0
84ceac1ffffffff,98.0,0.0,57.0
84ceac5ffffffff,51.0,0.0,12.0
84ceac7ffffffff,8.0,0.0,1.0
84ceacdffffffff,16.0,0.0,2.0
84ceae3ffffffff,205.0,0.0,4.0
84ceae5ffffffff,1.0,0.0,0.0
84ceae7ffffffff,121.0,0.0,1.0
84ceaebffffffff,22.0,0.0,6.0
84ceb31ffffffff,3.0,0.0,0.0
84ceb35ffffffff,2.0,0.0,0.0
84cf121ffffffff,2.0,0.0,0.0
84cf123ffffffff,241.0,0.0,64.0
84cf125ffffffff,3.0,0.0,0.0
84cf127ffffffff,16.0,0.0,4.0
84cf129ffffffff,9.0,0.0,0.0
84cf12bffffffff,59.0,0.0,8.0
84cf12dffffffff,2.0,0.0,0.0
84cf135ffffffff,7.0,0.0,3.0
84cf13dffffffff,1.0,0.0,1.0
84cf163ffffffff,6.0,0.0,0.0
84cf165ffffffff,6.0,0.0,0.0
84cf167ffffffff,10.0,0.0,0.0
84cf16dffffffff,52.0,0.0,22.0
84cf813ffffffff,2.0,0.0,0.0
84cf831ffffffff,4.0,0.0,0.0
84cf853ffffffff,99.0,0.0,15.0
84cf859ffffffff,1.0,0.0,0.0
84cf887ffffffff,5.0,0.0,1.0
84cf88dffffffff,8.0,0.0,0.0
84cf8a3ffffffff,12.0,0.0,0.0
84cf8bdffffffff,6.0,0.0,2.0
84cf8c1ffffffff,40.0,0.0,4.0
84cf8c3ffffffff,2.0,0.0,0.0
84cf8c5ffffffff,81.0,0.0,6.0
84cf8c7ffffffff,13.0,0.0,5.0
84cf8c9ffffffff,5.0,0.0,5.0
84cf8cdffffffff,5.0,0.0,4.0
84cf8d3ffffffff,3.0,0.0,0.0
84cf8e1ffffffff,10.0,0.0,0.0
84cf8e9ffffffff,27.0,0.0,0.0
84cf8ebffffffff,279.0,0.0,18.0
84cf901ffffffff,3.0,0.0,0.0
84cf913ffffffff,23.0,0.0,5.0
84cf943ffffffff,2.0,0.0,0.0
84cf989ffffffff,1.0,0.0,0.0
84cf98bffffffff,16.0,0.0,0.0
84cf9cbffffffff,5.0,0.0,1.0
84cf9d3ffffffff,7.0,0.0,0.0
84cf9e1ffffffff,6.0,0.0,0.0
84cf9e9ffffffff,10.0,0.0,0.0
84cfa05ffffffff,10.0,0.0,0.0
84cfa07ffffffff,3.0,0.0,0.0
84cfa09ffffffff,38.0,0.0,1.0
84cfa0dffffffff,165.0,0.0,0.0
84cfa17ffffffff,6.0,0.0,2.0
84cfa21ffffffff,278.0,0.0,3.0
84cfa27ffffffff,122.0,0.0,6.0
84cfa2bffffffff,1.0,0.0,0.0
84cfa45ffffffff,48.0,0.0,0.0
84cfa47ffffffff,569.0,0.0,24.0
84cfa49ffffffff,37.0,0.0,25.0
84cfa4bffffffff,1.0,0.0,1.0
84cfa5dffffffff,5.0,0.0,1.0
84cfa87ffffffff,2.0,0.0,2.0
84cfa89ffffffff,2.0,0.0,0.0
84cfaa1ffffffff,270.0,0.0,106.0
84cfaa7ffffffff,4.0,0.0,0.0
84cfaadffffffff,102.0,0.0,8.0
84cfac5ffffffff,3.0,0.0,0.0
84cfac7ffffffff,2.0,0.0,0.0
84cfac9ffffffff,9.0,0.0,0.0
84cfacdffffffff,85.0,0.0,16.0
84cfae3ffffffff,22.0,0.0,0.0
84cfae7ffffffff,76.0,0.0,0.0
84cfb11ffffffff,3.0,0.0,0.0
84cfb13ffffffff,36.0,0.0,0.0
84cfb17ffffffff,5.0,0.0,2.0
84de62dffffffff,3.0,0.0,0.0
84de701ffffffff,4.0,0.0,0.0
84de707ffffffff,16.0,0.0,0.0
84de719ffffffff,13.0,0.0,0.0
84de71dffffffff,2.0,0.0,0.0
84de743ffffffff,16.0,0.0,0.0
84df419ffffffff,1.0,0.0,0.0
84df451ffffffff,23.0,0.0,0.0
84df459ffffffff,2.0,0.0,0.0
84df4d9ffffffff,4.0,0.0,0.0
84df683ffffffff,130.0,0.0,55.0
84df687ffffffff,21.0,0.0,16.0
84df68bffffffff,13.0,0.0,5.0
84df691ffffffff,2.0,0.0,2.0
84df697ffffffff,7.0,0.0,0.0
84df699ffffffff,122.0,0.0,62.0
84df69bffffffff,2.0,0.0,2.0
84df69dffffffff,92.0,0.0,27.0
84df6a7ffffffff,41.0,0.0,0.0
84df6adffffffff,3.0,0.0,0.0
84df6b1ffffffff,9.0,0.0,6.0
84df6b7ffffffff,17.0,0.0,0.0
84df6bbffffffff,4.0,0.0,4.0
84df6d7ffffffff,2.0,0.0,0.0
