cell_id,Leptopogon superciliaris,Leptopogon superciliaris transandinus,Leptopogon superciliaris superciliaris,Leptopogon superciliaris albidiventer
8466c49ffffffff,2.0,0.0,0.0,0.0
8466c4bffffffff,11.0,0.0,0.0,0.0
8466c4dffffffff,1.0,0.0,0.0,0.0
8466c5dffffffff,7.0,0.0,0.0,0.0
8466c61ffffffff,4.0,0.0,2.0,0.0
8466c63ffffffff,145.0,0.0,0.0,0.0
8466c67ffffffff,23.0,0.0,0.0,0.0
8466c69ffffffff,3.0,0.0,0.0,0.0
8466c6bffffffff,6.0,0.0,0.0,0.0
8466c6dffffffff,3.0,0.0,0.0,0.0
8466d01ffffffff,2.0,0.0,0.0,0.0
8466d03ffffffff,38.0,0.0,0.0,0.0
8466d07ffffffff,18.0,0.0,0.0,0.0
8466d0bffffffff,618.0,0.0,0.0,0.0
8466d11ffffffff,1.0,0.0,0.0,0.0
8466d19ffffffff,2.0,0.0,0.0,0.0
8466d1bffffffff,86.0,0.0,0.0,0.0
8466d1dffffffff,3.0,0.0,0.0,0.0
8466d23ffffffff,44.0,2.0,0.0,0.0
8466d27ffffffff,5.0,0.0,0.0,0.0
8466d31ffffffff,2048.0,187.0,0.0,0.0
8466d35ffffffff,1256.0,162.0,0.0,0.0
8466d37ffffffff,69.0,11.0,0.0,0.0
8466d39ffffffff,3.0,0.0,0.0,0.0
8466d3dffffffff,36.0,11.0,0.0,0.0
8466d51ffffffff,4.0,0.0,0.0,0.0
8466d55ffffffff,4.0,0.0,0.0,0.0
8466da1ffffffff,6.0,0.0,0.0,0.0
8466da7ffffffff,10.0,0.0,0.0,0.0
8466dadffffffff,103.0,0.0,12.0,0.0
8466de1ffffffff,1271.0,0.0,143.0,0.0
8466de7ffffffff,3.0,0.0,0.0,0.0
8466de9ffffffff,14.0,0.0,0.0,0.0
8466debffffffff,54.0,0.0,2.0,0.0
8466dedffffffff,27.0,0.0,2.0,0.0
8466e03ffffffff,105.0,0.0,5.0,0.0
8466e05ffffffff,2.0,0.0,0.0,0.0
8466e07ffffffff,12.0,0.0,0.0,0.0
8466e09ffffffff,9.0,0.0,0.0,0.0
8466e0bffffffff,311.0,0.0,0.0,0.0
8466e0dffffffff,72.0,0.0,0.0,0.0
8466e11ffffffff,7.0,0.0,0.0,0.0
8466e15ffffffff,35.0,0.0,0.0,0.0
8466e19ffffffff,2.0,0.0,0.0,0.0
8466e1dffffffff,22.0,0.0,0.0,0.0
8466e27ffffffff,10.0,0.0,0.0,0.0
8466e2bffffffff,4.0,0.0,0.0,0.0
8466e2dffffffff,16.0,0.0,0.0,0.0
8466e39ffffffff,29.0,0.0,1.0,0.0
8466e3bffffffff,6.0,0.0,0.0,0.0
8466e3dffffffff,15.0,0.0,0.0,0.0
8466e41ffffffff,14.0,0.0,0.0,0.0
8466e43ffffffff,4.0,0.0,0.0,0.0
8466e45ffffffff,24.0,0.0,0.0,0.0
8466e47ffffffff,162.0,0.0,0.0,0.0
8466e49ffffffff,2.0,0.0,0.0,0.0
8466e4bffffffff,1.0,0.0,0.0,0.0
8466e51ffffffff,68.0,0.0,0.0,0.0
8466e53ffffffff,3.0,0.0,0.0,0.0
8466e55ffffffff,44.0,0.0,0.0,0.0
8466e57ffffffff,1084.0,0.0,4.0,0.0
8466e59ffffffff,453.0,0.0,8.0,0.0
8466e5bffffffff,2.0,0.0,0.0,0.0
8466e5dffffffff,14.0,0.0,0.0,0.0
8466e61ffffffff,8.0,0.0,0.0,0.0
8466e63ffffffff,47.0,0.0,0.0,0.0
8466e65ffffffff,808.0,0.0,25.0,0.0
8466e67ffffffff,162.0,0.0,3.0,0.0
8466e69ffffffff,122.0,0.0,4.0,0.0
8466e6bffffffff,1.0,0.0,0.0,0.0
8466e6dffffffff,553.0,0.0,0.0,0.0
8466ec5ffffffff,4.0,0.0,0.0,0.0
8466ee5ffffffff,2.0,0.0,0.0,0.0
8466f03ffffffff,423.0,11.0,0.0,0.0
8466f0bffffffff,36.0,0.0,0.0,0.0
8466f15ffffffff,42.0,0.0,1.0,0.0
8466f19ffffffff,57.0,0.0,0.0,0.0
8466f1bffffffff,4.0,0.0,0.0,0.0
8466f1dffffffff,476.0,0.0,0.0,0.0
8466f3bffffffff,2.0,0.0,0.0,0.0
8466f51ffffffff,2.0,0.0,0.0,0.0
8466f53ffffffff,149.0,0.0,2.0,0.0
8466f57ffffffff,500.0,0.0,0.0,0.0
8466f59ffffffff,8.0,0.0,0.0,0.0
8466f5bffffffff,110.0,0.0,6.0,0.0
8466f5dffffffff,5.0,0.0,0.0,0.0
8467413ffffffff,410.0,0.0,1.0,0.0
8467417ffffffff,13.0,0.0,0.0,0.0
8467423ffffffff,4.0,0.0,0.0,0.0
8467425ffffffff,83.0,0.0,0.0,0.0
8467433ffffffff,25.0,0.0,0.0,0.0
8467435ffffffff,1.0,0.0,0.0,0.0
8467437ffffffff,145.0,0.0,9.0,0.0
846743bffffffff,13.0,0.0,0.0,0.0
846743dffffffff,1.0,0.0,0.0,0.0
84674c1ffffffff,4.0,0.0,0.0,0.0
84674c5ffffffff,288.0,0.0,11.0,0.0
84674c7ffffffff,20.0,0.0,0.0,0.0
84674cdffffffff,65.0,0.0,0.0,0.0
84674e1ffffffff,2.0,0.0,0.0,0.0
84674e5ffffffff,6.0,0.0,0.0,0.0
84674e9ffffffff,103.0,0.0,0.0,0.0
84674ebffffffff,6.0,0.0,0.0,0.0
84674edffffffff,128.0,0.0,4.0,0.0
8467519ffffffff,63.0,0.0,0.0,0.0
8467553ffffffff,1.0,0.0,0.0,0.0
846758dffffffff,3.0,0.0,0.0,0.0
84675a5ffffffff,49.0,0.0,2.0,0.0
84675a9ffffffff,3.0,0.0,0.0,0.0
84675adffffffff,10.0,0.0,0.0,0.0
84675c1ffffffff,12.0,0.0,0.0,0.0
84675c7ffffffff,6.0,0.0,0.0,0.0
84675c9ffffffff,10.0,0.0,0.0,0.0
84675cbffffffff,81.0,0.0,0.0,0.0
84675ddffffffff,4.0,0.0,0.0,0.0
84675e3ffffffff,4.0,0.0,0.0,0.0
84675e7ffffffff,3.0,0.0,0.0,0.0
84675ebffffffff,41.0,0.0,1.0,0.0
84679a5ffffffff,14.0,0.0,0.0,0.0
84679a7ffffffff,111.0,0.0,0.0,0.0
846d681ffffffff,2.0,0.0,0.0,0.0
846d68bffffffff,37.0,0.0,0.0,0.0
846d691ffffffff,359.0,0.0,0.0,0.0
846d693ffffffff,26.0,0.0,0.0,0.0
846d697ffffffff,8.0,0.0,0.0,0.0
846d699ffffffff,14.0,0.0,0.0,0.0
846d69bffffffff,358.0,0.0,0.0,0.0
846d69dffffffff,1516.0,0.0,0.0,0.0
848b205ffffffff,18.0,0.0,0.0,0.0
848b207ffffffff,2.0,0.0,0.0,0.0
848b211ffffffff,6.0,0.0,0.0,0.0
848b213ffffffff,11.0,0.0,0.0,0.0
848b223ffffffff,6.0,0.0,0.0,0.0
848b229ffffffff,52.0,0.0,0.0,0.0
848b22bffffffff,2.0,0.0,0.0,0.0
848b22dffffffff,1.0,0.0,0.0,0.0
848b239ffffffff,1.0,0.0,0.0,0.0
848b23dffffffff,2.0,0.0,0.0,0.0
848b2c1ffffffff,4.0,0.0,0.0,0.0
848b2c3ffffffff,2.0,0.0,0.0,0.0
848b2c5ffffffff,35.0,0.0,0.0,0.0
848b2c9ffffffff,2.0,0.0,0.0,0.0
848b2cdffffffff,21.0,0.0,0.0,0.0
848b2d9ffffffff,2.0,0.0,0.0,0.0
848b2dbffffffff,10.0,0.0,0.0,0.0
848b2e9ffffffff,1.0,0.0,0.0,0.0
848b611ffffffff,3.0,0.0,0.0,0.0
848b617ffffffff,858.0,0.0,0.0,12.0
848b639ffffffff,7.0,0.0,0.0,0.0
848b63bffffffff,7.0,0.0,0.0,0.0
848b69bffffffff,1.0,0.0,0.0,0.0
848b6c1ffffffff,4.0,0.0,0.0,0.0
848b6c3ffffffff,2.0,0.0,0.0,0.0
848b6c5ffffffff,9.0,0.0,0.0,0.0
848b6cdffffffff,68.0,0.0,0.0,0.0
848b709ffffffff,6.0,0.0,0.0,0.0
848b751ffffffff,3.0,0.0,0.0,0.0
848b759ffffffff,8.0,0.0,0.0,0.0
848b75bffffffff,22.0,0.0,0.0,0.0
848b75dffffffff,5.0,0.0,0.0,0.0
848e641ffffffff,3.0,0.0,0.0,0.0
848e643ffffffff,28.0,0.0,0.0,0.0
848e649ffffffff,110.0,0.0,0.0,0.0
848e64bffffffff,25.0,0.0,0.0,0.0
848e651ffffffff,61.0,0.0,0.0,0.0
848e6c9ffffffff,2.0,0.0,0.0,0.0
848e6d9ffffffff,3.0,0.0,0.0,0.0
848f099ffffffff,1.0,0.0,0.0,0.0
848f0d1ffffffff,1.0,1.0,0.0,0.0
848f0d3ffffffff,16.0,5.0,0.0,0.0
848f0d9ffffffff,1.0,0.0,0.0,0.0
848f0dbffffffff,498.0,44.0,0.0,0.0
848f0ddffffffff,1.0,0.0,0.0,0.0
848f213ffffffff,3.0,0.0,0.0,0.0
848f287ffffffff,3.0,0.0,0.0,0.0
848f289ffffffff,1.0,1.0,0.0,0.0
848f28dffffffff,2.0,0.0,0.0,0.0
848f291ffffffff,13.0,0.0,0.0,0.0
848f295ffffffff,32.0,2.0,0.0,0.0
848f29bffffffff,1.0,0.0,0.0,0.0
848f2a1ffffffff,2.0,0.0,0.0,0.0
848f2a9ffffffff,52.0,0.0,0.0,0.0
848f2abffffffff,10.0,0.0,0.0,0.0
848f2b3ffffffff,4.0,0.0,0.0,0.0
848f2b9ffffffff,8.0,0.0,0.0,0.0
848f2bbffffffff,25.0,2.0,0.0,0.0
848f2bdffffffff,38.0,0.0,0.0,0.0
848f2c1ffffffff,2.0,0.0,0.0,0.0
848f2c3ffffffff,5.0,0.0,0.0,0.0
848f2c9ffffffff,4.0,0.0,0.0,0.0
848f2cbffffffff,14.0,0.0,0.0,0.0
848f2cdffffffff,134.0,0.0,0.0,0.0
848f2d3ffffffff,3.0,0.0,0.0,0.0
848f2e3ffffffff,5.0,0.0,0.0,0.0
848f2e7ffffffff,3.0,0.0,0.0,0.0
848f401ffffffff,200.0,0.0,12.0,0.0
848f403ffffffff,2.0,0.0,0.0,0.0
848f421ffffffff,16.0,0.0,15.0,0.0
848f425ffffffff,6.0,0.0,0.0,0.0
848f427ffffffff,2.0,0.0,0.0,0.0
848f429ffffffff,10.0,0.0,2.0,0.0
848f431ffffffff,4.0,0.0,0.0,0.0
848f439ffffffff,61.0,0.0,2.0,0.0
848f461ffffffff,17.0,0.0,0.0,0.0
848f463ffffffff,175.0,0.0,18.0,0.0
848f465ffffffff,98.0,0.0,5.0,0.0
848f467ffffffff,28.0,0.0,0.0,0.0
848f46bffffffff,7.0,0.0,0.0,0.0
848f487ffffffff,2.0,0.0,0.0,0.0
848f4a5ffffffff,8.0,0.0,0.0,0.0
848f4a7ffffffff,3.0,0.0,0.0,0.0
848f4abffffffff,2.0,0.0,0.0,0.0
848f4adffffffff,9.0,0.0,0.0,0.0
848f4e5ffffffff,3.0,0.0,0.0,0.0
848f549ffffffff,9.0,0.0,0.0,0.0
848f54bffffffff,1.0,0.0,0.0,0.0
848f54dffffffff,2.0,0.0,0.0,0.0
848f559ffffffff,7.0,0.0,0.0,0.0
848f5d3ffffffff,2.0,0.0,0.0,0.0
848f5d7ffffffff,12.0,0.0,0.0,0.0
848f5d9ffffffff,3.0,0.0,0.0,0.0
848f5ddffffffff,21.0,0.0,0.0,0.0
848f705ffffffff,29.0,0.0,4.0,0.0
848f70dffffffff,2.0,0.0,0.0,0.0
848f721ffffffff,61.0,0.0,21.0,0.0
848f727ffffffff,6.0,0.0,0.0,0.0
848f729ffffffff,446.0,0.0,63.0,0.0
848f72bffffffff,75.0,0.0,16.0,0.0
848f72dffffffff,2.0,0.0,0.0,0.0
848f733ffffffff,320.0,0.0,20.0,0.0
848f737ffffffff,11.0,0.0,0.0,0.0
848f745ffffffff,60.0,0.0,0.0,0.0
848f74dffffffff,2.0,0.0,0.0,0.0
848f763ffffffff,32.0,0.0,5.0,0.0
848f765ffffffff,7.0,0.0,0.0,0.0
848f76bffffffff,58.0,0.0,0.0,0.0
84b324bffffffff,11.0,0.0,0.0,0.0
84b3253ffffffff,38.0,0.0,0.0,0.0
84b325bffffffff,9.0,0.0,0.0,0.0
84b366dffffffff,3.0,0.0,0.0,0.0
