cell_id,Oenanthe oenanthe,Oenanthe oenanthe leucorhoa,Oenanthe oenanthe oenanthe/libanotica
82186ffffffffff,54.0,0.0,0.0
821877fffffffff,494.0,4.0,40.0
821907fffffffff,48.0,0.0,0.0
82190ffffffffff,928.0,0.0,95.0
82191ffffffffff,18.0,0.0,0.0
821927fffffffff,141.0,5.0,0.0
82192ffffffffff,361.0,0.0,79.0
821947fffffffff,1271.0,23.0,168.0
82194ffffffffff,1537.0,62.0,202.0
821957fffffffff,685.0,9.0,60.0
82195ffffffffff,1026.0,20.0,53.0
82196ffffffffff,519.0,0.0,15.0
821977fffffffff,471.0,0.0,18.0
821b27fffffffff,18.0,2.0,0.0
821e07fffffffff,188.0,0.0,18.0
821e0ffffffffff,372.0,0.0,7.0
821e17fffffffff,236.0,0.0,7.0
821e1ffffffffff,162.0,0.0,2.0
821e27fffffffff,111.0,0.0,2.0
821e2ffffffffff,81.0,0.0,0.0
821e37fffffffff,142.0,0.0,4.0
821e47fffffffff,42.0,0.0,0.0
821e4ffffffffff,35.0,0.0,0.0
821e57fffffffff,61.0,0.0,0.0
821e5ffffffffff,305.0,0.0,0.0
821e67fffffffff,37.0,0.0,0.0
821e6ffffffffff,18.0,0.0,0.0
821e87fffffffff,133.0,0.0,0.0
821e8ffffffffff,6.0,0.0,0.0
821e97fffffffff,12.0,0.0,0.0
821e9ffffffffff,12.0,0.0,0.0
821ea7fffffffff,129.0,0.0,0.0
821eaffffffffff,85.0,0.0,0.0
821eb7fffffffff,118.0,0.0,13.0
821ec7fffffffff,525.0,0.0,36.0
821ecffffffffff,1066.0,0.0,16.0
821ed7fffffffff,135.0,0.0,2.0
821edffffffffff,491.0,0.0,31.0
821ee7fffffffff,38.0,0.0,0.0
821eeffffffffff,282.0,0.0,46.0
821ef7fffffffff,93.0,0.0,6.0
821f07fffffffff,357.0,0.0,35.0
821f0ffffffffff,52.0,0.0,0.0
821f17fffffffff,126.0,0.0,7.0
821f1ffffffffff,164.0,0.0,1.0
821f27fffffffff,197.0,0.0,23.0
821f2ffffffffff,561.0,0.0,160.0
821f37fffffffff,533.0,0.0,36.0
821f47fffffffff,16.0,0.0,0.0
821f4ffffffffff,32.0,0.0,0.0
821f57fffffffff,52.0,0.0,0.0
821f5ffffffffff,32.0,0.0,0.0
821f67fffffffff,97.0,0.0,2.0
821f6ffffffffff,5.0,0.0,0.0
821f77fffffffff,207.0,0.0,4.0
821f87fffffffff,107.0,0.0,3.0
821f8ffffffffff,419.0,0.0,81.0
821f97fffffffff,88.0,0.0,33.0
821f9ffffffffff,647.0,0.0,49.0
821fa7fffffffff,93.0,0.0,0.0
821faffffffffff,135.0,0.0,1.0
821fb7fffffffff,18.0,0.0,0.0
82200ffffffffff,4.0,0.0,0.0
822017fffffffff,8.0,0.0,0.0
82201ffffffffff,26.0,0.0,2.0
82202ffffffffff,1.0,0.0,0.0
82204ffffffffff,94.0,0.0,21.0
82205ffffffffff,42.0,0.0,1.0
82206ffffffffff,6.0,0.0,4.0
822087fffffffff,20.0,0.0,0.0
82208ffffffffff,1.0,0.0,0.0
82209ffffffffff,2.0,0.0,0.0
8220a7fffffffff,6.0,0.0,0.0
8220b7fffffffff,2.0,0.0,0.0
8220c7fffffffff,6.0,0.0,0.0
8220e7fffffffff,79.0,0.0,38.0
8220effffffffff,4.0,0.0,0.0
8220f7fffffffff,34.0,0.0,0.0
822127fffffffff,33.0,0.0,0.0
82212ffffffffff,1.0,0.0,0.0
82214ffffffffff,12.0,0.0,0.0
822157fffffffff,139.0,0.0,54.0
822177fffffffff,1.0,0.0,0.0
82218ffffffffff,2.0,0.0,0.0
82219ffffffffff,12.0,0.0,0.0
8222dffffffffff,112.0,0.0,0.0
822407fffffffff,27.0,0.0,0.0
82240ffffffffff,17.0,0.0,0.0
822427fffffffff,91.0,0.0,0.0
82242ffffffffff,64.0,0.0,0.0
822437fffffffff,21.0,0.0,0.0
822447fffffffff,2.0,0.0,0.0
82244ffffffffff,15.0,0.0,0.0
822457fffffffff,4.0,0.0,0.0
822467fffffffff,163.0,0.0,0.0
82246ffffffffff,10.0,0.0,0.0
822477fffffffff,65.0,0.0,0.0
8224cffffffffff,1.0,0.0,0.0
8224e7fffffffff,1.0,0.0,0.0
822507fffffffff,22.0,0.0,0.0
82250ffffffffff,14.0,0.0,0.0
822517fffffffff,277.0,0.0,0.0
82251ffffffffff,14.0,0.0,0.0
822547fffffffff,62.0,0.0,0.0
822557fffffffff,10.0,0.0,0.0
82255ffffffffff,244.0,0.0,0.0
822577fffffffff,15.0,0.0,0.0
8225a7fffffffff,14.0,0.0,0.0
8225affffffffff,17.0,0.0,0.0
8225b7fffffffff,46.0,0.0,0.0
822c07fffffffff,666.0,0.0,2.0
822c0ffffffffff,165.0,0.0,0.0
822c17fffffffff,51.0,0.0,0.0
822c1ffffffffff,90.0,0.0,0.0
822c27fffffffff,455.0,0.0,0.0
822c2ffffffffff,566.0,0.0,0.0
822c37fffffffff,130.0,0.0,0.0
822c47fffffffff,1.0,0.0,0.0
822c5ffffffffff,2.0,0.0,0.0
822c67fffffffff,3.0,0.0,0.0
822c77fffffffff,27.0,0.0,0.0
822c87fffffffff,17.0,0.0,0.0
822c8ffffffffff,6.0,0.0,0.0
822c97fffffffff,663.0,0.0,324.0
822c9ffffffffff,4.0,0.0,0.0
822caffffffffff,37.0,0.0,2.0
822cc7fffffffff,74.0,0.0,4.0
822ccffffffffff,21.0,0.0,3.0
822cd7fffffffff,55.0,0.0,9.0
822cdffffffffff,33.0,0.0,0.0
822ce7fffffffff,19.0,0.0,0.0
822cf7fffffffff,255.0,0.0,4.0
822d07fffffffff,158.0,0.0,6.0
822d17fffffffff,580.0,0.0,34.0
822d1ffffffffff,80.0,0.0,5.0
822d27fffffffff,23.0,0.0,0.0
822d2ffffffffff,1.0,0.0,0.0
822d37fffffffff,643.0,0.0,17.0
822d57fffffffff,16.0,0.0,0.0
822d5ffffffffff,21.0,0.0,0.0
822d67fffffffff,63.0,0.0,0.0
822d77fffffffff,20.0,0.0,0.0
822d87fffffffff,25.0,0.0,0.0
822d97fffffffff,37.0,0.0,0.0
822da7fffffffff,379.0,0.0,20.0
822daffffffffff,236.0,0.0,6.0
822db7fffffffff,1882.0,0.0,129.0
823117fffffffff,6.0,0.0,0.0
823427fffffffff,10.0,0.0,0.0
823437fffffffff,15.0,7.0,0.0
823447fffffffff,6.0,0.0,0.0
82344ffffffffff,4.0,0.0,0.0
823467fffffffff,4.0,0.0,0.0
82346ffffffffff,55.0,3.0,0.0
82351ffffffffff,15.0,0.0,0.0
8235affffffffff,67.0,20.0,0.0
823817fffffffff,178.0,0.0,28.0
823827fffffffff,373.0,0.0,0.0
823837fffffffff,52.0,0.0,10.0
823847fffffffff,8.0,0.0,0.0
82384ffffffffff,28.0,0.0,0.0
82385ffffffffff,12.0,0.0,0.0
823867fffffffff,2.0,0.0,0.0
82386ffffffffff,15.0,0.0,0.0
8238a7fffffffff,3.0,0.0,0.0
823907fffffffff,2723.0,2.0,97.0
82390ffffffffff,666.0,0.0,0.0
823917fffffffff,3143.0,0.0,7.0
82391ffffffffff,2117.0,0.0,2.0
823927fffffffff,1374.0,0.0,2.0
82392ffffffffff,5748.0,0.0,59.0
823937fffffffff,975.0,0.0,3.0
823947fffffffff,363.0,0.0,0.0
82394ffffffffff,7.0,0.0,0.0
823957fffffffff,432.0,0.0,0.0
82395ffffffffff,170.0,0.0,0.0
823967fffffffff,869.0,0.0,4.0
82396ffffffffff,369.0,0.0,17.0
823977fffffffff,4031.0,0.0,8.0
823987fffffffff,162.0,0.0,19.0
82398ffffffffff,464.0,0.0,85.0
823997fffffffff,114.0,0.0,35.0
82399ffffffffff,21.0,0.0,13.0
8239affffffffff,61.0,0.0,21.0
823d07fffffffff,12.0,0.0,0.0
823d27fffffffff,3.0,0.0,0.0
823e47fffffffff,344.0,0.0,0.0
823e4ffffffffff,5.0,0.0,0.0
823e5ffffffffff,11.0,0.0,0.0
823e67fffffffff,5.0,0.0,0.0
823e6ffffffffff,1552.0,0.0,126.0
823e77fffffffff,2.0,0.0,0.0
823f2ffffffffff,130.0,0.0,14.0
823f37fffffffff,149.0,0.0,0.0
823f47fffffffff,49.0,0.0,0.0
823f4ffffffffff,135.0,0.0,28.0
823f5ffffffffff,2.0,0.0,0.0
823f67fffffffff,412.0,0.0,3.0
823f6ffffffffff,407.0,0.0,5.0
823f77fffffffff,314.0,0.0,0.0
824227fffffffff,2.0,0.0,0.0
824237fffffffff,3.0,0.0,0.0
82426ffffffffff,1.0,0.0,0.0
824317fffffffff,5.0,0.0,0.0
82431ffffffffff,13.0,0.0,0.0
824327fffffffff,6.0,0.0,0.0
82432ffffffffff,9.0,0.0,0.0
824337fffffffff,11.0,0.0,2.0
824367fffffffff,25.0,0.0,1.0
824377fffffffff,2.0,0.0,0.0
824387fffffffff,6.0,0.0,0.0
82438ffffffffff,4.0,0.0,0.0
824397fffffffff,1.0,0.0,0.0
82439ffffffffff,1.0,0.0,0.0
8243a7fffffffff,145.0,0.0,0.0
8243affffffffff,141.0,0.0,0.0
825207fffffffff,17.0,0.0,2.0
825217fffffffff,13.0,0.0,4.0
82521ffffffffff,3.0,0.0,0.0
825237fffffffff,1.0,0.0,0.0
82524ffffffffff,24.0,0.0,0.0
82526ffffffffff,26.0,0.0,0.0
825287fffffffff,14.0,0.0,0.0
82529ffffffffff,100.0,0.0,10.0
8252b7fffffffff,1.0,0.0,0.0
8252d7fffffffff,25.0,0.0,0.0
825317fffffffff,10.0,0.0,4.0
82531ffffffffff,2.0,0.0,0.0
825327fffffffff,2.0,0.0,0.0
82532ffffffffff,2.0,0.0,0.0
825337fffffffff,1.0,0.0,0.0
825347fffffffff,30.0,0.0,0.0
82534ffffffffff,48.0,0.0,0.0
825357fffffffff,2.0,0.0,0.0
825367fffffffff,121.0,0.0,38.0
82536ffffffffff,41.0,0.0,0.0
825377fffffffff,8.0,0.0,0.0
8253a7fffffffff,22.0,0.0,0.0
8253affffffffff,16.0,0.0,0.0
8253b7fffffffff,4.0,0.0,0.0
825407fffffffff,94.0,4.0,16.0
82540ffffffffff,6.0,0.0,0.0
825417fffffffff,504.0,13.0,81.0
82541ffffffffff,131.0,0.0,13.0
825437fffffffff,3.0,0.0,0.0
8254affffffffff,71.0,0.0,4.0
8254b7fffffffff,2.0,0.0,0.0
8254e7fffffffff,11.0,0.0,1.0
8254f7fffffffff,14.0,0.0,0.0
82550ffffffffff,1.0,0.0,0.0
825517fffffffff,117.0,0.0,8.0
82551ffffffffff,3.0,0.0,0.0
825527fffffffff,1.0,0.0,0.0
825537fffffffff,16.0,0.0,9.0
8255affffffffff,5.0,0.0,0.0
82580ffffffffff,2.0,0.0,0.0
82585ffffffffff,11.0,0.0,0.0
8258e7fffffffff,1.0,0.0,0.0
82592ffffffffff,1.0,0.0,0.0
825977fffffffff,4.0,0.0,0.0
826337fffffffff,10.0,0.0,0.0
826a47fffffffff,6.0,0.0,2.0
826a4ffffffffff,2.0,0.0,0.0
826a5ffffffffff,46.0,0.0,1.0
826a6ffffffffff,6.0,0.0,0.0
826ac7fffffffff,47.0,0.0,7.0
826acffffffffff,7.0,0.0,0.0
826adffffffffff,1.0,0.0,0.0
826ae7fffffffff,3.0,0.0,0.0
826aeffffffffff,130.0,0.0,0.0
826b17fffffffff,4.0,0.0,0.0
826b37fffffffff,4.0,0.0,0.0
827527fffffffff,3.0,0.0,0.0
827a47fffffffff,337.0,0.0,0.0
827a4ffffffffff,97.0,0.0,15.0
827a5ffffffffff,9.0,0.0,0.0
827a67fffffffff,342.0,0.0,0.0
827a6ffffffffff,1004.0,0.0,110.0
827a77fffffffff,4.0,0.0,0.0
827acffffffffff,65.0,0.0,3.0
827adffffffffff,59.0,0.0,4.0
827aeffffffffff,70.0,0.0,11.0
827b4ffffffffff,4.0,0.0,0.0
827b5ffffffffff,9.0,0.0,0.0
829697fffffffff,337.0,0.0,0.0
82969ffffffffff,4.0,0.0,0.0
8296b7fffffffff,13.0,0.0,0.0
