cell_id,Chlidonias niger,Chlidonias niger niger,Chlidonias niger surinamensis
822987fffffffff,50.0,0.0,0.0
82298ffffffffff,173.0,0.0,0.0
822997fffffffff,1.0,0.0,0.0
82299ffffffffff,56.0,0.0,0.0
8229a7fffffffff,1706.0,0.0,0.0
8229affffffffff,186.0,0.0,0.0
8229b7fffffffff,218.0,0.0,0.0
822a07fffffffff,354.0,0.0,0.0
822a17fffffffff,1263.0,0.0,0.0
822a1ffffffffff,132.0,0.0,0.0
822a37fffffffff,1776.0,0.0,0.0
822a4ffffffffff,2.0,0.0,0.0
822a87fffffffff,35.0,0.0,0.0
822a8ffffffffff,57.0,0.0,0.0
822a97fffffffff,393.0,0.0,0.0
822a9ffffffffff,72.0,0.0,0.0
822aa7fffffffff,2526.0,0.0,578.0
822aaffffffffff,1778.0,0.0,0.0
822ab7fffffffff,5215.0,0.0,2.0
822ac7fffffffff,162.0,0.0,4.0
822ad7fffffffff,370.0,0.0,6.0
822af7fffffffff,1987.0,0.0,105.0
822b07fffffffff,126.0,0.0,0.0
822b17fffffffff,2.0,0.0,0.0
822b1ffffffffff,606.0,0.0,0.0
822b87fffffffff,1043.0,0.0,6.0
822b8ffffffffff,1045.0,0.0,103.0
822b97fffffffff,275.0,0.0,0.0
822b9ffffffffff,1738.0,0.0,13.0
822baffffffffff,3642.0,0.0,0.0
822bb7fffffffff,4.0,0.0,0.0
822c07fffffffff,82.0,10.0,0.0
822c0ffffffffff,15.0,0.0,0.0
822c17fffffffff,1.0,0.0,0.0
822c27fffffffff,13.0,0.0,0.0
822c2ffffffffff,35.0,0.0,0.0
822c37fffffffff,3.0,0.0,0.0
822c67fffffffff,22.0,5.0,0.0
822c6ffffffffff,3.0,0.0,0.0
822c77fffffffff,4.0,0.0,0.0
822ce7fffffffff,4.0,0.0,0.0
822d07fffffffff,14.0,6.0,0.0
822d17fffffffff,24.0,2.0,0.0
822d27fffffffff,4.0,0.0,0.0
822d37fffffffff,58.0,15.0,0.0
822d47fffffffff,1.0,0.0,0.0
822d67fffffffff,27.0,0.0,0.0
822d77fffffffff,7.0,0.0,0.0
822d97fffffffff,2.0,0.0,0.0
822da7fffffffff,38.0,5.0,0.0
822daffffffffff,18.0,0.0,0.0
822db7fffffffff,41.0,4.0,0.0
82346ffffffffff,13.0,0.0,0.0
823817fffffffff,15.0,0.0,0.0
823827fffffffff,98.0,8.0,0.0
823837fffffffff,3.0,0.0,0.0
82386ffffffffff,7.0,0.0,0.0
823907fffffffff,137.0,0.0,0.0
82390ffffffffff,278.0,0.0,0.0
823917fffffffff,217.0,5.0,0.0
82391ffffffffff,916.0,47.0,0.0
823927fffffffff,439.0,0.0,0.0
82392ffffffffff,276.0,0.0,0.0
823937fffffffff,186.0,0.0,0.0
823947fffffffff,59.0,0.0,0.0
823957fffffffff,511.0,0.0,0.0
823967fffffffff,10.0,0.0,0.0
82396ffffffffff,169.0,5.0,0.0
823977fffffffff,700.0,3.0,0.0
823987fffffffff,42.0,16.0,0.0
82398ffffffffff,30.0,12.0,0.0
823997fffffffff,28.0,3.0,0.0
8239affffffffff,30.0,5.0,0.0
823e6ffffffffff,61.0,0.0,0.0
823f2ffffffffff,18.0,0.0,0.0
823f67fffffffff,11.0,0.0,0.0
823f6ffffffffff,6.0,0.0,0.0
823f77fffffffff,4.0,0.0,0.0
824417fffffffff,387.0,0.0,0.0
82441ffffffffff,652.0,0.0,75.0
824427fffffffff,8.0,0.0,0.0
824447fffffffff,348.0,0.0,0.0
82444ffffffffff,195.0,0.0,0.0
824457fffffffff,1548.0,0.0,0.0
82445ffffffffff,174.0,0.0,0.0
824467fffffffff,612.0,0.0,0.0
82446ffffffffff,6157.0,0.0,0.0
824477fffffffff,1446.0,0.0,0.0
82448ffffffffff,2.0,0.0,0.0
8244a7fffffffff,93.0,0.0,0.0
8244affffffffff,1319.0,0.0,0.0
8244c7fffffffff,17.0,0.0,0.0
8244cffffffffff,54.0,0.0,0.0
8244d7fffffffff,2090.0,0.0,0.0
8244dffffffffff,98.0,0.0,0.0
8244e7fffffffff,281.0,0.0,4.0
8244effffffffff,39.0,0.0,0.0
8244f7fffffffff,881.0,0.0,2.0
824507fffffffff,194.0,0.0,0.0
82450ffffffffff,313.0,0.0,6.0
82451ffffffffff,9.0,0.0,0.0
824527fffffffff,552.0,0.0,0.0
82452ffffffffff,105.0,0.0,0.0
824537fffffffff,76.0,0.0,0.0
82454ffffffffff,88.0,0.0,0.0
824567fffffffff,1.0,0.0,0.0
82456ffffffffff,3.0,0.0,0.0
824577fffffffff,52.0,0.0,0.0
824587fffffffff,2.0,0.0,0.0
8245a7fffffffff,39.0,0.0,0.0
8245b7fffffffff,3.0,0.0,0.0
824807fffffffff,62.0,0.0,0.0
82480ffffffffff,12.0,0.0,0.0
824817fffffffff,28.0,0.0,0.0
824827fffffffff,6.0,0.0,0.0
82482ffffffffff,12.0,0.0,0.0
824837fffffffff,287.0,0.0,0.0
824857fffffffff,26.0,0.0,0.0
82485ffffffffff,442.0,0.0,0.0
824877fffffffff,25.0,0.0,0.0
824887fffffffff,43.0,0.0,0.0
82488ffffffffff,198.0,0.0,0.0
824897fffffffff,3526.0,0.0,44.0
82489ffffffffff,653.0,0.0,0.0
8248a7fffffffff,26.0,0.0,0.0
8248b7fffffffff,811.0,0.0,0.0
8248c7fffffffff,113.0,0.0,0.0
8248cffffffffff,59.0,0.0,0.0
8248d7fffffffff,315.0,0.0,0.0
8248dffffffffff,71.0,0.0,0.0
8248e7fffffffff,23.0,0.0,0.0
8248effffffffff,495.0,0.0,0.0
8248f7fffffffff,38.0,0.0,0.0
824987fffffffff,2.0,0.0,0.0
824997fffffffff,179.0,0.0,87.0
82499ffffffffff,8.0,0.0,0.0
8249a7fffffffff,8.0,0.0,0.0
8249affffffffff,70.0,0.0,3.0
8249b7fffffffff,16.0,0.0,0.0
824cd7fffffffff,2.0,0.0,0.0
824cf7fffffffff,5.0,0.0,0.0
825417fffffffff,34.0,7.0,0.0
82541ffffffffff,9.0,5.0,0.0
825437fffffffff,7.0,0.0,0.0
8254affffffffff,114.0,29.0,0.0
8254f7fffffffff,13.0,0.0,0.0
825517fffffffff,2.0,0.0,0.0
825537fffffffff,6.0,0.0,0.0
825897fffffffff,10.0,0.0,0.0
825f17fffffffff,4.0,0.0,0.0
825f1ffffffffff,2.0,0.0,0.0
826607fffffffff,44.0,0.0,1.0
826617fffffffff,51.0,0.0,7.0
82661ffffffffff,7.0,0.0,0.0
826627fffffffff,158.0,0.0,20.0
82662ffffffffff,2.0,0.0,0.0
826637fffffffff,20.0,0.0,0.0
826687fffffffff,51.0,0.0,0.0
82669ffffffffff,16.0,0.0,0.0
8266a7fffffffff,571.0,0.0,46.0
8266affffffffff,59.0,0.0,8.0
8266b7fffffffff,484.0,0.0,6.0
8266d7fffffffff,29.0,0.0,5.0
8266f7fffffffff,4.0,0.0,2.0
82674ffffffffff,6.0,0.0,0.0
826757fffffffff,68.0,0.0,0.0
826787fffffffff,6.0,0.0,2.0
82678ffffffffff,24.0,0.0,0.0
826797fffffffff,4.0,0.0,0.0
82679ffffffffff,90.0,0.0,2.0
8267a7fffffffff,4.0,0.0,0.0
8267b7fffffffff,1.0,0.0,0.0
826d07fffffffff,120.0,0.0,25.0
826d0ffffffffff,11.0,0.0,0.0
826d17fffffffff,206.0,0.0,80.0
826d27fffffffff,81.0,0.0,0.0
826d2ffffffffff,181.0,0.0,2.0
826d37fffffffff,187.0,0.0,39.0
826d47fffffffff,1.0,0.0,0.0
826d4ffffffffff,1.0,0.0,0.0
826d57fffffffff,3.0,0.0,0.0
826d67fffffffff,747.0,0.0,0.0
826d6ffffffffff,1426.0,0.0,0.0
826d77fffffffff,613.0,0.0,0.0
82750ffffffffff,18.0,4.0,0.0
82751ffffffffff,1.0,0.0,0.0
82752ffffffffff,2.0,0.0,0.0
827577fffffffff,44.0,9.0,0.0
828017fffffffff,2.0,0.0,0.0
8282d7fffffffff,4.0,0.0,0.0
8282f7fffffffff,7.0,0.0,0.0
828e47fffffffff,2.0,0.0,0.0
828e4ffffffffff,2.0,0.0,0.0
828f0ffffffffff,15.0,0.0,0.0
828f27fffffffff,3.0,0.0,3.0
828f2ffffffffff,44.0,0.0,13.0
82ac17fffffffff,48.0,2.0,0.0
82aca7fffffffff,14.0,0.0,0.0
82acaffffffffff,2.0,0.0,0.0
82b337fffffffff,7.0,0.0,0.0
