cell_id,Camaroptera brachyura,Camaroptera brachyura [brevicaudata Group],Camaroptera brachyura [brachyura Group]
836a10fffffffff,2.0,0.0,0.0
836a45fffffffff,17.0,8.0,0.0
836a49fffffffff,3.0,2.0,0.0
836a4afffffffff,2.0,0.0,0.0
836a58fffffffff,23.0,0.0,0.0
836a5afffffffff,97.0,12.0,0.0
836a5efffffffff,3.0,0.0,0.0
836a61fffffffff,3.0,1.0,0.0
836a69fffffffff,39.0,20.0,0.0
836a6bfffffffff,1.0,1.0,0.0
836a9efffffffff,18.0,10.0,0.0
836ac0fffffffff,157.0,53.0,0.0
836ac1fffffffff,528.0,252.0,0.0
836ac3fffffffff,379.0,124.0,0.0
836ac8fffffffff,559.0,214.0,0.0
836ac9fffffffff,97.0,17.0,0.0
836acafffffffff,9.0,0.0,0.0
836accfffffffff,67.0,18.0,0.0
836acdfffffffff,115.0,39.0,0.0
836acefffffffff,384.0,130.0,0.0
836ad8fffffffff,85.0,27.0,0.0
836ad9fffffffff,2.0,2.0,0.0
836adcfffffffff,874.0,477.0,0.0
836addfffffffff,55.0,31.0,0.0
836adefffffffff,115.0,49.0,0.0
836ae0fffffffff,3.0,3.0,0.0
836ae1fffffffff,2.0,2.0,0.0
836ae8fffffffff,128.0,49.0,0.0
836aeafffffffff,340.0,142.0,0.0
836aebfffffffff,69.0,49.0,0.0
836aecfffffffff,1.0,0.0,0.0
836aeefffffffff,79.0,30.0,0.0
836b12fffffffff,10.0,0.0,0.0
837508fffffffff,20.0,18.0,0.0
837509fffffffff,3.0,2.0,0.0
83750afffffffff,2.0,0.0,0.0
83750cfffffffff,2.0,2.0,0.0
83750dfffffffff,279.0,198.0,0.0
837513fffffffff,3.0,3.0,0.0
837518fffffffff,2.0,2.0,0.0
837520fffffffff,217.0,172.0,0.0
837529fffffffff,281.0,188.0,0.0
83752afffffffff,33.0,24.0,0.0
83752bfffffffff,18.0,9.0,0.0
83752dfffffffff,6.0,4.0,0.0
83752efffffffff,4.0,2.0,0.0
837530fffffffff,5.0,0.0,0.0
837531fffffffff,1.0,0.0,0.0
837532fffffffff,1.0,0.0,0.0
837536fffffffff,9.0,0.0,0.0
837574fffffffff,7.0,5.0,0.0
837576fffffffff,28.0,8.0,0.0
837586fffffffff,1.0,1.0,0.0
8375a0fffffffff,7.0,0.0,0.0
8375a1fffffffff,2.0,2.0,0.0
8375a3fffffffff,7.0,0.0,0.0
8375a6fffffffff,2.0,2.0,0.0
8375b0fffffffff,3.0,0.0,0.0
837a40fffffffff,158.0,75.0,0.0
837a41fffffffff,372.0,138.0,0.0
837a43fffffffff,2.0,0.0,0.0
837a44fffffffff,11.0,5.0,0.0
837a45fffffffff,343.0,156.0,0.0
837a48fffffffff,186.0,59.0,0.0
837a49fffffffff,3.0,0.0,0.0
837a4afffffffff,1.0,0.0,0.0
837a4bfffffffff,33.0,9.0,0.0
837a4cfffffffff,396.0,190.0,0.0
837a4dfffffffff,237.0,75.0,0.0
837a53fffffffff,10.0,2.0,0.0
837a5cfffffffff,5.0,4.0,0.0
837a5dfffffffff,3.0,0.0,0.0
837a5efffffffff,2.0,0.0,0.0
837a60fffffffff,143.0,44.0,0.0
837a61fffffffff,138.0,66.0,0.0
837a63fffffffff,29.0,10.0,0.0
837a64fffffffff,43.0,19.0,0.0
837a65fffffffff,341.0,262.0,0.0
837a66fffffffff,14.0,2.0,0.0
837a68fffffffff,447.0,215.0,0.0
837a69fffffffff,18.0,11.0,0.0
837a6afffffffff,580.0,291.0,0.0
837a6bfffffffff,68.0,22.0,0.0
837a6cfffffffff,17.0,8.0,0.0
837a6dfffffffff,342.0,165.0,2.0
837a6efffffffff,823.0,374.0,0.0
837a74fffffffff,3.0,0.0,0.0
837ac1fffffffff,10.0,5.0,0.0
837ac8fffffffff,199.0,130.0,0.0
837acafffffffff,82.0,54.0,0.0
837acbfffffffff,5.0,3.0,0.0
837accfffffffff,33.0,23.0,0.0
837acdfffffffff,186.0,117.0,0.0
837ad9fffffffff,157.0,85.0,0.0
837adafffffffff,2.0,2.0,0.0
837ae8fffffffff,56.0,41.0,0.0
837ae9fffffffff,91.0,52.0,0.0
837aeafffffffff,22.0,13.0,0.0
837aebfffffffff,6.0,3.0,0.0
837aedfffffffff,8.0,2.0,0.0
837b48fffffffff,80.0,20.0,13.0
837b49fffffffff,2.0,0.0,0.0
837b4afffffffff,59.0,19.0,22.0
837b4bfffffffff,39.0,16.0,5.0
837b4cfffffffff,6.0,0.0,4.0
837b4dfffffffff,5.0,1.0,0.0
837b59fffffffff,346.0,111.0,17.0
837b5bfffffffff,14.0,2.0,0.0
837b68fffffffff,3.0,0.0,0.0
837b6afffffffff,11.0,2.0,4.0
837b6bfffffffff,21.0,2.0,5.0
837b6dfffffffff,3.0,0.0,0.0
838212fffffffff,2.0,0.0,0.0
83821cfffffffff,2.0,2.0,0.0
838285fffffffff,1.0,1.0,0.0
83828afffffffff,2.0,0.0,0.0
83828bfffffffff,58.0,7.0,0.0
83828dfffffffff,140.0,116.0,0.0
8382a0fffffffff,15.0,0.0,0.0
8382a1fffffffff,3.0,0.0,0.0
8382a3fffffffff,9.0,0.0,0.0
8382a5fffffffff,2.0,0.0,0.0
8382a8fffffffff,1.0,1.0,0.0
8382aafffffffff,6.0,1.0,0.0
8382aefffffffff,2.0,2.0,0.0
8382d0fffffffff,34.0,25.0,0.0
8382d2fffffffff,52.0,41.0,0.0
8382d3fffffffff,37.0,29.0,0.0
8382d4fffffffff,2.0,0.0,0.0
8382d6fffffffff,5.0,2.0,0.0
8382dbfffffffff,2.0,2.0,0.0
8382f0fffffffff,6.0,1.0,0.0
8382f2fffffffff,2.0,2.0,0.0
8382f6fffffffff,3.0,0.0,0.0
838304fffffffff,8.0,3.0,0.0
838313fffffffff,1.0,1.0,0.0
838320fffffffff,14.0,5.0,0.0
838326fffffffff,8.0,1.0,0.0
838335fffffffff,3.0,3.0,0.0
838386fffffffff,2.0,2.0,0.0
83838afffffffff,2.0,2.0,0.0
83838efffffffff,2.0,0.0,0.0
838398fffffffff,36.0,36.0,0.0
8383acfffffffff,1.0,0.0,0.0
839600fffffffff,18.0,11.0,0.0
839601fffffffff,9.0,4.0,0.0
839604fffffffff,4.0,2.0,0.0
839608fffffffff,2.0,2.0,0.0
839609fffffffff,7.0,3.0,0.0
83960afffffffff,1.0,1.0,0.0
83960bfffffffff,23.0,12.0,0.0
83960efffffffff,2.0,2.0,0.0
839614fffffffff,17.0,5.0,0.0
839615fffffffff,1.0,0.0,0.0
839620fffffffff,57.0,44.0,0.0
839621fffffffff,45.0,28.0,0.0
839622fffffffff,6.0,4.0,0.0
839623fffffffff,79.0,60.0,0.0
839625fffffffff,1.0,0.0,0.0
839626fffffffff,45.0,35.0,0.0
839628fffffffff,22.0,19.0,0.0
839629fffffffff,4.0,2.0,0.0
83962bfffffffff,7.0,2.0,0.0
83962cfffffffff,57.0,42.0,0.0
83962dfffffffff,14.0,12.0,0.0
83962efffffffff,33.0,19.0,0.0
839633fffffffff,99.0,66.0,0.0
839635fffffffff,2.0,0.0,0.0
839636fffffffff,3.0,3.0,0.0
839654fffffffff,1.0,1.0,0.0
839656fffffffff,11.0,11.0,0.0
839670fffffffff,17.0,17.0,0.0
839672fffffffff,3.0,1.0,0.0
839675fffffffff,5.0,1.0,0.0
839686fffffffff,8.0,2.0,0.0
83968cfffffffff,2.0,0.0,0.0
83968dfffffffff,4.0,0.0,0.0
839690fffffffff,233.0,138.0,0.0
839691fffffffff,1.0,1.0,0.0
839692fffffffff,940.0,577.0,0.0
839693fffffffff,694.0,386.0,0.0
839694fffffffff,2.0,2.0,0.0
839699fffffffff,2.0,0.0,0.0
83969afffffffff,65.0,22.0,0.0
83969bfffffffff,5.0,3.0,0.0
83969efffffffff,2.0,2.0,0.0
8396a0fffffffff,2.0,0.0,2.0
8396a1fffffffff,11.0,11.0,0.0
8396a3fffffffff,10.0,6.0,0.0
8396a8fffffffff,4.0,4.0,0.0
8396abfffffffff,2.0,0.0,0.0
8396aefffffffff,2.0,0.0,0.0
8396b0fffffffff,33.0,15.0,0.0
8396b1fffffffff,212.0,56.0,0.0
8396b2fffffffff,3.0,2.0,0.0
8396b4fffffffff,9.0,0.0,0.0
8396b5fffffffff,28.0,2.0,0.0
8396b6fffffffff,45.0,11.0,5.0
8396d2fffffffff,1.0,0.0,0.0
839700fffffffff,3.0,0.0,3.0
839701fffffffff,12.0,12.0,0.0
839702fffffffff,49.0,12.0,5.0
839703fffffffff,22.0,4.0,3.0
839705fffffffff,9.0,5.0,0.0
83970afffffffff,5.0,3.0,0.0
83970cfffffffff,7.0,7.0,0.0
83970dfffffffff,2.0,0.0,0.0
83970efffffffff,2.0,2.0,0.0
839710fffffffff,75.0,44.0,0.0
839711fffffffff,132.0,93.0,6.0
839713fffffffff,28.0,5.0,0.0
839715fffffffff,20.0,8.0,0.0
839719fffffffff,27.0,19.0,0.0
83971bfffffffff,3.0,3.0,0.0
83971cfffffffff,14.0,6.0,0.0
83971dfffffffff,2.0,2.0,0.0
839721fffffffff,5.0,0.0,0.0
839724fffffffff,4.0,0.0,0.0
839728fffffffff,114.0,43.0,5.0
839729fffffffff,58.0,36.0,0.0
83972afffffffff,1.0,1.0,0.0
83972cfffffffff,126.0,35.0,12.0
83972dfffffffff,127.0,18.0,34.0
83972efffffffff,293.0,133.0,15.0
839731fffffffff,5.0,0.0,0.0
839735fffffffff,3.0,0.0,1.0
839740fffffffff,36.0,7.0,0.0
839741fffffffff,103.0,70.0,0.0
839743fffffffff,234.0,88.0,0.0
839744fffffffff,8.0,8.0,0.0
839745fffffffff,5.0,3.0,0.0
839746fffffffff,6.0,1.0,0.0
839748fffffffff,15.0,3.0,0.0
83974afffffffff,422.0,271.0,0.0
83974bfffffffff,98.0,63.0,0.0
83974efffffffff,122.0,82.0,0.0
839750fffffffff,68.0,43.0,0.0
839751fffffffff,676.0,441.0,0.0
839752fffffffff,2.0,0.0,0.0
839753fffffffff,8.0,6.0,0.0
839754fffffffff,5.0,5.0,0.0
839755fffffffff,12.0,6.0,0.0
839758fffffffff,9.0,8.0,0.0
83975cfffffffff,206.0,82.0,0.0
83975dfffffffff,49.0,37.0,0.0
83975efffffffff,59.0,27.0,0.0
839768fffffffff,7.0,4.0,0.0
839770fffffffff,13.0,5.0,0.0
839772fffffffff,26.0,16.0,0.0
839773fffffffff,6.0,0.0,0.0
839775fffffffff,5.0,4.0,0.0
839788fffffffff,11.0,0.0,9.0
839789fffffffff,4.0,0.0,4.0
83978bfffffffff,10.0,6.0,0.0
83978dfffffffff,5.0,2.0,0.0
83978efffffffff,16.0,0.0,0.0
839793fffffffff,4.0,0.0,0.0
8397a8fffffffff,44.0,5.0,11.0
8397aafffffffff,26.0,5.0,5.0
8397abfffffffff,4.0,2.0,2.0
8397acfffffffff,4.0,2.0,0.0
8397adfffffffff,2.0,0.0,0.0
8397b0fffffffff,8.0,0.0,8.0
83ac80fffffffff,22.0,15.0,0.0
83ac82fffffffff,4.0,4.0,0.0
83ac84fffffffff,3.0,0.0,0.0
83ac85fffffffff,19.0,13.0,0.0
83ac86fffffffff,237.0,172.0,0.0
83ac8afffffffff,75.0,36.0,0.0
83ac8cfffffffff,5.0,5.0,0.0
83ac8efffffffff,19.0,9.0,0.0
83ac90fffffffff,3.0,0.0,0.0
83ac94fffffffff,4.0,2.0,0.0
83ac95fffffffff,3.0,1.0,0.0
83ac96fffffffff,91.0,50.0,0.0
83ac99fffffffff,2.0,0.0,0.0
83ac9dfffffffff,3.0,1.0,0.0
83aca0fffffffff,14.0,2.0,0.0
83aca2fffffffff,43.0,30.0,0.0
83aca3fffffffff,183.0,90.0,0.0
83aca6fffffffff,96.0,52.0,0.0
83acaafffffffff,2.0,2.0,0.0
83acaefffffffff,47.0,40.0,0.0
83acb1fffffffff,83.0,45.0,0.0
83acb3fffffffff,42.0,26.0,0.0
83bc09fffffffff,12.0,0.0,5.0
83bc0bfffffffff,17.0,0.0,4.0
83bc19fffffffff,27.0,0.0,7.0
83bc1bfffffffff,108.0,0.0,25.0
83bc40fffffffff,2.0,0.0,0.0
83bc44fffffffff,31.0,0.0,11.0
83bc45fffffffff,78.0,0.0,36.0
83bc46fffffffff,9.0,0.0,2.0
83bc54fffffffff,11.0,0.0,2.0
83bc71fffffffff,5.0,0.0,2.0
83bc73fffffffff,23.0,0.0,3.0
83bc89fffffffff,92.0,0.0,54.0
83bc8bfffffffff,3.0,0.0,0.0
83bc99fffffffff,23.0,0.0,6.0
83bc9bfffffffff,4.0,0.0,0.0
83bcc2fffffffff,2.0,0.0,0.0
83bcc3fffffffff,13.0,5.0,0.0
83bcc4fffffffff,2.0,0.0,2.0
83bcc6fffffffff,2.0,0.0,1.0
83bccafffffffff,11.0,3.0,0.0
83bcd0fffffffff,208.0,2.0,51.0
83bcd1fffffffff,32.0,17.0,0.0
83bcd2fffffffff,644.0,27.0,176.0
83bcd3fffffffff,37.0,1.0,9.0
83bcd4fffffffff,55.0,0.0,22.0
83bcd5fffffffff,4.0,0.0,4.0
83bcd6fffffffff,277.0,2.0,93.0
83bcd8fffffffff,18.0,9.0,0.0
83bcd9fffffffff,45.0,35.0,0.0
83bcdafffffffff,8.0,6.0,0.0
83bcdbfffffffff,2.0,0.0,0.0
83bcdcfffffffff,242.0,149.0,1.0
83bcddfffffffff,34.0,30.0,0.0
83bcdefffffffff,21.0,12.0,0.0
83bce0fffffffff,1.0,0.0,0.0
83bce2fffffffff,6.0,0.0,3.0
83bce6fffffffff,80.0,0.0,19.0
83bcf0fffffffff,207.0,0.0,78.0
83bcf1fffffffff,1.0,0.0,1.0
83bcf2fffffffff,793.0,0.0,315.0
83bcf3fffffffff,25.0,0.0,21.0
83bcf4fffffffff,165.0,0.0,51.0
83bcf5fffffffff,280.0,0.0,164.0
83bcf6fffffffff,870.0,0.0,307.0
