cell_id,Gypaetus barbatus,Gypaetus barbatus barbatus,Gypaetus barbatus meridionalis
832510fffffffff,4.0,0.0,0.0
832512fffffffff,12.0,0.0,0.0
832513fffffffff,55.0,0.0,0.0
832516fffffffff,20.0,0.0,0.0
83251bfffffffff,1.0,0.0,0.0
83251efffffffff,2.0,0.0,0.0
83255bfffffffff,11.0,0.0,0.0
8325a8fffffffff,9.0,0.0,0.0
8325acfffffffff,15.0,0.0,0.0
8325b2fffffffff,2.0,0.0,0.0
8325b6fffffffff,3.0,0.0,0.0
832c00fffffffff,22.0,0.0,0.0
832c01fffffffff,14.0,0.0,0.0
832c03fffffffff,64.0,0.0,0.0
832c04fffffffff,88.0,0.0,0.0
832c05fffffffff,29.0,0.0,0.0
832c06fffffffff,1.0,0.0,0.0
832c09fffffffff,67.0,0.0,0.0
832c0bfffffffff,11.0,0.0,0.0
832c0dfffffffff,8.0,0.0,0.0
832c0efffffffff,2.0,0.0,0.0
832c10fffffffff,2.0,0.0,0.0
832c11fffffffff,2.0,0.0,0.0
832c15fffffffff,11.0,0.0,0.0
832c1dfffffffff,11.0,0.0,0.0
832c21fffffffff,1.0,0.0,0.0
832c22fffffffff,18.0,0.0,0.0
832c23fffffffff,8.0,0.0,0.0
832c26fffffffff,24.0,0.0,0.0
832c28fffffffff,219.0,0.0,0.0
832c2bfffffffff,25.0,0.0,0.0
832c2cfffffffff,18.0,0.0,0.0
832c2efffffffff,29.0,0.0,0.0
832c33fffffffff,5.0,0.0,0.0
832c35fffffffff,2.0,0.0,0.0
832c76fffffffff,25.0,0.0,0.0
832c85fffffffff,2.0,0.0,0.0
832c8efffffffff,2.0,2.0,0.0
832cacfffffffff,11.0,0.0,0.0
832cadfffffffff,4.0,0.0,0.0
832cc2fffffffff,5.0,1.0,0.0
832cc3fffffffff,7.0,0.0,0.0
832cc6fffffffff,2.0,0.0,0.0
832ccbfffffffff,25.0,0.0,0.0
832ccefffffffff,12.0,2.0,0.0
832cd5fffffffff,8.0,0.0,0.0
832cf0fffffffff,2.0,0.0,0.0
832cf1fffffffff,4.0,0.0,0.0
832cf3fffffffff,14.0,0.0,0.0
832cf5fffffffff,2.0,0.0,0.0
832d03fffffffff,5.0,0.0,0.0
832d06fffffffff,4.0,0.0,0.0
832d12fffffffff,25.0,0.0,0.0
832d1bfffffffff,4.0,0.0,0.0
832d1dfffffffff,3.0,0.0,0.0
832d30fffffffff,2.0,0.0,0.0
832d31fffffffff,53.0,0.0,0.0
832d33fffffffff,3.0,0.0,0.0
832d35fffffffff,1.0,0.0,0.0
832d36fffffffff,3.0,0.0,0.0
832d52fffffffff,2.0,0.0,0.0
832d53fffffffff,8.0,0.0,0.0
832d54fffffffff,4.0,0.0,0.0
832d56fffffffff,3.0,0.0,0.0
83390afffffffff,43.0,0.0,0.0
83390bfffffffff,21.0,0.0,0.0
833921fffffffff,3.0,0.0,0.0
833929fffffffff,5.0,0.0,0.0
83392cfffffffff,27.0,0.0,0.0
833944fffffffff,143.0,0.0,0.0
833961fffffffff,15.0,1.0,0.0
833962fffffffff,485.0,0.0,0.0
833963fffffffff,44.0,0.0,0.0
833966fffffffff,15.0,1.0,0.0
83396dfffffffff,12.0,6.0,0.0
833971fffffffff,32.0,0.0,0.0
833974fffffffff,58.0,0.0,0.0
833975fffffffff,2051.0,36.0,0.0
833c00fffffffff,39.0,0.0,0.0
833c01fffffffff,3.0,0.0,0.0
833c03fffffffff,16.0,0.0,0.0
833c04fffffffff,1.0,0.0,0.0
833c06fffffffff,15.0,0.0,0.0
833c09fffffffff,2.0,2.0,0.0
833c0afffffffff,12.0,0.0,0.0
833c0bfffffffff,13.0,0.0,0.0
833c0efffffffff,60.0,0.0,0.0
833c30fffffffff,20.0,0.0,0.0
833c31fffffffff,123.0,0.0,0.0
833c33fffffffff,5.0,0.0,0.0
833c34fffffffff,4.0,0.0,0.0
833c35fffffffff,2.0,0.0,0.0
833c41fffffffff,1.0,0.0,0.0
833c42fffffffff,9.0,2.0,0.0
833c43fffffffff,2.0,0.0,0.0
833c44fffffffff,2.0,0.0,0.0
833c45fffffffff,9.0,0.0,0.0
833c4afffffffff,2.0,0.0,0.0
833c52fffffffff,53.0,0.0,0.0
833c55fffffffff,2.0,0.0,0.0
833c56fffffffff,2.0,0.0,0.0
833c5cfffffffff,3.0,0.0,0.0
833c62fffffffff,3.0,0.0,0.0
833c63fffffffff,3.0,0.0,0.0
833c66fffffffff,2.0,0.0,0.0
833c68fffffffff,85.0,0.0,0.0
833c69fffffffff,6.0,0.0,0.0
833c6afffffffff,70.0,0.0,0.0
833c6bfffffffff,6.0,0.0,0.0
833c6dfffffffff,1.0,0.0,0.0
833c6efffffffff,59.0,0.0,0.0
833c72fffffffff,6.0,1.0,0.0
833c73fffffffff,6.0,0.0,0.0
833ce5fffffffff,2.0,0.0,0.0
833d00fffffffff,40.0,0.0,0.0
833d02fffffffff,8.0,0.0,0.0
833d04fffffffff,431.0,0.0,0.0
833d06fffffffff,96.0,0.0,0.0
833d10fffffffff,36.0,0.0,0.0
833d11fffffffff,89.0,0.0,0.0
833d13fffffffff,54.0,0.0,0.0
833d15fffffffff,128.0,0.0,0.0
833d18fffffffff,1.0,0.0,0.0
833d1afffffffff,34.0,0.0,0.0
833d1bfffffffff,1.0,0.0,0.0
833d1efffffffff,762.0,0.0,0.0
833d22fffffffff,76.0,0.0,0.0
833d30fffffffff,27.0,0.0,0.0
833d31fffffffff,28.0,0.0,0.0
833d33fffffffff,58.0,0.0,0.0
833d34fffffffff,16.0,0.0,0.0
833d35fffffffff,15.0,0.0,0.0
833d49fffffffff,11.0,0.0,0.0
833d59fffffffff,2.0,0.0,0.0
833dadfffffffff,153.0,0.0,0.0
833f61fffffffff,14.0,0.0,0.0
833f72fffffffff,13.0,0.0,0.0
833f73fffffffff,22.0,0.0,0.0
834058fffffffff,1.0,0.0,0.0
8340c0fffffffff,2.0,0.0,0.0
8340c1fffffffff,9.0,0.0,0.0
8340c2fffffffff,12.0,0.0,0.0
8340c3fffffffff,4.0,0.0,0.0
8340c5fffffffff,90.0,3.0,0.0
8340c6fffffffff,7.0,0.0,0.0
8340cdfffffffff,1.0,0.0,0.0
8340cefffffffff,2.0,0.0,0.0
8340dafffffffff,3.0,0.0,0.0
8340dcfffffffff,23.0,1.0,0.0
8340ecfffffffff,1.0,0.0,0.0
8340eefffffffff,9.0,0.0,0.0
834361fffffffff,2.0,0.0,0.0
834364fffffffff,4.0,0.0,0.0
834365fffffffff,7.0,0.0,0.0
835280fffffffff,11.0,0.0,2.0
835282fffffffff,4.0,0.0,0.0
835283fffffffff,38.0,0.0,20.0
835285fffffffff,4.0,0.0,2.0
835286fffffffff,11.0,0.0,0.0
835298fffffffff,3.0,0.0,0.0
835299fffffffff,45.0,0.0,11.0
83529bfffffffff,130.0,0.0,37.0
83529dfffffffff,6.0,0.0,4.0
836a69fffffffff,4.0,0.0,0.0
837a65fffffffff,3.0,0.0,0.0
837ac1fffffffff,1.0,0.0,0.0
837ac9fffffffff,2.0,0.0,0.0
837acbfffffffff,6.0,0.0,0.0
837accfffffffff,58.0,0.0,22.0
837acdfffffffff,2.0,0.0,0.0
837acefffffffff,6.0,0.0,0.0
837ad9fffffffff,34.0,0.0,12.0
837aedfffffffff,5.0,0.0,5.0
839692fffffffff,5.0,0.0,2.0
83bcc4fffffffff,47.0,0.0,14.0
83bce0fffffffff,3.0,0.0,0.0
83bce2fffffffff,312.0,0.0,128.0
83bce3fffffffff,3.0,0.0,0.0
83bce5fffffffff,2.0,0.0,0.0
83bce6fffffffff,8.0,0.0,0.0
