cell_id,Systellura longirostris,Systellura longirostris roraimae,Systellura longirostris ruficervix,Systellura longirostris atripunctata,Systellura longirostris bifasciata/patagonica,Systellura longirostris longirostris,Systellura longirostris mochaensis
838e60fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
838e61fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838e62fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
838e63fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
838e64fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838e65fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
838e66fffffffff,53.0,0.0,0.0,0.0,0.0,0.0,0.0
838e68fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
838e69fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838e6afffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
838e6cfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
838e6dfffffffff,48.0,0.0,0.0,0.0,0.0,0.0,0.0
838f29fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
838f2bfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
838f2dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
838f42fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
838f43fffffffff,1.0,0.0,0.0,1.0,0.0,0.0,0.0
838f50fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
838f51fffffffff,17.0,0.0,0.0,4.0,0.0,0.0,0.0
838f53fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
838f54fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
838f55fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
838f58fffffffff,15.0,0.0,0.0,2.0,0.0,0.0,0.0
838f59fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
838f5bfffffffff,2.0,0.0,0.0,2.0,0.0,0.0,0.0
838f5cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
838f5efffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
838f70fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
838f72fffffffff,35.0,0.0,8.0,0.0,0.0,0.0,0.0
838f76fffffffff,105.0,0.0,14.0,0.0,0.0,0.0,0.0
83a810fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83a812fffffffff,9.0,0.0,0.0,0.0,0.0,2.0,0.0
83a813fffffffff,22.0,0.0,0.0,0.0,0.0,7.0,0.0
83a831fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83a859fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
83a85bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83a865fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83a86dfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83a881fffffffff,13.0,0.0,0.0,0.0,0.0,1.0,0.0
83a882fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83a884fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83a88efffffffff,18.0,0.0,0.0,0.0,0.0,5.0,0.0
83a8a0fffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8a1fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8a2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8a3fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83a8a9fffffffff,31.0,0.0,0.0,0.0,0.0,3.0,0.0
83a8acfffffffff,12.0,0.0,0.0,0.0,0.0,2.0,0.0
83a8aefffffffff,18.0,0.0,0.0,0.0,0.0,13.0,0.0
83a8c2fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83a901fffffffff,11.0,0.0,0.0,0.0,0.0,4.0,0.0
83a90afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83a90efffffffff,5.0,0.0,0.0,0.0,0.0,3.0,0.0
83a919fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
83a91bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83a91dfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b203fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83b20afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83b219fffffffff,72.0,0.0,0.0,0.0,0.0,0.0,0.0
83b21bfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83b21dfffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
83b225fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b22dfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83b240fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b241fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
83b242fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b243fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
83b246fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83b248fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83b24afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83b24bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b24cfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83b24efffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83b250fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83b251fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
83b256fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b258fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83b259fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83b25bfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83b25cfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83b25dfffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
83b25efffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
83b263fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83b270fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
83b272fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83b274fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83b275fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2c0fffffffff,81.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2c1fffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2c3fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2c4fffffffff,291.0,0.0,0.0,0.0,1.0,0.0,0.0
83b2c5fffffffff,305.0,0.0,0.0,0.0,13.0,0.0,0.0
83b2c8fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2cafffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2cefffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2d8fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2d9fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2dafffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2dbfffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2dcfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2ddfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2e0fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2e1fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2e2fffffffff,58.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2e3fffffffff,35.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2e4fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2e6fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2e8fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2e9fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2eafffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2ebfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2ecfffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2edfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b2eefffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
83b300fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b301fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
83b304fffffffff,42.0,0.0,0.0,2.0,0.0,0.0,0.0
83b305fffffffff,118.0,0.0,0.0,31.0,0.0,0.0,0.0
83b30bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b30efffffffff,4.0,0.0,0.0,2.0,0.0,0.0,0.0
83b320fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b324fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83b325fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
83b326fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b32cfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83b331fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83b334fffffffff,11.0,0.0,0.0,1.0,0.0,0.0,0.0
83b335fffffffff,21.0,0.0,0.0,0.0,0.0,0.0,0.0
83b342fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83b343fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83b344fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b346fffffffff,9.0,0.0,0.0,0.0,0.0,0.0,0.0
83b34bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83b351fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
83b355fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
83b356fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b35cfffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83b35efffffffff,23.0,0.0,0.0,0.0,0.0,0.0,0.0
83b365fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83b370fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83b373fffffffff,3.0,0.0,0.0,1.0,0.0,0.0,0.0
83c21bfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83c22afffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83c22efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2c9fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2cbfffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83c2e3fffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
83c329fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
83c32afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83c32bfffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83c32efffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83c340fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83c345fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83c346fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83c34efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83c355fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83c360fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83c363fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83c36bfffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83c370fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83c371fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83c373fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce80fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce81fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce82fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce83fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce85fffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce86fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce8afffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce8bfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce8cfffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce8efffffffff,27.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce93fffffffff,15.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce96fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce98fffffffff,31.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce99fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce9afffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce9bfffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce9cfffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce9dfffffffff,24.0,0.0,0.0,0.0,0.0,0.0,0.0
83ce9efffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83cea0fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83cea1fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
83cea2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83cea3fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
83cea8fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
83ceaafffffffff,40.0,0.0,0.0,0.0,0.0,0.0,0.0
83ceacfffffffff,25.0,0.0,0.0,0.0,0.0,0.0,0.0
83cf12fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83cf81fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83cf85fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83cf88fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
83cf8cfffffffff,41.0,0.0,0.0,0.0,0.0,0.0,0.0
83cf8efffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
83cfa2fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
83cfa8fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
83cfabfffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
