cell_id,Basileuterus culicivorus,Basileuterus culicivorus [culicivorus Group],Basileuterus culicivorus [cabanisi Group],Basileuterus culicivorus [auricapilla Group],Basileuterus culicivorus hypoleucus
83499efffffffff,31.0,0.0,0.0,0.0,0.0
8349a8fffffffff,33.0,0.0,0.0,0.0,0.0
8349a9fffffffff,18.0,0.0,0.0,0.0,0.0
8349aafffffffff,6.0,0.0,0.0,0.0,0.0
8349b0fffffffff,2.0,0.0,0.0,0.0,0.0
8349b1fffffffff,7.0,2.0,0.0,0.0,0.0
8349b5fffffffff,113.0,5.0,0.0,0.0,0.0
8349b6fffffffff,9.0,0.0,0.0,0.0,0.0
835f29fffffffff,7.0,0.0,0.0,0.0,0.0
835f2bfffffffff,5.0,0.0,0.0,0.0,0.0
835f2dfffffffff,3.0,0.0,0.0,0.0,0.0
835f40fffffffff,6.0,0.0,0.0,0.0,0.0
835f41fffffffff,1.0,0.0,0.0,0.0,0.0
835f48fffffffff,15.0,0.0,0.0,0.0,0.0
835f49fffffffff,1.0,0.0,0.0,0.0,0.0
835f4afffffffff,35.0,0.0,0.0,0.0,0.0
835f4bfffffffff,35.0,0.0,0.0,0.0,0.0
835f58fffffffff,405.0,0.0,0.0,0.0,0.0
835f59fffffffff,12.0,0.0,0.0,0.0,0.0
835f5bfffffffff,4.0,0.0,0.0,0.0,0.0
835f71fffffffff,6.0,0.0,0.0,0.0,0.0
835f75fffffffff,1.0,0.0,0.0,0.0,0.0
836601fffffffff,52.0,0.0,0.0,0.0,0.0
836608fffffffff,264.0,0.0,0.0,0.0,0.0
836609fffffffff,28.0,0.0,0.0,0.0,0.0
83660afffffffff,2.0,0.0,0.0,0.0,0.0
83660bfffffffff,110.0,0.0,0.0,0.0,0.0
83660cfffffffff,74.0,0.0,0.0,0.0,0.0
83660dfffffffff,46.0,0.0,0.0,0.0,0.0
836611fffffffff,2.0,0.0,0.0,0.0,0.0
836618fffffffff,420.0,0.0,7.0,0.0,0.0
836619fffffffff,69.0,0.0,0.0,0.0,0.0
83661bfffffffff,425.0,0.0,0.0,0.0,0.0
83661cfffffffff,24.0,0.0,0.0,0.0,0.0
83661dfffffffff,148.0,0.0,0.0,0.0,0.0
83661efffffffff,3.0,0.0,0.0,0.0,0.0
836620fffffffff,280.0,0.0,28.0,0.0,0.0
836621fffffffff,235.0,0.0,14.0,0.0,0.0
836622fffffffff,42.0,0.0,4.0,0.0,0.0
836623fffffffff,3.0,0.0,0.0,0.0,0.0
836629fffffffff,35.0,0.0,0.0,0.0,0.0
83662afffffffff,2.0,0.0,0.0,0.0,0.0
83662bfffffffff,42.0,0.0,0.0,0.0,0.0
83662dfffffffff,124.0,0.0,0.0,0.0,0.0
83662efffffffff,61.0,0.0,0.0,0.0,0.0
836656fffffffff,115.0,0.0,0.0,0.0,0.0
836672fffffffff,1.0,0.0,0.0,0.0,0.0
8366a0fffffffff,19.0,1.0,0.0,0.0,0.0
8366a2fffffffff,9.0,0.0,0.0,0.0,0.0
8366a3fffffffff,56.0,6.0,0.0,0.0,0.0
8366b4fffffffff,3076.0,0.0,0.0,0.0,0.0
8366b5fffffffff,1327.0,42.0,0.0,0.0,0.0
8366c0fffffffff,15.0,0.0,0.0,0.0,0.0
8366c4fffffffff,8.0,0.0,0.0,0.0,0.0
8366c6fffffffff,62.0,0.0,0.0,0.0,0.0
8366d0fffffffff,13.0,0.0,0.0,0.0,0.0
8366d5fffffffff,57.0,0.0,0.0,0.0,0.0
8366e0fffffffff,469.0,0.0,7.0,0.0,0.0
8366e1fffffffff,8.0,0.0,0.0,0.0,0.0
8366e3fffffffff,86.0,0.0,0.0,0.0,0.0
8366e4fffffffff,42.0,0.0,0.0,0.0,0.0
8366e5fffffffff,1425.0,0.0,20.0,0.0,0.0
8366e6fffffffff,2116.0,0.0,17.0,0.0,0.0
8366f0fffffffff,34.0,0.0,0.0,0.0,0.0
8366f1fffffffff,549.0,0.0,1.0,0.0,0.0
8366f5fffffffff,579.0,0.0,18.0,0.0,0.0
836741fffffffff,295.0,0.0,2.0,0.0,0.0
836742fffffffff,181.0,0.0,0.0,0.0,0.0
836743fffffffff,298.0,0.0,0.0,0.0,0.0
83674cfffffffff,538.0,0.0,14.0,0.0,0.0
83674efffffffff,139.0,0.0,0.0,0.0,0.0
836751fffffffff,59.0,0.0,0.0,0.0,0.0
836753fffffffff,9.0,0.0,0.0,0.0,0.0
836758fffffffff,6.0,0.0,0.0,0.0,0.0
83675afffffffff,32.0,0.0,0.0,0.0,0.0
83675cfffffffff,100.0,0.0,0.0,0.0,0.0
83675dfffffffff,2.0,0.0,0.0,0.0,0.0
83675efffffffff,46.0,0.0,0.0,0.0,0.0
836791fffffffff,1.0,0.0,0.0,0.0,0.0
836794fffffffff,1.0,0.0,0.0,0.0,0.0
836796fffffffff,21.0,0.0,0.0,0.0,0.0
83679afffffffff,31.0,0.0,0.0,0.0,0.0
836d04fffffffff,18.0,0.0,0.0,0.0,0.0
836d05fffffffff,511.0,176.0,0.0,0.0,0.0
836d20fffffffff,2.0,0.0,0.0,0.0,0.0
836d21fffffffff,263.0,56.0,0.0,0.0,0.0
836d22fffffffff,55.0,2.0,0.0,0.0,0.0
836d23fffffffff,355.0,72.0,0.0,0.0,0.0
836d28fffffffff,41.0,0.0,0.0,0.0,0.0
836d29fffffffff,314.0,12.0,0.0,0.0,0.0
836d2afffffffff,35.0,2.0,0.0,0.0,0.0
836d2bfffffffff,1094.0,37.0,0.0,0.0,0.0
836d2cfffffffff,260.0,56.0,0.0,0.0,0.0
836d2dfffffffff,818.0,301.0,0.0,0.0,0.0
836d2efffffffff,72.0,15.0,0.0,0.0,0.0
836d30fffffffff,268.0,13.0,0.0,0.0,0.0
836d31fffffffff,128.0,40.0,0.0,0.0,0.0
836d33fffffffff,522.0,43.0,0.0,0.0,0.0
836d34fffffffff,57.0,13.0,0.0,0.0,0.0
836d35fffffffff,459.0,53.0,0.0,0.0,0.0
836d36fffffffff,82.0,0.0,0.0,0.0,0.0
836d64fffffffff,4.0,0.0,0.0,0.0,0.0
836d65fffffffff,1412.0,0.0,0.0,0.0,0.0
836d68fffffffff,753.0,0.0,0.0,0.0,0.0
836d69fffffffff,6801.0,0.0,0.0,0.0,0.0
836d74fffffffff,36.0,0.0,0.0,0.0,0.0
838000fffffffff,3.0,0.0,0.0,0.0,0.0
838002fffffffff,21.0,0.0,0.0,0.0,0.0
838005fffffffff,3.0,0.0,0.0,0.0,0.0
838006fffffffff,6.0,0.0,0.0,0.0,0.0
838010fffffffff,326.0,0.0,0.0,20.0,0.0
838011fffffffff,37.0,0.0,0.0,0.0,0.0
83801cfffffffff,3.0,0.0,0.0,0.0,0.0
838030fffffffff,7.0,0.0,0.0,3.0,0.0
838036fffffffff,130.0,0.0,0.0,12.0,0.0
838100fffffffff,4.0,0.0,0.0,0.0,0.0
838102fffffffff,204.0,0.0,0.0,0.0,0.0
838104fffffffff,11.0,0.0,0.0,0.0,0.0
838106fffffffff,19.0,0.0,0.0,0.0,0.0
838109fffffffff,6.0,0.0,0.0,0.0,0.0
838110fffffffff,2.0,0.0,0.0,0.0,0.0
838111fffffffff,3.0,0.0,0.0,0.0,0.0
838114fffffffff,1.0,0.0,0.0,0.0,0.0
838116fffffffff,4.0,0.0,0.0,0.0,0.0
83811cfffffffff,4.0,0.0,0.0,0.0,0.0
83811efffffffff,26.0,0.0,0.0,0.0,0.0
838120fffffffff,2.0,0.0,0.0,0.0,0.0
838121fffffffff,46.0,0.0,0.0,13.0,0.0
838124fffffffff,266.0,0.0,0.0,24.0,4.0
83812bfffffffff,5.0,0.0,0.0,0.0,0.0
83812dfffffffff,61.0,0.0,0.0,0.0,32.0
838130fffffffff,80.0,0.0,0.0,0.0,0.0
838132fffffffff,3.0,0.0,0.0,0.0,0.0
838133fffffffff,260.0,0.0,0.0,0.0,0.0
838134fffffffff,21.0,0.0,0.0,1.0,0.0
838136fffffffff,134.0,0.0,0.0,0.0,0.0
838140fffffffff,12.0,0.0,0.0,0.0,0.0
838142fffffffff,1.0,0.0,0.0,0.0,0.0
838143fffffffff,3.0,0.0,0.0,0.0,0.0
838144fffffffff,9.0,0.0,0.0,0.0,0.0
838145fffffffff,58.0,0.0,0.0,0.0,21.0
838146fffffffff,19.0,0.0,0.0,0.0,2.0
83814afffffffff,7.0,0.0,0.0,0.0,0.0
83814efffffffff,7.0,0.0,0.0,0.0,0.0
838151fffffffff,2.0,0.0,0.0,0.0,0.0
838158fffffffff,2.0,0.0,0.0,0.0,0.0
83815cfffffffff,5.0,0.0,0.0,0.0,0.0
83815dfffffffff,2.0,0.0,0.0,0.0,0.0
83815efffffffff,3.0,0.0,0.0,0.0,0.0
838162fffffffff,1.0,0.0,0.0,0.0,0.0
838163fffffffff,3.0,0.0,0.0,0.0,2.0
838171fffffffff,254.0,0.0,0.0,0.0,86.0
838173fffffffff,2.0,0.0,0.0,0.0,0.0
838174fffffffff,2.0,0.0,0.0,0.0,2.0
838175fffffffff,17.0,0.0,0.0,0.0,9.0
838180fffffffff,40.0,0.0,0.0,0.0,0.0
838181fffffffff,109.0,0.0,0.0,4.0,0.0
838183fffffffff,2.0,0.0,0.0,0.0,0.0
838185fffffffff,61.0,0.0,0.0,0.0,0.0
83818dfffffffff,7.0,0.0,0.0,0.0,0.0
83818efffffffff,35.0,0.0,0.0,0.0,0.0
83819dfffffffff,4.0,0.0,0.0,0.0,0.0
8381aafffffffff,1.0,0.0,0.0,0.0,0.0
838adefffffffff,2.0,0.0,0.0,0.0,0.0
838b04fffffffff,3.0,0.0,0.0,0.0,0.0
838b0cfffffffff,31.0,0.0,0.0,0.0,0.0
838b10fffffffff,1.0,0.0,0.0,0.0,0.0
838b20fffffffff,10.0,0.0,0.0,0.0,0.0
838b21fffffffff,5.0,0.0,0.0,0.0,0.0
838b22fffffffff,110.0,0.0,0.0,0.0,2.0
838b26fffffffff,9.0,0.0,0.0,2.0,0.0
838b2afffffffff,2.0,0.0,0.0,0.0,0.0
838b2bfffffffff,3.0,0.0,0.0,0.0,0.0
838b2cfffffffff,24.0,0.0,0.0,4.0,0.0
838b2efffffffff,4.0,0.0,0.0,0.0,0.0
838b31fffffffff,20.0,0.0,0.0,0.0,0.0
838b36fffffffff,7.0,0.0,0.0,0.0,0.0
838b74fffffffff,1.0,0.0,0.0,0.0,0.0
838b82fffffffff,2.0,0.0,0.0,0.0,0.0
838b84fffffffff,18.0,0.0,0.0,0.0,0.0
838b96fffffffff,2.0,0.0,0.0,0.0,2.0
838b99fffffffff,2.0,0.0,0.0,0.0,0.0
838b9dfffffffff,18.0,0.0,0.0,0.0,0.0
838ba0fffffffff,2.0,0.0,0.0,0.0,0.0
838ba4fffffffff,8.0,0.0,0.0,0.0,2.0
838ba6fffffffff,33.0,0.0,0.0,0.0,14.0
838bb4fffffffff,2.0,0.0,0.0,0.0,0.0
838bb5fffffffff,769.0,0.0,0.0,0.0,532.0
83a596fffffffff,1.0,0.0,0.0,0.0,0.0
83a800fffffffff,28.0,0.0,0.0,0.0,0.0
83a801fffffffff,190.0,0.0,0.0,0.0,0.0
83a802fffffffff,53.0,0.0,0.0,6.0,2.0
83a803fffffffff,9.0,0.0,0.0,0.0,0.0
83a804fffffffff,130.0,0.0,0.0,8.0,0.0
83a805fffffffff,71.0,0.0,0.0,0.0,0.0
83a806fffffffff,1236.0,0.0,0.0,219.0,3.0
83a809fffffffff,2.0,0.0,0.0,0.0,0.0
83a80bfffffffff,13.0,0.0,0.0,0.0,0.0
83a80cfffffffff,26.0,0.0,0.0,0.0,0.0
83a80dfffffffff,4.0,0.0,0.0,0.0,0.0
83a80efffffffff,2.0,0.0,0.0,0.0,0.0
83a810fffffffff,5225.0,0.0,0.0,156.0,40.0
83a811fffffffff,281.0,0.0,0.0,1.0,45.0
83a812fffffffff,1953.0,0.0,0.0,145.0,15.0
83a813fffffffff,662.0,0.0,0.0,13.0,116.0
83a814fffffffff,490.0,0.0,0.0,8.0,0.0
83a815fffffffff,1525.0,0.0,0.0,142.0,3.0
83a816fffffffff,70.0,0.0,0.0,5.0,0.0
83a818fffffffff,58.0,0.0,0.0,0.0,0.0
83a819fffffffff,2.0,0.0,0.0,0.0,0.0
83a81afffffffff,43.0,0.0,0.0,0.0,0.0
83a81bfffffffff,2.0,0.0,0.0,0.0,2.0
83a81cfffffffff,566.0,0.0,0.0,0.0,35.0
83a81dfffffffff,108.0,0.0,0.0,0.0,0.0
83a81efffffffff,2031.0,0.0,0.0,0.0,740.0
83a820fffffffff,28.0,0.0,0.0,0.0,0.0
83a821fffffffff,50.0,0.0,0.0,0.0,0.0
83a822fffffffff,49.0,0.0,0.0,0.0,0.0
83a823fffffffff,47.0,0.0,0.0,5.0,0.0
83a824fffffffff,82.0,0.0,0.0,0.0,0.0
83a825fffffffff,41.0,0.0,0.0,0.0,0.0
83a826fffffffff,111.0,0.0,0.0,2.0,0.0
83a828fffffffff,39.0,0.0,0.0,0.0,0.0
83a829fffffffff,29.0,0.0,0.0,0.0,0.0
83a82afffffffff,29.0,0.0,0.0,0.0,0.0
83a82bfffffffff,17.0,0.0,0.0,0.0,0.0
83a82cfffffffff,54.0,0.0,0.0,0.0,0.0
83a82dfffffffff,44.0,0.0,0.0,0.0,0.0
83a82efffffffff,49.0,0.0,0.0,0.0,0.0
83a831fffffffff,652.0,0.0,0.0,26.0,0.0
83a833fffffffff,273.0,0.0,0.0,17.0,0.0
83a835fffffffff,782.0,0.0,0.0,39.0,0.0
83a840fffffffff,31.0,0.0,0.0,0.0,6.0
83a841fffffffff,8.0,0.0,0.0,0.0,0.0
83a842fffffffff,1.0,0.0,0.0,0.0,0.0
83a844fffffffff,93.0,0.0,0.0,1.0,53.0
83a846fffffffff,61.0,0.0,0.0,0.0,20.0
83a84afffffffff,2.0,0.0,0.0,0.0,2.0
83a84dfffffffff,6.0,0.0,0.0,0.0,2.0
83a850fffffffff,4.0,0.0,0.0,0.0,1.0
83a851fffffffff,4.0,0.0,0.0,0.0,0.0
83a853fffffffff,4.0,0.0,0.0,0.0,0.0
83a855fffffffff,36.0,0.0,0.0,0.0,11.0
83a856fffffffff,1.0,0.0,0.0,0.0,0.0
83a859fffffffff,39.0,0.0,0.0,0.0,23.0
83a85bfffffffff,2.0,0.0,0.0,0.0,0.0
83a85dfffffffff,195.0,0.0,0.0,0.0,150.0
83a860fffffffff,64.0,0.0,0.0,0.0,16.0
83a862fffffffff,41.0,0.0,0.0,0.0,3.0
83a863fffffffff,1.0,0.0,0.0,0.0,0.0
83a864fffffffff,7.0,0.0,0.0,0.0,0.0
83a866fffffffff,37.0,0.0,0.0,0.0,3.0
83a86bfffffffff,3.0,0.0,0.0,0.0,3.0
83a870fffffffff,3.0,0.0,0.0,0.0,0.0
83a871fffffffff,15.0,0.0,0.0,0.0,7.0
83a873fffffffff,6.0,0.0,0.0,0.0,2.0
83a875fffffffff,28.0,0.0,0.0,0.0,0.0
83a876fffffffff,2.0,0.0,0.0,0.0,0.0
83a880fffffffff,203.0,0.0,0.0,0.0,0.0
83a881fffffffff,495.0,0.0,0.0,2.0,96.0
83a882fffffffff,223.0,0.0,0.0,0.0,16.0
83a883fffffffff,9.0,0.0,0.0,0.0,0.0
83a884fffffffff,300.0,0.0,0.0,0.0,4.0
83a885fffffffff,28.0,0.0,0.0,0.0,1.0
83a886fffffffff,31.0,0.0,0.0,0.0,0.0
83a888fffffffff,2.0,0.0,0.0,0.0,0.0
83a889fffffffff,13.0,0.0,0.0,0.0,11.0
83a88afffffffff,12.0,0.0,0.0,0.0,0.0
83a88bfffffffff,32.0,0.0,0.0,0.0,9.0
83a88cfffffffff,38.0,0.0,0.0,0.0,12.0
83a88dfffffffff,34.0,0.0,0.0,0.0,10.0
83a88efffffffff,100.0,0.0,0.0,0.0,31.0
83a891fffffffff,65.0,0.0,0.0,0.0,0.0
83a895fffffffff,47.0,0.0,0.0,0.0,0.0
83a8a0fffffffff,336.0,0.0,0.0,0.0,2.0
83a8a1fffffffff,1996.0,0.0,0.0,38.0,47.0
83a8a2fffffffff,830.0,0.0,0.0,0.0,37.0
83a8a3fffffffff,374.0,0.0,0.0,0.0,3.0
83a8a5fffffffff,20.0,0.0,0.0,0.0,0.0
83a8a8fffffffff,22.0,0.0,0.0,1.0,3.0
83a8a9fffffffff,184.0,0.0,0.0,0.0,114.0
83a8aafffffffff,100.0,0.0,0.0,0.0,2.0
83a8abfffffffff,6.0,0.0,0.0,0.0,0.0
83a8acfffffffff,359.0,0.0,0.0,26.0,5.0
83a8adfffffffff,170.0,0.0,0.0,2.0,72.0
83a8aefffffffff,169.0,0.0,0.0,0.0,2.0
83a8c0fffffffff,140.0,0.0,0.0,0.0,33.0
83a8c1fffffffff,4.0,0.0,0.0,0.0,0.0
83a8c2fffffffff,242.0,0.0,0.0,0.0,135.0
83a8c3fffffffff,6.0,0.0,0.0,0.0,1.0
83a8c4fffffffff,15.0,0.0,0.0,0.0,15.0
83a8c6fffffffff,18.0,0.0,0.0,0.0,13.0
83a8c9fffffffff,10.0,0.0,0.0,0.0,9.0
83a8cefffffffff,2.0,0.0,0.0,0.0,1.0
83a8d0fffffffff,3.0,0.0,0.0,0.0,0.0
83a8d1fffffffff,338.0,0.0,0.0,0.0,60.0
83a8d3fffffffff,3.0,0.0,0.0,0.0,0.0
83a8d4fffffffff,34.0,0.0,0.0,0.0,28.0
83a8d5fffffffff,6.0,0.0,0.0,0.0,0.0
83a8d6fffffffff,4.0,0.0,0.0,0.0,4.0
83a8dafffffffff,15.0,0.0,0.0,0.0,11.0
83a8dbfffffffff,2.0,0.0,0.0,0.0,0.0
83a8ddfffffffff,2.0,0.0,0.0,0.0,2.0
83a8defffffffff,182.0,0.0,0.0,0.0,117.0
83a8e1fffffffff,4.0,0.0,0.0,0.0,0.0
83a8e2fffffffff,2.0,0.0,0.0,0.0,0.0
83a8e6fffffffff,7.0,0.0,0.0,0.0,2.0
83a8ecfffffffff,43.0,0.0,0.0,0.0,30.0
83a8eefffffffff,2.0,0.0,0.0,0.0,2.0
83a8f0fffffffff,5.0,0.0,0.0,0.0,0.0
83a8f1fffffffff,5.0,0.0,0.0,0.0,2.0
83a8f4fffffffff,44.0,0.0,0.0,0.0,7.0
83a8f5fffffffff,7.0,0.0,0.0,0.0,0.0
83a8f6fffffffff,3.0,0.0,0.0,0.0,2.0
83a901fffffffff,174.0,0.0,0.0,0.0,0.0
83a903fffffffff,15.0,0.0,0.0,0.0,0.0
83a905fffffffff,58.0,0.0,0.0,0.0,0.0
83a908fffffffff,28.0,0.0,0.0,0.0,0.0
83a909fffffffff,56.0,0.0,0.0,0.0,0.0
83a90afffffffff,8.0,0.0,0.0,0.0,0.0
83a90bfffffffff,12.0,0.0,0.0,0.0,0.0
83a90cfffffffff,30.0,0.0,0.0,0.0,0.0
83a90dfffffffff,43.0,0.0,0.0,0.0,0.0
83a90efffffffff,200.0,0.0,0.0,0.0,0.0
83a918fffffffff,51.0,0.0,0.0,1.0,0.0
83a919fffffffff,97.0,0.0,0.0,0.0,0.0
83a91bfffffffff,548.0,0.0,0.0,7.0,0.0
83a91dfffffffff,214.0,0.0,0.0,3.0,0.0
83a921fffffffff,11.0,0.0,0.0,0.0,0.0
83a928fffffffff,2.0,0.0,0.0,0.0,0.0
83a929fffffffff,7.0,0.0,0.0,0.0,0.0
83a92afffffffff,12.0,0.0,0.0,0.0,0.0
83a92bfffffffff,7.0,0.0,0.0,0.0,0.0
83a92cfffffffff,437.0,0.0,0.0,0.0,0.0
83a92dfffffffff,7.0,0.0,0.0,0.0,0.0
83a92efffffffff,157.0,0.0,0.0,0.0,0.0
83a940fffffffff,19.0,0.0,0.0,0.0,2.0
83a941fffffffff,208.0,0.0,0.0,0.0,0.0
83a942fffffffff,333.0,0.0,0.0,35.0,0.0
83a943fffffffff,426.0,0.0,0.0,2.0,0.0
83a944fffffffff,66.0,0.0,0.0,0.0,0.0
83a945fffffffff,104.0,0.0,0.0,2.0,0.0
83a946fffffffff,839.0,0.0,0.0,0.0,0.0
83a94cfffffffff,86.0,0.0,0.0,0.0,0.0
83a94efffffffff,107.0,0.0,0.0,1.0,0.0
83a950fffffffff,1001.0,0.0,0.0,0.0,0.0
83a951fffffffff,113.0,0.0,0.0,4.0,0.0
83a952fffffffff,413.0,0.0,0.0,3.0,0.0
83a953fffffffff,3531.0,0.0,0.0,35.0,0.0
83a954fffffffff,16.0,0.0,0.0,0.0,0.0
83a955fffffffff,419.0,0.0,0.0,0.0,0.0
83a956fffffffff,14.0,0.0,0.0,0.0,0.0
83a959fffffffff,6.0,0.0,0.0,0.0,0.0
83a95afffffffff,187.0,0.0,0.0,0.0,2.0
83a95bfffffffff,6.0,0.0,0.0,0.0,0.0
83a95cfffffffff,320.0,0.0,0.0,8.0,0.0
83a95dfffffffff,24.0,0.0,0.0,0.0,0.0
83a95efffffffff,210.0,0.0,0.0,2.0,0.0
83a960fffffffff,1.0,0.0,0.0,0.0,0.0
83a961fffffffff,33.0,0.0,0.0,0.0,0.0
83a962fffffffff,62.0,0.0,0.0,0.0,0.0
83a963fffffffff,28.0,0.0,0.0,0.0,0.0
83a964fffffffff,84.0,0.0,0.0,0.0,0.0
83a966fffffffff,4.0,0.0,0.0,0.0,0.0
83a968fffffffff,93.0,0.0,0.0,0.0,0.0
83a96afffffffff,218.0,0.0,0.0,0.0,0.0
83a96bfffffffff,39.0,0.0,0.0,0.0,0.0
83a96efffffffff,90.0,0.0,0.0,0.0,0.0
83a971fffffffff,73.0,0.0,0.0,0.0,0.0
83a972fffffffff,17.0,0.0,0.0,0.0,0.0
83a973fffffffff,73.0,0.0,0.0,0.0,0.0
83a974fffffffff,11.0,0.0,0.0,0.0,0.0
83a975fffffffff,15.0,0.0,0.0,0.0,0.0
83a976fffffffff,87.0,0.0,0.0,0.0,0.0
83b270fffffffff,10.0,0.0,0.0,0.0,0.0
83b274fffffffff,87.0,0.0,0.0,0.0,0.0
83b325fffffffff,8.0,0.0,0.0,0.0,0.0
83b340fffffffff,10.0,0.0,0.0,0.0,0.0
83b342fffffffff,2.0,0.0,0.0,0.0,0.0
83b344fffffffff,7.0,0.0,0.0,0.0,0.0
83b346fffffffff,8.0,0.0,0.0,0.0,0.0
83b351fffffffff,40.0,0.0,0.0,1.0,0.0
83b358fffffffff,18.0,0.0,0.0,0.0,0.0
83b35afffffffff,5.0,0.0,0.0,0.0,0.0
83b35bfffffffff,184.0,0.0,0.0,0.0,0.0
83b35cfffffffff,30.0,0.0,0.0,0.0,0.0
83b35dfffffffff,2.0,0.0,0.0,0.0,0.0
83b35efffffffff,12.0,0.0,0.0,0.0,0.0
83c21bfffffffff,1.0,0.0,0.0,0.0,0.0
83c289fffffffff,1.0,0.0,0.0,0.0,0.0
83c2c0fffffffff,4.0,0.0,0.0,0.0,0.0
83c2c1fffffffff,209.0,0.0,0.0,0.0,0.0
83c2c2fffffffff,19.0,0.0,0.0,0.0,0.0
83c2c3fffffffff,9.0,0.0,0.0,0.0,0.0
83c2c4fffffffff,82.0,0.0,0.0,1.0,0.0
83c2c5fffffffff,48.0,0.0,0.0,0.0,0.0
83c2c6fffffffff,18.0,0.0,0.0,0.0,0.0
83c2cafffffffff,65.0,0.0,0.0,0.0,0.0
83c2cefffffffff,218.0,0.0,0.0,0.0,0.0
83c2d0fffffffff,50.0,0.0,0.0,0.0,0.0
83c2d1fffffffff,7.0,0.0,0.0,0.0,0.0
83c2d2fffffffff,7.0,0.0,0.0,0.0,0.0
83c2d3fffffffff,29.0,0.0,0.0,0.0,0.0
83c2d4fffffffff,83.0,0.0,0.0,8.0,0.0
83c2d5fffffffff,3.0,0.0,0.0,0.0,0.0
83c2d6fffffffff,59.0,0.0,0.0,0.0,0.0
83c2d8fffffffff,70.0,0.0,0.0,0.0,0.0
83c2d9fffffffff,62.0,0.0,0.0,0.0,0.0
83c2dafffffffff,3.0,0.0,0.0,0.0,0.0
83c2dbfffffffff,5.0,0.0,0.0,0.0,0.0
83c2dcfffffffff,2.0,0.0,0.0,0.0,0.0
83c2ddfffffffff,10.0,0.0,0.0,0.0,0.0
83c2defffffffff,6.0,0.0,0.0,0.0,0.0
83c2e0fffffffff,14.0,0.0,0.0,0.0,0.0
83c2e1fffffffff,40.0,0.0,0.0,0.0,0.0
83c2e2fffffffff,673.0,0.0,0.0,0.0,0.0
83c2e3fffffffff,3301.0,0.0,0.0,58.0,0.0
83c2e6fffffffff,2.0,0.0,0.0,0.0,0.0
83c2e8fffffffff,6.0,0.0,0.0,0.0,0.0
83c2ecfffffffff,2.0,0.0,0.0,0.0,0.0
83c2eefffffffff,198.0,0.0,0.0,0.0,0.0
83c2f1fffffffff,325.0,0.0,0.0,2.0,0.0
83c2f2fffffffff,107.0,0.0,0.0,4.0,0.0
83c2f3fffffffff,306.0,0.0,0.0,1.0,0.0
