cell_id,Icterus cucullatus,Icterus cucullatus cucullatus/sennetti,Icterus cucullatus [nelsoni Group],Icterus cucullatus igneus
8429135ffffffff,271.0,0.0,0.0,0.0
8429137ffffffff,27.0,0.0,0.0,0.0
8429167ffffffff,31.0,0.0,0.0,0.0
84291a5ffffffff,8.0,0.0,4.0,0.0
84291a7ffffffff,649.0,0.0,442.0,0.0
8429809ffffffff,3.0,0.0,0.0,0.0
842980dffffffff,4.0,0.0,0.0,0.0
8429819ffffffff,23.0,0.0,0.0,0.0
842981bffffffff,16.0,0.0,0.0,0.0
8429821ffffffff,4.0,0.0,0.0,0.0
8429829ffffffff,3.0,0.0,0.0,0.0
842982bffffffff,2.0,0.0,0.0,0.0
8429841ffffffff,33.0,0.0,0.0,0.0
8429843ffffffff,106.0,0.0,0.0,0.0
8429845ffffffff,14.0,0.0,0.0,0.0
8429847ffffffff,6.0,0.0,0.0,0.0
8429849ffffffff,50.0,0.0,0.0,0.0
842984dffffffff,6.0,0.0,0.0,0.0
8429851ffffffff,22.0,0.0,0.0,0.0
8429853ffffffff,5.0,0.0,0.0,0.0
8429855ffffffff,57.0,0.0,0.0,0.0
8429859ffffffff,3.0,0.0,0.0,0.0
842985bffffffff,3.0,0.0,0.0,0.0
842985dffffffff,2.0,0.0,0.0,0.0
8429863ffffffff,173.0,0.0,0.0,0.0
8429865ffffffff,1.0,0.0,0.0,0.0
8429867ffffffff,50.0,0.0,0.0,0.0
8429869ffffffff,96.0,0.0,0.0,0.0
842986bffffffff,28.0,0.0,0.0,0.0
8429891ffffffff,8.0,0.0,0.0,0.0
84298c9ffffffff,337.0,0.0,0.0,0.0
84298cdffffffff,4.0,0.0,0.0,0.0
84298d3ffffffff,2.0,0.0,0.0,0.0
84298e9ffffffff,7.0,0.0,0.0,0.0
842990bffffffff,20.0,0.0,0.0,0.0
8429951ffffffff,56.0,0.0,0.0,0.0
8429953ffffffff,89.0,0.0,0.0,0.0
8429957ffffffff,180.0,0.0,0.0,0.0
842995bffffffff,17.0,0.0,7.0,0.0
8429a01ffffffff,1501.0,0.0,4.0,0.0
8429a03ffffffff,735.0,0.0,2.0,0.0
8429a05ffffffff,1834.0,0.0,2.0,0.0
8429a07ffffffff,15.0,0.0,0.0,0.0
8429a09ffffffff,1422.0,0.0,9.0,0.0
8429a0bffffffff,4328.0,0.0,43.0,0.0
8429a0dffffffff,76.0,0.0,1.0,0.0
8429a11ffffffff,927.0,0.0,9.0,0.0
8429a13ffffffff,21.0,0.0,0.0,0.0
8429a15ffffffff,172.0,0.0,0.0,0.0
8429a17ffffffff,62.0,0.0,0.0,0.0
8429a19ffffffff,1877.0,0.0,12.0,0.0
8429a1bffffffff,1137.0,0.0,0.0,0.0
8429a1dffffffff,4320.0,0.0,139.0,0.0
8429a23ffffffff,3.0,0.0,0.0,0.0
8429a25ffffffff,5.0,0.0,0.0,0.0
8429a27ffffffff,31.0,0.0,0.0,0.0
8429a29ffffffff,109.0,0.0,2.0,0.0
8429a31ffffffff,4.0,0.0,0.0,0.0
8429a33ffffffff,6.0,0.0,0.0,0.0
8429a39ffffffff,4.0,0.0,0.0,0.0
8429a3bffffffff,76.0,0.0,0.0,0.0
8429a3dffffffff,20.0,0.0,0.0,0.0
8429a41ffffffff,6099.0,0.0,0.0,0.0
8429a43ffffffff,462.0,0.0,1.0,0.0
8429a45ffffffff,457.0,0.0,0.0,0.0
8429a47ffffffff,2216.0,0.0,0.0,0.0
8429a4dffffffff,1271.0,0.0,0.0,0.0
8429a51ffffffff,54.0,0.0,0.0,0.0
8429a55ffffffff,3293.0,0.0,31.0,0.0
8429a57ffffffff,5258.0,0.0,16.0,0.0
8429a59ffffffff,159.0,0.0,0.0,0.0
8429a61ffffffff,50.0,0.0,0.0,0.0
8429a63ffffffff,156.0,0.0,6.0,0.0
8429a65ffffffff,20.0,0.0,0.0,0.0
8429a67ffffffff,105.0,0.0,0.0,0.0
8429a69ffffffff,412.0,0.0,0.0,0.0
8429a6bffffffff,325.0,0.0,0.0,0.0
8429a6dffffffff,47.0,0.0,0.0,0.0
8429a81ffffffff,2.0,0.0,0.0,0.0
8429a85ffffffff,20.0,0.0,0.0,0.0
8429a87ffffffff,3.0,0.0,0.0,0.0
8429a89ffffffff,4.0,0.0,0.0,0.0
8429a8bffffffff,2.0,0.0,0.0,0.0
8429a8dffffffff,3.0,0.0,0.0,0.0
8429a91ffffffff,13.0,0.0,0.0,0.0
8429a93ffffffff,68.0,0.0,0.0,0.0
8429a95ffffffff,4.0,0.0,0.0,0.0
8429a97ffffffff,6.0,0.0,0.0,0.0
8429a99ffffffff,44.0,0.0,19.0,0.0
8429a9bffffffff,35.0,0.0,13.0,0.0
8429aa5ffffffff,7.0,0.0,0.0,0.0
8429aa7ffffffff,101.0,0.0,0.0,0.0
8429aa9ffffffff,3.0,0.0,0.0,0.0
8429aadffffffff,10.0,0.0,0.0,0.0
8429ab1ffffffff,2.0,0.0,0.0,0.0
8429ab9ffffffff,38.0,0.0,0.0,0.0
8429abbffffffff,25.0,0.0,0.0,0.0
8429abdffffffff,4.0,0.0,0.0,0.0
8429ac1ffffffff,10.0,0.0,0.0,0.0
8429ac5ffffffff,5.0,0.0,0.0,0.0
8429ac9ffffffff,1686.0,0.0,0.0,0.0
8429acbffffffff,14.0,0.0,0.0,0.0
8429acdffffffff,319.0,0.0,0.0,0.0
8429ad1ffffffff,701.0,0.0,0.0,0.0
8429ad3ffffffff,38.0,0.0,0.0,0.0
8429ad5ffffffff,15.0,0.0,0.0,0.0
8429ad7ffffffff,5.0,0.0,5.0,0.0
8429ad9ffffffff,30.0,0.0,0.0,0.0
8429addffffffff,617.0,0.0,0.0,0.0
8429ae1ffffffff,282.0,0.0,0.0,0.0
8429ae3ffffffff,6.0,0.0,0.0,0.0
8429ae5ffffffff,227.0,0.0,0.0,0.0
8429ae7ffffffff,2.0,0.0,0.0,0.0
8429ae9ffffffff,3.0,0.0,0.0,0.0
8429aebffffffff,29.0,0.0,0.0,0.0
8429aedffffffff,61.0,0.0,0.0,0.0
8429b01ffffffff,18.0,0.0,4.0,0.0
8429b03ffffffff,4.0,0.0,0.0,0.0
8429b05ffffffff,8.0,0.0,8.0,0.0
8429b07ffffffff,2.0,0.0,0.0,0.0
8429b09ffffffff,95.0,0.0,7.0,0.0
8429b0bffffffff,177.0,0.0,10.0,0.0
8429b0dffffffff,45.0,0.0,3.0,0.0
8429b11ffffffff,19.0,0.0,0.0,0.0
8429b13ffffffff,35.0,0.0,0.0,0.0
8429b15ffffffff,106.0,0.0,0.0,0.0
8429b17ffffffff,3.0,0.0,0.0,0.0
8429b19ffffffff,25.0,0.0,0.0,0.0
8429b1bffffffff,27.0,0.0,0.0,0.0
8429b1dffffffff,6.0,0.0,0.0,0.0
8429b21ffffffff,2.0,0.0,0.0,0.0
8429b25ffffffff,10.0,0.0,0.0,0.0
8429b29ffffffff,30.0,0.0,1.0,0.0
8429b2bffffffff,1.0,0.0,1.0,0.0
8429b2dffffffff,341.0,0.0,4.0,0.0
8429b39ffffffff,22.0,0.0,0.0,0.0
8429b47ffffffff,2.0,0.0,0.0,0.0
8429b49ffffffff,2.0,0.0,0.0,0.0
8429b4bffffffff,2.0,0.0,0.0,0.0
8429b51ffffffff,1.0,0.0,0.0,0.0
8429b55ffffffff,58.0,0.0,4.0,0.0
8429b59ffffffff,7.0,0.0,0.0,0.0
8429b5bffffffff,128.0,0.0,0.0,0.0
8429b5dffffffff,80.0,0.0,0.0,0.0
8429b61ffffffff,23.0,0.0,5.0,0.0
8429b63ffffffff,28.0,0.0,2.0,0.0
8429b65ffffffff,91.0,0.0,22.0,0.0
8429b67ffffffff,42.0,0.0,0.0,0.0
8429b69ffffffff,38.0,0.0,11.0,0.0
8429b6bffffffff,485.0,0.0,134.0,0.0
8429b6dffffffff,91.0,0.0,13.0,0.0
8444249ffffffff,277.0,0.0,0.0,3.0
844424dffffffff,84.0,0.0,0.0,22.0
8445011ffffffff,102.0,0.0,0.0,0.0
8445013ffffffff,10.0,0.0,0.0,0.0
8445017ffffffff,2.0,0.0,0.0,0.0
8445019ffffffff,305.0,0.0,0.0,4.0
844501bffffffff,116.0,0.0,0.0,9.0
8445051ffffffff,17.0,0.0,0.0,0.0
8445053ffffffff,998.0,0.0,0.0,32.0
8445057ffffffff,131.0,0.0,0.0,2.0
8445059ffffffff,50.0,0.0,0.0,0.0
844505bffffffff,773.0,0.0,0.0,66.0
844505dffffffff,44.0,0.0,0.0,0.0
8445081ffffffff,3.0,0.0,0.0,0.0
8445083ffffffff,261.0,0.0,0.0,55.0
8445085ffffffff,377.0,0.0,0.0,54.0
8445087ffffffff,251.0,0.0,0.0,27.0
8445089ffffffff,7.0,0.0,0.0,0.0
844508bffffffff,4.0,0.0,0.0,0.0
844508dffffffff,123.0,0.0,0.0,9.0
8445091ffffffff,92.0,0.0,0.0,25.0
8445093ffffffff,96.0,0.0,0.0,27.0
8445095ffffffff,7.0,0.0,0.0,4.0
8445097ffffffff,41.0,0.0,0.0,9.0
8445099ffffffff,174.0,0.0,0.0,9.0
844509bffffffff,2743.0,0.0,0.0,771.0
844509dffffffff,48.0,0.0,0.0,1.0
84450a1ffffffff,709.0,0.0,0.0,7.0
84450a3ffffffff,166.0,0.0,0.0,7.0
84450a5ffffffff,523.0,0.0,0.0,24.0
84450a7ffffffff,373.0,0.0,0.0,18.0
84450a9ffffffff,483.0,0.0,0.0,30.0
84450abffffffff,128.0,0.0,0.0,5.0
84450adffffffff,577.0,0.0,0.0,50.0
84450b1ffffffff,690.0,0.0,0.0,99.0
84450b5ffffffff,331.0,0.0,0.0,15.0
84450b9ffffffff,98.0,0.0,0.0,2.0
84450bbffffffff,6.0,0.0,0.0,0.0
84450bdffffffff,71.0,0.0,0.0,0.0
84450c1ffffffff,29.0,0.0,0.0,0.0
84450c3ffffffff,7.0,0.0,0.0,4.0
84450c5ffffffff,103.0,0.0,0.0,6.0
84450c7ffffffff,2.0,0.0,0.0,0.0
84450c9ffffffff,1.0,0.0,0.0,0.0
84450cdffffffff,75.0,0.0,0.0,8.0
84450d1ffffffff,18.0,0.0,0.0,0.0
84450d3ffffffff,294.0,0.0,0.0,66.0
84450d5ffffffff,78.0,0.0,0.0,27.0
84450d7ffffffff,34.0,0.0,0.0,0.0
84450d9ffffffff,7.0,0.0,0.0,0.0
84450dbffffffff,10.0,0.0,0.0,0.0
84450ddffffffff,7.0,0.0,0.0,0.0
84450e1ffffffff,83.0,0.0,0.0,1.0
84450e3ffffffff,858.0,0.0,0.0,17.0
84450e7ffffffff,30.0,0.0,0.0,0.0
84450ebffffffff,227.0,0.0,0.0,23.0
844519bffffffff,379.0,0.0,0.0,48.0
84451d3ffffffff,6.0,0.0,0.0,0.0
8445231ffffffff,36.0,0.0,0.0,1.0
8445233ffffffff,196.0,0.0,0.0,6.0
8445237ffffffff,2.0,0.0,0.0,0.0
844523bffffffff,6.0,0.0,0.0,0.0
8445283ffffffff,2.0,0.0,0.0,0.0
8445285ffffffff,21.0,0.0,0.0,0.0
8445287ffffffff,22.0,0.0,0.0,0.0
8445291ffffffff,12.0,0.0,0.0,0.0
8445293ffffffff,1.0,0.0,0.0,0.0
8445295ffffffff,9.0,0.0,0.0,0.0
8445297ffffffff,32.0,0.0,0.0,0.0
8445299ffffffff,2.0,0.0,0.0,0.0
844529bffffffff,26.0,0.0,0.0,0.0
84452a1ffffffff,52.0,0.0,0.0,4.0
84452a3ffffffff,41.0,0.0,0.0,6.0
84452a5ffffffff,546.0,0.0,0.0,7.0
84452a7ffffffff,77.0,0.0,0.0,3.0
84452a9ffffffff,219.0,0.0,0.0,13.0
84452abffffffff,18.0,0.0,0.0,2.0
84452adffffffff,1910.0,0.0,0.0,169.0
84452b3ffffffff,1.0,0.0,0.0,0.0
84452b5ffffffff,30.0,0.0,0.0,0.0
84452b7ffffffff,2.0,0.0,0.0,0.0
84452b9ffffffff,31.0,0.0,0.0,4.0
84452bdffffffff,234.0,0.0,0.0,28.0
84452dbffffffff,5.0,0.0,0.0,0.0
84452e3ffffffff,25.0,0.0,0.0,0.0
84452e5ffffffff,184.0,0.0,0.0,22.0
84452e7ffffffff,9.0,0.0,0.0,0.0
8445649ffffffff,11.0,0.0,0.0,0.0
84456d9ffffffff,1.0,0.0,0.0,0.0
84456dbffffffff,6.0,0.0,0.0,0.0
8445721ffffffff,583.0,0.0,0.0,105.0
8445723ffffffff,39.0,0.0,0.0,10.0
8445725ffffffff,361.0,0.0,0.0,4.0
8445727ffffffff,212.0,0.0,0.0,126.0
8445729ffffffff,3.0,0.0,0.0,0.0
844572dffffffff,18.0,0.0,0.0,3.0
8445749ffffffff,225.0,0.0,0.0,0.0
844574dffffffff,25.0,0.0,0.0,0.0
8445761ffffffff,28.0,0.0,0.0,0.0
8445765ffffffff,18.0,0.0,0.0,8.0
8445767ffffffff,55.0,0.0,0.0,3.0
8445769ffffffff,3.0,0.0,0.0,0.0
8448017ffffffff,7.0,0.0,0.0,0.0
8448029ffffffff,2.0,0.0,0.0,0.0
844802bffffffff,54.0,0.0,0.0,0.0
8448035ffffffff,3.0,0.0,0.0,0.0
8448059ffffffff,259.0,0.0,0.0,0.0
844805bffffffff,278.0,0.0,0.0,0.0
8448061ffffffff,5.0,0.0,0.0,0.0
8448065ffffffff,29.0,0.0,0.0,0.0
844806dffffffff,40.0,0.0,0.0,0.0
8448085ffffffff,3.0,0.0,0.0,0.0
8448087ffffffff,5.0,0.0,0.0,0.0
8448095ffffffff,1.0,0.0,0.0,0.0
8448097ffffffff,233.0,0.0,0.0,0.0
84480a5ffffffff,6.0,0.0,0.0,0.0
84480a9ffffffff,12.0,0.0,0.0,0.0
84480adffffffff,698.0,0.0,0.0,0.0
84480b7ffffffff,2.0,0.0,0.0,0.0
84480bbffffffff,153.0,0.0,0.0,0.0
84480bdffffffff,4.0,0.0,0.0,0.0
84480c9ffffffff,1.0,0.0,0.0,0.0
84480cbffffffff,7.0,0.0,0.0,0.0
84480d1ffffffff,7.0,0.0,0.0,0.0
84480d3ffffffff,76.0,0.0,0.0,0.0
84480d9ffffffff,30.0,0.0,0.0,0.0
84480dbffffffff,35.0,0.0,0.0,0.0
84480ddffffffff,189.0,0.0,0.0,0.0
84480e1ffffffff,10.0,0.0,0.0,0.0
84480e3ffffffff,1.0,0.0,0.0,0.0
84480e5ffffffff,51.0,0.0,0.0,0.0
84480e7ffffffff,3.0,0.0,0.0,0.0
84480edffffffff,12.0,0.0,0.0,0.0
8448143ffffffff,1.0,0.0,0.0,0.0
8448147ffffffff,9.0,0.0,0.0,0.0
844815bffffffff,27.0,0.0,0.0,0.0
8448199ffffffff,2.0,0.0,0.0,0.0
84481b5ffffffff,5.0,0.0,0.0,0.0
84481d5ffffffff,12.0,0.0,0.0,0.0
84481d7ffffffff,7.0,0.0,0.0,0.0
84481d9ffffffff,4.0,0.0,0.0,0.0
84481dbffffffff,19.0,0.0,0.0,0.0
8448233ffffffff,857.0,0.0,0.0,0.0
8448237ffffffff,32.0,0.0,0.0,0.0
844823bffffffff,187.0,0.0,0.0,0.0
8448285ffffffff,2.0,0.0,0.0,0.0
8448295ffffffff,8.0,0.0,0.0,0.0
84482a3ffffffff,12.0,0.0,0.0,0.0
84482a9ffffffff,39.0,0.0,0.0,0.0
84482abffffffff,8.0,0.0,0.0,0.0
84482adffffffff,821.0,0.0,0.0,0.0
84482b1ffffffff,10.0,0.0,0.0,0.0
84482b5ffffffff,3.0,0.0,0.0,0.0
84482b7ffffffff,51.0,0.0,0.0,0.0
84482b9ffffffff,25.0,0.0,0.0,0.0
84482bdffffffff,4.0,0.0,0.0,0.0
84482e3ffffffff,16.0,0.0,0.0,0.0
84482e5ffffffff,766.0,0.0,0.0,0.0
84482e7ffffffff,80.0,0.0,0.0,0.0
84482edffffffff,27.0,0.0,0.0,0.0
8448305ffffffff,4.0,0.0,0.0,0.0
8448309ffffffff,15.0,0.0,0.0,0.0
8448329ffffffff,4.0,0.0,0.0,0.0
844832bffffffff,14.0,0.0,0.0,0.0
8448331ffffffff,46.0,0.0,0.0,0.0
8448333ffffffff,55.0,0.0,0.0,0.0
8448337ffffffff,208.0,0.0,0.0,0.0
844833bffffffff,98.0,0.0,0.0,0.0
844833dffffffff,20.0,0.0,0.0,0.0
8448361ffffffff,484.0,0.0,0.0,0.0
8448363ffffffff,485.0,0.0,0.0,0.0
8448365ffffffff,86.0,0.0,0.0,0.0
8448367ffffffff,42.0,0.0,0.0,0.0
8448369ffffffff,410.0,0.0,0.0,0.0
844836dffffffff,81.0,0.0,0.0,0.0
8448423ffffffff,1.0,0.0,0.0,0.0
8448427ffffffff,46.0,0.0,0.0,0.0
8448435ffffffff,50.0,0.0,0.0,0.0
8448437ffffffff,6.0,0.0,0.0,0.0
8448469ffffffff,18.0,0.0,0.0,0.0
84484a5ffffffff,507.0,0.0,0.0,0.0
84484a7ffffffff,93.0,0.0,0.0,0.0
8448527ffffffff,7.0,0.0,0.0,0.0
844852dffffffff,4.0,0.0,0.0,0.0
8448551ffffffff,3.0,0.0,0.0,0.0
8448553ffffffff,2.0,0.0,0.0,0.0
8448557ffffffff,3.0,0.0,0.0,0.0
8448559ffffffff,11.0,0.0,0.0,0.0
844855bffffffff,3.0,0.0,0.0,0.0
8448565ffffffff,14.0,0.0,0.0,0.0
8448567ffffffff,74.0,0.0,0.0,0.0
844856bffffffff,108.0,0.0,0.0,0.0
844856dffffffff,2.0,0.0,0.0,0.0
8448583ffffffff,1.0,0.0,0.0,0.0
8448585ffffffff,16.0,0.0,0.0,0.0
8448591ffffffff,2.0,0.0,0.0,0.0
8448593ffffffff,195.0,0.0,0.0,0.0
8448595ffffffff,3.0,0.0,0.0,0.0
8448597ffffffff,6.0,0.0,0.0,0.0
8448599ffffffff,16.0,0.0,0.0,0.0
844859bffffffff,43.0,0.0,0.0,0.0
844859dffffffff,1.0,0.0,0.0,0.0
84485a3ffffffff,2.0,0.0,0.0,0.0
84485a5ffffffff,2.0,0.0,0.0,0.0
84485a7ffffffff,37.0,0.0,2.0,0.0
84485b5ffffffff,19.0,0.0,0.0,0.0
84485b7ffffffff,11.0,0.0,4.0,0.0
84485b9ffffffff,2.0,0.0,0.0,0.0
84485bbffffffff,15.0,0.0,0.0,0.0
84485bdffffffff,33.0,0.0,7.0,0.0
84485c3ffffffff,2.0,0.0,0.0,0.0
84485c9ffffffff,26.0,0.0,0.0,0.0
84485d1ffffffff,13.0,0.0,0.0,0.0
84485d3ffffffff,24.0,0.0,0.0,0.0
84485d7ffffffff,7.0,0.0,0.0,0.0
84485ddffffffff,48.0,0.0,0.0,0.0
84485e1ffffffff,2.0,0.0,0.0,0.0
84485e3ffffffff,2.0,0.0,0.0,0.0
84485e5ffffffff,2.0,0.0,0.0,0.0
84485e7ffffffff,4.0,0.0,0.0,0.0
8448715ffffffff,17.0,0.0,0.0,0.0
8448717ffffffff,9.0,0.0,0.0,0.0
8448721ffffffff,9.0,0.0,0.0,0.0
8448723ffffffff,236.0,0.0,0.0,0.0
8448725ffffffff,20.0,0.0,0.0,0.0
8448727ffffffff,11.0,0.0,0.0,0.0
844872bffffffff,1.0,0.0,0.0,0.0
8448731ffffffff,37.0,0.0,0.0,0.0
8448733ffffffff,94.0,0.0,0.0,0.0
8448735ffffffff,21.0,0.0,0.0,0.0
8448737ffffffff,5.0,0.0,0.0,0.0
844873bffffffff,34.0,0.0,0.0,0.0
844873dffffffff,5.0,0.0,0.0,0.0
8448767ffffffff,7.0,0.0,0.0,0.0
8448803ffffffff,50.0,0.0,0.0,0.0
8448805ffffffff,9.0,0.0,0.0,0.0
8448807ffffffff,6.0,0.0,0.0,0.0
844880dffffffff,245.0,0.0,0.0,0.0
8448815ffffffff,10.0,0.0,0.0,0.0
8448817ffffffff,14.0,0.0,0.0,0.0
8448825ffffffff,44.0,0.0,0.0,0.0
8448827ffffffff,4.0,0.0,0.0,0.0
8448829ffffffff,5.0,0.0,0.0,0.0
844882bffffffff,15.0,0.0,0.0,0.0
844882dffffffff,46.0,0.0,0.0,0.0
8448831ffffffff,69.0,0.0,0.0,0.0
8448833ffffffff,292.0,0.0,0.0,0.0
8448837ffffffff,253.0,0.0,0.0,0.0
8448839ffffffff,16.0,0.0,0.0,0.0
844883bffffffff,23.0,0.0,0.0,0.0
844883dffffffff,4.0,0.0,0.0,0.0
8448845ffffffff,20.0,0.0,0.0,0.0
8448849ffffffff,22.0,0.0,0.0,0.0
844884bffffffff,30.0,0.0,0.0,0.0
844884dffffffff,6.0,0.0,0.0,0.0
8448857ffffffff,3.0,0.0,0.0,0.0
8448861ffffffff,36.0,1.0,0.0,0.0
8448863ffffffff,3.0,0.0,0.0,0.0
8448865ffffffff,22.0,0.0,0.0,0.0
8448867ffffffff,58.0,1.0,0.0,0.0
8448869ffffffff,186.0,0.0,0.0,0.0
844886bffffffff,163.0,0.0,0.0,0.0
844886dffffffff,65.0,0.0,0.0,0.0
8448881ffffffff,59.0,0.0,0.0,0.0
8448883ffffffff,2.0,0.0,0.0,0.0
8448885ffffffff,2.0,0.0,0.0,0.0
8448889ffffffff,6.0,0.0,0.0,0.0
844888dffffffff,7.0,0.0,0.0,0.0
84488c7ffffffff,3.0,0.0,0.0,0.0
84488d1ffffffff,51.0,0.0,0.0,0.0
84488d3ffffffff,16.0,0.0,0.0,0.0
84488ddffffffff,1.0,0.0,0.0,0.0
84488e1ffffffff,156.0,0.0,0.0,0.0
84488e3ffffffff,24.0,0.0,0.0,0.0
84488e5ffffffff,33.0,0.0,0.0,0.0
84488e9ffffffff,242.0,0.0,0.0,0.0
84488ebffffffff,211.0,0.0,0.0,0.0
84488edffffffff,650.0,4.0,0.0,0.0
8448919ffffffff,6.0,0.0,0.0,0.0
844891bffffffff,2.0,0.0,0.0,0.0
8448951ffffffff,325.0,5.0,0.0,0.0
8448953ffffffff,5.0,0.0,0.0,0.0
8448955ffffffff,236.0,3.0,0.0,0.0
8448957ffffffff,2.0,0.0,0.0,0.0
8448959ffffffff,489.0,1.0,0.0,0.0
844895bffffffff,9.0,0.0,0.0,0.0
844895dffffffff,1.0,0.0,0.0,0.0
84489c9ffffffff,29.0,0.0,0.0,0.0
84489cbffffffff,16.0,0.0,0.0,0.0
84489d9ffffffff,28.0,0.0,0.0,0.0
84489ddffffffff,3.0,0.0,0.0,0.0
8448a05ffffffff,9.0,0.0,0.0,0.0
8448a21ffffffff,208.0,0.0,0.0,0.0
8448a23ffffffff,10.0,0.0,0.0,0.0
8448a25ffffffff,1.0,0.0,0.0,0.0
8448a27ffffffff,188.0,0.0,0.0,0.0
8448a29ffffffff,2.0,0.0,0.0,0.0
8448a2bffffffff,7.0,0.0,0.0,0.0
8448a2dffffffff,15.0,0.0,0.0,0.0
8448a35ffffffff,10.0,0.0,0.0,0.0
8448a63ffffffff,3.0,0.0,0.0,0.0
8448ab3ffffffff,60.0,0.0,0.0,0.0
8448ab7ffffffff,93.0,0.0,0.0,0.0
8448b13ffffffff,1801.0,0.0,0.0,0.0
8448b15ffffffff,1295.0,77.0,0.0,0.0
8448b17ffffffff,77.0,0.0,0.0,0.0
8448b19ffffffff,40.0,0.0,0.0,0.0
8448b1bffffffff,11.0,0.0,0.0,0.0
8448b1dffffffff,27.0,0.0,0.0,0.0
8448b23ffffffff,876.0,0.0,0.0,0.0
8448b2bffffffff,917.0,0.0,0.0,0.0
8448b31ffffffff,123.0,0.0,0.0,0.0
8448b33ffffffff,115.0,2.0,0.0,0.0
8448b35ffffffff,95.0,0.0,0.0,0.0
8448b37ffffffff,876.0,0.0,0.0,0.0
8448b39ffffffff,2120.0,106.0,0.0,0.0
8448b3bffffffff,26.0,0.0,0.0,0.0
8448b3dffffffff,865.0,8.0,0.0,0.0
8448b4dffffffff,12.0,0.0,0.0,0.0
8448b51ffffffff,22.0,0.0,0.0,0.0
8448b53ffffffff,5.0,0.0,0.0,0.0
8448b59ffffffff,3.0,0.0,0.0,0.0
8448b5bffffffff,112.0,0.0,0.0,0.0
8448c01ffffffff,1.0,0.0,0.0,0.0
8448c05ffffffff,9.0,0.0,0.0,0.0
8448c07ffffffff,53.0,0.0,0.0,0.0
8448c0bffffffff,13.0,0.0,0.0,0.0
8448c11ffffffff,361.0,0.0,0.0,0.0
8448c19ffffffff,24.0,0.0,8.0,0.0
8448c1bffffffff,14.0,0.0,10.0,0.0
8448c1dffffffff,72.0,0.0,2.0,0.0
8448c51ffffffff,8.0,0.0,0.0,0.0
8448c53ffffffff,4.0,0.0,0.0,0.0
8448c55ffffffff,2.0,0.0,0.0,0.0
8448c57ffffffff,68.0,0.0,0.0,0.0
8448c59ffffffff,5670.0,0.0,958.0,0.0
8448c5bffffffff,210.0,0.0,26.0,0.0
8448c5dffffffff,11.0,0.0,1.0,0.0
8448c61ffffffff,18.0,0.0,0.0,0.0
8448c63ffffffff,64.0,0.0,1.0,0.0
8448c69ffffffff,8.0,0.0,0.0,0.0
8448c93ffffffff,10.0,0.0,0.0,0.0
8448c99ffffffff,1.0,0.0,0.0,0.0
8448cc9ffffffff,3.0,0.0,0.0,0.0
