cell_id,Tyto alba,Tyto alba [alba Group],Tyto alba schmitzi,Tyto alba gracilirostris,Tyto alba poensis,Tyto alba detorta,Tyto alba thomensis
821f97fffffffff,16.0,6.0,0.0,0.0,0.0,0.0,0.0
821fa7fffffffff,28.0,0.0,0.0,0.0,0.0,0.0,0.0
821faffffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
821fb7fffffffff,32.0,0.0,0.0,0.0,0.0,0.0,0.0
822c0ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822c87fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
822c97fffffffff,57.0,3.0,0.0,0.0,0.0,0.0,0.0
822c9ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
822cc7fffffffff,15.0,1.0,0.0,0.0,0.0,0.0,0.0
822ce7fffffffff,20.0,2.0,0.0,0.0,0.0,0.0,0.0
822cf7fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
822d07fffffffff,50.0,0.0,0.0,0.0,0.0,0.0,0.0
822d17fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
822d1ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
822d27fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
822d37fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
822d87fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
822da7fffffffff,57.0,0.0,0.0,0.0,0.0,0.0,0.0
822daffffffffff,26.0,0.0,0.0,0.0,0.0,0.0,0.0
822db7fffffffff,417.0,21.0,0.0,0.0,0.0,0.0,0.0
82344ffffffffff,9.0,1.0,0.0,0.0,0.0,0.0,0.0
823467fffffffff,25.0,0.0,11.0,0.0,0.0,0.0,0.0
82346ffffffffff,17.0,0.0,0.0,12.0,0.0,0.0,0.0
823817fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823827fffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
823837fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823847fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823867fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82386ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
823877fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823907fffffffff,492.0,4.0,0.0,0.0,0.0,0.0,0.0
82390ffffffffff,69.0,0.0,0.0,0.0,0.0,0.0,0.0
823917fffffffff,362.0,9.0,0.0,0.0,0.0,0.0,0.0
82391ffffffffff,399.0,15.0,0.0,0.0,0.0,0.0,0.0
823927fffffffff,368.0,4.0,0.0,0.0,0.0,0.0,0.0
82392ffffffffff,712.0,0.0,0.0,0.0,0.0,0.0,0.0
823937fffffffff,565.0,8.0,0.0,0.0,0.0,0.0,0.0
823947fffffffff,110.0,0.0,0.0,0.0,0.0,0.0,0.0
82394ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823957fffffffff,116.0,0.0,0.0,0.0,0.0,0.0,0.0
82395ffffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
823967fffffffff,8.0,0.0,0.0,0.0,0.0,0.0,0.0
82396ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
823977fffffffff,368.0,3.0,0.0,0.0,0.0,0.0,0.0
823987fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,0.0
82398ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
823997fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8239affffffffff,11.0,0.0,0.0,0.0,0.0,0.0,0.0
823e5ffffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
823e67fffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
823e6ffffffffff,51.0,0.0,0.0,0.0,0.0,0.0,0.0
823e77fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823f27fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823f2ffffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
823f37fffffffff,96.0,0.0,0.0,0.0,0.0,0.0,0.0
823f4ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
823f67fffffffff,54.0,0.0,0.0,0.0,0.0,0.0,0.0
823f6ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
823f77fffffffff,109.0,0.0,0.0,0.0,0.0,0.0,0.0
824317fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82431ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
824337fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82438ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8243a7fffffffff,20.0,0.0,0.0,0.0,0.0,0.0,0.0
8243affffffffff,111.0,6.0,0.0,0.0,0.0,0.0,0.0
82524ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
82526ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82529ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
825317fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
825337fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
825347fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82536ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
825407fffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
82540ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
825417fffffffff,134.0,0.0,0.0,0.0,64.0,0.0,0.0
82541ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
825447fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
825497fffffffff,35.0,0.0,0.0,0.0,0.0,29.0,0.0
8254affffffffff,25.0,0.0,0.0,0.0,4.0,0.0,0.0
8254b7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8254e7fffffffff,7.0,0.0,0.0,0.0,5.0,0.0,0.0
8254f7fffffffff,36.0,0.0,0.0,0.0,7.0,0.0,0.0
82574ffffffffff,6.0,0.0,0.0,0.0,0.0,6.0,0.0
825857fffffffff,6.0,0.0,0.0,0.0,0.0,0.0,0.0
82585ffffffffff,6.0,0.0,0.0,0.0,1.0,0.0,0.0
825887fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82588ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
825897fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
8258a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8258c7fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8258dffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8258e7fffffffff,16.0,0.0,0.0,0.0,6.0,0.0,0.0
8258f7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82599ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
826337fffffffff,16.0,0.0,0.0,0.0,0.0,0.0,0.0
826a5ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
826ac7fffffffff,9.0,0.0,0.0,0.0,6.0,0.0,0.0
826acffffffffff,20.0,0.0,0.0,0.0,3.0,0.0,0.0
826adffffffffff,11.0,0.0,0.0,0.0,1.0,0.0,0.0
826aeffffffffff,35.0,0.0,0.0,0.0,10.0,0.0,0.0
82750ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
82751ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
827527fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
82752ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8275a7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
827a4ffffffffff,19.0,0.0,0.0,0.0,0.0,0.0,0.0
827a67fffffffff,17.0,0.0,0.0,0.0,0.0,0.0,0.0
827a6ffffffffff,39.0,0.0,0.0,0.0,0.0,0.0,0.0
827acffffffffff,18.0,0.0,0.0,0.0,0.0,0.0,0.0
827adffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
827b4ffffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0
827b5ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
82828ffffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8282affffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
8282d7fffffffff,9.0,0.0,0.0,0.0,7.0,0.0,0.0
8282e7fffffffff,14.0,0.0,0.0,0.0,0.0,0.0,10.0
828317fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82831ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
828327fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
828337fffffffff,7.0,0.0,0.0,0.0,0.0,0.0,0.0
8285a7fffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
829607fffffffff,6.0,0.0,0.0,0.0,1.0,0.0,0.0
82960ffffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829617fffffffff,2.0,0.0,0.0,0.0,2.0,0.0,0.0
829627fffffffff,45.0,0.0,0.0,0.0,9.0,0.0,0.0
82962ffffffffff,27.0,0.0,0.0,0.0,11.0,0.0,0.0
829637fffffffff,1.0,0.0,0.0,0.0,0.0,0.0,0.0
829647fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
829677fffffffff,13.0,0.0,0.0,0.0,5.0,0.0,0.0
829697fffffffff,43.0,0.0,0.0,0.0,11.0,0.0,0.0
82969ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
8296a7fffffffff,3.0,0.0,0.0,0.0,2.0,0.0,0.0
8296affffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
8296b7fffffffff,36.0,0.0,0.0,0.0,6.0,0.0,0.0
829707fffffffff,12.0,0.0,0.0,0.0,0.0,0.0,0.0
82970ffffffffff,5.0,0.0,0.0,0.0,0.0,0.0,0.0
829717fffffffff,13.0,0.0,0.0,0.0,0.0,0.0,0.0
82971ffffffffff,10.0,0.0,0.0,0.0,0.0,0.0,0.0
829727fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82972ffffffffff,31.0,0.0,0.0,0.0,15.0,0.0,0.0
829747fffffffff,37.0,0.0,0.0,0.0,10.0,0.0,0.0
82974ffffffffff,37.0,0.0,0.0,0.0,10.0,0.0,0.0
829757fffffffff,55.0,0.0,0.0,0.0,35.0,0.0,0.0
82975ffffffffff,28.0,0.0,0.0,0.0,14.0,0.0,0.0
82976ffffffffff,4.0,0.0,0.0,0.0,4.0,0.0,0.0
829777fffffffff,4.0,0.0,0.0,0.0,2.0,0.0,0.0
82979ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82a217fffffffff,17.0,0.0,0.0,0.0,8.0,0.0,0.0
82a227fffffffff,14.0,0.0,0.0,0.0,7.0,0.0,0.0
82a237fffffffff,70.0,0.0,0.0,0.0,25.0,0.0,0.0
82a2a7fffffffff,59.0,0.0,0.0,0.0,20.0,0.0,0.0
82a30ffffffffff,2.0,0.0,0.0,0.0,1.0,0.0,0.0
82a31ffffffffff,25.0,0.0,0.0,0.0,9.0,0.0,0.0
82a38ffffffffff,5.0,0.0,0.0,0.0,1.0,0.0,0.0
82a39ffffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82a3affffffffff,8.0,0.0,0.0,0.0,4.0,0.0,0.0
82ac17fffffffff,3.0,0.0,0.0,0.0,2.0,0.0,0.0
82ac87fffffffff,136.0,0.0,0.0,0.0,68.0,0.0,0.0
82ac8ffffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82ac97fffffffff,22.0,0.0,0.0,0.0,5.0,0.0,0.0
82aca7fffffffff,62.0,0.0,0.0,0.0,33.0,0.0,0.0
82acb7fffffffff,23.0,0.0,0.0,0.0,11.0,0.0,0.0
82ad37fffffffff,47.0,0.0,0.0,0.0,28.0,0.0,0.0
82ad87fffffffff,23.0,0.0,0.0,0.0,3.0,0.0,0.0
82ad8ffffffffff,7.0,0.0,0.0,0.0,1.0,0.0,0.0
82ad97fffffffff,12.0,0.0,0.0,0.0,9.0,0.0,0.0
82ada7fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82adb7fffffffff,5.0,0.0,0.0,0.0,2.0,0.0,0.0
82bc0ffffffffff,4.0,0.0,0.0,0.0,0.0,0.0,0.0
82bc1ffffffffff,3.0,0.0,0.0,0.0,3.0,0.0,0.0
82bc47fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82bc4ffffffffff,5.0,0.0,0.0,0.0,2.0,0.0,0.0
82bc57fffffffff,2.0,0.0,0.0,0.0,0.0,0.0,0.0
82bc6ffffffffff,34.0,0.0,0.0,0.0,14.0,0.0,0.0
82bc77fffffffff,3.0,0.0,0.0,0.0,0.0,0.0,0.0
82bc8ffffffffff,12.0,0.0,0.0,0.0,3.0,0.0,0.0
82bcc7fffffffff,42.0,0.0,0.0,0.0,29.0,0.0,0.0
82bccffffffffff,8.0,0.0,0.0,0.0,2.0,0.0,0.0
82bcd7fffffffff,173.0,0.0,0.0,0.0,70.0,0.0,0.0
82bcdffffffffff,60.0,0.0,0.0,0.0,29.0,0.0,0.0
82bce7fffffffff,28.0,0.0,0.0,0.0,12.0,0.0,0.0
82bceffffffffff,37.0,0.0,0.0,0.0,14.0,0.0,0.0
82bcf7fffffffff,60.0,0.0,0.0,0.0,13.0,0.0,0.0
