cell_id,Apalis flavida,Apalis flavida flavocincta/viridiceps,Apalis flavida [flavida Group]
84962abffffffff,1.0,0.0,0.0
84962b9ffffffff,8.0,0.0,1.0
84962c5ffffffff,5.0,0.0,1.0
84962c9ffffffff,52.0,0.0,23.0
84962d7ffffffff,2.0,0.0,2.0
84962e5ffffffff,11.0,0.0,1.0
84962edffffffff,6.0,0.0,0.0
8496331ffffffff,2.0,0.0,0.0
8496335ffffffff,54.0,0.0,10.0
8496355ffffffff,2.0,0.0,0.0
849654dffffffff,2.0,0.0,0.0
849662bffffffff,2.0,0.0,0.0
849666bffffffff,2.0,0.0,0.0
8496707ffffffff,4.0,0.0,0.0
8496727ffffffff,1.0,0.0,1.0
8496753ffffffff,2.0,0.0,0.0
8496861ffffffff,5.0,0.0,0.0
8496885ffffffff,2.0,0.0,0.0
84968c9ffffffff,2.0,0.0,0.0
8496901ffffffff,18.0,0.0,0.0
8496905ffffffff,6.0,0.0,0.0
8496907ffffffff,94.0,11.0,0.0
849690bffffffff,2.0,0.0,0.0
849691dffffffff,1.0,0.0,0.0
8496921ffffffff,52.0,0.0,0.0
8496923ffffffff,2.0,0.0,0.0
8496925ffffffff,296.0,17.0,0.0
849692bffffffff,63.0,4.0,9.0
849692dffffffff,52.0,0.0,0.0
8496931ffffffff,9.0,0.0,0.0
8496933ffffffff,17.0,3.0,0.0
8496935ffffffff,60.0,4.0,0.0
8496937ffffffff,30.0,4.0,0.0
849693dffffffff,118.0,6.0,0.0
84969a1ffffffff,4.0,0.0,0.0
84969a5ffffffff,5.0,0.0,0.0
8496a01ffffffff,3.0,0.0,0.0
8496a15ffffffff,24.0,0.0,0.0
8496a21ffffffff,1.0,0.0,0.0
8496a27ffffffff,2.0,0.0,0.0
8496a2dffffffff,2.0,0.0,0.0
8496a39ffffffff,2.0,0.0,0.0
8496a3bffffffff,2.0,0.0,0.0
8496a59ffffffff,6.0,0.0,0.0
8496a89ffffffff,2.0,0.0,0.0
8496a8bffffffff,1.0,0.0,0.0
8496abdffffffff,2.0,0.0,0.0
8496ad7ffffffff,1.0,0.0,0.0
8496aedffffffff,2.0,0.0,0.0
8496b01ffffffff,4.0,2.0,0.0
8496b0dffffffff,6.0,0.0,0.0
8496b13ffffffff,13.0,2.0,0.0
8496b19ffffffff,96.0,3.0,0.0
8496b1bffffffff,36.0,4.0,0.0
8496b29ffffffff,2.0,0.0,0.0
8496b47ffffffff,18.0,0.0,0.0
8496b53ffffffff,12.0,0.0,0.0
8496b55ffffffff,1.0,0.0,0.0
8496b57ffffffff,14.0,0.0,0.0
8496b63ffffffff,9.0,3.0,0.0
8496b6dffffffff,10.0,0.0,0.0
8496e49ffffffff,1.0,0.0,0.0
8497007ffffffff,3.0,0.0,0.0
8497015ffffffff,10.0,0.0,8.0
8497027ffffffff,2.0,0.0,0.0
849702bffffffff,35.0,0.0,0.0
8497035ffffffff,13.0,0.0,0.0
849703dffffffff,1.0,0.0,0.0
8497051ffffffff,3.0,0.0,0.0
8497069ffffffff,5.0,0.0,0.0
8497081ffffffff,1.0,0.0,0.0
84970a7ffffffff,1.0,0.0,0.0
84970c5ffffffff,5.0,0.0,2.0
8497101ffffffff,2.0,0.0,0.0
8497103ffffffff,27.0,0.0,0.0
8497107ffffffff,18.0,0.0,0.0
8497119ffffffff,174.0,0.0,0.0
849711dffffffff,8.0,0.0,0.0
8497131ffffffff,11.0,0.0,0.0
8497139ffffffff,13.0,0.0,0.0
849713dffffffff,7.0,0.0,0.0
8497151ffffffff,7.0,0.0,0.0
8497159ffffffff,2.0,0.0,0.0
8497199ffffffff,7.0,0.0,0.0
849719bffffffff,3.0,0.0,0.0
84971c1ffffffff,49.0,0.0,0.0
84971c3ffffffff,4.0,0.0,0.0
84971c7ffffffff,1.0,0.0,0.0
84971c9ffffffff,6.0,0.0,0.0
849721bffffffff,7.0,0.0,3.0
8497245ffffffff,9.0,0.0,0.0
8497289ffffffff,9.0,0.0,6.0
849728dffffffff,63.0,0.0,26.0
84972a5ffffffff,2.0,0.0,0.0
84972c5ffffffff,4.0,0.0,0.0
84972c9ffffffff,11.0,0.0,0.0
84972cbffffffff,3.0,0.0,1.0
84972cdffffffff,23.0,0.0,1.0
84972d5ffffffff,6.0,0.0,4.0
84972d7ffffffff,11.0,0.0,0.0
84972d9ffffffff,10.0,0.0,0.0
84972ddffffffff,2.0,0.0,0.0
84972e3ffffffff,141.0,0.0,18.0
84972ebffffffff,7.0,0.0,5.0
8497311ffffffff,2.0,0.0,0.0
8497313ffffffff,4.0,0.0,0.0
8497317ffffffff,3.0,0.0,0.0
8497357ffffffff,23.0,0.0,0.0
8497359ffffffff,6.0,0.0,0.0
8497415ffffffff,2.0,0.0,0.0
8497417ffffffff,2.0,0.0,0.0
849741dffffffff,1.0,0.0,0.0
8497431ffffffff,4.0,0.0,0.0
8497435ffffffff,1.0,0.0,0.0
849743bffffffff,16.0,0.0,0.0
849743dffffffff,2.0,0.0,0.0
8497447ffffffff,2.0,0.0,0.0
84974a9ffffffff,66.0,0.0,21.0
84974abffffffff,58.0,0.0,16.0
84974b9ffffffff,28.0,0.0,8.0
84974bbffffffff,2.0,0.0,0.0
84974bdffffffff,3.0,0.0,1.0
84974e1ffffffff,1.0,0.0,0.0
84974e3ffffffff,1.0,0.0,0.0
84974e9ffffffff,3.0,0.0,0.0
84974edffffffff,4.0,0.0,4.0
8497503ffffffff,2.0,0.0,0.0
8497509ffffffff,4.0,0.0,0.0
8497513ffffffff,59.0,0.0,7.0
8497515ffffffff,127.0,0.0,18.0
8497517ffffffff,66.0,0.0,14.0
8497535ffffffff,8.0,0.0,4.0
8497557ffffffff,1.0,0.0,0.0
8497583ffffffff,2.0,0.0,2.0
8497587ffffffff,2.0,0.0,2.0
84975c5ffffffff,10.0,0.0,1.0
84975c7ffffffff,53.0,0.0,5.0
84975d1ffffffff,6.0,0.0,0.0
84975ddffffffff,1.0,0.0,0.0
84975e1ffffffff,3.0,0.0,1.0
84975e9ffffffff,5.0,0.0,0.0
84975ebffffffff,6.0,0.0,4.0
8497885ffffffff,8.0,0.0,0.0
849788bffffffff,2.0,0.0,0.0
84978a3ffffffff,2.0,0.0,0.0
84978b9ffffffff,8.0,0.0,2.0
84978cbffffffff,4.0,0.0,0.0
84978d9ffffffff,15.0,0.0,0.0
84978ebffffffff,4.0,0.0,0.0
8497913ffffffff,3.0,0.0,0.0
8497937ffffffff,8.0,0.0,0.0
84979d3ffffffff,3.0,0.0,0.0
8497a85ffffffff,5.0,0.0,0.0
8497a89ffffffff,17.0,0.0,1.0
8497a8bffffffff,10.0,0.0,2.0
8497aabffffffff,21.0,0.0,9.0
8497ab5ffffffff,3.0,0.0,0.0
8497ac3ffffffff,4.0,0.0,0.0
8497ac7ffffffff,6.0,0.0,1.0
8497ad5ffffffff,2.0,0.0,0.0
84ac805ffffffff,1.0,0.0,0.0
84ac811ffffffff,2.0,0.0,0.0
84ac82dffffffff,3.0,0.0,0.0
84ac865ffffffff,2.0,0.0,0.0
84ac867ffffffff,75.0,0.0,20.0
84ac8a3ffffffff,4.0,0.0,0.0
84ac8a9ffffffff,5.0,0.0,0.0
84ac8e7ffffffff,6.0,0.0,0.0
84ac901ffffffff,3.0,0.0,0.0
84ac959ffffffff,4.0,0.0,0.0
84ac95bffffffff,15.0,0.0,0.0
84ac961ffffffff,13.0,0.0,4.0
84ac96dffffffff,2.0,0.0,0.0
84aca27ffffffff,1.0,0.0,0.0
84acb1bffffffff,6.0,0.0,0.0
84acb35ffffffff,16.0,0.0,0.0
84bc093ffffffff,3.0,0.0,0.0
84bc095ffffffff,1.0,0.0,0.0
84bc197ffffffff,22.0,0.0,4.0
84bc1b7ffffffff,12.0,0.0,4.0
84bc46dffffffff,3.0,0.0,0.0
84bc545ffffffff,3.0,0.0,0.0
84bc723ffffffff,2.0,0.0,0.0
84bc731ffffffff,5.0,0.0,0.0
84bc73bffffffff,10.0,0.0,0.0
84bc73dffffffff,1.0,0.0,0.0
84bc891ffffffff,5.0,0.0,3.0
84bc893ffffffff,15.0,0.0,0.0
84bc897ffffffff,5.0,0.0,0.0
84bc899ffffffff,2.0,0.0,0.0
84bc89bffffffff,53.0,0.0,17.0
84bc8d3ffffffff,2.0,0.0,2.0
84bc991ffffffff,18.0,0.0,0.0
84bc9bbffffffff,5.0,0.0,0.0
84bcc6dffffffff,2.0,0.0,0.0
84bcd01ffffffff,52.0,0.0,9.0
84bcd05ffffffff,29.0,0.0,7.0
84bcd07ffffffff,15.0,0.0,0.0
84bcd09ffffffff,3.0,0.0,0.0
84bcd0bffffffff,9.0,0.0,8.0
84bcd0dffffffff,63.0,0.0,11.0
84bcd15ffffffff,2.0,0.0,0.0
84bcd1dffffffff,2.0,0.0,0.0
84bcd21ffffffff,134.0,0.0,18.0
84bcd23ffffffff,70.0,0.0,8.0
84bcd25ffffffff,9.0,0.0,3.0
84bcd27ffffffff,77.0,0.0,14.0
84bcd29ffffffff,355.0,0.0,47.0
84bcd2bffffffff,25.0,0.0,0.0
84bcd2dffffffff,24.0,0.0,5.0
84bcd33ffffffff,2.0,0.0,0.0
84bcd35ffffffff,24.0,0.0,3.0
84bcd37ffffffff,19.0,0.0,3.0
84bcd3dffffffff,47.0,0.0,11.0
84bcd41ffffffff,4.0,0.0,0.0
84bcd45ffffffff,39.0,0.0,0.0
84bcd47ffffffff,4.0,0.0,0.0
84bcd4bffffffff,2.0,0.0,0.0
84bcd55ffffffff,2.0,0.0,2.0
84bcd61ffffffff,6.0,0.0,0.0
84bcd63ffffffff,149.0,0.0,37.0
84bcd67ffffffff,65.0,0.0,8.0
84bcd6dffffffff,26.0,0.0,3.0
84bcd85ffffffff,2.0,0.0,2.0
84bcde5ffffffff,2.0,0.0,0.0
84bce2dffffffff,1.0,0.0,0.0
84bce45ffffffff,2.0,0.0,0.0
84bce67ffffffff,13.0,0.0,0.0
84bce69ffffffff,3.0,0.0,0.0
84bce6bffffffff,2.0,0.0,0.0
84bcf03ffffffff,1.0,0.0,0.0
84bcf05ffffffff,5.0,0.0,0.0
84bcf09ffffffff,35.0,0.0,5.0
84bcf0dffffffff,13.0,0.0,2.0
84bcf21ffffffff,7.0,0.0,2.0
84bcf23ffffffff,1.0,0.0,0.0
84bcf25ffffffff,57.0,0.0,31.0
84bcf29ffffffff,627.0,0.0,124.0
84bcf2dffffffff,36.0,0.0,12.0
84bcf3dffffffff,2.0,0.0,0.0
84bcf43ffffffff,10.0,0.0,4.0
84bcf47ffffffff,48.0,0.0,12.0
84bcf53ffffffff,7.0,0.0,2.0
84bcf5bffffffff,3.0,0.0,0.0
84bcf5dffffffff,3.0,0.0,2.0
84bcf61ffffffff,372.0,0.0,96.0
84bcf63ffffffff,119.0,0.0,7.0
84bcf67ffffffff,77.0,0.0,13.0
84bcf6bffffffff,1.0,0.0,1.0
