cell_id,Ardea herodias,Ardea herodias [herodias Group],Ardea herodias occidentalis,Ardea herodias wardi x occidentalis
82452ffffffffff,8751.0,951.0,0.0,0.0
824537fffffffff,1016.0,0.0,0.0,0.0
82454ffffffffff,23.0,0.0,0.0,0.0
824557fffffffff,5.0,5.0,0.0,0.0
82455ffffffffff,2.0,0.0,0.0,0.0
824577fffffffff,1286.0,448.0,0.0,0.0
824587fffffffff,130.0,3.0,0.0,0.0
82458ffffffffff,2442.0,816.0,103.0,0.0
824597fffffffff,102.0,28.0,2.0,0.0
82459ffffffffff,2224.0,606.0,543.0,0.0
8245a7fffffffff,547.0,0.0,0.0,0.0
8245b7fffffffff,837.0,0.0,0.0,0.0
824807fffffffff,736.0,19.0,0.0,0.0
82480ffffffffff,1842.0,127.0,0.0,0.0
824817fffffffff,679.0,0.0,0.0,0.0
82481ffffffffff,284.0,12.0,0.0,0.0
824827fffffffff,650.0,0.0,0.0,0.0
82482ffffffffff,1572.0,0.0,0.0,0.0
824837fffffffff,6357.0,281.0,0.0,0.0
824847fffffffff,111.0,3.0,0.0,0.0
82484ffffffffff,259.0,10.0,0.0,0.0
824857fffffffff,1202.0,96.0,0.0,0.0
82485ffffffffff,7627.0,503.0,0.0,0.0
82486ffffffffff,3.0,1.0,0.0,0.0
824877fffffffff,608.0,0.0,0.0,0.0
824887fffffffff,6478.0,337.0,0.0,0.0
82488ffffffffff,3703.0,163.0,0.0,0.0
824897fffffffff,37222.0,1827.0,0.0,0.0
82489ffffffffff,33793.0,1040.0,0.0,0.0
8248a7fffffffff,832.0,0.0,0.0,0.0
8248affffffffff,422.0,16.0,0.0,0.0
8248b7fffffffff,43122.0,4841.0,0.0,0.0
8248c7fffffffff,9112.0,792.0,0.0,0.0
8248cffffffffff,5690.0,597.0,0.0,0.0
8248d7fffffffff,1998.0,150.0,0.0,0.0
8248dffffffffff,6769.0,491.0,0.0,0.0
8248e7fffffffff,411.0,41.0,0.0,0.0
8248effffffffff,35426.0,4097.0,0.0,0.0
8248f7fffffffff,806.0,78.0,0.0,0.0
82490ffffffffff,3.0,0.0,0.0,0.0
824977fffffffff,15.0,1.0,0.0,0.0
824987fffffffff,1100.0,44.0,0.0,0.0
82498ffffffffff,182.0,0.0,0.0,0.0
824997fffffffff,4868.0,562.0,0.0,0.0
82499ffffffffff,194.0,1.0,0.0,0.0
8249a7fffffffff,118.0,0.0,0.0,0.0
8249affffffffff,2737.0,162.0,0.0,0.0
8249b7fffffffff,371.0,8.0,0.0,0.0
824c1ffffffffff,2.0,0.0,0.0,0.0
824c87fffffffff,208.0,0.0,0.0,0.0
824c8ffffffffff,395.0,2.0,0.0,0.0
824c97fffffffff,142.0,5.0,3.0,0.0
824c9ffffffffff,105.0,9.0,0.0,0.0
824caffffffffff,109.0,0.0,0.0,0.0
824cb7fffffffff,54.0,0.0,0.0,0.0
824cc7fffffffff,2470.0,62.0,0.0,0.0
824cd7fffffffff,345.0,18.0,0.0,0.0
824ceffffffffff,1198.0,15.0,0.0,0.0
824cf7fffffffff,118.0,12.0,0.0,0.0
824d4ffffffffff,386.0,0.0,0.0,0.0
825e47fffffffff,46.0,0.0,0.0,0.0
825e4ffffffffff,65.0,0.0,0.0,0.0
825e5ffffffffff,179.0,0.0,0.0,0.0
825e67fffffffff,149.0,0.0,0.0,0.0
825e77fffffffff,80.0,0.0,0.0,0.0
825f4ffffffffff,188.0,8.0,0.0,0.0
825f5ffffffffff,485.0,0.0,0.0,0.0
826607fffffffff,65.0,1.0,0.0,0.0
82660ffffffffff,38.0,0.0,0.0,0.0
826617fffffffff,802.0,0.0,0.0,0.0
82661ffffffffff,83.0,0.0,0.0,0.0
826627fffffffff,668.0,59.0,0.0,0.0
82662ffffffffff,3.0,0.0,0.0,0.0
826637fffffffff,183.0,14.0,0.0,0.0
826657fffffffff,18.0,0.0,0.0,0.0
826677fffffffff,29.0,0.0,0.0,0.0
826687fffffffff,4.0,0.0,0.0,0.0
8266a7fffffffff,3048.0,0.0,0.0,0.0
8266affffffffff,3.0,0.0,0.0,0.0
8266b7fffffffff,3754.0,0.0,0.0,0.0
8266c7fffffffff,2.0,0.0,0.0,0.0
8266d7fffffffff,7.0,7.0,0.0,0.0
8266e7fffffffff,61.0,0.0,0.0,0.0
8266f7fffffffff,91.0,0.0,0.0,0.0
826727fffffffff,297.0,6.0,0.0,0.0
826737fffffffff,259.0,2.0,0.0,0.0
826747fffffffff,1347.0,4.0,0.0,0.0
82674ffffffffff,64.0,0.0,0.0,0.0
826757fffffffff,365.0,3.0,0.0,0.0
82675ffffffffff,5.0,0.0,0.0,0.0
82676ffffffffff,59.0,3.0,1.0,0.0
826777fffffffff,570.0,0.0,0.0,0.0
826787fffffffff,153.0,0.0,0.0,0.0
826797fffffffff,60.0,0.0,0.0,0.0
82679ffffffffff,1135.0,0.0,0.0,0.0
8267a7fffffffff,7.0,0.0,0.0,0.0
8267b7fffffffff,7.0,0.0,0.0,0.0
826c5ffffffffff,1866.0,351.0,0.0,0.0
826c67fffffffff,79.0,0.0,0.0,0.0
826d07fffffffff,1012.0,176.0,0.0,0.0
826d17fffffffff,334.0,40.0,0.0,0.0
826d27fffffffff,1539.0,155.0,0.0,0.0
826d2ffffffffff,2653.0,105.0,0.0,0.0
826d37fffffffff,4405.0,498.0,0.0,0.0
826d67fffffffff,3726.0,0.0,0.0,0.0
826d6ffffffffff,11471.0,0.0,0.0,0.0
826d77fffffffff,1336.0,0.0,0.0,0.0
828fa7fffffffff,355.0,59.0,0.0,0.0
