cell_id,Nystalus maculatus,Nystalus maculatus maculatus,Nystalus maculatus striatipectus
83818dfffffffff,9.0,0.0,0.0
83818efffffffff,7.0,2.0,0.0
838199fffffffff,5.0,3.0,0.0
83819dfffffffff,8.0,5.0,0.0
8381a1fffffffff,4.0,0.0,0.0
8381a8fffffffff,7.0,0.0,0.0
8381aafffffffff,3.0,2.0,0.0
8381acfffffffff,2.0,0.0,0.0
8381adfffffffff,88.0,20.0,0.0
8381aefffffffff,1.0,1.0,0.0
838a82fffffffff,1.0,0.0,0.0
838a9cfffffffff,9.0,2.0,0.0
838a9efffffffff,2.0,2.0,0.0
838b10fffffffff,1.0,0.0,0.0
838b20fffffffff,170.0,0.0,36.0
838b21fffffffff,4.0,0.0,0.0
838b22fffffffff,138.0,0.0,23.0
838b24fffffffff,3.0,0.0,0.0
838b25fffffffff,24.0,0.0,2.0
838b26fffffffff,20.0,0.0,0.0
838b2cfffffffff,10.0,0.0,0.0
838b2efffffffff,1.0,0.0,0.0
838b31fffffffff,2.0,0.0,0.0
838b36fffffffff,6.0,0.0,2.0
838b84fffffffff,1.0,0.0,0.0
838ba2fffffffff,1.0,0.0,0.0
838ba6fffffffff,25.0,2.0,0.0
838bb5fffffffff,191.0,63.0,0.0
83a596fffffffff,5.0,0.0,0.0
83a809fffffffff,3.0,0.0,0.0
83a80bfffffffff,4.0,0.0,0.0
83a80dfffffffff,2.0,0.0,0.0
83a81bfffffffff,2.0,2.0,0.0
83a829fffffffff,2.0,0.0,0.0
83a840fffffffff,60.0,0.0,24.0
83a841fffffffff,16.0,0.0,12.0
83a842fffffffff,7.0,0.0,4.0
83a843fffffffff,4.0,0.0,4.0
83a844fffffffff,65.0,0.0,40.0
83a845fffffffff,2.0,0.0,0.0
83a846fffffffff,71.0,0.0,51.0
83a848fffffffff,1.0,0.0,0.0
83a84dfffffffff,1.0,0.0,0.0
83a84efffffffff,1.0,0.0,1.0
83a851fffffffff,1.0,0.0,0.0
83a855fffffffff,19.0,0.0,11.0
83a856fffffffff,2.0,0.0,0.0
83a859fffffffff,43.0,13.0,0.0
83a85bfffffffff,15.0,10.0,0.0
83a860fffffffff,19.0,0.0,0.0
83a862fffffffff,45.0,0.0,20.0
83a863fffffffff,2.0,0.0,2.0
83a864fffffffff,2.0,0.0,0.0
83a865fffffffff,44.0,0.0,0.0
83a866fffffffff,23.0,0.0,0.0
83a86bfffffffff,1.0,0.0,0.0
83a86dfffffffff,7.0,0.0,0.0
83a870fffffffff,6.0,0.0,3.0
83a871fffffffff,10.0,0.0,1.0
83a872fffffffff,4.0,0.0,4.0
83a873fffffffff,4.0,0.0,0.0
83a875fffffffff,20.0,0.0,0.0
83a876fffffffff,12.0,0.0,7.0
83a888fffffffff,2.0,2.0,0.0
83a889fffffffff,2.0,2.0,0.0
83a88afffffffff,6.0,0.0,0.0
83a88bfffffffff,24.0,22.0,0.0
83a88cfffffffff,5.0,2.0,0.0
83a88dfffffffff,41.0,33.0,0.0
83a88efffffffff,21.0,15.0,0.0
83a89bfffffffff,10.0,0.0,0.0
83a8c0fffffffff,6.0,5.0,0.0
83a8c1fffffffff,2.0,0.0,0.0
83a8c2fffffffff,10.0,4.0,0.0
83a8c3fffffffff,2.0,0.0,0.0
83a8c6fffffffff,1.0,0.0,0.0
83a8ccfffffffff,4.0,1.0,0.0
83a8cefffffffff,1.0,1.0,0.0
83a8d0fffffffff,15.0,14.0,0.0
83a8d1fffffffff,49.0,20.0,0.0
83a8d3fffffffff,7.0,0.0,0.0
83a8d4fffffffff,5.0,4.0,0.0
83a8d5fffffffff,1.0,1.0,0.0
83a8d6fffffffff,4.0,0.0,0.0
83a8d9fffffffff,4.0,0.0,0.0
83a8dafffffffff,6.0,0.0,0.0
83a8dbfffffffff,8.0,0.0,0.0
83a8dcfffffffff,2.0,1.0,0.0
83a8ddfffffffff,2.0,0.0,0.0
83a8defffffffff,20.0,4.0,0.0
83a8e6fffffffff,4.0,4.0,0.0
83a8ecfffffffff,2.0,0.0,0.0
83a8f4fffffffff,6.0,4.0,0.0
83a949fffffffff,4.0,0.0,0.0
83a94bfffffffff,4.0,0.0,0.0
83a94dfffffffff,6.0,0.0,0.0
83a94efffffffff,1.0,0.0,0.0
83a95afffffffff,4.0,0.0,0.0
83a95bfffffffff,14.0,0.0,0.0
83a969fffffffff,6.0,0.0,2.0
83a96dfffffffff,2.0,0.0,0.0
83b20dfffffffff,2.0,0.0,0.0
83b240fffffffff,30.0,0.0,1.0
83b241fffffffff,161.0,0.0,31.0
83b242fffffffff,47.0,0.0,20.0
83b243fffffffff,220.0,0.0,32.0
83b244fffffffff,15.0,0.0,0.0
83b245fffffffff,14.0,0.0,6.0
83b246fffffffff,70.0,0.0,12.0
83b24cfffffffff,8.0,0.0,0.0
83b24efffffffff,19.0,0.0,1.0
83b251fffffffff,86.0,0.0,11.0
83b253fffffffff,1.0,0.0,0.0
83b254fffffffff,3.0,0.0,0.0
83b255fffffffff,4.0,0.0,0.0
83b258fffffffff,66.0,0.0,0.0
83b25afffffffff,1.0,0.0,0.0
83b25cfffffffff,102.0,0.0,14.0
83b25dfffffffff,125.0,0.0,14.0
83b25efffffffff,79.0,0.0,0.0
83b260fffffffff,3.0,0.0,0.0
83b261fffffffff,13.0,0.0,0.0
83b262fffffffff,294.0,0.0,0.0
83b263fffffffff,23.0,0.0,0.0
83b265fffffffff,6.0,0.0,0.0
83b266fffffffff,28.0,0.0,0.0
83b26efffffffff,9.0,0.0,0.0
83b270fffffffff,45.0,0.0,0.0
83b271fffffffff,12.0,0.0,0.0
83b272fffffffff,12.0,0.0,0.0
83b274fffffffff,8.0,0.0,0.0
83b275fffffffff,222.0,0.0,0.0
83b276fffffffff,2.0,0.0,0.0
83b32dfffffffff,2.0,0.0,0.0
83b340fffffffff,1.0,0.0,0.0
83b342fffffffff,175.0,0.0,0.0
83b343fffffffff,50.0,0.0,0.0
83b344fffffffff,19.0,0.0,0.0
83b345fffffffff,2.0,0.0,0.0
83b348fffffffff,2.0,0.0,0.0
83b349fffffffff,6.0,0.0,0.0
83b34afffffffff,13.0,0.0,0.0
83b34bfffffffff,74.0,0.0,0.0
83b34cfffffffff,14.0,0.0,0.0
83b34dfffffffff,45.0,0.0,0.0
83b34efffffffff,1.0,0.0,0.0
83b351fffffffff,91.0,0.0,0.0
83b358fffffffff,45.0,0.0,0.0
83b35afffffffff,48.0,0.0,0.0
83b35bfffffffff,24.0,0.0,0.0
83b35cfffffffff,211.0,0.0,0.0
83b35dfffffffff,38.0,0.0,0.0
83b35efffffffff,151.0,0.0,0.0
83b360fffffffff,16.0,0.0,3.0
83b361fffffffff,43.0,0.0,0.0
83b362fffffffff,13.0,0.0,4.0
83b363fffffffff,4.0,0.0,0.0
83b365fffffffff,6.0,0.0,0.0
83b366fffffffff,40.0,0.0,4.0
83b368fffffffff,24.0,0.0,0.0
83b369fffffffff,24.0,0.0,0.0
83b36afffffffff,9.0,0.0,0.0
83b36bfffffffff,8.0,0.0,0.0
83b36dfffffffff,189.0,0.0,0.0
